@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
63,34,68,29,43,90,53,49,58,39,0,65,31,44,51,54,40,60,35,65,25,82,1,1,92,45,36,54,30,0,91,54,35,44,50,64,30,54,40,59,35,1,94,1,94,70,25,70,24,1,93,2,93,80,22,1,95,4,91,3,91,44,41,60,25,1,41,0,35,94,12,82,13,1,94,81,13,95,1,1,50,4,51,1,51,0,94,71,1,4,41,55,31,59,30,60,31,65,1,55,35,2,36,1,35,64,24,2,92,65,14,0,30,60,1,4,36,94,0,3,35,0,93,1,31,1,91,45,31,60,14,54,24,59,24,3,30,44,40,70,13,0,1,36,0,40,45,1,3,50,4,25,71,14,44,35,64,13,0,24,0,50,4,31,1,30,2,51,2,41,2,31,1,40,3,40,45,25,81,0,45,14,59,13,54,13,55,14,1,25,1,1,70,0,4,1,44,24,44,30,64,0,55,25,1,24,1,14,2,25,3,24,55,1,4,14,54,0,0,13,2,1,44,13,44,0,3,13,1.0
57,42,72,31,36,81,42,52,48,46,0,59,33,37,54,44,47,49,43,60,20,95,0,0,85,40,45,44,33,0,84,44,43,38,54,58,32,44,48,48,43,0,92,0,92,74,19,74,18,0,92,7,92,94,18,0,94,9,83,9,83,39,49,51,21,2,50,0,44,94,0,94,0,0,94,94,0,95,0,0,54,10,54,1,56,0,93,75,0,11,49,46,35,48,33,50,34,61,1,45,44,2,45,0,43,60,18,0,83,60,1,0,34,51,1,11,45,94,0,9,43,0,93,2,35,0,83,40,35,51,1,45,19,50,19,9,33,38,48,74,0,0,2,45,0,49,40,1,9,54,11,21,74,0,38,43,60,0,1,20,0,55,11,35,0,33,1,54,2,49,2,35,0,48,9,48,40,21,94,0,40,1,50,0,45,0,46,1,2,21,2,1,74,0,11,1,39,19,38,33,60,0,46,21,1,19,2,1,2,21,10,19,46,1,11,1,45,0,1,0,2,1,39,0,39,0,10,0,2.0
63,36,70,29,38,70,48,54,56,44,0,65,31,40,56,50,46,58,38,65,24,82,1,1,73,40,38,49,30,0,72,49,37,39,55,64,30,49,45,57,37,1,94,1,94,72,24,71,23,1,93,20,93,80,22,1,95,23,72,22,72,40,46,58,24,1,46,0,37,94,12,82,14,1,94,81,13,95,1,1,55,23,56,1,56,0,94,72,1,23,46,50,31,57,30,58,31,65,1,50,38,2,38,1,37,64,23,2,73,65,14,0,30,58,1,23,38,94,0,22,37,0,93,1,31,1,72,40,31,58,14,49,23,57,23,22,30,39,45,71,13,0,1,38,0,45,40,1,22,55,23,24,72,14,39,37,64,13,0,23,0,55,23,31,1,30,2,56,2,46,2,31,1,45,22,45,40,24,81,0,40,14,57,13,49,13,50,14,1,24,1,1,71,0,23,1,39,23,39,30,64,0,50,24,1,23,1,14,2,24,22,23,50,1,23,14,49,0,0,13,2,1,39,13,39,0,22,13,1.0
60,38,70,32,40,75,48,52,54,44,0,62,34,42,54,50,46,56,40,62,24,86,1,1,78,42,40,49,33,0,77,49,39,41,53,61,33,49,45,55,39,1,94,1,94,72,24,71,23,1,93,15,93,84,22,1,95,18,77,17,77,42,46,56,24,1,46,0,39,94,8,86,10,1,94,85,9,95,1,1,53,18,54,1,54,0,94,72,1,18,46,50,34,55,33,56,34,62,1,50,40,2,40,1,39,61,23,2,78,62,10,0,33,56,1,18,40,94,0,17,39,0,93,1,34,1,77,42,34,56,10,49,23,55,23,17,33,41,45,71,9,0,1,40,0,45,42,1,17,53,18,24,72,10,41,39,61,9,0,23,0,53,18,34,1,33,2,54,2,46,2,34,1,45,17,45,42,24,85,0,42,10,55,9,49,9,50,10,1,24,1,1,71,0,18,1,41,23,41,33,61,0,50,24,1,23,1,10,2,24,17,23,50,1,18,10,49,0,0,9,2,1,41,9,41,0,17,9,1.0
79,55,94,9,13,81,21,77,33,69,0,82,12,14,78,21,70,36,56,82,0,95,0,2,84,16,58,23,12,0,83,23,57,14,78,82,12,22,70,36,57,3,92,4,88,94,0,94,0,4,88,9,87,94,0,0,94,10,82,10,82,14,71,36,0,2,72,1,58,94,0,94,0,1,90,94,0,95,0,4,78,11,79,2,80,0,93,95,0,11,72,23,13,36,12,36,12,83,0,23,57,6,59,5,57,82,0,5,83,82,0,1,12,37,0,12,59,94,0,11,57,0,89,2,13,4,82,16,13,36,0,23,0,36,0,11,12,14,70,94,0,0,2,59,0,71,16,1,10,78,12,1,94,0,15,57,82,0,1,0,0,79,12,13,5,12,6,80,6,72,6,13,4,70,10,70,16,1,94,0,16,1,36,0,23,0,23,1,2,1,2,1,94,0,12,1,15,0,15,12,82,0,23,1,5,0,2,1,6,1,11,0,24,1,12,1,23,0,1,0,6,1,15,0,15,0,11,0,2.0
51,50,94,39,22,72,27,68,40,63,0,53,40,23,68,28,64,41,51,53,0,95,0,0,75,25,52,29,40,0,74,28,51,23,69,53,40,28,64,41,51,16,94,16,77,94,0,94,0,17,77,18,76,94,0,0,95,18,73,19,74,24,64,42,0,1,66,0,52,94,0,94,0,0,78,94,0,95,0,17,70,19,69,0,71,0,94,95,0,20,65,29,42,42,40,42,41,54,0,29,52,18,53,17,52,53,0,16,74,53,0,0,41,43,0,21,53,94,0,19,52,0,77,1,42,17,74,25,42,42,0,29,0,42,0,20,41,23,64,94,0,0,1,53,0,65,25,1,19,70,21,1,94,0,23,51,53,0,0,0,0,70,21,42,17,41,17,70,18,65,18,42,17,65,19,65,25,1,94,0,25,1,42,0,29,0,29,1,1,1,1,1,94,0,21,1,24,0,24,40,53,0,29,1,17,0,1,1,18,1,20,0,30,1,21,1,29,0,0,0,18,1,24,0,24,0,20,0,2.0
65,29,82,27,31,76,46,59,63,44,0,65,27,33,60,47,46,63,29,65,9,86,5,1,79,33,31,48,28,0,78,48,30,33,61,66,28,48,46,64,30,0,94,1,94,82,9,83,10,0,94,14,94,83,8,0,95,15,79,16,78,33,47,63,9,1,47,0,30,88,7,85,7,1,95,85,8,90,5,0,61,17,62,1,62,0,94,85,5,17,47,47,28,64,28,63,27,67,5,47,30,1,31,0,30,66,10,1,79,66,8,0,28,65,5,17,31,89,5,16,30,0,94,1,29,0,78,33,29,64,8,48,10,64,10,16,28,33,46,84,9,4,1,31,0,46,34,6,16,61,17,11,84,8,33,30,66,9,0,10,0,61,17,29,0,28,1,62,1,47,1,29,0,46,16,46,33,11,85,5,34,10,64,9,48,9,48,9,1,11,1,6,84,5,17,6,33,10,33,28,66,5,47,10,0,10,1,10,1,11,16,10,49,6,17,10,48,5,0,9,1,6,33,9,33,5,16,9,1.0
67,36,74,25,35,72,46,57,56,46,0,68,27,37,59,48,48,58,38,69,20,83,1,1,75,37,38,47,26,0,74,47,37,36,58,68,26,47,47,57,37,1,94,1,94,76,19,75,19,1,93,18,93,81,18,1,95,21,74,20,74,37,48,58,20,1,48,0,37,94,11,82,13,1,94,82,12,95,0,1,58,21,59,1,59,0,94,76,1,21,48,48,27,57,26,58,27,69,1,48,38,2,38,1,37,68,19,2,75,69,13,0,26,58,1,21,38,94,0,20,37,0,93,1,27,1,74,37,27,58,13,47,19,57,19,20,26,36,47,75,12,0,1,38,0,47,37,1,20,58,21,20,76,13,36,37,68,12,0,19,0,58,21,27,1,26,2,59,2,48,2,27,1,47,20,47,37,20,82,0,37,13,57,12,47,12,48,13,1,20,1,1,75,0,21,1,36,19,36,26,68,0,48,20,1,19,1,13,2,20,20,19,48,1,21,13,47,0,0,12,2,1,36,12,36,0,20,12,1.0
66,32,73,26,26,79,43,60,58,43,0,67,27,29,63,46,46,60,33,68,20,83,1,1,83,30,34,47,27,1,82,47,34,30,64,67,27,47,47,60,34,3,92,4,88,74,20,74,20,5,89,9,87,81,19,0,94,11,81,12,82,30,47,61,20,2,48,1,34,94,11,83,12,0,90,82,12,95,1,5,64,12,64,2,65,1,93,75,1,12,48,47,27,60,27,60,27,68,1,47,34,6,35,5,34,67,20,5,81,68,13,1,27,61,1,12,35,94,0,12,34,1,89,2,28,5,82,30,27,61,13,47,20,60,20,12,27,30,47,74,12,0,2,35,1,47,31,1,12,64,13,21,75,13,30,34,67,12,1,20,1,64,12,28,5,27,6,64,6,48,6,28,5,47,12,47,31,20,82,0,31,13,60,12,47,12,48,13,2,21,2,1,74,0,13,1,30,20,30,27,67,0,48,20,5,20,2,13,6,21,12,20,48,1,13,13,47,0,1,12,6,1,30,12,30,0,12,12,1.0
73,41,86,15,4,85,30,82,45,54,0,76,18,6,83,33,57,49,43,77,5,94,1,2,89,8,43,34,16,2,88,33,43,6,84,75,16,33,57,47,43,1,88,2,88,89,5,89,4,2,87,3,87,93,2,1,92,3,86,4,86,6,57,50,5,2,60,2,45,94,1,94,1,2,91,93,1,95,1,3,85,4,84,2,87,0,91,90,1,4,57,35,18,48,16,49,18,77,1,35,43,4,44,3,44,76,4,2,87,77,2,3,18,50,1,6,43,94,0,5,44,1,90,3,19,3,86,8,18,50,2,35,4,49,4,6,17,6,58,89,1,0,3,46,2,59,9,1,5,85,7,5,90,2,6,44,76,1,3,5,2,86,6,18,4,17,2,85,2,58,4,18,3,58,5,58,9,5,93,0,9,2,49,1,35,1,36,2,4,6,4,1,89,0,7,1,8,5,7,17,76,0,36,5,4,5,4,2,5,5,6,5,36,1,7,2,35,0,3,1,5,1,8,1,8,0,6,1,1.0
57,40,62,35,38,67,48,54,52,44,0,59,37,38,55,49,44,54,41,59,32,91,2,1,70,40,42,49,36,0,69,49,41,39,55,58,36,49,45,53,41,1,94,1,94,64,32,63,31,1,93,23,93,89,30,1,95,25,69,25,69,39,45,54,32,1,46,0,41,93,3,90,5,1,94,90,4,94,1,1,55,25,56,1,56,0,94,64,2,26,46,50,37,53,36,54,37,59,2,50,41,2,42,1,41,58,31,2,70,59,5,0,36,54,2,26,42,93,1,25,41,0,93,1,37,1,69,40,37,54,5,49,31,53,31,25,36,39,45,63,4,1,1,42,0,45,40,2,25,55,26,32,64,5,39,41,58,4,0,31,0,55,26,37,1,36,2,56,2,46,2,37,1,45,25,45,40,32,90,1,40,5,53,4,49,4,50,5,1,32,1,2,63,1,26,2,39,31,39,36,58,1,50,32,1,31,1,5,2,32,25,31,50,2,26,5,49,1,0,4,2,2,39,4,39,1,25,4,1.0
52,46,70,36,33,75,40,57,44,50,0,55,39,34,60,42,51,46,48,56,21,95,1,1,78,36,49,42,39,0,77,42,48,35,59,54,39,41,52,46,47,5,94,6,88,74,21,73,20,7,87,15,85,94,18,1,95,18,76,17,77,36,53,47,22,1,53,0,48,94,0,94,1,1,88,94,0,95,0,7,59,18,60,1,60,0,94,74,1,18,53,43,40,46,39,46,40,56,1,43,49,8,49,7,48,55,21,8,78,56,1,0,39,47,1,18,49,94,0,17,48,0,87,1,40,7,77,36,40,47,1,42,21,46,21,17,39,35,52,73,0,0,1,49,0,52,36,1,17,59,18,22,74,1,35,48,55,0,0,21,0,59,18,40,7,39,8,60,8,53,8,40,7,52,17,52,36,22,94,0,36,1,46,0,42,0,43,1,1,22,1,1,73,0,18,1,35,21,35,39,55,0,43,22,7,21,1,1,8,22,17,21,43,1,18,1,42,0,0,0,8,1,35,0,35,0,17,0,2.0
57,37,73,33,37,76,48,51,53,42,0,58,34,38,55,50,42,54,39,58,18,90,0,1,79,41,40,50,35,0,78,50,39,40,53,59,35,50,44,55,39,1,94,1,94,75,17,76,18,1,93,14,93,87,15,1,95,17,78,15,78,40,45,55,19,1,45,0,39,94,3,89,4,1,94,89,5,95,0,1,54,17,55,1,55,0,94,77,0,17,45,51,36,55,35,55,36,60,1,51,39,2,40,1,39,59,18,2,79,59,5,0,35,56,1,17,40,94,0,16,39,0,93,1,36,1,78,41,36,56,6,50,18,55,18,16,35,40,44,76,5,0,1,40,0,44,41,1,16,54,17,19,76,4,40,39,59,5,0,18,0,54,17,36,1,35,2,55,2,45,2,36,1,44,16,44,41,19,89,0,41,6,55,5,50,5,51,6,1,19,1,1,76,0,17,1,40,18,40,35,59,0,51,19,1,18,1,6,2,19,16,18,51,1,17,6,50,0,0,5,2,1,40,5,40,0,16,5,2.0
76,27,85,14,18,79,37,74,53,51,0,78,16,19,75,39,54,60,33,78,8,88,5,1,81,20,35,40,16,0,80,40,34,19,75,77,16,39,54,60,33,6,94,7,87,85,8,86,7,7,87,13,86,86,7,0,95,14,80,14,80,19,55,60,8,1,55,0,34,88,6,87,6,1,88,87,7,90,5,7,75,15,76,1,76,0,94,87,5,15,55,40,17,60,16,60,16,79,5,40,34,8,35,7,34,78,8,8,81,78,7,0,16,61,5,15,35,89,5,14,34,0,87,1,17,7,80,20,17,60,7,40,8,60,8,14,16,19,54,86,7,4,1,35,0,54,20,6,14,75,15,9,86,7,19,34,78,7,0,8,0,75,15,17,7,16,8,76,8,55,8,17,7,54,14,54,20,9,87,5,20,8,60,7,40,7,40,8,1,9,1,6,86,5,15,6,19,8,19,16,78,5,40,9,7,8,1,8,8,9,14,8,41,6,15,8,40,5,0,7,8,6,19,7,19,5,14,7,1.0
61,35,73,29,24,85,47,64,55,41,1,64,30,27,66,49,44,56,36,64,21,95,0,3,89,28,38,50,30,2,88,49,36,26,66,62,30,49,43,56,36,1,89,2,89,74,21,74,19,2,89,3,89,94,19,1,92,5,87,5,87,28,44,58,21,4,45,2,37,94,0,94,0,2,92,94,0,95,0,2,66,6,67,4,68,1,91,75,1,7,45,51,32,57,30,58,30,64,1,49,38,4,38,2,36,63,20,3,87,64,1,3,31,58,1,7,38,94,0,5,36,2,91,4,32,2,87,28,32,58,1,50,20,57,20,6,30,26,43,74,0,0,4,38,2,44,28,1,5,66,7,21,74,1,26,36,63,0,3,20,2,67,7,32,3,30,4,67,4,45,4,32,2,43,5,43,28,21,94,0,28,1,57,0,50,0,51,1,4,21,4,1,74,0,7,1,27,20,27,30,63,0,51,21,3,20,4,1,4,21,6,20,51,1,7,1,50,0,3,0,4,1,27,0,27,0,6,0,2.0
66,33,70,26,36,77,52,56,59,40,0,68,28,37,56,52,41,61,33,68,24,79,2,1,80,38,34,53,27,0,79,53,34,37,57,67,27,53,41,60,34,1,94,1,94,72,24,71,23,1,93,13,93,77,22,1,95,14,79,15,79,37,41,61,24,1,42,0,34,93,15,79,17,1,94,78,16,94,2,1,57,15,58,1,58,0,94,72,2,15,42,54,28,60,27,61,28,68,2,54,34,2,35,1,34,67,23,2,80,68,17,0,27,61,2,16,35,93,1,15,34,0,93,1,28,1,79,38,28,61,17,53,23,60,23,15,27,37,41,71,16,1,1,35,0,41,38,2,15,57,16,24,72,17,37,34,67,16,0,23,0,57,16,28,1,27,2,58,2,42,2,28,1,41,15,41,38,24,78,1,38,17,60,16,53,16,54,17,1,24,1,2,71,1,16,2,37,23,37,27,67,1,54,24,1,23,1,17,2,24,15,23,54,2,16,17,53,1,0,16,2,2,37,16,37,1,15,16,1.0
60,42,73,30,21,76,42,69,50,50,0,61,32,24,71,44,52,51,44,62,19,88,1,1,78,24,44,43,32,0,77,43,43,23,71,62,32,43,51,51,43,8,94,9,85,75,18,75,19,9,85,16,84,86,17,0,95,17,77,17,77,24,52,52,20,1,52,0,43,94,6,88,7,1,86,87,7,95,1,9,71,18,72,1,72,0,94,76,1,18,52,44,33,51,32,51,33,63,1,44,44,10,44,9,43,62,19,10,78,63,8,0,32,52,1,18,44,94,0,17,43,0,85,1,33,9,77,24,33,52,8,43,19,51,19,17,32,23,51,75,7,0,1,44,0,51,24,1,17,71,18,20,76,7,23,43,62,7,0,19,0,71,18,33,9,32,10,72,10,52,10,33,9,51,17,51,24,20,87,0,24,8,51,7,43,7,44,8,1,20,1,1,75,0,18,1,23,19,23,32,62,0,44,20,9,19,1,8,10,20,17,19,44,1,18,8,43,0,0,7,10,1,23,7,23,0,17,7,1.0
56,52,87,36,23,72,29,67,38,59,0,58,38,26,69,32,63,41,54,58,5,94,1,0,74,26,55,32,37,0,73,32,54,24,69,57,37,32,61,40,54,14,94,15,79,90,5,90,4,15,79,20,78,93,1,0,95,21,73,21,73,26,63,41,5,1,63,0,54,94,1,94,1,0,80,93,1,95,1,15,69,22,69,1,70,0,94,91,1,22,63,33,38,40,37,41,38,58,1,33,55,16,55,15,54,57,4,15,73,58,2,0,37,41,1,22,55,94,0,21,54,0,79,1,38,15,73,26,38,41,2,32,4,40,4,21,37,25,62,90,1,0,1,55,0,62,26,1,21,69,22,5,91,2,25,54,57,1,0,4,0,69,22,38,15,37,16,69,16,63,16,38,15,62,21,62,26,5,93,0,26,2,40,1,32,1,33,2,1,5,1,1,90,0,22,1,25,4,25,37,57,0,33,5,15,4,1,2,16,5,21,4,33,1,22,2,32,0,0,1,16,1,25,1,25,0,21,1,2.0
62,35,68,30,37,74,49,55,57,43,0,64,30,37,56,50,43,57,36,64,25,90,2,1,77,38,36,50,31,0,76,50,36,38,56,63,31,50,44,58,36,1,94,1,94,71,25,70,24,1,93,16,93,88,22,1,95,18,76,18,76,38,44,59,25,1,45,0,36,93,4,90,6,1,94,89,5,94,2,1,56,18,57,1,57,0,94,71,2,18,45,51,31,58,31,59,31,64,2,50,36,2,37,1,36,63,24,2,77,64,6,0,31,59,2,18,37,93,1,18,36,0,93,1,32,1,76,39,31,59,6,50,24,58,24,18,31,38,44,70,5,1,1,37,0,44,39,2,18,56,19,25,71,6,38,36,63,5,0,24,0,56,19,32,1,31,2,57,2,45,2,32,1,44,18,44,39,25,89,1,39,6,58,5,50,5,51,6,1,25,1,2,70,1,19,2,38,24,38,31,63,1,51,25,1,24,1,6,2,25,18,24,51,2,19,6,50,1,0,5,2,2,38,5,38,1,18,5,1.0
54,49,74,36,24,70,36,68,43,54,0,57,38,26,69,38,57,44,50,57,20,95,0,1,72,26,51,38,38,0,71,38,50,25,69,56,37,38,56,43,50,13,94,15,80,75,20,75,19,14,80,22,79,94,18,0,95,23,72,23,71,26,57,45,20,1,57,0,50,94,0,94,0,1,81,94,0,95,0,14,69,24,70,1,70,0,94,76,1,24,57,39,39,44,38,45,38,57,1,38,51,15,51,14,50,56,19,15,72,57,1,0,38,45,1,24,51,94,0,23,50,0,80,1,39,14,71,26,39,45,1,38,19,44,19,23,38,25,56,75,0,0,1,51,0,56,26,1,23,69,24,20,75,1,25,50,56,0,0,19,0,69,24,39,14,38,15,70,15,57,15,39,14,56,23,56,26,20,94,0,26,1,44,0,38,0,39,1,1,20,1,1,75,0,24,1,25,19,25,38,56,0,39,20,14,19,1,1,15,20,23,19,39,1,24,1,38,0,0,0,15,1,25,0,25,0,23,0,2.0
60,40,68,30,26,74,47,66,50,43,0,61,32,26,66,48,44,52,41,62,23,92,0,1,76,27,41,49,32,1,75,49,42,27,67,62,31,48,45,51,41,4,92,5,88,71,22,71,23,5,89,18,88,90,20,0,94,18,75,19,75,26,44,52,23,1,46,1,42,94,2,91,3,1,90,91,3,95,0,5,67,18,67,1,68,1,93,72,0,18,45,49,32,52,32,52,32,63,0,49,41,6,42,5,42,62,23,5,75,62,3,1,32,53,0,19,42,94,0,19,42,1,89,2,33,5,75,27,32,52,3,49,23,52,23,19,32,27,45,71,3,0,2,43,1,45,28,0,19,67,19,24,71,3,27,42,62,3,1,23,1,67,19,33,5,32,5,67,5,45,6,33,5,45,19,45,27,23,91,0,27,3,52,3,49,3,49,3,2,24,2,1,71,0,20,1,27,23,27,32,62,0,49,23,5,23,2,4,6,24,19,23,50,0,19,4,49,0,1,3,6,1,27,3,27,0,19,3,2.0
64,35,77,24,26,74,40,58,53,48,0,67,26,30,62,43,50,55,38,68,16,84,0,1,78,32,39,43,27,0,77,43,38,31,63,67,27,42,51,56,37,0,94,2,93,79,15,78,15,1,93,14,92,81,13,0,95,16,78,17,77,31,52,57,16,1,52,0,38,94,9,83,11,1,94,83,10,95,0,1,63,18,64,1,64,0,94,80,1,18,52,44,28,56,27,57,28,68,1,44,38,2,39,1,38,67,15,2,78,68,12,0,27,57,1,18,39,94,0,17,38,0,93,1,28,1,77,32,28,57,12,43,15,56,15,17,27,31,51,79,11,0,1,39,0,51,32,1,17,63,18,16,79,12,31,38,67,11,0,15,0,63,18,28,1,27,2,64,2,52,2,28,1,51,17,51,32,16,83,0,32,12,56,11,43,11,44,12,1,16,1,1,79,0,18,1,31,15,31,27,67,0,44,16,1,15,1,12,2,16,17,15,44,1,18,12,43,0,0,11,2,1,31,11,31,0,17,11,1.0
58,45,79,32,27,73,30,65,45,60,0,60,34,28,67,32,62,47,47,60,14,94,0,1,76,28,48,31,34,0,75,31,47,28,66,59,33,31,62,46,46,11,94,11,83,80,14,80,13,12,82,17,81,92,13,1,95,20,74,19,75,28,63,47,14,1,63,0,47,94,0,93,1,1,83,93,1,95,0,12,66,20,67,1,67,0,94,81,0,20,63,32,34,46,33,47,34,61,0,32,47,13,48,12,47,60,13,13,76,60,1,0,34,48,0,20,48,94,0,19,47,0,82,1,35,12,75,28,35,47,1,32,14,47,13,19,34,28,62,80,1,0,1,48,0,62,29,1,19,66,20,15,80,1,28,47,60,1,0,14,0,66,20,35,12,34,13,67,13,63,13,35,12,62,19,62,28,15,93,0,28,2,47,1,32,1,32,1,1,15,1,1,80,0,20,1,28,14,28,34,60,0,32,14,12,14,1,2,13,15,19,14,33,0,20,2,32,0,0,1,13,1,28,1,28,0,19,1,2.0
