@relation 'Sax dominant'

@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute destClass {-1,1}

@data
13,26,12,79,11,12,80,13,28,13,77,14,77,59,76,63,25,14,77,13,77,13,78,12,80,12,81,87,3,2,87,3,85,23,89,2,89,2,64,3,61,27,13,78,15,28,86,3,65,2,65,2,13,4,13,5,13,29,63,23,13,76,61,27,15,4,11,81,63,25,12,78,14,76,13,28,64,3,14,3,63,3,13,77,64,3,14,27,13,29,13,4,59,27,89,2,13,78,62,4,15,3,13,79,13,5,14,4,62,3,15,2,15,25,14,27,14,4,14,23,15,3,14,4,13,28,15,3,13,78,63,3,13,77,12,29,12,78,12,28,65,2,13,26,14,3,14,27,14,4,14,28,13,5,12,5,13,28,15,3,11,79,13,27,13,4,15,3,14,4,12,79,16,2,12,77,13,4,64,3,12,29,12,79,13,28,13,23,13,4,-1.0
18,45,18,74,16,18,75,32,45,31,61,31,61,46,59,48,44,32,60,32,60,30,73,17,75,17,76,86,6,5,86,6,85,43,87,5,87,6,48,7,47,45,30,61,32,45,85,6,49,5,48,6,18,7,18,7,18,46,48,43,18,59,47,45,32,6,16,76,47,44,18,61,32,59,18,46,48,6,19,6,48,6,18,61,48,6,32,45,18,46,18,7,46,45,87,5,18,73,47,6,32,6,18,62,18,7,32,7,47,7,32,5,32,44,32,45,32,7,32,43,32,6,31,6,31,45,32,7,18,61,47,6,18,61,18,45,17,61,18,45,48,5,32,44,32,6,32,45,31,7,31,45,18,7,17,7,32,45,32,6,16,62,18,45,18,7,32,6,32,6,18,62,33,5,18,60,18,7,48,6,17,45,17,62,18,45,18,43,18,6,-1.0
19,39,19,73,17,18,74,26,44,24,66,24,65,42,60,48,38,26,63,25,63,23,72,18,74,18,75,87,4,2,86,3,84,34,89,3,88,2,49,4,44,42,23,66,27,43,85,4,50,3,50,3,19,5,19,6,19,44,48,36,19,62,44,42,27,5,17,75,48,39,19,66,27,62,19,44,50,4,20,3,48,4,19,66,49,4,26,43,19,44,20,5,42,43,89,2,19,72,45,5,27,3,19,67,19,5,27,5,45,4,27,2,27,38,27,42,27,4,27,36,28,4,24,5,24,44,27,4,19,64,48,5,19,65,19,44,18,66,19,44,50,2,26,39,27,4,27,42,24,5,24,43,19,6,18,6,25,43,27,3,17,67,19,42,19,4,27,4,27,5,18,67,28,3,19,63,19,4,49,3,18,44,18,67,19,44,19,36,19,5,1.0
26,50,25,67,23,26,68,36,50,36,56,37,58,40,56,44,50,38,57,36,56,36,66,24,68,24,69,73,20,16,72,19,70,48,75,17,74,17,42,19,42,52,36,57,38,52,71,19,44,17,42,17,25,19,26,20,26,52,43,48,25,56,41,50,38,20,23,69,42,49,25,56,37,56,26,51,44,20,26,17,44,19,25,56,43,20,38,51,26,52,26,20,40,51,75,16,25,66,42,20,36,17,26,58,25,19,36,19,41,19,37,16,38,50,37,52,36,19,37,48,38,20,37,20,36,50,37,19,26,57,42,19,25,58,25,50,24,56,25,50,43,16,36,49,37,20,37,50,36,19,37,52,26,20,24,20,36,51,37,19,23,57,25,50,25,19,38,19,37,20,26,57,38,17,25,56,26,19,43,19,24,50,24,58,25,50,25,48,25,20,1.0
20,41,20,72,18,19,73,24,45,23,69,23,68,41,67,47,40,24,68,23,68,22,71,19,73,19,74,88,3,3,88,4,87,38,89,3,89,4,49,5,44,44,22,69,24,44,87,4,49,3,49,4,20,5,20,5,20,45,48,38,20,67,45,44,24,4,18,74,48,41,20,69,24,67,20,45,48,3,21,4,47,4,20,69,49,3,24,44,20,45,20,4,42,44,89,3,20,71,45,4,24,4,20,70,20,5,24,5,45,5,24,3,24,40,24,44,24,5,24,38,24,3,23,4,23,45,24,5,20,69,48,4,20,68,20,45,19,69,20,45,49,3,24,41,24,3,24,44,23,5,23,44,20,5,19,5,23,44,24,4,18,70,20,44,20,5,24,4,24,4,19,70,25,3,20,68,20,5,48,4,19,45,19,70,20,45,20,38,20,4,-1.0
20,33,20,72,18,19,73,26,39,24,67,24,66,43,63,51,32,25,65,25,65,23,71,19,73,19,74,85,3,3,85,4,83,29,87,3,87,4,54,6,47,37,23,67,26,38,83,4,55,4,55,5,20,7,20,7,20,39,52,29,20,64,48,38,26,6,18,74,52,33,20,67,26,64,20,39,53,4,21,5,51,5,20,67,54,3,25,38,20,39,20,5,45,38,87,3,20,71,49,6,26,5,20,68,20,7,26,7,49,7,26,3,26,32,26,37,26,6,26,29,26,4,24,6,24,39,26,7,20,66,52,5,20,66,20,39,19,67,20,39,55,3,26,33,26,3,26,38,24,7,24,38,20,7,19,7,25,38,26,4,18,68,20,38,20,6,26,5,26,6,19,68,27,4,20,65,20,6,53,4,19,39,19,68,20,39,20,29,20,6,1.0
20,41,18,71,15,18,72,31,42,27,59,28,60,44,54,48,41,31,57,30,56,25,68,16,74,16,75,80,9,4,79,9,76,38,84,6,83,6,49,9,46,43,26,60,32,44,78,10,50,6,49,6,18,10,20,11,20,45,49,39,18,55,46,42,33,11,15,75,48,40,18,60,31,55,19,43,50,10,20,6,48,10,18,60,50,9,31,43,19,45,20,10,44,43,84,5,18,70,47,10,32,6,19,62,18,10,31,9,46,9,32,5,32,41,31,43,32,9,32,39,33,10,28,11,28,42,32,9,19,58,48,10,18,60,18,43,16,61,18,43,50,5,31,40,32,9,32,42,28,9,28,44,19,11,16,11,30,43,32,9,15,62,19,42,19,10,32,10,31,10,18,61,33,6,18,57,20,10,49,9,16,44,16,62,19,43,19,39,18,11,1.0
21,42,19,72,18,20,73,25,47,23,66,23,67,35,63,45,40,23,65,24,65,22,71,19,73,19,74,83,7,1,82,6,79,37,87,3,86,3,46,6,39,44,22,67,25,46,81,7,46,3,46,3,20,7,20,8,20,47,45,38,20,63,40,46,25,8,18,74,45,41,20,67,24,63,20,47,46,7,21,3,45,7,20,66,46,7,23,46,20,48,21,7,36,45,87,2,20,71,40,8,26,3,20,68,20,7,25,7,40,6,26,2,27,41,25,44,26,7,26,38,27,7,24,8,24,48,25,6,20,66,45,7,20,67,20,48,19,67,20,47,46,2,25,42,26,7,25,46,24,7,24,47,20,8,19,8,24,46,26,6,18,68,20,46,20,7,27,7,25,8,20,68,27,3,20,65,21,7,45,6,19,48,19,68,20,48,20,38,20,8,1.0
17,33,16,73,12,16,74,30,36,24,61,24,61,46,52,53,33,28,56,29,56,22,71,14,76,14,77,82,6,2,81,7,79,29,86,3,85,4,55,7,49,36,23,61,29,37,81,7,56,4,55,4,16,8,18,8,17,38,54,30,16,55,50,36,31,7,13,77,54,32,16,62,29,55,17,37,55,7,18,4,53,8,16,62,56,6,28,37,17,39,18,7,47,37,86,4,16,72,51,7,31,4,17,63,16,8,30,7,50,7,31,4,29,33,29,36,31,7,30,30,31,7,25,8,25,36,30,7,17,57,54,7,16,61,16,37,14,63,16,37,56,4,30,32,31,6,30,36,25,7,24,38,17,9,14,9,29,37,30,7,13,63,17,36,17,8,29,8,30,7,16,62,31,4,16,57,17,8,54,7,14,38,14,63,17,37,17,30,16,8,1.0
23,44,23,68,19,23,69,33,47,31,60,31,60,42,56,46,43,33,58,33,58,30,67,21,70,21,71,73,16,12,73,16,71,42,76,14,76,15,47,18,44,46,30,60,33,46,71,17,47,14,47,15,23,18,23,18,23,47,46,43,23,57,44,47,33,17,20,71,45,44,23,60,33,57,23,47,46,16,24,15,46,17,23,60,47,17,33,46,23,47,23,17,43,46,76,13,23,67,44,17,33,15,23,61,23,18,33,18,44,18,33,13,33,43,33,46,33,18,33,43,33,16,31,17,31,47,33,18,23,59,45,17,23,60,23,47,21,60,23,47,47,13,33,44,33,17,33,47,31,18,31,46,23,18,21,18,33,46,33,16,20,61,23,47,23,18,33,17,33,17,23,61,34,14,23,58,23,18,46,16,21,47,21,61,23,47,23,43,23,17,1.0
17,39,17,75,15,16,76,25,43,24,68,24,67,43,66,49,38,25,67,24,67,23,74,16,76,16,77,87,4,2,86,3,84,35,89,3,88,2,50,4,46,42,23,68,25,42,85,4,51,3,51,3,17,5,17,6,17,43,49,35,17,66,46,42,25,5,15,77,49,39,17,68,25,66,17,43,51,4,18,3,49,4,17,68,50,4,25,42,17,43,18,5,43,42,89,2,17,74,47,5,25,3,17,69,17,5,25,5,47,5,25,2,25,38,25,42,25,4,25,35,26,4,24,5,24,43,25,5,17,68,49,5,17,67,17,43,16,68,17,43,51,2,25,39,25,4,25,42,24,5,24,42,17,6,16,6,24,42,25,3,15,69,17,42,17,4,25,4,25,5,16,69,26,3,17,67,17,4,50,3,16,43,16,69,17,43,17,35,17,5,1.0
19,32,19,73,17,18,74,35,35,30,57,31,56,51,50,55,31,36,52,34,52,28,72,18,74,18,75,74,13,11,74,14,72,28,77,12,77,13,57,15,53,35,31,57,36,35,72,14,58,13,58,14,19,17,19,17,19,36,56,29,19,52,54,34,36,16,17,75,56,31,19,57,35,52,19,35,56,14,20,14,55,15,19,57,57,14,36,34,19,36,19,15,51,34,77,11,19,72,54,16,36,14,19,58,19,17,35,17,54,16,36,12,36,31,35,35,36,16,36,29,36,14,31,16,31,36,36,16,19,53,56,15,19,56,19,36,18,57,19,35,58,12,35,32,36,14,36,34,31,17,31,35,19,17,18,17,34,35,36,15,17,58,19,34,19,16,36,15,35,16,18,58,37,13,19,52,19,16,56,15,18,36,18,58,19,36,19,29,19,16,1.0
18,39,18,74,16,18,75,31,43,27,61,27,61,42,51,47,37,31,56,30,56,23,73,17,75,17,76,85,4,4,85,5,83,34,87,4,87,4,49,5,44,41,23,61,31,42,84,5,50,4,50,4,18,6,18,7,18,43,48,35,18,52,45,41,31,6,16,76,49,38,18,61,31,52,18,43,49,4,19,5,47,5,18,61,49,4,31,42,18,44,18,6,42,41,87,4,18,73,45,5,32,5,18,62,18,7,31,6,45,5,32,4,31,38,31,42,31,6,31,36,32,5,27,6,27,44,31,6,18,57,49,5,18,61,18,44,17,61,18,43,50,4,31,39,31,4,31,42,27,7,27,43,18,7,17,7,30,42,32,6,16,62,18,42,18,6,31,5,31,5,18,62,33,4,18,56,18,6,49,5,17,44,17,62,18,44,18,36,18,6,1.0
12,19,12,80,10,11,81,19,23,16,73,16,72,65,66,68,18,19,69,19,69,13,79,11,81,11,82,83,4,3,83,4,81,16,86,3,86,3,69,6,66,21,14,73,20,22,82,4,71,4,71,5,12,8,12,8,12,23,68,18,12,67,66,22,20,7,10,82,68,19,12,73,20,67,12,23,69,5,13,5,68,5,12,73,69,5,19,22,12,23,12,6,66,22,86,3,12,79,67,7,20,5,12,74,12,8,20,8,67,7,20,4,20,18,20,21,20,6,20,18,20,5,16,7,16,23,20,7,12,70,68,6,12,72,12,23,11,73,12,23,71,4,19,19,20,5,20,22,16,8,16,22,12,8,11,8,19,22,20,5,10,74,12,22,12,6,20,5,20,7,11,74,21,4,12,69,12,6,69,5,11,23,11,74,12,23,12,18,12,7,-1.0
21,47,21,70,18,20,70,33,49,31,60,30,59,41,57,44,46,31,58,32,59,29,68,20,72,19,72,87,6,4,86,6,85,45,88,5,87,5,45,6,42,47,29,60,31,47,85,6,45,5,45,5,22,6,21,6,20,48,44,45,21,57,43,48,32,6,18,72,45,47,22,61,32,57,20,49,45,6,22,5,44,6,21,60,45,6,31,48,20,48,22,6,41,48,88,4,21,68,43,6,33,5,20,60,22,6,33,6,43,6,33,4,32,46,32,47,33,6,32,45,33,6,31,6,31,49,32,6,20,59,45,6,21,59,22,49,20,61,22,49,45,4,33,47,33,6,32,48,31,6,30,47,21,6,20,7,32,48,32,6,18,61,21,48,22,6,32,6,33,6,20,61,33,5,22,59,21,6,44,6,20,49,19,61,21,49,21,45,22,6,-1.0
19,45,19,73,17,19,74,33,46,31,60,31,60,44,56,47,44,33,58,33,58,29,72,18,74,18,75,85,8,6,84,7,83,42,86,7,85,7,47,8,45,46,29,60,33,46,83,8,48,7,47,7,19,8,19,9,19,47,47,43,19,56,45,46,33,8,17,75,46,44,19,60,33,56,19,47,48,8,20,7,47,8,19,60,47,8,33,46,19,47,20,9,44,46,86,6,19,72,45,8,33,7,19,61,19,8,33,8,45,8,33,6,33,44,33,46,33,8,33,43,34,8,31,8,31,46,33,8,19,59,46,8,19,60,19,46,18,60,19,46,47,6,33,44,33,8,33,46,31,8,31,46,19,9,18,9,33,46,33,7,17,61,19,46,19,8,33,8,33,8,19,61,34,7,19,58,19,8,47,7,18,46,18,61,19,46,19,43,19,8,-1.0
21,43,20,70,16,21,70,27,50,27,64,27,65,31,63,42,43,28,64,27,64,26,67,18,73,18,73,84,6,3,83,5,80,39,87,4,86,3,42,6,36,50,26,65,28,50,82,6,44,4,43,4,21,7,21,7,21,50,42,41,20,63,35,49,29,7,16,73,41,43,21,65,28,63,21,50,44,7,21,4,42,6,20,64,43,6,28,50,21,50,21,7,34,50,87,3,20,68,37,7,28,4,21,65,21,7,28,7,36,6,29,3,28,43,28,50,28,6,28,41,29,7,28,7,27,50,28,6,21,64,41,7,20,66,21,50,18,65,21,50,44,3,27,43,29,6,28,49,27,7,27,50,21,7,18,8,27,50,28,5,16,65,20,49,21,6,28,6,29,7,21,65,29,4,21,64,21,6,43,5,18,50,18,66,20,50,20,41,21,8,-1.0
18,36,18,74,16,18,75,25,41,24,68,24,68,43,66,51,35,24,67,25,67,23,73,17,75,17,76,87,5,4,86,4,85,32,88,5,87,4,52,5,47,39,23,68,25,40,85,5,53,5,53,5,18,6,18,7,18,41,51,32,18,66,47,41,25,6,16,76,51,36,18,68,25,66,18,41,53,5,19,5,51,5,18,68,52,5,24,40,18,41,19,6,44,40,88,4,18,73,48,6,25,5,18,69,18,6,25,6,48,6,25,4,25,35,25,39,25,5,25,32,26,5,24,6,24,41,25,6,18,68,51,6,18,68,18,41,17,68,18,41,53,4,25,36,25,5,25,41,24,6,24,40,18,7,17,7,25,40,25,4,16,69,18,41,18,5,25,5,25,6,18,69,26,5,18,67,18,5,52,4,17,41,17,69,18,41,18,32,18,6,-1.0
21,35,20,72,18,19,73,24,41,23,69,23,68,43,67,52,34,24,68,23,68,22,71,19,73,19,74,83,7,2,82,5,78,31,87,3,86,2,52,6,46,40,22,69,24,40,81,6,53,3,53,3,20,7,20,8,20,41,51,33,20,67,46,40,24,8,18,74,51,35,20,69,24,67,20,41,53,7,21,3,52,6,20,69,52,7,24,40,20,41,21,7,45,40,87,2,20,71,47,8,24,3,20,70,20,7,24,7,47,7,24,2,25,34,24,40,24,6,24,33,25,7,23,8,23,41,24,7,20,69,51,7,20,68,20,41,19,69,20,41,53,2,24,35,24,7,24,40,23,7,23,40,20,8,19,8,23,40,24,5,18,70,20,40,20,6,25,6,24,8,19,70,25,3,20,68,21,6,52,5,19,41,19,70,20,41,20,33,20,8,1.0
22,42,21,70,18,21,71,33,42,32,60,32,60,49,58,52,41,33,59,33,59,31,68,19,72,19,73,84,9,4,83,8,81,40,86,6,85,6,51,8,50,42,31,60,33,42,81,8,52,6,51,6,21,8,21,9,21,43,51,40,21,58,50,42,33,9,18,73,51,41,21,60,33,58,21,43,52,9,22,6,52,8,21,60,51,9,33,42,21,43,22,9,49,42,86,4,21,69,50,9,33,6,21,61,21,8,33,8,50,8,33,4,34,41,33,42,33,8,33,40,34,9,32,9,32,42,33,8,21,60,51,8,21,60,21,42,19,60,21,42,51,4,33,41,33,9,33,42,32,8,32,42,21,9,19,9,33,42,33,8,18,61,21,42,21,8,34,8,33,9,21,61,34,6,21,59,22,8,51,8,19,42,19,61,21,42,21,40,21,9,-1.0
27,56,25,65,22,27,66,32,57,31,61,32,62,34,59,36,56,33,60,31,60,31,63,23,67,24,69,82,10,6,81,9,79,55,84,8,83,8,36,10,35,57,31,61,33,57,79,10,37,8,36,8,25,10,27,10,27,57,36,55,26,60,35,56,33,10,22,68,35,56,25,61,32,60,27,57,37,10,27,8,36,10,26,61,37,10,33,57,27,58,27,10,34,57,84,6,26,64,36,10,32,8,27,62,25,10,32,10,35,10,33,6,33,56,32,58,32,10,32,55,33,10,32,11,31,57,32,10,27,60,35,10,26,62,25,57,23,61,25,57,37,6,32,56,33,10,32,56,31,10,32,58,27,11,24,11,31,57,32,9,22,61,26,56,25,10,33,10,33,11,27,61,33,8,25,60,27,10,36,9,23,57,24,62,26,57,26,55,26,11,-1.0
20,46,19,73,17,19,74,30,47,29,63,29,63,43,61,47,45,30,62,30,62,28,72,18,74,18,75,86,8,5,85,7,84,44,87,6,86,6,46,7,44,47,28,63,30,47,84,7,47,6,46,6,19,7,19,8,19,48,46,45,19,61,44,47,30,8,17,75,46,45,19,63,30,61,19,48,47,8,20,6,47,7,19,63,46,8,30,47,19,48,20,8,44,47,87,5,19,72,44,8,30,6,19,64,19,7,30,7,44,7,30,5,31,45,30,47,30,7,30,45,31,8,29,8,29,47,30,7,19,63,46,7,19,63,19,47,18,63,19,47,46,5,30,45,30,8,30,47,29,7,29,47,19,8,18,8,30,47,30,7,17,64,19,47,19,7,31,7,30,8,19,64,31,6,19,62,20,7,46,7,18,47,18,64,19,47,19,45,19,8,-1.0
13,28,13,79,11,12,80,16,34,15,77,15,76,50,75,58,27,15,76,15,76,14,78,12,80,12,81,85,4,1,85,4,82,24,88,3,88,3,60,6,54,32,14,77,16,33,83,5,60,3,60,3,13,6,13,6,13,34,59,26,13,75,54,33,16,6,11,81,58,28,13,77,16,75,13,34,59,5,14,3,59,5,13,77,60,5,15,33,13,34,13,5,52,33,88,1,13,78,54,6,16,3,13,78,13,6,16,6,54,6,16,1,16,27,16,32,16,6,16,26,16,5,15,6,15,34,16,6,13,77,58,5,13,76,13,34,12,77,13,34,60,1,16,28,16,5,16,33,15,6,15,33,13,6,12,6,15,33,16,4,11,78,13,33,13,6,17,5,16,6,12,78,17,3,13,76,14,6,59,4,12,34,12,78,13,34,13,26,13,6,-1.0
17,40,16,74,14,17,75,31,41,30,59,30,61,48,57,50,39,32,59,31,58,29,72,15,76,15,77,81,10,7,80,9,78,38,83,9,82,8,51,10,49,41,29,60,32,41,78,10,52,9,52,9,17,11,17,12,17,42,50,38,17,58,49,41,32,11,14,77,50,40,16,60,32,58,17,42,52,10,18,9,50,10,17,60,51,10,32,41,17,42,18,11,48,41,83,7,16,73,50,11,32,9,17,62,16,11,32,10,50,10,32,7,32,39,32,41,32,10,32,38,33,10,30,11,30,41,32,10,17,60,50,11,16,61,16,42,15,61,16,42,52,7,31,40,32,10,32,41,30,10,30,41,17,12,15,12,31,41,32,9,14,62,17,41,17,10,32,10,32,11,17,61,33,9,16,59,17,10,51,9,15,42,15,62,17,41,17,38,16,11,1.0
23,39,21,68,16,20,69,34,39,30,55,31,56,48,47,51,38,35,52,34,51,28,66,19,71,18,72,73,17,15,72,17,70,36,75,16,74,16,51,17,50,39,29,56,36,41,70,17,54,17,52,16,22,18,23,20,23,41,51,36,22,49,49,38,37,20,17,72,50,37,21,56,35,49,23,40,53,18,23,17,51,18,21,55,52,17,35,40,22,42,23,19,48,39,75,15,21,66,51,18,36,17,22,57,22,19,35,18,50,17,37,15,36,39,36,39,35,18,36,36,38,19,32,20,30,39,36,17,23,52,50,17,22,56,21,40,19,56,21,39,53,15,34,38,36,17,35,38,31,18,32,42,22,20,19,20,34,40,37,17,17,57,22,38,22,18,36,18,36,18,21,57,38,17,21,51,23,18,52,17,19,40,19,58,21,39,22,36,22,20,1.0
25,32,25,67,23,25,68,31,34,30,62,30,62,54,60,57,31,31,61,30,61,29,66,24,68,24,69,77,11,8,77,12,74,28,80,10,80,10,58,13,56,34,29,62,31,34,74,12,60,10,59,11,25,14,25,14,25,35,58,29,25,60,56,33,31,13,23,69,58,31,25,62,31,60,25,35,59,13,26,11,57,12,25,62,58,11,31,34,25,35,25,14,54,34,80,8,25,66,56,13,31,11,25,63,25,14,31,14,56,14,31,8,31,31,31,34,31,13,31,29,31,13,30,13,30,34,31,14,25,62,58,13,25,62,25,34,24,62,25,34,59,8,31,31,31,11,31,33,30,14,30,34,25,14,24,14,30,34,31,13,23,63,25,33,25,13,31,12,31,13,25,63,32,10,25,61,25,13,59,13,24,34,24,63,25,34,25,29,25,13,-1.0
23,44,22,69,18,22,70,35,44,34,58,34,58,47,56,50,43,35,57,35,57,33,68,20,71,20,72,85,9,6,84,8,83,42,86,7,85,7,49,8,48,44,33,58,35,44,83,8,50,7,49,7,22,8,22,9,22,45,49,42,22,56,48,44,35,9,19,72,49,43,22,58,35,56,22,45,50,9,23,7,50,8,22,58,49,9,35,44,22,45,23,9,47,44,86,6,22,68,48,9,35,7,22,59,22,8,35,8,48,8,35,6,36,43,35,44,35,8,35,42,36,9,34,9,34,44,35,8,22,58,49,8,22,58,22,44,20,58,22,44,49,6,35,43,35,9,35,44,34,8,34,44,22,9,20,9,35,44,35,8,19,59,22,44,22,8,36,8,35,9,22,59,36,7,22,57,23,8,49,8,20,44,20,59,22,44,22,42,22,9,-1.0
25,45,24,67,20,24,68,40,45,38,53,38,53,46,49,49,44,40,51,39,51,36,65,22,69,22,70,82,10,4,81,8,79,43,85,6,84,6,48,9,47,45,36,53,40,45,80,9,49,6,48,6,24,9,24,10,24,46,48,43,24,49,47,44,40,10,20,70,47,44,24,53,40,49,24,46,49,10,25,6,49,9,24,53,48,10,40,45,24,46,25,10,46,45,85,5,24,65,47,10,40,6,24,54,24,9,40,9,47,9,40,5,41,44,40,45,40,9,40,43,41,10,38,10,38,45,40,9,24,52,47,9,24,53,24,45,22,53,24,45,48,5,40,44,40,10,40,44,38,9,38,45,24,10,22,10,39,45,40,8,20,54,24,44,24,9,41,9,40,10,24,54,41,6,24,51,25,9,48,8,22,45,22,54,24,45,24,43,24,10,-1.0
21,37,20,69,17,20,70,29,40,28,61,28,62,45,60,51,36,29,61,29,60,26,67,18,72,18,73,79,11,7,78,10,75,34,82,9,81,8,52,11,48,39,27,62,30,40,76,11,53,9,53,9,21,12,21,13,21,41,51,34,21,60,48,40,30,12,18,73,51,37,20,62,30,60,21,41,53,11,22,9,51,11,21,62,52,11,29,40,21,41,22,12,46,40,82,7,20,69,49,12,30,9,21,64,20,12,30,11,49,11,30,7,30,36,30,39,30,11,30,34,31,11,28,12,28,40,30,11,21,62,51,12,20,62,20,41,18,63,20,41,53,7,29,37,30,11,30,40,28,11,28,40,21,13,18,13,29,40,30,10,18,64,21,40,21,11,30,11,30,12,20,63,31,9,20,61,21,11,52,10,18,41,18,64,21,40,21,34,20,12,1.0
