@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLkk numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute destClass {1,3,2}

@data
20,94,55,27,81,11,84,7,60,21,27,61,64,16,28,38,33,19,34,4,33,29,55,29,75,9,0,61,90,4,85,8,32,61,3,88,5,0,94,45,48,48,32,0,94,73,14,74,8,53,24,0,61,0,38,55,18,0,29,1,5,56,19,65,18,33,38,89,5,74,15,50,37,0,94,84,4,32,29,65,9,61,23,67,19,55,9,85,5,64,8,57,4,64,4,75,5,74,4,0,38,89,4,86,3,85,4,33,5,33,19,56,5,88,4,89,4,65,5,56,9,1,4,76,3,0,95,66,3,0,9,0,29,55,5,0,0,95,0,61,1,4,0,94,0,94,0,38,0,38,65,4,0,94,33,9,75,4,0,39,91,3,0,20,0,5,0,94,0,19,0,19,0,19,0,95,0,94,0,62,0,9,0,9,1
15,94,50,28,83,11,83,6,59,22,19,68,61,13,23,44,25,15,27,4,26,32,49,31,78,6,0,68,90,3,83,6,24,68,2,83,3,0,94,34,57,40,37,0,94,78,12,78,6,48,29,0,68,0,44,49,14,0,32,1,5,49,15,61,14,25,44,86,3,78,14,41,42,0,94,85,6,25,32,61,6,61,23,75,20,49,6,86,6,61,6,51,3,61,6,79,6,78,6,0,44,87,3,88,3,87,4,26,7,26,15,50,7,85,3,88,3,62,6,49,7,1,4,80,3,0,95,63,3,0,7,0,32,49,6,0,0,95,0,68,1,4,0,94,0,94,0,44,0,44,62,4,0,94,25,7,79,4,0,45,91,2,0,16,0,7,0,94,0,15,0,15,0,15,0,95,0,94,0,69,0,7,0,7,1
18,94,52,28,81,9,83,7,58,21,26,62,62,13,27,41,31,18,33,4,32,31,52,31,76,9,0,62,90,4,84,7,29,62,3,86,5,0,94,40,48,43,35,0,94,74,13,75,8,48,26,0,62,0,41,52,16,0,31,1,5,53,18,63,17,32,41,88,5,74,14,48,38,0,94,84,5,30,31,63,9,59,26,67,20,52,8,85,6,62,8,54,3,62,5,76,6,75,5,0,41,88,4,86,3,85,4,32,6,32,18,53,6,87,4,89,4,63,6,53,9,1,4,77,3,0,95,64,3,0,9,0,31,52,5,0,0,95,0,62,1,4,0,94,0,94,0,41,0,41,63,4,0,94,31,9,76,4,0,42,91,3,0,19,0,6,0,94,0,18,0,18,0,18,0,95,0,94,0,63,0,9,0,9,2
14,75,40,40,82,5,83,4,52,30,17,62,53,10,21,51,26,11,28,3,27,40,40,40,81,7,9,67,91,3,84,5,22,63,2,85,4,1,94,26,54,30,44,5,84,79,9,80,7,39,34,7,67,9,54,39,10,10,40,1,4,40,11,53,11,27,53,88,4,80,10,34,49,6,84,85,3,26,39,53,8,53,34,77,26,39,7,86,4,53,7,41,2,53,5,83,5,82,5,10,54,88,3,87,2,86,3,27,6,27,11,40,6,87,3,90,3,54,6,40,8,11,3,84,2,0,95,55,2,10,8,10,40,39,5,0,0,95,0,67,1,3,0,94,0,94,0,54,0,54,54,3,0,84,26,8,83,3,0,55,92,2,0,12,0,6,0,94,10,11,0,11,10,11,0,85,0,84,0,68,0,8,10,8,1
17,90,45,31,80,8,82,6,57,26,19,65,58,12,24,46,27,14,29,3,28,34,46,33,79,8,2,66,91,3,83,6,26,65,2,85,4,0,94,31,55,39,38,1,92,77,11,78,7,45,30,1,66,1,47,46,13,2,34,1,4,46,14,59,13,27,47,88,4,77,12,35,45,1,92,84,4,27,33,59,8,58,22,74,19,46,8,85,5,59,8,48,2,59,5,80,5,79,5,2,47,88,3,86,2,85,3,28,6,28,14,47,6,87,3,90,3,60,5,46,9,3,3,81,2,0,95,61,2,2,9,2,34,46,5,0,0,95,0,66,1,3,0,94,0,94,0,47,0,47,60,3,0,92,27,9,80,3,0,48,92,2,0,15,0,6,0,94,2,14,0,14,2,14,0,93,0,92,0,67,0,9,2,9,3
17,76,49,35,78,15,82,8,54,25,23,60,59,21,25,47,30,25,32,3,31,33,44,33,69,10,10,63,91,3,83,10,27,59,2,89,6,2,94,33,49,38,40,7,84,66,18,68,9,42,27,9,63,9,48,45,22,10,33,1,4,46,25,60,23,31,48,90,4,68,17,43,44,6,84,82,3,28,32,61,11,53,30,59,21,45,10,83,4,60,10,47,2,60,3,69,4,68,3,10,48,90,3,84,2,83,3,31,4,31,25,46,4,89,3,90,3,61,4,46,11,11,3,70,2,0,95,62,2,10,11,10,33,45,3,0,0,95,0,63,1,3,0,94,0,94,0,48,0,48,61,3,0,84,30,11,69,3,0,49,92,2,0,26,0,4,0,94,10,25,0,25,10,25,0,85,0,84,0,64,0,11,10,11,1
19,94,51,32,73,12,78,9,55,22,25,60,61,18,28,45,33,24,35,3,34,31,47,31,70,11,0,60,91,3,80,10,29,60,2,87,7,0,94,36,45,40,36,0,94,65,16,69,12,43,25,0,60,0,45,47,20,0,31,1,4,49,24,60,22,34,45,89,5,66,14,45,40,0,94,79,4,30,31,63,14,53,27,58,19,48,13,80,5,62,12,50,2,62,4,70,5,69,4,0,45,89,3,81,2,80,3,34,5,34,24,49,5,88,3,90,3,63,5,49,14,1,3,71,2,0,95,64,2,0,14,0,31,48,4,0,0,95,0,60,1,3,0,94,0,94,0,45,0,45,63,3,0,94,33,14,70,3,0,46,92,2,0,25,0,5,0,94,0,24,0,24,0,24,0,95,0,94,0,61,0,14,0,14,1
15,72,41,38,82,6,83,4,53,27,19,61,54,12,22,50,27,13,29,3,28,38,42,37,79,7,12,66,91,3,84,5,22,62,2,85,4,4,94,28,53,31,43,8,81,77,10,78,6,41,32,11,66,12,52,41,12,13,38,1,4,42,13,55,13,27,51,88,4,78,11,34,46,9,81,85,3,27,37,56,8,54,30,74,23,41,7,86,4,54,7,43,2,55,5,81,6,80,4,13,52,88,3,87,2,86,3,28,6,28,13,42,6,87,3,90,3,56,6,42,8,14,3,82,2,0,95,57,2,13,8,13,38,41,5,0,0,95,0,66,1,3,0,94,0,94,0,52,0,52,56,3,0,81,27,8,81,3,0,53,92,2,0,14,0,6,0,94,13,13,0,13,13,13,0,82,0,81,0,67,0,8,13,8,2
10,94,60,29,84,6,86,5,65,18,18,73,68,10,20,41,20,12,22,3,21,24,52,24,82,7,0,73,91,3,87,5,16,73,2,89,4,0,94,41,62,47,38,0,94,80,7,81,5,51,23,0,73,0,41,52,11,0,24,1,4,53,12,70,11,21,41,90,4,80,10,50,36,0,94,86,3,20,24,70,7,68,21,76,14,52,6,87,4,69,6,54,2,69,3,82,4,81,3,0,41,90,3,88,2,87,3,21,4,21,12,53,4,89,3,90,3,70,4,53,7,1,3,83,2,0,95,71,2,0,7,0,24,52,3,0,0,95,0,73,1,3,0,94,0,94,0,41,0,41,70,3,0,94,20,7,82,3,0,42,92,2,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,74,0,7,0,7,3
19,88,51,31,78,14,82,8,55,24,24,60,61,20,27,45,32,24,34,3,32,32,46,31,70,11,3,61,91,3,83,10,29,59,2,88,6,0,94,35,47,41,36,2,91,67,17,69,10,45,26,3,61,3,45,48,21,3,32,1,4,49,23,62,21,32,45,89,5,69,17,44,41,1,91,82,4,30,32,62,11,55,27,60,21,48,10,83,5,61,10,50,2,61,4,70,5,69,4,3,45,89,3,84,2,83,3,33,5,33,24,49,5,88,4,90,4,62,5,49,11,4,3,71,2,0,95,63,2,3,11,3,32,48,4,0,0,95,0,61,1,3,0,94,0,94,0,45,0,45,62,3,0,91,32,11,70,3,0,46,92,2,0,25,0,5,0,94,3,24,0,24,3,24,0,92,0,91,0,62,0,11,3,11,3
18,94,53,27,75,14,79,9,58,20,27,61,63,18,27,39,32,23,34,3,33,30,52,30,71,12,0,61,91,3,80,11,30,61,2,86,7,0,94,43,46,45,33,0,94,67,17,70,12,50,24,0,61,0,39,54,21,0,30,1,4,55,23,63,20,33,39,88,5,69,15,50,36,0,94,80,5,31,30,64,13,56,25,62,19,54,12,81,6,63,12,56,2,63,5,71,6,70,5,0,39,88,3,82,2,81,3,33,6,33,23,55,6,87,4,90,4,64,6,55,13,1,3,72,2,0,95,65,2,0,13,0,30,54,5,0,0,95,0,61,1,3,0,94,0,94,0,39,0,39,64,3,0,94,32,13,71,3,0,40,92,2,0,24,0,6,0,94,0,23,0,23,0,23,0,95,0,94,0,62,0,13,0,13,3
22,92,49,36,80,12,83,5,53,25,24,57,59,19,30,50,35,24,37,3,36,32,42,30,70,8,1,58,91,3,84,6,26,58,2,87,4,0,94,28,44,36,39,0,93,66,15,69,6,38,26,0,58,1,51,42,19,1,32,1,4,43,24,61,23,34,51,89,4,67,16,38,41,1,93,84,4,31,32,62,9,54,27,58,19,42,8,85,5,61,8,44,2,61,4,70,5,69,4,1,51,89,3,86,2,85,3,36,5,36,24,43,5,88,3,90,3,62,5,43,9,2,3,71,2,0,95,63,2,1,9,1,32,42,4,0,0,95,0,58,1,3,0,94,0,94,0,51,0,51,62,3,0,93,35,9,70,3,0,52,92,2,0,25,0,5,0,94,1,24,0,24,1,24,0,94,0,93,0,59,0,9,1,9,3
13,80,47,37,80,6,82,5,56,27,16,66,57,9,21,49,23,12,25,3,24,35,42,34,80,8,7,70,91,3,83,5,22,67,2,85,4,2,94,29,59,35,43,4,86,78,9,80,7,40,32,6,70,7,51,41,11,8,35,1,4,42,12,58,11,23,50,88,4,78,11,35,49,5,86,84,4,23,34,58,8,58,27,76,23,42,8,85,4,58,7,44,2,58,5,82,5,81,5,8,51,88,3,86,2,85,3,24,6,24,12,43,6,87,3,90,3,59,5,42,9,9,3,83,2,0,95,60,2,8,9,8,35,42,5,0,0,95,0,70,1,3,0,94,0,94,0,51,0,51,59,3,0,86,23,9,82,3,0,52,92,2,0,13,0,6,0,94,8,12,0,12,8,12,0,87,0,86,0,71,0,9,8,9,2
19,94,51,32,74,12,79,8,56,22,26,60,61,18,28,44,33,23,35,3,34,31,47,31,71,11,0,60,91,3,80,10,28,60,2,87,6,0,94,38,45,41,36,0,94,66,16,70,11,45,25,0,60,0,44,48,20,0,31,1,4,50,23,61,20,34,44,89,4,68,14,45,38,0,94,80,4,31,31,63,13,54,26,60,19,49,12,81,5,62,11,51,2,62,4,71,5,70,4,0,44,89,3,82,2,81,3,34,5,34,23,50,5,88,3,90,3,63,5,50,13,1,3,72,2,0,95,64,2,0,13,0,31,49,4,0,0,95,0,60,1,3,0,94,0,94,0,44,0,44,63,3,0,94,33,13,71,3,0,45,92,2,0,24,0,5,0,94,0,23,0,23,0,23,0,95,0,94,0,61,0,13,0,13,2
18,94,53,27,81,11,83,7,59,20,27,62,63,15,27,38,32,19,33,4,32,30,56,30,75,9,0,62,90,4,84,8,31,62,3,86,5,0,94,45,48,46,33,0,94,73,14,74,8,52,25,0,62,0,38,55,18,0,30,1,5,56,19,64,19,32,38,88,5,74,15,51,37,0,94,84,5,31,30,64,9,60,25,67,19,55,9,85,6,63,8,57,4,63,5,75,6,74,5,0,38,88,4,86,3,85,4,32,6,32,19,56,6,87,4,89,4,64,6,56,9,1,4,76,3,0,95,65,3,0,9,0,30,55,6,0,0,95,0,62,1,4,0,94,0,94,0,38,0,38,64,4,0,94,32,9,75,4,0,39,91,3,0,20,0,6,0,94,0,19,0,19,0,19,0,95,0,94,0,63,0,9,0,9,3
15,72,41,38,82,9,83,5,49,27,19,60,54,14,22,49,27,19,29,3,28,38,41,38,73,7,11,66,91,3,84,5,23,61,2,85,4,2,94,28,53,31,43,6,82,72,12,73,6,37,32,9,66,10,52,41,15,12,38,1,4,42,19,55,18,28,51,88,4,72,15,35,47,7,82,85,4,24,36,56,8,52,31,65,23,41,7,86,4,54,7,43,2,55,5,75,6,74,4,12,52,88,3,87,2,86,3,28,6,28,19,42,6,87,3,90,3,56,6,42,8,13,3,76,2,0,95,57,2,12,8,12,38,41,5,0,0,95,0,66,1,3,0,94,0,94,0,52,0,52,56,3,0,82,27,8,75,3,0,53,92,2,0,20,0,6,0,94,12,19,0,19,12,19,0,83,0,82,0,67,0,8,12,8,3
20,94,51,29,78,13,82,8,55,22,25,60,61,18,27,42,33,24,35,3,34,32,50,31,70,11,0,60,91,3,83,9,31,60,2,88,6,0,94,39,46,42,33,0,94,67,17,69,10,46,25,0,60,0,42,51,20,0,32,1,4,52,24,62,22,33,42,89,5,68,16,48,39,0,94,82,4,30,32,62,11,54,28,59,21,51,10,83,5,61,10,53,2,61,4,70,5,69,4,0,42,89,3,84,2,83,3,34,5,34,24,52,5,88,4,90,4,62,5,52,11,1,3,71,2,0,95,63,2,0,11,0,32,51,4,0,0,95,0,60,1,3,0,94,0,94,0,42,0,42,62,3,0,94,33,11,70,3,0,43,92,2,0,25,0,5,0,94,0,24,0,24,0,24,0,95,0,94,0,61,0,11,0,11,3
19,94,55,27,80,12,82,8,59,21,27,61,64,17,28,38,33,21,34,4,33,29,54,29,73,10,0,61,90,4,83,9,31,61,3,86,6,0,94,45,47,48,32,0,94,71,15,72,9,52,24,0,61,0,38,55,20,0,29,1,5,56,21,65,19,33,38,88,5,72,15,51,36,0,94,83,5,32,29,65,10,59,24,64,19,55,10,84,6,64,9,57,4,64,5,73,6,72,5,0,38,88,4,85,3,84,4,33,6,33,21,56,6,87,4,89,4,65,6,56,10,1,4,74,3,0,95,66,3,0,10,0,29,55,6,0,0,95,0,61,1,4,0,94,0,94,0,38,0,38,65,4,0,94,33,10,73,4,0,39,91,3,0,22,0,6,0,94,0,21,0,21,0,21,0,95,0,94,0,62,0,10,0,10,2
20,94,54,28,81,9,84,7,60,20,28,62,63,13,29,39,32,17,33,4,32,29,55,29,77,8,0,62,90,4,85,7,29,62,3,88,5,0,94,44,50,46,35,0,94,75,12,76,7,51,26,0,62,0,39,53,16,0,29,1,5,55,17,64,17,32,39,89,5,75,14,50,36,0,94,84,4,31,29,65,9,62,24,69,18,54,9,85,5,64,7,56,4,64,4,77,5,76,4,0,39,89,4,86,3,85,4,32,5,32,17,55,5,88,4,89,4,65,5,55,9,1,4,78,3,0,95,66,3,0,9,0,29,54,5,0,0,95,0,62,1,4,0,94,0,94,0,39,0,39,65,4,0,94,32,9,77,4,0,40,91,3,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,63,0,9,0,9,2
16,75,50,37,81,12,83,6,54,24,20,59,60,20,24,49,29,24,31,3,30,31,39,31,70,8,11,64,91,3,84,8,23,60,2,87,5,3,94,27,50,35,42,6,83,67,15,69,6,38,25,8,64,10,52,41,20,11,31,1,4,42,24,62,21,30,52,89,4,69,15,38,45,7,83,84,4,26,30,63,9,54,27,58,18,41,8,85,5,62,8,43,2,62,4,70,5,69,4,11,52,89,3,86,2,85,3,30,5,30,24,42,5,88,3,90,3,63,5,42,9,12,3,71,2,0,95,64,2,11,9,11,31,41,4,0,0,95,0,64,1,3,0,94,0,94,0,52,0,52,63,3,0,83,29,9,70,3,0,53,92,2,0,25,0,5,0,94,11,24,0,24,11,24,0,84,0,83,0,65,0,9,11,9,3
12,94,56,29,81,8,84,6,61,19,21,70,64,13,22,40,23,16,25,4,24,27,53,27,78,8,0,70,90,3,85,7,24,70,3,89,5,0,94,43,58,46,37,0,94,75,10,77,6,51,25,0,70,0,40,53,15,0,27,1,5,54,16,66,15,24,40,89,4,76,11,50,40,0,94,84,3,23,27,67,9,62,23,70,16,53,8,85,4,66,8,55,3,66,3,78,4,77,3,0,40,90,4,86,3,85,4,24,4,24,16,54,4,89,3,89,3,67,4,54,9,1,4,79,3,0,95,68,3,0,9,0,27,53,3,0,0,95,0,70,1,4,0,94,0,94,0,40,0,40,67,4,0,94,23,9,78,4,0,41,91,3,0,17,0,4,0,94,0,16,0,16,0,16,0,95,0,94,0,71,0,9,0,9,2
17,74,47,32,76,13,81,7,53,24,22,58,58,19,24,45,30,24,32,3,31,34,45,33,70,11,11,63,91,3,82,9,26,59,2,89,6,2,94,32,49,37,38,6,83,65,17,69,10,42,27,9,63,9,47,45,21,11,34,1,4,47,24,59,22,30,47,90,4,67,17,41,42,7,83,81,3,28,32,60,12,53,28,59,21,46,11,82,4,59,10,48,2,59,3,70,4,69,3,11,47,90,3,83,2,82,3,31,4,31,24,47,4,89,3,90,3,60,4,47,12,12,3,71,2,0,95,61,2,11,12,11,34,46,3,0,0,95,0,63,1,3,0,94,0,94,0,47,0,47,60,3,0,83,30,12,70,3,0,48,92,2,0,25,0,4,0,94,11,24,0,24,11,24,0,84,0,83,0,64,0,12,11,12,2
21,94,52,31,83,8,84,6,57,22,27,60,62,12,30,44,33,17,35,4,34,31,49,29,77,8,0,60,90,4,85,7,29,60,3,86,5,0,94,37,47,41,37,0,94,75,11,76,7,45,27,0,60,0,44,49,15,0,31,1,5,50,17,63,16,32,44,88,5,76,13,47,39,0,94,85,5,32,31,63,8,59,28,68,20,49,7,86,6,62,7,51,3,62,5,77,6,76,5,0,44,88,4,87,3,86,4,34,6,34,17,50,6,87,4,89,4,63,6,50,8,1,4,78,3,0,95,64,3,0,8,0,31,49,5,0,0,95,0,60,1,4,0,94,0,94,0,44,0,44,63,4,0,94,33,8,77,4,0,45,91,3,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,61,0,8,0,8,2
7,94,62,25,84,7,86,5,67,17,15,78,69,10,15,36,16,12,17,3,16,23,58,23,82,7,0,78,91,3,87,5,14,78,2,89,4,0,94,47,69,52,35,0,94,80,8,81,5,56,22,0,78,0,36,57,12,0,23,1,4,58,12,71,12,16,36,90,4,80,11,53,34,0,94,86,3,16,23,71,7,70,18,77,14,57,7,87,4,70,6,59,3,70,3,82,4,81,3,0,36,90,3,88,2,87,3,16,4,16,12,58,4,89,3,90,3,71,4,58,7,1,3,83,2,0,95,72,2,0,7,0,23,57,4,0,0,95,0,78,1,3,0,94,0,94,0,36,0,36,71,3,0,94,16,7,82,3,0,37,92,2,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,79,0,7,0,7,3
9,94,56,29,81,8,84,6,62,18,17,73,65,13,18,40,20,16,22,3,21,26,54,25,78,8,0,73,91,3,85,7,19,73,2,89,5,0,94,43,61,46,36,0,94,75,10,77,6,51,23,0,73,0,40,53,14,0,26,1,4,54,16,67,16,20,40,90,4,76,11,51,38,0,94,84,3,19,26,68,9,63,23,70,14,53,8,85,4,67,8,55,2,67,3,78,4,77,3,0,40,90,3,86,2,85,3,21,4,21,16,54,4,89,3,90,3,68,4,54,9,1,3,79,2,0,95,69,2,0,9,0,26,53,3,0,0,95,0,73,1,3,0,94,0,94,0,40,0,40,68,3,0,94,20,9,78,3,0,41,92,2,0,17,0,4,0,94,0,16,0,16,0,16,0,95,0,94,0,74,0,9,0,9,3
16,90,48,29,81,9,82,5,59,23,20,66,60,12,23,44,26,14,28,4,27,32,48,32,79,7,2,67,90,3,82,6,25,66,2,83,3,0,94,33,56,40,38,1,92,77,11,78,6,47,28,1,67,1,45,48,13,2,32,1,5,48,14,61,13,27,45,86,3,78,12,39,43,1,92,84,5,26,31,61,7,60,22,75,18,48,7,85,6,61,7,50,3,61,6,80,6,78,6,2,45,87,3,87,2,86,4,27,7,27,14,49,7,85,3,88,3,62,6,48,8,3,4,81,3,0,95,63,3,2,8,2,32,48,6,0,0,95,0,67,1,4,0,94,0,94,0,45,0,45,62,4,0,92,26,8,80,4,0,46,91,2,0,15,0,7,0,94,2,14,0,14,2,14,0,93,0,92,0,68,0,8,2,8,3
7,94,58,27,84,6,86,5,65,18,15,76,67,9,16,39,18,11,19,3,18,25,54,24,83,7,0,76,91,3,87,5,16,76,2,89,4,0,94,43,65,48,36,0,94,81,7,82,5,53,23,0,76,0,39,54,11,0,25,1,4,55,11,69,10,17,39,90,4,81,10,50,37,0,94,86,3,18,25,69,7,68,20,78,14,54,7,87,4,68,6,56,3,68,3,83,4,82,3,0,39,90,3,88,2,87,3,18,4,18,11,55,4,89,3,90,3,69,4,55,7,1,3,84,2,0,95,70,2,0,7,0,25,54,4,0,0,95,0,76,1,3,0,94,0,94,0,39,0,39,69,3,0,94,18,7,83,3,0,40,92,2,0,12,0,4,0,94,0,11,0,11,0,11,0,95,0,94,0,77,0,7,0,7,3
17,94,53,25,81,9,84,7,59,20,26,63,62,14,26,37,31,18,32,4,31,30,56,30,76,8,0,63,90,4,85,7,29,63,3,88,5,0,94,45,49,47,32,0,94,74,13,75,7,53,25,0,63,0,37,55,17,0,30,1,5,57,18,63,17,31,37,89,5,74,14,50,35,0,94,84,4,30,30,64,9,60,23,67,19,56,9,85,5,63,7,58,4,63,4,76,5,75,4,0,37,89,4,86,3,85,4,31,5,31,18,57,5,88,4,89,4,64,5,57,9,1,4,77,3,0,95,65,3,0,9,0,30,56,5,0,0,95,0,63,1,4,0,94,0,94,0,37,0,37,64,4,0,94,31,9,76,4,0,38,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,64,0,9,0,9,3
19,94,52,29,76,14,80,8,58,21,26,60,63,20,28,42,33,24,35,3,34,30,48,30,70,11,0,60,91,3,81,11,29,60,2,86,6,0,94,39,45,43,34,0,94,66,18,69,11,48,24,0,60,0,42,51,22,0,30,1,4,52,24,63,20,34,42,88,5,69,14,47,37,0,94,81,5,32,30,64,12,54,25,60,18,51,11,82,6,63,11,53,2,63,5,70,6,69,5,0,42,88,3,83,2,82,3,34,6,34,24,52,6,87,4,90,4,64,6,52,12,1,3,71,2,0,95,65,2,0,12,0,30,51,5,0,0,95,0,60,1,3,0,94,0,94,0,42,0,42,64,3,0,94,33,12,70,3,0,43,92,2,0,25,0,6,0,94,0,24,0,24,0,24,0,95,0,94,0,61,0,12,0,12,3
14,94,60,27,81,12,82,6,63,21,19,69,66,14,23,43,24,17,26,4,25,26,50,25,76,7,0,69,90,3,82,6,22,69,2,83,3,0,94,35,58,46,37,0,94,75,12,76,6,48,24,0,69,0,43,50,16,0,26,1,5,50,17,67,16,24,43,86,3,75,16,44,40,0,94,84,6,24,26,67,7,67,19,72,18,50,7,85,6,67,7,52,3,67,6,77,6,76,6,0,43,87,3,87,3,86,4,25,7,25,17,51,7,85,3,88,3,68,6,50,8,1,4,78,3,0,95,69,3,0,8,0,26,50,6,0,0,95,0,69,1,4,0,94,0,94,0,43,0,43,68,4,0,94,24,8,77,4,0,44,91,2,0,18,0,7,0,94,0,17,0,17,0,17,0,95,0,94,0,70,0,8,0,8,2
