@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMaa numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute destClass {1,2}

@data
31,66,21,91,38,57,91,5,70,38,23,72,72,22,32,63,32,59,39,40,72,6,22,72,72,22,39,55,32,62,3,28,71,87,20,35,61,3,29,67,88,6,53,40,35,55,4,67,37,3,39,41,28,66,88,6,53,41,36,58,50,54,4,73,53,22,92,3,73,3,23,7,91,3,3,92,35,58,32,58,22,66,32,56,33,4,36,55,38,54,23,56,28,62,29,63,89,3,53,6,23,59,88,3,53,22,29,59,36,41,54,3,3,91,23,67,23,63,39,22,32,42,23,23,39,22,3,72,40,3,72,6,4,63,29,56,39,6,4,59,29,4,23,42,36,22,36,6,36,41,29,42,32,23,32,55,3,66,53,6,32,7,28,58,28,41,36,22,23,4,22,62,29,23,39,6,29,7,72,3,22,55,1.0
31,66,21,91,38,57,91,7,68,34,23,72,68,24,32,63,32,59,39,36,70,9,22,72,70,24,38,55,32,62,3,28,71,83,22,35,61,3,29,67,85,7,58,36,36,55,4,67,37,3,39,36,28,66,85,9,58,35,36,58,56,54,4,73,58,24,92,3,71,3,23,10,91,3,3,92,35,58,32,58,22,66,32,56,33,4,36,55,39,54,23,56,28,62,29,63,86,3,58,9,23,59,85,3,58,24,29,59,36,36,59,3,3,91,23,67,23,63,39,24,32,37,23,25,39,24,3,72,40,3,70,9,4,63,29,56,39,9,4,59,29,4,23,37,36,24,36,9,36,36,29,37,32,25,32,55,3,66,58,9,32,10,28,58,28,36,36,24,23,4,22,62,29,25,39,9,29,10,70,3,22,55,1.0
32,62,20,91,50,52,91,13,60,36,22,73,60,33,32,62,33,54,51,37,61,14,21,73,61,33,51,43,32,62,3,32,72,79,32,38,62,3,32,63,80,13,57,37,40,44,4,63,41,4,51,37,32,62,80,14,57,37,40,54,56,42,4,74,57,33,92,3,62,3,22,15,91,3,3,92,40,54,32,54,21,62,33,44,33,4,40,43,51,43,22,44,32,62,32,63,81,3,57,14,22,55,80,3,57,33,33,55,40,38,58,3,3,91,22,63,22,63,51,33,33,38,22,34,51,33,3,73,52,3,61,14,4,63,33,44,51,14,4,55,33,4,22,38,40,34,40,15,40,37,33,38,33,34,32,43,3,62,57,14,33,15,32,54,32,37,40,33,22,4,21,62,33,34,51,14,33,15,61,3,21,43,2.0
31,66,21,91,38,54,91,9,67,36,23,72,69,24,32,63,32,56,39,39,69,11,22,72,69,25,39,54,32,62,3,28,71,81,23,38,61,3,29,67,83,11,54,39,39,55,4,67,40,3,39,39,28,66,83,11,55,39,38,55,52,54,4,73,55,25,92,3,70,3,23,12,91,3,3,92,38,55,32,55,22,66,32,56,33,4,39,55,39,54,23,56,28,62,29,63,84,3,55,11,23,56,83,3,55,25,29,56,39,39,56,3,3,91,23,67,23,63,39,25,32,40,23,26,39,25,3,72,40,3,69,11,4,63,29,56,39,11,4,56,29,4,23,40,39,25,39,11,39,39,29,40,32,26,32,55,3,66,55,11,32,12,28,55,28,39,39,25,23,4,22,62,29,26,39,11,29,12,69,3,22,55,1.0
28,65,21,91,49,50,87,13,64,34,22,72,65,28,29,64,29,51,51,37,66,14,22,72,66,28,50,44,29,65,3,27,71,79,26,42,64,5,27,66,80,13,58,37,44,44,3,67,44,7,50,36,28,66,80,14,58,36,43,51,56,43,3,73,58,29,89,6,67,6,23,15,88,6,3,92,43,51,29,51,22,66,30,44,30,7,43,44,51,44,23,45,28,65,28,65,81,6,58,15,23,52,80,6,58,28,28,52,44,37,59,7,3,91,22,66,23,65,51,29,30,37,23,29,50,28,3,72,51,7,66,14,4,66,29,45,51,15,4,52,29,7,23,37,44,29,44,15,43,36,29,37,30,29,29,44,3,66,58,14,30,15,28,51,28,36,43,28,23,7,22,65,29,29,50,14,29,15,66,6,22,44,2.0
32,62,21,91,41,57,91,9,62,44,23,72,65,27,33,62,33,59,41,46,65,10,22,72,65,29,43,50,32,62,3,32,71,83,26,35,62,3,32,63,84,10,46,44,36,52,4,63,37,4,43,46,32,62,84,10,48,46,35,58,46,49,4,73,48,27,92,3,66,3,23,11,91,3,3,92,36,59,32,58,22,62,33,52,33,4,36,51,41,51,23,52,32,62,33,63,85,3,48,10,23,59,84,3,48,29,33,59,36,47,49,3,3,91,23,63,23,63,43,29,33,47,23,30,43,29,3,72,44,3,65,10,4,63,33,52,43,10,4,59,33,4,23,47,36,30,36,11,36,46,33,47,33,30,32,51,3,62,48,10,33,11,32,58,32,46,36,29,23,4,22,62,33,30,43,10,33,11,65,3,22,51,2.0
29,66,24,91,35,61,91,6,72,45,25,69,73,20,29,66,30,63,36,47,74,7,25,69,74,20,36,58,29,65,3,28,68,86,18,31,65,3,29,66,87,6,47,46,32,59,4,67,33,4,36,47,28,66,87,7,47,47,32,62,45,57,4,70,47,20,92,3,75,3,26,8,91,3,3,92,32,62,29,62,25,66,30,59,30,4,32,58,35,58,26,59,28,65,29,66,88,3,47,7,26,63,87,3,47,20,29,63,32,48,48,3,3,91,26,67,26,66,36,20,30,48,26,21,36,20,3,69,37,3,74,7,4,66,29,59,36,7,4,63,29,4,26,48,32,21,32,8,32,47,29,48,30,21,29,58,3,66,47,7,30,8,28,62,28,47,32,20,26,4,25,65,29,21,36,7,29,8,74,3,25,58,2.0
29,65,21,91,41,57,91,6,70,42,23,72,72,22,30,65,30,59,43,44,72,7,22,72,72,22,42,51,29,65,3,29,71,86,20,35,65,3,29,66,87,7,50,43,36,52,4,66,37,4,43,44,29,65,87,7,50,43,36,58,48,49,4,73,50,22,92,3,73,3,23,8,91,3,3,92,35,59,29,58,22,65,30,52,30,4,36,51,42,50,23,52,29,65,30,66,88,3,50,7,23,59,87,3,50,22,30,59,36,45,51,3,3,91,23,66,23,66,43,22,30,45,23,23,43,22,3,72,44,3,72,7,4,66,30,52,43,7,4,59,30,4,23,45,36,23,36,8,36,44,30,45,30,23,29,51,3,65,50,7,30,8,29,58,29,44,36,22,23,4,22,65,30,23,43,7,30,8,72,3,22,51,2.0
31,66,21,83,38,57,91,3,67,31,23,72,69,24,32,63,32,59,39,33,69,3,22,72,69,25,39,55,32,62,9,28,71,91,23,35,61,3,29,67,91,3,60,33,36,55,11,67,37,3,39,33,28,66,91,3,61,33,36,58,59,54,11,73,61,25,92,3,70,3,23,4,91,3,10,85,35,58,32,58,22,66,32,56,33,4,36,55,39,54,23,56,28,62,29,63,92,3,61,3,23,59,91,3,61,25,29,59,36,33,62,3,10,84,23,67,23,63,39,25,32,34,23,26,39,25,10,72,40,3,69,3,11,63,29,56,39,3,11,59,29,4,23,34,36,25,36,3,36,33,29,34,32,26,32,55,10,66,61,3,32,4,28,58,28,33,36,25,23,4,22,62,29,26,39,3,29,4,69,3,22,55,1.0
32,67,21,91,47,50,91,13,60,35,21,72,60,32,32,63,33,53,48,36,61,13,22,72,61,33,48,46,32,62,3,25,71,79,32,40,62,3,27,67,80,13,57,36,42,47,4,69,43,4,48,36,26,68,80,14,58,36,42,52,57,45,3,73,57,33,92,3,62,3,23,15,91,3,3,92,42,52,32,52,22,68,33,47,33,4,42,46,48,46,23,47,26,62,27,63,81,3,58,14,23,53,80,3,58,33,27,53,42,37,59,3,3,91,23,68,23,63,48,33,33,37,23,34,48,33,3,72,49,3,61,14,4,63,27,47,48,14,4,53,27,4,23,37,42,34,42,15,42,36,27,37,33,34,32,46,3,68,58,14,33,15,26,52,26,36,42,33,23,4,22,62,27,34,48,14,27,15,61,3,22,46,2.0
29,65,23,91,41,58,91,10,64,39,25,70,65,28,30,65,30,60,43,40,66,11,24,70,66,28,43,51,29,65,3,29,69,82,26,34,65,3,29,66,83,10,54,40,35,52,4,66,36,4,43,40,29,65,83,11,54,40,35,59,53,49,4,71,54,28,92,3,67,3,25,12,91,3,3,92,34,60,29,59,24,65,30,52,30,4,35,51,43,50,25,52,29,65,30,66,84,3,54,11,25,60,83,3,54,28,30,60,35,41,55,3,3,91,25,66,25,66,43,28,30,41,25,29,43,28,3,70,44,3,66,11,4,66,30,52,43,11,4,60,30,4,25,41,35,29,35,12,35,40,30,41,30,29,29,51,3,65,54,11,30,12,29,59,29,40,35,28,25,4,24,65,30,29,43,11,30,12,66,3,24,51,2.0
27,68,21,91,60,51,86,15,68,27,22,72,69,23,27,65,29,52,61,30,70,17,21,72,70,24,61,32,28,66,3,24,71,75,22,39,65,6,24,69,77,16,64,27,42,33,3,70,42,8,62,29,25,68,77,17,65,28,41,53,63,30,3,73,65,23,88,7,71,7,23,18,87,7,3,92,42,52,28,53,22,69,29,33,29,8,41,32,60,33,23,33,25,66,24,66,78,7,65,17,23,53,77,7,65,24,26,53,42,30,66,7,3,91,22,69,22,66,62,25,29,30,23,25,62,24,3,72,63,8,70,17,3,67,26,33,62,18,4,54,26,8,23,30,42,25,42,18,41,29,26,30,29,25,28,32,3,69,65,17,29,18,25,53,25,29,41,24,23,8,22,66,26,25,62,17,26,18,70,7,22,32,2.0
31,66,21,83,38,60,91,11,71,32,23,72,71,21,31,63,32,62,39,34,73,13,22,72,73,21,39,55,32,62,9,28,71,79,19,32,61,3,29,67,81,11,60,33,33,55,11,67,34,3,39,34,28,66,81,13,60,34,33,61,58,54,11,73,60,21,92,3,74,3,23,14,91,3,10,85,33,60,32,61,22,66,32,56,33,4,33,55,38,55,23,56,28,62,29,63,82,3,60,13,23,62,81,3,60,21,29,62,33,34,61,3,10,84,23,67,23,63,39,21,32,35,23,22,39,21,10,72,40,3,73,13,11,63,29,56,39,13,11,62,29,4,23,35,33,21,33,13,33,34,29,35,32,22,32,55,10,66,60,13,32,14,28,61,28,34,33,21,23,4,22,62,29,22,39,13,29,14,73,3,22,55,1.0
29,66,24,91,35,61,91,9,76,44,25,69,76,17,29,66,30,63,36,46,77,10,25,69,77,17,36,58,29,65,3,28,68,83,16,31,65,3,29,66,84,9,48,46,32,59,4,67,33,4,36,46,28,66,84,10,48,46,32,62,46,57,4,70,48,17,92,3,78,3,26,11,91,3,3,92,32,62,29,62,25,66,30,59,30,4,32,58,36,58,26,59,28,65,29,66,85,3,48,10,26,63,84,3,48,17,29,63,32,47,49,3,3,91,26,67,26,66,36,17,30,47,26,18,36,17,3,69,37,3,77,10,4,66,29,59,36,10,4,63,29,4,26,47,32,18,32,11,32,46,29,47,30,18,29,58,3,66,48,10,30,11,28,62,28,46,32,17,26,4,25,65,29,18,36,10,29,11,77,3,25,58,2.0
29,66,24,83,38,58,91,5,72,48,25,69,74,20,30,66,30,60,39,50,74,6,25,69,74,20,38,55,29,65,9,28,68,87,18,34,65,3,29,66,88,6,44,50,35,56,11,67,36,4,39,50,28,66,88,6,44,49,35,59,42,54,11,70,44,20,92,3,75,3,26,7,91,3,10,85,34,60,29,59,25,66,30,56,30,4,35,55,39,54,26,56,28,65,29,66,89,3,44,6,26,60,88,3,44,20,29,60,35,51,45,3,10,84,26,67,26,66,39,20,30,51,26,21,39,20,10,69,40,3,74,6,11,66,29,56,39,6,11,60,29,4,26,51,35,21,35,7,35,50,29,51,30,21,29,55,10,66,44,6,30,7,28,59,28,50,35,20,26,4,25,65,29,21,39,6,29,7,74,3,25,55,2.0
29,65,23,86,38,57,91,5,69,46,25,70,71,23,30,65,30,59,39,47,71,6,24,70,71,23,38,55,29,65,6,29,69,87,21,35,65,3,29,66,88,6,46,47,35,56,8,66,37,4,39,48,29,65,88,6,46,47,36,58,44,54,8,71,46,23,92,3,72,3,25,7,91,3,7,88,35,59,29,58,24,65,30,56,30,4,36,55,38,54,25,56,29,65,30,66,89,3,46,6,25,59,88,3,46,23,30,59,36,49,47,3,7,87,25,66,25,66,39,23,30,49,25,24,39,23,7,70,40,3,71,6,8,66,30,56,39,6,8,59,30,4,25,49,36,24,36,7,36,48,30,49,30,24,29,55,7,65,46,6,30,7,29,58,29,48,36,23,25,4,24,65,30,24,39,6,30,7,71,3,24,55,1.0
32,65,21,87,41,61,91,16,71,31,22,72,72,19,33,62,33,62,43,35,73,16,22,72,73,21,42,52,32,62,5,27,71,76,19,33,62,3,28,66,77,16,58,35,34,53,7,67,34,4,42,34,28,66,77,17,60,34,33,61,57,51,6,73,59,22,92,3,74,3,23,18,91,3,6,89,34,62,32,61,22,66,33,53,33,4,33,52,43,53,23,53,28,62,29,63,78,3,60,18,23,62,77,3,60,21,29,62,34,35,61,4,6,88,23,66,23,63,43,22,33,35,23,22,42,21,6,72,43,4,73,17,7,63,29,53,43,18,7,62,29,4,23,35,34,22,34,18,33,34,29,35,33,22,32,52,6,66,60,17,33,18,28,61,28,34,33,21,23,4,22,62,29,22,42,17,29,18,73,3,22,52,2.0
37,78,10,84,59,45,84,12,76,30,11,84,77,17,39,53,40,46,61,32,78,13,11,82,77,17,59,33,39,54,8,14,82,80,16,45,51,10,14,79,81,13,62,31,47,33,10,80,48,11,61,32,15,79,81,13,62,30,47,46,60,31,10,84,62,17,85,10,78,11,12,14,84,10,10,86,47,46,40,47,11,79,40,33,41,11,47,33,60,33,11,34,15,54,14,54,82,11,63,13,11,48,81,10,62,17,15,47,47,32,63,11,8,85,11,80,11,55,61,17,40,32,11,18,61,17,9,83,62,11,77,13,10,55,15,33,62,13,10,48,16,11,11,33,47,17,48,13,47,32,15,32,40,17,40,33,9,79,62,13,41,13,15,47,15,32,47,17,12,11,11,54,15,17,61,13,16,13,77,10,11,33,2.0
31,62,21,91,38,60,91,9,68,35,23,72,69,24,31,62,32,61,39,37,70,10,22,72,70,24,39,55,32,61,3,30,71,83,22,32,61,3,31,64,84,9,57,36,33,55,4,64,34,3,39,37,30,63,84,10,57,37,33,61,55,54,4,73,57,24,92,3,71,3,23,11,91,3,3,92,33,60,32,61,22,63,32,55,33,3,33,55,38,55,23,56,31,62,31,63,85,3,57,10,23,62,84,3,57,24,31,62,33,37,58,3,3,91,23,64,23,63,39,24,32,37,23,25,39,24,3,72,40,3,70,10,4,63,31,56,39,10,4,62,32,4,23,38,33,24,33,10,33,37,31,38,32,24,32,55,3,63,57,10,32,10,31,61,31,37,33,24,23,4,22,62,31,25,39,10,31,11,70,3,22,55,1.0
25,68,10,87,54,42,84,10,75,27,11,84,78,17,26,67,26,44,56,29,78,11,11,82,77,17,56,37,26,68,5,24,82,84,15,48,67,10,24,69,84,11,65,28,50,38,7,70,51,11,56,29,25,69,84,10,65,29,49,44,63,36,7,84,66,17,85,10,78,11,12,11,84,10,7,89,50,44,26,44,11,69,26,38,27,11,50,38,55,38,11,39,25,68,25,68,85,11,66,11,11,45,84,10,65,17,25,44,50,29,66,11,5,88,11,70,11,69,57,17,26,29,12,18,56,17,6,83,57,11,77,10,7,69,25,38,57,11,7,45,26,11,11,30,51,17,51,11,50,29,25,29,27,17,26,38,6,69,65,10,27,11,25,44,25,29,50,17,12,11,11,68,26,17,56,10,26,11,77,10,11,38,2.0
29,65,24,87,38,58,91,5,75,45,26,69,77,17,30,65,30,60,39,47,77,6,25,69,77,17,38,55,29,65,5,29,68,87,15,34,65,3,29,66,88,6,47,47,35,56,7,66,36,4,39,47,29,65,88,6,47,46,35,59,45,54,7,70,47,17,92,3,78,3,26,7,91,3,6,89,34,60,29,59,25,65,30,56,30,4,35,55,39,54,26,56,29,65,30,66,89,3,47,6,26,60,88,3,47,17,30,60,35,48,48,3,6,88,26,66,26,66,39,17,30,48,26,18,39,17,6,69,40,3,77,6,7,66,30,56,39,6,7,60,30,4,26,48,35,18,35,7,35,47,30,48,30,18,29,55,6,65,47,6,30,7,29,59,29,47,35,17,26,4,25,65,30,18,39,6,30,7,77,3,25,55,1.0
31,66,21,91,38,60,91,5,66,41,23,72,68,26,31,63,32,62,39,43,68,6,22,72,68,26,39,55,32,62,3,28,71,87,24,32,61,3,29,67,88,6,51,43,33,55,4,67,34,3,39,43,28,66,88,6,51,43,33,61,49,54,4,73,51,26,92,3,69,3,23,7,91,3,3,92,33,60,32,61,22,66,32,56,33,4,33,55,39,55,23,56,28,62,29,63,89,3,51,6,23,62,88,3,51,26,29,62,33,43,52,3,3,91,23,67,23,63,39,26,32,44,23,27,39,26,3,72,40,3,68,6,4,63,29,56,39,6,4,62,29,4,23,44,33,26,33,6,33,43,29,44,32,27,32,55,3,66,51,6,32,7,28,61,28,43,33,26,23,4,22,62,29,27,39,6,29,7,68,3,22,55,1.0
29,66,23,83,35,58,91,9,74,42,24,70,75,19,30,66,30,60,36,43,75,10,24,70,75,19,36,58,29,65,9,28,69,83,18,34,65,3,29,66,84,10,50,43,34,59,11,67,36,4,36,44,28,66,84,10,50,44,35,59,48,57,11,71,50,19,92,3,76,3,25,11,91,3,10,85,34,60,29,59,24,66,30,59,30,4,35,58,35,57,25,59,28,65,29,66,85,3,50,10,25,60,84,3,50,19,29,60,35,45,51,3,10,84,25,67,25,66,36,19,30,45,25,20,36,19,10,70,37,3,75,10,11,66,29,59,36,10,11,60,29,4,25,45,35,20,35,11,35,44,29,45,30,20,29,58,10,66,50,10,30,11,28,59,28,44,35,19,25,4,24,65,29,20,36,10,29,11,75,3,24,58,2.0
29,68,17,92,56,48,87,14,67,30,18,77,68,23,30,63,32,50,57,33,69,15,18,76,69,25,57,36,30,63,2,24,75,76,23,42,61,5,25,69,78,15,60,31,45,37,3,70,45,7,58,32,25,69,78,16,62,31,44,49,60,34,3,77,61,24,89,6,70,6,19,17,88,6,3,93,45,49,31,50,18,69,32,37,32,7,44,36,57,37,19,37,25,63,25,63,79,6,62,16,19,51,78,6,62,25,26,50,45,33,63,6,2,92,18,70,18,64,58,26,32,33,19,26,58,25,2,76,59,7,69,16,3,64,26,37,58,17,3,51,26,7,19,33,45,26,45,17,44,32,26,33,32,26,31,36,2,69,62,16,32,17,25,50,25,32,44,25,19,7,18,63,26,26,58,16,26,17,69,6,18,36,1.0
29,71,20,91,46,49,91,16,67,33,20,73,68,24,30,66,30,52,48,35,69,18,21,73,69,25,48,45,29,65,3,21,72,74,23,41,65,3,23,71,76,17,58,35,43,47,4,73,44,4,48,35,22,72,76,18,59,35,42,51,57,44,3,74,59,25,92,3,70,3,22,19,91,3,3,92,42,52,29,51,21,72,30,47,30,4,43,46,48,45,22,47,22,65,23,66,77,3,59,18,22,52,76,3,59,25,23,52,43,36,60,3,3,91,22,72,22,66,48,25,30,36,22,26,48,25,3,73,49,3,69,18,4,66,23,47,48,18,4,52,23,4,22,36,43,26,43,19,43,35,23,36,30,26,29,46,3,72,59,18,30,19,22,51,22,35,43,25,22,4,21,65,23,26,48,18,23,19,69,3,21,46,1.0
41,69,11,92,56,44,79,16,75,24,13,82,75,18,41,51,43,46,58,26,75,17,13,81,76,18,57,37,43,51,2,21,79,76,17,46,49,13,23,71,76,16,69,26,49,37,3,72,49,15,57,25,23,71,77,17,69,25,48,46,68,36,3,82,69,19,81,13,77,14,14,18,80,14,3,93,48,44,43,46,13,71,44,38,44,15,48,37,58,37,14,38,23,51,23,51,78,13,69,18,14,47,77,14,69,18,24,46,49,26,70,15,2,92,13,72,13,52,58,19,44,26,14,19,57,18,2,81,58,15,76,17,3,52,24,38,58,18,3,47,24,15,14,26,49,19,49,18,48,25,24,26,44,19,43,37,2,71,69,17,44,18,23,46,23,25,48,18,14,15,13,51,24,19,57,17,24,18,76,14,13,37,1.0
31,66,25,91,38,57,91,6,70,41,26,70,72,22,31,63,32,59,39,43,72,7,25,69,72,22,39,54,32,62,3,28,69,86,20,35,61,3,29,67,87,7,51,43,36,55,4,67,37,3,39,43,28,66,87,7,51,43,35,58,49,54,4,70,51,22,92,3,73,3,26,8,91,3,4,92,36,57,32,58,25,66,32,56,33,4,36,55,39,55,26,56,28,62,29,63,88,3,51,7,26,59,87,3,51,22,29,59,36,43,52,3,3,91,26,67,26,63,39,22,32,44,26,23,39,22,3,69,40,3,72,7,4,63,29,56,39,7,4,59,29,4,26,44,36,22,36,7,36,43,29,44,32,23,32,55,3,66,51,7,32,8,28,58,28,43,36,22,26,4,25,62,29,23,39,7,29,8,72,3,25,55,1.0
31,66,21,91,38,57,91,3,61,38,23,72,63,31,31,63,32,59,39,40,63,3,22,72,63,31,39,54,32,62,3,28,71,91,29,35,61,3,29,67,91,3,54,39,36,55,4,67,37,3,39,40,28,66,91,3,54,40,35,58,52,54,4,73,54,31,92,3,64,3,23,4,91,3,3,92,36,57,32,58,22,66,32,56,33,4,36,55,38,55,23,56,28,62,29,63,92,3,54,3,23,59,91,3,54,31,29,59,36,40,55,3,3,91,23,67,23,63,39,31,32,41,23,32,39,31,3,72,40,3,63,3,4,63,29,56,39,3,4,59,29,4,23,41,36,31,36,3,36,40,29,41,32,32,32,55,3,66,54,3,32,4,28,58,28,40,36,31,23,4,22,62,29,32,39,3,29,4,63,3,22,55,1.0
32,68,17,91,53,40,91,15,67,30,18,76,67,24,32,63,32,43,54,32,69,16,18,76,69,24,55,39,32,62,3,24,75,75,23,50,62,3,26,69,77,15,61,31,52,39,4,70,53,4,55,32,25,69,77,17,61,32,52,42,60,37,3,77,61,24,92,3,70,3,19,18,91,3,3,92,51,42,32,42,18,69,33,40,33,4,52,39,54,38,19,40,25,62,26,63,78,3,62,16,19,43,77,3,62,25,26,43,52,33,63,3,3,91,19,69,19,63,54,25,33,33,19,26,55,25,3,76,56,3,69,17,4,63,26,40,55,17,4,43,26,4,19,33,52,26,52,18,52,32,26,33,33,26,32,39,3,69,62,17,33,18,25,42,25,32,52,25,19,4,18,62,26,26,55,17,26,18,69,3,18,39,1.0
34,65,21,86,38,57,91,5,68,45,23,72,69,24,34,60,34,59,39,47,70,6,22,72,70,24,38,55,35,59,6,29,71,87,22,35,58,3,30,66,88,5,47,47,36,54,8,66,37,3,39,47,29,65,88,6,47,46,36,58,45,54,8,73,47,24,92,3,71,3,23,7,91,3,7,88,35,57,35,58,22,65,35,56,36,4,36,55,39,54,23,56,29,59,30,60,89,3,47,6,23,59,88,3,47,24,30,59,36,47,48,3,7,87,23,66,23,60,39,24,35,48,23,25,39,24,7,72,40,3,70,6,8,60,30,56,39,6,8,59,30,4,23,48,36,24,36,6,36,47,30,48,35,25,35,55,7,65,47,6,35,7,29,58,29,47,36,24,23,4,22,59,30,25,39,6,30,7,70,3,22,55,1.0
29,68,17,87,52,51,91,15,63,31,18,76,65,27,30,66,30,53,53,34,65,17,18,76,65,28,53,40,29,65,5,24,75,75,27,41,65,3,26,69,77,17,59,32,43,41,7,70,43,4,54,33,25,69,77,17,60,32,42,52,59,38,6,77,61,28,92,3,66,3,19,18,91,3,6,89,42,53,29,52,18,69,30,41,30,4,42,40,53,40,19,41,25,65,26,66,78,3,61,17,19,53,77,3,61,29,26,53,43,34,62,3,6,88,19,69,19,66,54,30,30,34,19,30,54,29,6,76,55,4,65,17,7,66,26,41,54,18,7,53,26,4,19,34,43,30,43,18,42,33,26,34,30,30,29,40,6,69,61,17,30,18,25,52,25,33,42,29,19,4,18,65,26,30,54,17,26,18,65,3,18,40,1.0
