@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,2}

@data
14,20,10,15,10,20,15,16,11,21,15,16,8,22,12,18,19,13,22,8,18,12,23,9,19,9,19,18,10,20,11,20,11,11,12,19,12,19,12,11,12,11,1.0
12,30,0,15,0,30,14,17,1,31,14,17,13,17,16,14,15,17,17,13,14,16,18,14,15,14,20,14,9,21,10,21,10,15,16,15,16,15,16,10,16,10,2.0
23,21,9,7,9,21,23,7,10,22,24,8,18,11,23,7,8,24,12,19,7,23,12,19,8,19,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
20,20,8,10,10,22,21,11,9,21,20,10,4,26,9,20,21,10,27,5,21,10,26,4,21,4,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
19,21,8,10,9,22,20,11,9,22,20,11,9,20,18,11,12,19,21,10,12,19,21,10,12,10,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
23,18,9,5,11,20,25,7,11,20,24,6,14,16,18,12,12,18,17,15,13,19,16,14,12,14,18,21,10,20,12,19,11,7,9,23,8,22,9,12,8,11,1.0
20,20,9,10,10,21,21,11,10,21,20,10,5,25,8,21,22,9,26,6,22,9,25,5,22,5,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,1.0
18,30,0,10,1,31,20,12,0,30,19,11,3,27,6,23,24,7,28,4,24,7,27,3,24,3,13,25,16,14,17,14,17,4,5,26,5,26,5,17,5,17,2.0
20,21,8,9,9,22,21,10,9,22,21,10,10,19,17,12,13,18,20,11,13,18,20,11,13,11,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
17,24,4,13,5,25,17,13,6,26,18,14,18,11,22,8,9,23,12,19,8,22,12,19,9,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,2.0
14,28,2,14,2,28,15,15,3,29,16,16,14,14,19,11,12,20,15,15,11,19,16,16,12,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
12,30,0,15,1,31,14,17,0,30,14,17,6,24,11,18,19,12,24,6,19,12,25,7,19,7,19,16,11,19,11,20,12,13,14,17,14,17,14,11,14,12,2.0
12,31,0,16,0,31,13,17,0,31,14,18,12,18,15,14,15,16,18,12,15,16,19,13,15,13,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
17,28,2,10,2,28,19,12,3,29,19,12,10,20,15,15,16,16,20,10,15,15,21,11,16,11,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
17,30,0,11,1,31,19,13,0,30,18,12,1,29,8,21,22,9,30,2,22,9,29,1,22,1,14,24,16,14,16,15,17,5,6,25,6,25,6,16,6,17,2.0
19,16,14,11,14,16,19,11,15,17,20,12,18,11,28,2,3,29,12,19,2,28,12,19,3,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,1.0
16,25,5,11,5,25,18,13,6,26,18,13,14,16,17,13,14,18,16,14,13,17,17,15,14,15,26,20,3,27,4,27,4,7,9,22,9,22,9,4,9,4,2.0
20,17,12,8,13,18,22,10,13,18,21,9,8,22,15,14,15,16,23,9,15,16,22,8,15,8,17,21,10,19,11,19,12,8,8,22,9,22,9,12,9,12,1.0
15,25,3,12,4,26,17,14,5,27,17,14,15,15,18,12,13,19,15,15,12,18,16,16,13,16,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
22,20,8,6,10,22,24,8,9,21,23,7,7,23,10,20,20,10,24,8,21,11,23,7,20,7,11,31,18,12,19,12,19,0,0,31,0,31,0,19,0,19,1.0
14,24,5,13,6,25,16,15,6,25,16,15,12,18,15,15,16,16,18,12,15,15,19,13,16,13,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,2.0
10,30,0,17,1,31,12,19,0,30,12,19,0,31,2,28,28,2,31,0,29,3,31,0,28,0,13,28,15,15,17,14,16,0,2,30,1,29,2,17,1,16,1.0
16,28,2,11,2,28,18,13,3,29,18,13,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,2.0
17,18,12,13,12,18,17,13,13,19,18,14,16,13,25,5,6,26,14,17,5,25,14,17,6,17,26,13,4,27,5,26,4,14,16,15,16,15,16,5,16,4,2.0
14,26,4,11,4,26,17,14,5,27,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,2.0
12,27,1,16,2,28,13,17,3,29,14,18,13,15,18,12,13,19,16,14,12,18,17,15,13,15,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,2.0
12,26,3,15,4,27,14,17,4,27,14,17,3,27,7,22,23,8,28,4,23,8,27,3,23,3,13,24,15,15,17,14,16,5,6,25,6,25,6,17,6,16,2.0
16,30,0,12,1,31,18,14,0,30,17,13,2,28,9,20,21,10,28,2,21,10,29,3,21,3,15,19,15,15,15,16,16,10,11,20,11,20,11,15,11,16,1.0
16,31,0,11,0,31,18,13,0,31,18,13,12,18,16,13,14,17,18,12,14,17,19,13,14,13,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
17,19,11,13,11,19,17,13,12,20,18,14,13,15,23,7,8,24,16,14,7,23,17,15,8,15,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,1.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
14,30,0,13,1,31,16,15,0,30,16,15,6,24,10,19,20,11,24,6,20,11,25,7,20,7,19,16,11,19,11,20,12,13,14,17,14,17,14,11,14,12,1.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
21,24,6,8,7,25,22,9,6,24,22,9,5,25,9,20,21,10,26,6,21,10,25,5,21,5,11,25,18,12,19,12,19,4,5,26,5,26,5,19,5,19,1.0
19,26,4,8,4,26,21,10,5,27,21,10,13,17,17,13,14,18,17,13,13,17,18,14,14,14,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
19,21,7,11,9,23,20,12,8,22,19,11,3,27,8,21,22,9,28,4,22,9,27,3,22,3,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,2.0
21,18,11,9,12,19,21,9,12,19,22,10,7,23,17,12,13,18,23,7,13,18,24,8,13,8,19,18,10,20,11,20,11,11,12,19,12,19,12,11,12,11,1.0
15,30,0,15,0,30,15,15,1,31,16,16,13,17,17,13,14,18,17,13,13,17,18,14,14,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,1.0
21,15,15,9,15,15,21,9,16,16,22,10,18,11,27,2,3,28,12,19,3,28,12,19,3,19,23,14,7,24,8,23,7,16,17,15,16,14,17,8,16,7,2.0
20,15,15,10,15,15,20,10,16,16,21,11,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
13,30,0,14,1,31,15,16,0,30,15,16,6,24,11,19,20,12,24,6,19,11,25,7,20,7,20,14,10,20,10,21,11,15,16,15,16,15,16,10,16,11,1.0
16,23,5,11,6,24,18,13,7,25,18,13,11,19,14,16,17,15,19,11,16,14,20,12,17,12,22,20,7,23,8,23,8,7,9,22,9,22,9,8,9,8,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
19,21,8,10,9,22,20,11,9,22,20,11,9,20,18,11,12,19,21,10,12,19,21,10,12,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
21,19,10,8,11,20,22,9,11,20,22,9,10,19,19,10,11,20,20,11,11,20,20,11,11,11,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
22,14,16,8,16,14,22,8,17,15,23,9,18,11,28,2,3,29,12,19,2,28,12,19,3,19,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,1.0
17,23,6,10,7,24,19,12,7,24,19,12,5,25,11,18,19,12,25,5,19,12,26,6,19,6,18,22,11,19,12,19,12,7,8,23,8,23,8,12,8,12,1.0
15,25,3,12,4,26,17,14,5,27,17,14,11,19,14,16,17,15,19,11,16,14,20,12,17,12,24,18,5,25,6,25,6,9,11,20,11,20,11,6,11,6,1.0
17,28,2,10,2,28,19,12,3,29,19,12,11,19,16,14,15,17,19,11,14,16,20,12,15,12,24,15,5,25,6,25,6,14,15,16,15,16,15,6,15,6,2.0
14,28,2,13,2,28,16,15,3,29,16,15,14,15,20,9,10,21,16,15,10,21,16,15,10,15,17,16,13,18,14,17,13,14,15,17,14,16,15,14,14,13,1.0
22,17,13,8,13,17,22,8,14,18,23,9,17,12,26,4,5,27,13,18,4,26,13,18,5,18,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
14,27,1,13,2,28,16,15,3,29,16,15,9,21,12,18,19,13,21,9,18,12,22,10,19,10,24,20,5,25,6,25,6,7,9,22,9,22,9,6,9,6,2.0
23,21,7,5,9,23,25,7,8,22,24,6,6,24,12,18,18,12,25,7,19,13,24,6,18,6,11,29,18,12,19,12,19,1,2,30,1,29,2,19,1,19,2.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
17,27,2,10,3,28,19,12,3,28,19,12,2,28,6,23,24,7,28,2,24,7,29,3,24,3,16,21,13,17,14,17,14,8,9,22,9,22,9,14,9,14,2.0
19,16,14,11,14,16,19,11,15,17,20,12,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
16,21,9,14,9,21,16,14,10,22,17,15,14,16,19,11,12,20,16,14,11,19,17,15,12,15,22,13,7,23,8,23,8,16,17,14,17,14,17,8,17,8,1.0
18,25,3,12,4,26,18,12,5,27,19,13,14,14,19,11,12,20,15,15,11,19,16,16,12,16,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,2.0
14,25,5,13,5,25,16,15,6,26,16,15,7,23,11,19,20,12,23,7,19,11,24,8,20,8,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
23,13,17,7,17,13,23,7,18,14,24,8,17,12,27,3,4,28,13,18,3,27,13,18,4,18,21,14,9,22,10,21,9,16,17,15,16,14,17,10,16,9,1.0
19,22,6,11,7,23,19,11,8,24,20,12,11,17,19,11,12,20,18,12,11,19,19,13,12,13,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
22,13,17,8,17,13,22,8,18,14,23,9,17,12,27,3,3,27,13,18,4,28,13,18,3,18,25,16,5,26,6,25,5,14,15,17,14,16,15,6,14,5,1.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
18,19,11,11,11,19,19,12,12,20,19,12,17,12,23,7,8,24,13,18,7,23,13,18,8,18,21,12,9,22,10,21,9,17,18,13,18,13,18,10,18,9,2.0
14,29,1,13,1,29,16,15,2,30,16,15,14,16,18,12,13,19,16,14,12,18,17,15,13,15,26,12,3,27,4,27,4,17,18,13,18,13,18,4,18,4,1.0
16,23,7,11,7,23,18,13,8,24,18,13,14,16,20,10,11,21,16,14,10,20,17,15,11,15,26,12,3,27,4,27,4,17,18,13,18,13,18,4,18,4,1.0
18,25,5,11,5,25,19,12,6,26,19,12,15,15,20,10,11,21,15,15,10,20,16,16,11,16,27,12,2,28,3,28,3,17,18,13,18,13,18,3,18,3,1.0
14,28,2,13,2,28,16,15,3,29,16,15,12,18,16,14,15,17,18,12,14,16,19,13,15,13,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
20,19,11,10,11,19,20,10,12,20,21,11,17,12,25,5,6,26,13,18,5,25,13,18,6,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
15,30,0,12,0,30,17,14,1,31,17,14,9,21,14,16,17,15,21,9,16,14,22,10,17,10,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
16,25,3,11,4,26,18,13,5,27,18,13,10,20,13,17,18,14,20,10,17,13,21,11,18,11,23,20,6,24,7,24,7,7,9,22,9,22,9,7,9,7,1.0
20,30,0,8,1,31,22,10,0,30,21,9,5,25,8,21,22,9,26,6,22,9,25,5,22,5,13,25,16,14,17,14,17,4,5,26,5,26,5,17,5,17,1.0
21,16,14,9,14,16,21,9,15,17,22,10,15,14,26,3,4,27,15,16,4,27,15,16,4,16,25,15,5,26,6,25,5,13,15,17,14,16,15,6,14,5,1.0
16,29,1,11,1,29,18,13,2,30,18,13,12,18,16,14,15,17,18,12,14,16,19,13,15,13,24,13,5,25,6,25,6,16,17,14,17,14,17,6,17,6,1.0
21,20,9,8,10,21,22,9,10,21,22,9,9,20,18,11,12,19,21,10,12,19,21,10,12,10,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
17,24,4,10,5,25,19,12,6,26,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,1.0
19,22,8,9,8,22,20,10,9,23,21,11,18,12,23,7,8,24,12,18,7,23,13,19,8,19,26,12,4,27,5,26,4,17,18,13,18,13,18,5,18,4,2.0
15,30,0,12,1,31,17,14,0,30,17,14,4,26,9,20,21,10,26,4,21,10,27,5,21,5,17,17,13,17,13,18,14,12,13,18,13,18,13,13,13,14,1.0
18,30,0,10,1,31,20,12,0,30,19,11,2,28,7,23,23,7,29,3,24,8,28,2,23,2,13,27,15,15,17,14,16,2,3,28,3,28,3,17,3,16,2.0
20,18,11,10,12,19,20,10,12,19,21,11,8,22,13,16,17,14,22,8,17,14,23,9,17,9,18,20,11,19,12,19,12,9,10,21,10,21,10,12,10,12,1.0
16,30,0,12,1,31,18,14,0,30,17,13,0,29,8,21,22,9,30,1,22,9,30,1,22,1,14,20,16,14,16,15,17,9,10,21,10,21,10,16,10,17,1.0
18,27,3,9,3,27,20,11,4,28,20,11,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,18,8,22,9,22,9,11,12,19,12,19,12,9,12,9,1.0
17,27,3,10,3,27,19,12,4,28,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,2.0
21,14,16,9,16,14,21,9,17,15,22,10,18,11,27,3,3,27,12,19,4,28,12,19,3,19,26,17,4,27,5,26,4,13,14,18,13,17,14,5,13,4,1.0
12,25,4,15,5,26,14,17,5,26,14,17,5,25,9,21,21,9,26,6,22,10,25,5,21,5,17,24,11,19,13,18,12,4,6,26,5,25,6,13,5,12,2.0
19,21,8,9,9,22,20,10,9,22,21,11,9,21,17,12,13,18,21,9,13,18,22,10,13,10,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,1.0
14,24,5,13,6,25,16,15,6,25,16,15,4,26,9,21,21,9,27,5,22,10,26,4,21,4,14,27,14,16,16,15,15,2,3,28,3,28,3,16,3,15,2.0
17,23,5,10,6,24,19,12,7,25,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,17,7,23,8,23,8,10,12,19,12,19,12,8,12,8,1.0
11,22,8,18,8,22,12,19,9,23,12,19,6,24,14,14,16,16,24,6,15,15,25,7,16,7,16,19,13,17,14,17,14,10,11,20,11,20,11,14,11,14,2.0
10,25,4,19,5,26,11,20,5,26,11,20,1,27,11,17,19,13,28,2,18,12,29,3,19,3,18,16,11,19,12,19,12,13,14,17,14,17,14,12,14,12,1.0
13,22,8,16,8,22,14,17,9,23,14,17,15,15,19,9,11,21,15,15,10,20,16,16,11,16,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
13,26,2,14,3,27,15,16,4,28,15,16,10,20,12,18,19,13,20,10,18,12,21,11,19,11,22,26,5,24,7,24,7,3,4,27,4,27,4,7,4,7,2.0
15,25,3,15,4,26,15,15,5,27,16,16,17,13,21,9,10,22,13,17,9,21,14,18,10,18,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
14,28,0,13,2,30,16,15,1,29,16,15,5,25,10,19,20,11,25,5,20,11,26,6,20,6,17,17,13,17,13,18,14,12,13,18,13,18,13,13,13,14,1.0
15,30,0,13,1,31,17,15,0,30,16,14,1,28,10,19,20,11,29,2,20,11,29,2,20,2,16,18,14,16,14,17,15,11,12,19,12,19,12,14,12,15,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
17,27,3,10,3,27,19,12,4,28,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,14,16,9,16,14,21,10,17,15,21,10,16,13,26,3,4,27,14,17,4,27,14,17,4,17,28,24,2,29,3,28,2,6,7,25,6,24,7,3,6,2,1.0
17,22,8,10,8,22,19,12,9,23,19,12,12,17,17,10,12,19,18,13,12,19,18,13,12,13,11,21,19,12,20,11,19,9,10,22,9,21,10,20,9,19,1.0
17,25,3,13,4,26,17,13,5,27,18,14,10,16,21,9,10,22,18,12,9,21,19,13,10,13,24,15,6,25,7,24,6,14,15,16,15,16,15,7,15,6,2.0
21,15,15,9,15,15,21,9,16,16,22,10,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
17,24,6,10,6,24,19,12,7,25,19,12,15,15,20,10,11,21,15,15,10,20,16,16,11,16,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
15,22,7,13,8,23,17,15,8,23,16,14,0,31,6,22,23,7,31,0,24,8,31,0,23,0,12,30,16,14,18,13,17,0,1,31,0,30,1,18,0,17,1.0
16,29,1,11,1,29,18,13,2,30,18,13,10,20,16,14,15,17,20,10,14,16,21,11,15,11,18,18,11,19,12,19,12,11,12,19,12,19,12,12,12,12,2.0
14,31,0,13,0,31,16,15,0,31,16,15,2,28,9,20,21,10,28,2,21,10,29,3,21,3,17,24,12,18,13,18,13,5,6,25,6,25,6,13,6,13,1.0
13,30,0,14,0,30,15,16,1,31,15,16,12,18,17,13,14,18,18,12,13,17,19,13,14,13,27,12,2,28,3,28,3,17,18,13,18,13,18,3,18,3,1.0
19,23,7,9,8,24,21,11,7,23,20,10,3,27,8,19,21,10,28,4,21,10,27,3,21,3,12,23,17,13,18,13,18,6,7,24,7,24,7,18,7,18,2.0
17,26,4,10,4,26,19,12,5,27,19,12,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,2.0
22,17,13,8,13,17,22,8,14,18,23,9,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
9,26,3,20,4,27,10,21,4,27,10,21,7,23,12,18,19,13,23,7,18,12,24,8,19,8,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,1.0
21,18,12,9,12,18,21,9,13,19,22,10,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
17,26,4,10,4,26,19,12,5,27,19,12,10,20,15,15,16,16,20,10,15,15,21,11,16,11,18,24,9,20,11,20,11,5,6,25,6,25,6,11,6,11,1.0
13,26,3,15,4,27,14,16,4,27,15,17,12,18,15,14,15,16,18,12,15,16,19,13,15,13,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
19,16,14,11,14,16,19,11,15,17,20,12,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
21,18,11,8,12,19,22,9,12,19,22,9,9,18,19,10,11,20,20,11,11,20,20,11,11,11,20,18,9,21,10,21,10,11,12,19,12,19,12,10,12,10,2.0
15,23,5,12,6,24,17,14,7,25,17,14,11,19,15,15,16,16,19,11,15,15,20,12,16,12,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,1.0
15,25,4,13,5,26,16,14,5,26,17,15,9,19,14,15,16,15,20,10,16,15,21,11,16,11,18,19,11,19,12,19,12,10,11,20,11,20,11,12,11,12,1.0
15,20,10,14,10,20,16,15,11,21,16,15,16,13,22,6,8,24,14,17,7,23,14,17,8,17,27,12,3,28,4,27,3,17,18,13,18,13,18,4,18,3,2.0
16,22,7,12,8,23,18,14,8,23,17,13,2,28,10,19,20,11,29,3,20,11,28,2,20,2,16,29,12,18,14,17,13,0,1,30,1,30,1,14,1,13,1.0
16,19,11,12,11,19,17,13,12,20,18,14,18,11,26,4,5,27,12,19,4,26,12,19,5,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,2.0
16,24,4,11,5,25,18,13,6,26,18,13,11,19,14,16,17,15,19,11,16,14,20,12,17,12,23,19,6,24,7,24,7,8,10,21,10,21,10,7,10,7,1.0
16,30,0,12,1,31,18,14,0,30,17,13,0,30,5,24,25,6,31,1,25,6,30,0,25,0,14,25,15,15,16,15,16,2,4,27,4,27,4,16,4,16,2.0
15,25,4,13,5,26,16,14,5,26,17,15,12,18,15,14,15,16,18,12,15,16,19,13,15,13,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
8,25,5,19,5,25,10,21,6,26,10,21,3,26,15,13,15,17,27,4,14,16,27,4,15,4,16,20,12,18,14,17,13,9,10,21,10,21,10,14,10,13,2.0
9,28,1,20,2,29,10,21,2,29,10,21,3,26,11,19,19,11,27,4,20,12,27,4,19,4,16,22,12,18,14,17,13,6,8,24,7,23,8,14,7,13,2.0
20,18,11,9,12,19,21,10,12,19,21,10,7,22,17,12,13,18,23,8,13,18,23,8,13,8,16,20,13,17,14,17,14,9,10,21,10,21,10,14,10,14,2.0
19,22,7,10,8,23,20,11,8,23,20,11,8,21,18,11,12,19,22,9,12,19,22,9,12,9,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
21,15,15,9,15,15,21,9,16,16,22,10,17,12,29,1,2,30,13,18,1,29,13,18,2,18,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,1.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
18,29,1,9,1,29,20,11,2,30,20,11,15,14,20,10,11,21,15,16,10,20,15,16,11,16,17,15,13,18,14,17,13,14,15,16,15,16,15,14,15,13,1.0
14,25,5,13,5,25,16,15,6,26,16,15,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
17,23,5,10,6,24,19,12,7,25,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,19,7,23,8,23,8,8,10,21,10,21,10,8,10,8,1.0
21,23,7,8,8,24,22,9,7,23,22,9,4,26,8,22,22,8,27,5,23,9,26,4,22,4,11,26,18,12,19,12,19,3,4,27,4,27,4,19,4,19,2.0
16,27,3,11,3,27,18,13,4,28,18,13,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,18,8,22,9,22,9,11,12,19,12,19,12,9,12,9,2.0
13,31,0,15,0,31,15,17,0,31,14,16,0,30,9,19,20,10,31,1,21,11,30,0,20,0,17,23,11,19,13,18,12,7,8,24,7,23,8,13,7,12,2.0
15,23,5,15,6,24,15,15,7,25,16,16,16,14,19,11,12,20,14,16,11,19,15,17,12,17,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,1.0
16,25,3,12,4,26,17,13,5,27,18,14,12,18,16,14,15,17,18,12,14,16,19,13,15,13,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
16,28,2,11,2,28,18,13,3,29,18,13,12,18,16,14,15,17,18,12,14,16,19,13,15,13,25,14,4,26,5,26,5,15,16,15,16,15,16,5,16,5,2.0
13,22,8,16,8,22,14,17,9,23,14,17,14,16,20,8,10,22,16,14,9,21,17,15,10,15,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
14,30,0,13,0,30,16,15,1,31,16,15,12,18,17,13,14,18,18,12,13,17,19,13,14,13,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,2.0
14,23,7,15,7,23,15,16,8,24,15,16,17,13,22,8,9,23,13,17,8,22,14,18,9,18,29,11,1,30,2,29,1,18,19,12,19,12,19,2,19,1,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
12,24,5,16,6,25,13,17,6,25,14,18,6,23,9,21,21,9,24,7,22,10,24,7,21,7,18,29,10,20,12,19,11,1,2,30,1,29,2,12,1,11,1.0
15,24,4,12,5,25,17,14,6,26,17,14,11,19,14,16,17,15,19,11,16,14,20,12,17,12,22,19,7,23,8,23,8,8,10,21,10,21,10,8,10,8,2.0
20,30,0,8,1,31,22,10,0,30,21,9,3,27,10,19,20,11,28,4,20,11,27,3,20,3,12,25,17,13,18,13,18,4,5,26,5,26,5,18,5,18,2.0
15,30,0,12,0,30,17,14,1,31,17,14,15,15,19,11,12,20,15,15,11,19,16,16,12,16,19,15,11,20,12,19,11,14,15,16,15,16,15,12,15,11,1.0
15,22,7,13,8,23,17,15,8,23,16,14,0,31,7,21,22,8,31,0,23,9,31,0,22,0,13,30,15,15,17,14,16,0,1,31,0,30,1,17,0,16,1.0
20,26,3,9,4,27,21,10,4,27,21,10,2,27,10,20,20,10,28,3,21,11,28,3,20,3,13,28,16,14,17,14,17,2,3,29,2,28,3,17,2,17,1.0
18,25,3,12,4,26,18,12,5,27,19,13,15,15,19,11,12,20,15,15,11,19,16,16,12,16,23,13,6,24,7,24,7,16,17,14,17,14,17,7,17,7,2.0
