@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
17,7,18,12,16,27,2,27,2,22,3,20,9,18,11,17,13,26,3,1,16,12,16,13,17,11,17,3,25,3,21,7,16,12,26,2,25,5,17,2,21,2,21,3,18,8,19,7,18,3,16,8,18,9,17,9,18,3,22,2,27,1,21,6,21,5,20,3,19,3,17,9,21,3,21,2,17,5,16,3,17,7,21,3,16,9,16,8,17,3,18,2,17,3,17,3,4,5,25,6,24,11,23,5,26,5,24,7,24,19,5,19,5,5,11,12,11,19,4,13,11,0,6,23,13,11,5,24,5,23,5,23,6,25,4,24,4,24,7,11,6,11,5,24,7,5,7,11,24,27,27,2,26,2,26,4,1,25,3,0,29,0,30,1,3,0,29,0,29,0,30,1,4,0,4,24,3,0,30,0,29,0,3,27,1,0,29,1,28,1,28,1,28,1,2,1,1,0,4,1,4,0,30,0,30,0,4,0,1,2,1,3,0,3,0,30,0,29,0,4,1.0
18,5,18,7,13,26,3,26,3,25,3,24,4,23,4,15,11,25,3,2,18,7,14,11,18,5,19,4,24,4,24,4,15,10,25,3,24,4,19,3,24,3,24,3,23,4,23,4,20,4,18,5,19,5,19,4,19,4,25,3,26,2,23,4,24,4,24,3,23,3,16,6,24,3,24,3,19,4,18,4,18,4,23,4,18,5,15,5,18,4,20,3,16,4,19,3,2,4,27,5,26,15,24,3,28,4,26,6,25,19,9,19,9,4,11,16,11,19,8,17,11,8,5,24,17,11,4,25,4,24,4,24,4,26,2,26,2,26,6,11,5,11,3,26,6,9,6,11,25,15,28,1,27,1,27,2,0,26,2,11,17,0,30,13,2,12,17,12,17,0,30,13,3,0,3,25,2,11,30,0,17,0,2,28,0,0,17,13,16,12,16,13,15,13,1,13,0,12,3,13,2,0,30,0,30,0,3,0,13,1,13,2,12,2,0,30,0,17,0,3,1.0
2,18,4,26,2,22,7,22,7,12,8,11,19,10,25,3,27,21,7,6,2,26,2,27,3,25,3,8,20,8,12,18,2,26,21,8,20,17,3,7,11,7,11,7,10,18,10,17,4,8,2,18,4,19,3,19,4,8,12,7,22,6,10,17,11,17,11,8,10,7,3,19,11,7,11,8,3,17,2,8,3,17,10,8,2,19,2,18,2,8,4,7,3,8,3,8,15,17,14,21,10,30,8,16,15,20,13,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,17,10,15,13,15,13,22,0,21,0,16,13,22,0,22,0,24,30,27,2,26,2,26,4,1,25,3,0,30,0,30,0,3,0,30,0,30,0,30,0,4,0,4,24,3,0,30,0,30,0,3,27,1,0,30,0,30,0,30,0,30,0,2,0,1,0,4,0,4,0,30,0,30,0,4,0,0,2,0,3,0,3,0,30,0,30,0,4,-1.0
15,8,16,13,14,23,5,23,4,20,6,19,10,18,12,15,14,21,5,3,15,13,14,14,16,12,16,7,19,6,19,8,15,14,21,4,19,6,16,5,20,5,19,5,18,9,18,8,16,6,15,9,16,10,16,10,16,7,21,5,23,3,18,7,19,7,19,7,18,6,15,10,20,6,20,5,16,7,15,7,16,8,18,6,15,10,15,9,15,6,16,5,15,7,16,7,0,0,30,1,29,24,26,0,30,0,30,2,27,28,0,28,0,1,2,26,2,28,0,26,2,0,2,27,26,2,0,28,1,27,0,28,0,29,0,30,0,30,2,2,2,2,0,30,2,0,2,2,26,5,29,0,28,0,28,2,0,27,1,15,10,0,30,19,1,16,9,17,11,0,30,21,2,0,2,27,1,13,30,0,9,0,1,29,0,0,9,19,6,21,7,20,5,19,0,20,0,17,2,20,2,0,30,0,30,0,2,0,21,0,20,1,16,1,0,30,0,9,0,2,-1.0
22,0,23,5,18,30,0,30,0,29,0,27,2,26,4,20,8,30,0,0,21,5,20,8,22,5,22,0,30,0,29,0,19,7,30,0,30,0,22,0,28,0,28,0,28,1,26,1,23,0,21,1,23,2,22,2,23,0,29,0,30,0,28,0,28,1,27,0,26,0,20,2,28,0,28,0,22,1,21,0,22,1,28,0,22,2,19,1,22,0,23,0,20,0,22,0,0,0,30,1,30,27,28,0,30,0,30,2,29,29,0,29,0,0,1,28,1,29,0,28,1,0,1,28,28,1,0,29,0,28,0,28,0,30,0,30,0,30,2,1,1,1,0,30,2,0,2,1,17,30,20,8,20,8,18,10,6,18,10,0,30,0,30,0,10,0,30,0,30,0,30,0,10,0,10,17,10,0,30,0,30,0,10,20,7,0,30,0,30,0,30,0,30,0,8,0,7,0,10,0,10,0,30,0,30,0,10,0,0,8,0,10,0,10,0,30,0,30,0,10,1.0
11,8,13,17,11,22,6,23,7,22,8,21,9,20,16,12,18,21,6,6,11,17,11,18,12,16,11,7,21,7,21,8,11,17,22,7,21,7,12,7,21,6,21,6,20,8,20,7,13,8,11,8,13,9,12,9,13,8,22,7,22,6,20,7,21,7,21,8,20,6,12,9,20,6,21,7,12,7,11,7,12,7,20,7,11,9,11,8,11,8,13,7,12,8,12,8,9,11,20,15,14,30,10,10,21,13,19,17,11,30,0,30,0,16,0,30,0,30,0,30,0,0,17,11,30,0,14,13,16,11,14,13,11,14,9,19,9,19,17,0,17,0,10,19,17,0,17,0,20,27,23,6,22,6,22,8,5,21,7,0,29,0,30,1,7,0,29,0,29,0,30,1,8,0,8,20,7,0,30,0,29,0,7,23,5,0,29,1,28,1,28,1,28,1,6,1,5,0,8,1,8,0,30,0,30,0,8,0,1,6,1,7,0,7,0,30,0,29,0,8,1.0
18,3,19,9,16,26,2,27,2,26,3,25,3,25,7,18,11,25,2,2,18,9,16,11,19,7,18,3,25,2,25,3,17,10,26,2,25,2,19,3,26,2,25,2,25,3,25,2,20,3,18,3,19,4,19,3,20,4,27,3,26,2,25,2,25,2,26,3,25,2,18,4,25,2,26,2,19,2,18,3,19,2,25,2,18,4,17,3,18,3,20,3,18,4,19,3,2,4,27,6,25,12,23,3,28,5,26,7,24,20,5,20,5,5,10,14,10,20,4,15,10,2,6,23,15,10,5,24,5,23,5,23,4,25,2,26,2,26,7,10,6,10,3,26,7,5,7,10,22,22,25,3,25,3,24,4,2,24,5,0,27,0,30,3,5,0,28,0,27,0,30,2,4,0,5,22,4,0,30,0,28,0,5,26,2,0,28,3,25,2,24,2,25,3,3,3,2,0,5,3,5,0,30,0,30,0,5,0,2,3,2,5,0,5,0,30,0,28,0,5,1.0
18,9,19,10,18,25,2,26,3,21,5,20,9,19,9,19,11,23,3,2,18,10,18,11,19,9,18,4,23,4,21,9,18,10,24,5,22,8,19,3,20,2,20,3,19,9,19,8,20,5,18,9,20,10,19,9,20,5,21,3,25,2,19,8,20,8,20,5,19,3,19,10,19,3,20,5,19,8,18,4,19,8,19,4,18,10,18,9,18,5,20,3,19,5,19,5,2,4,27,5,26,26,24,3,28,4,26,6,25,28,1,28,1,4,2,26,2,28,0,27,2,0,5,24,27,2,4,25,4,24,4,24,4,26,2,26,2,26,6,2,5,2,3,26,6,1,6,2,25,30,28,1,27,1,27,3,0,26,2,0,30,0,30,0,2,0,30,0,30,0,30,0,3,0,3,25,2,0,30,0,30,0,2,28,0,0,30,0,30,0,30,0,30,0,1,0,0,0,3,0,3,0,30,0,30,0,3,0,0,1,0,2,0,2,0,30,0,30,0,3,1.0
15,13,13,13,13,20,7,21,7,15,8,14,11,14,12,13,14,18,7,6,14,14,13,15,14,12,15,9,17,8,14,11,14,15,19,8,17,11,16,8,17,7,15,7,14,12,15,12,14,9,15,14,13,12,14,11,14,9,16,7,20,6,15,12,15,11,15,8,15,8,13,13,16,8,16,8,14,11,15,9,14,12,15,8,14,13,14,14,15,9,15,8,14,10,15,8,0,0,30,0,30,30,30,0,30,0,30,0,30,30,0,30,0,0,0,30,0,30,0,30,0,0,0,30,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,0,0,30,0,0,0,0,29,25,30,0,29,0,30,1,0,29,0,1,28,0,30,2,0,0,28,0,28,0,30,2,1,0,1,29,0,0,30,0,28,0,0,30,0,0,28,2,26,2,26,2,27,2,0,2,0,0,1,2,1,0,30,0,30,0,1,0,2,0,2,0,0,0,0,30,0,28,0,1,-1.0
7,14,9,21,7,23,5,24,6,16,7,15,15,14,20,8,22,22,5,5,7,21,7,22,8,20,7,6,22,6,16,14,7,21,23,7,22,13,8,6,15,5,15,5,14,14,14,13,9,7,7,14,9,15,8,15,9,7,16,6,23,5,14,13,15,13,15,7,14,5,8,15,14,5,15,7,8,13,7,6,8,13,14,6,7,15,7,14,7,7,9,6,8,7,8,7,13,15,16,20,11,30,9,14,17,19,15,21,10,30,0,30,0,19,0,30,0,30,0,30,0,0,20,9,30,0,19,10,19,9,19,9,15,11,13,15,13,15,21,0,20,0,14,15,21,0,21,0,25,30,28,1,27,1,27,3,0,26,2,0,30,0,30,0,2,0,30,0,30,0,30,0,3,0,3,25,2,0,30,0,30,0,2,28,0,0,30,0,30,0,30,0,30,0,1,0,0,0,3,0,3,0,30,0,30,0,3,0,0,1,0,2,0,2,0,30,0,30,0,3,-1.0
13,10,15,15,13,25,3,25,3,19,5,17,12,16,14,14,16,23,3,2,13,15,13,16,14,14,14,5,22,5,18,10,13,15,23,4,21,8,14,3,18,3,18,3,16,11,16,10,15,5,13,11,15,12,14,12,15,5,19,3,25,2,16,9,18,9,17,5,16,4,14,12,18,4,18,4,14,9,13,5,14,10,16,5,13,12,13,11,13,5,15,3,14,5,14,5,4,6,25,7,24,22,22,5,26,6,24,8,23,25,3,25,3,6,5,23,5,25,3,23,5,2,7,22,23,5,6,23,6,22,6,22,6,24,4,24,4,24,8,5,7,5,5,24,8,3,8,5,29,16,30,0,29,0,30,0,0,29,0,9,18,0,30,12,0,10,19,9,18,0,30,11,0,0,1,29,0,8,30,0,19,0,0,30,0,0,19,12,17,10,16,11,16,12,0,12,0,10,1,12,0,0,30,0,30,0,1,0,11,0,11,0,10,0,0,30,0,19,0,1,1.0
23,0,24,6,22,30,0,30,0,30,0,30,0,30,5,23,7,30,0,0,23,6,22,7,23,5,23,0,30,0,30,0,22,6,30,0,30,0,23,0,30,0,30,0,30,0,30,0,24,0,23,0,24,0,23,0,24,0,30,0,30,0,30,0,30,0,30,0,30,0,23,0,30,0,30,0,23,0,23,0,23,0,30,0,23,0,22,0,23,0,24,0,23,0,23,0,2,4,27,7,24,20,22,3,28,6,26,8,23,26,1,26,1,6,4,22,4,26,0,23,4,0,7,22,23,4,6,23,6,22,6,22,4,24,2,26,2,26,8,4,7,4,3,26,8,1,8,4,1,30,4,24,3,24,2,27,22,1,26,0,30,0,30,0,26,0,30,0,30,0,30,0,27,0,27,1,26,0,30,0,30,0,26,4,24,0,30,0,30,0,30,0,30,0,24,0,24,0,27,0,27,0,30,0,30,0,27,0,0,24,0,26,0,26,0,30,0,30,0,27,1.0
21,5,22,7,20,25,3,26,4,25,5,24,6,23,6,21,8,24,3,3,21,7,20,8,22,6,21,4,24,4,24,5,21,8,25,4,24,4,22,4,24,3,24,3,23,5,23,4,22,5,21,5,22,6,22,6,22,5,25,4,25,3,23,4,24,4,24,5,23,3,21,6,23,3,24,4,22,4,21,4,22,4,23,4,21,6,21,5,21,5,22,4,21,5,22,5,0,0,30,0,30,19,29,0,30,0,30,1,30,24,3,24,3,0,6,20,6,24,2,21,6,1,0,29,21,6,0,30,0,29,0,29,0,30,0,30,0,30,1,6,0,6,0,30,1,3,1,6,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,-1.0
17,7,18,11,17,22,4,23,5,21,7,19,8,18,10,18,12,20,4,4,17,11,17,12,18,10,17,6,19,5,19,7,17,11,21,5,19,5,18,6,21,5,20,4,18,8,18,7,19,7,17,8,19,9,18,8,19,8,22,6,22,4,18,6,19,5,20,8,19,6,18,9,19,5,20,5,18,5,17,7,18,7,18,6,17,9,17,8,17,7,19,6,18,8,18,8,2,4,27,5,26,13,24,3,28,4,26,6,25,20,6,20,6,4,10,13,10,20,3,16,10,2,5,24,16,10,4,25,4,24,4,24,4,26,2,26,2,26,6,10,5,10,3,26,6,6,6,10,29,12,30,0,29,0,30,1,0,29,0,0,22,0,30,8,0,3,22,3,22,0,30,8,1,0,1,29,0,0,30,0,22,0,0,30,0,0,22,8,17,8,17,8,14,8,0,8,0,3,1,8,1,0,30,0,30,0,1,0,8,0,8,0,3,0,0,30,0,22,0,1,1.0
16,6,16,12,14,26,3,26,3,24,3,23,5,22,10,15,14,25,4,2,15,12,14,14,15,11,16,4,24,4,23,5,14,13,25,3,24,5,16,3,23,3,23,4,22,5,22,5,17,4,15,6,16,6,16,6,16,4,24,3,26,2,23,5,23,5,23,3,22,4,15,7,23,4,23,3,16,5,15,4,15,5,23,4,15,6,14,6,16,4,17,3,15,4,16,3,3,5,26,6,25,14,23,4,27,5,25,7,24,19,8,19,8,5,11,16,11,19,8,16,11,7,6,23,16,11,5,24,5,23,5,23,5,25,3,25,3,25,7,11,6,11,4,25,7,8,7,11,25,14,28,1,27,1,27,2,0,26,2,12,16,0,30,14,2,13,16,13,16,0,30,14,3,0,3,25,2,12,30,0,16,0,2,28,0,0,16,14,15,13,15,14,14,14,1,14,0,13,3,14,2,0,30,0,30,0,3,0,14,1,14,2,13,2,0,30,0,16,0,3,1.0
16,6,18,12,16,26,3,26,3,23,4,21,8,19,11,17,13,25,3,2,16,12,16,13,17,11,17,4,24,4,22,6,16,12,25,3,24,4,17,3,22,3,22,3,19,7,20,6,18,4,16,7,18,8,17,8,18,4,23,3,26,2,21,5,22,4,21,4,20,3,17,8,22,3,22,3,17,4,16,4,17,6,21,4,16,8,16,7,16,4,18,3,17,4,17,4,2,4,27,5,26,20,24,3,28,4,26,6,25,23,5,23,5,4,7,21,7,23,5,21,7,4,5,24,21,7,4,25,4,24,4,24,4,26,2,26,2,26,6,7,5,7,3,26,6,5,6,7,24,23,27,2,26,2,26,4,1,25,3,0,27,0,30,3,3,1,27,1,27,0,30,3,4,0,4,24,3,0,30,0,27,0,3,27,1,0,27,3,25,3,25,3,24,3,2,3,1,1,4,3,4,0,30,0,30,0,4,0,3,2,3,3,1,3,0,30,0,27,0,4,1.0
14,5,15,13,13,26,3,26,3,24,3,22,5,20,11,14,15,25,3,2,13,13,13,15,14,12,15,4,24,4,23,4,13,14,25,3,24,4,15,3,23,3,23,3,21,5,21,4,16,4,14,6,15,6,15,6,15,4,24,3,26,2,22,4,23,4,22,3,21,3,14,7,23,3,23,3,15,4,14,4,14,4,22,4,13,6,13,6,14,4,16,3,14,4,15,3,2,4,27,5,26,14,24,3,28,4,26,6,25,19,8,19,8,4,11,15,11,19,7,16,11,6,5,24,16,11,4,25,4,24,4,24,4,26,2,26,2,26,6,11,5,11,3,26,6,8,6,11,25,14,28,1,27,1,27,2,0,26,2,11,16,0,30,14,2,12,17,11,16,0,30,13,2,0,3,25,2,10,30,0,17,0,2,28,0,0,17,14,15,12,14,13,14,14,1,14,0,12,3,14,2,0,30,0,30,0,3,0,13,1,13,2,12,2,0,30,0,17,0,3,1.0
13,5,15,15,13,25,3,26,4,25,5,24,6,23,14,14,16,24,3,3,13,15,13,16,14,14,13,4,24,4,24,5,13,15,25,4,24,4,14,4,24,3,24,3,23,5,23,4,15,5,13,5,15,6,14,6,15,5,25,4,25,3,23,4,24,4,24,5,23,3,14,6,23,3,24,4,14,4,13,4,14,4,23,4,13,6,13,5,13,5,15,4,14,5,14,5,11,13,18,16,15,30,13,12,19,15,17,17,14,30,0,30,0,15,0,30,0,30,0,30,0,0,16,13,30,0,15,14,15,13,15,13,13,15,11,17,11,17,17,0,16,0,12,17,17,0,17,0,10,30,13,16,12,16,12,18,15,11,17,0,30,0,30,0,17,0,30,0,30,0,30,0,18,0,18,10,17,0,30,0,30,0,17,13,15,0,30,0,30,0,30,0,30,0,16,0,15,0,18,0,18,0,30,0,30,0,18,0,0,16,0,17,0,17,0,30,0,30,0,18,1.0
13,8,15,15,13,26,3,26,2,20,3,18,10,17,14,14,16,25,3,2,13,15,13,16,14,14,14,4,24,3,19,8,13,15,25,2,24,6,14,3,20,3,19,3,17,9,18,8,15,3,13,9,15,10,14,10,15,4,21,3,26,2,19,7,19,6,19,4,18,3,14,10,20,3,20,2,14,6,13,4,14,8,19,3,13,10,13,9,13,3,15,3,14,4,14,4,3,5,26,6,25,17,23,4,27,5,25,7,24,23,3,23,3,5,7,20,7,23,4,19,7,2,6,23,19,7,5,24,5,23,5,23,5,25,3,25,3,25,7,7,6,7,4,25,7,3,7,7,29,18,30,0,29,0,30,1,0,29,0,1,25,0,30,5,0,1,25,1,25,0,30,5,1,0,1,29,0,0,30,0,25,0,0,30,0,0,25,5,21,5,21,5,21,5,0,5,0,1,1,5,1,0,30,0,30,0,1,0,5,0,5,0,1,0,0,30,0,25,0,1,1.0
20,4,20,8,18,26,2,27,3,26,4,25,5,24,7,19,9,25,2,2,20,9,18,10,20,7,20,3,25,3,25,4,19,10,26,3,25,3,21,3,25,2,25,2,24,4,24,3,20,4,20,4,20,5,20,5,20,4,26,3,26,2,24,3,25,3,25,4,24,2,19,5,24,2,25,3,20,3,20,3,20,3,24,3,20,5,19,4,20,4,20,3,19,4,20,4,0,0,30,0,29,17,27,0,30,0,30,1,28,19,10,19,10,1,11,17,11,19,9,18,11,9,1,28,18,11,0,29,1,28,0,29,0,29,0,30,0,30,1,11,1,11,0,30,1,10,1,11,23,9,25,4,24,3,24,5,3,23,3,14,13,0,30,16,4,15,13,15,13,0,30,17,5,0,6,23,4,14,30,0,13,0,4,25,3,0,13,16,11,17,11,16,10,17,4,17,4,15,6,16,6,0,30,0,30,0,6,0,17,4,16,4,15,5,0,30,0,13,0,6,1.0
12,10,14,16,12,23,4,24,4,18,6,17,12,16,15,13,17,21,4,4,12,16,12,17,13,15,12,6,21,5,18,10,12,16,22,5,20,8,13,5,18,4,17,4,16,11,16,10,14,6,12,11,14,12,13,12,14,7,19,5,23,4,16,9,17,9,17,7,16,5,13,12,17,5,18,6,13,9,12,6,13,10,16,5,12,12,12,11,12,6,14,5,13,7,13,7,4,6,25,8,23,23,21,5,26,7,24,9,22,25,4,25,4,7,5,23,5,25,3,24,5,3,8,21,24,5,7,22,7,21,7,21,6,23,4,24,4,24,9,5,8,5,5,24,9,4,9,5,29,12,30,0,29,0,30,0,0,29,0,15,13,0,30,17,0,16,14,15,13,0,30,16,0,0,1,29,0,15,30,0,14,0,0,30,0,0,14,17,13,15,12,16,12,17,0,17,0,16,1,17,0,0,30,0,30,0,1,0,16,0,16,0,16,0,0,30,0,14,0,1,1.0
13,12,13,15,11,20,7,21,7,16,9,15,12,15,14,12,16,18,8,6,13,16,11,17,13,14,13,9,17,8,15,11,12,17,19,8,17,10,14,8,18,7,16,8,15,12,16,12,13,9,13,13,13,12,13,12,13,10,17,8,20,6,17,11,16,10,16,10,16,8,12,12,17,8,17,8,13,10,13,9,13,12,17,8,13,13,12,13,13,9,13,8,12,10,13,10,0,0,30,8,18,30,13,0,30,6,30,12,14,30,0,30,0,12,0,30,0,30,0,30,0,0,12,15,30,0,9,18,12,14,8,18,0,18,0,30,0,30,12,0,12,0,0,30,12,0,12,0,25,5,27,1,26,2,26,2,1,25,3,17,9,0,30,21,3,19,9,18,9,0,30,20,3,0,4,25,2,17,30,0,9,0,3,27,2,0,9,21,7,19,7,20,5,21,2,21,2,19,4,21,2,0,30,0,30,0,4,0,21,2,20,3,19,3,0,30,0,9,0,4,-1.0
4,13,6,24,4,21,8,21,8,17,9,16,14,15,23,5,25,20,8,7,4,24,4,25,5,23,5,9,19,9,17,13,4,24,20,9,19,12,5,8,16,8,16,8,15,13,15,12,6,9,4,13,6,14,5,14,6,9,17,8,21,7,15,12,16,12,16,9,15,8,5,14,16,8,16,9,5,12,4,9,5,12,15,9,4,14,4,13,4,9,6,8,5,9,5,9,14,16,15,18,13,30,11,15,16,17,14,19,12,30,0,30,0,17,0,30,0,30,0,30,0,0,18,11,30,0,17,12,17,11,17,11,16,13,14,14,14,14,19,0,18,0,15,14,19,0,19,0,21,24,26,2,25,2,24,4,1,23,3,3,25,1,26,5,4,4,26,3,24,2,26,4,4,2,4,22,4,3,26,3,26,3,4,26,1,2,26,4,25,3,24,4,24,5,2,5,1,4,4,5,4,3,27,2,28,2,5,1,4,2,4,3,4,4,1,27,2,26,3,4,-1.0
4,10,6,24,4,20,8,21,9,20,10,19,11,18,23,5,25,19,8,8,4,24,4,25,5,23,4,9,19,9,19,10,4,24,20,9,19,9,5,9,19,8,19,8,18,10,18,9,6,10,4,10,6,11,5,11,6,10,20,9,20,8,18,9,19,9,19,10,18,8,5,11,18,8,19,9,5,9,4,9,5,9,18,9,4,11,4,10,4,10,6,9,5,10,5,10,14,16,15,19,12,30,10,15,16,18,14,20,11,30,0,30,0,18,0,30,0,30,0,30,0,0,19,10,30,0,18,11,18,10,18,10,16,12,14,14,14,14,20,0,19,0,15,14,20,0,20,0,19,30,24,5,22,4,21,8,2,20,6,0,30,0,30,0,6,0,30,0,30,0,30,0,8,0,8,19,7,0,30,0,30,0,6,23,3,0,30,0,30,0,30,0,30,0,4,0,3,0,8,0,8,0,30,0,30,0,8,0,0,5,0,6,0,6,0,30,0,30,0,8,-1.0
