@relation 'Sax dominant'

@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaaa numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdca numeric
@attribute o2atLdca numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atLeee numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdba numeric
@attribute o2atLdba numeric
@attribute o2atMcdb numeric
@attribute o2atLcdb numeric
@attribute o2atMded numeric
@attribute o2atLded numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atLeee numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMabe numeric
@attribute o3atLabe numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute destClass {2,1}

@data
30,0,30,0,30,12,1,0,30,0,30,0,30,0,30,0,30,0,1,14,16,13,16,13,16,12,1,30,14,14,15,14,15,14,0,30,14,29,16,0,1,0,1,0,30,0,1,0,16,0,1,0,30,0,0,30,0,30,0,30,0,16,0,15,0,16,0,16,0,16,0,1,0,0,1,0,1,13,14,11,12,14,15,21,10,13,12,17,12,18,9,23,8,13,16,16,14,27,7,18,11,18,11,14,12,13,16,22,9,28,3,21,8,14,7,13,15,17,11,1,29,2,18,7,18,10,14,7,18,8,27,2,16,12,21,7,11,17,6,23,4,30,12,16,12,18,11,22,5,24,5,24,6,17,16,12,16,13,17,5,17,6,22,0,30,0,30,0,30,0,17,0,30,0,30,13,16,0,30,5,23,0,30,0,0,30,0,30,0,17,4,24,0,17,1.0
30,0,30,0,30,20,1,0,30,0,30,0,30,0,30,0,30,0,1,25,6,22,5,22,5,21,0,30,2,25,3,24,2,24,0,30,1,29,6,0,1,0,1,0,30,0,1,0,6,0,1,0,30,0,0,30,0,30,0,30,0,5,0,2,0,6,0,5,0,5,0,1,0,0,1,0,1,22,14,10,12,14,15,22,9,13,11,17,12,19,8,24,7,13,16,16,14,30,6,19,11,18,10,14,11,13,16,23,8,30,0,22,7,14,6,13,15,17,10,0,30,0,18,6,18,9,14,6,18,7,30,0,16,12,22,6,9,18,2,27,0,30,11,18,10,18,9,26,1,28,1,28,2,19,16,12,17,11,17,1,19,2,26,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,1,27,0,30,0,0,30,0,30,0,19,0,28,0,19,1.0
24,5,24,5,22,27,1,6,22,6,24,4,30,4,23,6,23,6,1,29,2,28,1,28,1,27,0,30,0,29,1,28,0,28,0,30,0,29,2,6,1,5,1,0,24,0,1,6,2,6,1,6,30,0,0,30,0,30,0,30,0,1,0,0,6,2,5,1,6,1,0,1,0,0,1,0,1,28,13,12,11,13,16,24,11,12,13,16,13,17,6,26,5,12,17,15,15,30,4,17,12,17,12,13,13,12,17,25,6,30,0,24,5,13,4,12,16,16,12,0,30,0,17,4,17,11,13,4,17,5,30,0,15,13,24,4,11,16,3,26,1,30,13,16,12,16,11,25,2,27,2,27,3,17,14,14,15,13,15,2,17,3,25,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,2,26,0,30,0,0,30,0,30,0,17,1,27,0,17,1.0
28,0,28,0,28,19,0,0,28,0,28,0,28,0,28,0,28,0,0,24,6,21,5,21,6,20,0,30,3,23,4,23,4,23,0,30,3,29,6,0,0,0,1,0,29,0,0,1,6,0,0,0,28,0,0,29,0,29,0,30,0,6,0,4,1,6,0,5,1,6,1,1,1,0,1,0,0,22,13,12,11,13,16,26,11,12,13,16,13,17,4,28,3,12,17,15,15,30,2,17,12,17,12,13,13,12,17,27,4,30,0,26,3,13,2,12,16,16,12,0,30,0,17,2,17,11,13,2,17,3,30,0,15,13,26,2,7,20,0,30,0,30,9,21,8,20,7,30,0,30,0,30,0,21,18,10,19,9,19,0,21,0,30,0,30,0,30,0,30,0,21,0,30,0,30,10,18,0,30,0,30,0,30,0,0,30,0,30,0,21,0,30,0,21,2.0
22,4,23,5,20,29,0,6,20,6,23,3,28,3,22,7,21,5,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,5,0,5,1,1,24,1,0,7,0,6,0,6,28,0,0,29,0,29,0,30,0,0,1,0,7,0,4,0,7,0,1,0,1,0,1,0,0,30,12,13,10,12,17,26,12,11,14,15,14,16,4,28,3,11,18,14,16,30,2,16,13,16,13,12,14,11,18,27,4,30,0,26,3,12,2,11,17,15,13,0,30,0,16,2,16,12,12,2,16,3,30,0,14,14,26,2,19,8,2,27,0,30,21,8,20,8,19,26,1,28,1,28,2,9,6,22,7,21,7,1,9,2,26,0,30,0,30,0,30,0,9,0,30,0,30,22,6,0,30,1,27,0,30,0,0,30,0,30,0,9,0,28,0,9,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,14,10,12,17,21,13,11,15,14,15,15,9,23,8,11,18,13,16,29,7,15,14,15,14,12,15,11,18,22,9,30,1,21,8,12,7,11,17,14,14,0,30,0,15,7,15,13,12,7,15,8,29,0,13,15,21,7,12,16,5,24,3,30,13,15,13,17,12,23,4,25,4,25,5,16,15,13,15,14,16,4,16,5,23,0,30,0,30,0,30,0,16,0,30,0,30,14,15,0,30,4,24,0,30,0,0,30,0,30,0,16,3,25,0,16,2.0
26,3,26,3,24,28,1,4,24,4,26,2,30,2,25,4,25,4,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,4,1,3,1,0,26,0,1,4,2,4,1,4,30,0,0,30,0,30,0,30,0,0,0,0,4,2,3,0,4,0,0,1,0,0,1,0,1,29,14,11,12,14,15,22,10,13,12,17,12,18,8,24,7,13,16,16,14,30,6,18,11,18,11,14,12,13,16,23,8,30,0,22,7,14,6,13,15,17,11,0,30,0,18,6,18,10,14,6,18,7,30,0,16,12,22,6,10,17,5,25,3,30,12,17,11,17,10,24,4,26,3,25,4,17,15,13,16,12,16,4,18,4,24,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,3,24,0,30,0,0,30,0,30,0,18,3,25,0,18,1.0
21,8,21,8,19,28,1,9,19,9,21,7,30,7,20,9,20,9,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,9,1,8,1,0,21,0,1,9,2,9,1,9,30,0,0,30,0,30,0,30,0,0,0,0,9,2,8,0,9,0,0,1,0,0,1,0,1,29,13,12,11,13,16,21,11,12,13,16,13,17,9,23,8,12,17,15,15,29,7,17,12,17,12,13,13,12,17,22,9,30,1,21,8,13,7,12,16,16,12,0,30,0,17,7,17,11,13,7,17,8,29,0,15,13,21,7,14,14,10,20,8,30,15,13,15,15,14,19,9,21,8,20,9,13,13,15,13,16,14,9,14,9,19,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,8,19,0,30,0,0,30,0,30,0,14,8,20,0,14,1.0
25,1,26,2,23,29,0,3,23,3,26,0,28,0,25,4,24,2,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,2,0,2,1,1,27,1,0,4,0,3,0,3,28,0,0,29,0,29,0,30,0,0,1,0,4,0,1,0,4,0,1,0,1,0,1,0,0,30,13,13,11,13,16,26,12,12,14,15,14,16,4,28,3,12,17,14,15,30,2,16,13,16,13,13,14,12,17,27,4,30,0,26,3,13,2,12,16,15,13,0,30,0,16,2,16,12,13,2,16,3,30,0,14,14,26,2,15,12,0,30,0,30,17,13,16,12,15,30,0,30,0,30,0,13,10,18,11,17,11,0,13,0,30,0,30,0,30,0,30,0,13,0,30,0,30,18,10,0,30,0,30,0,30,0,0,30,0,30,0,13,0,30,0,13,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,11,11,13,16,23,10,12,12,17,12,18,7,25,6,12,17,16,15,30,5,18,11,18,11,13,12,12,17,24,7,30,0,23,6,13,5,13,16,17,12,0,30,0,18,5,18,10,13,5,18,6,30,0,16,12,23,5,9,18,0,30,0,30,11,19,10,18,9,30,0,30,0,30,0,19,16,12,17,11,17,0,19,0,30,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,0,30,0,30,0,0,30,0,30,0,19,0,30,0,19,2.0
20,6,21,7,18,29,0,8,18,8,21,5,28,5,20,9,19,7,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,7,0,7,1,1,22,1,0,9,0,8,0,8,28,0,0,29,0,29,0,30,0,0,1,0,9,0,6,0,9,0,1,0,1,0,1,0,0,30,13,12,11,13,16,27,11,12,13,16,13,17,3,29,2,12,17,15,15,30,1,17,12,17,12,13,13,12,17,28,3,30,0,27,2,13,1,12,16,16,12,0,30,0,17,1,17,11,13,1,17,2,30,0,15,13,27,1,19,8,2,27,0,30,21,8,20,8,19,26,1,28,1,28,2,9,6,22,7,21,7,1,9,2,26,0,30,0,30,0,30,0,9,0,30,0,30,22,6,0,30,1,27,0,30,0,0,30,0,30,0,9,0,28,0,9,2.0
10,19,10,19,8,29,1,20,8,20,10,18,30,18,9,20,9,19,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,19,1,19,1,0,10,0,0,20,0,20,0,20,30,0,0,30,0,30,0,30,0,0,0,0,20,1,19,0,20,0,0,0,0,0,1,0,0,30,13,11,11,13,16,22,10,12,12,17,12,18,8,24,7,12,17,16,15,30,6,18,11,18,11,13,12,12,17,23,8,30,0,22,7,13,6,12,16,17,11,0,30,0,18,6,18,10,13,6,18,7,30,0,16,12,22,6,19,8,9,21,7,24,21,8,20,8,19,20,8,22,7,20,8,8,6,22,7,21,7,8,8,8,20,3,26,3,26,4,25,4,9,2,30,3,25,22,6,4,24,7,20,0,30,0,0,30,0,30,0,9,7,21,3,9,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,21,12,11,14,15,14,16,9,23,8,11,18,14,16,29,7,16,13,16,13,12,14,11,18,22,9,30,1,21,8,12,7,11,17,15,13,0,30,0,16,7,16,12,12,7,16,8,29,0,14,14,21,7,11,17,3,26,1,30,12,16,12,18,11,25,2,27,2,27,3,17,16,12,16,13,17,2,17,3,25,0,30,0,30,0,30,0,17,0,30,0,30,13,16,0,30,2,26,0,30,0,0,30,0,30,0,17,1,27,0,17,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,15,12,13,15,14,20,11,14,13,16,13,17,10,22,9,14,15,15,13,30,8,17,12,17,11,14,12,13,15,21,10,30,0,20,9,15,8,13,14,16,11,0,30,0,17,8,17,11,14,8,17,9,30,0,15,12,20,8,9,18,3,26,1,30,11,18,10,18,9,25,2,27,2,27,3,19,16,12,17,11,17,2,19,3,25,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,2,26,0,30,0,0,30,0,30,0,19,1,27,0,19,1.0
24,5,24,5,22,19,1,6,22,6,24,4,30,4,23,6,23,6,1,22,9,20,8,20,9,19,0,30,6,21,8,21,7,21,0,30,6,29,9,6,1,5,1,0,24,0,1,6,9,6,1,6,30,0,0,30,0,30,0,30,0,8,0,7,6,9,5,8,6,8,0,1,0,0,1,0,1,20,14,11,12,14,15,19,11,13,12,17,13,18,11,21,10,13,16,16,14,26,9,18,12,17,11,14,12,13,16,20,11,27,4,19,10,14,9,13,15,17,11,2,28,3,17,9,18,11,14,9,17,10,26,3,16,12,19,9,15,13,12,18,10,30,16,12,16,14,15,17,11,19,10,18,11,12,12,16,12,17,13,11,13,11,17,0,30,0,30,0,30,0,13,0,30,0,30,17,12,0,30,10,17,0,30,0,0,30,0,30,0,13,10,18,0,13,1.0
27,0,28,0,22,28,0,2,25,2,27,0,30,0,25,3,24,2,0,29,0,28,1,29,0,28,0,30,0,29,0,28,0,29,0,30,0,29,0,2,1,0,1,0,28,0,1,3,1,2,0,2,30,0,0,30,0,30,0,30,0,1,0,0,3,1,0,1,3,1,0,1,0,0,1,0,0,29,13,9,11,13,16,24,7,12,11,16,12,19,4,28,2,12,17,15,15,30,1,18,10,17,9,13,11,12,17,26,3,30,0,25,3,13,2,12,16,16,10,0,30,0,18,2,18,8,13,2,17,3,30,0,15,12,26,1,9,18,1,28,0,30,11,18,10,18,9,27,0,29,0,29,1,19,16,12,17,11,17,0,19,1,28,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,0,28,0,30,0,0,30,0,30,0,19,0,29,0,19,1.0
23,6,23,6,21,28,1,7,21,7,23,5,30,5,22,7,22,7,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,7,1,6,1,0,23,0,1,7,2,7,1,7,30,0,0,30,0,30,0,30,0,0,0,0,7,2,6,0,7,0,0,1,0,0,1,0,1,29,13,12,12,14,15,23,11,13,13,16,13,17,5,27,3,13,16,15,14,30,2,17,12,16,11,13,12,12,16,25,5,30,0,24,4,14,3,12,15,16,11,0,30,0,17,2,17,11,13,3,16,4,30,0,15,12,25,2,11,16,2,27,0,30,13,16,12,16,11,26,1,28,1,28,2,17,14,14,15,13,15,1,17,2,26,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,1,27,0,30,0,0,30,0,30,0,17,0,28,0,17,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,12,12,14,15,22,11,13,13,16,13,17,8,24,7,13,16,15,14,30,6,17,12,17,12,14,13,13,16,23,8,30,0,22,7,14,6,13,15,16,12,0,30,0,17,6,17,11,14,6,17,7,30,0,15,13,22,6,10,17,4,26,2,30,12,17,11,17,10,25,3,27,2,26,3,17,15,13,16,12,16,3,18,3,25,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,2,25,0,30,0,0,30,0,30,0,18,2,26,0,18,1.0
30,0,30,0,30,20,1,0,30,0,30,0,30,0,30,0,30,0,1,25,6,22,5,22,5,20,0,30,1,25,3,24,2,24,0,30,0,29,6,0,1,0,1,0,30,0,1,0,6,0,1,0,30,0,0,30,0,30,0,30,0,5,0,2,0,6,0,5,0,5,0,1,0,0,1,0,1,22,14,9,12,14,15,23,8,13,10,18,12,20,7,25,6,13,16,16,14,30,5,20,10,18,9,14,10,13,16,24,7,30,0,23,6,14,5,13,15,17,9,0,30,0,18,5,19,8,14,5,18,6,30,0,16,11,23,5,9,18,3,26,1,30,11,18,10,18,9,25,2,27,2,27,3,19,16,12,17,11,17,2,19,3,25,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,2,26,0,30,0,0,30,0,30,0,19,1,27,0,19,1.0
30,0,30,0,30,22,1,0,30,0,30,0,30,0,30,0,30,0,1,26,6,24,4,23,5,22,0,30,2,25,4,25,3,24,0,30,2,29,6,0,1,0,1,0,30,0,1,0,6,0,1,0,30,0,0,30,0,30,0,30,0,4,0,3,0,6,0,4,0,4,0,1,0,0,1,0,1,24,14,9,12,14,15,25,8,13,10,18,12,20,5,27,4,13,16,16,14,30,3,20,10,18,8,13,9,12,16,26,5,30,0,25,4,14,3,12,15,17,8,0,30,0,18,3,19,8,13,3,18,4,30,0,16,10,25,3,7,20,0,30,0,30,9,21,8,20,7,30,0,30,0,30,0,21,18,10,19,9,19,0,21,0,30,0,30,0,30,0,30,0,21,0,30,0,30,10,18,0,30,0,30,0,30,0,0,30,0,30,0,21,0,30,0,21,1.0
30,0,30,0,30,19,1,0,30,0,30,0,30,0,30,0,30,0,1,23,7,21,7,21,7,19,0,30,3,23,5,22,5,23,0,30,3,29,7,0,1,0,1,0,30,0,1,0,7,0,1,0,30,0,0,30,0,30,0,30,0,7,0,5,0,7,0,7,0,7,0,1,0,0,1,0,1,21,14,10,12,14,15,22,9,13,11,17,12,19,8,24,7,13,16,16,14,30,6,19,11,18,10,14,11,13,16,23,8,30,0,22,7,14,6,13,15,17,10,0,30,0,18,6,18,9,14,6,18,7,30,0,16,12,22,6,9,18,3,26,1,30,11,18,10,18,9,25,2,27,2,27,3,19,16,12,17,11,17,2,19,3,25,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,2,26,0,30,0,0,30,0,30,0,19,1,27,0,19,1.0
24,5,24,5,22,28,1,6,22,6,24,4,30,4,23,6,23,6,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,6,1,5,1,0,24,0,1,6,2,6,1,6,30,0,0,30,0,30,0,30,0,0,0,0,6,2,5,0,6,0,0,1,0,0,1,0,1,29,13,13,11,13,16,22,12,12,14,15,14,16,8,24,7,12,17,14,15,30,6,16,13,16,13,13,14,12,17,23,8,30,0,22,7,13,6,12,16,15,13,0,30,0,16,6,16,12,13,6,16,7,30,0,14,14,22,6,12,16,8,22,6,30,13,15,13,16,12,21,7,23,6,22,7,15,14,14,15,14,15,7,16,7,21,0,30,0,30,0,30,0,16,0,30,0,30,14,14,0,30,6,21,0,30,0,0,30,0,30,0,16,6,22,0,16,2.0
30,0,30,0,30,27,1,0,30,0,30,0,30,0,30,0,30,0,1,29,2,28,1,28,1,27,0,30,0,29,1,28,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0,1,28,15,8,13,15,14,25,7,14,10,18,11,20,5,27,4,14,15,16,13,30,3,20,9,19,7,14,9,13,15,26,5,30,0,25,4,15,3,13,14,18,8,0,30,0,19,3,20,7,14,3,19,4,30,0,16,9,25,3,8,19,0,30,0,30,10,20,9,19,8,30,0,30,0,30,0,20,17,11,18,10,18,0,20,0,30,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,0,30,0,30,0,0,30,0,30,0,20,0,30,0,20,1.0
22,7,22,7,20,28,1,8,20,8,22,6,30,6,21,8,21,8,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,8,1,7,1,0,22,0,1,8,2,8,1,8,30,0,0,30,0,30,0,30,0,0,0,0,8,2,7,0,8,0,0,1,0,0,1,0,1,29,13,12,11,13,16,24,11,12,13,16,13,17,6,26,5,12,17,15,15,30,4,17,12,17,12,13,13,12,17,25,6,30,0,24,5,13,4,12,16,16,12,0,30,0,17,4,17,11,13,4,17,5,30,0,15,13,24,4,14,13,7,23,5,30,16,13,15,13,14,22,6,24,5,23,6,13,11,17,12,16,12,6,14,6,22,0,30,0,30,0,30,0,14,0,30,0,30,17,11,0,30,5,22,0,30,0,0,30,0,30,0,14,5,23,0,14,2.0
30,0,30,0,30,23,1,0,30,0,30,0,30,0,30,0,30,0,1,28,3,25,2,25,3,25,0,30,0,27,1,27,0,27,0,30,0,29,3,0,1,0,1,0,30,0,1,0,3,0,1,0,30,0,0,30,0,30,0,30,0,2,0,0,0,3,0,2,0,2,0,1,0,0,1,0,1,25,14,11,12,14,15,19,10,13,12,17,12,18,10,21,9,13,16,16,14,30,8,18,11,17,11,14,12,13,16,20,10,30,0,19,9,14,9,13,15,17,11,0,30,0,18,9,18,10,14,9,17,9,30,0,16,12,20,8,10,18,4,25,2,30,11,17,11,19,10,24,3,26,3,26,4,18,17,11,17,12,18,3,18,4,24,0,30,0,30,0,30,0,18,0,30,0,30,12,17,0,30,3,25,0,30,0,0,30,0,30,0,18,2,26,0,18,1.0
16,11,16,11,10,29,1,14,12,14,16,10,30,10,13,14,13,13,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,13,1,11,1,0,16,0,0,14,0,14,0,14,30,0,0,30,0,30,0,30,0,0,0,0,14,1,11,0,14,0,0,0,0,0,1,0,0,30,14,11,12,14,15,22,10,13,12,17,12,18,8,24,7,13,16,16,14,30,6,18,11,18,11,14,12,13,16,23,8,30,0,22,7,14,6,13,15,17,11,0,30,0,18,6,18,10,14,6,18,7,30,0,16,12,22,6,21,6,5,25,3,30,23,6,22,6,21,24,4,26,3,25,4,6,4,24,5,23,5,4,7,4,24,0,30,0,30,0,30,0,7,0,30,0,30,24,4,0,30,3,24,0,30,0,0,30,0,30,0,7,3,25,0,7,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,12,11,13,16,25,11,12,13,16,13,17,5,27,4,12,17,15,15,30,3,17,12,17,12,13,13,12,17,26,5,30,0,25,4,13,3,12,16,16,12,0,30,0,17,3,17,11,13,3,17,4,30,0,15,13,25,3,11,16,1,28,0,30,13,16,12,16,11,27,0,29,0,29,1,17,14,14,15,13,15,0,17,1,28,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,28,0,30,0,0,30,0,30,0,17,0,29,0,17,2.0
25,1,26,2,21,29,0,4,22,4,25,1,30,0,23,5,22,3,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,3,1,2,1,0,26,0,0,5,0,4,0,4,30,0,0,30,0,30,0,30,0,0,0,0,5,1,1,0,5,0,0,0,0,0,1,0,0,30,14,7,12,14,15,26,6,13,9,19,10,21,4,28,3,13,16,17,14,30,2,21,8,20,7,14,9,13,16,27,4,30,0,26,3,14,2,13,15,19,8,0,30,0,20,2,21,6,14,2,20,3,30,0,17,9,26,2,8,19,3,26,1,30,10,19,9,19,8,25,2,27,2,27,3,20,17,11,18,10,18,2,20,3,25,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,2,26,0,30,0,0,30,0,30,0,20,1,27,0,20,1.0
