@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute destClass {2,1}

@data
13,76,11,13,80,53,35,54,36,49,75,12,77,15,77,16,38,81,9,13,39,49,38,12,81,14,78,54,33,82,9,82,9,80,33,52,39,51,38,54,9,13,78,16,76,16,75,12,76,11,80,7,16,75,84,8,84,8,14,76,15,75,13,39,52,10,11,79,13,36,16,39,14,10,55,10,16,38,12,39,16,10,13,39,84,7,16,38,13,39,16,10,15,39,16,35,16,10,13,10,13,10,14,8,15,10,13,77,2.0
12,75,10,12,81,59,33,58,32,54,74,11,76,16,77,18,36,77,14,13,36,54,35,11,82,14,79,59,30,79,14,78,14,77,30,56,34,57,36,60,15,13,78,18,76,16,75,12,76,11,81,12,17,74,80,13,79,13,14,77,15,75,12,34,57,15,11,80,13,33,16,34,13,14,58,14,16,35,12,34,18,15,13,35,80,12,18,35,13,36,16,14,15,34,18,33,16,14,13,14,13,15,13,13,16,15,13,76,2.0
14,65,12,14,79,53,39,52,38,49,63,13,69,20,70,25,42,73,18,15,42,49,41,13,80,16,77,53,37,75,18,74,18,73,36,50,40,51,42,54,19,15,71,25,66,23,65,14,69,13,79,16,24,64,76,17,75,17,18,70,19,68,14,40,51,19,13,78,15,39,23,40,15,18,52,18,23,41,14,40,25,19,15,41,76,16,25,41,15,42,23,18,19,40,25,39,23,18,15,18,15,19,15,17,20,19,15,66,1.0
15,73,13,15,78,53,38,53,38,49,72,14,74,18,75,20,41,75,16,16,41,49,40,14,79,16,76,53,36,77,16,76,16,75,36,51,40,51,41,54,16,16,76,20,74,18,72,14,73,13,78,14,19,72,78,15,77,15,16,74,17,72,15,40,52,17,13,77,16,38,18,40,16,16,53,16,18,40,14,40,20,17,16,40,78,14,20,40,16,41,18,16,17,40,20,38,18,16,16,16,16,17,16,15,18,17,16,74,1.0
14,71,12,14,79,43,48,43,48,39,69,13,73,18,73,20,50,83,8,15,51,39,50,13,80,16,77,43,46,85,8,84,8,83,46,41,50,41,49,44,8,14,74,19,71,20,71,14,73,13,79,6,20,69,86,7,85,7,16,73,18,72,14,50,42,8,13,78,15,48,20,50,15,8,43,8,20,50,14,50,21,9,14,50,86,6,19,50,14,51,20,8,18,50,20,48,20,8,14,8,14,9,15,7,18,9,14,72,2.0
15,74,13,15,78,55,37,54,37,50,73,14,75,17,75,18,39,75,16,15,40,50,39,14,79,16,76,54,35,77,17,76,16,75,35,52,39,52,39,55,17,15,76,18,74,18,74,15,75,14,78,14,18,73,78,15,77,15,16,75,17,74,15,39,52,17,14,77,16,38,18,39,16,16,54,16,18,39,15,39,18,17,15,40,78,14,18,39,15,40,18,16,17,39,19,37,18,16,15,16,15,17,16,15,17,17,15,75,1.0
15,62,13,15,78,60,34,59,33,57,60,14,64,27,64,29,35,70,21,15,35,58,34,14,79,25,76,59,33,72,22,71,21,70,33,58,34,58,35,60,22,15,65,29,62,29,62,15,64,14,78,19,29,60,73,20,72,20,25,64,27,63,15,34,58,22,14,77,16,34,29,34,16,21,59,21,29,34,15,34,29,22,16,35,73,19,30,34,15,35,29,21,27,34,30,34,29,21,16,21,15,22,16,20,27,22,15,63,1.0
13,50,11,14,80,57,38,55,37,55,47,12,53,37,55,41,39,70,21,14,39,55,38,12,81,33,78,56,37,72,22,71,21,70,37,55,37,56,39,57,22,14,55,41,51,39,50,13,53,12,80,19,40,47,73,20,72,20,33,54,36,52,13,37,56,22,12,79,14,38,39,37,14,21,55,21,39,38,13,37,41,22,14,38,73,19,41,38,14,39,39,21,36,37,41,38,39,21,14,21,14,22,14,20,37,22,14,51,2.0
12,74,10,12,81,60,33,59,32,57,73,11,75,17,76,19,35,73,18,13,35,57,34,11,82,15,79,60,31,75,18,74,18,73,31,58,33,59,35,61,19,13,77,19,75,17,74,12,75,11,81,16,18,73,76,17,75,17,15,76,16,75,12,33,59,19,12,80,13,33,17,33,13,18,59,18,17,34,12,33,19,19,13,34,76,16,19,34,13,35,17,18,16,33,19,33,17,18,13,18,13,19,13,17,17,19,13,75,2.0
13,75,11,13,80,57,35,56,35,55,74,12,76,16,76,17,36,76,14,13,37,55,36,12,81,15,78,57,34,77,15,77,14,75,34,56,36,56,36,57,15,13,77,17,75,17,75,13,76,12,80,12,17,74,79,13,79,13,15,76,16,75,13,36,56,15,12,79,13,36,17,36,14,15,57,15,17,36,13,36,17,15,13,37,79,12,17,36,13,37,17,15,16,36,17,35,17,15,13,15,13,15,14,13,16,15,13,76,2.0
13,75,11,13,80,57,35,56,35,55,74,12,76,16,76,17,36,74,16,13,37,55,36,12,81,15,78,57,34,75,17,75,16,73,34,56,36,56,36,57,17,13,77,17,75,17,75,13,76,12,80,14,17,74,77,15,77,15,15,76,16,75,13,36,56,17,12,79,13,36,17,36,14,17,57,17,17,36,13,36,17,17,13,37,77,14,17,36,13,37,17,17,16,36,17,35,17,17,13,17,13,17,14,15,16,17,13,76,2.0
12,75,10,12,81,58,34,57,33,53,74,11,76,16,77,18,37,75,16,13,37,53,36,11,82,14,79,58,31,77,16,76,16,75,31,55,35,56,37,59,17,13,78,18,76,16,75,12,76,11,81,14,17,74,78,15,77,15,14,77,15,75,12,35,56,17,11,80,13,34,16,35,13,16,57,16,16,36,12,35,18,17,13,36,78,14,18,36,13,37,16,16,15,35,18,34,16,16,13,16,13,17,13,15,16,17,13,76,2.0
15,62,13,15,78,60,34,59,33,57,60,14,64,27,64,29,35,71,20,15,35,58,34,14,79,25,76,59,33,73,21,72,20,71,33,58,34,58,35,60,21,15,65,29,62,29,62,15,64,14,78,18,29,60,74,19,73,19,25,64,27,63,15,34,58,21,14,77,16,34,29,34,16,20,59,20,29,34,15,34,29,21,16,35,74,18,30,34,15,35,29,20,27,34,30,34,29,20,16,20,15,21,16,19,27,21,15,63,1.0
14,71,12,14,79,58,34,57,33,53,69,13,73,18,74,21,37,73,18,15,37,54,36,13,80,16,77,58,32,75,18,74,18,73,32,55,35,56,37,59,19,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,35,56,19,13,78,15,34,19,35,15,18,57,18,19,36,14,35,21,19,15,36,76,16,21,36,15,37,19,18,17,35,21,34,19,18,15,18,15,19,15,17,18,19,15,72,1.0
13,74,11,13,80,60,32,59,31,55,73,12,75,17,76,19,35,76,15,14,35,56,34,12,81,15,78,60,30,78,15,77,15,76,30,57,33,58,35,61,16,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,33,58,16,12,79,14,32,17,33,14,15,59,15,17,34,13,33,19,16,14,34,79,13,19,34,14,35,17,15,16,33,19,32,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,56,12,15,79,60,33,59,32,57,54,13,58,33,60,36,35,70,21,15,35,57,34,13,80,30,77,60,31,72,21,71,21,70,31,58,33,59,35,61,22,15,60,36,57,34,56,14,58,13,79,19,35,54,73,20,72,20,30,59,32,57,14,33,59,22,13,78,15,33,34,33,15,21,59,21,34,34,14,33,36,22,15,34,73,19,36,34,15,35,34,21,32,33,36,33,34,21,15,21,15,22,15,20,33,22,15,57,1.0
14,64,12,14,79,57,36,56,35,54,61,13,68,21,69,26,38,73,18,15,38,54,37,13,80,17,77,57,34,75,18,74,18,73,34,55,36,56,38,58,19,15,70,26,65,24,64,14,68,13,79,16,25,62,76,17,75,17,18,69,20,67,14,36,56,19,13,78,15,36,24,36,15,18,56,18,24,37,14,36,26,19,15,37,76,16,26,37,15,38,24,18,20,36,26,36,24,18,15,18,15,19,15,17,21,19,15,65,1.0
13,72,11,13,80,54,38,53,37,49,70,12,74,17,75,20,41,75,16,14,41,49,40,12,81,15,78,54,35,77,16,76,16,75,35,51,39,52,41,55,17,14,76,20,73,18,72,13,74,12,80,14,19,71,78,15,77,15,15,75,16,73,13,39,52,17,12,79,14,38,18,39,14,16,53,16,18,40,13,39,20,17,14,40,78,14,20,40,14,41,18,16,16,39,20,38,18,16,14,16,14,17,14,15,17,17,14,73,1.0
13,67,11,13,80,58,35,56,34,56,64,12,70,20,70,23,36,70,20,13,36,56,35,12,81,18,78,57,34,71,21,71,20,69,34,56,34,57,36,58,21,13,71,23,67,22,67,13,70,12,80,18,23,65,73,19,73,19,18,70,20,69,13,35,57,21,12,79,13,35,22,35,14,20,57,20,22,35,13,35,23,21,13,36,73,18,23,35,13,36,23,20,20,35,23,35,23,21,14,21,13,21,14,19,20,21,13,68,2.0
12,76,10,12,81,53,36,53,36,48,75,11,77,15,77,16,39,82,8,12,40,48,39,11,82,14,79,54,33,83,8,83,8,81,33,51,39,51,39,54,9,12,78,16,76,16,76,12,77,11,81,6,16,75,85,7,85,7,14,77,15,76,12,39,51,9,11,80,12,37,16,39,13,9,54,9,16,39,12,39,16,9,12,40,85,6,16,39,12,40,16,9,15,39,16,36,16,9,12,9,12,9,13,7,15,9,12,77,2.0
12,76,10,12,81,59,34,58,33,56,75,11,77,15,78,17,36,73,18,13,36,56,35,11,82,13,79,59,32,75,18,74,18,73,32,57,34,58,36,60,19,13,79,17,77,15,76,12,77,11,81,16,16,75,76,17,75,17,13,78,14,76,12,34,58,19,11,80,13,34,15,34,13,18,58,18,15,35,12,34,17,19,13,35,76,16,17,35,13,36,15,18,14,34,17,34,15,18,13,18,13,19,13,17,15,19,13,77,2.0
14,73,12,14,79,55,36,55,36,51,72,13,74,18,75,20,39,74,17,15,39,51,38,13,80,16,77,55,34,76,17,75,17,74,34,53,38,53,39,56,17,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,38,54,18,13,78,15,36,18,38,15,17,55,17,18,38,14,38,20,18,15,38,77,15,20,38,15,39,18,17,17,38,20,36,18,17,15,17,15,18,15,16,18,18,15,74,1.0
13,74,11,13,80,54,37,54,37,50,73,12,75,17,76,19,40,75,16,14,40,50,39,12,81,15,78,54,35,77,16,76,16,75,35,52,39,52,40,55,16,14,77,19,75,17,74,13,75,12,80,14,18,73,78,15,77,15,15,76,16,74,13,39,53,17,12,79,14,37,17,39,14,16,54,16,17,39,13,39,19,17,14,39,78,14,19,39,14,40,17,16,16,39,19,37,17,16,14,16,14,17,14,15,17,17,14,75,1.0
13,76,11,13,80,55,36,54,36,51,75,12,77,15,77,16,38,78,12,13,39,51,38,12,81,14,78,55,34,79,13,79,12,77,34,53,38,53,38,55,13,13,78,16,76,16,76,13,77,12,80,10,16,75,81,11,81,11,14,77,15,76,13,38,53,13,12,79,13,37,16,38,14,13,55,13,16,38,13,38,16,13,13,39,81,10,16,38,13,39,16,13,15,38,16,36,16,13,13,13,13,13,14,11,15,13,13,77,2.0
13,73,11,13,80,57,38,55,37,55,72,12,74,18,75,20,39,73,18,14,39,55,38,12,81,16,78,56,37,75,19,74,18,73,37,55,37,56,39,57,19,14,76,20,74,18,73,13,74,12,80,16,19,72,76,17,75,17,16,75,17,74,13,37,56,19,13,79,14,38,18,37,14,18,55,18,18,38,13,37,20,19,14,38,76,16,20,38,14,39,18,18,17,37,20,38,18,18,14,18,14,19,14,17,18,19,14,74,2.0
13,75,11,13,80,52,37,52,37,47,74,12,76,16,76,17,40,82,8,13,41,47,40,12,81,15,78,53,34,83,8,83,8,81,34,50,40,50,40,53,9,13,77,17,75,17,75,13,76,12,80,6,17,74,85,7,85,7,15,76,16,75,13,40,50,9,12,79,13,38,17,40,14,9,53,9,17,40,13,40,17,9,13,41,85,6,17,40,13,41,17,9,16,40,17,37,17,9,13,9,13,9,14,7,16,9,13,76,2.0
13,69,11,13,80,43,48,43,48,39,67,12,71,20,71,22,50,83,8,14,51,39,50,12,81,18,78,43,46,85,8,84,8,83,46,41,50,41,49,44,8,13,72,21,69,22,69,13,71,12,80,6,22,67,86,7,85,7,18,71,20,70,13,50,42,8,12,79,14,48,22,50,14,8,43,8,22,50,13,50,23,9,13,50,86,6,21,50,13,51,22,8,20,50,22,48,22,8,13,8,13,9,14,7,20,9,13,70,2.0
12,75,10,12,81,57,36,56,35,54,74,11,76,16,77,18,38,72,19,13,38,54,37,11,82,14,79,57,34,74,19,73,19,72,34,55,36,56,38,58,20,13,78,18,76,16,75,12,76,11,81,17,17,74,75,18,74,18,14,77,15,75,12,36,56,20,11,80,13,36,16,36,13,19,56,19,16,37,12,36,18,20,13,37,75,17,18,37,13,38,16,19,15,36,18,36,16,19,13,19,13,20,13,18,16,20,13,76,2.0
15,74,13,15,78,56,37,55,36,53,73,14,75,17,76,19,39,73,18,16,39,53,38,14,79,15,76,56,35,75,18,74,18,73,35,54,37,55,39,57,19,16,77,19,75,17,73,14,74,13,78,16,18,73,76,17,75,17,15,75,16,73,15,37,55,19,13,77,16,37,17,37,16,18,55,18,17,38,14,37,19,19,16,38,76,16,19,38,16,39,17,18,16,37,19,37,17,18,16,18,16,19,16,17,17,19,16,75,1.0
14,64,12,14,79,57,34,57,34,53,62,13,66,25,67,28,37,73,18,15,37,53,36,13,80,22,77,57,32,75,18,74,18,73,32,55,36,55,37,58,18,15,68,28,65,26,64,14,66,13,79,16,27,62,76,17,75,17,22,67,24,65,14,36,56,19,13,78,15,34,26,36,15,18,57,18,26,36,14,36,28,19,15,36,76,16,28,36,15,37,26,18,24,36,28,34,26,18,15,18,15,19,15,17,25,19,15,65,1.0
13,70,11,13,80,57,32,57,31,48,67,12,73,17,73,20,37,73,18,13,37,52,36,12,81,15,78,57,31,75,18,74,18,73,30,52,35,52,36,58,19,13,74,19,70,19,70,13,73,12,80,16,20,68,76,17,75,17,15,73,17,72,13,36,52,19,12,79,14,32,20,36,14,18,57,18,19,36,13,36,20,19,14,37,76,16,20,36,13,37,20,18,17,36,21,32,20,18,14,18,13,19,14,17,17,19,13,71,1.0
13,74,12,14,79,53,38,52,37,46,73,13,75,17,76,19,42,75,16,15,42,47,41,13,80,15,77,53,35,77,16,76,16,75,35,49,39,50,42,54,17,15,77,19,75,16,73,13,74,12,79,14,18,73,78,15,77,15,15,75,16,73,14,40,50,17,12,78,15,38,17,39,15,16,52,16,16,41,13,40,19,17,15,41,78,14,19,41,15,42,17,16,16,39,19,38,17,16,15,16,15,17,15,15,17,17,15,75,1.0
14,74,12,14,79,58,34,58,34,56,73,13,75,17,76,19,36,74,17,15,36,56,35,13,80,15,77,58,33,76,17,75,17,74,33,57,35,57,36,59,17,15,77,19,75,17,74,14,75,13,79,15,18,73,77,16,76,16,15,76,16,74,14,35,58,18,13,78,15,34,17,35,15,17,58,17,17,35,14,35,19,18,15,35,77,15,19,35,15,36,17,17,16,35,19,34,17,17,15,17,15,18,15,16,17,18,15,75,1.0
14,63,12,14,79,59,34,58,33,56,60,13,67,22,68,27,36,73,18,15,36,56,35,13,80,17,77,59,32,75,18,74,18,73,32,57,34,58,36,60,19,15,69,27,64,25,63,14,67,13,79,16,26,60,76,17,75,17,18,68,21,66,14,34,58,19,13,78,15,34,25,34,15,18,58,18,25,35,14,34,27,19,15,35,76,16,27,35,15,36,25,18,21,34,27,34,25,18,15,18,15,19,15,17,22,19,15,64,1.0
14,65,12,14,79,59,36,57,35,57,62,13,68,22,69,26,37,71,20,15,37,57,36,13,80,18,77,58,35,73,21,72,20,71,35,57,35,58,37,59,21,15,70,26,66,24,64,13,67,12,79,18,25,62,74,19,73,19,18,68,21,66,14,35,58,21,12,78,15,36,24,35,15,20,57,20,24,36,13,35,26,21,15,36,74,18,26,36,15,37,24,20,21,35,26,36,24,20,15,20,15,21,15,19,22,21,15,66,1.0
14,63,12,14,79,58,35,57,34,55,60,13,66,24,67,28,37,73,18,15,37,55,36,13,80,20,77,58,33,75,18,74,18,73,33,56,35,57,37,59,19,15,68,28,64,26,63,14,66,13,79,16,27,60,76,17,75,17,20,67,23,65,14,35,57,19,13,78,15,35,26,35,15,18,57,18,26,36,14,35,28,19,15,36,76,16,28,36,15,37,26,18,23,35,28,35,26,18,15,18,15,19,15,17,24,19,15,64,1.0
13,75,11,13,80,56,35,56,35,52,74,12,76,16,77,18,38,75,16,14,38,52,37,12,81,14,78,56,33,77,16,76,16,75,33,54,37,54,38,57,16,14,78,18,76,16,75,13,76,12,80,14,17,74,78,15,77,15,14,77,15,75,13,37,55,17,12,79,14,35,16,37,14,16,56,16,16,37,13,37,18,17,14,37,78,14,18,37,14,38,16,16,15,37,18,35,16,16,14,16,14,17,14,15,16,17,14,76,2.0
15,68,13,15,78,59,36,57,35,57,66,14,71,19,72,23,37,72,19,16,37,57,36,14,79,16,76,58,35,74,20,73,19,72,35,57,35,58,37,59,20,16,73,23,69,21,67,14,70,13,78,17,22,67,75,18,74,18,17,71,18,69,15,35,58,20,13,77,16,36,21,35,16,19,57,19,21,36,14,35,23,20,16,36,75,17,23,36,16,37,21,19,18,35,23,36,21,19,16,19,16,20,16,18,19,20,16,69,1.0
13,74,11,13,80,55,36,55,36,51,73,12,75,17,76,19,39,78,13,14,39,51,38,12,81,15,78,55,34,80,13,79,13,78,34,53,38,53,39,56,13,14,77,19,75,17,74,13,75,12,80,11,18,73,81,12,80,12,15,76,16,74,13,38,54,14,12,79,14,36,17,38,14,13,55,13,17,38,13,38,19,14,14,38,81,11,19,38,14,39,17,13,16,38,19,36,17,13,14,13,14,14,14,12,17,14,14,75,2.0
14,69,12,14,79,56,36,55,35,51,66,13,72,18,73,22,39,72,19,15,39,52,38,13,80,16,77,56,34,74,19,73,19,72,34,53,36,54,38,57,20,15,74,21,70,19,69,14,72,13,79,17,21,68,75,18,74,18,16,73,17,71,14,37,54,20,13,78,15,36,20,37,15,19,55,19,19,38,14,37,22,20,15,38,75,17,21,38,15,39,20,19,17,37,22,36,20,19,15,19,15,20,15,18,18,20,15,70,1.0
14,74,12,14,79,45,44,45,44,37,73,13,75,17,75,19,48,85,6,15,49,39,48,13,80,16,77,45,42,87,6,86,6,85,42,41,48,41,48,46,6,14,76,18,74,18,74,14,75,13,79,4,18,73,88,5,87,5,16,75,17,74,14,48,42,7,13,78,15,44,18,48,15,6,45,6,18,48,14,48,19,7,14,48,88,4,18,48,14,49,18,6,17,48,19,44,18,6,14,6,14,7,15,5,17,7,14,75,2.0
13,74,11,13,80,59,34,58,33,57,73,12,75,17,76,19,36,75,16,14,36,57,35,12,81,15,78,59,33,77,16,76,16,75,32,57,34,58,36,60,17,14,77,19,75,17,74,13,75,12,80,14,18,73,78,15,77,15,15,76,16,74,13,34,58,17,12,79,14,34,17,34,14,16,58,16,17,35,13,34,19,17,14,35,78,14,19,35,14,36,17,16,16,34,19,34,17,16,14,16,14,17,14,15,17,17,14,75,2.0
14,70,12,14,79,57,32,57,32,50,68,13,72,19,72,21,36,72,19,14,37,51,36,13,80,17,77,57,30,74,19,73,19,72,29,53,36,53,36,58,20,14,73,21,70,21,70,14,72,13,79,17,21,68,75,18,74,18,17,72,19,71,14,36,53,20,13,78,15,33,21,36,15,19,57,19,21,36,14,36,21,20,14,37,75,17,21,36,14,37,21,19,19,36,22,32,21,19,14,19,14,20,15,18,19,20,14,71,1.0
13,75,11,13,80,47,44,47,44,43,74,12,76,16,76,18,46,80,11,14,47,43,46,12,81,15,78,47,42,82,11,81,11,80,42,45,46,45,46,48,11,13,77,17,75,17,75,13,76,12,80,9,17,74,83,10,82,10,15,76,16,75,13,46,46,12,12,79,14,44,17,46,14,11,47,11,17,46,13,46,18,12,13,46,83,9,17,46,13,47,17,11,16,46,18,44,17,11,13,11,13,12,14,10,16,12,13,76,2.0
14,71,12,14,79,59,35,58,34,56,68,13,74,16,74,19,36,72,19,14,36,57,35,13,80,15,77,58,34,74,20,73,19,72,34,57,35,57,36,59,20,14,75,19,71,19,71,14,74,13,79,17,19,70,75,18,74,18,15,74,16,73,14,35,57,20,13,78,15,35,19,35,15,19,58,19,19,35,14,35,19,20,15,36,75,17,20,35,14,36,19,19,16,35,20,35,19,19,15,19,14,20,15,18,16,20,14,72,1.0
14,74,12,14,79,54,37,53,37,50,73,13,75,17,75,18,39,75,15,14,40,50,39,13,80,16,77,54,35,76,16,76,15,74,35,52,39,52,39,54,16,14,76,18,74,18,74,14,75,13,79,13,18,73,78,14,78,14,16,75,17,74,14,39,52,16,13,78,14,38,18,39,15,16,54,16,18,39,14,39,18,16,14,40,78,13,18,39,14,40,18,16,17,39,18,37,18,16,14,16,14,16,15,14,17,16,14,75,2.0
14,73,12,14,79,54,38,53,37,49,72,13,74,18,75,20,41,76,15,15,41,49,40,13,80,16,77,54,35,78,15,77,15,76,35,51,39,52,41,55,16,15,76,20,74,18,73,14,74,13,79,13,19,72,79,14,78,14,16,75,17,73,14,39,52,16,13,78,15,38,18,39,15,15,53,15,18,40,14,39,20,16,15,40,79,13,20,40,15,41,18,15,17,39,20,38,18,15,15,15,15,16,15,14,18,16,15,74,1.0
13,74,11,13,80,56,35,56,35,52,73,12,75,17,76,19,38,76,15,14,38,52,37,12,81,15,78,56,33,78,15,77,15,76,33,54,37,54,38,57,15,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,37,55,16,12,79,14,35,17,37,14,15,56,15,17,37,13,37,19,16,14,37,79,13,19,37,14,38,17,15,16,37,19,35,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,50,12,15,79,56,39,54,38,54,47,13,53,37,55,41,40,70,21,15,40,54,39,13,80,33,77,55,38,72,22,71,21,70,38,54,38,55,40,56,22,15,55,41,51,39,50,14,53,13,79,19,40,47,73,20,72,20,33,54,36,52,14,38,55,22,13,78,15,39,39,38,15,21,54,21,39,39,14,38,41,22,15,39,73,19,41,39,15,40,39,21,36,38,41,39,39,21,15,21,15,22,15,20,37,22,15,51,1.0
13,75,11,13,80,57,35,56,35,55,74,12,76,16,76,17,36,74,16,13,37,55,36,12,81,15,78,57,34,75,17,75,16,73,34,56,36,56,36,57,17,13,77,17,75,17,75,13,76,12,80,14,17,74,77,15,77,15,15,76,16,75,13,36,56,17,12,79,13,36,17,36,14,17,57,17,17,36,13,36,17,17,13,37,77,14,17,36,13,37,17,17,16,36,17,35,17,17,13,17,13,17,14,15,16,17,13,76,2.0
13,52,11,15,79,57,38,55,37,55,48,12,57,31,59,37,39,70,21,15,39,55,38,13,81,25,77,56,37,71,22,70,21,69,37,55,37,56,39,57,22,15,59,37,53,35,52,13,57,12,79,18,36,48,73,19,72,19,26,58,30,56,13,37,56,22,12,78,15,38,35,37,15,21,55,21,35,38,13,37,37,22,15,38,73,19,37,38,15,39,35,21,30,37,37,38,35,21,15,21,15,22,15,19,31,22,15,53,2.0
15,63,13,15,78,60,34,59,33,57,61,14,65,26,65,28,35,71,20,15,35,58,34,14,79,24,76,59,33,73,21,72,20,71,33,58,34,58,35,60,21,15,66,28,63,28,62,14,64,13,78,18,28,61,74,19,73,19,24,64,26,63,15,34,58,21,13,77,16,34,28,34,16,20,59,20,28,34,14,34,28,21,16,35,74,18,29,34,15,35,28,20,26,34,29,34,28,20,16,20,15,21,16,19,26,21,15,64,1.0
15,73,13,15,78,58,36,56,35,54,72,14,74,18,75,20,38,73,18,16,38,54,37,14,79,16,76,57,34,75,19,74,18,73,34,55,36,56,38,58,19,16,76,20,74,18,72,14,73,13,78,16,19,72,76,17,75,17,16,74,17,72,15,36,56,19,13,77,16,36,18,36,16,18,56,18,18,37,14,36,20,19,16,37,76,16,20,37,16,38,18,18,17,36,20,36,18,18,16,18,16,19,16,17,18,19,16,74,1.0
14,63,12,14,79,57,34,57,33,52,61,13,66,24,66,27,37,72,19,14,37,53,36,13,80,21,77,57,32,74,19,73,19,72,31,54,36,54,37,58,20,14,67,27,63,27,63,14,66,13,79,17,27,61,75,18,74,18,22,66,24,65,14,36,54,20,13,78,15,34,27,36,15,19,57,19,27,36,14,36,27,20,15,37,75,17,28,36,14,37,27,19,24,36,28,34,27,19,15,19,14,20,15,18,24,20,14,64,1.0
15,72,13,15,78,59,33,59,33,57,71,14,73,19,74,21,35,72,19,16,35,57,34,14,79,17,76,59,32,74,19,73,19,72,32,58,34,58,35,60,19,16,75,21,73,19,72,15,73,14,78,17,20,71,75,18,74,18,17,74,18,72,15,34,59,20,14,77,16,33,19,34,16,19,59,19,19,34,15,34,21,20,16,34,75,17,21,34,16,35,19,19,18,34,21,33,19,19,16,19,16,20,16,18,19,20,16,73,1.0
14,72,12,14,79,40,51,40,51,36,70,13,74,17,74,19,53,93,0,15,54,36,53,13,80,16,77,40,49,94,0,93,0,93,49,38,53,38,52,41,0,14,75,18,72,19,72,14,74,13,79,0,19,71,94,0,93,0,16,74,17,73,14,53,39,0,13,78,15,51,19,53,15,0,40,0,19,53,14,53,20,1,14,53,94,0,18,53,14,54,19,0,17,53,19,51,19,0,14,0,14,1,15,0,17,1,14,73,2.0
