@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2.0,1.0}

@data
65,32,80,27,60,40,52,68,9,11,83,22,76,66,29,54,42,10,85,12,82,16,79,17,78,25,70,62,34,54,29,67,1,11,71,12,77,24,41,66,28,61,33,53,41,9,84,94,12,18,71,54,34,81,13,11,80,62,1,24,70,81,13,16,78,95,0,17,76,94,0,0,10,83,82,0,12,79,16,78,17,70,10,82,14,81,25,42,15,70,54,1,11,78,13,79,15,77,17,41,11,42,18,42,25,34,11,14,66,13,10,79,61,28,53,33,25,1,62,29,15,41,16,71,12,81,61,13,24,33,12,70,14,79,16,1,10,77,2.0
67,29,76,25,61,44,48,55,10,13,82,33,75,68,26,50,46,11,84,14,80,17,78,18,77,37,58,63,32,50,27,69,2,12,59,14,76,36,45,68,26,63,31,49,45,11,83,91,16,19,59,50,32,77,17,12,79,64,3,36,58,77,17,17,77,93,2,18,75,92,2,1,11,81,78,2,13,78,17,77,18,58,11,80,15,79,37,46,16,58,50,3,12,77,15,78,16,75,18,45,12,46,19,46,37,32,12,18,68,17,11,78,63,26,49,31,37,3,63,27,16,45,17,59,13,80,63,17,36,31,14,58,15,77,17,3,11,76,1.0
64,31,77,28,61,42,50,61,11,13,81,29,74,65,29,52,44,12,83,14,80,17,78,19,76,32,63,62,33,52,30,66,0,13,64,14,75,31,43,65,29,62,32,51,43,11,82,94,15,20,64,52,33,78,16,13,79,63,1,31,62,78,16,18,77,95,0,18,74,94,0,0,12,81,79,0,14,78,17,76,19,62,12,80,15,79,32,44,16,63,52,1,13,76,15,78,15,75,19,43,13,44,20,44,32,33,13,17,65,16,12,78,62,29,51,32,32,1,62,30,16,43,17,64,14,79,62,16,31,32,14,63,15,78,17,1,12,75,1.0
70,38,85,22,52,52,38,68,9,12,83,22,78,71,23,39,54,10,85,13,81,14,80,16,79,24,71,54,39,40,24,72,0,11,71,13,79,24,54,71,23,54,40,40,54,10,84,94,5,16,71,40,40,87,7,10,81,55,0,24,70,87,7,14,79,95,0,15,78,94,0,0,10,82,88,0,12,80,15,79,15,70,10,81,13,80,24,55,14,70,41,1,11,80,13,80,14,78,15,54,11,55,16,55,25,41,11,8,71,7,10,80,54,23,40,40,25,1,54,23,14,54,15,71,12,81,54,7,24,40,13,70,13,79,15,1,10,79,2.0
67,31,82,25,59,46,44,73,9,11,83,17,77,68,26,47,48,10,85,12,82,14,80,17,78,19,76,61,34,47,27,69,0,11,76,12,78,19,48,68,26,61,33,46,48,9,84,94,10,17,76,47,34,83,11,10,81,62,1,19,74,83,11,15,79,95,0,15,78,94,0,0,10,83,84,0,12,79,15,78,16,75,9,82,13,81,20,49,14,75,47,1,11,79,12,80,14,78,16,48,11,49,17,49,20,34,11,12,68,11,10,80,61,26,46,33,20,1,61,27,14,48,15,76,11,81,61,11,19,33,12,75,14,79,15,1,10,78,2.0
63,32,80,29,60,42,48,68,10,12,82,20,75,64,30,51,45,11,84,13,81,16,79,18,77,24,71,61,34,51,31,65,0,12,72,13,76,23,44,64,30,61,33,50,44,10,83,94,12,19,72,51,34,81,13,12,80,62,1,23,71,81,13,17,78,95,0,18,75,94,0,0,11,82,82,0,13,79,16,77,18,71,11,81,14,80,24,45,15,71,51,1,12,77,14,79,15,76,18,44,12,45,19,45,24,34,12,14,64,13,11,79,61,30,50,33,24,1,61,31,15,44,16,72,13,80,61,13,23,33,13,71,14,79,16,1,11,76,2.0
66,30,77,26,62,41,49,60,9,11,83,30,77,67,27,52,44,10,85,13,82,15,80,16,78,33,62,63,32,52,28,68,0,11,63,12,78,32,43,67,27,63,31,51,43,9,84,94,15,17,62,52,32,78,16,11,80,64,1,32,62,78,16,15,78,95,0,16,77,94,0,0,11,83,79,0,12,79,15,79,16,62,10,82,14,81,33,44,15,62,52,1,11,79,13,80,15,78,16,43,11,44,17,44,33,32,11,17,67,16,10,79,63,27,51,31,33,1,63,28,15,43,16,63,12,81,63,16,32,31,12,62,14,79,16,1,10,78,2.0
65,32,80,27,60,41,51,74,9,11,83,18,76,66,29,53,43,10,85,12,82,15,80,17,78,20,75,62,34,53,29,67,1,11,76,12,77,19,42,66,28,61,33,52,42,9,84,94,12,18,76,53,34,81,13,11,81,62,1,19,75,81,13,16,79,95,0,17,76,94,0,0,10,83,82,0,12,80,15,78,17,75,10,82,13,81,20,43,14,75,53,1,11,78,13,80,14,77,17,42,11,43,18,43,20,34,11,14,66,13,10,80,61,28,52,33,20,1,62,29,14,42,15,76,12,81,61,13,19,33,12,75,13,80,15,1,10,77,2.0
67,32,79,25,60,47,45,62,10,13,82,28,76,68,27,47,49,11,84,14,80,16,79,17,78,31,64,62,34,47,27,69,1,12,65,14,77,30,48,68,26,61,33,46,48,11,83,94,13,18,65,47,34,80,14,12,80,62,1,30,64,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,16,78,17,64,11,80,14,79,31,49,15,64,47,1,12,78,15,79,15,76,17,48,12,49,18,49,31,34,12,15,68,14,11,79,61,26,46,33,31,1,62,27,15,48,16,65,13,80,61,14,30,33,14,64,14,78,16,1,11,77,1.0
62,34,75,32,60,35,55,49,11,12,81,37,77,63,33,58,37,12,83,13,81,15,79,16,78,41,53,61,35,58,33,63,1,12,54,13,78,41,37,62,32,60,34,57,36,11,82,94,17,16,53,58,35,76,19,12,80,61,1,40,53,76,18,15,78,95,0,16,77,94,0,0,12,82,77,1,13,79,15,78,16,53,12,81,14,80,42,37,15,53,58,1,12,79,13,79,15,78,16,37,13,38,17,37,42,35,13,19,62,18,12,79,60,32,57,34,42,1,61,33,15,37,15,53,13,80,60,18,41,34,13,53,14,79,16,1,12,78,1.0
65,32,83,27,60,45,47,73,9,13,83,19,76,66,29,49,47,10,85,14,80,16,79,17,78,21,74,62,34,49,29,67,1,11,75,14,77,20,46,66,28,61,33,48,46,10,84,94,9,18,75,49,34,84,10,11,80,62,1,20,74,84,10,16,78,95,0,17,76,94,0,0,10,81,85,0,13,79,16,78,17,74,10,80,14,79,21,47,15,74,49,1,11,78,15,79,15,76,17,46,11,47,18,47,21,34,11,11,66,10,10,79,61,28,48,33,21,1,62,29,15,46,16,75,13,80,61,10,20,33,14,74,14,78,16,1,10,77,2.0
70,39,87,22,51,53,37,70,8,12,84,20,78,71,23,38,56,9,86,13,81,14,80,15,79,23,72,53,40,39,24,72,0,10,73,13,79,22,55,71,23,53,41,39,55,9,85,94,5,16,72,39,42,88,6,9,81,54,0,22,72,88,6,14,79,95,0,15,78,94,0,0,9,82,89,0,12,80,14,79,15,72,9,81,13,80,23,56,14,72,40,1,9,80,13,80,14,78,15,55,10,56,16,56,23,42,10,7,71,6,9,80,53,23,39,41,23,1,53,23,14,55,15,72,12,81,53,6,22,41,13,72,13,79,15,1,9,79,2.0
64,33,77,28,59,43,49,57,11,13,81,33,75,65,29,51,45,12,83,14,80,17,78,18,77,36,59,60,35,51,30,66,0,13,60,14,76,35,44,65,29,60,34,50,44,11,82,94,15,19,60,51,35,78,16,13,79,61,1,35,59,78,16,17,77,95,0,18,75,94,0,0,12,81,79,0,14,78,17,77,18,59,12,80,15,79,36,45,16,59,51,1,13,77,15,78,16,76,18,44,13,45,19,45,36,35,13,17,65,16,12,78,60,29,50,34,36,1,60,30,16,44,17,60,14,79,60,16,35,34,14,59,15,78,17,1,12,76,1.0
64,35,92,24,53,59,31,74,10,12,82,18,76,66,27,33,61,11,84,13,81,15,79,17,77,19,75,56,38,33,27,68,1,11,76,13,77,19,61,67,26,55,38,33,61,10,83,94,0,17,75,33,38,93,0,11,80,57,1,19,74,93,1,16,78,95,0,16,76,94,0,0,11,82,94,0,13,79,15,77,17,74,11,81,14,80,19,61,15,75,34,1,11,78,13,79,14,77,17,61,11,62,17,61,19,38,12,2,67,1,11,79,56,27,33,38,20,1,56,27,15,61,15,75,13,80,56,1,19,38,13,75,14,79,16,1,11,77,2.0
67,29,77,25,63,40,50,61,8,12,84,31,77,68,26,53,43,9,86,13,81,15,80,16,79,33,62,64,31,53,27,69,0,10,63,13,78,32,42,68,26,64,30,52,42,9,85,94,15,17,63,53,31,78,16,10,81,65,1,32,62,78,16,15,79,95,0,16,77,94,0,0,9,82,79,0,12,80,15,79,16,62,9,81,13,80,33,43,14,62,53,1,10,79,14,80,14,77,16,42,10,43,17,43,33,31,10,17,68,16,9,80,64,26,52,30,33,1,64,27,14,42,15,63,12,81,64,16,32,30,13,62,13,79,15,1,9,78,2.0
66,31,77,26,61,40,50,61,10,13,82,29,75,67,28,53,42,11,84,14,80,15,79,18,76,31,63,63,33,53,28,68,1,11,64,14,76,31,42,67,27,62,32,52,42,11,83,94,15,18,63,53,33,78,16,11,80,63,1,31,62,78,16,17,78,95,0,17,76,94,0,0,11,81,79,0,14,79,15,76,18,63,11,80,14,79,32,42,15,63,53,1,11,77,14,79,15,76,18,42,12,43,19,42,32,33,12,17,67,16,11,79,62,27,52,32,32,1,63,28,15,42,15,63,13,80,62,16,31,32,14,63,15,78,16,1,11,76,1.0
65,32,78,27,60,47,43,60,11,13,81,30,75,66,28,46,50,12,83,14,80,17,78,18,77,33,62,61,34,46,29,67,0,13,63,14,76,32,49,66,28,61,33,45,49,12,82,94,14,19,63,46,34,79,15,13,79,62,1,32,62,79,15,17,77,95,0,18,75,94,0,0,12,81,80,0,13,78,17,77,18,62,12,80,15,79,33,50,16,62,46,1,13,77,15,78,16,75,18,49,13,50,19,50,33,34,13,16,66,15,12,78,61,28,45,33,33,1,61,29,16,49,17,63,13,80,61,15,32,33,14,62,15,77,17,1,12,76,1.0
64,34,76,28,58,43,49,59,11,13,81,31,75,65,30,51,45,12,83,14,80,17,78,18,77,34,61,60,36,51,30,66,1,13,62,14,76,33,44,65,29,59,35,50,44,11,82,94,16,19,62,51,36,77,17,13,79,60,1,33,61,77,17,17,77,95,0,18,75,94,0,0,12,81,78,0,14,78,17,77,18,61,12,80,15,79,34,45,16,61,51,1,13,77,15,78,16,76,18,44,13,45,19,45,34,36,13,18,65,17,12,78,59,29,50,35,34,1,60,30,16,44,17,62,14,79,59,17,33,35,14,61,15,78,17,1,12,76,1.0
63,34,75,29,58,39,55,46,10,14,82,44,74,64,31,56,39,11,84,16,79,17,78,20,75,46,49,60,36,56,31,65,7,12,49,15,75,46,39,64,30,59,35,55,39,11,83,87,17,20,49,56,36,76,18,12,78,60,7,46,48,76,18,18,76,89,6,19,74,88,6,5,12,80,77,6,14,77,18,76,19,48,11,79,16,78,47,40,17,48,56,7,12,76,16,78,17,74,19,39,12,40,20,40,47,36,12,19,64,18,11,77,59,30,55,35,47,7,60,31,17,39,18,49,14,79,59,18,46,35,15,48,16,76,18,7,11,75,1.0
72,39,86,18,51,53,37,69,8,11,84,21,78,74,20,38,55,9,86,12,82,14,80,16,79,23,72,53,40,39,21,75,0,10,72,12,79,23,55,74,20,53,41,39,55,9,85,94,6,16,72,39,41,87,7,9,81,54,0,23,71,87,7,14,79,95,0,15,78,94,0,0,9,83,88,0,11,80,15,79,15,71,9,82,13,81,23,56,14,71,40,1,10,80,12,80,14,78,15,55,10,56,16,56,24,42,10,8,74,7,9,80,53,20,39,41,24,1,53,20,14,55,15,72,11,82,53,7,23,41,12,71,13,79,15,1,9,79,2.0
65,31,75,27,61,44,48,59,10,13,82,31,75,66,28,50,46,11,84,14,80,16,79,18,77,34,61,62,33,50,29,67,0,12,62,14,76,33,45,66,28,62,32,49,45,11,83,94,15,19,62,50,33,77,17,12,80,63,1,33,60,77,17,17,78,95,0,17,76,94,0,0,11,81,78,0,14,79,16,77,18,61,11,80,14,79,34,46,15,61,50,1,12,77,15,79,15,76,18,45,12,46,19,46,34,33,12,18,66,17,11,79,62,28,49,32,34,1,62,29,15,45,16,62,13,80,62,17,33,32,14,61,15,78,16,1,11,76,1.0
70,30,83,22,60,53,37,72,9,12,83,18,77,71,23,39,55,10,85,13,81,14,80,17,78,20,75,62,32,39,24,72,0,11,75,13,78,20,55,71,23,62,32,39,55,9,84,94,9,17,75,39,33,84,10,10,81,63,0,20,73,84,10,15,79,95,0,15,78,94,0,0,10,82,85,0,13,79,15,78,16,74,9,81,13,80,21,56,14,74,40,1,11,79,13,80,14,78,16,55,11,56,17,56,21,33,11,11,71,10,10,80,62,23,39,32,21,1,62,23,14,55,15,75,12,80,62,10,20,32,13,74,14,79,15,1,10,78,2.0
58,43,69,34,51,45,49,46,4,11,88,48,50,60,36,50,46,6,90,13,83,36,60,44,52,49,47,52,44,50,36,60,2,6,47,12,51,48,45,59,35,51,43,49,45,5,89,92,23,44,47,50,44,70,25,6,60,52,2,48,46,70,24,42,58,94,1,43,51,93,1,0,6,83,71,2,12,59,36,52,43,46,5,82,34,81,49,46,35,46,50,2,6,52,13,60,35,51,43,45,6,46,44,46,49,44,6,25,59,24,5,59,51,35,49,43,49,2,52,36,35,45,36,47,11,82,51,24,48,43,12,46,35,58,36,2,5,51,2.0
66,31,77,26,61,42,48,60,11,13,81,30,74,67,27,51,45,12,83,14,80,17,78,19,76,33,62,62,33,51,28,68,2,13,63,14,75,32,44,67,27,62,32,50,44,11,82,91,15,20,63,51,33,78,16,13,79,63,3,32,61,78,16,18,77,93,2,18,74,92,2,1,12,81,79,2,14,78,17,76,19,61,12,80,15,79,33,45,16,62,51,3,13,76,15,78,15,75,19,44,13,45,20,45,33,33,13,17,67,16,12,78,62,27,50,32,33,3,62,28,16,44,17,63,14,79,62,16,32,32,14,62,15,78,17,3,12,75,1.0
67,31,76,25,61,40,50,51,10,13,82,37,73,68,27,53,42,11,84,14,80,17,78,20,76,40,55,63,33,53,27,69,6,12,55,14,75,40,42,68,26,62,32,52,42,10,83,88,16,20,55,53,33,77,17,12,79,63,6,40,53,77,17,17,77,90,5,18,74,89,5,4,11,81,78,5,14,78,17,76,19,53,11,80,15,79,41,43,16,54,53,6,12,76,15,78,15,75,19,42,12,43,20,43,41,33,12,18,68,17,11,78,62,26,52,32,41,6,63,27,16,42,17,55,14,79,62,17,40,32,14,54,15,78,17,6,11,75,1.0
67,30,76,25,62,43,47,61,10,12,82,29,75,68,26,50,46,11,84,13,81,16,79,18,77,32,63,63,32,50,27,69,1,12,64,13,76,31,45,68,26,63,31,49,45,10,83,92,16,19,64,50,32,77,17,12,80,64,2,31,63,77,17,17,78,94,1,18,75,93,1,0,11,82,78,1,13,79,16,77,18,63,11,81,14,80,32,46,15,63,50,2,12,77,14,79,15,76,18,45,12,46,19,46,32,32,12,18,68,17,11,79,63,26,49,31,32,2,63,27,15,45,16,64,13,80,63,17,31,31,13,63,14,79,16,2,11,76,1.0
63,34,80,29,58,42,50,65,9,11,83,23,76,64,31,52,44,10,85,12,82,15,80,17,78,27,68,60,36,52,31,65,1,11,69,12,77,26,43,64,30,59,35,51,43,9,84,94,12,18,69,52,36,81,13,11,81,60,1,26,68,81,13,16,79,95,0,17,76,94,0,0,10,83,82,0,12,80,15,78,17,68,10,82,13,81,27,44,14,68,52,1,11,78,13,80,14,77,17,43,11,44,18,44,27,36,11,14,64,13,10,80,59,30,51,35,27,1,60,31,14,43,15,69,12,81,59,13,26,35,12,68,13,80,15,1,10,77,2.0
65,32,77,27,60,44,48,60,11,14,81,30,75,66,28,50,46,12,83,15,79,17,78,18,77,33,62,61,34,50,29,67,0,13,63,15,76,32,45,66,28,61,33,49,45,12,82,94,15,19,63,50,34,78,16,13,79,62,1,32,62,78,16,17,77,95,0,18,75,94,0,0,12,80,79,0,14,78,17,77,18,62,12,79,15,78,33,46,16,62,50,1,13,77,16,78,16,75,18,45,13,46,19,46,33,34,13,17,66,16,12,78,61,28,49,33,33,1,61,29,16,45,17,63,14,79,61,16,32,33,15,62,15,77,17,1,12,76,1.0
69,29,82,23,61,50,40,69,9,12,83,19,77,70,24,42,52,10,85,13,81,14,80,17,78,22,73,63,31,42,25,71,0,11,73,13,78,22,52,70,24,63,31,42,52,10,84,94,10,17,73,42,32,83,11,10,81,64,0,22,72,83,11,15,79,95,0,16,77,94,0,0,10,82,84,0,12,80,15,78,16,72,10,81,13,80,23,53,14,72,43,1,11,79,13,80,14,77,16,52,11,53,17,53,23,32,11,12,70,11,10,80,63,24,42,31,23,1,63,24,14,52,15,73,12,81,63,11,22,31,13,72,13,79,15,1,10,78,2.0
69,32,80,23,56,51,37,63,11,13,81,27,75,70,24,41,54,12,83,14,80,15,79,18,76,29,65,59,36,41,25,71,0,12,66,14,76,29,53,70,24,59,35,40,53,12,82,94,12,18,65,41,36,81,13,12,80,60,1,28,64,81,13,17,78,95,0,17,76,94,0,0,12,81,82,0,14,79,15,76,17,65,12,80,14,79,30,54,15,65,41,1,12,77,14,79,15,76,18,54,13,55,19,54,30,36,13,14,70,13,12,79,59,24,40,35,30,1,59,25,15,54,15,65,13,80,59,13,29,35,14,65,15,78,16,1,12,76,1.0
60,36,78,32,58,37,57,48,9,11,83,40,76,62,34,58,38,10,85,13,82,16,79,18,77,44,52,59,37,58,34,62,1,11,52,12,77,43,37,61,33,58,36,57,37,9,84,94,14,18,52,58,37,79,16,11,79,59,1,43,51,79,15,16,77,95,0,17,76,94,0,0,11,83,80,1,12,78,17,78,17,51,10,82,15,81,44,38,16,51,58,1,11,78,13,79,16,77,17,37,11,38,18,38,44,37,11,16,61,15,10,78,58,33,57,36,44,1,59,34,16,37,17,52,12,81,58,15,43,36,12,51,15,78,17,1,10,77,2.0
67,30,78,25,62,44,46,63,8,12,84,27,76,68,26,49,47,9,86,13,81,15,80,17,78,30,65,63,32,49,27,69,0,10,66,13,77,29,46,68,26,63,31,48,46,9,85,94,14,18,66,49,32,79,15,10,81,64,1,29,64,79,15,16,79,95,0,16,77,94,0,0,9,82,80,0,13,80,15,78,17,65,9,81,13,80,30,47,14,65,49,1,10,78,14,80,14,77,17,46,10,47,18,47,30,32,10,16,68,15,9,80,63,26,48,31,30,1,63,27,14,46,15,66,12,81,63,15,29,31,13,65,14,79,15,1,9,77,2.0
68,30,82,24,62,48,42,74,9,11,83,18,76,69,25,45,50,10,85,12,82,15,80,17,78,19,75,63,32,45,26,70,0,11,76,12,77,19,50,69,25,63,31,44,50,9,84,94,10,17,76,45,32,83,11,11,81,64,1,19,75,83,11,16,79,95,0,17,76,94,0,0,10,83,84,0,12,80,15,78,17,75,10,82,13,81,20,50,14,75,45,1,11,78,13,80,14,77,17,50,11,51,18,51,20,32,11,12,69,11,10,80,63,25,44,31,20,1,63,26,14,50,15,76,12,81,63,11,19,31,12,75,13,80,15,1,10,77,2.0
67,30,77,25,62,44,48,54,10,13,82,36,75,68,26,50,45,11,84,15,80,16,79,19,76,38,57,63,32,50,27,69,2,12,57,14,76,38,45,68,26,63,31,49,45,11,83,91,15,19,57,50,32,78,16,12,79,64,3,38,55,78,16,17,77,93,2,17,76,92,2,1,12,81,79,2,14,78,17,77,18,56,11,80,15,79,39,46,16,56,50,3,12,77,15,79,16,76,18,45,12,46,19,46,39,32,12,17,68,16,11,78,63,26,49,31,39,3,63,27,16,45,17,57,13,80,63,16,38,31,14,56,16,77,17,3,11,76,1.0
69,33,83,21,57,53,39,74,9,12,83,18,77,71,24,41,54,10,85,13,81,14,80,17,78,19,76,60,36,41,24,72,1,11,76,13,78,19,54,71,23,59,35,40,54,10,84,94,9,17,76,41,36,84,10,10,81,60,1,19,75,84,10,15,79,95,0,16,77,94,0,0,10,82,85,0,12,80,15,78,16,75,10,81,13,80,20,55,14,75,41,1,11,79,13,80,14,77,16,54,11,55,17,55,20,36,11,11,71,10,10,80,59,23,40,35,20,1,60,24,14,54,15,76,12,81,59,10,19,35,13,75,13,79,15,1,10,78,2.0
63,34,80,29,56,42,48,62,9,11,83,24,76,64,31,51,45,10,85,12,82,15,80,17,78,29,66,59,37,51,31,65,1,11,67,12,77,28,44,64,30,58,36,50,44,9,84,94,12,18,67,51,37,81,13,11,81,59,1,28,66,81,13,16,79,95,0,17,76,94,0,0,10,83,82,0,12,80,15,78,17,66,10,82,13,81,29,45,14,66,51,1,11,78,13,80,14,77,17,44,11,45,18,45,29,37,11,14,64,13,10,80,58,30,50,36,29,1,59,31,14,44,15,67,12,81,58,13,28,36,12,66,13,80,15,1,10,77,2.0
68,32,81,24,56,51,39,66,11,14,81,24,75,69,26,42,52,12,83,15,79,16,78,18,76,25,68,60,36,42,26,70,1,12,69,15,76,26,52,69,25,59,35,41,52,12,82,94,11,18,68,42,36,82,12,12,79,60,1,25,67,82,12,17,77,95,0,17,76,94,0,0,12,80,83,0,15,78,16,76,17,68,12,79,15,78,27,53,16,68,42,1,12,77,15,78,16,76,18,53,13,54,19,53,27,36,13,13,69,12,12,78,59,25,41,35,27,1,60,26,16,53,16,68,14,79,59,12,26,35,15,68,16,77,17,1,12,76,1.0
67,30,77,25,62,42,48,63,10,13,82,27,75,68,26,50,45,11,84,14,80,16,79,18,77,30,65,63,31,51,27,69,0,12,66,14,76,29,44,68,26,63,31,50,44,11,83,94,15,19,66,51,32,78,16,12,80,64,1,29,64,78,16,17,78,95,0,17,76,94,0,0,11,81,79,0,14,79,16,77,18,65,11,80,14,79,30,45,15,65,51,1,12,77,15,79,15,76,18,44,12,45,19,45,30,32,12,17,68,16,11,79,63,26,50,31,30,1,63,27,15,44,16,66,13,80,63,16,29,31,14,65,15,78,16,1,11,76,1.0
64,33,76,28,59,40,50,54,10,13,82,36,74,65,29,53,43,11,84,15,80,16,79,20,75,39,57,60,35,53,30,66,2,12,57,14,75,38,42,65,29,60,34,52,42,11,83,91,16,20,57,53,35,77,17,12,79,61,3,38,55,77,17,18,77,93,2,18,75,92,2,1,12,81,78,2,14,78,17,76,19,56,11,80,15,79,39,43,16,56,53,3,12,76,15,79,16,75,19,42,12,43,20,43,39,35,12,18,65,17,11,78,60,29,52,34,39,3,60,30,16,42,17,57,13,80,60,17,38,34,14,56,16,77,17,3,11,75,1.0
60,34,78,32,58,36,54,61,10,12,82,25,77,61,33,56,38,11,84,13,81,14,80,16,78,29,65,59,35,56,33,62,1,11,66,13,78,29,38,60,33,59,34,55,38,10,83,94,12,16,65,56,35,80,14,11,81,60,1,29,64,80,13,15,79,95,0,15,78,94,0,0,11,82,81,1,13,79,14,78,16,65,10,81,13,80,29,38,14,65,57,1,11,79,13,80,14,78,16,38,11,39,16,38,29,35,12,15,61,14,11,80,59,33,56,35,30,1,59,33,14,38,14,65,12,80,59,14,29,35,13,65,14,79,15,1,11,78,2.0
70,35,84,22,55,56,34,73,10,13,82,19,76,71,23,37,58,11,84,14,80,15,79,18,77,20,75,57,38,37,24,72,0,12,75,14,77,20,58,71,23,57,37,36,58,11,83,94,8,18,75,37,38,85,9,11,80,58,1,20,74,85,9,16,78,95,0,17,76,94,0,0,11,81,86,0,13,79,16,77,17,74,11,80,14,79,21,59,15,74,37,1,12,78,14,79,15,76,17,58,12,59,18,59,21,38,12,10,71,9,11,79,57,23,36,37,21,1,57,24,15,58,16,75,13,80,57,9,20,37,14,74,14,78,16,1,11,77,2.0
66,33,75,26,59,39,55,46,9,13,83,46,64,67,28,56,40,10,85,15,80,16,79,29,66,48,48,61,35,56,28,68,10,11,48,14,66,47,39,67,27,60,34,55,39,10,84,84,17,29,48,56,35,76,18,11,79,61,10,47,47,76,18,26,77,86,9,28,66,85,9,8,11,81,77,9,14,78,17,67,28,47,10,80,15,79,48,40,16,47,56,10,11,67,15,79,16,66,28,39,11,40,29,40,48,35,11,19,67,18,10,78,60,27,55,34,48,10,61,28,16,39,17,48,13,80,60,18,47,34,14,47,16,77,17,10,10,66,1.0
64,33,82,28,57,44,46,73,9,12,83,19,77,65,29,49,46,10,85,13,81,15,79,17,78,20,75,59,36,49,30,66,0,11,75,13,78,20,46,65,29,59,35,48,46,10,84,94,10,17,75,49,36,83,11,10,80,60,1,20,74,83,11,15,78,95,0,16,77,94,0,0,10,82,84,0,12,79,16,78,16,74,10,81,14,80,21,47,15,74,49,1,11,79,13,79,15,77,16,46,11,47,17,47,21,36,11,12,65,11,10,79,59,29,48,35,21,1,59,30,15,46,16,75,12,81,59,11,20,35,13,74,14,78,16,1,10,78,2.0
