@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLkk numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
67,32,42,70,8,90,81,16,68,27,9,86,44,50,76,19,82,13,68,26,45,50,9,86,82,13,76,18,71,25,59,47,21,85,12,61,33,23,72,73,22,78,16,61,27,61,34,23,72,78,17,72,22,75,21,77,17,23,50,73,17,3,4,91,73,19,4,91,77,13,61,23,45,27,78,13,9,72,45,34,61,19,77,17,45,23,69,23,69,19,61,26,23,34,69,17,45,34,23,27,4,86,72,18,23,50,68,22,4
57,45,46,60,9,92,83,12,58,36,9,85,46,48,79,15,84,10,59,36,47,48,10,85,84,11,79,16,65,34,48,47,31,84,10,49,45,33,61,67,27,81,13,49,36,49,46,33,62,82,13,67,27,78,25,81,15,33,48,68,13,1,2,93,68,15,2,93,79,11,49,28,47,36,82,11,10,62,47,46,49,16,79,13,47,28,58,28,59,16,49,36,33,46,59,13,47,46,33,36,2,85,67,16,33,48,59,27,2
70,26,42,71,7,95,82,14,71,23,9,86,45,49,77,16,83,12,71,24,45,50,9,86,83,12,78,17,74,23,67,47,20,84,11,67,27,21,73,74,20,80,14,68,24,68,27,22,73,80,15,75,20,77,19,79,16,22,50,75,15,0,0,95,74,17,0,95,78,12,68,20,45,24,80,12,9,73,45,27,68,17,78,14,45,20,71,20,71,17,68,24,22,27,71,15,45,27,22,24,0,86,75,17,22,50,71,20,5
66,29,51,63,4,95,77,21,67,27,5,90,54,41,70,24,78,17,67,28,53,41,5,90,78,17,70,25,68,27,64,39,27,89,16,64,30,29,66,68,26,73,22,65,28,65,30,29,65,73,22,69,26,69,25,72,24,30,42,69,22,0,0,95,69,25,0,95,70,17,65,26,54,28,73,17,5,66,54,30,65,25,70,22,54,26,67,26,67,25,65,28,30,30,67,22,53,30,30,28,0,90,69,25,29,41,67,26,2
67,42,40,69,12,86,78,22,67,27,12,82,42,53,70,24,79,16,68,27,42,52,13,82,79,16,71,24,68,26,48,50,21,81,15,51,44,24,71,69,25,72,22,51,27,50,44,23,71,72,23,69,26,70,25,71,23,24,53,69,23,7,8,87,69,24,8,87,71,16,51,26,43,27,72,16,13,72,43,45,51,24,71,23,43,26,68,26,68,24,50,27,24,45,68,23,42,44,24,27,8,82,69,24,23,52,68,26,7
52,45,45,68,12,85,82,21,55,40,12,82,45,49,69,24,83,12,54,40,46,49,13,82,83,12,69,25,65,38,48,48,23,81,11,48,45,25,69,65,29,73,21,49,40,49,46,25,70,73,22,66,28,68,27,72,24,25,49,67,22,8,9,86,66,26,9,86,70,12,49,29,46,41,73,12,13,70,45,46,49,26,70,21,46,29,55,29,55,26,49,40,25,46,55,22,46,46,25,41,9,82,66,25,25,49,54,28,4
59,40,38,69,16,87,76,21,60,33,17,78,41,54,70,24,77,18,61,34,40,54,17,78,77,18,71,24,68,32,50,52,24,77,17,52,43,24,70,69,25,73,21,52,34,52,42,25,70,73,22,69,26,70,25,72,23,25,55,69,22,6,7,88,69,24,7,88,71,18,53,26,41,34,73,18,17,70,41,43,53,24,71,22,41,26,61,25,61,24,52,34,25,43,61,22,40,42,25,34,7,78,69,24,25,54,61,26,6
69,28,43,76,8,90,82,16,69,24,8,86,46,48,74,20,83,12,70,25,47,48,9,86,83,12,75,20,71,24,63,44,15,85,11,64,29,17,77,72,22,78,16,64,24,65,30,17,78,78,17,72,23,74,22,77,19,17,48,72,17,3,4,91,72,20,4,91,75,12,65,22,46,25,78,12,9,78,46,30,65,20,75,17,47,23,70,22,70,20,65,25,17,30,70,17,47,30,17,25,4,86,72,20,17,48,70,23,6
51,53,31,64,26,85,79,23,53,42,27,68,32,62,67,27,82,13,53,41,32,63,27,68,82,13,68,27,58,39,38,62,29,67,10,40,55,29,65,61,34,71,23,40,42,40,55,30,65,71,24,60,34,67,32,70,26,30,63,61,24,8,9,86,61,27,9,86,68,13,40,35,32,42,71,13,27,65,32,55,40,27,68,24,32,35,54,35,54,27,40,41,30,55,54,24,32,55,30,42,9,68,60,27,30,63,53,34,5
60,49,37,63,18,91,86,17,62,32,19,75,39,57,72,22,87,8,62,32,38,56,20,75,87,8,73,22,69,30,43,55,28,73,7,44,51,30,64,70,24,77,17,44,33,44,50,30,65,77,18,70,25,72,24,76,21,30,57,70,18,2,3,92,70,22,3,92,73,8,45,25,39,33,77,8,20,65,39,51,45,22,73,18,39,25,63,24,63,22,44,32,30,51,63,18,38,50,30,33,3,75,70,22,30,56,62,25,6
71,27,40,64,5,95,82,15,71,22,6,89,42,52,76,18,83,11,72,23,42,53,6,89,83,12,76,19,73,22,63,51,27,88,11,65,30,28,66,73,20,78,16,65,23,65,29,29,66,79,16,74,21,75,20,78,18,29,53,74,16,0,0,95,74,18,0,95,76,12,65,21,42,23,79,12,6,66,42,30,66,19,76,16,42,21,71,20,72,18,65,23,29,30,72,16,42,29,29,23,0,89,74,19,29,53,72,21,4
55,43,30,66,15,87,81,22,57,37,17,78,32,62,70,24,82,13,57,38,32,63,17,78,82,13,70,25,68,36,48,61,25,76,12,49,45,26,68,68,26,72,23,50,38,50,45,27,68,72,23,69,26,69,25,71,24,27,63,69,23,6,7,88,69,25,7,88,70,13,50,26,32,38,72,13,17,68,32,45,50,25,70,23,32,26,57,26,57,25,50,38,27,45,57,23,32,45,27,38,7,78,69,25,27,63,57,26,3
63,43,40,78,13,84,82,16,64,30,13,81,41,53,73,21,83,12,64,31,42,53,14,81,83,12,73,21,67,30,50,51,15,80,11,50,43,16,78,67,27,78,16,51,30,51,44,16,79,78,17,68,27,72,26,77,20,16,53,68,17,9,10,85,67,22,10,85,74,12,51,27,42,31,78,12,14,79,41,44,51,22,74,16,42,27,64,27,64,22,51,31,16,44,64,17,42,44,16,31,10,81,68,21,16,53,64,27,5
62,37,50,74,8,91,83,13,64,30,8,86,50,44,78,16,84,11,64,31,51,44,9,86,84,11,78,16,71,29,54,43,17,85,10,55,38,19,75,73,22,81,13,56,30,56,39,19,76,81,14,73,21,77,19,80,15,19,44,74,14,2,3,92,73,17,3,92,79,11,56,22,51,31,81,11,9,76,50,39,56,17,79,13,51,22,64,22,64,17,56,31,19,39,64,14,51,39,19,31,3,86,73,16,19,44,64,21,5
71,33,39,65,5,95,81,14,72,22,6,89,40,54,77,17,82,12,72,23,41,54,6,89,82,13,77,18,74,22,55,52,26,88,12,58,36,28,67,74,20,79,15,59,22,58,36,28,67,80,15,75,20,76,19,79,17,28,54,75,15,0,0,95,75,18,0,95,77,13,59,20,41,23,80,13,6,67,40,37,59,18,77,15,41,20,72,20,72,18,58,23,28,37,72,15,41,36,28,23,0,89,75,18,28,54,72,20,4
48,53,33,65,16,84,83,21,51,43,17,78,34,59,70,25,85,9,51,43,35,60,17,78,85,10,70,25,57,40,38,58,26,77,8,39,54,27,67,59,35,72,22,40,44,40,55,28,67,73,22,59,36,69,34,72,24,27,60,59,22,9,10,85,59,25,10,85,70,10,40,36,35,44,73,10,17,67,35,54,40,25,70,22,35,36,52,36,52,25,40,43,28,55,52,22,35,55,28,44,10,78,59,25,28,60,51,36,4
71,23,51,65,5,95,75,20,72,23,6,89,53,43,74,22,76,20,71,23,52,42,6,89,75,19,73,21,72,23,71,41,25,88,19,71,24,28,68,73,23,75,21,72,24,71,23,27,67,74,20,72,22,73,22,74,21,28,43,73,21,0,0,95,73,22,0,95,74,20,72,23,53,24,75,20,6,68,53,24,72,22,74,21,53,23,72,23,72,22,71,23,28,24,72,21,52,23,28,24,0,89,72,21,27,42,71,22,3
54,49,35,65,12,84,83,20,55,39,13,82,37,57,68,26,84,11,55,39,37,58,13,82,84,11,69,26,60,38,42,56,26,81,10,43,51,27,67,63,32,74,20,43,40,44,51,28,67,74,21,62,32,67,30,73,24,28,58,63,21,9,10,85,63,26,10,85,69,11,44,33,37,40,74,11,13,67,37,51,44,26,69,21,37,33,56,32,56,26,44,39,28,51,56,21,37,51,28,40,10,82,62,26,28,58,55,32,2
68,36,42,58,10,95,77,19,69,25,12,83,44,50,72,22,78,16,69,26,44,51,12,83,78,17,72,23,70,25,55,49,32,81,16,56,38,34,61,70,24,74,20,57,26,57,38,34,60,75,20,71,24,71,23,74,22,35,51,71,20,0,0,95,71,23,0,95,72,17,57,24,44,26,75,17,12,61,44,38,57,23,72,20,44,24,69,24,69,23,57,26,35,38,69,20,44,38,35,26,0,83,71,23,34,51,69,24,3
69,25,46,61,8,95,74,21,70,25,9,86,48,48,72,24,75,21,69,25,47,47,9,86,74,20,71,23,70,25,69,46,29,85,20,69,26,32,64,71,25,74,22,70,26,69,25,31,63,73,21,70,24,71,24,73,23,32,48,71,22,0,0,95,71,24,0,95,72,21,70,25,48,26,74,21,9,64,48,26,70,24,72,22,48,25,70,25,70,24,69,25,32,26,70,22,47,25,32,26,0,86,70,23,31,47,69,24,3
70,26,45,67,3,95,79,17,72,23,4,91,48,48,75,19,80,14,71,23,47,47,4,91,80,15,75,20,73,22,66,45,24,90,14,67,28,26,69,73,21,76,18,68,24,67,27,26,69,77,18,74,21,74,20,76,19,26,48,74,18,0,0,95,74,20,0,95,75,15,68,21,48,24,77,15,4,69,48,28,68,20,75,18,48,21,72,21,72,20,67,23,26,28,72,18,47,27,26,24,0,91,74,20,26,47,71,21,3
64,40,30,69,16,85,81,23,65,29,17,78,32,62,68,26,82,13,65,30,32,63,17,78,82,13,68,27,66,29,48,61,22,77,12,51,44,23,71,66,28,71,24,52,30,51,43,24,71,71,24,67,28,67,27,70,26,24,63,67,24,8,9,86,67,27,9,86,68,13,52,28,32,30,71,13,17,71,32,44,52,27,68,24,32,28,65,28,65,27,51,30,24,44,65,24,32,43,24,30,9,78,67,27,24,63,65,28,3
52,46,45,56,14,95,83,12,54,41,16,79,45,49,78,16,84,10,53,41,46,49,16,79,84,11,78,17,63,40,47,48,35,77,10,47,46,37,58,64,30,81,13,48,41,48,47,37,58,82,13,65,30,76,28,81,15,37,49,65,13,0,0,95,65,17,0,95,78,11,48,30,46,42,82,11,16,58,45,47,48,17,78,13,46,30,54,30,54,17,48,41,37,47,54,13,46,47,37,42,0,79,65,17,37,49,53,30,4
68,40,36,72,9,93,85,10,69,24,10,85,38,57,84,11,86,10,70,25,38,57,10,85,85,9,84,10,78,23,51,55,19,84,9,52,42,21,74,79,15,85,10,52,25,53,42,21,74,84,10,79,16,84,15,84,10,21,57,79,11,0,1,94,79,11,1,94,85,10,53,16,38,25,85,10,10,74,38,42,53,11,85,11,38,16,70,15,70,11,53,25,21,42,70,11,38,42,21,25,1,85,79,10,21,57,70,16,3
66,28,51,74,9,91,78,19,67,27,10,85,54,41,71,23,79,15,67,28,53,41,10,85,79,16,71,24,69,27,65,39,17,84,15,65,29,18,76,69,25,74,20,66,28,66,29,19,76,75,20,70,25,70,24,74,23,19,42,70,20,2,3,92,70,24,3,92,71,16,66,25,54,28,75,16,10,76,54,29,66,24,71,20,54,25,67,25,67,24,66,28,19,29,67,20,53,29,19,28,3,85,70,24,19,41,67,25,7
50,47,36,60,18,90,86,10,52,42,20,75,38,56,63,30,87,8,52,43,38,57,20,75,87,8,64,31,57,41,44,55,31,73,7,45,49,32,62,58,36,84,10,46,43,46,49,33,62,84,11,59,36,62,34,83,29,33,57,59,11,3,4,91,58,31,4,91,64,8,46,36,38,43,84,8,20,62,38,49,46,31,64,10,38,36,52,36,52,31,46,43,33,49,52,11,38,49,33,43,4,75,59,31,33,57,52,36,1
69,27,44,63,2,95,81,16,69,24,3,92,47,49,74,20,82,13,70,25,46,48,3,92,82,13,75,20,71,24,66,46,28,91,12,66,28,30,65,72,22,78,16,66,25,67,28,30,65,78,17,72,23,74,22,77,19,30,49,72,17,0,0,95,72,20,0,95,75,13,67,23,47,25,78,13,3,65,47,28,67,20,75,17,47,23,70,22,70,20,67,25,30,28,70,17,46,28,30,25,0,92,72,20,30,48,70,23,4
51,48,35,61,12,85,82,20,53,42,14,81,36,58,68,27,83,12,53,41,37,58,14,81,83,12,68,27,57,39,42,56,30,79,11,45,50,32,63,59,35,74,21,45,42,44,50,32,63,74,21,59,36,66,34,73,25,32,58,59,21,8,9,86,59,27,9,86,68,12,45,36,37,42,74,12,14,63,37,51,45,27,68,21,37,36,54,36,54,27,44,41,32,51,54,21,37,50,32,42,9,81,59,27,32,58,53,36,4
68,26,55,84,7,91,81,17,69,25,7,87,56,39,73,20,82,13,69,26,56,38,8,87,82,13,74,21,71,25,66,37,9,86,12,67,27,10,84,71,23,77,17,68,25,67,27,10,85,77,18,72,23,73,22,76,20,10,39,72,18,2,3,92,71,21,3,92,74,13,68,23,57,26,77,13,8,85,56,28,68,21,74,17,57,23,69,23,69,21,67,26,10,28,69,18,56,27,10,26,3,87,72,21,10,38,69,23,6
65,43,37,64,13,89,86,17,65,28,15,80,39,55,72,22,87,7,66,28,39,56,15,80,87,8,73,22,68,27,50,54,27,78,7,50,44,28,66,70,24,76,17,50,29,51,44,29,66,77,18,69,25,72,24,76,21,29,56,70,18,4,5,90,70,22,5,90,73,8,51,26,39,29,77,7,15,66,39,44,51,22,72,18,39,26,67,25,67,22,51,28,29,44,67,18,39,44,29,29,5,80,69,22,29,56,66,25,6
66,35,33,70,9,88,82,15,68,27,10,85,35,59,76,17,83,12,67,27,35,60,10,85,83,12,77,18,72,26,53,58,21,84,11,56,39,22,72,73,22,79,15,57,28,56,38,23,72,79,16,73,21,76,20,78,17,23,60,74,16,5,6,89,73,18,6,89,77,12,57,22,35,28,79,12,10,72,35,39,57,18,77,15,35,22,68,22,68,18,56,27,23,39,68,16,35,38,23,28,6,85,73,18,23,60,67,21,5
58,42,39,64,13,87,78,21,60,34,14,81,42,53,70,24,79,16,60,35,41,53,14,81,79,16,71,24,68,33,48,51,27,80,15,50,45,28,66,69,26,73,21,51,35,50,44,29,66,73,22,69,26,70,25,72,23,29,54,69,22,6,7,88,69,24,7,88,71,16,51,26,42,35,73,16,14,66,42,45,51,24,71,22,42,26,60,26,60,24,50,35,29,45,60,22,41,44,29,35,7,81,69,24,29,53,60,26,4
61,41,48,70,11,86,81,20,62,32,12,83,49,45,71,23,82,13,62,32,49,46,12,83,82,13,72,23,67,31,52,45,21,82,12,52,42,22,72,68,26,74,20,52,33,53,42,23,72,74,21,68,27,71,26,73,22,23,46,68,21,7,8,87,68,23,8,87,72,13,53,27,49,33,74,13,12,72,49,42,53,23,72,21,49,27,63,26,63,23,53,32,23,42,63,21,49,42,23,33,8,83,68,23,23,46,62,27,4
53,51,37,60,22,88,82,23,55,39,24,71,39,55,68,26,83,12,55,40,39,56,24,71,83,12,68,27,65,38,41,54,31,69,11,41,52,32,62,65,29,71,24,42,40,43,53,33,62,71,24,66,29,67,28,70,26,33,56,66,24,5,6,89,66,27,6,89,68,12,42,29,39,40,71,12,24,62,39,52,42,27,68,24,39,29,55,29,55,27,43,40,33,52,55,24,39,53,33,40,6,71,66,27,33,56,55,29,2
68,43,35,64,12,88,81,16,69,26,14,81,36,58,75,19,82,13,69,25,37,58,14,81,82,13,76,19,71,24,46,56,27,79,12,49,45,29,66,72,22,78,16,49,26,49,46,29,66,78,17,72,23,75,22,77,18,29,58,72,17,5,6,89,72,19,6,89,76,13,49,23,37,26,78,13,14,66,37,46,49,19,76,17,37,23,70,23,70,19,49,25,29,46,70,17,37,46,29,26,6,81,72,19,29,58,69,23,5
54,40,50,65,11,90,84,12,54,40,12,83,51,43,75,20,85,10,54,40,51,44,12,83,85,10,75,19,64,40,54,43,26,82,9,54,41,27,67,66,29,82,12,54,41,54,40,28,67,82,13,65,29,72,28,81,16,28,44,66,13,3,4,91,66,20,4,91,76,10,55,30,51,41,82,10,12,67,51,41,55,20,76,13,51,30,55,29,55,20,54,40,28,41,55,13,51,40,28,41,4,83,65,19,28,44,54,29,2
70,39,33,65,16,95,81,17,72,23,18,77,35,60,74,19,82,13,71,23,34,60,18,77,82,13,75,20,73,22,51,59,26,75,12,53,42,27,67,73,21,77,17,54,24,53,41,28,67,77,18,74,21,74,20,76,19,28,61,74,18,0,0,95,73,20,0,95,75,13,54,21,35,24,77,13,18,67,35,42,54,20,75,17,35,21,72,21,72,20,53,23,28,42,72,18,34,41,28,24,0,77,74,20,28,60,71,21,2
66,36,44,66,7,90,80,17,68,27,8,87,45,49,74,19,81,14,67,27,46,49,8,87,81,14,75,20,72,26,55,47,25,86,13,56,37,27,68,72,22,77,17,57,27,57,38,27,68,77,18,73,22,74,21,76,19,27,49,73,18,3,4,91,72,20,4,91,75,14,57,22,46,28,77,14,8,68,45,38,57,20,75,17,46,22,68,22,68,20,57,27,27,38,68,18,46,38,27,28,4,87,73,20,27,49,67,22,4
58,44,47,60,10,89,84,11,59,34,11,84,48,46,73,22,85,9,60,35,48,47,11,84,85,10,73,21,65,33,49,46,29,83,9,49,45,31,63,67,28,82,11,49,35,50,45,32,63,83,12,66,28,71,27,82,19,32,47,67,12,4,5,90,67,22,5,90,74,10,50,29,48,35,83,9,11,63,48,45,50,22,73,12,48,29,60,28,60,22,50,35,32,45,60,12,48,45,32,35,5,84,66,21,32,47,60,28,2
64,39,30,74,10,87,83,14,66,29,11,84,31,62,78,16,84,10,66,28,32,63,11,84,84,11,78,17,73,26,52,61,17,83,10,54,40,18,76,74,20,79,15,54,29,54,41,19,76,80,15,74,20,77,19,79,16,18,63,75,15,6,7,88,75,16,7,88,78,11,54,21,32,29,80,11,11,76,32,40,54,17,78,15,32,21,66,21,67,17,54,28,19,41,67,15,32,41,19,29,7,84,74,17,19,63,66,20,5
71,30,45,64,1,95,82,14,71,23,2,93,45,49,77,17,83,12,72,23,46,49,2,93,83,12,78,17,73,22,63,48,27,92,11,64,30,29,66,74,20,80,14,64,23,64,31,29,66,80,15,74,21,77,20,79,16,29,49,74,15,0,0,95,74,17,0,95,78,12,64,21,46,23,80,12,2,66,46,31,64,17,78,15,46,21,72,21,72,17,64,23,29,31,72,15,46,31,29,23,0,93,74,17,29,49,72,21,3
60,40,46,63,10,87,76,21,62,34,11,84,47,47,70,24,77,18,61,33,48,47,11,84,77,18,70,25,65,32,51,45,24,83,17,53,41,28,67,67,28,73,22,53,34,53,42,28,67,73,22,67,27,69,25,72,24,28,47,68,22,6,7,88,68,25,7,88,70,18,53,28,48,34,73,18,11,67,48,42,53,25,70,22,48,28,62,28,62,25,53,33,28,42,62,22,48,42,28,34,7,84,67,25,28,47,61,27,2
56,45,34,63,22,88,75,22,58,37,23,72,36,59,70,25,76,19,58,36,36,59,23,72,76,19,70,25,64,34,45,57,28,71,18,48,48,30,65,66,28,72,23,48,37,47,47,30,65,72,23,66,29,69,27,71,24,30,59,66,23,5,6,89,66,25,6,89,70,19,48,29,36,37,72,19,23,65,36,48,48,25,70,23,36,29,59,29,59,25,47,36,30,48,59,23,36,47,30,37,6,72,66,25,30,59,58,29,4
65,33,45,64,0,95,83,13,67,28,0,95,48,47,78,16,84,11,67,28,48,47,0,95,84,11,78,17,76,26,57,44,27,95,10,60,36,29,66,76,18,81,14,60,28,59,35,29,66,81,14,77,18,77,17,80,16,29,47,77,14,0,0,95,77,17,0,95,78,11,60,18,48,28,81,11,0,66,48,36,60,17,78,14,48,18,67,18,67,17,59,28,29,36,67,14,48,35,29,28,0,95,77,17,29,47,67,18,2
57,48,45,58,10,90,84,11,58,36,11,84,46,49,78,16,85,9,58,36,45,49,11,84,85,10,78,17,65,35,46,49,33,83,9,46,49,34,60,66,27,82,12,46,37,46,48,35,60,83,12,67,28,76,26,82,15,35,50,67,12,3,4,91,67,16,4,91,78,10,46,28,46,37,83,10,11,60,46,49,47,17,78,12,46,28,58,27,59,16,46,36,35,49,59,12,45,48,35,37,4,84,67,17,35,49,58,28,3
59,37,34,77,13,84,79,23,61,33,14,81,34,60,69,25,81,14,61,34,35,60,14,81,81,14,69,26,65,32,54,59,16,80,12,55,38,17,78,66,29,71,24,56,33,56,39,17,78,71,24,66,28,68,27,70,25,17,60,67,24,9,10,85,67,26,10,85,69,14,56,29,35,34,71,14,14,78,34,39,56,26,69,24,35,29,61,29,61,26,56,34,17,39,61,24,35,39,17,34,10,81,66,26,17,60,61,28,1
44,54,31,65,18,86,84,20,47,48,19,75,33,62,71,23,85,10,46,48,33,62,20,75,85,10,71,24,56,46,37,60,26,73,9,38,56,28,66,57,37,74,21,39,49,39,56,28,67,74,21,58,37,70,35,73,23,28,62,58,21,7,8,87,58,24,8,87,71,10,39,37,33,49,74,10,20,67,33,56,39,24,71,21,33,37,47,37,47,24,39,48,28,56,47,21,33,56,28,49,8,75,58,24,28,62,46,37,3
55,48,37,61,19,86,78,22,57,38,21,74,38,56,69,25,79,16,56,38,39,56,21,74,79,16,69,26,61,37,42,54,30,72,15,44,50,32,63,62,33,72,23,45,38,44,50,32,63,72,23,62,32,68,31,71,25,32,56,63,23,7,8,87,63,26,8,87,69,16,45,33,39,39,72,16,21,63,38,51,45,26,69,23,39,33,57,33,57,26,44,38,32,51,57,23,39,50,32,39,8,74,62,26,32,56,56,32,2
62,38,38,69,14,87,75,21,64,30,15,80,42,54,70,24,76,19,64,31,41,53,15,80,76,19,70,24,69,29,53,50,22,79,18,54,40,24,71,69,25,73,22,55,31,55,40,24,71,73,22,69,25,69,24,72,24,24,54,70,22,6,7,88,70,25,7,88,70,19,55,25,42,31,73,19,15,71,42,40,55,25,70,22,42,25,64,25,64,25,55,31,24,40,64,22,41,40,24,31,7,80,70,25,24,53,64,25,7
65,32,43,56,4,95,79,20,66,28,5,90,44,50,70,23,80,15,66,29,44,51,5,90,80,15,71,24,68,28,60,50,35,89,14,61,34,36,58,68,26,74,20,62,29,61,33,37,58,74,21,69,26,70,25,73,23,37,51,69,21,0,0,95,68,24,0,95,71,15,62,26,44,29,74,15,5,58,44,34,62,24,71,20,44,26,66,26,66,24,61,29,37,34,66,21,44,33,37,29,0,90,69,24,37,51,66,26,7
44,50,36,64,23,81,88,11,46,47,24,71,38,57,71,24,89,6,46,49,38,57,24,71,89,6,70,24,49,47,41,55,29,70,5,41,52,30,65,51,44,82,14,43,49,43,52,30,65,81,13,51,43,68,41,79,22,30,57,52,14,12,13,82,52,25,13,82,71,6,43,44,38,49,82,6,24,65,38,52,43,25,71,14,38,44,46,44,46,25,43,49,30,52,46,14,38,52,30,49,13,71,51,24,30,57,46,43,1
72,28,39,70,8,95,80,16,72,21,10,85,43,52,76,18,81,14,73,22,43,52,10,85,81,14,77,18,73,21,63,48,21,83,13,64,30,23,72,74,20,78,16,64,22,65,30,23,72,78,17,74,21,76,20,77,17,23,52,74,17,0,0,95,74,18,0,95,77,14,65,21,43,22,78,14,10,72,43,30,65,18,77,17,43,21,73,20,73,18,65,22,23,30,73,17,43,30,23,22,0,85,74,18,23,52,73,21,3
57,44,31,66,17,85,80,21,58,36,19,76,34,61,71,23,81,14,59,36,33,61,19,76,81,14,72,23,69,34,47,59,25,74,13,49,46,26,68,70,24,73,21,49,36,49,46,27,68,73,22,70,25,71,24,72,22,27,62,70,22,8,9,86,70,23,9,86,72,14,49,25,34,36,73,14,19,68,34,46,49,23,72,22,34,25,59,25,59,23,49,36,27,46,59,22,33,46,27,36,9,76,70,23,27,61,59,25,4
60,41,46,68,9,89,83,13,62,32,10,85,46,48,78,16,84,11,62,33,47,48,10,85,84,11,78,16,69,31,50,47,23,84,10,51,42,25,70,70,25,81,13,52,32,52,43,25,70,81,14,70,24,77,23,80,15,25,48,71,14,4,5,90,70,17,5,90,79,11,52,25,47,33,81,11,10,70,46,43,52,17,79,13,47,25,62,25,62,17,52,33,25,43,62,14,47,43,25,33,5,85,70,16,25,48,62,24,4
67,33,44,66,10,95,83,16,67,26,12,83,47,48,73,21,84,11,68,27,46,48,12,83,84,11,74,21,69,26,58,46,25,81,10,59,35,26,68,70,24,78,16,59,27,60,35,27,68,78,17,70,25,73,24,77,20,27,49,70,17,0,0,95,70,21,0,95,74,11,60,25,47,27,78,11,12,68,47,35,60,21,74,17,47,25,68,24,68,21,60,27,27,35,68,17,46,35,27,27,0,83,70,21,27,48,68,25,7
60,45,34,68,14,85,78,20,63,32,15,80,35,59,71,23,79,15,62,32,36,59,15,80,79,16,71,24,69,30,43,57,25,79,15,46,48,26,69,69,25,73,21,47,32,46,48,26,69,74,21,70,25,70,24,73,23,26,59,70,21,8,9,86,70,24,9,86,71,16,47,25,36,33,74,16,15,69,35,49,47,24,71,21,36,25,63,25,63,24,46,32,26,49,63,21,36,48,26,33,9,80,70,24,26,59,62,25,6
54,53,31,64,18,84,84,14,55,38,21,75,33,61,70,24,85,9,56,39,33,62,20,74,85,10,70,25,60,37,38,60,26,72,9,39,55,28,67,61,32,79,15,39,39,40,55,28,66,80,15,62,33,68,31,79,23,29,62,62,15,9,10,85,62,24,10,85,70,10,39,33,33,39,80,10,21,67,33,55,40,25,70,15,33,33,55,32,56,24,40,39,29,55,56,15,33,55,29,39,10,75,62,25,28,62,56,33,1
