@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atLee numeric
@attribute o2atMaa numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMea numeric
@attribute o2atLea numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMda numeric
@attribute o2atLda numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o2atMeb numeric
@attribute o2atLeb numeric
@attribute o2atMec numeric
@attribute o2atLec numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atLee numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMaa numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMda numeric
@attribute o3atLda numeric
@attribute o3atMea numeric
@attribute o3atLea numeric
@attribute o4atMcc numeric
@attribute o4atLcc numeric
@attribute o4atMdc numeric
@attribute o4atLdc numeric
@attribute o4atLee numeric
@attribute o4atMed numeric
@attribute o4atLed numeric
@attribute o4atMdd numeric
@attribute o4atLdd numeric
@attribute o4atMcd numeric
@attribute o4atLcd numeric
@attribute o4atMcb numeric
@attribute o4atLcb numeric
@attribute o4atMbb numeric
@attribute o4atMbc numeric
@attribute o4atLbc numeric
@attribute o4atMec numeric
@attribute o4atLec numeric
@attribute o4atMde numeric
@attribute o4atLde numeric
@attribute o5atMcc numeric
@attribute o5atLcc numeric
@attribute o5atMce numeric
@attribute o5atLce numeric
@attribute o5atMbb numeric
@attribute o5atMbe numeric
@attribute o5atLbe numeric
@attribute o5atMcb numeric
@attribute o5atLcb numeric
@attribute o5atMbc numeric
@attribute o5atLbc numeric
@attribute o5atMdd numeric
@attribute o5atLdd numeric
@attribute o5atLde numeric
@attribute o5atMcd numeric
@attribute o5atLcd numeric
@attribute o5atMdc numeric
@attribute o5atLdc numeric
@attribute o5atMed numeric
@attribute o5atLed numeric
@attribute destClass {1.0,2.0}

@data
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,16,1,2,16,2,17,2,3,2,16,1,17,1,16,1,2,2,2,17,2,16,2,16,2,16,2,17,2,16,2,1,3,1,17,1,17,1,2,2,8,17,13,9,4,1,19,2,18,9,10,14,5,14,5,0,1,18,9,10,0,17,1,18,0,18,0,10,0,5,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
17,18,0,19,0,18,0,1,1,18,1,0,18,0,0,18,0,18,0,1,18,14,0,0,19,1,19,0,0,0,18,0,19,0,19,0,0,0,0,15,3,19,4,15,4,15,0,19,0,19,4,0,4,0,18,0,19,0,4,1,11,14,15,7,3,4,16,5,15,12,8,16,4,15,3,3,4,15,11,7,3,14,4,15,3,15,3,7,3,3,10,19,12,7,1,18,2,17,5,12,7,0,19,0,0,19,12,2,17,1,0,15,1,1,0,0,1,0,15,0,15,14,13,0,0,14,1,14,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,18,0,0,18,1,18,0,1,0,18,0,19,0,19,0,1,1,0,19,0,18,0,18,0,18,0,19,0,18,1,0,1,0,18,0,19,0,0,1,11,15,16,7,2,3,17,4,16,12,8,17,3,16,2,2,3,16,11,7,2,15,3,16,2,16,2,7,2,2,14,19,15,5,3,16,4,15,4,14,4,0,19,0,0,19,15,4,15,3,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,18,0,0,17,2,17,1,1,1,16,1,18,1,17,1,0,2,0,19,0,18,0,18,0,18,0,19,0,18,0,1,1,0,17,0,18,0,0,2,11,15,15,7,3,3,17,4,16,12,8,16,4,15,3,2,3,16,11,7,2,15,3,16,2,16,2,7,2,3,14,19,15,5,2,17,3,16,4,14,4,0,19,0,0,19,15,3,16,2,14,2,15,0,11,12,1,12,3,11,3,14,0,0,14,0,14,0,14,0,1.0
17,18,1,19,0,18,1,1,1,18,1,0,18,0,1,18,0,18,0,1,17,18,0,0,18,1,18,0,1,0,18,0,19,0,19,0,1,1,0,19,0,18,0,18,0,18,0,19,0,18,1,0,1,0,18,0,19,0,0,1,11,15,14,7,4,3,17,4,16,12,8,15,5,14,4,2,3,16,11,7,2,15,3,16,2,16,2,7,2,4,14,19,15,5,3,16,4,15,4,14,4,0,19,0,0,19,15,4,15,3,14,3,15,0,10,11,1,11,4,10,4,14,0,0,14,0,14,0,14,0,1.0
8,18,0,19,5,11,7,1,8,11,8,0,18,0,0,18,0,18,0,8,15,19,0,0,17,3,17,0,0,0,16,2,19,0,19,1,0,2,0,19,0,19,0,19,0,19,0,19,0,19,0,2,0,0,16,0,19,0,0,3,13,14,18,5,0,3,15,5,14,14,6,19,1,18,0,3,4,15,13,5,4,14,4,14,4,15,4,5,4,0,13,19,14,6,3,16,4,15,5,13,5,0,19,0,0,19,14,4,15,3,14,5,15,0,8,9,1,9,6,8,6,14,0,0,14,0,14,0,14,0,1.0
19,2,1,3,0,19,0,1,0,19,0,15,18,0,16,2,16,3,16,0,17,4,0,1,17,1,18,1,2,1,17,0,18,0,17,0,2,1,2,6,11,17,13,6,12,6,2,18,1,17,12,1,13,1,18,0,18,0,13,1,10,16,13,8,5,1,19,3,17,11,9,14,6,13,5,0,1,17,10,8,0,16,2,18,0,18,0,8,0,5,14,19,16,4,0,19,1,18,2,15,3,0,19,0,0,19,16,1,18,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,17,0,0,17,1,18,1,1,1,17,0,18,0,17,0,1,1,1,18,1,18,1,17,1,18,1,19,0,18,1,1,2,1,18,0,18,0,1,1,10,15,12,8,6,2,18,4,16,11,9,13,7,12,6,1,2,16,10,8,1,15,3,17,1,17,1,8,1,6,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,19,12,0,3,19,0,19,0,4,0,19,0,19,0,19,0,4,0,4,14,4,15,5,13,6,13,3,16,3,15,6,0,6,0,19,0,19,0,5,0,9,18,14,8,3,0,19,1,19,10,9,15,4,15,4,0,0,19,10,9,0,18,0,19,0,19,0,9,0,4,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,10,15,12,1,0,0,1,0,15,0,15,14,2,0,11,4,11,3,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,18,1,0,16,2,17,2,1,2,16,1,17,1,16,1,0,2,0,19,0,18,0,18,0,18,0,19,0,18,0,1,1,1,17,1,17,1,0,2,10,15,14,8,3,3,17,4,16,11,9,15,4,15,4,2,3,16,10,8,2,15,3,16,2,16,2,8,2,4,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,9,1,11,0,19,0,1,0,19,0,7,18,1,9,11,8,10,8,0,17,11,0,2,18,1,18,0,3,0,18,0,19,0,19,0,3,1,2,13,5,16,6,12,6,12,2,17,2,16,7,0,7,0,18,0,19,0,6,1,7,17,13,11,4,1,19,2,18,8,12,14,5,14,5,0,1,18,7,11,0,17,1,18,0,18,0,11,0,5,12,19,13,6,0,19,0,19,5,13,6,0,19,0,0,19,13,0,19,0,1,15,2,1,0,0,1,0,15,0,15,14,12,0,1,13,2,13,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,16,1,2,16,2,17,2,3,2,16,1,17,1,16,1,2,2,2,17,2,16,2,16,2,16,2,17,2,16,2,1,3,1,17,1,17,1,2,2,8,17,12,10,6,0,19,2,18,9,11,13,7,12,6,0,0,18,8,10,0,17,1,19,0,19,0,10,0,6,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,15,17,0,1,17,2,17,0,2,0,17,1,19,0,19,0,2,2,1,18,1,17,1,17,1,17,1,18,1,17,2,1,2,0,17,0,19,0,1,2,10,15,14,8,4,3,17,4,16,11,9,15,5,14,4,2,3,16,10,8,2,15,3,16,2,16,2,8,2,4,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,11,15,13,1,0,0,1,0,15,0,15,14,1,0,12,3,12,2,14,0,2.0
13,18,0,19,2,15,3,1,4,15,4,0,18,0,0,18,0,18,0,4,15,19,0,0,17,3,17,0,0,0,16,2,19,0,19,1,0,2,0,19,0,19,0,19,0,19,0,19,0,19,0,2,0,0,16,0,19,0,0,3,13,14,18,5,0,4,16,5,15,14,6,19,1,18,0,3,4,15,13,5,3,14,4,15,3,15,3,5,3,0,13,19,14,6,4,15,5,14,5,13,5,0,19,0,0,19,14,5,14,4,14,13,15,1,0,1,1,1,14,1,14,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,17,0,0,17,2,17,1,1,1,16,1,18,1,17,1,1,2,1,18,1,18,1,17,1,18,1,19,0,18,1,2,2,1,17,0,18,0,1,2,9,16,14,9,4,2,18,3,17,10,10,15,5,14,4,1,2,17,9,9,1,16,2,17,1,17,1,9,1,4,16,19,17,3,1,18,2,17,2,16,2,0,19,0,0,19,17,2,17,1,14,5,15,0,8,9,1,9,6,8,6,14,0,0,14,0,14,0,14,0,1.0
19,5,1,8,0,19,0,1,0,19,0,8,18,1,11,8,11,8,11,0,17,18,0,0,17,1,18,1,1,1,17,0,18,0,17,0,0,1,0,19,0,18,0,18,0,18,0,19,0,18,0,0,1,0,18,0,18,0,0,1,9,15,13,9,5,3,17,4,16,10,10,14,6,13,5,2,3,16,9,9,2,15,3,16,2,16,2,9,2,5,16,19,17,3,0,19,1,18,2,16,2,0,19,0,0,19,17,1,18,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,12,15,0,3,14,5,14,0,4,0,14,4,19,0,19,3,4,5,3,16,3,15,3,15,3,15,3,16,3,15,4,4,4,0,14,0,19,0,3,5,1,18,12,17,5,0,19,1,19,2,18,13,6,13,6,0,0,19,1,17,0,18,0,19,0,19,0,17,0,6,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,9,15,0,4,5,1,5,10,4,10,14,0,0,14,0,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,15,16,0,2,16,3,16,1,3,1,16,2,18,1,17,2,3,3,2,17,2,16,2,16,2,16,2,17,2,16,3,2,3,1,16,1,18,1,2,3,8,18,12,10,6,0,19,1,19,9,11,13,7,12,6,0,0,19,8,10,0,18,0,19,0,19,0,10,0,6,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,14,7,15,0,0,4,1,4,11,3,11,14,0,0,14,0,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,13,0,2,17,2,17,0,3,0,17,1,19,0,19,1,3,2,2,15,3,16,4,14,4,14,2,17,2,16,5,1,5,0,17,0,19,0,4,2,8,18,12,10,6,0,19,1,19,9,11,13,7,12,6,0,0,19,8,10,0,18,0,19,0,19,0,10,0,6,17,19,18,2,0,19,1,18,1,17,1,0,19,0,0,19,18,1,18,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,17,0,1,17,1,18,1,2,1,17,1,18,0,17,0,2,1,2,18,1,17,1,17,2,17,1,18,1,17,2,1,2,1,18,1,18,0,1,1,8,17,11,10,6,1,19,2,18,9,11,12,7,12,7,0,1,18,8,10,0,17,1,18,0,18,0,10,0,7,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,12,0,0,17,2,17,0,1,0,17,1,19,0,19,1,1,2,0,14,4,18,5,13,5,13,0,19,0,18,6,1,6,0,17,0,19,0,5,2,11,15,14,7,4,2,18,4,16,12,8,15,5,14,4,1,2,16,11,7,1,15,3,17,1,17,1,7,1,4,15,19,16,4,2,17,3,16,3,15,3,0,19,0,0,19,16,3,16,2,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,16,0,1,17,1,18,1,2,1,17,0,18,0,17,0,2,1,2,17,2,17,2,16,2,17,2,18,1,17,2,1,3,1,18,0,18,0,2,1,9,17,13,9,5,1,19,2,18,10,10,14,6,13,5,0,1,18,9,9,0,17,1,18,0,18,0,9,0,5,16,19,17,3,1,18,2,17,2,16,2,0,19,0,0,19,17,2,17,1,14,0,15,0,14,15,1,14,0,14,1,14,0,0,14,0,14,0,14,0,1.0
6,18,0,19,9,8,10,1,11,8,11,0,18,0,0,18,0,18,0,11,14,19,0,0,15,4,16,1,0,1,15,3,18,0,17,2,0,3,0,19,0,19,0,19,0,19,0,19,0,19,0,3,0,1,15,1,18,1,0,4,11,14,14,7,4,4,16,5,15,12,8,15,5,14,4,3,4,15,11,7,3,14,4,15,3,15,3,7,3,4,17,17,18,2,0,19,1,18,1,17,1,1,18,0,1,18,18,1,18,0,14,2,15,0,10,12,1,11,3,11,4,14,0,0,14,0,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,13,0,3,17,1,18,1,4,1,17,0,18,0,17,0,3,1,3,15,3,15,4,14,4,14,3,16,3,15,4,0,5,0,18,0,18,0,4,1,7,18,11,10,6,0,19,1,19,8,11,12,7,12,7,0,0,19,8,11,0,18,0,19,0,19,0,11,0,7,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,3,1,5,0,19,0,1,0,19,0,13,18,1,15,5,14,4,14,0,17,13,0,2,18,1,18,0,3,0,18,0,19,0,19,0,3,1,2,15,3,16,4,14,4,14,2,17,2,16,5,0,5,0,18,0,19,0,4,1,4,17,12,14,5,1,19,2,18,5,15,13,6,13,6,0,1,18,4,14,0,17,1,18,0,18,0,14,0,6,8,19,13,7,0,19,0,19,2,12,6,0,19,0,0,19,13,0,19,0,7,15,9,1,0,0,1,0,15,0,15,14,4,0,8,6,9,6,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,14,17,1,1,15,3,16,2,2,2,15,2,17,1,16,1,1,3,1,18,1,17,1,17,1,17,1,18,1,17,1,2,2,1,16,1,17,1,1,3,9,16,13,9,4,2,18,3,17,10,10,14,5,14,5,1,2,17,9,9,1,16,2,17,1,17,1,9,1,5,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,15,0,2,17,2,17,0,3,0,17,1,19,0,19,1,3,2,2,16,3,15,3,15,3,15,2,16,3,16,4,1,4,0,17,0,19,0,3,2,7,18,11,11,7,0,19,1,19,8,12,12,8,11,7,0,0,19,7,11,0,18,0,19,0,19,0,11,0,7,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,0,15,0,13,14,1,14,1,13,1,14,0,0,14,0,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,12,17,0,1,14,5,14,0,2,0,14,4,19,0,19,3,2,5,1,18,1,17,1,17,1,17,1,18,1,17,2,4,2,0,14,0,19,0,1,5,5,16,14,11,4,2,18,3,17,7,13,15,5,14,4,1,2,17,6,12,1,16,2,17,1,17,1,12,1,4,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,11,15,0,2,3,1,3,12,2,12,14,0,0,14,0,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,17,0,1,17,2,17,0,2,0,17,1,19,0,19,1,2,2,1,18,1,17,1,17,1,17,1,18,1,17,2,1,2,0,17,0,19,0,1,2,9,16,12,9,6,2,18,3,17,10,10,13,7,12,6,1,2,17,9,9,1,16,2,17,1,17,1,9,1,6,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,12,15,0,1,2,1,2,13,1,13,14,0,0,14,0,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,15,16,0,2,16,3,16,1,3,1,16,2,18,1,17,2,3,3,2,17,2,16,2,16,2,16,2,17,2,16,3,2,3,1,16,1,18,1,2,3,8,18,12,10,6,0,19,1,19,9,11,13,7,12,6,0,0,19,8,10,0,18,0,19,0,19,0,10,0,6,18,18,19,1,0,19,0,19,0,18,0,1,19,0,0,18,19,0,19,0,14,0,15,0,14,15,1,14,0,14,1,14,0,0,14,0,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,18,0,0,17,2,17,0,1,0,17,1,19,0,19,1,1,2,0,19,0,18,0,18,0,18,0,19,0,18,1,1,1,0,17,0,19,0,0,2,9,15,12,9,6,3,17,4,16,10,10,13,7,12,6,2,3,16,9,9,2,15,3,16,2,16,2,9,2,6,17,19,18,2,0,19,1,18,1,17,1,0,19,0,0,19,18,1,18,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
15,18,1,19,2,16,3,1,3,16,3,0,18,0,1,18,0,18,0,3,14,18,0,0,15,3,16,1,1,1,16,2,18,0,17,1,1,3,0,19,0,18,0,18,0,18,0,19,0,18,1,2,1,1,16,1,18,1,0,3,9,15,12,9,6,3,17,4,16,10,10,13,7,12,6,2,3,16,9,9,2,15,3,16,2,16,2,9,2,6,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,9,15,0,2,4,1,4,11,3,11,14,0,0,14,0,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,17,0,1,18,1,18,0,2,0,18,1,19,0,19,0,2,1,2,18,1,17,1,17,2,17,1,18,1,17,2,1,2,0,18,0,19,0,1,1,8,16,14,10,4,2,18,3,17,9,11,15,5,14,4,1,2,17,8,10,1,16,2,17,1,17,1,10,1,4,16,19,17,3,1,18,2,17,2,16,2,0,19,0,0,19,17,2,17,1,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,18,0,0,17,1,18,1,0,1,17,0,18,0,17,0,0,1,0,19,0,19,0,18,0,19,0,19,0,19,0,1,1,1,18,0,18,0,0,1,11,15,15,7,3,3,17,4,16,12,8,16,4,15,3,2,3,16,11,7,2,15,3,16,2,16,2,7,2,3,14,19,15,5,3,16,4,15,4,14,4,0,19,0,0,19,15,4,15,3,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
16,18,1,19,1,17,2,1,2,17,2,0,18,0,1,18,0,18,0,2,17,19,0,0,17,2,18,1,0,1,17,1,18,0,17,1,0,1,0,19,0,19,0,19,0,19,0,19,0,19,0,1,0,1,17,1,18,1,0,2,11,14,14,7,4,4,16,5,15,12,8,15,5,14,4,3,4,15,11,7,3,14,4,15,3,15,3,7,3,4,17,19,18,2,0,19,1,18,1,17,1,0,19,0,0,19,18,1,18,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,0,1,0,0,19,0,1,0,19,0,19,18,1,19,0,19,0,19,0,17,0,0,2,18,0,18,0,3,0,18,0,19,0,19,0,3,1,3,2,15,15,16,2,16,2,3,16,3,16,17,1,17,0,18,0,19,0,17,1,7,19,11,11,7,0,19,0,19,8,12,12,8,11,7,0,0,19,7,11,0,19,0,19,0,19,0,11,0,7,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,17,0,1,17,1,18,1,2,1,17,1,18,0,17,0,2,1,2,18,1,17,1,17,2,17,1,18,1,17,2,1,2,1,18,1,18,0,1,1,8,16,11,10,6,1,19,3,17,9,11,12,7,12,7,0,1,17,8,10,0,16,2,18,0,18,0,10,0,7,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
17,18,0,19,0,18,0,1,1,18,1,0,18,0,0,18,0,18,0,1,18,19,0,0,18,1,19,1,0,0,18,0,19,0,18,0,0,0,0,19,0,19,0,19,0,19,0,19,0,19,0,0,0,0,18,0,18,0,0,1,11,13,14,7,4,3,16,5,14,12,8,15,5,14,4,2,3,14,11,7,3,14,4,15,2,16,3,7,3,4,16,19,17,3,1,18,2,17,2,16,2,0,19,0,0,19,17,2,17,1,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,15,17,0,1,17,2,17,0,2,0,17,2,19,0,19,0,2,2,2,18,1,17,1,17,2,17,1,18,1,17,2,2,2,0,17,0,19,0,1,2,6,16,13,10,4,2,18,3,17,8,12,14,5,14,5,1,2,17,7,11,1,16,2,17,1,17,1,11,1,5,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,12,13,14,1,0,1,1,1,14,1,14,14,0,0,13,2,13,1,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,9,0,0,17,2,17,0,1,0,17,1,19,0,19,1,1,2,0,11,7,18,8,10,8,10,0,19,0,18,9,1,9,0,17,0,19,0,8,2,10,15,13,8,5,3,17,4,16,11,9,14,6,13,5,2,3,16,10,8,2,15,3,16,2,16,2,8,2,5,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,3,15,4,1,0,0,1,0,15,0,15,14,11,1,4,12,3,11,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,15,1,3,16,2,17,2,4,2,16,1,17,1,16,1,3,2,3,16,3,15,3,15,3,15,3,16,3,15,3,1,4,1,17,1,17,1,3,2,8,18,12,10,6,0,19,1,19,9,11,13,7,12,6,0,0,19,8,10,0,18,0,19,0,19,0,10,0,6,18,19,19,1,0,19,0,19,0,18,0,0,19,0,0,19,19,0,19,0,14,9,15,0,0,3,1,3,12,2,12,14,0,0,14,0,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,18,0,0,17,2,17,0,1,0,17,1,19,0,19,1,1,2,0,19,0,18,0,18,0,18,0,19,0,18,1,1,1,0,17,0,19,0,0,2,9,15,13,9,5,3,17,4,16,10,10,14,6,13,5,2,3,16,9,9,2,15,3,16,2,16,2,9,2,5,17,19,18,2,0,19,0,19,1,17,1,0,19,0,0,19,18,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,19,0,0,18,1,18,0,0,0,18,1,19,0,19,0,0,1,0,19,0,19,0,19,0,19,0,19,0,19,0,1,0,0,18,0,19,0,0,1,12,15,15,6,3,3,16,4,15,13,7,16,4,15,3,3,4,16,12,6,3,15,3,15,3,15,3,6,3,3,14,19,15,5,3,16,4,15,4,14,4,0,19,0,0,19,15,4,15,3,14,2,15,0,11,12,1,12,3,11,3,14,0,0,14,0,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,17,13,0,2,18,1,18,0,3,0,18,0,19,0,19,0,3,1,2,15,3,16,4,14,4,14,2,17,2,16,5,0,5,0,18,0,19,0,4,1,9,17,14,9,4,1,19,2,18,10,10,15,5,14,4,0,1,18,9,9,0,17,1,18,0,18,0,9,0,4,16,19,17,3,1,18,2,17,2,16,2,0,19,0,0,19,17,2,17,1,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,1.0
19,18,1,19,0,19,0,1,0,19,0,0,18,0,1,18,0,18,0,0,16,17,0,1,17,2,17,1,2,1,16,2,18,1,17,1,2,2,2,18,1,17,1,17,2,17,1,18,1,17,2,2,2,1,17,1,18,0,1,2,9,17,13,9,5,1,19,2,18,10,10,14,6,13,5,0,1,18,9,9,0,17,1,18,0,18,0,9,0,5,17,19,18,2,0,19,1,18,1,17,1,0,19,0,0,19,18,1,18,0,14,2,15,0,11,12,1,12,3,11,3,14,0,0,14,0,14,0,14,0,1.0
3,18,0,19,12,5,13,1,14,5,14,0,18,0,0,18,0,18,0,14,15,15,0,3,17,2,17,0,4,0,17,1,19,0,19,0,4,2,3,16,3,15,3,15,3,15,3,16,3,15,4,1,4,0,17,0,19,0,3,2,9,18,14,8,3,0,19,1,19,10,9,15,4,15,4,0,0,19,10,9,0,18,0,19,0,19,0,9,0,4,19,19,19,0,0,19,0,19,0,19,0,0,19,0,0,19,19,0,19,0,14,15,15,1,0,0,1,0,15,0,15,14,0,0,14,1,14,0,14,0,2.0
