@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute destClass {1,2}

@data
35,56,35,56,29,59,32,26,59,32,56,53,32,59,32,59,62,29,62,29,35,53,62,26,29,59,56,32,35,32,32,32,35,32,35,29,35,29,32,32,35,32,2
31,61,31,61,27,53,39,35,53,39,51,59,29,63,29,63,55,37,55,37,31,59,55,35,27,63,51,39,31,39,29,39,31,39,31,37,31,37,29,39,31,39,2
39,52,39,52,33,54,38,34,54,38,52,50,36,55,36,55,56,36,56,36,39,50,56,34,34,55,52,38,39,38,36,38,39,38,39,36,39,36,36,38,39,38,1
31,60,30,59,23,61,31,24,60,30,58,55,26,63,26,64,64,27,63,27,30,56,64,25,23,64,58,30,31,31,26,31,30,30,31,27,30,27,26,30,30,30,1
35,57,35,57,31,56,36,32,56,36,54,55,33,59,33,59,58,34,58,34,35,55,58,32,31,59,54,36,35,36,33,36,35,36,35,34,35,34,33,36,35,36,1
37,55,37,55,33,59,33,28,59,32,57,53,35,57,35,57,62,31,61,30,37,53,61,28,33,57,57,33,37,33,35,33,37,32,37,31,37,30,35,32,37,32,2
31,61,30,60,24,61,32,27,60,31,58,57,27,63,27,64,63,29,62,29,30,57,63,27,24,64,58,31,31,32,27,32,30,31,31,29,30,29,27,31,30,31,2
36,56,36,56,32,56,36,32,56,36,54,54,34,58,34,58,58,34,58,34,36,54,58,32,32,58,54,36,36,36,34,36,36,36,36,34,36,34,34,36,36,36,1
33,57,33,57,25,59,32,25,59,31,56,53,29,61,29,61,63,29,62,28,33,53,62,25,25,61,56,32,33,32,29,32,33,31,33,29,33,28,29,31,33,31,1
33,58,33,58,27,55,35,27,55,35,51,55,30,61,30,61,59,31,59,31,33,55,59,27,27,61,51,35,33,35,30,35,33,35,33,31,33,31,30,35,33,35,1
36,56,36,56,32,57,35,31,57,35,55,54,34,58,34,58,59,33,59,33,36,54,59,31,32,58,55,35,36,35,34,35,36,35,36,33,36,33,34,35,36,35,2
34,57,34,57,28,57,35,31,57,35,55,54,31,60,31,60,59,33,59,33,34,54,59,31,28,60,55,35,34,35,31,35,34,35,34,33,34,33,31,35,34,35,2
39,53,39,53,35,56,36,32,56,36,54,51,37,55,37,55,58,34,58,34,39,51,58,32,35,55,54,36,39,36,37,36,39,36,39,34,39,34,37,36,39,36,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,1
34,56,34,56,26,59,32,25,59,31,56,52,30,60,30,60,63,29,62,28,34,52,62,25,26,60,56,32,34,32,30,32,34,31,34,29,34,28,30,31,34,31,1
28,64,28,64,24,51,37,24,51,36,46,62,26,66,26,66,58,31,57,30,28,62,57,25,24,66,46,37,28,37,26,37,28,36,28,31,28,30,26,36,28,36,1
28,65,27,64,23,61,31,24,60,30,57,62,25,66,25,67,64,27,63,27,27,62,64,24,23,67,57,30,28,31,25,31,27,30,28,27,27,27,25,30,27,30,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
34,57,34,57,28,59,32,25,59,31,56,54,31,60,31,60,63,29,62,28,34,54,62,25,28,60,56,32,34,32,31,32,34,31,34,29,34,28,31,31,34,31,2
36,57,35,56,31,59,32,26,59,32,56,54,33,58,33,59,62,29,62,29,35,54,62,26,31,59,56,32,36,32,33,32,35,32,36,29,35,29,33,32,35,32,2
34,58,34,58,30,60,31,25,60,31,57,56,32,60,32,60,63,28,63,28,34,56,63,25,30,60,57,31,34,31,32,31,34,31,34,28,34,28,32,31,34,31,1
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,1
35,56,35,56,29,60,31,25,60,31,57,53,32,59,32,59,63,28,63,28,35,53,63,25,29,59,57,31,35,31,32,31,35,31,35,28,35,28,32,31,35,31,2
35,56,35,56,29,53,38,31,53,37,50,53,32,59,32,59,57,35,56,34,35,53,56,31,29,59,50,38,35,38,32,38,35,37,35,35,35,34,32,37,35,37,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
33,58,33,58,27,55,37,33,55,37,53,55,30,61,30,61,57,35,57,35,33,55,57,33,27,61,53,37,33,37,30,37,33,37,33,35,33,35,30,37,33,37,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,1
39,53,39,53,35,54,37,30,54,36,51,51,37,55,37,55,58,34,57,33,39,51,57,30,35,55,51,37,39,37,37,37,39,36,39,34,39,33,37,36,39,36,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
30,62,30,62,26,62,31,26,61,30,59,60,28,64,28,64,64,28,63,28,30,60,64,26,26,64,59,30,30,31,28,31,30,30,30,28,30,28,28,30,30,30,2
36,56,36,56,32,60,30,22,60,29,56,54,34,58,34,58,65,26,64,25,36,54,64,22,32,58,57,30,36,30,34,30,36,29,36,26,36,25,34,29,36,29,2
35,57,35,57,31,58,33,26,58,32,55,55,33,59,33,59,62,30,61,29,35,55,61,26,31,59,55,33,35,33,33,33,35,32,35,30,35,29,33,32,35,32,2
31,57,31,58,25,56,33,27,56,33,52,54,28,62,28,61,59,30,60,30,31,54,60,27,25,61,52,33,32,33,29,34,32,34,32,30,33,31,29,35,32,33,2
35,56,35,56,29,59,32,26,59,32,56,53,32,59,32,59,62,29,62,29,35,53,62,26,29,59,56,32,35,32,32,32,35,32,35,29,35,29,32,32,35,32,1
39,53,39,53,35,53,38,31,53,37,51,51,37,55,37,55,57,35,56,34,39,51,56,32,35,55,51,38,39,38,37,38,39,37,39,35,39,34,37,37,39,37,2
34,58,34,58,30,61,30,24,61,30,58,56,32,60,32,60,64,27,64,27,34,56,64,24,30,60,58,30,34,30,32,30,34,30,34,27,34,27,32,30,34,30,1
36,56,36,56,32,62,30,25,62,29,60,54,34,58,34,58,65,28,64,27,36,54,64,25,32,58,60,30,36,30,34,30,36,29,36,28,36,27,34,29,36,29,2
32,57,33,58,28,57,32,25,57,32,53,55,31,61,30,60,61,29,61,29,33,55,61,25,28,60,53,33,33,32,31,33,34,33,33,29,34,29,31,33,33,32,1
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,1
41,51,41,51,37,61,30,24,61,30,58,49,39,53,39,53,64,27,64,27,41,49,64,24,37,53,58,30,41,30,39,30,41,30,41,27,41,27,39,30,41,30,1
30,62,30,62,26,55,36,30,55,36,52,60,28,64,28,64,58,33,58,33,30,60,58,30,26,64,52,36,30,36,28,36,30,36,30,33,30,33,28,36,30,36,2
32,59,32,59,26,54,36,28,54,36,50,56,29,62,29,62,58,32,58,32,32,56,58,28,26,62,50,36,32,36,29,36,32,36,32,32,32,32,29,36,32,36,1
36,56,36,56,32,54,37,31,54,37,51,54,34,58,34,58,57,34,57,34,36,54,57,31,32,58,51,37,36,37,34,37,36,37,36,34,36,34,34,37,36,37,1
34,58,34,58,30,59,32,26,59,32,56,56,32,60,32,60,62,29,62,29,34,56,62,26,30,60,56,32,34,32,32,32,34,32,34,29,34,29,32,32,34,32,2
35,56,35,56,29,56,36,32,56,36,54,53,32,59,32,59,58,34,58,34,35,53,58,32,29,59,54,36,35,36,32,36,35,36,35,34,35,34,32,36,35,36,1
26,66,26,66,22,58,33,27,58,32,55,64,24,68,24,68,62,30,61,29,26,64,61,27,22,68,56,33,26,33,24,33,26,32,26,30,26,29,24,32,26,32,1
30,61,30,61,24,60,31,24,60,30,57,58,27,64,27,64,64,28,63,27,30,58,63,24,24,64,57,31,30,31,27,31,30,30,30,28,30,27,27,30,30,30,2
32,60,32,60,28,59,32,25,59,31,56,58,30,62,30,62,63,29,62,28,32,58,62,25,28,62,56,32,32,32,30,32,32,31,32,29,32,28,30,31,32,31,1
29,62,29,62,24,60,31,24,60,30,57,59,26,65,26,65,64,28,63,27,29,60,63,24,24,65,57,31,29,31,26,31,29,30,29,28,29,27,26,30,29,30,2
31,62,30,61,26,60,31,25,60,31,57,59,28,63,28,64,63,28,63,28,30,59,63,25,26,64,57,31,31,31,28,31,30,31,31,28,30,28,28,31,30,31,1
35,57,35,57,31,60,32,28,60,32,58,55,33,59,33,59,62,30,62,30,35,55,62,28,31,59,58,32,35,32,33,32,35,32,35,30,35,30,33,32,35,32,2
31,60,31,60,25,56,33,24,56,33,51,57,28,63,28,63,61,28,61,28,31,57,61,24,25,63,52,33,31,33,28,33,31,33,31,28,31,28,28,33,31,33,1
31,62,30,61,26,62,31,26,61,30,59,59,28,63,28,64,64,28,63,28,30,59,64,26,26,64,59,30,31,31,28,31,30,30,31,28,30,28,28,30,30,30,2
34,58,34,58,30,59,33,29,59,33,57,56,32,60,32,60,61,31,61,31,34,56,61,29,30,60,57,33,34,33,32,33,34,33,34,31,34,31,32,33,34,33,1
41,51,41,51,37,58,34,29,58,33,56,49,39,53,39,53,61,32,60,31,41,49,60,29,37,53,56,34,41,34,39,34,41,33,41,32,41,31,39,33,41,33,2
35,57,35,57,31,57,34,27,57,33,54,55,33,59,33,59,61,31,60,30,35,55,60,27,31,59,54,34,35,34,33,34,35,33,35,31,35,30,33,33,35,33,2
33,59,32,59,28,57,34,28,57,34,54,57,30,61,31,62,60,31,60,31,33,57,60,28,28,61,54,34,33,34,31,34,32,34,33,31,32,31,30,34,33,34,2
36,56,36,56,32,59,32,26,59,32,56,54,34,58,34,58,62,29,62,29,36,54,62,26,32,58,56,32,36,32,34,32,36,32,36,29,36,29,34,32,36,32,2
32,58,32,58,24,59,32,25,59,31,56,54,28,62,28,62,63,29,62,28,32,54,62,25,24,62,56,32,32,32,28,32,32,31,32,29,32,28,28,31,32,31,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
33,59,33,59,29,56,35,28,56,34,53,57,31,61,31,61,60,32,59,31,33,57,59,28,29,61,53,35,33,35,31,35,33,34,33,32,33,31,31,34,33,34,1
34,58,34,58,30,60,31,25,60,31,57,56,32,60,32,60,63,28,63,28,34,56,63,25,30,60,57,31,34,31,32,31,34,31,34,28,34,28,32,31,34,31,2
34,57,34,57,28,55,35,27,55,35,51,54,31,60,31,60,59,31,59,31,34,54,59,27,28,60,51,35,34,35,31,35,34,35,34,31,34,31,31,35,34,35,2
29,64,28,63,24,61,31,24,60,30,57,61,26,65,26,66,64,27,63,27,28,61,64,24,24,66,57,30,29,31,26,31,28,30,29,27,28,27,26,30,28,30,2
34,58,34,58,30,62,29,23,62,29,59,56,32,60,32,60,65,26,65,26,34,56,65,23,30,60,59,29,34,29,32,29,34,29,34,26,34,26,32,29,34,29,2
35,56,35,56,29,60,32,28,60,32,58,53,32,59,32,59,62,30,62,30,35,53,62,28,29,59,58,32,35,32,32,32,35,32,35,30,35,30,32,32,35,32,1
30,62,30,62,26,63,30,25,62,29,60,60,28,64,28,64,65,27,64,27,30,60,65,25,26,64,60,29,30,30,28,30,30,29,30,27,30,27,28,29,30,29,2
34,58,33,58,29,56,35,29,56,35,53,56,31,60,32,61,59,32,59,32,34,56,59,29,29,60,53,35,34,35,32,35,33,35,34,32,33,32,31,35,34,35,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,1
31,62,30,61,26,60,32,25,59,31,56,59,28,63,28,64,63,28,62,28,30,59,63,25,26,64,56,31,31,32,28,32,30,31,31,28,30,28,28,31,30,31,1
32,59,32,59,26,64,27,20,64,26,61,56,29,62,29,62,68,24,67,23,32,56,67,20,26,62,61,27,32,27,29,27,32,26,32,24,32,23,29,26,32,26,2
33,58,33,58,27,53,37,29,53,37,49,55,30,61,30,61,57,33,57,33,33,55,57,29,27,61,49,37,33,37,30,37,33,37,33,33,33,33,30,37,33,37,2
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,1
36,56,36,56,32,59,32,25,59,31,56,54,34,58,34,58,63,29,62,28,36,54,62,25,32,58,56,32,36,32,34,32,36,31,36,29,36,28,34,31,36,31,1
29,63,29,63,25,64,28,24,64,28,62,61,27,65,27,65,66,26,66,26,29,61,66,24,25,65,62,28,29,28,27,28,29,28,29,26,29,26,27,28,29,28,2
26,66,26,66,22,61,32,26,60,30,58,64,24,68,24,68,64,29,62,28,26,64,63,26,22,68,58,31,26,32,24,32,26,30,26,29,26,28,24,30,26,30,1
35,56,35,56,29,60,31,25,60,31,57,53,32,59,32,59,63,28,63,28,35,53,63,25,29,59,57,31,35,31,32,31,35,31,35,28,35,28,32,31,35,31,1
29,63,29,63,25,61,32,27,60,31,58,61,27,65,27,65,63,29,62,29,29,61,63,27,25,65,58,31,29,32,27,32,29,31,29,29,29,29,27,31,29,31,2
35,56,35,56,29,56,34,26,56,34,52,53,32,59,32,59,60,30,60,30,35,53,60,26,29,59,52,34,35,34,32,34,35,34,35,30,35,30,32,34,35,34,2
39,53,38,52,32,61,32,27,60,31,58,49,35,55,35,56,63,29,62,29,38,49,63,27,32,56,58,31,39,32,35,32,38,31,39,29,38,29,35,31,38,31,1
34,57,34,57,28,56,34,26,56,34,52,54,31,60,31,60,60,30,60,30,34,54,60,26,28,60,52,34,34,34,31,34,34,34,34,30,34,30,31,34,34,34,2
30,62,30,62,26,52,39,32,52,38,49,60,28,64,28,64,56,36,55,35,30,60,55,32,26,64,49,39,30,39,28,39,30,38,30,36,30,35,28,38,30,38,2
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
33,57,33,57,25,60,31,24,60,30,57,53,29,61,29,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,29,31,33,30,33,28,33,27,29,30,33,30,1
37,53,38,52,32,57,33,28,56,34,53,49,35,55,35,56,60,31,59,31,38,49,60,28,32,56,53,34,39,35,35,35,38,34,39,31,38,31,35,34,38,34,1
32,59,32,59,26,53,38,32,53,38,50,56,29,62,29,62,56,35,56,35,32,56,56,32,26,62,50,38,32,38,29,38,32,38,32,35,32,35,29,38,32,38,2
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
30,63,29,62,25,62,31,26,61,30,59,60,27,64,27,65,64,28,63,28,29,60,64,26,25,65,59,30,30,31,27,31,29,30,30,28,29,28,27,30,29,30,2
34,57,34,57,28,57,35,31,57,35,55,54,31,60,31,60,59,33,59,33,34,54,59,31,28,60,55,35,34,35,31,35,34,35,34,33,34,33,31,35,34,35,2
28,65,27,64,23,62,30,23,61,29,59,62,25,66,25,67,65,26,64,26,27,62,65,24,23,67,59,29,28,30,25,30,27,29,28,26,27,26,25,29,27,29,2
28,64,28,64,24,45,46,39,45,45,42,62,26,66,26,66,49,43,48,42,28,62,48,39,24,66,42,46,28,46,26,46,28,45,28,43,28,42,26,45,28,45,1
33,59,33,59,29,56,35,29,56,35,53,57,31,61,31,61,59,32,59,32,33,57,59,29,29,61,53,35,33,35,31,35,33,35,33,32,33,32,31,35,33,35,1
34,58,33,58,29,57,34,28,57,34,54,56,31,60,32,61,60,31,60,31,34,56,60,28,29,60,54,34,34,34,32,34,33,34,34,31,33,31,31,34,34,34,2
32,59,32,59,26,62,30,25,62,29,60,56,29,62,29,62,65,28,64,27,32,56,64,25,26,62,60,30,32,30,29,30,32,29,32,28,32,27,29,29,32,29,1
33,57,33,57,25,61,30,23,61,29,58,54,29,61,29,61,65,27,64,26,33,54,64,23,26,61,58,30,33,30,29,30,33,29,33,27,33,26,29,29,33,29,2
35,56,35,56,30,55,36,30,55,36,52,53,32,59,32,59,58,33,58,33,35,54,58,30,30,59,52,36,35,36,32,36,35,36,35,33,35,33,32,36,35,36,1
35,56,35,56,29,58,33,27,58,33,55,53,32,59,32,59,61,30,61,30,35,53,61,27,29,59,55,33,35,33,32,33,35,33,35,30,35,30,32,33,35,33,2
34,57,34,57,28,54,37,31,54,37,52,54,31,60,31,60,57,34,57,34,34,54,57,32,28,60,52,37,34,37,31,37,34,37,34,34,34,34,31,37,34,37,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,1
37,54,38,53,34,54,37,34,53,38,51,51,36,55,36,56,56,36,55,36,38,51,56,34,34,56,51,38,39,39,36,39,38,38,39,36,38,36,36,38,38,38,1
32,58,32,58,24,59,32,25,59,31,56,54,28,62,28,62,63,29,62,28,32,54,62,25,24,62,56,32,32,32,28,32,32,31,32,29,32,28,28,31,32,31,1
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,2
31,61,31,61,27,58,34,29,58,33,56,59,29,63,29,63,61,32,60,31,31,59,60,29,27,63,56,34,31,34,29,34,31,33,31,32,31,31,29,33,31,33,2
33,59,33,59,29,56,35,28,56,34,53,57,31,61,31,61,60,32,59,31,33,57,59,28,29,61,53,35,33,35,31,35,33,34,33,32,33,31,31,34,33,34,1
27,64,27,64,21,55,35,27,55,35,51,61,24,67,24,67,59,31,59,31,27,61,59,27,21,67,51,35,27,35,24,35,27,35,27,31,27,31,24,35,27,35,2
32,58,32,58,24,61,30,24,61,30,58,54,28,62,28,62,64,27,64,27,32,54,64,24,24,62,58,30,32,30,28,30,32,30,32,27,32,27,28,30,32,30,2
32,60,32,60,28,57,33,25,57,33,53,58,30,62,30,62,61,29,61,29,32,58,61,25,28,62,53,33,32,33,30,33,32,33,32,29,32,29,30,33,32,33,1
35,56,35,56,29,55,37,33,55,37,53,53,32,59,32,59,57,35,57,35,35,53,57,33,29,59,53,37,35,37,32,37,35,37,35,35,35,35,32,37,35,37,2
34,58,34,58,30,58,33,27,58,33,55,56,32,60,32,60,61,30,61,30,34,56,61,27,30,60,55,33,34,33,32,33,34,33,34,30,34,30,32,33,34,33,1
32,59,32,59,27,62,29,23,62,28,59,56,29,62,29,62,66,26,65,25,32,57,65,23,27,62,60,29,32,29,29,29,32,28,32,26,32,25,29,28,32,28,1
27,65,27,65,23,64,28,22,63,27,60,63,25,67,25,67,67,24,66,24,27,63,67,22,23,67,61,27,27,28,25,28,27,27,27,24,27,24,25,27,27,27,1
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,2
34,58,33,58,29,57,34,28,57,34,54,56,31,60,32,61,60,31,60,31,34,56,60,28,29,60,54,34,34,34,32,34,33,34,34,31,33,31,31,34,34,34,2
30,62,29,61,23,59,33,26,58,32,55,58,26,64,26,65,62,29,61,29,29,58,62,26,23,65,55,32,30,33,26,33,29,32,30,29,29,29,26,32,29,32,1
32,60,32,60,28,55,35,27,55,35,51,58,30,62,30,62,59,31,59,31,32,58,59,27,28,62,51,35,32,35,30,35,32,35,32,31,32,31,30,35,32,35,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,1
33,56,33,56,24,60,31,24,60,30,57,52,28,61,28,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,28,31,33,30,33,28,33,27,28,30,33,30,1
31,60,31,60,25,60,31,25,60,31,57,57,28,63,28,63,63,28,63,28,31,57,63,25,25,63,57,31,31,31,28,31,31,31,31,28,31,28,28,31,31,31,2
33,58,33,58,27,61,30,24,61,30,58,55,30,61,30,61,64,27,64,27,33,55,64,24,27,61,58,30,33,30,30,30,33,30,33,27,33,27,30,30,33,30,2
34,58,34,58,30,56,35,29,56,35,53,56,32,60,32,60,59,32,59,32,34,56,59,29,30,60,53,35,34,35,32,35,34,35,34,32,34,32,32,35,34,35,1
36,56,36,56,32,58,33,28,58,33,55,54,34,58,34,58,61,30,61,30,36,54,61,28,32,58,56,33,36,33,34,33,36,33,36,30,36,30,34,33,36,33,1
27,66,26,65,22,56,36,29,55,35,53,63,24,67,24,68,59,32,58,32,26,63,59,30,22,68,53,35,27,36,24,36,26,35,27,32,26,32,24,35,26,35,1
32,60,32,60,28,59,32,26,59,32,56,58,30,62,30,62,62,29,62,29,32,58,62,26,28,62,56,32,32,32,30,32,32,32,32,29,32,29,30,32,32,32,1
28,64,28,64,24,48,43,36,48,42,45,62,26,66,26,66,52,40,51,39,28,62,51,36,24,66,45,43,28,43,26,43,28,42,28,40,28,39,26,42,28,42,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
37,54,37,54,31,64,28,24,64,28,62,51,34,57,34,57,66,26,66,26,37,51,66,24,31,57,62,28,37,28,34,28,37,28,37,26,37,26,34,28,37,28,1
32,60,32,60,28,60,31,24,60,30,57,58,30,62,30,62,64,28,63,27,32,58,63,24,28,62,57,31,32,31,30,31,32,30,32,28,32,27,30,30,32,30,1
33,58,33,58,27,52,39,33,52,39,49,55,30,61,30,61,55,36,55,36,33,55,55,33,27,61,49,39,33,39,30,39,33,39,33,36,33,36,30,39,33,39,2
35,57,35,57,31,57,33,25,57,32,54,55,33,59,33,59,62,29,61,28,35,55,61,26,31,59,55,33,35,33,33,33,35,32,35,29,35,28,33,32,35,32,2
33,58,33,58,27,56,34,26,56,34,52,55,30,61,30,61,60,30,60,30,33,55,60,26,27,61,52,34,33,34,30,34,33,34,33,30,33,30,30,34,33,34,2
31,61,31,61,27,54,36,28,54,36,50,59,29,63,29,63,58,32,58,32,31,59,58,28,27,63,50,36,31,36,29,36,31,36,31,32,31,32,29,36,31,36,1
32,60,32,60,28,54,38,33,54,37,52,58,30,62,30,62,57,36,56,35,32,58,56,33,28,62,52,38,32,38,30,38,32,37,32,36,32,35,30,37,32,37,2
34,58,34,58,30,64,28,23,64,27,62,56,32,60,32,60,67,26,66,25,34,56,66,23,30,60,62,28,34,28,32,28,34,27,34,26,34,25,32,27,34,27,2
34,57,34,57,28,59,32,25,59,31,56,54,31,60,31,60,63,29,62,28,34,54,62,25,28,60,56,32,34,32,31,32,34,31,34,29,34,28,31,31,34,31,1
35,57,35,57,31,60,32,27,60,31,58,55,33,59,33,59,63,30,62,29,35,55,62,27,31,59,58,32,35,32,33,32,35,31,35,30,35,29,33,31,35,31,2
34,57,34,57,28,51,39,30,51,38,48,54,31,60,31,60,56,35,55,34,34,54,55,31,28,60,48,39,34,39,31,39,34,38,34,35,34,34,31,38,34,38,2
35,55,35,55,27,59,32,25,59,31,56,51,31,59,31,59,63,29,62,28,35,51,62,25,27,59,56,32,35,32,31,32,35,31,35,29,35,28,31,31,35,31,1
36,56,36,56,32,57,34,28,57,34,54,54,34,58,34,58,60,31,60,31,36,54,60,28,32,58,54,34,36,34,34,34,36,34,36,31,36,31,34,34,36,34,1
26,66,26,66,22,51,38,28,51,37,46,64,24,68,24,68,57,33,56,32,26,64,56,28,22,68,47,38,26,38,24,38,26,37,26,33,26,32,24,37,26,37,1
38,54,38,54,34,61,30,23,61,29,58,52,36,56,36,56,65,27,64,26,38,52,64,23,34,56,58,30,38,30,36,30,38,29,38,27,38,26,36,29,38,29,2
33,58,32,58,27,56,35,29,56,35,53,56,29,61,30,62,59,32,59,32,33,57,59,29,28,61,53,35,33,35,30,35,32,35,33,32,32,32,29,35,33,35,2
36,56,36,56,32,59,32,25,59,31,56,54,34,58,34,58,63,29,62,28,36,54,62,25,32,58,56,32,36,32,34,32,36,31,36,29,36,28,34,31,36,31,1
31,61,31,61,27,57,34,27,57,33,54,59,29,63,29,63,61,31,60,30,31,59,60,27,27,63,54,34,31,34,29,34,31,33,31,31,31,30,29,33,31,33,1
31,59,31,59,23,60,31,25,60,31,57,55,27,63,27,63,63,28,63,28,31,55,63,25,23,63,57,31,31,31,27,31,31,31,31,28,31,28,27,31,31,31,2
29,63,29,63,25,59,33,29,59,33,57,61,27,65,27,65,61,31,61,31,29,61,61,29,25,65,57,33,29,33,27,33,29,33,29,31,29,31,27,33,29,33,2
36,56,36,56,32,56,36,32,56,36,54,54,34,58,34,58,58,34,58,34,36,54,58,32,32,58,54,36,36,36,34,36,36,36,36,34,36,34,34,36,36,36,2
39,53,39,52,35,56,36,32,55,36,53,50,37,54,37,55,58,34,57,34,39,50,58,32,35,55,53,36,40,37,37,37,39,36,40,34,39,34,37,36,39,36,1
37,54,37,54,31,57,34,27,57,33,54,52,34,57,34,57,61,31,60,30,37,52,60,27,32,57,54,34,37,34,34,34,37,33,37,31,37,30,34,33,37,33,1
31,60,31,60,25,58,32,25,58,32,54,57,28,63,28,63,62,28,62,28,31,57,62,25,25,63,55,32,31,32,28,32,31,32,31,28,31,28,28,32,31,32,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,1
30,63,29,62,25,60,32,25,59,31,57,60,27,64,27,65,63,28,62,28,29,60,63,26,25,65,57,31,30,32,27,32,29,31,30,28,29,28,27,31,29,31,2
30,61,30,61,24,56,34,26,56,34,52,58,27,64,27,64,60,30,60,30,30,58,60,26,24,64,52,34,30,34,27,34,30,34,30,30,30,30,27,34,30,34,1
37,55,37,55,33,54,38,34,54,38,52,53,35,57,35,57,56,36,56,36,37,53,56,34,33,57,52,38,37,38,35,38,37,38,37,36,37,36,35,38,37,38,2
35,56,35,56,29,59,32,26,59,32,56,53,32,59,32,59,62,29,62,29,35,53,62,26,29,59,56,32,35,32,32,32,35,32,35,29,35,29,32,32,35,32,1
