@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute destClass {1.0,2.0}

@data
65,66,79,21,22,86,4,3,83,11,87,7,88,5,68,24,24,68,3,91,81,12,85,9,88,6,4,88,4,70,70,5,4,5,67,24,24,68,3,90,87,6,85,8,80,11,90,5,25,13,26,5,4,9,81,8,89,4,69,13,5,10,3,13,24,24,5,88,5,87,25,24,4,91,85,6,5,26,3,69,4,89,4,5,4,89,5,69,86,5,5,24,3,90,69,9,89,5,82,5,88,5,3,91,4,69,3,12,68,12,4,8,25,9,4,88,69,6,4,6,3,90,4,6,4,8,81,9,5,14,25,5,3,88,3,25,4,5,4,89,69,5,69,8,24,12,69,6,85,6,81,6,4,6,7,6,5,12,6,6,6,8,3,89,4,89,85,5,81,6,25,8,25,6,6,5,81,5,25,6,3,89,3,12,3,24,5,6,5,68,4,69,3,24,6,25,2.0
65,57,79,21,29,89,3,2,83,11,84,7,87,6,68,23,31,61,2,92,81,12,84,9,85,7,3,90,3,62,70,5,3,5,69,24,32,60,2,91,85,6,83,8,80,13,90,4,33,14,34,6,3,9,80,9,89,4,69,12,4,10,3,13,33,24,4,90,3,89,32,25,3,92,84,7,4,26,2,61,3,90,3,5,3,90,4,61,86,5,4,24,2,91,69,9,87,4,82,5,86,4,2,92,3,61,3,13,69,13,3,9,33,10,3,90,69,8,3,8,2,91,3,8,3,9,81,9,4,14,33,5,2,90,3,25,3,5,3,91,69,5,69,9,33,13,69,8,84,8,81,8,3,8,5,6,4,13,4,8,4,9,2,90,3,90,85,4,80,8,33,9,33,8,4,5,81,5,33,9,2,90,3,13,3,24,4,6,3,60,3,61,3,24,5,25,1.0
73,59,79,15,29,88,4,3,82,11,86,8,88,6,75,18,32,63,3,91,81,12,84,10,87,7,5,89,5,63,77,6,4,5,75,17,31,61,3,90,87,6,83,9,80,12,90,5,33,14,33,6,4,10,81,9,89,5,76,13,5,11,3,13,31,17,6,89,4,88,32,19,4,91,84,7,5,19,3,62,4,89,4,5,4,89,6,63,85,5,4,17,3,90,76,11,88,5,82,5,87,5,3,91,5,63,3,12,75,12,4,9,33,11,5,89,76,8,4,7,3,90,4,7,4,9,81,10,5,14,32,5,3,89,3,18,4,5,5,90,76,5,76,9,31,12,76,7,84,7,81,7,4,7,6,6,4,12,5,7,5,9,3,89,4,89,84,5,81,7,32,9,32,7,5,5,81,5,33,8,3,89,3,12,3,17,5,6,4,61,5,63,3,17,6,19,2.0
56,67,80,30,21,86,3,2,84,10,85,6,89,5,59,33,23,69,3,92,81,11,85,7,87,6,4,88,3,71,61,4,4,4,59,33,23,69,2,91,87,5,84,8,82,11,91,4,24,12,25,4,3,8,82,8,90,4,59,12,4,9,3,12,23,33,5,87,5,87,24,33,3,91,86,7,4,35,2,70,3,90,3,4,4,89,5,70,87,4,5,33,2,90,59,8,88,4,83,4,87,4,3,91,4,70,4,11,60,11,4,8,24,8,4,87,60,7,4,7,2,90,3,7,4,8,81,7,4,13,24,4,2,88,2,34,4,4,3,89,60,4,60,8,24,11,60,7,86,6,82,6,4,7,7,5,6,11,6,7,6,8,3,89,3,89,86,4,82,7,24,8,24,7,6,4,82,4,24,7,3,89,4,11,3,33,5,5,5,69,4,70,3,33,6,34,2.0
63,68,82,23,18,89,3,2,85,10,87,7,89,5,67,27,22,72,3,92,83,11,86,8,88,6,4,90,4,73,68,4,4,4,67,26,21,72,2,91,88,5,85,8,83,11,91,4,22,12,23,5,3,8,83,8,90,4,67,11,4,9,3,11,22,27,4,89,4,89,22,28,3,91,86,6,4,28,3,72,3,90,3,4,3,89,5,72,87,4,4,27,2,90,67,8,89,4,84,4,88,4,3,91,5,72,4,11,67,11,4,8,22,9,4,89,67,6,4,6,2,90,3,6,4,8,83,8,4,12,22,4,3,90,3,27,4,4,3,91,67,4,67,8,22,11,67,6,86,6,83,6,4,6,5,5,4,11,4,6,4,8,3,89,3,89,86,4,83,6,22,8,22,6,4,4,83,4,22,7,3,89,4,11,4,27,5,5,4,72,5,72,4,27,5,28,1.0
75,58,79,15,28,88,5,2,82,11,83,8,87,7,76,17,32,62,2,92,80,12,83,9,85,8,3,89,4,63,78,6,3,6,76,16,31,61,2,91,85,7,82,9,80,12,89,6,32,14,33,7,3,10,80,9,88,6,76,13,4,11,3,13,31,16,5,89,4,89,32,18,3,92,84,8,4,18,3,62,3,90,3,6,4,90,6,62,85,6,4,17,3,91,76,10,86,6,82,6,85,6,2,92,4,62,3,13,76,12,3,10,32,11,3,89,77,9,3,9,2,91,3,9,3,10,80,9,4,14,32,6,3,89,3,17,3,6,3,90,77,6,76,9,31,12,77,8,84,8,81,8,3,9,6,7,4,13,5,9,4,10,2,90,3,90,84,6,81,8,31,9,32,8,5,6,81,6,32,10,3,90,3,13,3,17,4,7,4,62,4,62,3,17,6,18,1.0
58,65,81,28,21,88,3,2,84,9,85,6,89,5,61,31,24,69,3,92,82,10,85,7,87,6,4,89,3,70,63,4,4,4,61,31,24,68,2,91,87,5,84,8,83,10,91,4,25,12,26,5,3,8,83,8,90,4,61,11,4,9,3,11,24,31,5,89,4,88,25,32,3,91,86,7,4,33,2,69,4,90,3,4,4,89,5,69,87,4,4,31,2,90,61,8,88,4,84,4,87,4,3,91,4,69,4,10,62,10,4,8,25,9,4,89,62,7,4,7,2,90,3,7,4,8,82,7,4,12,25,4,2,89,2,32,4,4,3,90,62,4,62,8,25,10,62,7,86,6,83,6,4,7,6,5,5,10,5,7,5,8,3,89,4,89,86,4,83,7,25,8,25,7,5,4,83,4,25,8,3,89,4,10,3,31,5,5,4,68,4,69,3,31,6,32,2.0
64,54,79,24,38,63,5,2,83,11,85,9,87,7,66,27,39,56,2,92,81,12,84,10,86,8,4,66,4,56,68,7,3,6,66,26,38,54,2,91,86,8,84,9,80,12,89,6,40,14,40,7,3,10,81,10,88,6,67,13,4,11,3,13,38,26,30,66,28,65,39,28,4,92,84,8,4,28,3,55,4,90,3,6,27,90,30,56,85,6,28,27,3,91,67,11,87,6,82,6,86,6,2,92,4,56,3,13,67,12,3,10,40,11,4,66,67,9,3,8,2,91,3,8,3,10,81,10,4,14,39,6,3,65,3,27,3,6,4,66,67,6,67,10,39,12,67,8,84,8,81,8,3,8,30,7,29,13,29,8,29,10,2,90,4,90,84,6,81,8,39,10,39,8,29,6,81,6,40,9,3,90,3,13,3,27,4,7,28,55,4,56,3,27,30,28,1.0
73,74,81,15,12,89,3,2,84,9,85,6,89,5,75,18,16,78,2,92,82,10,85,7,87,6,3,90,4,79,77,4,3,4,76,17,15,77,2,91,87,5,84,7,82,11,91,4,16,12,17,5,3,8,82,8,90,4,75,11,4,9,3,11,16,17,4,89,3,89,16,19,3,91,86,6,4,19,2,78,3,90,3,4,3,89,5,78,87,4,4,17,2,90,75,8,88,4,84,4,87,4,3,92,5,78,3,11,76,11,3,8,16,9,4,90,76,7,4,7,2,91,3,7,4,8,82,7,4,12,16,4,2,90,3,18,4,4,3,91,76,4,76,8,16,11,76,7,86,6,83,6,3,7,5,5,4,11,4,7,4,8,3,90,3,90,86,4,83,7,16,8,16,7,4,4,83,4,16,8,3,89,4,11,4,17,5,5,3,77,4,78,3,17,5,19,2.0
70,68,79,14,20,89,3,2,81,9,84,7,89,6,73,19,23,71,2,92,80,10,83,8,86,7,3,90,3,72,76,5,3,4,73,18,22,71,2,91,86,6,82,8,80,10,91,4,23,12,24,5,3,10,81,8,90,4,73,12,4,11,3,12,22,19,4,89,4,89,23,19,3,91,84,7,3,20,3,71,3,90,3,4,3,89,4,71,85,4,4,19,2,90,74,10,87,4,83,4,86,4,3,92,4,71,3,12,73,11,3,10,24,10,4,90,75,9,4,8,2,91,3,8,4,10,81,8,3,13,23,4,3,90,3,19,4,4,3,91,75,4,74,9,22,12,75,7,84,7,82,7,3,8,5,5,4,12,4,8,4,10,3,90,3,90,84,4,82,7,22,10,23,8,4,4,82,4,24,9,3,89,4,12,4,19,5,5,4,71,3,71,3,19,4,19,2.0
54,81,83,22,7,88,0,3,86,9,89,6,94,3,63,32,11,83,3,91,84,10,87,7,90,4,4,89,5,85,64,1,4,0,63,31,10,83,3,90,90,4,87,6,83,10,95,0,11,11,11,1,4,7,84,7,94,0,63,11,5,8,4,10,10,31,4,89,4,88,11,32,4,91,87,4,5,32,4,84,4,89,4,0,4,89,6,84,88,0,5,31,3,90,63,8,91,0,85,0,90,0,3,91,5,84,4,10,63,10,4,7,11,8,4,89,63,5,4,4,3,90,4,4,4,7,84,7,5,11,10,0,3,89,4,31,4,0,4,90,63,0,63,7,10,10,63,4,87,4,84,4,4,4,6,1,5,10,5,4,5,7,3,89,4,89,87,0,84,4,10,7,10,4,5,0,84,0,11,5,3,89,4,10,4,31,5,1,5,83,5,84,4,31,6,32,2.0
52,55,75,38,33,88,3,2,83,15,87,7,89,5,54,40,36,59,3,92,77,17,85,9,88,6,5,89,4,59,55,5,4,4,53,39,35,57,2,91,88,6,85,8,76,16,91,4,36,18,37,5,3,9,77,9,90,4,54,17,4,10,3,17,35,39,6,89,4,88,36,41,3,91,85,6,4,41,2,58,4,90,3,4,4,89,6,59,86,5,4,39,2,90,55,9,89,4,78,5,88,4,3,91,5,59,4,16,54,16,4,9,37,10,5,89,55,7,4,6,2,90,3,6,4,9,78,9,4,18,36,4,2,89,2,40,4,4,4,90,54,4,54,9,36,16,54,6,85,7,78,7,4,6,6,5,5,16,5,6,5,9,3,89,4,89,85,4,77,6,36,9,36,6,5,4,77,4,37,7,3,89,4,16,3,39,5,5,4,57,5,59,3,39,6,41,2.0
72,60,79,16,28,88,3,1,82,11,84,8,87,6,74,19,31,63,2,93,80,12,84,9,85,8,4,89,3,64,76,5,4,5,74,18,30,62,2,92,85,6,82,9,80,12,90,4,31,14,32,6,2,10,80,9,89,4,74,13,3,11,2,13,30,18,5,89,4,88,31,20,2,91,83,7,3,20,2,63,4,90,2,5,4,89,6,63,85,5,4,18,2,90,75,10,87,5,82,5,86,4,2,91,5,63,3,13,74,12,3,10,31,11,4,89,75,8,3,7,2,90,2,8,3,9,81,9,3,14,31,4,2,89,2,19,4,4,2,90,75,4,74,9,30,12,74,7,84,8,81,8,3,8,6,6,4,12,4,7,4,9,3,89,4,89,84,4,80,7,30,9,30,7,5,4,81,4,31,9,3,89,3,12,3,18,5,6,4,62,5,63,3,19,6,20,1.0
75,74,79,15,14,88,4,3,83,11,87,7,88,5,76,16,16,77,3,91,81,12,85,9,88,6,4,89,5,78,78,5,4,5,76,16,16,76,3,90,87,6,85,8,80,12,90,5,17,14,18,6,4,9,81,8,89,4,77,12,5,10,3,13,16,16,5,89,4,88,16,18,4,91,85,6,5,18,3,77,4,89,4,5,4,89,6,77,86,5,4,16,3,90,77,9,89,5,82,5,88,5,3,91,5,77,3,12,76,12,4,8,17,10,4,89,77,6,4,6,3,90,4,6,4,8,81,9,5,14,17,5,3,89,3,17,4,5,4,90,77,5,77,8,16,12,77,6,85,6,81,6,4,6,6,6,4,12,5,6,5,8,3,89,4,89,85,5,81,6,17,8,17,6,5,5,81,5,17,7,3,89,3,12,3,16,5,6,4,76,5,77,3,16,6,18,2.0
74,59,80,16,29,89,4,2,84,10,86,8,88,6,75,17,31,62,2,92,82,11,85,9,87,7,3,90,4,63,77,5,3,5,76,17,31,61,2,91,87,6,84,9,82,12,90,5,32,13,33,6,3,9,82,9,89,5,76,11,4,10,3,12,32,17,4,89,3,89,31,19,3,91,85,7,4,19,2,62,3,90,3,5,3,89,5,62,86,5,4,17,2,90,76,9,88,5,83,5,87,5,3,92,5,62,3,12,76,12,3,9,32,10,4,90,76,7,4,7,2,91,3,7,4,9,82,9,4,13,32,5,2,90,3,18,4,5,3,91,76,5,76,9,32,12,76,7,85,7,82,7,3,7,5,6,4,12,4,7,4,9,3,90,3,90,85,5,82,7,32,9,32,7,4,5,82,5,32,8,3,89,4,12,4,17,5,6,3,61,4,62,3,17,5,19,1.0
66,81,80,20,9,88,3,2,85,10,87,7,89,5,69,25,12,83,2,92,82,11,86,8,88,6,4,89,4,84,71,5,4,4,69,23,10,82,3,91,88,5,85,8,82,11,91,4,12,13,12,5,3,8,82,8,90,4,70,13,4,9,3,12,10,23,5,88,4,88,12,25,3,90,86,6,4,25,3,83,4,89,3,4,4,88,6,83,87,4,4,23,3,89,70,9,89,4,83,4,88,4,3,91,6,83,4,12,70,11,4,8,12,9,5,89,70,7,5,6,3,90,3,6,5,8,82,8,4,13,11,4,3,89,3,24,5,4,3,90,70,4,70,8,11,11,70,6,86,6,82,6,4,6,6,5,5,11,5,6,5,8,4,89,4,89,86,4,82,6,11,8,11,6,5,4,82,4,12,7,4,88,5,11,4,23,6,5,4,82,5,83,3,24,6,25,1.0
69,59,79,17,29,89,3,2,83,11,84,7,87,6,72,19,30,62,2,92,81,12,84,9,85,7,3,90,3,63,74,5,3,5,72,21,32,61,2,91,85,6,83,8,80,12,90,4,32,14,33,6,3,9,80,8,89,4,73,12,4,10,3,13,32,21,4,90,3,89,31,21,3,92,84,7,4,22,3,62,3,90,3,5,3,90,4,62,86,5,4,21,2,91,73,9,87,4,82,5,86,4,2,92,3,62,3,13,72,13,3,9,32,10,3,90,73,8,3,8,2,91,3,8,3,9,81,9,4,14,32,5,2,90,3,21,3,5,3,91,73,5,72,9,32,13,72,8,84,8,81,8,3,8,5,6,4,13,4,8,4,9,2,90,3,90,85,4,80,7,32,9,32,8,4,5,81,4,32,9,2,90,3,13,3,21,4,6,4,61,3,62,3,21,5,21,1.0
53,76,75,33,10,88,0,3,87,11,90,5,94,2,56,36,13,80,3,91,79,14,88,6,91,3,4,89,4,81,58,0,4,0,55,36,13,79,3,90,91,3,88,6,79,13,95,0,14,15,15,1,4,6,79,6,94,0,57,14,5,7,4,15,13,36,5,88,4,88,13,37,4,90,88,3,4,38,3,80,4,89,4,0,4,88,5,80,89,0,4,36,3,89,57,6,92,0,80,0,91,0,4,91,5,80,4,14,57,14,4,6,14,7,5,89,57,3,5,3,3,90,4,3,5,6,79,6,5,16,14,0,3,89,3,37,5,0,4,90,57,0,57,6,14,14,57,3,88,3,79,3,4,3,6,1,5,14,5,3,5,6,4,89,4,89,88,0,79,3,14,6,14,3,5,0,79,0,14,4,4,88,5,14,4,36,6,1,4,79,4,80,3,36,5,37,2.0
53,62,74,33,24,88,0,2,84,14,88,6,92,2,55,36,27,66,2,92,76,15,86,7,89,4,3,89,3,67,58,1,3,1,56,36,27,65,2,91,89,3,85,7,76,16,94,0,28,17,29,2,3,8,76,7,93,0,56,16,4,9,3,17,27,36,5,89,4,88,27,37,3,91,85,3,3,38,3,66,3,89,3,1,4,89,5,66,87,1,4,36,3,90,57,8,91,1,78,1,90,0,2,92,4,66,3,17,56,16,3,8,28,9,4,89,57,4,3,4,3,91,3,4,3,8,77,7,4,18,28,0,3,89,3,37,4,1,3,90,57,0,56,7,27,16,56,3,86,4,77,4,3,4,6,2,4,16,4,3,4,7,3,90,4,89,86,0,76,3,27,7,27,3,5,0,77,0,28,5,3,90,3,17,3,37,5,2,4,65,3,66,3,37,5,37,2.0
75,54,79,15,30,88,5,2,82,11,85,8,87,7,76,17,35,59,2,92,80,12,84,9,86,8,3,89,4,60,78,6,3,6,76,16,34,58,2,91,86,7,83,9,80,12,89,6,35,14,36,7,3,10,81,9,88,6,76,13,4,11,3,13,34,16,5,89,4,88,35,18,3,91,84,8,4,18,3,59,3,89,3,6,4,89,6,59,85,6,4,16,3,90,77,10,87,6,82,6,86,6,2,92,5,59,3,13,76,12,3,10,35,11,4,89,77,8,4,8,3,91,3,8,4,10,81,9,4,14,35,6,3,89,3,17,4,6,3,90,77,6,77,9,34,12,77,8,84,8,81,8,3,8,6,7,4,12,5,8,5,9,3,90,4,89,84,6,81,8,35,9,35,8,5,6,81,6,35,9,3,90,3,13,3,17,5,7,4,58,4,59,3,17,6,18,1.0
64,65,81,20,21,89,1,2,85,9,88,5,91,2,69,25,25,69,2,92,82,11,86,6,89,3,3,90,4,70,70,2,3,1,68,24,24,68,2,91,89,3,86,6,82,10,93,1,25,12,26,3,2,7,82,6,92,1,69,11,4,8,2,11,24,24,4,89,3,89,25,26,3,91,86,3,4,26,2,69,3,90,3,2,3,89,5,69,88,1,3,24,2,90,69,7,91,1,84,2,90,1,3,92,5,69,2,10,68,10,2,6,25,8,4,90,69,4,3,3,2,91,2,4,3,6,82,7,4,12,25,1,2,90,2,25,4,1,3,91,69,1,68,6,24,10,68,3,86,3,82,4,2,3,5,3,3,10,3,3,3,6,3,90,3,90,87,1,82,3,24,6,24,3,4,1,83,1,25,5,3,89,3,10,3,24,5,3,3,68,4,69,2,24,5,26,1.0
69,76,81,17,14,88,3,2,83,9,86,7,89,6,72,22,17,78,2,92,82,10,85,8,87,7,3,89,4,79,74,5,3,4,72,20,15,77,2,91,87,6,84,8,82,10,91,4,17,12,17,5,3,9,83,8,90,4,72,12,4,10,3,11,15,20,5,88,4,88,17,22,3,90,85,7,4,22,3,78,3,89,3,4,4,88,6,78,86,4,4,20,3,89,73,10,88,4,84,4,87,4,3,92,6,78,3,11,72,10,3,9,17,10,5,89,73,8,5,7,3,91,3,7,5,9,83,8,4,12,16,4,3,89,3,21,5,4,3,90,73,4,73,8,15,10,73,7,85,7,83,7,3,7,6,5,4,10,5,7,5,8,4,90,4,89,85,4,83,7,16,8,16,7,5,4,83,4,17,8,4,89,4,11,4,21,6,5,4,77,4,78,3,21,6,22,2.0
58,62,81,26,24,88,3,2,83,9,86,7,87,4,63,30,27,66,2,92,82,11,84,8,87,5,3,89,3,67,64,5,3,5,62,30,27,65,2,91,86,5,84,8,82,10,90,4,28,12,29,6,3,9,82,8,89,3,63,11,4,10,3,11,27,30,5,88,4,89,28,31,3,91,84,5,4,32,3,66,3,90,3,5,4,89,5,66,86,4,4,31,3,90,63,9,89,4,84,5,88,4,3,92,4,66,3,11,62,10,3,9,28,10,4,89,63,6,4,6,2,91,3,6,4,9,82,9,4,12,28,4,3,89,3,31,4,5,3,90,63,4,62,8,27,10,62,5,84,5,82,6,3,6,6,6,4,11,4,6,4,9,3,90,3,90,85,4,82,5,27,8,27,5,5,5,83,4,28,7,4,89,4,11,4,31,5,6,4,66,3,66,3,31,6,31,2.0
74,72,81,14,16,89,3,2,83,9,85,7,89,5,77,17,19,75,2,92,82,11,84,8,87,6,3,90,4,76,78,5,3,4,76,16,18,75,2,91,87,5,83,8,82,10,91,4,20,12,20,5,3,9,82,8,90,4,77,12,4,10,3,11,18,17,4,89,4,89,20,18,3,91,85,6,4,18,3,75,3,90,3,4,3,89,5,75,86,4,4,17,2,90,77,10,88,4,84,4,87,4,3,92,5,75,3,11,76,10,3,9,20,10,4,90,77,8,4,7,2,91,3,7,4,9,82,9,4,12,19,4,3,90,3,17,4,4,3,91,77,4,76,8,18,11,77,6,85,6,83,7,3,7,5,5,4,11,4,7,4,9,3,90,3,90,85,4,83,6,18,9,19,7,4,4,83,4,20,8,3,89,4,11,4,17,5,5,4,75,4,75,3,17,5,18,2.0
69,75,80,17,13,89,0,2,83,8,87,5,92,3,71,21,16,78,2,92,82,9,85,7,88,4,3,90,3,79,74,2,3,1,72,20,15,77,2,91,88,4,85,6,81,10,94,0,16,11,17,2,3,8,82,7,93,0,72,11,4,9,3,11,16,20,4,90,3,89,16,21,3,92,85,4,3,22,2,78,3,90,3,1,3,90,4,78,87,1,4,20,2,91,73,8,90,0,84,1,89,0,2,92,3,78,3,11,72,11,3,8,17,8,3,90,73,6,3,5,2,91,3,5,3,8,83,7,3,12,16,1,2,90,3,21,3,1,3,91,73,1,73,8,16,11,73,5,85,5,83,5,3,5,5,2,4,11,4,5,4,8,2,90,3,90,86,0,82,5,16,8,16,5,4,1,83,1,17,6,2,90,3,11,3,20,4,2,3,77,3,78,3,20,4,21,2.0
56,72,82,30,14,89,0,2,84,8,88,6,92,2,59,33,17,76,2,92,83,9,86,7,89,4,3,90,3,77,61,1,3,1,60,33,17,75,2,91,89,3,85,7,83,10,94,0,18,11,19,2,3,8,83,8,93,0,59,10,4,9,3,10,18,33,4,89,3,89,18,34,3,91,85,3,4,35,2,76,3,90,3,1,3,89,4,76,87,1,4,33,2,90,60,8,91,1,85,1,90,0,3,92,4,76,3,10,60,10,3,8,18,9,4,90,60,4,4,4,2,91,3,4,4,8,84,7,4,11,18,1,2,90,3,34,4,1,3,91,60,1,60,8,18,10,60,4,86,4,84,4,3,4,5,2,4,10,4,4,4,8,3,90,3,90,86,0,83,4,18,8,18,4,4,1,84,1,18,5,3,89,4,10,4,33,5,2,3,75,3,76,3,33,5,34,2.0
73,62,81,15,26,88,3,2,82,9,84,8,89,6,75,19,30,65,2,92,82,10,83,9,86,7,4,89,4,66,77,5,4,4,75,17,28,64,3,91,86,7,83,8,81,10,91,4,30,12,30,5,3,10,82,9,90,4,75,12,4,11,3,11,28,17,5,88,4,88,30,19,3,90,84,7,4,19,3,65,4,89,3,4,4,88,6,65,85,4,4,17,3,89,75,11,87,4,84,4,86,4,3,91,6,65,3,11,75,10,3,10,30,11,5,89,76,9,5,7,3,90,3,8,4,9,82,9,4,12,29,4,3,89,3,18,5,4,3,90,76,4,75,9,28,10,76,7,84,7,83,7,4,8,6,5,4,10,5,7,4,9,4,89,4,89,84,4,83,7,28,9,29,7,5,4,83,4,30,9,4,88,4,10,4,17,6,5,4,64,5,65,3,18,6,19,2.0
56,69,83,30,19,89,2,2,86,9,87,6,90,5,60,33,21,72,3,92,84,10,87,7,88,6,4,90,3,73,61,3,4,3,60,34,22,71,2,91,88,5,86,7,84,10,92,3,22,11,23,4,3,7,84,7,91,3,60,10,4,8,3,10,22,34,4,89,3,89,22,34,3,91,87,6,4,35,3,72,3,90,3,3,3,89,4,72,88,3,4,34,2,90,60,7,89,3,85,3,88,3,3,91,4,72,4,10,60,10,4,7,22,8,4,89,60,6,4,6,2,90,3,6,4,7,84,7,4,11,22,3,2,90,3,34,4,3,3,91,60,3,60,7,22,10,60,6,87,6,84,6,4,6,5,4,4,10,4,6,4,7,3,89,3,89,87,3,84,6,22,7,22,6,4,3,84,3,22,7,3,89,4,10,4,34,5,4,4,71,4,72,4,34,5,34,1.0
