@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o2atMedc numeric
@attribute o2atLedc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMadd numeric
@attribute o2atLadd numeric
@attribute o2atMaad numeric
@attribute o2atLaad numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMbee numeric
@attribute o2atLbee numeric
@attribute o2atMbbe numeric
@attribute o2atLbbe numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMddb numeric
@attribute o2atLddb numeric
@attribute o2atMdbb numeric
@attribute o2atLdbb numeric
@attribute o2atMeec numeric
@attribute o2atLeec numeric
@attribute o2atMecc numeric
@attribute o2atLecc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbee numeric
@attribute o3atLbee numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute destClass {1.0,2.0}

@data
18,22,8,20,7,20,10,30,6,19,8,22,0,30,0,22,0,30,0,30,0,30,0,20,0,20,0,0,30,0,30,0,30,0,30,0,30,0,22,0,30,0,20,0,22,0,20,0,30,0,30,0,20,0,30,0,30,0,30,0,30,0,19,0,20,0,30,0,20,0,22,0,30,0,16,13,16,13,14,25,3,25,4,27,3,25,3,30,5,26,30,0,0,30,0,30,12,30,0,30,0,15,14,5,13,0,0,30,0,30,15,14,0,30,0,26,0,27,0,30,16,0,5,14,0,27,16,0,15,0,16,0,3,14,4,14,0,13,0,14,0,14,0,25,5,0,5,0,4,0,5,0,3,13,3,14,16,0,15,0,2,30,4,24,4,23,6,17,11,17,15,10,17,4,19,3,26,9,22,13,16,11,16,3,24,0,30,0,30,0,30,0,17,0,19,5,18,0,30,0,0,30,0,30,0,26,0,30,0,30,0,24,0,26,0,30,4,17,0,18,0,24,0,19,0,30,0,24,0,30,1.0
24,26,5,24,4,25,6,28,4,24,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,25,0,0,30,0,30,0,30,0,30,0,29,2,26,0,28,0,25,0,26,1,25,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,24,0,24,0,30,0,24,0,26,0,28,0,5,25,4,24,2,30,0,30,0,30,0,30,0,30,0,30,21,8,6,21,8,20,23,22,7,22,7,3,25,0,25,0,0,30,0,30,3,26,0,30,0,30,0,30,0,30,5,8,0,26,0,30,5,7,3,8,4,8,0,25,0,26,0,25,0,26,0,26,0,30,0,8,0,7,0,8,0,8,0,24,0,25,4,7,3,8,8,24,8,18,10,19,10,4,23,5,3,22,5,9,5,8,18,21,18,25,4,23,4,9,20,3,26,4,25,2,30,4,5,3,7,9,5,0,30,0,0,30,2,26,2,19,0,30,0,30,2,19,2,20,2,25,10,5,3,6,4,20,3,6,0,26,0,20,0,26,1.0
24,26,5,24,4,25,6,28,4,24,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,25,0,0,30,0,30,0,30,0,30,0,29,2,26,0,28,0,25,0,26,1,25,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,24,0,24,0,30,0,24,0,26,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,29,30,0,30,0,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,0,0,30,0,30,1,0,0,0,0,0,0,29,0,30,0,30,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,5,25,5,21,7,22,7,4,23,5,3,22,5,6,5,5,21,21,21,25,4,23,4,6,23,2,27,3,26,1,30,3,5,2,7,6,5,0,30,0,0,30,1,27,1,22,0,30,0,30,1,22,1,23,1,26,7,5,2,6,3,23,2,6,0,27,0,23,0,27,1.0
15,19,11,17,10,17,13,28,9,16,11,19,2,28,1,19,0,28,0,28,0,28,0,17,0,17,0,0,30,0,30,0,30,0,28,0,28,2,19,1,28,0,17,2,19,1,17,2,28,0,28,0,17,0,28,0,30,1,29,2,30,0,16,0,17,0,29,0,17,0,19,2,28,0,10,18,12,19,10,25,4,27,3,25,5,26,3,30,3,25,18,11,9,18,11,17,18,19,10,19,10,11,20,3,18,0,0,30,0,30,10,18,0,30,0,25,0,25,0,30,10,11,3,18,0,25,10,10,10,11,12,11,5,20,3,18,0,18,0,18,0,18,0,27,3,11,3,10,3,11,3,11,5,19,4,20,12,10,11,11,13,20,15,13,15,12,17,5,23,5,3,22,5,15,7,14,15,21,11,25,4,23,4,14,13,8,20,8,20,8,30,10,5,9,7,16,6,0,30,0,0,30,9,22,10,15,0,30,0,30,10,13,9,15,10,21,15,5,10,6,8,13,10,7,0,20,0,13,0,22,2.0
23,27,3,25,2,25,5,30,1,24,3,27,0,30,0,27,0,30,0,30,0,30,0,25,0,25,0,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,25,0,27,0,25,0,30,0,30,0,25,0,30,0,30,0,30,0,30,0,24,0,25,0,30,0,25,0,27,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,21,8,6,21,8,20,28,22,7,22,7,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,8,1,30,0,30,2,7,1,8,0,8,0,28,0,30,0,29,0,30,0,30,0,29,1,8,1,7,0,8,1,8,0,28,0,28,0,7,0,8,8,30,10,16,12,16,12,3,27,2,2,26,2,10,4,9,18,26,14,28,2,26,2,10,18,0,30,0,30,0,30,0,3,0,4,11,3,0,30,0,0,30,0,30,0,18,0,30,0,30,0,16,0,18,0,30,12,2,0,3,0,18,0,4,0,30,0,18,0,30,2.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,29,30,0,30,0,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,0,0,30,0,30,1,0,0,0,0,0,0,29,0,30,0,30,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,9,24,9,17,11,18,11,8,19,9,7,18,9,10,9,9,17,17,17,21,8,19,8,10,19,3,26,4,25,2,30,4,9,3,11,10,9,0,30,0,0,30,2,26,2,18,0,30,0,30,2,18,2,19,2,25,11,9,3,10,4,19,3,10,0,26,0,19,0,26,1.0
18,22,8,20,7,20,10,30,6,19,8,22,0,30,0,22,0,30,0,30,0,30,0,20,0,20,0,0,30,0,30,0,30,0,30,0,30,0,22,0,30,0,20,0,22,0,20,0,30,0,30,0,20,0,30,0,30,0,30,0,30,0,19,0,20,0,30,0,20,0,22,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,14,15,13,14,15,13,28,15,14,15,14,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,15,1,30,0,30,2,14,1,15,0,15,0,28,0,30,0,29,0,30,0,30,0,29,1,15,1,14,0,15,1,15,0,28,0,28,0,14,0,15,20,19,20,6,22,7,22,2,27,2,2,26,2,21,2,20,6,26,6,28,2,26,2,21,8,5,23,7,21,3,30,7,3,5,4,21,2,0,30,0,0,30,4,23,5,7,0,30,0,30,5,7,4,8,5,21,22,2,6,3,7,8,6,3,0,23,0,8,0,23,2.0
27,29,2,27,1,28,3,30,1,27,1,29,0,30,0,29,0,30,0,30,0,30,0,27,0,28,0,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,28,0,29,0,28,0,30,0,30,0,27,0,30,0,30,0,30,0,30,0,27,0,27,0,30,0,27,0,29,0,30,0,1,29,0,29,0,29,0,29,0,30,0,29,0,30,0,30,21,8,6,21,8,20,29,22,7,22,7,0,29,1,30,0,0,30,0,30,0,29,0,30,0,30,0,30,0,30,1,8,0,30,0,30,1,7,0,8,0,8,0,29,0,30,0,30,0,30,0,30,0,29,0,8,1,7,0,8,1,8,0,29,0,29,0,7,0,8,6,25,7,17,10,18,10,5,22,5,4,21,6,8,6,7,18,20,16,24,5,22,5,8,20,2,27,3,26,1,30,3,6,2,8,9,6,0,30,0,0,30,1,27,1,19,0,30,0,30,1,18,1,20,1,26,10,6,2,7,3,20,2,7,0,27,0,20,0,27,1.0
18,20,8,20,7,19,10,25,6,19,8,21,2,27,1,22,0,30,0,30,1,27,2,20,3,20,0,0,30,0,30,0,30,0,30,0,26,1,22,0,26,3,20,0,22,2,20,3,27,0,30,0,20,0,27,0,27,0,26,0,30,0,19,3,20,0,30,0,20,2,21,0,26,0,11,17,12,18,10,28,0,29,0,29,1,29,0,30,0,29,18,11,9,18,11,17,17,19,10,19,10,11,19,1,18,0,0,30,0,30,10,17,0,30,0,29,0,29,0,30,11,11,0,18,0,29,11,10,10,11,12,11,1,19,0,18,0,18,0,18,0,18,0,29,0,11,1,10,0,11,1,11,1,18,0,19,12,10,11,11,13,21,15,13,15,12,17,6,22,6,4,21,6,15,8,14,15,20,11,24,5,22,5,14,13,7,21,7,21,7,30,9,6,8,8,16,7,0,30,0,0,30,8,23,9,15,0,30,0,30,9,13,8,15,9,22,15,6,9,7,7,13,9,8,0,21,0,13,0,23,2.0
15,17,11,17,10,16,13,25,9,16,11,18,2,27,1,19,0,30,0,30,1,27,2,17,3,17,0,0,30,0,30,0,30,0,30,0,26,1,19,0,26,3,17,0,19,2,17,3,27,0,30,0,17,0,27,0,27,0,26,0,30,0,16,3,17,0,30,0,17,2,18,0,26,0,12,17,12,17,10,29,0,29,0,30,0,29,0,30,0,30,18,11,9,18,11,17,16,19,10,19,10,11,18,1,17,0,0,30,0,30,11,17,0,30,0,30,0,30,0,30,12,11,1,18,0,30,12,10,11,11,12,11,0,18,0,18,0,17,0,18,0,18,0,29,1,11,1,10,0,11,1,11,0,17,0,18,12,10,11,11,13,25,14,12,15,12,17,5,22,5,4,21,6,15,6,14,13,20,11,24,5,22,5,14,12,2,27,2,26,1,30,3,6,2,8,16,6,0,30,0,0,30,1,27,1,14,0,30,0,30,1,13,1,15,1,26,15,6,2,7,3,13,2,7,0,27,0,13,0,27,2.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,4,26,3,25,1,30,0,30,0,30,0,30,0,30,0,30,26,3,1,26,3,25,24,27,2,27,2,2,26,0,26,0,0,30,0,30,2,27,0,30,0,30,0,30,0,30,4,3,0,27,0,30,4,2,2,3,3,3,0,26,0,27,0,26,0,27,0,27,0,30,0,3,0,2,0,3,0,3,0,25,0,26,3,2,2,3,5,25,5,21,7,22,7,7,20,8,6,19,8,6,8,5,21,18,21,22,7,20,7,6,23,2,27,3,26,1,30,3,8,2,10,6,8,0,30,0,0,30,1,27,1,22,0,30,0,30,1,22,1,23,1,26,7,8,2,9,3,23,2,9,0,27,0,23,0,27,1.0
27,28,2,27,1,28,3,28,1,27,1,29,2,30,1,29,0,30,0,30,0,28,0,27,0,28,0,0,30,0,30,0,30,0,30,0,29,1,29,0,28,0,28,0,29,1,28,2,28,0,30,0,27,0,28,0,30,0,29,0,30,0,27,0,27,0,30,0,27,0,29,0,28,0,5,25,4,24,2,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,23,30,0,30,0,3,25,0,25,0,0,30,0,30,3,26,0,30,0,30,0,30,0,30,5,0,0,26,0,30,5,0,3,0,4,0,0,25,0,26,0,25,0,26,0,26,0,30,0,0,0,0,0,0,0,0,0,24,0,25,4,0,3,0,8,24,8,18,10,19,10,11,16,12,10,15,12,9,12,8,18,14,18,18,11,16,11,9,20,3,26,4,25,2,30,4,12,3,14,9,12,0,30,0,0,30,2,26,2,19,0,30,0,30,2,19,2,20,2,25,10,12,3,13,4,20,3,13,0,26,0,20,0,26,1.0
18,22,8,20,7,20,10,28,6,19,8,22,2,30,1,22,0,30,0,30,0,28,0,20,0,20,0,0,30,0,30,0,30,0,30,0,29,2,22,0,28,0,20,0,22,1,20,2,28,0,30,0,20,0,28,0,30,0,29,0,30,0,19,0,20,0,30,0,20,0,22,0,28,0,11,18,12,18,10,30,0,30,0,30,0,30,0,30,0,30,22,7,5,22,7,21,17,23,6,23,6,11,19,0,18,0,0,30,0,30,10,18,0,30,0,30,0,30,0,30,11,7,0,18,0,30,11,6,10,7,12,7,0,19,0,18,0,18,0,18,0,18,0,30,0,7,0,6,0,7,0,7,0,18,0,19,12,6,11,7,9,24,11,16,11,16,13,9,18,10,8,17,10,11,10,10,17,16,15,20,9,18,9,10,17,3,26,4,25,2,30,4,10,3,12,12,10,0,30,0,0,30,2,26,2,18,0,30,0,30,2,17,2,19,2,25,11,10,3,11,4,17,3,11,0,26,0,17,0,26,1.0
22,26,4,24,3,24,6,30,2,23,4,26,0,30,0,26,0,30,0,30,0,30,0,24,0,24,0,0,30,0,30,0,30,0,30,0,30,0,26,0,30,0,24,0,26,0,24,0,30,0,30,0,24,0,30,0,30,0,30,0,30,0,23,0,24,0,30,0,24,0,26,0,30,0,2,29,0,28,0,29,0,29,0,30,0,29,0,30,0,30,12,16,12,12,16,10,28,14,14,14,14,0,28,1,29,0,0,30,0,30,1,29,0,30,0,30,0,30,0,30,2,16,1,30,0,30,2,14,1,16,0,16,0,28,0,30,0,29,0,30,0,30,0,29,1,16,1,14,0,16,1,16,0,28,0,28,0,14,0,16,16,30,16,11,18,11,18,3,27,2,2,26,2,17,4,16,12,26,10,28,2,26,2,17,12,0,30,0,30,0,30,0,3,0,4,17,3,0,30,0,0,30,0,30,0,12,0,30,0,30,0,11,0,12,0,30,18,2,0,3,0,12,0,4,0,30,0,12,0,30,2.0
27,28,2,27,1,28,3,28,1,27,1,29,2,30,1,29,0,30,0,30,0,28,0,27,0,28,0,0,30,0,30,0,30,0,30,0,29,1,29,0,28,0,28,0,29,1,28,2,28,0,30,0,27,0,28,0,30,0,29,0,30,0,27,0,27,0,30,0,27,0,29,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,22,7,5,22,7,21,29,23,6,23,6,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,7,0,30,0,30,1,6,0,7,0,7,0,29,0,30,0,30,0,30,0,30,0,30,0,7,0,6,0,7,0,7,0,29,0,29,0,6,0,7,9,24,9,17,11,18,11,5,22,6,4,21,6,10,6,9,17,20,17,24,5,22,5,10,19,3,26,4,25,2,30,4,6,3,8,10,6,0,30,0,0,30,2,26,2,18,0,30,0,30,2,18,2,19,2,25,11,6,3,7,4,19,3,7,0,26,0,19,0,26,1.0
24,26,5,24,4,25,6,28,4,24,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,25,0,0,30,0,30,0,30,0,30,0,29,2,26,0,28,0,25,0,26,1,25,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,24,0,24,0,30,0,24,0,26,0,28,0,5,26,3,25,3,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,25,30,0,30,0,3,25,0,26,0,0,30,0,30,4,27,0,30,0,30,0,30,0,30,5,0,0,27,0,30,5,0,4,0,3,0,0,25,0,27,0,26,0,27,0,27,0,30,0,0,0,0,0,0,0,0,0,25,0,25,3,0,3,0,5,25,5,21,7,22,7,5,22,6,4,21,6,6,6,5,21,20,21,24,5,22,5,6,23,2,27,3,26,1,30,3,6,2,8,6,6,0,30,0,0,30,1,27,1,22,0,30,0,30,1,22,1,23,1,26,7,6,2,7,3,23,2,7,0,27,0,23,0,27,1.0
2,2,27,2,26,2,28,19,26,2,26,2,8,21,6,4,0,27,2,25,5,21,6,2,7,3,0,0,30,0,30,0,30,1,26,3,20,7,4,2,20,7,3,3,2,7,2,9,21,3,27,0,2,3,21,2,23,1,21,1,27,1,2,7,2,3,26,1,2,6,3,2,20,3,19,9,19,10,17,16,11,19,9,18,12,17,9,29,9,17,30,0,0,30,0,30,9,30,0,30,0,18,11,11,10,0,0,29,0,29,18,9,1,30,0,17,0,18,0,30,19,0,10,10,0,18,19,0,18,0,19,0,12,11,10,11,0,10,0,11,0,10,1,19,10,0,11,0,10,0,11,0,12,10,11,11,19,0,18,0,11,17,12,17,11,17,13,17,13,17,16,12,16,12,17,12,17,12,17,14,17,12,16,11,17,11,17,11,17,11,24,13,17,12,18,13,17,4,24,4,6,25,11,19,12,18,4,24,5,26,12,18,12,19,11,18,11,16,13,18,11,17,12,18,4,17,4,17,6,19,1.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,18,11,9,18,11,17,29,19,10,19,10,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,11,0,30,0,30,1,10,0,11,0,11,0,29,0,30,0,30,0,30,0,30,0,30,0,11,0,10,0,11,0,11,0,29,0,29,0,10,0,11,13,25,15,10,17,11,17,2,27,2,2,26,2,15,2,14,11,26,9,28,2,26,2,15,13,2,27,3,26,1,30,3,3,2,4,16,2,0,30,0,0,30,1,27,1,12,0,30,0,30,1,11,1,13,1,26,17,2,2,3,3,13,2,3,0,27,0,13,0,27,2.0
27,28,2,27,1,28,3,28,1,27,1,29,2,30,1,29,0,30,0,30,0,28,0,27,0,28,0,0,30,0,30,0,30,0,30,0,29,1,29,0,28,0,28,0,29,1,28,2,28,0,30,0,27,0,28,0,30,0,29,0,30,0,27,0,27,0,30,0,27,0,29,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,29,30,0,30,0,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,0,0,30,0,30,1,0,0,0,0,0,0,29,0,30,0,30,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,5,25,5,21,7,22,7,4,23,5,3,22,5,6,5,5,21,21,21,25,4,23,4,6,23,2,27,3,26,1,30,3,5,2,7,6,5,0,30,0,0,30,1,27,1,22,0,30,0,30,1,22,1,23,1,26,7,5,2,6,3,23,2,6,0,27,0,23,0,27,1.0
22,25,4,24,3,24,6,28,2,23,4,26,2,30,1,26,0,30,0,30,0,28,0,24,0,24,0,0,30,0,30,0,30,0,30,0,29,1,26,0,28,0,24,0,26,1,24,2,28,0,30,0,24,0,28,0,30,0,29,0,30,0,23,0,24,0,30,0,24,0,26,0,28,0,1,30,0,29,0,30,0,30,0,30,0,30,0,30,0,30,22,7,5,22,7,21,29,23,6,23,6,0,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,7,0,30,0,30,1,6,0,7,0,7,0,29,0,30,0,30,0,30,0,30,0,30,0,7,0,6,0,7,0,7,0,29,0,29,0,6,0,7,6,25,6,20,8,21,8,4,23,5,3,22,5,7,5,6,20,21,20,25,4,23,4,7,22,2,27,3,26,1,30,3,5,2,7,7,5,0,30,0,0,30,1,27,1,21,0,30,0,30,1,21,1,22,1,26,8,5,2,6,3,22,2,6,0,27,0,22,0,27,1.0
27,28,2,27,1,28,3,28,1,27,1,29,2,30,1,29,0,30,0,30,0,28,0,27,0,28,0,0,30,0,30,0,30,0,30,0,29,1,29,0,28,0,28,0,29,1,28,2,28,0,30,0,27,0,28,0,30,0,29,0,30,0,27,0,27,0,30,0,27,0,29,0,28,0,2,29,0,28,0,30,0,30,0,30,0,30,0,30,0,30,30,0,0,30,0,30,28,30,0,30,0,0,28,0,29,0,0,30,0,30,1,30,0,30,0,30,0,30,0,30,2,0,0,30,0,30,2,0,1,0,0,0,0,28,0,30,0,29,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,8,25,8,18,10,19,10,2,27,2,2,26,2,9,2,8,18,26,18,28,2,26,2,9,20,2,27,3,26,1,30,3,3,2,4,9,2,0,30,0,0,30,1,27,1,19,0,30,0,30,1,19,1,20,1,26,10,2,2,3,3,20,2,3,0,27,0,20,0,27,1.0
18,22,8,20,7,20,10,30,6,19,8,22,0,30,0,22,0,30,0,30,0,30,0,20,0,20,0,0,30,0,30,0,30,0,30,0,30,0,22,0,30,0,20,0,22,0,20,0,30,0,30,0,20,0,30,0,30,0,30,0,30,0,19,0,20,0,30,0,20,0,22,0,30,0,19,10,19,10,17,25,3,25,4,27,3,25,3,30,5,26,30,0,0,30,0,30,9,30,0,30,0,18,11,5,10,0,0,30,0,30,18,11,0,30,0,26,0,27,0,30,19,0,5,11,0,27,19,0,18,0,19,0,3,11,4,11,0,10,0,11,0,11,0,25,5,0,5,0,4,0,5,0,3,10,3,11,19,0,18,0,1,30,2,25,3,24,5,17,11,16,15,10,17,3,19,2,27,9,23,13,16,11,16,2,25,0,30,0,30,0,30,0,17,0,19,4,18,0,30,0,0,30,0,30,0,27,0,30,0,30,0,25,0,27,0,30,3,17,0,18,0,25,0,19,0,30,0,25,0,30,1.0
