@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,-1.0}

@data
43,39,51,49,43,51,54,40,45,42,53,41,44,50,44,41,1.0
37,49,41,53,39,56,44,51,40,52,43,51,39,55,39,51,1.0
44,34,56,46,46,49,59,36,47,37,58,35,45,48,46,36,1.0
33,24,66,57,34,60,69,25,36,27,68,26,35,59,35,26,1.0
38,52,38,52,38,55,41,52,41,55,40,52,38,54,40,54,1.0
44,38,52,48,45,50,55,40,46,41,54,39,44,49,45,40,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
7,16,74,79,11,84,77,18,12,19,76,18,11,83,11,18,-1.0
35,46,46,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
40,41,47,52,40,54,51,43,42,45,50,43,40,53,41,44,-1.0
37,49,41,53,39,56,44,51,40,52,43,51,39,55,39,51,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
33,55,35,57,33,60,38,55,36,58,37,57,35,59,35,57,1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,29,61,53,39,56,64,31,40,32,63,31,39,55,39,31,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
47,41,49,45,47,47,52,42,49,44,51,42,47,46,48,43,1.0
32,22,68,58,34,61,71,24,35,25,70,23,33,60,34,24,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
25,12,80,65,27,68,82,13,28,14,81,13,27,67,27,13,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
30,9,83,60,32,63,85,10,33,11,84,10,32,62,32,10,1.0
34,20,70,56,36,59,73,22,37,23,72,21,35,58,36,22,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
44,39,51,46,45,49,54,40,47,42,53,40,45,48,46,41,1.0
0,1,89,92,1,94,92,3,2,4,91,3,1,93,1,3,-1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
39,49,41,51,40,54,44,50,42,52,43,50,40,53,41,51,1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
36,33,57,54,38,57,60,35,39,36,59,34,37,56,38,35,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
36,31,59,54,37,57,62,32,39,34,61,33,38,56,38,33,1.0
21,12,80,69,23,72,82,13,24,14,81,12,22,71,23,13,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
44,44,46,46,44,49,49,44,47,47,48,46,46,48,46,46,-1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
47,41,49,43,49,46,52,43,50,44,51,41,47,45,49,43,-1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
24,12,80,66,26,69,82,13,27,14,81,12,25,68,26,13,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
29,8,84,61,30,64,86,8,32,10,85,8,30,63,31,9,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
29,10,82,61,31,64,84,11,32,12,83,11,31,63,31,11,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
34,47,43,56,36,59,46,49,37,50,45,48,35,58,36,49,1.0
51,28,60,39,53,42,64,31,54,32,63,31,53,41,53,31,1.0
31,49,41,59,32,62,44,50,34,52,43,51,33,61,33,51,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
46,39,51,46,47,48,54,41,48,42,53,41,47,47,47,41,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
26,14,78,64,28,67,80,15,29,16,79,14,27,66,28,15,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
38,51,39,52,39,55,42,52,41,54,41,51,38,54,40,53,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
25,0,90,55,33,63,93,3,33,3,92,2,32,62,32,2,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
37,33,57,53,39,56,60,35,40,36,59,34,38,55,39,35,1.0
29,10,82,61,31,64,84,11,32,12,83,11,31,63,31,11,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
47,37,53,41,50,45,56,39,51,40,55,38,49,44,50,39,1.0
20,13,79,70,22,73,81,14,23,15,80,13,21,72,22,14,1.0
20,13,79,70,22,73,81,14,23,15,80,13,21,72,22,14,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
49,32,58,43,49,45,61,33,51,35,60,34,50,44,50,34,1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
39,47,43,51,41,54,46,49,42,50,45,49,41,53,41,49,1.0
37,46,44,53,38,56,47,47,40,49,46,47,38,55,39,48,1.0
49,2,88,41,52,44,91,5,52,5,90,3,50,43,51,4,1.0
44,41,49,48,45,50,52,43,46,44,51,43,45,49,45,43,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
47,40,50,45,48,47,53,42,49,43,52,41,47,46,48,42,1.0
34,54,36,56,35,59,39,55,37,57,38,55,35,58,36,56,1.0
48,40,50,42,50,45,53,42,51,43,52,40,48,44,50,42,1.0
35,28,62,55,36,58,65,29,38,31,64,30,37,57,37,30,1.0
38,43,47,52,40,55,50,45,41,46,49,44,39,54,40,45,1.0
24,14,78,66,26,69,80,15,27,16,79,14,25,68,26,15,1.0
25,14,78,65,26,68,80,14,28,16,79,14,26,67,27,15,1.0
19,11,81,71,21,74,83,12,22,13,82,11,20,73,21,12,1.0
0,1,89,92,2,94,92,4,2,4,91,3,1,93,1,3,1.0
27,13,79,63,29,66,81,14,30,15,80,13,28,65,29,14,1.0
38,44,46,52,40,55,49,46,41,47,48,45,39,54,40,46,1.0
41,40,50,49,43,52,53,42,44,43,52,41,42,51,43,42,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
52,30,60,40,52,42,63,31,54,33,62,32,53,41,53,32,1.0
38,34,56,52,39,55,59,35,41,37,58,35,39,54,40,36,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,-1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
47,38,52,45,48,47,55,40,49,41,54,40,48,46,48,40,1.0
37,30,60,53,39,56,63,32,40,33,62,31,38,55,39,32,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
33,22,68,57,35,60,71,24,36,25,70,23,34,59,35,24,1.0
35,29,61,55,37,58,64,31,38,32,63,30,36,57,37,31,1.0
32,49,41,58,33,61,44,50,35,52,43,51,34,60,34,51,1.0
39,49,41,51,40,54,44,50,42,52,43,50,40,53,41,51,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
49,29,59,39,52,43,63,32,53,33,62,31,51,42,52,32,1.0
38,24,66,52,40,55,69,26,41,27,68,26,40,54,40,26,1.0
30,6,86,60,32,63,88,7,33,8,87,7,32,62,32,7,1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
28,14,78,62,30,65,80,15,31,16,79,14,29,64,30,15,1.0
52,35,55,38,53,41,58,36,55,38,57,37,54,40,54,37,1.0
25,11,81,65,27,68,83,12,28,13,82,11,26,67,27,12,1.0
48,37,53,40,51,44,56,39,52,40,55,38,50,43,51,39,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
36,46,46,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
24,14,78,66,26,69,80,15,27,16,79,14,25,68,26,15,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
24,12,80,66,26,69,82,13,27,14,81,13,26,68,26,13,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
47,35,55,45,47,47,58,36,49,38,57,36,47,46,48,37,1.0
46,37,53,46,46,48,56,38,48,40,55,38,46,47,47,39,1.0
45,38,52,47,45,49,55,39,47,41,54,39,45,48,46,40,1.0
48,33,57,44,49,46,60,35,50,36,59,35,49,45,49,35,1.0
33,47,43,57,35,60,46,49,36,50,45,48,34,59,35,49,1.0
31,11,81,59,33,62,83,12,34,13,82,12,33,61,33,12,1.0
32,50,40,58,33,61,43,51,35,53,42,52,34,60,34,52,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
44,39,51,48,44,50,54,40,46,42,53,41,45,49,45,41,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
38,46,44,54,38,56,47,47,40,49,46,48,39,55,39,48,-1.0
32,50,40,58,33,61,43,51,35,53,42,51,33,60,34,52,1.0
31,7,85,59,32,62,87,7,34,9,86,7,32,61,33,8,1.0
39,48,42,51,41,54,45,50,42,51,44,49,40,53,41,50,1.0
46,40,50,46,47,48,53,42,48,43,52,41,46,47,47,42,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
47,40,50,45,47,47,53,41,49,43,52,41,47,46,48,42,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
17,0,94,75,19,77,95,1,19,1,94,0,18,76,18,0,-1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
52,34,54,38,54,41,58,37,55,38,57,35,52,40,54,37,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
41,35,55,49,43,52,58,37,44,38,57,36,42,51,43,37,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
34,28,62,56,35,59,65,29,37,31,64,30,36,58,36,30,1.0
26,13,79,64,28,67,81,14,29,15,80,14,28,66,28,14,1.0
39,44,46,53,40,55,49,46,41,47,48,45,39,54,40,46,-1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
42,38,52,50,43,52,55,40,44,41,54,40,43,51,43,40,1.0
35,20,70,55,36,58,73,21,38,23,72,21,36,57,37,22,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
32,49,43,58,34,61,45,50,35,51,44,50,34,60,34,50,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
50,37,53,38,52,42,56,38,54,40,55,37,51,41,53,39,1.0
34,20,70,56,35,59,73,21,37,23,72,21,35,58,36,22,1.0
38,50,40,52,40,55,43,52,41,53,42,50,38,54,40,52,1.0
47,40,50,45,48,47,53,42,49,43,52,41,47,46,48,42,1.0
36,22,68,54,38,57,71,24,39,25,70,23,37,56,38,24,1.0
43,39,51,49,44,51,54,41,45,42,53,40,43,50,44,41,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
36,30,60,54,38,57,63,32,39,33,62,31,37,56,38,32,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
4,1,89,86,7,89,92,4,7,4,91,2,5,88,6,3,1.0
21,10,82,69,23,72,84,11,24,12,83,11,23,71,23,11,1.0
27,12,80,63,29,66,82,13,30,14,81,13,29,65,29,13,1.0
33,49,41,57,35,60,44,51,36,52,43,50,34,59,35,51,1.0
50,37,53,40,51,43,56,38,53,40,55,39,52,42,52,39,1.0
26,12,80,64,28,67,82,13,29,14,81,13,28,66,28,13,1.0
36,26,64,54,37,57,67,27,39,29,66,28,38,56,38,28,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
35,29,61,55,37,58,64,31,38,32,63,30,36,57,37,31,1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
17,4,88,75,19,77,90,6,19,6,89,4,17,76,18,5,-1.0
35,30,60,55,36,58,63,31,38,33,62,32,37,57,37,32,1.0
38,10,82,52,40,55,84,11,41,12,83,11,40,54,40,11,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
21,12,80,69,23,72,82,13,24,14,81,12,22,71,23,13,1.0
36,46,44,54,37,57,47,47,39,49,46,48,38,56,38,48,1.0
23,12,80,67,25,70,82,13,26,14,81,12,24,69,25,13,1.0
39,45,45,53,39,55,48,46,41,48,47,47,40,54,40,47,-1.0
22,13,79,68,24,71,81,14,25,15,80,13,23,70,24,14,1.0
45,39,51,47,45,49,54,40,47,42,53,41,46,48,46,41,1.0
24,14,78,66,26,69,80,15,27,16,79,14,25,68,26,15,1.0
28,10,82,62,30,65,84,11,31,12,83,11,30,64,30,11,1.0
48,35,53,42,50,45,57,38,51,39,56,36,48,44,50,38,1.0
22,13,79,68,24,71,81,14,25,15,80,13,23,70,24,14,1.0
24,10,82,66,26,69,84,11,27,12,83,11,26,68,26,11,1.0
20,13,79,70,22,73,81,14,23,15,80,14,22,72,22,14,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
43,37,53,49,44,51,56,39,45,40,55,39,44,50,44,39,1.0
44,40,50,46,45,49,53,41,47,43,52,42,46,48,46,42,-1.0
38,36,54,52,39,55,57,37,41,39,56,37,39,54,40,38,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
61,27,63,31,61,33,66,28,63,30,65,29,62,32,62,29,1.0
46,40,50,46,46,48,53,41,48,43,52,42,47,47,47,42,1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
43,33,57,47,45,50,60,35,46,36,59,35,45,49,45,35,1.0
34,23,67,56,36,59,70,25,37,26,69,24,35,58,36,25,1.0
31,11,81,59,33,62,83,12,34,13,82,12,33,61,33,12,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
27,11,81,63,29,66,83,12,30,13,82,12,29,65,29,12,1.0
34,26,64,56,36,59,67,28,37,29,66,27,35,58,36,28,1.0
35,54,36,55,35,58,39,54,38,57,38,55,36,57,37,56,1.0
36,27,63,54,37,57,66,28,39,30,65,29,38,56,38,29,1.0
45,41,49,47,46,49,52,43,47,44,51,42,45,48,46,43,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
47,40,50,43,49,46,53,42,50,43,52,41,48,45,49,42,1.0
47,40,50,45,47,47,53,41,49,43,52,42,48,46,48,42,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
32,11,81,58,33,61,83,11,35,13,82,11,33,60,34,12,1.0
38,32,58,52,40,55,61,34,41,35,60,33,39,54,40,34,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
37,28,62,53,39,56,65,30,40,31,64,30,39,55,39,30,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
53,37,53,37,53,40,56,37,56,40,55,37,53,39,55,39,1.0
31,7,85,59,33,62,87,8,34,9,86,7,32,61,33,8,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
29,57,33,61,31,64,36,59,32,60,35,59,31,63,31,59,1.0
44,40,50,48,45,50,53,42,46,43,52,42,45,49,45,42,1.0
36,47,43,54,36,57,46,47,39,50,45,48,37,56,38,49,1.0
46,40,50,46,47,48,53,42,48,43,52,41,46,47,47,42,1.0
37,49,41,53,39,56,44,51,40,52,43,51,39,55,39,51,1.0
36,25,65,54,37,57,68,26,39,28,67,27,38,56,38,27,1.0
29,58,32,61,31,64,35,60,32,61,34,59,30,63,31,60,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
25,11,81,65,27,68,83,12,28,13,82,12,27,67,27,12,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
36,27,63,54,38,57,66,29,39,30,65,28,37,56,38,29,1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
31,7,85,59,32,62,87,7,34,9,86,7,32,61,33,8,1.0
22,13,79,68,24,71,81,14,25,15,80,14,24,70,24,14,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
37,30,60,53,38,56,63,31,40,33,62,31,38,55,39,32,1.0
33,49,41,57,35,60,44,51,36,52,43,50,34,59,35,51,1.0
41,42,48,51,41,53,51,43,43,45,50,44,42,52,42,44,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
20,12,80,70,22,73,82,13,23,14,81,12,21,72,22,13,1.0
47,42,48,43,47,46,51,42,50,45,50,43,48,45,49,44,1.0
50,32,58,42,50,44,61,33,52,35,60,34,51,43,51,34,1.0
36,17,73,54,37,57,76,18,39,20,75,19,38,56,38,19,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
49,39,51,41,50,44,54,40,52,42,53,40,50,43,51,41,1.0
36,46,44,54,37,57,47,47,39,49,46,47,37,56,38,48,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
38,34,56,52,39,55,59,35,41,37,58,35,39,54,40,36,1.0
25,14,78,65,27,68,80,15,28,16,79,14,26,67,27,15,1.0
3,1,89,87,6,90,92,4,6,4,91,3,5,89,5,3,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
35,47,43,55,36,58,46,48,38,50,45,48,36,57,37,49,1.0
38,43,47,52,40,55,50,45,41,46,49,44,39,54,40,45,1.0
29,6,86,61,31,64,88,7,32,8,87,7,31,63,31,7,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
24,10,82,66,26,69,84,11,27,12,83,11,26,68,26,11,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
43,39,51,47,45,50,54,41,46,42,53,41,45,49,45,41,-1.0
36,30,60,54,37,57,63,31,39,33,62,32,38,56,38,32,1.0
22,13,79,68,24,71,81,14,25,15,80,13,23,70,24,14,1.0
43,43,47,49,44,51,50,45,45,46,49,45,44,50,44,45,1.0
44,44,46,46,44,49,49,44,47,47,48,46,46,48,46,46,-1.0
36,52,38,54,36,57,41,52,39,55,40,54,38,56,38,54,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
37,8,84,53,39,56,86,9,40,10,85,8,38,55,39,9,-1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
28,56,34,62,30,65,37,58,31,59,36,57,29,64,30,58,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
25,11,81,65,27,68,83,12,28,13,82,11,26,67,27,12,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
48,38,52,44,49,46,55,40,50,41,54,40,49,45,49,40,1.0
45,41,49,47,45,49,52,42,47,44,51,43,46,48,46,43,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
37,9,83,53,39,56,85,10,40,11,84,9,38,55,39,10,-1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
33,54,36,57,34,60,39,55,36,57,38,56,35,59,35,56,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
34,26,64,56,36,59,67,28,37,29,66,27,35,58,36,28,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
35,28,62,55,36,58,65,29,38,31,64,30,37,57,37,30,1.0
39,37,53,51,41,54,56,39,42,40,55,38,40,53,41,39,1.0
39,1,89,51,42,54,92,4,42,4,91,2,40,53,41,3,-1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
45,37,53,47,46,49,56,39,47,40,55,39,46,48,46,39,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
1,1,89,89,4,92,92,4,4,4,91,3,3,91,3,3,1.0
40,36,54,50,41,53,57,37,43,39,56,38,42,52,42,38,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
32,49,43,58,34,61,45,50,35,51,44,50,34,60,34,50,1.0
43,43,47,47,45,50,50,45,46,46,49,45,45,49,45,45,-1.0
30,50,42,60,32,63,44,51,33,52,43,51,32,62,32,51,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,32,58,53,39,56,61,34,40,35,60,33,38,55,39,34,1.0
45,41,49,45,47,48,52,43,48,44,51,43,47,47,47,43,1.0
39,42,48,51,41,54,51,44,42,45,50,44,41,53,41,44,1.0
47,35,55,45,47,47,58,36,49,38,57,37,48,46,48,37,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
47,42,48,43,48,46,51,43,50,45,50,42,47,45,49,44,1.0
36,33,57,54,37,57,60,34,39,36,59,35,38,56,38,35,1.0
41,40,50,51,42,53,53,42,43,43,52,42,42,52,42,42,1.0
29,7,85,61,30,64,87,7,32,9,86,8,31,63,31,8,1.0
35,31,59,55,37,58,62,33,38,34,61,32,36,57,37,33,1.0
33,48,42,57,34,60,45,49,36,51,44,50,35,59,35,50,1.0
44,38,52,48,45,50,55,40,46,41,54,40,45,49,45,40,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
34,46,44,56,36,59,47,48,37,49,46,48,36,58,36,48,1.0
39,48,42,51,41,54,45,50,42,51,44,49,40,53,41,50,1.0
43,39,51,49,43,51,54,40,45,42,53,40,43,50,44,41,1.0
44,38,52,48,45,50,55,40,46,41,54,39,44,49,45,40,1.0
9,7,85,83,11,85,87,9,11,9,86,8,10,84,10,8,-1.0
44,46,44,46,44,49,47,46,47,49,46,46,44,48,46,48,-1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
20,6,86,72,22,74,88,8,22,8,87,7,21,73,21,7,1.0
35,32,58,55,37,58,61,34,38,35,60,33,36,57,37,34,1.0
50,39,51,40,51,43,54,40,53,42,53,39,50,42,52,41,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
39,35,55,51,40,54,58,36,42,38,57,37,41,53,41,37,1.0
37,2,88,51,41,55,91,5,41,5,90,3,39,54,40,4,-1.0
31,56,34,59,33,62,37,58,34,59,36,57,32,61,33,58,1.0
34,48,42,56,36,59,45,50,37,51,44,49,35,58,36,50,1.0
34,53,37,56,36,59,40,55,37,56,39,54,35,58,36,55,1.0
48,1,89,40,52,44,92,4,52,4,91,2,50,43,51,3,1.0
37,53,37,53,37,56,40,53,40,56,39,53,37,55,39,55,1.0
52,35,55,38,54,41,58,37,55,38,57,36,53,40,54,37,1.0
49,40,50,41,50,44,53,41,52,43,52,40,49,43,51,42,1.0
37,44,46,53,38,56,49,45,40,47,48,46,39,55,39,46,1.0
35,28,62,55,36,58,65,29,38,31,64,30,37,57,37,30,1.0
44,46,44,46,44,49,47,46,47,49,46,46,44,48,46,48,-1.0
36,30,60,54,37,57,63,31,39,33,62,31,37,56,38,32,1.0
37,50,40,53,38,56,43,51,40,53,42,52,39,55,39,52,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
36,10,82,54,38,57,84,11,39,12,83,10,37,56,38,11,-1.0
34,47,43,56,36,59,46,49,37,50,45,49,36,58,36,49,1.0
45,37,53,47,46,49,56,39,47,40,55,39,46,48,46,39,1.0
37,44,46,53,39,56,49,46,40,47,48,45,38,55,39,46,1.0
27,11,81,63,29,66,83,12,30,13,82,12,29,65,29,12,1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
26,11,81,64,28,67,83,12,29,13,82,11,27,66,28,12,1.0
44,40,50,46,45,49,53,41,47,43,52,41,45,48,46,42,-1.0
37,32,58,53,38,56,61,33,40,35,60,34,39,55,39,34,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
36,52,38,54,36,57,41,52,39,55,40,54,38,56,38,54,1.0
36,52,38,54,36,57,41,52,39,55,40,54,38,56,38,54,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
24,13,79,66,26,69,81,14,27,15,80,13,25,68,26,14,1.0
43,40,50,49,43,51,53,41,45,43,52,42,44,50,44,42,1.0
39,43,47,51,41,54,50,45,42,46,49,44,40,53,41,45,-1.0
41,0,90,49,44,52,93,3,44,3,92,2,43,51,43,2,-1.0
25,14,78,65,27,68,80,15,28,16,79,14,26,67,27,15,1.0
36,28,62,54,37,57,65,29,39,31,64,29,37,56,38,30,1.0
42,40,50,48,43,51,53,41,45,43,52,41,43,50,44,42,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
40,48,42,50,41,53,45,49,43,51,44,49,41,52,42,50,1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
30,57,33,60,31,63,36,58,33,60,35,59,32,62,32,59,1.0
36,28,62,54,37,57,65,29,39,31,64,29,37,56,38,30,1.0
44,39,51,46,46,49,54,41,47,42,53,40,45,48,46,41,-1.0
45,38,52,47,46,49,55,40,47,41,54,40,46,48,46,40,1.0
26,11,81,64,28,67,83,12,29,13,82,11,27,66,28,12,1.0
29,58,32,61,30,64,35,59,32,61,34,60,31,63,31,60,1.0
44,43,47,46,45,49,50,44,47,46,49,45,46,48,46,45,-1.0
