@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atLccc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
0,30,0,5,30,0,30,0,30,0,30,0,30,21,6,23,7,22,5,23,7,22,6,23,0,30,7,21,8,10,17,18,11,9,9,18,17,16,19,10,12,18,10,20,10,11,11,16,19,10,8,19,18,11,25,3,25,27,4,0,30,0,30,0,30,3,25,3,26,5,30,0,30,0,27,0,26,3,30,0,25,4,1.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,19,22,7,28,2,1,21,9,27,5,29,2,21,6,20,7,23,3,22,5,27,1,19,8,27,1,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,4.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,11,12,16,20,10,9,12,17,19,15,21,10,13,16,12,17,13,11,13,15,19,9,11,17,19,9,0,30,0,0,30,8,20,10,21,9,19,30,0,30,0,30,20,9,20,8,0,9,0,30,21,8,0,30,5.0
17,13,15,30,12,16,14,16,12,16,13,15,13,0,30,0,30,0,30,0,30,0,30,0,17,12,30,0,10,12,17,17,14,12,11,18,16,16,18,13,12,17,11,18,12,14,12,16,16,12,10,18,16,12,12,18,10,11,17,8,21,10,22,9,20,17,11,19,11,18,20,8,20,8,11,8,12,17,21,8,10,18,6.0
21,10,19,26,9,20,11,19,9,19,9,19,10,2,27,4,28,3,26,3,26,2,26,2,20,9,27,2,24,26,5,27,4,2,25,6,26,4,28,3,24,4,24,4,26,4,25,4,26,2,24,5,26,2,0,30,0,0,30,10,18,12,19,11,17,30,0,30,0,30,18,11,18,10,0,11,0,30,19,10,0,30,4.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,17,18,12,19,11,10,18,13,18,11,20,11,17,11,17,11,19,12,18,11,18,10,17,12,18,10,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,5.0
20,8,16,30,6,18,10,20,8,18,10,16,10,0,30,0,30,0,30,0,30,0,30,0,20,6,30,0,14,16,15,17,14,12,15,16,16,14,18,13,14,14,14,14,16,14,15,14,16,12,14,15,16,12,6,23,4,6,23,10,19,12,20,11,18,22,5,24,5,24,18,10,18,10,6,10,6,22,19,10,4,24,4.0
16,13,14,30,12,15,14,16,13,15,14,14,14,0,30,0,30,0,30,0,30,0,30,0,16,12,30,0,11,13,16,23,8,6,12,17,22,15,24,7,13,16,12,17,13,8,13,15,22,6,11,17,22,6,4,25,2,4,25,9,20,11,21,10,19,24,3,26,3,26,19,9,19,9,4,9,4,24,20,9,2,26,3.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,13,15,16,16,15,13,14,17,15,15,17,14,13,15,13,15,15,15,14,15,15,13,13,16,15,13,9,20,7,9,20,10,19,12,20,11,18,19,8,21,8,21,18,10,18,10,9,10,9,19,19,10,7,21,1.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,12,13,15,24,6,5,13,16,23,14,25,6,14,15,13,16,14,7,14,14,23,5,12,16,23,5,2,27,0,2,27,11,17,13,18,12,16,26,1,28,1,28,17,12,17,11,2,12,2,26,18,11,0,28,2.0
22,7,20,30,6,21,8,22,7,21,8,20,8,0,30,0,30,0,30,0,30,0,30,0,22,6,30,0,9,11,18,22,9,7,10,19,21,17,23,8,11,18,10,19,11,9,11,17,21,7,9,19,21,7,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,2.0
8,22,4,30,20,6,24,6,21,5,22,4,23,0,30,0,30,0,30,0,30,0,30,0,7,20,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,6.0
28,0,28,30,0,28,0,30,1,29,2,28,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,6,8,21,21,10,8,7,22,20,20,22,9,8,21,7,22,8,10,8,20,20,8,6,22,20,8,11,19,9,10,18,13,16,15,17,14,15,18,10,20,10,19,15,13,15,13,10,13,11,18,16,13,9,19,4.0
1,30,0,30,29,0,30,0,29,0,29,0,30,0,30,0,30,0,30,0,30,0,30,0,0,29,30,0,20,22,9,23,8,6,21,10,22,8,24,7,20,8,20,8,22,8,21,8,22,6,20,9,22,6,7,22,5,7,22,14,15,16,16,15,14,21,6,23,6,23,14,14,14,14,7,14,7,21,15,14,5,23,6.0
15,13,13,30,12,14,14,16,14,14,15,13,15,0,30,0,30,0,30,0,30,0,30,0,15,12,30,0,11,13,16,24,7,5,12,17,23,15,25,6,13,16,12,17,13,7,13,15,23,5,11,17,23,5,11,19,9,10,18,14,15,16,16,15,14,18,10,20,10,19,14,14,14,14,10,14,11,18,15,14,9,19,6.0
25,3,25,30,3,25,3,27,4,26,5,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,2,4,25,18,13,11,3,26,17,24,19,12,4,25,3,26,4,13,4,24,17,11,2,26,17,11,10,19,8,10,19,4,25,6,26,5,24,18,9,20,9,20,24,4,24,4,10,4,10,18,25,4,8,20,2.0
25,4,23,30,3,24,5,25,4,24,5,23,5,0,30,0,30,0,30,0,30,0,30,0,25,3,30,0,12,13,15,21,9,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,2.0
15,13,13,30,12,14,14,16,14,14,15,13,15,0,30,0,30,0,30,0,30,0,30,0,15,12,30,0,11,13,16,24,7,5,12,17,23,15,25,6,13,16,12,17,13,7,13,15,23,5,11,17,23,5,11,19,9,10,18,14,15,16,16,15,14,18,10,20,10,19,14,14,14,14,10,14,11,18,15,14,9,19,6.0
16,13,14,25,12,15,14,16,13,15,14,14,14,3,26,5,27,4,25,4,25,3,25,3,16,12,26,3,12,13,15,22,8,7,13,16,21,14,23,8,14,15,13,16,14,9,14,14,21,7,12,16,21,7,0,30,0,0,30,13,14,15,15,14,13,30,0,30,0,30,14,15,15,14,0,15,0,30,15,13,0,30,1.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,7,9,20,18,13,11,8,21,17,19,19,12,9,20,8,21,9,13,9,19,17,11,7,21,17,11,0,30,0,0,30,4,25,6,26,5,24,30,0,30,0,30,24,4,24,4,0,4,0,30,25,4,0,30,3.0
29,1,25,30,0,27,3,27,0,26,1,26,2,0,30,0,30,0,30,0,30,0,30,0,28,0,30,0,16,17,13,18,12,11,17,14,17,12,19,12,16,12,16,12,18,13,17,12,17,11,16,13,17,11,0,30,0,0,30,7,22,9,23,8,21,30,0,30,0,30,21,7,21,7,0,7,0,30,22,7,0,30,4.0
27,1,27,30,1,27,1,29,2,28,3,27,2,0,30,0,30,0,30,0,30,0,30,0,28,1,30,0,9,11,18,16,15,13,10,19,15,17,17,14,11,18,10,19,11,15,11,17,15,13,9,19,15,13,0,30,0,0,30,4,25,6,26,5,24,30,0,30,0,30,24,4,24,4,0,4,0,30,25,4,0,30,4.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,10,12,17,20,11,9,11,18,19,16,21,10,12,17,11,18,12,11,12,16,19,9,10,18,19,9,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,3.0
24,5,22,30,4,23,6,24,5,23,6,22,6,0,30,0,30,0,30,0,30,0,30,0,24,4,30,0,16,18,11,23,8,6,17,12,22,10,24,7,18,11,17,12,18,8,18,10,22,6,16,12,22,6,0,30,0,0,30,11,17,13,18,12,16,30,0,30,0,30,17,12,17,11,0,12,0,30,18,11,0,30,4.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,6,8,21,14,17,15,7,22,13,20,15,16,8,21,7,22,8,17,8,20,13,15,6,22,13,15,15,16,13,13,15,2,27,4,28,3,26,15,14,17,13,15,26,2,26,2,13,2,14,15,27,2,13,16,4.0
21,10,19,25,9,20,11,19,9,19,9,19,10,3,26,5,27,4,25,4,25,3,25,3,20,9,26,3,22,23,7,24,6,5,23,8,23,6,25,6,22,6,22,6,24,7,23,6,23,5,22,7,23,5,0,30,0,0,30,11,16,13,17,12,15,30,0,30,0,30,16,13,17,12,0,13,0,30,17,11,0,30,1.0
4,27,2,23,26,3,28,2,26,2,26,2,27,3,24,5,25,4,23,5,25,4,24,5,3,26,25,3,16,18,13,19,12,10,17,14,18,12,20,11,16,12,16,12,18,12,17,12,18,10,16,13,18,10,13,17,11,12,16,11,18,13,19,12,17,16,12,18,12,17,17,11,17,11,12,11,13,16,18,11,11,17,7.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,11,13,16,22,9,7,12,17,21,15,23,8,13,16,12,17,13,9,13,15,21,7,11,17,21,7,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,4.0
0,29,0,30,29,0,29,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,29,30,0,20,22,8,24,7,5,21,9,23,7,25,6,21,7,21,8,22,7,22,7,23,5,20,8,23,5,8,21,6,8,21,17,12,19,13,18,11,20,7,22,7,22,11,17,11,17,8,17,8,20,12,17,6,22,3.0
26,3,24,30,2,25,4,26,3,25,4,24,4,0,30,0,30,0,30,0,30,0,30,0,26,2,30,0,11,13,16,20,11,9,12,17,19,15,21,10,13,16,12,17,13,11,13,15,19,9,11,17,19,9,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,4.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,9,11,18,24,7,5,10,19,23,17,25,6,11,18,10,19,11,7,11,17,23,5,9,19,23,5,9,21,7,8,20,15,14,17,15,16,13,20,8,22,8,21,13,15,13,15,8,15,9,20,14,15,7,21,5.0
29,2,27,30,1,28,3,27,1,27,1,27,2,0,30,0,30,0,30,0,30,0,30,0,28,1,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,0,30,0,0,30,11,16,13,17,12,15,30,0,30,0,30,16,13,17,12,0,13,0,30,17,11,0,30,6.0
28,2,26,30,1,27,3,27,2,26,2,26,3,0,30,0,30,0,30,0,30,0,30,0,27,1,30,0,13,13,15,30,0,0,13,15,30,15,30,0,15,16,14,17,13,0,14,15,30,0,13,16,30,0,1,27,1,3,28,25,3,25,3,25,3,27,1,27,2,29,4,27,5,26,3,27,2,27,4,25,1,28,6.0
11,19,7,30,17,9,21,9,18,8,19,7,20,0,30,0,30,0,30,0,30,0,30,0,10,17,30,0,16,18,13,19,12,10,17,14,18,12,20,11,16,12,16,12,18,12,17,12,18,10,16,13,18,10,6,23,4,6,23,10,19,12,20,11,18,22,5,24,5,24,18,10,18,10,6,10,6,22,19,10,4,24,3.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,10,12,17,20,11,9,11,18,19,16,21,10,12,17,11,18,12,11,12,16,19,9,10,18,19,9,0,30,0,0,30,6,23,8,24,7,22,30,0,30,0,30,22,6,22,6,0,6,0,30,23,6,0,30,2.0
13,18,11,30,17,12,19,11,17,11,17,11,18,0,30,0,30,0,30,0,30,0,30,0,12,17,30,0,24,25,5,26,4,3,25,6,25,4,27,4,24,4,24,4,26,5,25,4,25,3,24,5,25,3,0,30,0,0,30,17,12,19,13,18,11,30,0,30,0,30,11,17,11,17,0,17,0,30,12,17,0,30,4.0
5,26,3,30,25,4,27,3,25,3,25,3,26,0,30,0,30,0,30,0,30,0,30,0,4,25,30,0,18,20,11,21,10,8,19,12,20,10,22,9,18,10,18,10,20,10,19,10,20,8,18,11,20,8,6,23,4,6,23,14,15,16,16,15,14,22,5,24,5,24,14,14,14,14,6,14,6,22,15,14,4,24,4.0
21,7,19,30,6,20,8,22,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,6,30,0,6,8,21,18,12,8,7,22,16,20,20,10,8,21,7,22,8,12,8,20,18,9,6,22,17,10,13,17,11,12,16,6,23,8,24,7,22,16,12,18,12,17,22,6,22,6,12,6,13,16,23,6,11,17,3.0
17,11,17,30,11,17,11,19,12,18,13,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,8,10,19,17,14,12,9,20,16,18,18,13,10,19,9,20,10,14,10,18,16,12,8,20,16,12,15,15,13,14,14,4,25,6,26,5,24,14,14,16,14,15,24,4,24,4,14,4,15,14,25,4,13,15,3.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,13,16,13,30,0,0,15,15,30,12,30,0,15,13,14,14,16,0,16,12,30,0,13,14,30,0,0,30,0,0,30,20,9,22,10,21,8,30,0,30,0,30,8,20,8,20,0,20,0,30,9,20,0,30,4.0
6,25,4,25,24,5,26,4,24,4,24,4,25,1,26,3,27,2,25,3,27,2,26,3,5,24,27,1,14,16,15,17,14,12,15,16,16,14,18,13,14,14,14,14,16,14,15,14,16,12,14,15,16,12,10,19,8,10,19,9,20,11,21,10,19,18,9,20,9,20,19,9,19,9,10,9,10,18,20,9,8,20,3.0
1,30,0,23,29,0,30,0,29,0,29,0,30,3,24,5,25,4,23,5,25,4,24,5,0,29,25,3,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,10,20,8,9,19,12,17,14,18,13,16,19,9,21,9,20,16,12,16,12,9,12,10,19,17,12,8,20,6.0
13,16,11,30,15,12,17,13,16,12,17,11,17,0,30,0,30,0,30,0,30,0,30,0,13,15,30,0,12,13,17,14,16,15,13,18,13,16,15,16,12,16,12,16,14,17,13,16,13,15,12,17,13,15,8,21,5,7,20,6,23,8,24,7,22,19,6,23,6,22,22,6,22,6,7,6,8,20,23,6,5,22,6.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,16,17,11,23,7,6,17,12,22,10,24,7,18,11,17,12,18,8,18,10,22,6,16,12,22,6,5,24,3,5,24,14,15,16,16,15,14,23,4,25,4,25,14,14,14,14,5,14,5,23,15,14,3,25,7.0
5,26,3,17,25,4,27,3,25,3,25,3,26,6,19,10,22,7,19,9,20,6,18,8,4,25,21,7,20,22,7,30,0,0,21,8,30,6,30,0,22,7,21,8,22,0,22,6,30,0,20,8,30,0,8,20,8,10,21,18,10,18,10,18,10,20,8,20,9,22,11,20,12,19,10,20,9,20,11,18,8,21,5.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,13,15,14,21,10,8,14,15,20,13,22,9,15,14,14,15,15,10,15,13,20,8,13,15,20,8,0,30,0,0,30,8,20,10,21,9,19,30,0,30,0,30,20,9,20,8,0,9,0,30,21,8,0,30,4.0
12,18,8,30,16,10,20,10,17,9,18,8,19,0,30,0,30,0,30,0,30,0,30,0,11,16,30,0,15,18,11,28,2,1,17,13,27,9,29,2,17,10,16,11,19,3,18,9,27,1,15,12,27,1,0,30,0,0,30,20,9,22,10,21,8,30,0,30,0,30,8,20,8,20,0,20,0,30,9,20,0,30,4.0
5,23,5,14,23,5,23,7,24,6,25,5,24,14,14,14,14,14,14,15,16,15,15,16,6,23,15,14,6,7,21,13,15,14,7,22,12,20,14,15,8,21,7,22,8,16,8,20,14,15,6,22,13,16,26,5,24,24,4,1,28,3,29,2,27,4,25,6,24,4,27,1,27,1,24,1,25,4,28,1,24,5,1.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,9,13,17,21,10,8,11,19,20,15,22,9,11,16,10,17,13,10,12,15,20,8,9,18,20,8,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,6.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,13,14,16,15,15,14,14,17,14,15,16,15,13,15,13,15,15,16,14,15,14,14,13,16,14,14,7,24,5,5,23,2,27,4,28,3,26,23,6,25,5,23,26,2,26,2,5,2,6,23,27,2,5,24,3.0
23,8,21,30,7,22,9,21,7,21,7,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,21,23,8,24,7,5,22,9,23,7,25,6,21,7,21,7,23,7,22,7,23,5,21,8,23,5,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,5.0
19,9,19,30,9,19,9,21,10,20,11,19,10,0,30,0,30,0,30,0,30,0,30,0,20,9,30,0,7,8,20,14,16,15,8,21,13,19,15,16,9,20,8,21,9,17,9,19,13,15,7,21,13,15,1,29,0,0,28,0,29,2,30,1,28,28,0,30,0,29,28,0,28,0,0,0,1,29,29,0,0,29,7.0
13,18,11,30,17,12,19,11,17,11,17,11,18,0,30,0,30,0,30,0,30,0,30,0,12,17,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,7,22,5,7,22,14,15,16,16,15,14,21,6,23,6,23,14,14,14,14,7,14,7,21,15,14,5,23,2.0
20,11,18,25,10,19,12,18,10,18,10,18,11,1,26,3,27,2,25,3,27,2,26,3,19,10,27,1,15,18,12,29,2,0,16,13,28,10,30,1,17,11,16,12,18,2,17,10,28,0,15,13,28,0,0,30,0,0,30,21,7,23,8,22,6,30,0,30,0,30,7,22,7,21,0,22,0,30,8,21,0,30,1.0
8,23,6,30,22,7,24,6,22,6,22,6,23,0,30,0,30,0,30,0,30,0,30,0,7,22,30,0,17,18,12,19,11,10,18,13,18,11,20,11,17,11,17,11,19,12,18,11,18,10,17,12,18,10,7,22,5,7,22,12,17,14,18,13,16,21,6,23,6,23,16,12,16,12,7,12,7,21,17,12,5,23,4.0
10,21,8,30,20,9,22,8,20,8,20,8,21,0,30,0,30,0,30,0,30,0,30,0,9,20,30,0,16,18,13,19,12,10,17,14,18,12,20,11,16,12,16,12,18,12,17,12,18,10,16,13,18,10,8,21,6,8,21,11,18,13,19,12,17,20,7,22,7,22,17,11,17,11,8,11,8,20,18,11,6,22,4.0
17,12,15,26,11,16,13,17,12,16,13,15,13,2,26,2,26,2,26,3,28,3,27,4,17,11,27,2,12,13,15,17,11,10,13,16,16,14,18,11,14,15,13,16,14,12,14,14,18,11,12,16,17,12,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,2.0
16,13,14,30,12,15,14,16,13,15,14,14,14,0,30,0,30,0,30,0,30,0,30,0,16,12,30,0,17,18,10,23,7,6,18,11,22,9,24,7,19,10,18,11,19,8,19,9,22,6,17,11,22,6,0,30,0,0,30,18,10,20,11,19,9,30,0,30,0,30,10,19,10,18,0,19,0,30,11,18,0,30,5.0
20,8,20,30,8,20,8,22,9,21,10,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,11,13,16,21,10,8,12,17,20,15,22,9,13,16,12,17,13,10,13,15,20,8,11,17,20,8,10,19,8,10,19,12,17,14,18,13,16,18,9,20,9,20,16,12,16,12,10,12,10,18,17,12,8,20,6.0
12,16,10,30,15,11,17,13,17,11,18,10,18,0,30,0,30,0,30,0,30,0,30,0,12,15,30,0,15,16,12,25,5,4,16,13,24,11,26,5,17,12,16,13,17,6,17,11,24,4,15,13,24,4,8,22,6,7,21,16,13,18,14,17,12,21,7,23,7,22,12,16,12,16,7,16,8,21,13,16,6,22,5.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,8,17,12,19,10,16,30,0,30,0,30,17,11,18,9,0,11,0,30,19,9,0,30,5.0
13,18,11,24,17,12,19,11,17,11,17,11,18,0,26,3,28,1,25,3,27,1,25,2,12,17,27,0,13,15,14,30,0,0,14,15,30,13,30,0,15,14,14,15,15,0,15,13,30,0,13,15,30,0,1,27,1,2,28,26,2,26,2,26,2,27,1,27,2,29,3,27,4,27,3,28,2,27,3,26,1,28,2.0
25,4,23,30,3,24,5,25,4,24,5,23,5,0,30,0,30,0,30,0,30,0,30,0,25,3,30,0,11,12,16,22,8,7,12,17,21,15,23,8,13,16,12,17,13,9,13,15,21,7,11,17,21,7,0,30,0,0,30,10,17,12,18,11,16,30,0,30,0,30,17,12,18,11,0,12,0,30,18,10,0,30,6.0
24,7,22,27,6,23,8,22,6,22,6,22,7,0,28,2,29,1,27,2,28,1,27,1,23,6,28,0,20,21,9,22,8,7,21,10,21,8,23,8,20,8,20,8,22,9,21,8,21,7,20,9,21,7,0,30,0,0,30,18,9,20,10,19,8,30,0,30,0,30,9,20,10,19,0,20,0,30,10,18,0,30,1.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,12,13,15,21,9,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,0,30,0,0,30,11,17,13,18,12,16,30,0,30,0,30,17,12,17,11,0,12,0,30,18,11,0,30,5.0
10,21,8,30,20,9,22,8,20,8,20,8,21,0,30,0,30,0,30,0,30,0,30,0,9,20,30,0,14,16,15,17,14,12,15,16,16,14,18,13,14,14,14,14,16,14,15,14,16,12,14,15,16,12,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,5.0
18,10,18,30,10,18,10,20,11,19,12,18,11,0,30,0,30,0,30,0,30,0,30,0,19,10,30,0,6,8,21,14,17,15,7,22,13,20,15,16,8,21,7,22,8,17,8,20,13,15,6,22,13,15,13,16,9,12,15,4,25,6,26,5,24,14,11,18,11,17,24,4,24,4,12,4,13,14,25,4,9,17,7.0
9,22,7,26,21,8,23,7,21,7,21,7,22,0,27,2,28,1,26,2,28,1,27,2,8,21,28,0,15,17,12,30,0,0,16,13,30,11,30,0,17,12,16,13,17,0,17,11,30,0,15,13,30,0,0,30,0,0,30,21,6,23,7,22,5,30,0,30,0,30,6,23,7,22,0,23,0,30,7,21,0,30,4.0
13,15,13,30,15,13,15,15,16,14,17,13,16,0,30,0,30,0,30,0,30,0,30,0,14,15,30,0,13,15,14,21,10,8,14,15,20,13,22,9,15,14,14,15,15,10,15,13,20,8,13,15,20,8,11,18,9,11,18,11,18,13,19,12,17,17,10,19,10,19,17,11,17,11,11,11,11,17,18,11,9,19,5.0
0,30,0,21,30,0,30,0,30,0,30,0,30,7,22,9,23,8,21,8,21,7,21,7,0,30,22,7,9,9,19,30,0,0,9,19,30,19,30,0,11,20,10,21,9,0,10,19,30,0,9,20,30,0,9,19,9,10,20,18,10,18,10,18,10,19,9,19,10,21,11,19,12,19,11,20,10,19,11,18,9,20,5.0
1,29,0,25,28,0,29,1,29,0,29,0,30,1,26,3,27,2,25,3,27,2,26,3,0,28,27,1,20,22,9,23,8,6,21,10,22,8,24,7,20,8,20,8,22,8,21,8,22,6,20,9,22,6,8,22,6,7,21,14,15,16,16,15,14,21,7,23,7,22,14,14,14,14,7,14,8,21,15,14,6,22,7.0
11,18,9,30,17,10,19,11,18,10,19,9,19,0,30,0,30,0,30,0,30,0,30,0,11,17,30,0,16,17,11,22,8,7,17,12,21,10,23,8,18,11,17,12,18,9,18,10,21,7,16,12,21,7,0,30,0,0,30,5,23,7,24,6,22,30,0,30,0,30,23,6,23,5,0,6,0,30,24,5,0,30,3.0
14,14,14,30,14,14,14,16,15,15,16,14,15,0,30,0,30,0,30,0,30,0,30,0,15,14,30,0,10,12,17,22,9,7,11,18,21,16,23,8,12,17,11,18,12,9,12,16,21,7,10,18,21,7,12,18,10,11,17,13,16,15,17,14,15,17,11,19,11,18,15,13,15,13,11,13,12,17,16,13,10,18,4.0
12,19,10,23,18,11,20,10,18,10,18,10,19,1,24,4,26,2,24,4,26,2,24,4,11,18,26,2,19,21,8,30,0,0,20,9,30,7,30,0,21,8,20,9,21,0,21,7,30,0,19,9,30,0,3,25,3,4,26,24,4,24,4,24,4,25,3,25,4,27,5,25,6,25,5,26,4,25,5,24,3,26,2.0
4,27,2,22,26,3,28,2,26,2,26,2,27,4,23,6,24,5,22,6,24,5,23,6,3,26,24,4,21,23,8,24,7,5,22,9,23,7,25,6,21,7,21,7,23,7,22,7,23,5,21,8,23,5,8,22,6,7,21,15,14,17,15,16,13,21,7,23,7,22,13,15,13,15,7,15,8,21,14,15,6,22,5.0
