@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atLkk numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdh numeric
@attribute o2atLdh numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMfd numeric
@attribute o2atLfd numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atLkk numeric
@attribute o3atMjj numeric
@attribute o3atLjj numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMkj numeric
@attribute o3atLkj numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMgi numeric
@attribute o3atLgi numeric
@attribute o3atMik numeric
@attribute o3atLik numeric
@attribute o3atMdg numeric
@attribute o3atLdg numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMij numeric
@attribute o3atLij numeric
@attribute o3atMjk numeric
@attribute o3atLjk numeric
@attribute o3atMdf numeric
@attribute o3atLdf numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMhj numeric
@attribute o3atLhj numeric
@attribute o3atMdh numeric
@attribute o3atLdh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute o3atMfi numeric
@attribute o3atLfi numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMfh numeric
@attribute o3atLfh numeric
@attribute o3atMcf numeric
@attribute o3atLcf numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMgj numeric
@attribute o3atLgj numeric
@attribute o3atMcg numeric
@attribute o3atLcg numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMei numeric
@attribute o3atLei numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,0,31,0,31,0,31,6,22,25,4,31,31,0,31,0,31,0,31,0,31,0,23,7,5,26,5,26,24,8,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,0,31,23,8,7,0,31,5,26,9,22,21,10,22,10,23,9,24,8,20,11,4,31,22,9,5,22,21,9,5,26,0,31,23,7,22,8,0,0,31,20,12,20,11,21,10,19,21,8,25,9,22,20,11,22,8,23,8,9,11,0,31,20,11,19,11,20,10,20,10,20,10,22,9,0,26,9,11,9,12,21,11,21,10,21,9,21,10,20,10,5,12,21,9,9,11,0,31,8,22,11,5,31,11,24,14,18,0,31,6,25,12,19,14,16,23,9,20,12,18,14,17,15,16,16,15,17,12,19,6,25,0,31,17,14,16,15,15,16,15,15,16,14,19,13,0,25,16,13,19,8,12,15,0,31,19,11,22,8,12,16,0,0,31,14,15,0,31,17,11,12,14,17,13,6,19,14,14,15,13,15,16,15,14,6,16,17,8,12,17,16,11,6,15,0,31,17,14,14,13,6,19,16,15,4
31,5,31,0,22,23,5,31,0,31,0,31,24,7,31,0,31,0,24,7,7,25,0,31,0,31,0,31,0,31,0,31,6,24,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,24,0,6,7,24,0,12,23,25,6,5,13,18,17,14,22,9,23,8,24,7,25,7,26,6,23,8,16,17,24,7,17,9,24,7,17,14,13,18,25,5,24,6,6,7,24,22,8,23,8,24,8,22,8,22,13,22,8,23,8,24,6,25,6,23,9,7,24,22,8,22,8,23,8,22,8,23,8,24,7,13,14,23,8,22,9,23,8,23,7,23,7,23,8,23,7,17,9,23,7,22,8,7,18,8,22,13,0,31,7,31,11,22,0,31,0,31,8,23,12,19,23,9,18,14,16,16,15,17,14,18,12,19,8,23,0,31,0,31,15,16,14,17,13,18,13,17,14,16,17,15,0,31,14,15,17,8,8,17,0,31,17,13,22,8,8,19,0,0,31,12,17,0,31,15,13,8,16,15,15,0,23,12,16,13,15,12,18,13,16,0,19,15,8,8,19,14,13,0,17,0,31,15,16,12,15,0,23,14,17,6
31,0,31,0,31,9,21,21,8,31,0,31,31,0,31,0,31,0,31,0,21,9,9,22,0,31,0,31,9,22,0,31,22,10,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,22,0,31,0,7,28,25,6,5,8,23,10,20,14,16,24,7,24,7,25,6,26,6,23,8,10,22,24,6,11,17,24,7,11,20,8,23,25,5,24,6,1,2,29,23,8,23,7,24,7,23,16,13,19,14,17,24,8,25,6,25,6,14,8,2,29,23,7,23,7,23,7,23,7,24,7,25,7,8,20,14,8,14,8,24,7,24,7,24,6,24,7,23,7,11,8,24,7,14,7,2,23,9,21,13,9,31,10,20,13,19,0,31,9,21,11,19,13,17,22,10,18,14,17,15,16,16,15,17,14,18,11,20,10,21,0,31,16,15,15,16,14,17,14,16,15,15,17,14,0,21,15,14,17,9,11,16,0,31,17,13,21,9,11,17,0,0,31,13,16,0,31,16,13,11,15,16,14,10,20,13,15,14,14,14,17,14,15,10,17,16,9,11,18,15,13,10,16,0,31,16,15,13,14,10,20,15,16,6
31,0,31,0,31,3,27,8,22,19,9,31,31,0,31,0,31,0,31,0,27,3,22,8,10,20,11,21,23,9,0,31,28,4,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,28,0,31,0,0,31,20,11,10,0,31,1,30,6,25,18,13,19,12,20,12,21,11,8,19,0,31,19,12,1,25,19,12,1,30,0,31,20,10,19,11,0,0,31,7,23,13,18,19,13,7,24,5,29,6,25,8,13,19,11,20,11,6,19,0,31,11,22,8,23,18,17,12,18,8,13,19,12,0,30,6,13,6,23,13,13,18,12,18,12,13,13,18,12,1,23,13,12,6,23,0,31,0,30,2,3,31,11,26,19,18,0,31,4,27,12,19,20,11,31,1,29,3,27,5,26,6,24,8,20,11,12,19,4,27,0,31,26,5,25,7,23,10,23,7,25,5,28,4,0,27,25,4,28,0,12,7,0,31,28,2,30,0,12,11,0,0,31,20,7,0,31,26,2,12,5,26,4,4,19,20,5,23,4,20,8,23,5,4,11,26,0,12,11,25,2,4,7,0,31,26,5,20,4,4,19,24,6,2
31,1,31,0,29,3,27,13,16,31,0,31,29,1,31,0,31,0,30,2,28,4,17,14,0,31,0,31,17,14,0,31,27,3,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,27,1,30,0,8,26,23,8,7,9,22,11,19,21,10,22,9,22,9,23,8,24,8,21,10,11,21,22,8,12,11,22,9,12,19,9,22,23,7,22,8,3,4,27,21,10,21,9,22,9,21,10,20,18,20,10,22,10,23,8,23,8,21,10,4,27,21,9,21,9,21,9,21,9,22,9,23,9,9,19,21,10,21,10,22,9,22,9,22,8,22,9,21,9,12,10,22,9,20,9,4,22,1,29,3,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,2,28,4,21,11,15,16,6,25,0,31,0,31,0,31,0,31,19,15,14,24,5,31,6,25,15,16,27,9,0,31,15,10,27,1,0,25,0,31,27,3,29,1,0,31,0,0,31,0,25,0,31,20,3,0,16,20,10,0,31,0,16,6,10,0,25,6,16,0,31,20,1,0,31,15,3,0,25,0,31,15,11,0,10,0,31,6,16,2
31,0,31,0,31,9,21,21,8,31,0,31,31,0,31,0,31,0,31,0,21,9,9,22,0,31,0,31,9,22,0,31,22,10,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,22,0,31,0,7,28,25,6,5,8,23,10,20,14,16,24,7,24,7,25,6,26,6,23,8,10,22,24,6,11,17,24,7,11,20,8,23,25,5,24,6,1,2,29,23,8,23,7,24,7,23,16,13,19,14,17,24,8,25,6,25,6,14,8,2,29,23,7,23,7,23,7,23,7,24,7,25,7,8,20,14,8,14,8,24,7,24,7,24,6,24,7,23,7,11,8,24,7,14,7,2,23,9,21,13,9,31,10,20,13,19,0,31,9,21,11,19,13,17,22,10,18,14,17,15,16,16,15,17,14,18,11,20,10,21,0,31,16,15,15,16,14,17,14,16,15,15,17,14,0,21,15,14,17,9,11,16,0,31,17,13,21,9,11,17,0,0,31,13,16,0,31,16,13,11,15,16,14,10,20,13,15,14,14,14,17,14,15,10,17,16,9,11,18,15,13,10,16,0,31,16,15,13,14,10,20,15,16,6
24,7,25,6,23,11,18,19,10,31,0,31,23,7,24,6,25,7,24,8,19,12,11,20,0,31,0,31,11,20,0,31,19,12,25,5,26,6,31,3,27,5,28,4,0,0,31,27,3,24,5,31,0,31,0,31,0,0,31,0,31,0,23,6,19,7,24,7,9,22,23,8,6,10,20,12,18,14,15,22,8,22,8,23,8,24,7,22,9,12,20,22,8,12,16,23,8,13,18,10,21,24,7,22,8,7,7,23,22,9,22,9,22,8,21,15,14,17,15,16,22,9,23,7,23,7,15,9,8,23,22,9,21,9,22,8,22,8,22,9,23,8,10,18,15,9,15,9,22,9,22,8,22,8,22,9,22,8,13,10,23,9,15,9,8,21,0,31,5,0,31,0,31,6,31,0,31,0,31,0,31,7,24,31,0,25,7,19,12,15,16,11,20,7,24,0,31,0,31,0,31,18,15,14,19,10,23,11,20,15,16,23,11,0,31,15,12,24,0,0,20,0,31,24,6,31,0,0,24,0,0,31,7,20,0,31,19,6,0,16,19,12,0,31,7,16,11,12,7,20,11,16,0,24,19,0,0,24,15,6,0,20,0,31,15,12,7,12,0,31,11,16,1
31,0,31,0,31,0,31,5,24,31,0,31,31,0,31,0,31,0,31,0,31,0,25,6,0,31,0,31,25,6,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,4,31,19,11,11,5,26,8,23,11,20,18,13,19,12,19,12,20,11,18,13,7,25,19,12,8,20,19,12,8,23,5,26,19,11,19,11,0,0,31,17,13,18,13,19,13,17,18,10,22,11,19,18,13,19,12,20,12,12,14,0,31,17,13,17,13,18,13,17,13,18,13,19,12,5,23,12,13,11,14,18,13,18,12,18,12,18,13,18,12,8,14,18,12,11,13,0,26,0,31,1,0,31,0,31,7,31,0,31,0,31,0,31,8,22,31,0,30,2,28,4,25,7,17,15,9,23,0,31,0,31,0,31,27,6,24,13,15,21,16,14,24,6,29,3,0,31,24,3,29,0,0,14,0,31,29,1,31,0,0,22,0,0,31,8,14,0,31,27,1,0,6,27,3,0,31,8,6,16,3,9,15,16,6,0,22,27,0,0,23,24,1,0,14,0,31,25,4,8,3,0,31,17,7,3
31,0,31,0,31,0,31,13,16,31,0,31,31,0,31,0,31,0,31,0,31,0,17,14,0,31,0,31,17,14,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,7,29,20,11,10,7,23,13,17,18,14,19,12,19,12,20,11,21,11,18,13,12,22,19,11,13,14,19,12,13,18,8,23,20,10,19,11,0,1,30,18,13,18,12,19,12,18,13,17,17,17,13,19,13,20,11,20,11,18,13,1,30,18,12,18,12,18,12,18,12,19,12,20,12,8,18,18,13,18,13,19,12,19,12,19,11,19,12,18,12,13,13,19,12,17,12,1,23,3,27,6,0,31,0,31,5,31,0,31,0,31,0,31,6,25,28,4,25,7,23,9,22,10,14,17,6,25,0,31,0,31,0,31,22,9,21,16,13,24,14,17,21,9,24,8,0,31,21,8,24,3,0,17,0,31,24,6,27,3,0,25,0,0,31,6,17,0,31,22,6,0,9,22,8,0,31,6,9,14,8,6,17,14,9,0,25,22,3,0,25,21,6,0,17,0,31,22,9,6,8,0,31,14,10,4
31,0,31,0,31,1,29,10,20,17,13,31,31,0,31,0,31,0,31,0,29,1,20,10,13,17,14,18,21,11,0,31,30,2,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,30,0,31,0,3,31,17,13,12,4,27,9,22,12,18,16,14,17,14,17,14,18,12,16,15,8,26,17,14,9,18,17,14,9,22,4,27,18,13,17,13,0,0,31,16,15,16,15,17,14,15,17,12,21,13,18,16,15,17,13,18,13,13,15,0,31,16,15,15,15,16,14,16,14,16,15,17,14,4,22,13,15,13,16,16,15,16,14,16,14,17,15,16,14,9,16,17,14,13,15,0,27,0,31,1,0,31,0,31,0,31,0,31,0,31,0,31,1,30,31,0,30,2,28,4,26,6,16,16,1,30,0,31,0,31,0,31,27,5,25,14,14,29,15,15,25,5,29,3,0,31,25,3,29,0,0,15,0,31,29,1,31,0,0,30,0,0,31,1,15,0,31,27,1,0,5,27,3,0,31,1,5,15,3,1,16,15,5,0,30,27,0,0,30,25,1,0,15,0,31,26,4,1,3,0,31,16,6,4
31,0,31,0,31,5,25,13,16,22,7,31,31,0,31,0,31,0,31,0,25,5,17,14,8,23,8,23,17,14,0,31,26,6,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,26,0,31,0,6,31,21,9,9,7,24,9,21,12,18,20,11,21,10,21,10,22,9,17,12,9,23,21,10,10,19,21,10,10,21,7,24,21,9,21,9,0,0,31,16,14,20,11,21,11,16,18,11,20,12,19,17,11,21,10,22,10,12,12,0,31,19,13,17,14,20,11,19,11,17,11,21,10,7,21,12,11,12,14,20,11,20,10,20,10,20,11,20,10,10,14,20,10,12,14,0,24,3,27,6,0,31,0,31,7,31,0,31,0,31,0,31,9,22,28,4,25,7,23,9,21,11,20,12,9,22,0,31,0,31,0,31,22,10,20,11,19,20,19,11,20,10,24,8,0,31,20,8,24,3,0,11,0,31,24,6,27,3,0,22,0,0,31,9,11,0,31,22,6,0,10,22,8,0,31,9,10,19,8,9,12,19,10,0,22,22,3,0,22,20,6,0,11,0,31,21,9,9,8,0,31,20,11,3
31,1,31,0,29,3,27,17,12,31,0,31,29,1,31,0,31,0,30,2,28,4,13,18,0,31,0,31,13,18,0,31,27,3,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,27,1,30,0,8,29,24,6,6,9,22,14,17,22,9,23,8,24,7,24,7,25,6,23,8,13,21,24,7,14,9,24,7,14,17,9,22,24,6,24,6,0,1,30,22,8,23,8,24,8,22,8,22,16,22,8,23,8,24,7,25,7,23,9,1,30,22,8,22,8,23,8,22,8,23,8,24,7,9,17,23,8,22,9,23,8,23,7,23,7,23,8,23,7,14,9,23,7,22,8,1,22,6,24,10,0,31,0,31,6,31,0,31,0,31,0,31,7,24,25,7,21,11,19,13,17,14,13,18,7,24,0,31,0,31,0,31,18,13,16,17,12,23,13,18,17,14,20,12,0,31,17,12,20,6,0,18,0,31,20,10,24,6,0,24,0,0,31,7,18,0,31,18,10,0,14,18,12,0,31,7,14,13,12,7,18,13,14,0,24,18,6,0,24,17,10,0,18,0,31,17,13,7,12,0,31,13,14,4
31,0,31,0,31,4,26,13,16,31,0,31,31,0,31,0,31,0,31,0,26,4,17,14,0,31,0,31,17,14,0,31,27,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,27,0,31,0,1,31,17,15,12,2,29,6,25,8,22,15,16,15,16,16,15,18,13,14,17,5,28,15,15,6,22,15,16,6,25,2,29,18,13,15,15,0,0,31,14,17,14,17,15,16,13,21,8,24,9,22,14,17,16,13,16,13,9,17,0,31,14,17,13,17,14,16,14,16,14,16,16,16,2,25,9,17,9,18,15,17,15,16,15,15,15,16,14,16,6,18,15,16,9,17,0,29,0,31,0,1,31,15,28,20,15,0,31,2,29,15,15,20,10,31,0,31,1,29,3,27,5,25,7,21,11,16,16,2,29,0,31,28,4,26,6,24,10,24,6,26,4,30,2,0,29,26,2,30,0,15,6,0,31,30,0,31,0,15,10,0,0,31,20,6,0,31,28,0,15,4,28,2,2,15,20,4,24,2,21,7,24,4,2,10,28,0,16,11,26,0,2,6,0,31,27,3,20,2,2,16,25,5,4
24,7,26,6,23,9,21,13,16,31,0,31,23,7,24,6,25,7,24,8,22,10,17,14,0,31,0,31,17,14,0,31,21,9,26,4,27,5,31,2,28,4,29,3,0,0,31,28,2,24,4,31,0,31,0,31,0,0,31,0,31,0,23,6,21,7,24,7,9,24,25,5,5,10,21,16,14,24,7,25,6,25,6,25,5,26,5,24,7,16,20,25,5,17,8,25,6,17,14,10,21,25,5,25,5,5,6,25,24,7,24,6,25,6,24,7,23,13,23,7,25,7,26,6,26,5,24,7,6,25,24,6,24,6,24,6,24,6,25,6,25,6,10,14,24,7,24,7,25,6,25,6,25,5,25,6,24,6,17,7,25,6,23,6,6,21,3,27,5,0,31,0,31,0,31,0,31,0,31,0,31,0,31,28,4,26,6,22,9,15,16,7,24,0,31,0,31,0,31,0,31,21,15,14,23,6,31,7,24,15,16,25,8,0,31,15,9,25,3,0,24,0,31,25,5,27,3,0,31,0,0,31,0,24,0,31,22,5,0,16,22,9,0,31,0,16,7,9,0,24,7,16,0,31,22,3,0,31,15,5,0,24,0,31,15,9,0,9,0,31,7,16,1
18,16,22,11,11,26,4,31,0,31,0,31,13,18,19,12,19,12,13,18,5,27,0,31,0,31,0,31,0,31,0,31,4,26,23,8,23,8,31,0,31,7,31,0,0,0,31,31,0,19,8,31,0,31,0,31,0,0,31,0,31,0,13,12,4,18,13,12,13,21,20,10,10,14,17,18,14,18,13,19,12,20,11,20,11,21,10,19,12,17,16,20,11,18,13,20,11,17,13,14,17,20,10,20,10,8,9,22,18,12,19,12,20,12,18,12,18,13,18,12,19,12,20,11,21,11,19,13,9,22,18,12,18,12,19,12,18,12,19,12,20,11,14,14,19,12,18,13,19,12,19,11,19,11,19,12,19,11,18,13,19,11,18,12,9,17,3,27,10,6,31,12,23,15,17,0,31,7,24,13,18,15,15,28,4,21,11,19,13,18,14,17,15,16,16,13,18,7,24,0,31,18,13,17,14,16,15,16,14,17,13,20,12,0,24,17,12,20,3,13,14,0,31,20,10,27,3,13,15,0,0,31,15,14,0,31,18,10,13,13,18,12,7,18,15,13,16,12,16,15,16,13,7,15,18,3,13,16,17,10,7,14,0,31,18,13,15,12,7,18,17,14,7
31,0,31,0,28,7,22,15,14,22,7,31,30,2,31,0,31,0,29,1,23,8,15,16,8,23,8,23,15,16,0,31,23,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,30,0,23,2,29,0,7,27,23,8,7,8,23,10,20,14,16,22,9,22,8,23,8,24,8,17,10,10,22,22,8,11,17,23,9,11,20,8,23,23,7,22,8,2,3,28,16,14,22,9,22,9,16,16,13,19,14,17,17,9,23,8,23,8,14,10,3,28,21,13,17,14,22,9,21,9,17,9,23,8,8,20,14,9,14,14,22,9,22,8,22,8,22,9,22,8,11,14,22,9,14,14,3,23,5,25,8,0,31,0,31,8,31,0,31,0,31,0,31,9,22,26,6,23,9,21,11,20,12,17,14,9,22,0,31,0,31,0,31,20,11,19,13,16,21,17,14,19,11,22,10,0,31,19,10,22,5,0,14,0,31,22,8,25,5,0,22,0,0,31,9,14,0,31,20,8,0,11,20,10,0,31,9,11,17,10,9,14,17,11,0,22,20,5,0,22,19,8,0,14,0,31,20,11,9,10,0,31,17,12,4
29,12,31,0,15,30,0,31,0,31,0,31,17,14,30,1,30,1,17,14,0,30,0,31,0,31,0,31,0,31,0,31,1,31,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,30,0,31,0,31,0,31,0,0,31,0,31,0,17,1,1,14,17,1,13,22,26,5,4,13,17,19,11,22,9,24,7,25,7,26,6,27,5,23,8,18,16,25,6,19,9,24,6,19,12,14,17,26,4,25,5,7,8,23,23,8,23,8,24,7,22,8,22,11,22,8,23,8,25,5,26,5,23,8,8,23,23,8,22,8,23,7,23,7,23,7,25,6,14,12,23,8,23,9,24,8,24,7,24,6,24,7,23,7,19,9,24,6,22,8,8,17,12,18,15,5,31,7,24,9,22,0,31,6,25,8,23,10,21,19,13,16,16,14,18,13,19,12,20,10,21,8,23,6,25,0,31,13,18,12,19,11,20,11,19,12,18,15,17,0,25,12,17,15,12,8,19,0,31,15,15,18,12,8,21,0,0,31,10,19,0,31,13,15,8,18,13,17,6,23,10,18,11,17,10,20,11,18,6,21,13,12,8,21,12,15,6,19,0,31,13,18,10,17,6,23,12,19,3
31,0,31,0,31,2,27,11,18,28,1,31,31,0,31,0,31,0,31,0,28,3,19,12,2,29,2,29,19,12,0,31,28,3,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,28,0,31,0,6,31,21,9,9,7,24,11,20,15,15,20,11,21,10,21,10,22,9,20,11,10,23,21,10,11,15,21,10,11,20,7,24,21,9,21,9,0,0,31,19,11,20,11,21,11,19,14,15,19,16,15,20,11,21,10,22,10,16,12,0,31,19,11,19,11,20,11,19,11,20,11,21,10,7,20,16,11,15,12,20,11,20,10,20,10,20,11,20,10,11,12,20,10,16,11,0,24,4,26,7,0,31,0,31,7,31,0,31,0,31,0,31,8,23,27,5,24,8,22,10,21,11,15,16,8,23,0,31,0,31,0,31,21,10,20,15,14,22,15,16,20,10,23,9,0,31,20,9,23,4,0,16,0,31,23,7,26,4,0,23,0,0,31,8,16,0,31,21,7,0,10,21,9,0,31,8,10,15,9,8,16,15,10,0,23,21,4,0,23,20,7,0,16,0,31,21,10,8,9,0,31,15,11,4
