@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLee numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute destClass {2,1}

@data
77,39,51,74,13,18,79,53,41,14,81,19,75,80,15,14,76,14,75,53,41,79,15,13,19,75,14,80,54,15,14,42,15,16,19,41,19,41,53,15,20,15,2.0
75,39,55,72,11,20,81,56,40,13,83,22,74,77,19,13,74,12,73,55,39,76,18,17,21,73,12,82,56,19,13,40,13,19,21,39,22,40,55,18,22,19,2.0
74,34,58,75,13,17,79,60,35,14,81,18,76,76,20,14,77,14,76,59,35,75,19,18,18,76,14,80,60,20,15,36,15,20,18,35,19,35,59,19,19,20,1.0
74,35,55,74,13,18,79,57,38,15,81,20,76,76,19,15,76,14,75,57,37,75,19,18,19,75,14,80,58,20,15,38,15,20,19,37,20,38,57,19,20,20,1.0
76,35,55,74,13,18,79,57,38,15,81,20,76,78,17,15,76,14,75,57,37,77,17,16,19,74,13,80,58,18,15,38,15,18,19,37,20,38,57,17,20,18,1.0
76,37,57,76,11,16,81,58,38,13,83,18,78,78,18,13,78,12,77,57,37,77,17,16,17,77,12,82,58,18,13,38,13,18,17,37,18,38,57,17,18,18,2.0
80,40,50,76,12,16,80,52,42,14,82,17,78,82,13,14,78,13,77,52,42,81,13,12,17,77,13,81,53,14,14,43,14,14,17,42,18,43,52,13,18,14,2.0
78,33,57,75,12,17,80,59,36,14,82,19,77,80,15,14,77,13,76,59,35,79,15,14,18,76,13,81,60,16,14,36,14,16,18,35,19,36,59,15,19,16,2.0
78,37,53,74,13,18,79,55,40,15,81,20,76,80,15,15,76,14,75,55,39,79,15,14,19,75,14,80,56,16,15,40,15,16,19,39,20,40,55,15,20,16,1.0
78,35,55,75,14,17,78,57,38,16,80,19,77,80,15,16,77,15,76,57,37,79,15,14,18,75,14,79,58,16,16,38,16,16,18,37,19,38,57,15,19,16,1.0
79,39,51,70,12,20,80,53,42,13,82,23,72,81,14,14,73,13,72,53,41,80,14,13,22,72,13,81,54,15,14,42,14,15,22,41,23,42,53,14,23,15,2.0
78,39,51,73,13,17,79,53,42,14,81,20,75,80,15,15,76,14,75,53,41,79,15,14,19,74,13,80,54,16,15,42,15,16,19,41,20,42,53,15,20,16,2.0
76,41,53,75,12,17,80,54,42,14,82,19,77,78,18,14,77,13,76,53,41,77,17,16,18,76,13,81,54,18,14,42,14,18,18,41,19,42,53,17,19,18,2.0
78,38,50,74,13,18,79,53,42,15,81,20,76,80,15,15,76,14,75,53,41,79,15,14,19,75,14,80,54,16,15,42,15,16,19,41,20,42,53,15,20,16,1.0
75,34,58,72,14,18,78,60,36,16,80,21,75,77,19,16,75,15,74,59,35,76,18,17,20,74,15,79,60,19,16,36,16,19,20,35,21,36,59,18,21,19,1.0
73,37,57,74,14,18,78,58,38,16,80,20,76,75,21,16,76,15,75,57,37,74,20,19,19,75,15,79,58,21,16,38,16,21,19,37,20,38,57,20,20,21,1.0
76,38,52,73,14,19,78,54,41,16,80,21,75,78,17,16,75,15,74,54,40,77,17,16,20,74,15,79,55,18,16,41,16,18,20,40,21,41,54,17,21,18,1.0
75,35,57,72,13,18,79,59,37,15,81,21,75,77,19,15,75,14,74,58,36,76,18,17,20,74,14,80,59,19,15,37,15,19,20,36,21,37,58,18,21,19,1.0
73,35,57,71,13,19,79,59,37,15,81,22,74,75,21,15,74,14,73,58,36,74,20,19,21,73,14,80,59,21,15,37,15,21,21,36,22,37,58,20,22,21,1.0
71,30,62,75,12,17,80,63,32,14,82,19,77,73,22,14,77,13,76,63,31,72,22,21,18,76,13,81,64,23,14,32,14,23,18,31,19,32,63,22,19,23,2.0
74,33,57,73,13,17,79,60,35,14,81,19,75,76,20,14,76,14,75,59,35,75,19,18,19,75,14,80,60,20,15,36,15,20,19,35,20,35,59,19,20,20,1.0
82,41,49,74,13,16,79,51,44,14,81,19,76,84,11,15,77,14,76,51,43,83,11,10,18,75,13,80,52,12,15,44,15,12,18,43,19,44,51,11,19,12,2.0
75,34,54,75,14,17,78,58,37,15,80,18,76,77,19,15,77,15,76,57,37,76,18,17,18,75,14,79,58,19,16,38,16,19,18,37,19,37,57,18,19,19,1.0
73,37,57,75,12,17,80,58,38,14,82,19,77,76,20,14,77,13,76,57,37,75,19,17,18,76,13,81,58,20,14,38,14,20,18,37,19,38,57,19,19,20,2.0
74,31,57,72,13,18,79,60,35,15,81,21,75,76,19,15,75,14,74,60,34,75,19,18,20,74,14,80,61,20,15,35,15,20,20,34,21,35,60,19,21,20,1.0
78,33,57,76,12,16,80,59,36,14,82,18,78,80,15,14,78,13,77,59,35,79,15,14,17,77,13,81,60,16,14,36,14,16,17,35,18,36,59,15,18,16,2.0
77,32,60,76,11,16,81,62,34,13,83,18,78,79,17,13,78,12,77,61,33,78,16,15,17,77,12,82,62,17,13,34,13,17,17,33,18,34,61,16,18,17,2.0
76,37,53,75,14,17,78,56,39,15,80,18,76,78,18,15,77,15,76,55,39,77,17,16,18,75,14,79,56,18,16,40,16,18,18,39,19,39,55,17,19,18,1.0
77,35,51,72,13,18,79,55,40,15,81,21,75,79,16,15,75,14,74,55,39,78,16,15,20,74,14,80,56,17,15,40,15,17,20,39,21,40,55,16,21,17,1.0
77,39,51,74,13,18,79,53,42,15,81,20,76,79,16,15,76,14,75,53,41,78,16,15,19,75,14,80,54,17,15,42,15,17,19,41,20,42,53,16,20,17,1.0
85,46,44,74,14,18,78,46,48,15,80,19,75,88,7,15,76,15,75,46,48,87,7,5,19,75,15,79,47,7,15,49,16,8,19,48,19,48,46,7,20,7,2.0
80,42,48,76,13,16,79,50,45,14,81,18,77,82,13,15,78,14,77,50,44,81,13,12,17,76,13,80,51,14,15,45,15,14,17,44,18,45,50,13,18,14,2.0
87,43,47,75,14,17,78,49,46,15,80,19,76,89,6,16,77,15,76,49,45,88,6,5,18,75,14,79,50,7,16,46,16,7,18,45,19,46,49,6,19,7,2.0
78,36,56,75,12,17,80,58,38,14,82,19,77,80,16,14,77,13,76,57,37,79,15,14,18,76,13,81,58,16,14,38,14,16,18,37,19,38,57,15,19,16,2.0
72,35,57,77,11,15,81,59,37,13,83,17,79,74,22,13,79,12,78,58,36,73,21,20,16,78,12,82,59,22,13,37,13,22,16,36,17,37,58,21,17,22,2.0
77,32,60,75,12,17,80,62,34,14,82,19,77,79,17,14,77,13,76,61,33,78,16,15,18,76,13,81,62,17,14,34,14,17,18,33,19,34,61,16,19,17,2.0
69,41,53,46,11,46,81,54,42,13,83,48,48,72,24,13,48,12,47,53,41,71,23,21,47,47,12,82,54,24,13,42,13,24,47,41,48,42,53,23,48,24,2.0
76,31,59,75,12,17,80,61,34,14,82,19,77,78,17,14,77,13,76,61,33,77,17,16,18,76,13,81,62,18,14,34,14,18,18,33,19,34,61,17,19,18,2.0
70,36,56,57,12,27,80,57,37,13,82,32,62,73,22,13,63,13,62,57,36,72,22,20,31,62,13,81,58,22,13,38,14,23,32,37,32,37,57,22,33,22,2.0
71,35,59,52,13,36,79,60,36,15,81,40,56,73,23,15,56,14,55,59,35,72,22,21,39,55,14,80,60,23,15,36,15,23,39,35,40,36,59,22,40,23,1.0
81,38,52,74,13,18,79,54,41,15,81,20,76,83,12,15,76,14,75,54,40,82,12,11,19,75,14,80,55,13,15,41,15,13,19,40,20,41,54,12,20,13,2.0
76,35,55,70,13,20,79,57,38,15,81,23,73,78,17,15,73,14,72,57,37,77,17,16,22,72,14,80,58,18,15,38,15,18,22,37,23,38,57,17,23,18,1.0
75,38,56,75,11,17,81,57,39,13,83,19,77,77,19,13,77,12,76,56,38,76,18,17,18,76,12,82,57,19,13,39,13,19,18,38,19,39,56,18,19,19,2.0
75,34,58,75,14,17,78,60,35,15,80,18,76,77,19,15,77,15,76,59,35,76,18,17,18,75,14,79,60,19,16,36,16,19,18,35,19,35,59,18,19,19,1.0
79,35,55,74,12,18,80,57,38,14,82,20,76,81,14,14,76,13,75,57,37,80,14,13,19,75,13,81,58,15,14,38,14,15,19,37,20,38,57,14,20,15,2.0
70,37,57,54,13,34,79,58,38,15,81,38,58,72,24,15,58,14,57,57,37,71,23,22,37,57,14,80,58,24,15,38,15,24,37,37,38,38,57,23,38,24,2.0
73,35,57,62,12,28,80,59,37,14,82,31,65,75,21,14,65,13,64,58,36,74,20,19,30,64,13,81,59,21,14,37,14,21,30,36,31,37,58,20,31,21,1.0
77,36,52,73,13,17,79,55,40,15,81,20,76,79,16,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
76,36,54,74,13,16,79,57,39,15,81,19,77,78,18,15,77,14,76,56,38,77,17,16,18,75,13,80,57,18,15,39,15,18,18,38,19,39,56,17,19,18,1.0
78,33,57,76,12,16,80,59,36,14,82,18,78,80,15,14,78,13,77,59,35,79,15,14,17,77,13,81,60,16,14,36,14,16,17,35,18,36,59,15,18,16,2.0
73,34,58,73,14,17,78,60,35,15,80,19,75,75,21,15,76,15,75,59,35,74,20,19,19,74,14,79,60,21,16,36,16,21,19,35,20,35,59,20,20,21,1.0
82,39,51,75,12,17,80,54,42,14,82,19,77,84,12,14,77,13,76,53,41,83,11,10,18,76,13,81,54,12,14,42,14,12,18,41,19,42,53,11,19,12,2.0
79,33,59,75,12,17,80,60,35,14,82,19,77,81,14,14,77,13,76,60,34,80,14,13,18,76,13,81,61,15,14,35,14,15,18,34,19,35,60,14,19,15,2.0
76,39,55,75,12,17,80,56,40,14,82,19,77,78,18,14,77,13,76,55,39,77,17,16,18,76,13,81,56,18,14,40,14,18,18,39,19,40,55,17,19,18,2.0
88,49,41,75,13,17,79,43,52,14,81,19,76,90,5,15,77,14,76,43,51,89,5,4,18,76,14,80,44,6,15,52,15,6,18,51,19,52,43,5,19,6,2.0
73,40,54,48,12,40,80,55,41,14,82,44,52,75,21,14,52,13,51,54,40,74,20,19,43,51,13,81,55,21,14,41,14,21,43,40,44,41,54,20,44,21,2.0
74,37,55,69,13,19,79,57,39,15,81,23,73,76,20,15,73,14,72,56,38,75,19,18,22,72,14,80,57,20,15,39,15,20,22,38,23,39,56,19,23,20,1.0
84,40,50,75,12,17,80,53,43,14,82,19,77,86,10,14,77,13,76,52,42,85,9,8,18,76,13,81,53,10,14,43,14,10,18,42,19,43,52,9,19,10,2.0
74,34,56,74,11,16,81,59,37,13,83,19,77,76,20,13,77,12,76,58,36,75,19,18,18,76,12,82,59,20,13,37,13,20,18,36,19,37,58,19,19,20,2.0
84,42,48,75,13,17,79,50,45,14,81,19,76,86,9,15,77,14,76,50,44,85,9,8,18,76,14,80,51,10,15,45,15,10,18,44,19,45,50,9,19,10,2.0
75,34,56,68,13,20,79,58,37,15,81,24,72,77,18,15,72,14,71,58,36,76,18,17,23,71,14,80,59,19,15,37,15,19,23,36,24,37,58,18,24,19,1.0
76,37,55,74,13,18,79,57,39,15,81,20,76,78,18,15,76,14,75,56,38,77,17,16,19,75,14,80,57,18,15,39,15,18,19,38,20,39,56,17,20,18,1.0
74,34,56,76,12,16,80,58,36,13,82,17,77,77,18,13,78,13,77,58,36,76,18,16,17,77,13,81,59,18,13,37,14,19,17,36,17,36,58,18,18,18,2.0
73,38,56,70,13,18,79,57,39,15,81,22,74,75,21,15,74,14,73,56,38,74,20,19,21,72,13,80,57,21,15,39,15,21,21,38,22,39,56,20,22,21,1.0
79,37,53,74,12,18,80,56,40,14,82,20,76,81,15,14,76,13,75,55,39,80,14,13,19,75,13,81,56,15,14,40,14,15,19,39,20,40,55,14,20,15,2.0
74,36,56,74,13,18,79,58,38,15,81,20,76,76,20,15,76,14,75,57,37,75,19,18,19,75,14,80,58,20,15,38,15,20,19,37,20,38,57,19,20,20,1.0
70,38,56,53,11,37,81,57,39,13,83,40,56,72,24,13,56,12,55,56,38,71,23,22,39,55,12,82,57,24,13,39,13,24,39,38,40,39,56,23,40,24,2.0
79,33,55,77,12,15,80,57,36,13,82,16,78,82,12,13,79,13,78,58,36,81,13,11,16,78,13,81,59,13,13,37,14,14,16,36,16,36,58,13,17,13,2.0
77,33,57,75,12,17,80,59,36,14,82,19,77,79,16,14,77,13,76,59,35,78,16,15,18,76,13,81,60,17,14,36,14,17,18,35,19,36,59,16,19,17,2.0
75,33,55,64,13,24,79,58,37,15,81,28,68,77,18,15,68,14,67,58,36,76,18,17,27,67,14,80,59,19,15,37,15,19,27,36,28,37,58,18,28,19,1.0
74,35,57,68,13,20,79,59,37,15,81,24,72,76,20,15,72,14,71,58,36,75,19,18,23,71,14,80,59,20,15,37,15,20,23,36,24,37,58,19,24,20,1.0
75,35,55,69,13,17,79,58,37,14,81,21,73,77,19,14,74,14,73,57,37,76,18,17,21,73,14,80,58,19,15,38,15,19,21,37,22,37,57,18,22,19,1.0
80,34,54,76,11,16,81,57,38,13,83,18,78,82,13,13,78,12,77,57,37,81,13,12,17,77,12,82,58,14,13,38,13,14,17,37,18,38,57,13,18,14,2.0
78,35,57,75,12,17,80,59,37,14,82,19,77,80,16,14,77,13,76,58,36,79,15,14,18,76,13,81,59,16,14,37,14,16,18,36,19,37,58,15,19,16,2.0
73,34,58,75,13,17,79,60,36,15,81,19,77,75,21,15,77,14,76,59,35,74,20,19,18,76,14,80,60,21,15,36,15,21,18,35,19,36,59,20,19,21,2.0
74,36,56,73,13,19,79,58,38,15,81,21,75,76,20,15,75,14,74,57,37,75,19,18,20,74,14,80,58,20,15,38,15,20,20,37,21,38,57,19,21,20,1.0
79,37,55,75,12,17,80,57,39,14,82,19,77,81,15,14,77,13,76,56,38,80,14,13,18,76,13,81,57,15,14,39,14,15,18,38,19,39,56,14,19,15,2.0
80,39,53,75,13,17,79,55,41,15,81,19,77,82,14,15,77,14,76,54,40,81,13,12,18,75,13,80,55,14,15,41,15,14,18,40,19,41,54,13,19,14,2.0
87,50,40,75,13,17,79,42,53,14,81,19,76,89,6,15,77,14,76,42,52,88,6,5,18,76,14,80,43,7,15,53,15,7,18,52,19,53,42,6,19,7,2.0
77,32,60,75,12,17,80,61,34,14,82,19,77,79,16,14,77,13,76,61,33,78,16,15,18,76,13,81,62,17,14,34,14,17,18,33,19,34,61,16,19,17,2.0
72,41,53,50,12,40,80,54,42,14,82,43,53,74,22,14,53,13,52,53,41,73,21,20,42,52,13,81,54,22,14,42,14,22,42,41,43,42,53,21,43,22,2.0
76,39,53,74,14,18,78,55,41,16,80,20,76,78,18,16,76,15,75,54,40,77,17,16,19,74,14,79,55,18,16,41,16,18,19,40,20,41,54,17,20,18,1.0
72,35,57,52,13,36,79,59,36,14,81,39,55,74,22,14,56,14,55,58,36,73,21,20,39,55,14,80,59,22,15,37,15,22,39,36,40,36,58,21,40,22,1.0
75,37,57,76,11,16,81,58,38,13,83,18,78,77,19,13,78,12,77,57,37,76,18,17,17,77,12,82,58,19,13,38,13,19,17,37,18,38,57,18,18,19,2.0
85,40,48,77,12,15,80,51,43,13,82,16,78,88,7,13,79,13,78,51,43,87,7,5,16,78,13,81,52,7,13,44,14,8,16,43,16,43,51,7,17,7,2.0
76,35,55,74,14,18,78,57,38,16,80,20,76,78,17,16,76,15,75,57,37,77,17,16,19,74,14,79,58,18,16,38,16,18,19,37,20,38,57,17,20,18,1.0
75,39,53,76,12,16,80,55,41,14,82,18,78,77,19,14,78,13,77,54,40,76,18,17,17,77,13,81,55,19,14,41,14,19,17,40,18,41,54,18,18,19,2.0
78,39,47,72,13,18,79,51,44,15,81,21,75,80,15,15,75,14,74,51,43,79,15,14,20,74,14,80,52,16,15,44,15,16,20,43,21,44,51,15,21,16,1.0
75,32,58,73,14,19,78,60,35,16,80,21,75,77,18,16,75,15,74,60,34,76,18,17,20,74,15,79,61,19,16,35,16,19,20,34,21,35,60,18,21,19,1.0
73,38,54,58,13,32,79,56,40,15,81,35,61,75,21,15,61,14,60,55,39,74,20,19,34,60,14,80,56,21,15,40,15,21,34,39,35,40,55,20,35,21,1.0
75,35,57,74,13,18,79,59,37,15,81,20,76,77,19,15,76,14,75,58,36,76,18,17,19,75,14,80,59,19,15,37,15,19,19,36,20,37,58,18,20,19,1.0
82,42,48,77,12,15,80,50,44,13,82,16,78,85,10,13,79,13,78,50,44,84,10,8,16,78,13,81,51,10,13,45,14,11,16,44,16,44,50,10,17,10,2.0
73,36,58,69,14,17,78,59,37,16,80,22,74,75,21,16,74,15,73,58,36,74,20,19,21,72,14,79,59,21,16,37,16,21,21,36,22,37,58,20,22,21,1.0
77,35,55,72,13,18,79,57,38,15,81,21,75,79,16,15,75,14,74,57,37,78,16,15,20,74,14,80,58,17,15,38,15,17,20,37,21,38,57,16,21,17,1.0
75,34,56,75,14,17,78,59,37,16,80,19,77,77,19,16,77,15,76,58,36,76,18,17,18,75,14,79,59,19,16,37,16,19,18,36,19,37,58,18,19,19,1.0
79,40,48,74,13,18,79,51,43,15,81,19,76,81,14,15,76,14,75,51,43,80,14,13,19,75,14,80,52,15,15,44,15,15,19,43,20,44,51,14,20,15,1.0
79,34,56,75,12,17,80,58,37,14,82,19,77,81,14,14,77,13,76,58,36,80,14,13,18,76,13,81,59,15,14,37,14,15,18,36,19,37,58,14,19,15,2.0
70,41,53,47,13,43,79,54,42,15,81,46,50,72,24,15,50,14,49,53,41,71,23,22,45,49,14,80,54,24,15,42,15,24,45,41,46,42,53,23,46,24,2.0
77,35,55,74,13,18,79,58,38,15,81,20,76,79,17,15,76,14,75,57,37,78,16,15,19,75,14,80,58,17,15,38,15,17,19,37,20,38,57,16,20,17,2.0
76,34,58,75,13,17,79,60,35,14,81,18,76,78,18,14,77,14,76,59,35,77,17,16,18,76,14,80,60,18,15,36,15,18,18,35,19,35,59,17,19,18,1.0
76,41,53,57,11,25,81,54,42,13,83,32,64,78,18,13,64,12,63,53,41,77,17,16,31,63,12,82,54,18,13,42,13,18,31,41,32,42,53,17,32,18,2.0
75,34,56,74,13,18,79,58,37,15,81,20,76,77,18,15,76,14,75,58,36,76,18,17,19,75,14,80,59,19,15,37,15,19,19,36,20,37,58,18,20,19,1.0
78,39,51,73,14,19,78,53,42,16,80,21,75,80,15,16,75,15,74,53,41,79,15,14,20,74,15,79,54,16,16,42,16,16,20,41,21,42,53,15,21,16,1.0
73,34,58,64,13,26,79,60,36,15,81,29,67,75,21,15,67,14,66,59,35,74,20,19,28,66,14,80,60,21,15,36,15,21,28,35,29,36,59,20,29,21,1.0
73,36,56,69,13,19,79,58,38,15,81,23,73,75,21,15,73,14,72,57,37,74,20,19,22,72,14,80,58,21,15,38,15,21,22,37,23,38,57,20,23,21,1.0
77,33,59,75,12,17,80,61,35,14,82,19,77,79,17,14,77,13,76,60,34,78,16,15,18,76,13,81,61,17,14,35,14,17,18,34,19,35,60,16,19,17,2.0
76,32,60,76,12,16,80,62,34,14,82,18,78,78,18,14,78,13,77,61,33,77,17,16,17,77,13,81,62,18,14,34,14,18,17,33,18,34,61,17,18,18,2.0
76,36,58,76,12,16,80,59,37,14,82,18,78,78,18,14,78,13,77,58,36,77,17,16,17,77,13,81,59,18,14,37,14,18,17,36,18,37,58,17,18,18,2.0
76,31,59,75,11,17,81,61,34,13,83,19,77,78,17,13,77,12,76,61,33,77,17,16,18,76,12,82,62,18,13,34,13,18,18,33,19,34,61,17,19,18,2.0
80,40,50,69,12,21,80,52,43,13,82,24,71,82,13,14,72,13,71,52,42,81,13,12,23,71,13,81,53,14,14,43,14,14,23,42,24,43,52,13,24,14,2.0
74,43,49,67,14,21,78,51,45,15,80,25,70,75,21,16,71,15,70,50,44,74,20,20,24,70,15,79,51,21,16,45,16,21,24,44,25,45,50,20,25,21,2.0
72,37,55,70,12,20,80,56,38,13,82,22,72,75,20,13,73,13,72,56,37,74,20,18,21,72,13,81,57,20,13,39,14,21,22,38,22,38,56,20,23,20,2.0
80,37,51,75,13,17,79,54,41,15,81,19,77,82,13,15,77,14,76,54,40,81,13,12,18,76,14,80,55,14,15,41,15,14,18,40,19,41,54,13,19,14,1.0
78,34,56,74,11,16,81,58,37,13,83,19,77,80,15,13,77,12,76,58,36,79,15,14,18,76,12,82,59,16,13,37,13,16,18,36,19,37,58,15,19,16,2.0
79,33,57,76,12,16,80,59,36,14,82,18,78,81,14,14,78,13,77,59,35,80,14,13,17,77,13,81,60,15,14,36,14,15,17,35,18,36,59,14,18,15,2.0
73,36,56,63,13,27,79,58,38,15,81,30,66,75,21,15,66,14,65,57,37,74,20,19,29,65,14,80,58,21,15,38,15,21,29,37,30,38,57,20,30,21,1.0
74,40,54,63,12,27,80,55,41,14,82,30,66,76,20,14,66,13,65,54,40,75,19,18,29,65,13,81,55,20,14,41,14,20,29,40,30,41,54,19,30,20,2.0
76,35,55,75,13,17,79,58,38,15,81,19,77,78,18,15,77,14,76,57,37,77,17,16,18,76,14,80,58,18,15,38,15,18,18,37,19,38,57,17,19,18,1.0
77,36,54,74,13,18,79,56,39,15,81,20,76,79,16,15,76,14,75,56,38,78,16,15,19,75,14,80,57,17,15,39,15,17,19,38,20,39,56,16,20,17,1.0
75,36,56,75,14,17,78,58,38,16,80,19,77,77,19,16,77,15,76,57,37,76,18,17,18,75,14,79,58,19,16,38,16,19,18,37,19,38,57,18,19,19,1.0
74,35,57,66,13,22,79,59,37,15,81,26,70,76,20,15,70,14,69,58,36,75,19,18,25,69,14,80,59,20,15,37,15,20,25,36,26,37,58,19,26,20,1.0
73,34,56,78,11,14,81,58,36,12,83,15,79,76,19,12,80,12,79,58,36,75,19,17,15,79,12,82,59,19,12,37,13,20,15,36,15,36,58,19,16,19,2.0
78,38,54,76,12,16,80,56,40,14,82,18,78,80,16,14,78,13,77,55,39,79,15,14,17,77,13,81,56,16,14,40,14,16,17,39,18,40,55,15,18,16,2.0
75,32,58,74,14,18,78,60,35,16,80,20,76,77,18,16,76,15,75,60,34,76,18,17,19,74,14,79,61,19,16,35,16,19,19,34,20,35,60,18,20,19,1.0
76,36,54,74,13,18,79,57,39,15,81,20,76,78,18,15,76,14,75,56,38,77,17,16,19,75,14,80,57,18,15,39,15,18,19,38,20,39,56,17,20,18,1.0
73,34,56,69,13,19,79,59,37,15,81,23,73,75,21,15,73,14,72,58,36,74,20,19,22,71,13,80,59,21,15,37,15,21,22,36,23,37,58,20,23,21,1.0
73,36,56,75,12,17,80,58,38,14,82,19,77,76,20,14,77,13,76,57,37,75,19,17,18,76,13,81,58,20,14,38,14,20,18,37,19,38,57,19,19,20,2.0
77,37,53,75,14,17,78,56,40,16,80,19,77,79,17,16,77,15,76,55,39,78,16,15,18,75,14,79,56,17,16,40,16,17,18,39,19,40,55,16,19,17,1.0
82,39,49,76,12,16,80,53,42,14,82,17,78,84,12,14,78,13,77,52,42,83,11,10,17,77,13,81,53,12,14,43,14,12,17,42,18,43,52,11,18,12,2.0
79,38,52,74,14,18,78,55,41,16,80,20,76,81,15,16,76,15,75,54,40,80,14,13,19,74,14,79,55,15,16,41,16,15,19,40,20,41,54,14,20,15,1.0
73,39,55,74,11,18,81,56,40,13,83,20,76,75,21,13,76,12,75,55,39,74,20,19,19,75,12,82,56,21,13,40,13,21,19,39,20,40,55,20,20,21,2.0
73,36,58,72,14,18,78,59,37,16,80,21,75,75,21,16,75,15,74,58,36,74,20,19,20,73,14,79,59,21,16,37,16,21,20,36,21,37,58,20,21,21,1.0
76,32,60,76,12,16,80,62,34,14,82,18,78,78,18,14,78,13,77,61,33,77,17,16,17,77,13,81,62,18,14,34,14,18,17,33,18,34,61,17,18,18,2.0
80,38,50,76,13,16,79,53,41,14,81,17,77,82,13,14,78,14,77,53,41,81,13,12,17,77,14,80,54,14,15,42,15,14,17,41,18,41,53,13,18,14,1.0
80,38,50,75,12,17,80,53,41,14,82,18,77,82,13,14,77,13,76,53,41,81,13,12,18,76,13,81,54,14,14,42,14,14,18,41,19,42,53,13,19,14,2.0
75,36,52,74,14,18,78,56,39,15,80,19,75,78,18,15,76,15,75,55,39,77,17,15,19,75,15,79,56,18,16,40,16,18,19,39,20,39,55,17,20,18,1.0
73,37,55,61,14,29,78,57,39,16,80,32,64,75,21,16,64,15,63,56,38,74,20,19,31,63,15,79,57,21,16,39,16,21,31,38,32,39,56,20,32,21,1.0
76,36,54,74,13,18,79,57,39,15,81,20,76,78,18,15,76,14,75,56,38,77,17,16,19,75,14,80,57,18,15,39,15,18,19,38,20,39,56,17,20,18,1.0
75,32,60,76,11,16,81,61,34,13,83,18,78,77,18,13,78,12,77,61,33,76,18,17,17,77,12,82,62,19,13,34,13,19,17,33,18,34,61,18,18,19,2.0
77,35,53,76,13,16,79,57,38,14,81,17,77,79,17,14,78,14,77,56,38,78,16,15,17,76,13,80,57,17,15,39,15,17,17,38,18,38,56,16,18,17,1.0
79,38,56,75,12,17,80,57,39,14,82,19,77,81,15,14,77,13,76,56,38,80,14,13,18,76,13,81,57,15,14,39,14,15,18,38,19,39,56,14,19,15,2.0
79,37,53,75,12,17,80,56,40,14,82,19,77,81,15,14,77,13,76,55,39,80,14,13,18,76,13,81,56,15,14,40,14,15,18,39,19,40,55,14,19,15,2.0
75,35,55,70,14,18,78,58,37,15,80,21,73,77,19,15,74,15,73,57,36,76,18,17,20,73,15,79,58,19,16,38,16,19,21,37,22,37,57,18,22,19,1.0
75,39,53,75,13,17,79,55,41,15,81,19,77,77,19,15,77,14,76,54,40,76,18,17,18,75,13,80,55,19,15,41,15,19,18,40,19,41,54,18,19,19,1.0
77,38,54,75,12,17,80,56,40,14,82,19,77,79,17,14,77,13,76,55,39,78,16,15,18,76,13,81,56,17,14,40,14,17,18,39,19,40,55,16,19,17,2.0
81,40,50,76,12,16,80,52,42,13,82,17,77,84,11,13,78,13,77,52,42,83,11,9,17,77,13,81,53,11,13,43,14,12,17,42,17,42,52,11,18,11,2.0
73,38,54,60,13,30,79,56,40,15,81,33,63,75,21,15,63,14,62,55,39,74,20,19,32,62,14,80,56,21,15,40,15,21,32,39,33,40,55,20,33,21,1.0
78,36,54,75,12,17,80,57,39,14,82,19,77,80,16,14,77,13,76,56,38,79,15,14,18,76,13,81,57,16,14,39,14,16,18,38,19,39,56,15,19,16,2.0
76,37,51,76,12,16,80,55,40,13,82,17,77,78,18,13,78,13,77,54,40,77,17,16,17,77,13,81,55,18,14,41,14,18,17,40,18,40,54,17,18,18,1.0
73,37,55,76,11,16,81,57,39,13,83,18,78,75,21,13,78,12,77,56,38,74,20,19,17,77,12,82,57,21,13,39,13,21,17,38,18,39,56,20,18,21,2.0
77,34,56,75,13,17,79,59,36,14,81,18,76,79,17,14,77,14,76,58,36,78,16,15,18,76,14,80,59,17,15,37,15,17,18,36,19,36,58,16,19,17,1.0
77,36,52,72,14,18,78,55,39,15,80,20,74,79,16,15,75,15,74,55,39,78,16,15,20,74,15,79,56,17,16,40,16,17,20,39,21,39,55,16,21,17,1.0
