@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute destClass {2.0,1.0}

@data
31,63,29,62,27,57,37,56,35,33,55,61,59,35,57,34,28,63,29,65,27,64,30,61,31,37,55,36,29,34,30,35,31,35,29,37,58,33,28,35,27,36,29,35,30,33,30,37,31,36,29,36,2.0
13,78,12,77,8,84,9,83,9,7,82,74,85,8,84,8,9,80,10,82,8,81,13,76,14,10,82,9,12,8,13,9,14,8,10,10,85,7,9,9,8,9,12,9,13,7,13,9,13,9,12,9,2.0
4,90,2,89,0,93,2,92,0,0,92,88,94,1,92,0,1,90,2,92,0,91,3,88,4,2,92,1,2,0,3,0,4,1,2,2,93,0,1,0,0,1,2,0,3,0,3,2,4,1,2,1,2.0
23,70,22,69,19,86,8,85,6,4,84,67,88,6,86,5,20,71,20,72,19,72,22,68,23,8,84,7,22,5,22,6,23,6,20,8,87,4,20,6,19,7,22,6,22,4,22,8,23,7,22,7,2.0
34,58,32,57,26,55,39,54,37,35,53,54,57,37,55,36,29,60,30,62,26,61,33,54,34,39,53,38,32,36,33,37,34,37,30,39,56,35,29,37,26,38,32,37,33,35,33,39,34,38,32,38,2.0
17,75,14,74,9,68,26,67,23,22,66,71,70,24,68,23,12,77,13,79,9,78,16,71,17,26,66,25,15,23,16,23,17,24,13,26,69,22,12,24,9,25,15,24,16,22,16,26,17,25,14,25,1.0
47,45,46,44,42,55,38,54,38,36,53,43,56,37,55,37,44,46,45,48,43,47,47,43,48,39,53,38,46,37,47,38,48,37,45,39,56,36,44,38,43,38,46,38,47,36,47,38,47,38,46,38,2.0
28,63,28,62,24,67,25,66,25,23,65,60,69,25,67,24,26,64,27,66,24,65,29,60,30,27,65,26,28,24,29,25,30,25,27,27,68,23,26,25,24,26,28,25,29,23,29,25,28,26,28,26,1.0
6,85,2,84,2,73,16,72,13,9,68,82,78,12,76,11,2,86,4,88,2,87,4,82,7,17,69,14,6,12,6,13,8,13,5,18,77,9,4,16,2,17,4,14,7,9,5,16,6,15,3,16,1.0
35,58,33,57,29,71,23,70,21,19,69,55,73,21,71,20,31,59,32,61,29,60,34,55,35,23,69,22,33,20,34,21,35,21,32,23,72,19,31,21,29,22,33,21,34,19,34,23,35,22,33,22,1.0
19,73,17,72,11,73,20,72,19,15,70,69,75,17,74,17,14,75,15,77,11,76,18,69,19,20,70,19,17,17,18,19,19,17,15,20,75,15,14,19,11,19,17,19,18,15,18,20,19,19,17,19,2.0
27,66,24,65,22,66,26,65,24,19,62,63,69,22,68,22,23,67,24,69,22,68,26,64,27,26,62,25,25,22,26,24,27,22,24,26,69,19,23,25,22,25,25,25,26,19,26,26,27,25,24,25,1.0
19,75,17,74,15,72,22,71,20,18,70,73,74,20,72,19,16,75,17,77,15,76,18,73,19,22,70,21,17,19,18,20,19,20,17,22,73,18,16,20,15,21,17,20,18,18,18,22,19,21,17,21,2.0
8,82,8,81,2,63,27,62,27,19,60,77,67,23,66,23,4,85,4,86,2,86,8,79,9,28,60,27,8,23,8,27,9,23,4,28,67,21,4,27,2,27,8,27,8,21,8,27,8,27,8,27,2.0
33,61,31,60,29,63,31,62,29,27,61,59,65,29,63,28,30,61,31,63,29,62,32,59,33,31,61,30,31,28,32,29,33,29,31,31,64,27,30,29,29,30,31,29,32,27,32,31,33,30,31,30,2.0
24,67,25,66,23,80,10,79,11,7,77,65,83,9,81,9,24,67,24,69,23,68,25,65,26,12,77,11,25,9,25,11,27,10,25,13,82,7,24,11,23,12,25,11,26,7,26,10,24,12,25,11,1.0
25,66,23,65,19,68,24,67,21,19,65,62,71,22,69,20,21,68,22,70,19,69,24,63,26,25,65,23,24,21,25,22,26,22,22,25,70,19,21,23,19,24,23,22,25,19,24,24,25,23,23,24,1.0
21,73,20,72,18,75,18,74,17,13,72,71,77,15,76,15,19,73,19,74,18,74,20,71,21,18,72,17,20,15,20,17,21,15,19,18,77,13,19,17,18,17,20,17,20,13,20,18,21,17,20,17,2.0
30,63,29,62,27,66,25,65,24,18,64,61,70,22,68,21,28,63,29,65,27,64,30,61,31,26,64,25,29,21,30,24,31,22,29,26,69,20,28,24,27,25,29,24,30,20,30,25,30,25,29,25,1.0
34,60,32,59,30,65,29,64,27,25,63,58,67,27,65,26,31,60,32,62,30,61,33,58,34,29,63,28,32,26,33,27,34,27,32,29,66,25,31,27,30,28,32,27,33,25,33,29,34,28,32,28,1.0
11,79,12,79,6,75,16,74,16,10,73,76,78,13,77,13,9,82,8,82,6,82,11,76,12,16,73,16,12,13,11,16,12,13,9,17,78,12,9,16,6,16,12,16,12,12,12,16,11,16,12,16,2.0
25,68,23,67,19,56,38,55,36,34,54,65,58,36,56,35,21,69,22,71,19,70,24,65,25,38,54,37,23,35,24,36,25,36,22,38,57,34,21,36,19,37,23,36,24,34,24,38,25,37,23,37,2.0
34,60,32,59,30,71,23,70,21,19,69,58,73,21,71,20,31,60,32,62,30,61,33,58,34,23,69,22,32,20,33,21,34,21,32,23,72,19,31,21,30,22,32,21,33,19,33,23,34,22,32,22,1.0
26,68,24,67,22,70,24,69,22,20,68,66,72,22,70,21,23,68,24,70,22,69,25,66,26,24,68,23,24,21,25,22,26,22,24,24,71,20,23,22,22,23,24,22,25,20,25,24,26,23,24,23,1.0
34,59,32,58,28,71,23,70,21,19,69,56,73,21,71,20,30,60,31,62,28,61,33,56,34,23,69,22,32,20,33,21,34,21,31,23,72,19,30,21,28,22,32,21,33,19,33,23,34,22,32,22,1.0
7,82,7,81,0,80,10,79,10,4,77,77,84,7,82,7,3,85,3,87,0,86,7,78,8,11,77,10,7,7,7,10,9,8,4,12,83,5,3,10,0,11,7,10,8,5,8,10,7,11,7,10,1.0
26,66,24,65,19,73,21,72,19,17,71,62,75,19,73,18,21,68,22,70,19,69,25,63,26,21,71,20,24,18,25,19,26,19,22,21,74,17,21,19,19,20,24,19,25,17,25,21,26,20,24,20,1.0
26,67,25,66,23,59,32,58,32,26,55,65,62,29,61,29,24,67,25,69,23,68,26,65,27,33,55,32,25,29,26,32,27,29,25,33,62,26,24,32,23,32,25,32,26,26,26,32,26,32,25,32,2.0
35,58,34,57,32,67,26,66,25,23,65,56,69,25,67,24,33,58,34,60,32,59,35,56,36,27,65,26,34,24,35,25,36,25,34,27,68,23,33,25,32,26,34,25,35,23,35,26,35,26,34,26,1.0
27,64,26,63,20,67,24,66,24,18,63,60,70,21,69,21,23,66,24,68,20,67,27,60,28,25,63,24,26,21,27,24,28,21,24,25,70,18,23,24,20,24,26,24,27,18,27,24,27,24,26,24,2.0
30,63,28,62,25,66,27,65,25,21,64,60,69,24,67,23,26,64,27,66,25,65,29,61,30,27,64,26,28,23,29,25,30,24,27,27,68,22,26,25,25,26,28,25,29,22,29,27,30,26,28,26,1.0
19,71,17,70,13,67,24,66,22,20,64,67,70,22,68,21,15,73,16,75,13,74,18,67,20,25,64,23,19,22,19,22,21,23,17,26,69,20,16,24,13,25,18,23,20,20,19,24,19,24,17,24,2.0
23,69,21,68,15,71,23,70,21,19,69,65,73,21,71,20,18,71,19,73,15,72,22,65,23,23,69,22,21,20,22,21,23,21,19,23,72,19,18,21,15,22,21,21,22,19,22,23,23,22,21,22,1.0
34,60,32,59,30,61,33,60,31,29,59,58,63,31,61,30,31,60,32,62,30,61,33,58,34,33,59,32,32,30,33,31,34,31,32,33,62,29,31,31,30,32,32,31,33,29,33,33,34,32,32,32,1.0
12,79,10,78,4,72,22,71,20,18,70,75,74,20,72,19,6,82,7,84,5,83,11,77,12,22,70,21,10,19,11,20,12,20,7,22,73,18,6,20,5,21,10,20,11,18,11,22,12,21,10,21,1.0
29,65,27,64,25,69,25,68,23,21,67,63,71,23,69,22,26,65,27,67,25,66,28,63,29,25,67,24,27,22,28,23,29,23,27,25,70,21,26,23,25,24,27,23,28,21,28,25,29,24,27,24,1.0
37,56,35,55,31,65,28,64,26,22,62,53,68,25,66,24,33,57,34,59,31,58,36,53,37,28,62,27,35,24,36,26,37,25,34,28,67,22,33,26,31,27,35,26,36,22,36,28,37,27,35,27,1.0
28,65,27,64,25,74,18,73,17,13,71,63,77,16,75,15,26,65,27,67,25,66,28,63,29,19,71,18,27,15,28,17,29,16,27,19,76,13,26,17,25,18,27,17,28,13,28,18,28,18,27,18,1.0
30,63,28,62,24,66,28,65,26,24,64,60,68,26,66,25,26,64,27,66,24,65,29,60,30,28,64,27,28,25,29,26,30,26,27,28,67,24,26,26,24,27,28,26,29,24,29,28,30,27,28,27,1.0
35,59,33,58,31,64,30,63,28,26,62,57,66,28,64,27,32,59,33,61,31,60,34,57,35,30,62,29,33,27,34,28,35,28,33,30,65,26,32,28,31,29,33,28,34,26,34,30,35,29,33,29,1.0
30,59,30,58,22,61,29,60,30,25,58,56,64,26,63,27,26,62,26,64,24,63,30,56,31,30,59,29,30,27,30,30,32,27,27,31,64,26,26,30,24,30,30,30,31,26,31,29,30,30,30,29,1.0
32,62,30,61,28,67,27,66,25,23,65,60,69,25,67,24,29,62,30,64,28,63,31,60,32,27,65,26,30,24,31,25,32,25,30,27,68,23,29,25,28,26,30,25,31,23,31,27,32,26,30,26,1.0
28,66,26,65,24,67,27,66,25,23,65,64,69,25,67,24,25,66,26,68,24,67,27,64,28,27,65,26,26,24,27,25,28,25,26,27,68,23,25,25,24,26,26,25,27,23,27,27,28,26,26,26,1.0
31,60,31,59,27,67,25,66,25,23,65,57,69,24,67,24,29,61,29,63,27,62,31,57,32,26,65,25,31,24,31,25,33,25,30,27,68,23,29,25,27,26,31,25,32,23,32,25,31,26,31,25,1.0
20,73,20,72,18,63,29,62,28,24,60,71,66,27,64,26,19,73,19,74,18,74,20,71,21,30,60,29,20,26,20,28,21,27,19,30,65,24,19,28,18,29,20,28,20,24,20,29,20,29,20,29,2.0
34,55,32,55,28,61,28,60,25,19,56,52,66,23,65,22,30,59,30,60,29,59,33,54,35,28,57,27,34,23,34,26,35,23,31,29,66,20,30,28,29,28,33,27,35,20,34,28,34,27,32,28,2.0
34,60,32,59,30,70,24,69,22,20,68,58,72,22,70,21,31,60,32,62,30,61,33,58,34,24,68,23,32,21,33,22,34,22,32,24,71,20,31,22,30,23,32,22,33,20,33,24,34,23,32,23,1.0
26,65,26,64,22,77,14,76,14,10,74,62,80,13,78,12,24,66,25,68,22,67,27,62,28,16,74,15,26,12,27,14,28,13,25,16,79,10,24,14,22,15,26,14,27,10,27,14,26,15,26,15,1.0
20,72,18,72,16,75,17,74,16,13,72,70,77,15,76,15,17,74,18,75,16,74,19,71,20,17,72,17,19,15,19,16,20,15,18,18,77,13,17,17,16,17,19,17,20,13,20,18,20,17,18,17,1.0
37,52,38,51,30,54,36,53,37,32,50,48,57,34,56,34,34,55,34,56,31,56,38,48,39,38,51,37,38,34,38,37,39,34,34,38,57,32,34,37,31,37,38,37,38,32,38,36,37,37,38,37,2.0
29,65,27,64,25,63,31,62,29,27,61,63,65,29,63,28,26,65,27,67,25,66,28,63,29,31,61,30,27,28,28,29,29,29,27,31,64,27,26,29,25,30,27,29,28,27,28,31,29,30,27,30,2.0
27,60,26,59,16,67,23,66,21,16,62,53,72,19,70,18,21,65,21,67,16,66,27,54,28,23,64,22,27,18,27,21,29,19,22,24,71,16,21,22,16,23,27,22,28,16,28,23,28,23,26,22,1.0
20,73,18,72,15,73,21,72,20,18,71,70,74,19,73,19,16,74,17,76,15,75,19,71,20,21,71,20,18,19,19,20,20,19,17,21,74,18,16,20,15,20,18,20,19,18,19,21,20,20,18,20,2.0
33,58,33,57,29,66,25,65,25,21,63,55,69,23,67,23,31,59,31,61,29,60,33,55,34,26,63,25,33,23,33,25,35,24,32,27,68,21,31,25,29,26,33,25,34,21,34,25,33,26,33,25,1.0
33,60,31,59,27,69,25,68,23,21,67,58,71,23,69,22,29,61,30,63,28,62,32,58,33,25,67,24,31,22,32,23,33,23,30,25,70,21,29,23,28,24,31,23,32,21,32,25,33,24,31,24,1.0
32,62,30,61,28,69,25,68,23,21,67,60,71,23,69,22,29,62,30,64,28,63,31,60,32,25,67,24,30,22,31,23,32,23,30,25,70,21,29,23,28,24,30,23,31,21,31,25,32,24,30,24,1.0
35,59,33,58,31,66,28,65,26,24,64,57,68,26,66,25,32,59,33,61,31,60,34,57,35,28,64,27,33,25,34,26,35,26,33,28,67,24,32,26,31,27,33,26,34,24,34,28,35,27,33,27,1.0
29,63,29,62,27,64,27,63,27,23,61,61,67,26,65,25,28,63,29,65,27,64,30,61,31,29,61,28,29,25,30,27,31,26,29,29,66,23,28,27,27,28,29,27,30,23,30,27,29,28,29,28,1.0
36,58,34,57,32,69,25,68,23,21,67,56,71,23,69,22,33,58,34,60,32,59,35,56,36,25,67,24,34,22,35,23,36,23,34,25,70,21,33,23,32,24,34,23,35,21,35,25,36,24,34,24,1.0
27,64,26,63,22,57,35,56,35,31,54,62,59,33,58,33,23,66,24,68,24,67,27,64,28,36,54,35,26,33,27,35,28,33,24,36,59,31,23,35,24,35,26,35,27,31,27,35,27,35,26,35,2.0
32,62,30,61,28,56,38,55,36,34,54,60,58,36,56,35,29,62,30,64,28,63,31,60,32,38,54,37,30,35,31,36,32,36,30,38,57,34,29,36,28,37,30,36,31,34,31,38,32,37,30,37,2.0
24,65,24,64,16,63,27,62,27,21,59,60,67,25,65,24,20,68,21,70,16,69,25,60,26,29,59,28,24,24,25,27,26,25,21,29,66,21,20,27,16,28,24,27,25,21,25,27,24,28,24,28,1.0
31,62,29,61,25,68,26,67,24,22,66,59,70,24,68,23,27,63,28,65,25,64,30,59,31,26,66,25,29,23,30,24,31,24,28,26,69,22,27,24,25,25,29,24,30,22,30,26,31,25,29,25,1.0
33,61,31,60,29,70,24,69,22,20,68,59,72,22,70,21,30,61,31,63,29,62,32,59,33,24,68,23,31,21,32,22,33,22,31,24,71,20,30,22,29,23,31,22,32,20,32,24,33,23,31,23,1.0
8,84,5,83,2,76,16,75,13,8,72,80,80,12,78,11,3,86,4,88,2,87,7,82,8,16,72,15,6,11,7,13,8,12,4,16,79,8,3,14,2,15,6,14,7,8,7,16,8,15,5,15,2.0
24,66,23,65,15,72,20,71,20,16,69,61,74,18,73,18,19,69,20,71,15,70,24,61,25,21,69,20,23,18,24,20,25,18,20,21,74,16,19,20,15,20,23,20,24,16,24,20,24,20,23,20,1.0
23,70,22,69,20,60,33,59,33,31,58,68,61,32,60,32,21,70,22,72,20,71,23,68,24,34,58,33,22,32,23,33,24,32,22,34,61,31,21,33,20,33,22,33,23,31,23,33,23,33,22,33,2.0
25,68,24,67,22,68,24,67,24,20,65,66,70,22,69,22,23,68,24,70,22,69,25,66,26,25,65,24,24,22,25,24,26,22,24,25,70,20,23,24,22,24,24,24,25,20,25,24,25,24,24,24,2.0
30,61,30,60,26,73,16,72,16,9,69,58,78,13,76,12,28,62,29,64,26,63,31,58,32,18,70,17,30,12,31,16,32,13,29,18,77,10,28,16,26,17,30,16,31,10,31,16,30,17,30,17,1.0
16,75,16,74,12,76,16,75,16,14,74,72,78,15,76,15,14,76,14,78,12,77,16,72,17,17,74,16,16,15,16,16,18,16,15,18,77,14,14,16,12,17,16,16,17,14,17,16,16,17,16,16,2.0
24,68,22,67,16,66,27,65,25,21,63,65,69,24,67,23,19,70,20,72,17,71,23,65,24,27,63,26,22,23,23,25,24,24,20,27,68,21,19,25,17,26,22,25,23,21,23,27,24,26,22,26,1.0
30,62,29,61,25,68,23,67,23,17,65,59,71,20,70,20,27,63,28,65,25,64,30,59,31,24,65,23,29,20,30,23,31,20,28,24,71,18,27,23,25,23,29,23,30,18,30,23,30,23,29,23,1.0
5,88,3,87,0,94,1,93,0,0,93,85,94,0,93,0,1,89,2,91,0,90,4,86,5,1,93,0,3,0,4,0,5,0,2,1,94,0,1,0,0,0,3,0,4,0,4,1,5,0,3,0,2.0
32,61,30,60,26,69,25,68,23,21,67,59,71,23,69,22,28,62,29,64,27,63,31,59,32,25,67,24,30,22,31,23,32,23,29,25,70,21,28,23,27,24,30,23,31,21,31,25,32,24,30,24,1.0
29,62,27,61,19,75,19,74,17,15,73,59,77,17,75,16,23,65,24,67,21,66,28,59,29,19,73,18,27,16,28,17,29,17,24,19,76,15,23,17,21,18,27,17,28,15,28,19,29,18,27,18,1.0
32,58,30,57,24,60,31,59,30,26,57,54,63,28,62,28,27,61,28,63,25,62,32,55,33,32,58,31,31,28,32,30,33,28,28,32,63,27,27,31,25,31,31,31,32,27,32,31,32,31,30,31,2.0
34,58,33,57,29,61,32,60,31,29,59,55,63,31,61,30,31,59,32,61,29,60,34,55,35,33,59,32,33,30,34,31,35,31,32,33,62,29,31,31,29,32,33,31,34,29,34,32,34,32,33,32,1.0
36,55,36,54,33,52,39,51,40,36,49,52,54,38,53,38,34,56,35,58,33,57,37,53,38,41,49,40,36,38,37,40,38,38,35,41,54,36,34,40,33,40,36,40,37,36,37,39,36,40,36,40,2.0
34,56,34,56,28,71,22,70,22,20,69,53,72,21,71,21,31,59,31,60,28,59,34,53,35,22,69,22,34,21,34,22,35,21,32,23,72,20,31,22,28,22,34,22,35,20,35,22,34,22,34,22,2.0
24,68,24,67,22,67,25,66,24,21,64,66,70,23,68,22,23,68,23,70,22,69,24,66,25,25,65,24,24,22,24,24,26,23,24,26,69,21,23,24,22,25,24,24,25,21,25,25,25,25,24,24,1.0
21,73,19,72,17,57,37,56,35,33,55,71,59,35,57,34,18,73,19,75,17,74,20,71,21,37,55,36,19,34,20,35,21,35,19,37,58,33,18,35,17,36,19,35,20,33,20,37,21,36,19,36,2.0
14,78,13,77,10,81,11,80,11,7,78,75,83,9,82,9,11,79,12,81,10,80,14,76,15,12,78,11,13,9,14,11,15,9,12,12,83,7,11,11,10,11,13,11,14,7,14,11,14,11,13,11,2.0
33,61,31,60,29,69,25,68,23,21,67,59,71,23,69,22,30,61,31,63,29,62,32,59,33,25,67,24,31,22,32,23,33,23,31,25,70,21,30,23,29,24,31,23,32,21,32,25,33,24,31,24,1.0
33,60,32,59,30,56,37,55,36,34,54,58,58,36,56,35,31,60,32,62,30,61,33,58,34,38,54,37,32,35,33,36,34,36,32,38,57,34,31,36,30,37,32,36,33,34,33,37,33,37,32,37,1.0
27,66,26,65,24,56,37,55,37,35,54,64,57,36,56,36,25,66,26,68,24,67,27,64,28,38,54,37,26,36,27,37,28,36,26,38,57,35,25,37,24,37,26,37,27,35,27,37,27,37,26,37,2.0
26,66,26,65,24,68,22,67,22,16,64,64,72,20,70,19,25,66,26,68,24,67,27,64,28,24,64,23,26,19,27,22,28,20,26,24,71,16,25,22,24,23,26,22,27,16,27,22,26,23,26,23,1.0
29,65,27,64,25,60,33,59,31,28,58,63,63,30,61,29,26,65,27,67,25,66,28,63,29,33,59,32,27,29,28,31,29,30,27,33,62,29,26,31,25,32,27,31,28,29,28,33,29,32,27,32,2.0
29,63,26,62,21,64,29,63,26,23,61,59,67,26,65,25,24,65,25,67,21,66,28,59,29,29,61,28,27,25,28,26,29,26,25,29,66,23,24,27,21,28,27,27,28,23,28,29,29,28,26,28,1.0
19,75,17,74,15,71,23,70,21,19,69,73,73,21,71,20,16,75,17,77,15,76,18,73,19,23,69,22,17,20,18,21,19,21,17,23,72,19,16,21,15,22,17,21,18,19,18,23,19,22,17,22,2.0
27,63,25,62,19,60,30,59,29,22,55,58,64,26,63,26,22,66,23,68,19,67,27,59,28,31,55,30,26,26,27,29,28,26,23,31,64,22,22,30,19,30,26,30,27,22,27,30,27,30,25,30,2.0
4,90,2,89,0,77,17,76,15,13,75,88,79,15,77,14,1,90,2,92,0,91,3,88,4,17,75,16,2,14,3,15,4,15,2,17,78,13,1,15,0,16,2,15,3,13,3,17,4,16,2,16,2.0
32,60,31,59,27,56,37,55,37,35,54,57,57,36,56,36,29,61,30,63,27,62,32,57,33,38,54,37,31,36,32,37,33,36,30,38,57,35,29,37,27,37,31,37,32,35,32,37,32,37,31,37,2.0
11,82,9,81,5,75,19,74,17,15,73,79,77,17,75,16,7,83,8,85,5,84,10,79,11,19,73,18,9,16,10,17,11,17,8,19,76,15,7,17,5,18,9,17,10,15,10,19,11,18,9,18,1.0
29,62,30,61,28,62,29,61,30,28,60,60,64,29,62,29,29,62,29,64,28,63,30,60,31,31,60,30,30,29,30,30,32,30,30,32,63,28,29,30,28,31,30,30,31,28,31,29,29,31,30,30,1.0
38,56,36,55,34,58,36,57,34,32,56,54,60,34,58,33,35,56,36,58,34,57,37,54,38,36,56,35,36,33,37,34,38,34,36,36,59,32,35,34,34,35,36,34,37,32,37,36,38,35,36,35,1.0
26,65,27,64,25,76,14,75,15,11,73,63,79,13,77,13,26,65,26,67,25,66,27,63,28,16,73,15,27,13,27,15,29,14,27,17,78,11,26,15,25,16,27,15,28,11,28,14,26,16,27,15,1.0
31,59,32,58,28,73,18,72,19,17,71,57,75,18,73,18,30,60,30,62,29,61,32,57,33,20,71,19,32,18,32,19,34,19,31,21,74,17,30,19,29,20,32,19,33,17,33,18,31,20,32,19,1.0
27,64,27,64,23,51,39,50,39,31,47,63,55,35,54,35,25,66,25,67,24,66,27,63,28,39,47,39,27,35,27,39,28,35,26,40,55,32,25,39,24,39,27,39,28,32,28,39,27,39,27,39,2.0
37,55,35,54,30,52,42,51,40,38,50,52,54,40,52,39,32,57,33,59,31,58,36,53,37,42,50,41,35,39,36,40,37,40,33,42,53,38,32,40,31,41,35,40,36,38,36,42,37,41,35,41,2.0
39,54,37,53,33,69,25,68,23,21,67,51,71,23,69,22,35,55,36,57,33,56,38,51,39,25,67,24,37,22,38,23,39,23,36,25,70,21,35,23,33,24,37,23,38,21,38,25,39,24,37,24,1.0
31,60,31,59,27,71,19,70,19,13,67,57,75,16,73,16,29,61,29,63,27,62,31,57,32,20,67,19,31,16,31,19,33,17,30,21,74,13,29,19,27,20,31,19,32,13,32,19,31,20,31,19,1.0
29,65,27,64,25,63,31,62,29,27,61,63,65,29,63,28,26,65,27,67,25,66,28,63,29,31,61,30,27,28,28,29,29,29,27,31,64,27,26,29,25,30,27,29,28,27,28,31,29,30,27,30,2.0
30,62,30,61,28,59,33,58,33,31,57,60,61,32,59,32,29,62,29,64,28,63,30,60,31,34,57,33,30,32,30,33,32,33,30,35,60,31,29,33,28,34,30,33,31,31,31,33,30,34,30,33,1.0
24,69,23,68,21,79,13,78,13,10,76,67,81,11,80,11,22,69,23,71,21,70,24,67,25,14,77,13,23,11,24,13,25,11,23,14,81,10,22,13,21,13,23,13,24,10,24,13,24,13,23,13,2.0
32,62,30,61,28,67,27,66,25,23,65,60,69,25,67,24,29,62,30,64,28,63,31,60,32,27,65,26,30,24,31,25,32,25,30,27,68,23,29,25,28,26,30,25,31,23,31,27,32,26,30,26,1.0
22,71,21,70,19,53,39,52,39,35,50,69,55,37,54,37,20,71,21,73,19,72,22,69,23,40,50,39,21,37,22,39,23,37,21,40,55,35,20,39,19,39,21,39,22,35,22,39,22,39,21,39,2.0
26,67,25,66,23,64,28,63,27,24,61,65,67,26,65,25,24,67,25,69,23,68,26,65,27,29,62,28,25,25,26,27,27,26,25,29,66,24,24,27,23,28,25,27,26,24,26,28,26,28,25,28,1.0
33,61,31,60,29,63,31,62,29,27,61,59,65,29,63,28,30,61,31,63,29,62,32,59,33,31,61,30,31,28,32,29,33,29,31,31,64,27,30,29,29,30,31,29,32,27,32,31,33,30,31,30,2.0
38,56,36,55,34,60,34,59,32,30,58,54,62,32,60,31,35,56,36,58,34,57,37,54,38,34,58,33,36,31,37,32,38,32,36,34,61,30,35,32,34,33,36,32,37,30,37,34,38,33,36,33,1.0
38,55,36,54,32,57,36,56,34,30,55,52,60,33,58,32,34,56,35,58,32,57,37,52,38,36,55,35,36,32,37,34,38,33,35,36,59,31,34,34,32,35,36,34,37,31,37,36,38,35,36,35,1.0
30,62,29,61,25,66,26,65,26,22,63,59,68,24,67,24,27,63,28,65,25,64,30,59,31,27,63,26,29,24,30,26,31,24,28,27,68,22,27,26,25,26,29,26,30,22,30,26,30,26,29,26,2.0
25,69,23,68,21,60,33,59,31,28,57,67,63,30,61,29,22,69,23,71,21,70,24,67,25,33,58,32,23,29,24,31,25,30,23,33,62,28,22,31,21,32,23,31,24,28,24,33,25,32,23,32,2.0
25,68,23,67,20,69,25,68,23,21,67,65,71,23,69,22,21,69,22,71,20,70,24,66,25,25,67,24,23,22,24,23,25,23,22,25,70,21,21,23,20,24,23,23,24,21,24,25,25,24,23,24,1.0
27,67,25,66,23,57,37,56,35,33,55,65,59,35,57,34,24,67,25,69,23,68,26,65,27,37,55,36,25,34,26,35,27,35,25,37,58,33,24,35,23,36,25,35,26,33,26,37,27,36,25,36,2.0
33,61,31,60,29,56,38,55,36,34,54,59,58,36,56,35,30,61,31,63,29,62,32,59,33,38,54,37,31,35,32,36,33,36,31,38,57,34,30,36,29,37,31,36,32,34,32,38,33,37,31,37,2.0
29,65,27,64,25,59,35,58,34,32,57,63,60,33,59,33,26,65,27,67,25,66,28,63,29,35,57,34,27,33,28,34,29,33,27,35,60,32,26,34,25,34,27,34,28,32,28,35,29,34,27,34,2.0
34,59,33,58,31,57,35,56,34,30,54,57,60,33,58,32,32,59,33,61,31,60,34,57,35,36,54,35,33,32,34,34,35,33,33,36,59,30,32,34,31,35,33,34,34,30,34,35,34,35,33,35,1.0
28,65,26,64,22,57,37,56,35,33,55,62,59,35,57,34,24,66,25,68,22,67,27,62,28,37,55,36,26,34,27,35,28,35,25,37,58,33,24,35,22,36,26,35,27,33,27,37,28,36,26,36,2.0
32,57,33,56,30,55,33,54,34,31,52,53,58,32,57,32,31,59,31,60,30,60,33,55,34,36,53,34,34,33,33,35,35,33,31,37,58,31,31,36,30,36,33,35,34,32,33,34,32,35,33,35,2.0
19,71,18,70,16,77,13,76,13,11,74,68,79,12,78,12,17,72,18,74,16,73,19,68,21,15,74,13,20,13,20,13,22,13,19,16,79,11,18,15,16,15,19,14,21,11,20,13,19,14,18,14,2.0
9,77,8,76,0,71,19,70,19,17,68,71,74,18,72,18,3,82,4,84,1,83,9,73,11,21,69,19,10,18,10,19,12,19,5,22,73,17,4,20,1,21,9,19,11,17,10,19,9,20,9,20,1.0
16,75,15,74,9,73,19,72,19,15,70,71,75,17,74,17,12,77,13,79,9,78,16,71,17,20,70,19,15,17,16,19,17,17,13,20,75,15,12,19,9,19,15,19,16,15,16,19,16,19,15,19,1.0
