@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
90,28,22,88,56,64,2,3,91,25,67,62,32,92,4,27,33,61,32,25,66,2,90,4,69,3,68,2,91,3,62,4,4,33,5,34,26,32,27,4,4,3,61,3,26,3,5,4,1
93,36,32,91,56,56,1,3,93,36,60,58,38,94,2,36,38,57,37,35,59,2,92,3,60,2,59,1,93,1,58,2,2,37,3,38,35,37,36,2,2,1,57,1,35,1,3,2,1
91,39,33,83,53,53,9,11,85,38,58,54,41,93,2,38,41,53,39,36,57,10,84,11,58,10,57,1,92,1,55,3,10,40,11,41,36,40,38,3,10,2,54,1,37,2,11,3,2
88,37,32,83,53,56,7,9,86,35,59,56,39,90,6,36,39,54,38,34,59,9,85,9,60,9,59,4,89,4,56,6,9,39,10,40,35,39,36,6,9,5,55,5,35,5,10,6,2
83,13,28,94,75,56,0,1,95,33,62,78,16,86,9,34,17,77,15,32,61,0,94,1,62,0,61,7,85,8,79,10,0,16,1,17,32,16,34,10,0,9,78,8,33,9,1,10,1
83,29,35,93,59,57,1,2,94,35,59,63,31,85,11,37,33,62,32,36,58,1,93,2,59,1,58,9,84,10,63,11,1,32,2,33,36,32,37,11,1,10,62,10,36,10,2,11,1
94,36,19,82,52,65,2,4,88,24,67,56,39,95,1,25,39,55,37,22,68,5,87,7,71,6,70,0,94,0,56,1,7,39,8,40,24,38,25,1,7,0,55,0,24,0,8,1,2
94,39,34,90,53,52,0,2,93,37,56,55,39,95,1,39,41,54,40,38,56,2,92,3,57,2,56,0,94,0,55,1,2,40,3,41,38,40,39,1,2,0,54,0,38,0,3,1,2
90,35,40,93,57,52,1,2,94,42,54,59,37,92,4,42,37,58,36,41,53,1,93,2,54,1,53,2,91,3,59,4,1,36,2,37,41,36,42,4,1,3,58,3,41,3,2,4,1
87,36,40,88,56,50,2,5,91,41,53,58,36,88,8,43,38,57,37,42,52,4,90,5,53,4,52,7,87,7,58,8,4,37,5,38,42,37,43,8,4,7,57,7,42,7,5,8,1
80,22,36,94,68,50,0,1,95,40,55,71,24,82,14,41,25,70,23,39,54,0,94,1,55,0,54,12,81,13,71,14,0,24,1,25,40,24,41,14,0,13,70,13,40,13,1,14,1
87,23,26,91,67,64,1,3,93,29,67,70,26,89,7,29,26,69,24,27,66,2,92,3,67,2,66,5,88,6,70,7,2,25,3,26,28,25,29,7,2,6,69,6,28,6,3,7,1
85,38,35,83,52,57,9,11,85,37,59,55,41,89,7,37,41,54,40,36,58,10,84,11,59,10,58,3,88,6,55,7,10,40,11,41,36,40,37,7,10,6,54,6,36,6,11,7,1
94,30,8,75,60,70,3,6,84,16,73,62,32,95,0,16,33,62,32,16,72,5,83,12,79,11,78,0,94,0,63,0,11,32,12,33,16,32,17,1,11,0,62,0,16,0,12,1,1
94,38,19,79,52,73,7,12,84,20,75,54,40,95,0,20,41,54,40,20,73,10,83,12,75,11,74,0,94,0,55,0,11,40,12,41,20,40,21,1,11,0,54,0,20,0,12,1,2
86,22,7,87,66,77,1,3,91,13,81,70,26,89,7,13,26,69,25,12,79,1,90,5,83,4,82,4,88,6,70,7,4,25,5,26,12,25,13,7,4,6,69,6,12,6,5,7,1
94,32,12,91,58,74,1,3,93,17,79,61,35,95,1,17,35,60,33,15,78,2,92,3,79,2,78,0,94,0,61,1,2,34,3,35,16,34,17,1,2,0,60,0,16,0,3,1,1
86,38,33,83,54,59,7,10,86,35,61,56,40,88,8,35,40,55,39,34,60,9,85,10,61,9,60,6,87,7,56,8,9,39,10,40,34,39,35,8,9,7,55,7,34,7,10,8,2
90,26,12,86,60,72,2,4,90,15,76,65,28,92,4,18,30,64,28,15,74,2,89,5,78,3,77,2,91,3,65,4,5,30,6,31,17,28,18,4,5,3,64,3,17,3,6,4,2
87,25,26,91,65,62,1,2,93,29,65,68,27,89,7,30,27,67,27,29,64,1,92,2,66,2,65,5,88,6,68,7,2,27,3,28,29,27,30,7,2,6,67,6,29,6,3,7,1
85,25,36,93,67,54,1,2,94,38,57,69,26,87,9,39,27,68,26,38,56,1,93,2,57,1,56,7,86,8,69,9,1,26,2,27,38,26,39,9,1,8,68,8,38,8,2,9,1
83,34,36,87,58,56,5,7,89,38,58,60,36,85,11,38,36,59,35,37,57,6,88,7,58,6,57,9,84,10,60,11,6,35,7,36,37,35,38,11,6,10,59,10,37,10,7,11,1
92,29,32,91,59,58,1,3,93,35,61,63,33,93,3,35,33,62,32,34,60,2,92,3,61,2,60,2,92,2,63,3,2,32,3,33,34,32,35,3,2,2,62,2,34,2,3,3,1
85,42,35,90,50,53,2,4,92,39,57,51,44,87,8,39,44,51,43,38,56,3,91,4,57,3,56,7,86,8,52,9,3,43,4,44,38,43,39,9,3,8,51,8,38,8,4,9,2
86,32,28,76,56,62,12,16,80,31,65,59,36,88,7,31,36,59,34,29,63,14,79,16,65,14,64,6,87,7,60,8,15,35,16,36,30,34,31,8,15,7,59,7,30,7,16,8,1
94,44,27,80,46,65,10,13,83,29,67,48,47,95,0,29,47,48,46,28,66,12,82,13,67,12,66,0,94,0,49,1,12,46,13,47,28,46,29,1,12,0,48,0,28,0,13,1,2
82,31,35,90,59,51,2,4,92,40,56,62,34,85,11,40,34,61,33,39,54,2,91,4,56,3,55,8,84,10,62,11,3,33,4,34,39,33,40,11,3,10,61,10,39,10,4,11,1
77,31,43,93,61,49,1,2,94,45,51,63,33,79,17,45,33,62,32,44,50,1,93,2,51,1,50,15,78,16,63,17,1,32,2,33,44,32,45,17,1,16,62,16,44,16,2,17,1
93,30,21,91,62,69,1,2,93,24,71,64,32,94,2,24,32,63,30,22,70,1,92,3,72,1,71,1,93,1,64,2,2,31,3,32,23,30,24,2,2,1,63,1,23,1,3,2,2
86,26,36,84,58,54,6,9,87,39,57,63,32,88,7,39,32,63,31,38,56,8,86,9,57,8,56,6,87,7,64,8,8,31,9,32,38,31,39,8,8,7,63,7,38,7,9,8,1
94,38,25,81,52,65,7,10,85,27,67,54,40,95,0,27,41,54,39,26,66,9,84,11,68,9,67,0,94,0,55,0,10,40,11,41,27,39,28,1,10,0,54,0,27,0,11,1,2
86,35,31,78,57,61,14,16,80,33,63,59,37,88,8,33,37,57,36,32,62,15,79,16,63,15,62,6,87,6,59,8,15,36,16,37,32,36,33,8,15,7,58,7,32,7,16,8,2
79,30,46,93,62,46,1,2,94,48,48,64,32,81,15,48,32,63,31,47,47,1,93,2,48,1,47,13,80,14,64,15,1,31,2,32,47,31,48,15,1,14,63,14,47,14,2,15,1
93,45,27,77,45,63,15,16,79,30,65,48,48,94,2,30,48,47,47,29,65,16,78,17,66,16,65,1,93,1,48,2,16,47,17,48,29,47,30,2,16,1,47,1,29,1,17,2,2
78,31,40,87,59,52,5,7,89,42,54,62,34,80,16,42,34,61,33,41,53,6,88,7,54,6,53,14,79,15,62,16,6,33,7,34,41,33,42,16,6,15,61,15,41,15,7,16,1
94,52,27,86,40,65,2,6,90,28,67,42,53,95,1,29,54,41,53,28,66,5,89,6,67,5,66,0,94,0,42,1,5,53,6,54,28,53,29,1,5,0,41,0,28,0,6,1,2
94,39,35,85,53,57,7,9,87,37,59,55,41,95,1,37,41,54,40,36,58,8,86,9,59,8,58,0,94,0,55,1,8,40,9,41,36,40,37,1,8,0,54,0,36,0,9,1,2
84,35,39,82,55,49,8,10,85,42,52,58,37,88,8,43,38,57,36,41,52,10,84,11,53,10,52,4,87,7,58,8,10,37,11,38,42,37,43,8,10,7,57,7,42,7,11,8,2
85,33,35,80,59,57,12,14,82,37,59,61,35,87,9,37,35,60,34,36,58,13,81,14,59,13,58,7,86,8,61,9,13,34,14,35,36,34,37,9,13,8,60,8,36,8,14,9,1
92,42,41,89,50,49,3,5,91,44,52,52,44,93,3,44,44,51,43,43,51,4,90,5,52,4,51,2,92,2,52,3,4,43,5,44,43,43,44,3,4,2,51,2,43,2,5,3,2
80,32,39,89,58,53,3,5,91,41,55,61,35,83,13,41,35,60,34,40,54,4,90,5,55,4,54,10,82,12,61,13,4,34,5,35,40,34,41,13,4,12,60,12,40,12,5,13,1
88,43,36,82,49,56,6,10,86,38,58,51,45,90,6,38,45,50,44,37,57,9,85,10,58,9,57,4,89,5,51,6,9,44,10,45,37,44,38,6,9,5,50,5,37,5,10,6,2
93,45,32,81,47,58,11,13,83,35,61,49,47,94,2,35,47,48,46,34,60,12,82,13,61,12,60,1,93,1,49,2,12,46,13,47,34,46,35,2,12,1,48,1,34,1,13,2,2
84,34,35,93,58,57,1,2,94,36,59,60,35,86,10,37,36,59,35,36,58,1,93,2,59,1,58,8,85,9,60,10,1,35,2,36,36,35,37,10,1,9,59,9,36,9,2,10,1
82,28,33,86,58,59,6,8,88,34,61,62,32,84,11,34,33,62,32,34,60,7,87,8,61,7,60,10,83,11,63,11,7,32,8,33,34,32,35,12,7,11,62,11,34,11,8,12,2
80,28,39,93,64,53,1,2,94,41,55,66,30,82,14,41,30,65,29,40,54,1,93,2,55,1,54,12,81,13,66,14,1,29,2,30,40,29,41,14,1,13,65,13,40,13,2,14,1
87,35,37,85,57,55,7,9,87,38,57,59,36,90,6,39,37,58,36,38,56,8,86,9,57,8,56,3,89,5,59,6,8,36,9,37,38,36,39,6,8,5,58,5,38,5,9,6,1
94,30,20,92,56,70,0,1,94,23,72,61,35,95,1,23,35,60,33,21,71,0,93,2,73,0,72,0,94,0,61,1,1,34,2,35,22,33,23,1,1,0,60,0,22,0,2,1,1
82,32,38,93,60,54,1,2,94,40,56,62,34,84,12,40,34,61,33,39,55,1,93,2,56,1,55,10,83,11,62,12,1,33,2,34,39,33,40,12,1,11,61,11,39,11,2,12,1
85,38,45,91,54,47,1,3,93,46,49,56,39,87,9,47,40,55,39,46,48,2,92,3,49,2,48,7,86,8,56,9,2,39,3,40,46,39,47,9,2,8,55,8,46,8,3,9,2
78,31,47,93,61,45,1,2,94,48,47,63,32,80,16,49,33,62,32,48,46,1,93,2,47,1,46,14,79,15,63,16,1,32,2,33,48,32,49,16,1,15,62,15,48,15,2,16,1
87,36,38,92,52,50,0,0,94,42,52,55,40,89,6,42,40,55,38,40,52,0,93,2,54,0,53,5,88,6,56,7,1,39,2,40,41,38,42,7,1,6,55,6,41,6,2,7,2
77,32,42,93,60,50,1,2,94,44,52,62,34,79,17,44,34,61,33,43,51,1,93,2,52,1,51,15,78,16,62,17,1,33,2,34,43,33,44,17,1,16,61,16,43,16,2,17,1
78,35,43,93,57,49,1,2,94,45,51,59,37,80,16,45,37,58,36,44,50,1,93,2,51,1,50,14,79,15,59,16,1,36,2,37,44,36,45,16,1,15,58,15,44,15,2,16,1
94,27,15,86,61,75,4,7,89,16,78,64,29,95,0,17,31,64,29,16,76,5,88,7,78,5,77,0,94,0,65,0,6,30,7,31,17,29,18,1,6,0,64,0,17,0,7,1,2
94,43,23,76,47,67,16,17,78,25,69,49,45,95,0,25,46,49,44,24,69,17,77,18,70,17,69,0,94,0,50,0,17,45,18,46,25,45,26,1,17,0,49,0,25,0,18,1,2
83,28,35,94,64,55,0,1,95,37,58,64,29,86,8,37,30,65,29,37,57,0,94,1,58,0,57,7,85,9,66,9,0,29,1,30,37,29,38,10,0,9,65,9,37,9,1,10,1
79,27,39,93,65,53,1,2,94,41,55,67,29,81,15,41,29,66,28,40,54,1,93,2,55,1,54,13,80,14,67,15,1,28,2,29,40,28,41,15,1,14,66,14,40,14,2,15,1
79,28,35,86,64,51,4,6,89,39,55,66,29,81,15,40,30,65,29,39,55,6,88,7,56,6,55,13,80,14,66,15,6,29,7,30,39,29,40,15,6,14,65,14,39,14,7,15,1
93,21,9,87,67,73,1,2,91,14,77,71,23,94,2,16,23,70,22,13,78,3,90,3,80,3,79,1,93,1,71,2,4,24,5,25,15,23,16,2,4,1,70,1,15,1,5,2,1
87,37,41,93,55,51,1,2,94,42,53,57,38,89,7,43,39,56,38,42,52,1,93,2,53,1,52,5,88,6,57,7,1,38,2,39,42,38,43,7,1,6,56,6,42,6,2,7,1
92,42,37,83,50,53,5,9,87,40,56,52,44,94,2,40,44,51,43,39,55,8,86,9,56,8,55,0,93,1,52,2,8,43,9,44,39,43,40,2,8,1,51,1,39,1,9,2,2
84,35,43,93,55,45,1,2,94,47,49,56,38,87,7,47,38,57,37,46,48,1,93,2,49,1,48,6,86,8,58,9,1,37,2,38,46,37,47,9,1,8,57,8,46,8,2,9,2
86,20,26,85,66,64,7,9,87,29,67,70,25,88,7,29,25,70,24,28,66,8,86,9,67,8,66,6,87,7,71,8,8,24,9,25,28,24,29,8,8,7,70,7,28,7,9,8,1
94,35,34,89,55,54,1,3,92,37,57,58,37,95,1,38,38,57,36,36,56,2,91,4,58,2,57,0,94,0,58,1,3,37,4,38,37,36,38,1,3,0,57,0,37,0,4,1,2
76,29,44,93,63,48,1,2,94,45,50,65,30,78,18,46,31,64,30,45,49,1,93,2,50,1,49,16,77,17,65,18,1,30,2,31,45,30,46,18,1,17,64,17,45,17,2,18,1
85,37,36,82,55,56,10,12,84,38,58,57,39,87,9,38,39,56,38,37,57,11,83,12,58,11,57,7,86,8,57,9,11,38,12,39,37,38,38,9,11,8,56,8,37,8,12,9,1
93,42,25,76,48,65,16,17,78,28,67,51,45,94,2,28,45,50,44,27,67,17,77,18,68,17,67,1,93,1,51,2,17,44,18,45,27,44,28,2,17,1,50,1,27,1,18,2,2
79,33,42,93,59,50,1,2,94,43,52,61,34,83,13,44,35,60,34,43,51,1,93,2,52,1,51,9,82,12,61,13,1,34,2,35,43,34,44,13,1,12,60,12,43,12,2,13,1
94,40,28,78,50,62,14,15,80,30,64,53,42,95,1,31,43,52,42,30,64,15,79,16,65,15,64,0,94,0,53,1,15,42,16,43,30,42,31,1,15,0,52,0,30,0,16,1,2
89,36,33,87,54,55,5,6,89,36,58,55,38,91,3,36,39,56,38,36,58,6,88,7,59,6,58,3,90,4,57,4,6,38,7,39,36,38,37,5,6,4,56,4,36,4,7,5,2
80,28,35,84,60,51,6,9,87,40,56,64,32,83,13,40,32,63,31,39,55,8,86,9,56,8,55,10,82,12,64,13,8,31,9,32,39,31,40,13,8,12,63,12,39,12,9,13,1
89,39,28,81,51,64,11,13,83,29,66,53,41,91,4,29,42,53,41,29,65,12,82,13,66,12,65,3,90,4,54,4,12,41,13,42,29,41,30,5,12,4,53,4,29,4,13,5,2
79,31,44,93,61,48,1,2,94,46,50,63,33,81,15,46,33,62,32,45,49,1,93,2,50,1,49,13,80,14,63,15,1,32,2,33,45,32,46,15,1,14,62,14,45,14,2,15,1
93,35,31,90,53,61,2,4,92,32,63,57,38,94,2,33,39,56,38,32,62,3,91,4,63,3,62,1,93,1,57,2,3,38,4,39,32,38,33,2,3,1,56,1,32,1,4,2,1
94,42,37,83,50,53,9,11,85,40,56,52,44,95,1,40,44,51,43,39,55,10,84,11,56,10,55,0,94,0,52,1,10,43,11,44,39,43,40,1,10,0,51,0,39,0,11,1,2
83,42,38,84,50,52,6,9,87,41,55,51,44,86,9,41,44,51,43,40,53,7,86,9,55,8,54,7,85,9,52,10,8,43,9,44,40,43,41,10,8,9,51,9,40,9,9,10,2
93,54,34,94,36,56,0,0,95,35,58,39,55,94,2,37,57,38,55,35,58,0,94,1,59,0,58,1,93,1,39,2,0,56,1,57,36,56,37,2,0,1,38,1,36,1,1,2,2
84,29,33,84,61,57,8,10,86,36,60,63,32,86,9,36,32,63,31,35,59,9,85,10,60,9,59,8,85,9,64,10,9,31,10,32,35,31,36,10,9,9,63,9,35,9,10,10,1
94,36,21,90,54,69,2,3,92,24,71,57,39,95,1,24,39,56,38,23,71,3,91,4,72,3,71,0,94,0,57,1,3,38,4,39,23,38,24,1,3,0,56,0,23,0,4,1,1
79,29,41,93,63,51,1,2,94,43,53,65,31,81,15,43,31,64,30,42,52,1,93,2,53,1,52,13,80,14,65,15,1,30,2,31,42,30,43,15,1,14,64,14,42,14,2,15,1
90,44,24,76,46,66,16,17,78,26,68,49,46,92,4,27,46,48,46,26,68,17,77,17,69,17,68,2,91,3,49,4,17,46,18,47,26,46,27,4,17,3,48,3,26,3,18,4,2
86,24,35,93,68,55,1,2,94,37,58,70,25,88,8,38,26,69,25,37,57,1,93,2,58,1,57,6,87,7,70,8,1,25,2,26,37,25,38,8,1,7,69,7,37,7,2,8,1
80,29,42,93,63,50,1,2,94,44,52,65,31,82,14,44,31,64,30,43,51,1,93,2,52,1,51,12,81,13,65,14,1,30,2,31,43,30,44,14,1,13,64,13,43,13,2,14,1
80,23,37,93,69,53,1,2,94,40,56,70,25,82,13,40,25,70,24,39,55,1,93,2,56,1,55,12,81,13,71,14,1,24,2,25,39,24,40,14,1,13,70,13,39,13,2,14,1
84,32,32,81,60,58,11,13,83,35,61,62,34,86,10,35,34,61,33,34,60,12,82,13,61,12,60,8,85,9,62,10,12,33,13,34,34,33,35,10,12,9,61,9,34,9,13,10,1
85,15,34,94,73,56,0,1,95,36,59,75,18,87,7,36,19,76,18,36,58,0,94,1,59,0,58,7,86,8,77,8,0,18,1,19,36,18,37,9,0,8,76,8,36,8,1,9,1
93,43,36,84,49,56,8,10,86,38,58,51,45,94,2,38,45,50,44,37,57,9,85,10,58,9,57,1,93,1,51,2,9,44,10,45,37,44,38,2,9,1,50,1,37,1,10,2,2
80,25,31,90,65,53,2,4,92,37,59,68,28,82,14,37,28,67,27,36,58,3,91,4,59,3,58,12,81,13,68,14,3,27,4,28,36,27,37,14,3,13,67,13,36,13,4,14,1
94,34,27,94,48,55,0,0,95,32,61,54,39,95,0,34,41,54,37,30,61,0,94,1,62,0,61,0,94,0,55,1,0,40,1,41,33,40,34,1,0,0,54,0,33,0,1,1,2
86,31,37,90,61,55,2,4,92,39,57,63,33,88,8,39,33,62,32,38,56,3,91,4,57,3,56,6,87,7,63,8,3,32,4,33,38,32,39,8,3,7,62,7,38,7,4,8,1
91,46,33,82,44,59,8,11,85,34,61,47,48,93,3,35,49,46,48,34,60,10,84,11,61,10,60,1,92,2,47,3,10,48,11,49,34,48,35,3,10,2,46,2,34,2,11,3,2
94,44,30,81,46,62,9,12,84,32,64,48,47,95,0,32,47,48,46,31,63,11,83,12,64,11,63,0,94,0,49,1,11,46,12,47,31,46,32,1,11,0,48,0,31,0,12,1,2
82,31,41,93,61,51,1,2,94,42,53,63,32,85,11,43,33,62,32,42,52,1,93,2,53,1,52,8,84,10,63,11,1,32,2,33,42,32,43,11,1,10,62,10,42,10,2,11,1
90,44,31,78,48,59,12,15,81,33,62,50,45,91,5,34,46,49,44,32,61,14,80,15,62,14,61,4,90,4,50,5,14,45,15,46,33,45,34,5,14,4,49,4,33,4,15,5,2
80,32,35,88,54,57,4,6,90,36,59,59,36,84,12,37,37,58,36,36,58,5,89,6,59,5,58,8,83,11,59,12,5,36,6,37,36,36,37,12,5,11,58,11,36,11,6,12,1
84,27,32,81,61,56,13,14,82,34,60,65,29,87,9,36,31,64,30,35,59,13,81,14,60,13,59,6,86,8,65,9,13,30,14,31,35,30,36,9,13,8,64,8,35,8,14,9,1
94,36,26,82,54,66,10,12,84,27,68,57,38,95,1,28,39,56,38,27,67,11,83,12,68,11,67,0,94,0,57,1,11,38,12,39,27,38,28,1,11,0,56,0,27,0,12,1,2
79,31,34,84,59,58,8,9,86,34,59,62,32,83,13,36,33,61,33,35,59,9,85,9,60,9,59,9,82,12,62,13,9,33,10,34,35,33,36,13,9,12,61,12,35,12,10,13,1
89,37,31,90,53,61,2,4,92,31,63,56,38,92,4,33,40,55,39,32,62,3,91,4,63,3,62,1,91,3,56,4,3,39,4,40,32,39,33,4,3,3,55,3,32,3,4,4,1
94,26,22,90,64,64,2,3,92,27,68,67,29,95,1,27,29,66,27,25,67,2,91,4,69,2,68,0,94,0,67,1,3,28,4,29,26,27,27,1,3,0,66,0,26,0,4,1,2
77,31,46,93,61,46,1,2,94,48,48,63,33,79,17,48,33,62,32,47,47,1,93,2,48,1,47,15,78,16,63,17,1,32,2,33,47,32,48,17,1,16,62,16,47,16,2,17,1
90,34,36,91,56,54,1,3,93,38,57,59,36,92,4,39,37,58,36,38,56,2,92,3,57,2,56,2,91,3,59,4,2,36,3,37,38,36,39,4,2,3,58,3,38,3,3,4,1
92,37,41,85,55,49,5,8,88,44,52,56,39,94,1,44,39,56,38,43,51,7,87,8,52,7,51,0,93,1,57,2,7,38,8,39,43,38,44,2,7,1,56,1,43,1,8,2,2
82,21,36,94,67,52,0,1,95,40,56,71,25,84,12,40,25,70,24,39,55,0,94,1,56,0,55,10,83,11,71,12,0,24,1,25,39,24,40,12,0,11,70,11,39,11,1,12,1
82,32,37,93,60,55,1,2,94,39,57,62,34,85,11,39,34,61,33,38,56,1,93,2,57,1,56,8,84,10,62,11,1,33,2,34,38,33,39,11,1,10,61,10,38,10,2,11,1
83,31,34,85,61,58,5,8,88,36,60,63,33,85,11,36,33,62,32,35,59,7,87,8,60,7,59,9,84,10,63,11,7,32,8,33,35,32,36,11,7,10,62,10,35,10,8,11,2
93,23,26,92,69,60,0,2,94,31,65,70,25,94,1,31,25,70,24,30,64,1,93,2,65,1,64,1,93,1,71,2,1,24,2,25,30,24,31,2,1,1,70,1,30,1,2,2,2
84,23,28,91,67,62,1,2,93,30,64,70,25,87,9,31,26,69,25,30,63,1,92,3,65,2,64,6,86,8,70,9,2,25,3,26,30,25,31,9,2,8,69,8,30,8,3,9,1
91,36,37,82,54,55,4,9,87,39,57,57,39,93,3,39,39,56,38,38,56,8,86,9,57,8,56,1,92,2,57,3,8,38,9,39,38,38,39,3,8,2,56,2,38,2,9,3,2
84,40,33,81,48,59,9,12,84,34,61,52,43,88,8,35,44,51,43,34,60,11,83,12,61,11,60,4,87,7,52,8,11,43,12,44,34,43,35,8,11,7,51,7,34,7,12,8,1
74,27,46,93,65,46,1,2,94,47,48,67,28,76,20,48,29,66,28,47,47,1,93,2,48,1,47,18,75,19,67,20,1,28,2,29,47,28,48,20,1,19,66,19,47,19,2,20,1
79,25,33,92,63,53,0,1,94,38,57,67,29,82,14,38,29,66,28,37,57,1,93,2,58,1,57,11,81,13,67,14,1,28,2,29,37,28,38,14,1,13,66,13,37,13,2,14,1
82,33,38,90,59,54,2,4,92,40,56,61,35,84,12,40,35,60,34,39,55,3,91,4,56,3,55,10,83,11,61,12,3,34,4,35,39,34,40,12,3,11,60,11,39,11,4,12,1
94,40,34,83,52,58,9,11,85,36,60,54,42,95,1,36,42,53,41,35,59,10,84,11,60,10,59,0,94,0,54,1,10,41,11,42,35,41,36,1,10,0,53,0,35,0,11,1,2
94,34,23,91,56,65,1,2,93,26,68,59,36,95,1,27,36,58,35,25,67,1,92,2,69,1,68,0,94,0,59,1,2,36,3,37,26,35,27,1,2,0,58,0,26,0,3,1,2
92,37,46,89,55,44,3,5,91,49,47,56,39,94,1,49,39,56,38,48,46,4,90,5,47,4,46,0,93,1,57,2,4,38,5,39,48,38,49,2,4,1,56,1,48,1,5,2,2
90,33,38,87,55,50,5,6,89,41,53,57,36,92,2,41,37,58,36,41,53,6,88,7,54,6,53,2,91,3,59,3,6,36,7,37,41,36,42,4,6,3,58,3,41,3,7,4,2
94,37,22,77,53,70,13,16,80,23,72,55,39,95,0,23,40,55,39,23,71,15,79,16,72,15,71,0,94,0,56,0,15,39,16,40,23,39,24,1,15,0,55,0,23,0,16,1,2
79,27,37,85,63,53,7,9,87,39,56,66,29,81,15,40,30,65,29,39,55,8,86,9,56,8,55,13,80,14,66,15,8,29,9,30,39,29,40,15,8,14,65,14,39,14,9,15,1
92,38,47,94,50,43,0,0,95,49,45,53,41,94,1,50,42,53,39,47,45,0,94,1,46,0,45,0,93,1,54,2,0,41,1,42,49,41,50,2,0,1,53,1,49,1,1,2,1
78,25,32,88,65,48,2,5,91,38,56,66,26,81,13,38,28,66,26,38,54,3,90,5,56,4,55,12,80,13,68,13,4,27,5,28,38,27,40,15,4,14,67,13,39,14,5,15,1
78,33,46,93,59,46,1,2,94,48,48,61,35,80,16,48,35,60,34,47,47,1,93,2,48,1,47,14,79,15,61,16,1,34,2,35,47,34,48,16,1,15,60,15,47,15,2,16,1
79,26,37,93,66,55,1,2,94,39,57,68,28,81,15,39,28,67,27,38,56,1,93,2,57,1,56,13,80,14,68,15,1,27,2,28,38,27,39,15,1,14,67,14,38,14,2,15,1
80,31,43,90,61,49,2,4,92,45,51,63,33,82,14,45,33,62,32,44,50,3,91,4,51,3,50,12,81,13,63,14,3,32,4,33,44,32,45,14,3,13,62,13,44,13,4,14,1
79,26,34,86,62,52,6,8,88,39,57,66,30,82,14,39,30,65,29,38,56,7,87,8,57,7,56,11,81,13,66,14,7,29,8,30,38,29,39,14,7,13,65,13,38,13,8,14,1
85,38,41,94,52,51,0,0,95,43,52,54,41,87,8,43,41,54,40,42,52,0,94,1,53,0,52,7,86,8,55,9,0,40,1,41,42,40,43,9,0,8,54,8,42,8,1,9,2
80,33,33,82,59,59,12,13,83,35,61,61,35,82,14,35,35,60,34,34,60,12,82,13,61,12,60,12,81,13,61,14,12,34,13,35,34,34,35,14,12,13,60,13,34,13,13,14,1
79,29,45,93,63,47,1,2,94,47,49,65,31,81,15,47,31,64,30,46,48,1,93,2,49,1,48,13,80,14,65,15,1,30,2,31,46,30,47,15,1,14,64,14,46,14,2,15,1
77,27,36,85,63,54,9,10,86,38,57,66,29,79,17,39,30,65,29,38,56,9,85,10,57,9,56,15,78,16,66,17,9,29,10,30,38,29,39,17,9,16,65,16,38,16,10,17,1
80,28,33,84,62,59,10,11,85,35,61,65,31,82,14,35,31,64,30,34,60,10,84,11,61,10,60,12,81,13,65,14,10,30,11,31,34,30,35,14,10,13,64,13,34,13,11,14,1
90,37,37,89,55,55,3,4,91,39,56,57,39,91,5,39,39,56,38,38,56,4,90,5,57,4,56,4,90,4,57,5,4,38,5,39,38,38,39,5,4,4,56,4,38,4,5,5,1
88,28,30,91,62,60,1,3,93,32,63,65,30,90,6,33,31,64,29,31,61,1,92,3,63,1,62,4,89,5,65,6,2,30,3,31,32,29,33,6,2,5,64,5,32,5,3,6,1
93,45,35,93,39,49,1,2,94,36,55,45,46,94,2,41,51,44,46,36,54,1,93,2,55,1,54,1,93,1,45,2,1,50,2,51,40,50,41,2,1,1,44,1,40,1,2,2,1
80,23,35,88,65,57,4,6,90,35,59,68,25,84,11,36,27,67,26,36,58,5,89,6,59,5,58,8,83,10,69,11,5,26,6,27,36,26,37,12,5,11,68,11,36,11,6,12,1
