@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute destClass {1,2}

@data
77,85,4,4,88,11,80,15,4,90,8,86,90,5,6,88,81,6,5,5,80,13,89,5,5,88,8,6,6,86,6,15,5,14,4,87,4,89,7,13,80,5,7,5,8,15,2.0
78,87,6,2,84,12,80,14,3,92,5,89,87,8,4,90,81,8,3,8,79,14,86,7,3,90,6,9,5,88,4,15,3,14,3,89,2,91,5,14,80,8,5,8,5,15,1.0
72,85,4,4,88,14,76,19,4,90,8,86,90,5,6,88,77,6,5,5,76,17,89,5,5,88,8,6,6,86,6,19,5,18,4,87,4,89,7,17,76,5,7,5,8,19,2.0
79,87,6,3,84,11,80,14,4,91,7,88,87,7,5,89,82,9,4,8,80,12,86,7,5,89,7,9,5,88,5,14,4,13,4,88,4,90,5,13,81,7,6,8,7,14,2.0
76,75,7,3,85,14,78,16,3,91,17,76,87,8,5,78,79,8,4,8,78,15,86,8,15,89,18,9,16,76,5,17,4,16,3,77,3,90,17,15,78,8,17,8,17,17,1.0
76,84,5,3,87,10,80,14,4,91,7,87,89,6,5,88,81,6,4,6,80,13,88,6,4,89,8,7,6,86,5,15,4,14,3,87,3,90,7,13,80,6,7,6,7,15,1.0
75,75,6,3,84,13,78,15,4,91,16,77,87,8,4,78,79,8,4,8,77,15,86,7,15,89,18,9,16,76,5,17,3,16,3,77,3,90,16,15,78,7,17,7,17,16,1.0
77,86,5,3,87,13,79,16,3,91,7,87,89,6,5,89,80,7,4,6,79,14,88,6,4,89,7,7,5,88,5,16,4,15,4,88,4,90,6,15,79,6,6,6,7,16,1.0
76,88,6,3,84,12,79,16,4,91,6,89,87,8,5,90,80,9,4,8,78,14,86,7,4,89,6,9,4,88,5,16,3,15,3,89,3,90,4,14,79,7,5,7,6,16,2.0
74,88,4,3,88,14,77,18,4,91,6,89,90,5,5,90,78,6,4,5,77,16,89,5,4,89,6,6,4,88,5,18,4,17,3,89,3,90,5,16,77,5,5,5,6,18,2.0
77,73,7,3,83,13,79,15,4,91,19,75,86,9,5,76,80,9,4,9,78,14,85,8,17,89,20,10,18,74,5,16,3,15,3,75,3,90,18,14,79,8,19,8,19,16,1.0
78,82,5,3,87,12,80,14,4,91,9,85,89,6,5,86,81,6,4,6,80,14,88,6,6,89,10,7,9,84,5,15,4,14,4,85,3,90,9,14,80,6,9,6,9,15,1.0
74,86,3,3,89,12,78,16,4,91,6,88,91,4,4,89,79,5,4,4,78,16,90,4,4,89,7,5,6,87,5,17,4,16,4,88,3,90,6,16,78,4,6,4,7,16,2.0
77,76,8,3,84,13,79,15,4,91,16,78,86,9,5,79,80,9,4,9,79,14,85,9,14,89,17,10,15,77,5,16,4,15,3,78,3,90,16,14,79,9,16,9,16,16,1.0
79,87,6,2,84,11,80,14,3,92,7,88,87,7,4,89,82,9,3,8,80,12,86,7,5,90,7,9,5,88,4,14,3,13,3,88,3,91,5,13,81,7,6,8,7,14,2.0
78,76,6,2,84,12,80,14,3,92,16,78,87,8,4,79,81,8,3,8,79,13,86,7,14,90,17,9,15,78,4,15,3,14,3,78,3,91,15,14,80,7,16,8,16,15,1.0
79,88,4,3,86,9,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
61,82,4,3,88,19,68,26,4,91,9,85,90,5,5,86,69,5,4,5,68,26,89,5,6,89,10,6,9,84,5,27,4,26,4,85,3,90,9,26,68,5,9,5,9,27,2.0
72,76,5,3,87,14,76,17,4,91,15,78,89,6,4,79,77,6,4,6,76,17,88,6,14,89,17,7,15,77,5,19,4,18,3,78,3,90,16,17,76,6,16,6,16,18,1.0
76,77,7,2,83,12,78,14,3,92,14,79,86,8,3,80,80,9,3,9,78,14,85,8,13,90,16,10,14,79,4,16,3,15,3,79,3,91,14,15,79,8,15,9,15,15,1.0
81,87,6,3,84,9,82,12,4,91,7,88,87,7,5,89,84,9,4,8,82,10,86,7,5,89,7,9,5,87,5,12,3,11,3,88,3,90,5,10,83,7,6,7,7,12,2.0
77,75,4,2,86,11,79,14,3,92,16,78,89,5,4,79,81,6,3,6,79,13,88,5,13,90,17,7,15,77,4,15,2,14,2,78,2,91,15,13,80,5,16,5,16,15,1.0
78,81,4,2,86,12,79,15,3,92,9,86,89,5,4,87,81,7,3,6,80,13,88,6,3,90,9,7,7,85,4,15,3,14,2,86,2,91,8,13,80,6,8,6,9,15,1.0
79,82,7,2,83,11,80,14,3,92,11,84,86,8,4,85,82,10,3,9,80,13,85,8,8,90,11,10,10,83,4,14,3,13,3,84,2,91,10,13,81,9,10,9,11,14,1.0
78,80,7,2,83,12,79,14,3,92,12,82,86,8,4,83,81,9,3,9,79,13,85,8,10,90,13,10,11,81,4,15,2,14,2,82,2,91,11,13,80,8,12,8,12,15,1.0
79,88,5,2,85,11,81,14,3,92,6,89,88,7,4,90,82,8,3,7,80,12,87,6,4,90,6,8,4,89,4,14,3,13,3,89,3,91,4,13,81,6,5,7,6,14,2.0
69,78,5,2,85,17,73,20,3,92,12,81,88,7,3,82,74,7,3,7,72,20,87,6,10,90,14,8,12,80,4,22,2,21,2,81,2,91,12,20,73,6,13,6,13,21,2.0
77,75,7,2,83,13,78,15,3,92,17,77,86,8,4,78,80,9,3,9,79,14,85,9,15,90,18,10,16,76,4,16,3,15,2,77,2,91,17,14,79,9,17,9,17,16,1.0
79,87,6,2,84,9,81,12,3,92,6,88,87,7,3,89,83,9,3,8,81,11,86,7,5,90,7,9,5,88,4,13,3,12,3,88,3,91,5,12,82,7,6,8,7,12,2.0
78,77,7,3,85,12,80,14,4,91,15,79,87,8,5,80,81,8,4,8,80,13,86,8,13,89,16,9,14,78,5,15,4,14,3,79,3,90,15,13,80,8,15,8,15,15,1.0
77,88,6,2,84,11,80,14,3,92,5,89,87,8,3,90,81,9,3,8,79,13,86,7,4,90,6,9,4,89,4,15,3,14,3,89,3,91,4,14,80,7,5,8,6,14,2.0
77,89,6,2,84,13,79,16,3,92,5,90,87,8,4,91,80,9,3,8,78,15,86,7,3,90,5,9,4,89,4,16,3,15,3,90,2,91,4,15,79,8,4,8,5,16,1.0
78,88,4,3,86,10,80,14,4,91,6,89,89,5,5,90,82,7,4,6,80,12,88,5,4,89,6,7,4,88,5,14,3,13,3,89,3,90,4,12,81,5,5,5,6,14,2.0
81,88,6,2,84,9,82,12,3,92,6,89,87,7,4,90,84,9,3,8,82,10,86,7,4,90,6,9,4,89,4,12,3,11,3,89,3,91,4,11,83,7,5,8,6,12,2.0
61,84,4,3,88,31,63,33,5,91,9,87,90,6,5,87,63,6,4,5,62,32,89,5,6,89,9,6,8,85,5,33,4,32,4,86,3,90,8,32,62,5,8,5,9,33,2.0
78,88,6,2,84,12,80,15,3,92,6,89,87,8,4,90,81,9,3,8,79,13,86,7,4,90,6,9,4,89,4,15,3,14,3,89,3,91,4,14,80,7,5,8,6,15,1.0
71,85,4,3,88,17,74,21,4,91,8,87,90,5,5,88,75,6,4,5,74,19,89,5,5,89,8,6,6,86,5,21,4,20,3,87,3,90,7,19,74,5,7,5,8,21,2.0
78,88,5,3,85,12,79,15,4,91,6,89,88,6,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
78,89,7,2,83,12,79,15,3,92,5,90,86,8,4,91,81,10,3,9,79,14,85,8,3,90,5,10,4,89,4,15,3,14,3,90,2,91,4,14,80,9,4,9,5,15,1.0
78,73,7,3,83,12,79,14,4,91,19,75,86,8,5,76,81,9,4,9,79,13,85,8,17,89,20,10,18,74,5,15,3,14,3,75,3,90,18,13,80,8,19,8,19,15,1.0
78,73,8,3,84,12,80,14,4,91,19,75,86,9,5,76,81,9,4,9,80,13,85,9,17,89,20,10,18,74,5,15,4,14,3,75,3,90,19,13,80,9,19,9,19,15,1.0
78,79,5,2,85,12,80,15,3,92,13,82,88,7,4,83,81,8,3,7,79,13,87,6,9,90,13,8,11,81,4,15,2,14,2,82,2,91,11,13,80,6,12,6,13,15,1.0
75,87,5,3,87,13,78,17,3,91,6,88,89,6,5,90,79,7,4,6,78,16,88,6,3,89,6,7,5,88,5,17,4,16,4,89,3,90,5,16,78,6,5,6,6,17,1.0
77,79,6,3,84,13,79,15,4,91,13,81,87,8,5,82,80,8,4,8,78,14,86,7,11,89,14,9,12,80,5,16,3,15,3,81,3,90,12,14,79,7,13,7,13,16,1.0
78,75,7,2,85,12,80,14,3,92,16,78,87,8,4,79,81,8,3,8,80,13,86,8,13,90,17,9,15,78,4,15,3,14,3,78,3,91,16,14,80,8,16,8,16,15,1.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,13,86,7,4,89,6,9,5,88,5,14,4,13,4,89,3,90,5,13,81,8,5,8,6,14,2.0
78,88,3,3,87,10,80,14,4,91,6,89,90,4,5,90,82,6,4,5,80,12,89,4,4,89,6,6,4,88,5,14,3,13,3,89,3,90,4,12,81,4,5,4,6,14,1.0
77,75,6,2,84,13,79,15,3,92,16,78,87,8,4,79,80,8,3,8,78,14,86,7,13,90,17,9,15,78,4,16,3,15,3,78,3,91,15,15,79,7,16,8,16,16,1.0
78,88,5,2,85,10,80,14,3,92,6,89,88,6,4,90,82,8,3,7,80,12,87,6,4,90,6,8,4,89,4,14,3,13,3,89,3,91,4,13,81,6,5,7,6,14,2.0
79,87,4,2,86,11,80,14,3,92,6,89,89,5,4,90,82,7,3,6,80,12,88,5,3,90,6,7,4,88,4,14,2,13,2,89,2,91,4,12,81,5,5,5,6,14,1.0
76,78,5,3,87,10,80,13,4,91,12,81,89,6,4,82,81,6,4,6,80,14,88,6,10,89,14,7,13,80,5,15,4,14,4,81,3,90,13,14,80,6,13,6,13,14,1.0
76,89,6,2,84,14,78,17,3,92,5,90,87,8,4,91,79,9,3,8,78,15,86,8,3,90,5,9,3,89,4,17,3,16,2,90,2,91,4,15,78,8,4,8,5,17,1.0
75,80,6,2,84,13,77,17,3,92,13,82,87,7,4,83,79,9,3,8,77,15,86,7,10,90,13,9,11,82,4,17,3,16,3,82,3,91,11,16,78,7,12,8,13,17,2.0
78,86,6,3,84,12,80,15,4,91,7,88,87,8,5,89,81,9,4,8,79,13,86,7,4,89,7,9,5,87,5,15,3,14,3,88,3,90,5,13,80,7,6,7,7,15,1.0
75,88,3,2,87,11,79,16,3,92,6,89,90,5,4,90,80,6,3,5,78,15,89,4,4,90,6,6,5,88,4,16,3,15,3,89,2,91,5,15,79,5,5,5,6,16,2.0
78,84,5,3,87,12,80,15,4,91,9,86,89,6,5,87,81,7,4,6,80,13,88,6,6,89,9,7,7,85,5,15,4,14,3,86,3,90,8,13,80,6,8,6,9,15,1.0
78,88,7,3,83,12,79,15,4,91,6,89,86,8,5,90,81,10,4,9,79,13,85,8,4,89,6,10,4,88,5,15,3,14,3,89,3,90,4,13,80,8,5,8,6,15,1.0
79,88,6,2,84,11,81,14,3,92,6,89,87,8,4,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,14,2.0
73,75,3,2,87,13,77,16,3,92,16,77,90,5,3,78,78,5,3,5,76,16,89,4,15,90,18,6,16,76,4,18,2,17,2,77,2,91,16,16,77,4,17,4,17,17,1.0
77,83,3,2,87,9,80,12,3,92,7,86,90,4,3,87,82,5,3,5,80,12,89,4,5,90,9,6,7,85,4,14,2,13,2,86,2,91,7,12,81,4,8,4,8,13,1.0
77,75,7,3,85,11,80,13,4,91,15,78,87,8,4,79,81,8,4,8,80,13,86,8,13,89,17,9,15,77,5,15,4,14,3,78,3,90,16,13,80,8,16,8,16,14,1.0
80,88,5,3,85,10,81,13,4,91,6,89,88,6,5,90,83,8,4,7,82,11,87,7,4,89,6,8,4,88,5,13,4,12,3,89,3,90,5,11,82,7,5,7,6,13,2.0
79,88,5,2,85,11,81,14,3,92,6,89,88,7,4,90,82,8,3,7,80,12,87,6,4,90,6,8,4,89,4,14,3,13,3,89,3,91,4,13,81,6,5,7,6,14,2.0
78,75,7,2,83,12,79,14,3,92,17,77,86,8,4,78,81,9,3,9,79,13,85,8,15,90,18,10,16,77,4,15,3,14,3,77,3,91,16,14,80,8,17,9,17,15,1.0
63,82,4,4,88,23,68,28,5,90,11,84,90,6,6,85,68,6,5,5,67,26,89,5,8,88,11,6,9,83,6,28,5,27,4,84,4,89,10,26,67,5,10,5,11,28,2.0
78,86,7,3,83,12,79,15,4,91,7,88,86,8,5,89,81,10,4,9,79,13,85,8,4,89,7,10,5,87,5,15,3,14,3,88,3,90,5,13,80,8,6,8,7,15,1.0
77,76,8,3,84,13,79,15,4,91,16,78,86,9,5,79,80,9,4,9,79,14,85,9,14,89,17,10,15,77,5,16,4,15,3,78,3,90,16,14,79,9,16,9,16,16,1.0
78,88,6,3,84,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,1.0
78,74,7,2,83,12,79,14,3,92,18,76,86,8,4,77,81,9,3,9,79,14,85,8,16,90,19,10,18,75,4,15,3,14,3,76,2,91,18,14,80,9,18,9,18,15,1.0
78,88,5,3,85,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,14,2.0
78,88,6,3,84,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,1.0
78,74,7,2,85,12,80,14,3,92,18,76,87,8,4,77,81,8,3,8,80,13,86,8,16,90,19,9,17,76,4,15,3,14,3,76,3,91,18,14,80,8,18,8,18,15,1.0
67,77,5,3,87,19,71,22,4,91,14,79,89,6,4,80,72,6,4,6,71,22,88,6,13,89,16,7,14,78,5,24,4,23,3,79,3,90,15,22,71,6,15,6,15,23,1.0
78,87,4,3,86,10,80,14,4,91,7,88,89,5,5,89,82,7,4,6,80,12,88,5,5,89,7,7,5,87,5,14,3,13,3,88,3,90,5,12,81,5,6,5,7,14,2.0
78,88,6,3,84,12,79,15,4,91,6,89,87,7,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,2.0
79,86,5,3,85,11,81,13,4,91,6,88,88,7,5,89,82,7,4,7,80,12,87,6,4,89,7,8,5,87,5,14,3,13,3,88,3,90,5,12,81,6,6,6,6,14,2.0
68,71,5,3,87,20,71,24,5,91,22,74,89,6,5,74,72,7,4,6,71,22,88,6,19,89,22,7,20,72,5,24,4,23,3,73,3,90,21,22,71,6,21,6,22,24,2.0
78,88,6,3,84,12,79,15,4,91,6,89,87,7,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,1.0
78,78,7,3,85,12,80,14,4,91,13,81,87,8,5,82,81,8,4,8,80,13,86,8,10,89,14,9,12,80,5,15,4,14,3,81,3,90,13,13,80,8,13,8,13,15,1.0
78,83,7,3,85,12,80,15,4,91,10,85,87,8,5,86,81,9,4,8,80,13,86,8,7,89,10,9,8,84,5,15,4,14,3,85,3,90,9,13,80,8,9,8,10,15,1.0
78,88,5,3,85,10,80,14,4,91,6,89,88,6,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
62,77,4,4,88,26,66,30,5,90,16,79,90,6,6,80,66,6,5,5,65,28,89,5,13,88,16,6,14,78,6,30,5,29,4,79,4,89,15,28,65,5,15,5,16,30,1.0
63,74,5,3,87,23,67,26,4,91,17,76,89,6,4,77,68,6,4,6,67,27,88,6,16,89,19,7,18,75,5,28,4,27,4,76,3,90,18,27,67,6,18,6,18,27,1.0
77,80,7,3,85,13,79,16,4,91,13,82,87,8,5,83,80,9,4,8,79,14,86,8,10,89,13,9,11,81,5,16,4,15,3,82,3,90,12,14,79,8,12,8,13,16,1.0
76,89,6,2,84,14,78,17,3,92,5,90,87,8,4,91,79,9,3,8,78,15,86,8,3,90,5,9,3,89,4,17,3,16,2,90,2,91,4,15,78,8,4,8,5,17,1.0
78,81,6,3,84,12,79,14,4,91,10,84,87,7,5,85,81,8,4,8,80,13,86,8,7,89,11,9,9,83,5,15,4,14,3,84,3,90,10,13,80,8,10,8,10,15,2.0
77,85,5,3,87,13,79,16,4,91,8,87,89,6,5,88,80,7,4,6,79,14,88,6,5,89,8,7,6,86,5,16,4,15,3,87,3,90,7,14,79,6,7,6,8,16,1.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
78,86,7,3,83,12,80,15,4,91,7,88,86,9,5,89,81,10,4,9,79,13,85,8,4,89,7,10,5,87,5,15,3,14,3,88,3,90,5,13,80,8,6,8,7,15,1.0
78,89,7,2,83,12,79,15,3,92,5,90,86,8,4,91,81,10,3,9,79,14,85,8,3,90,5,10,4,89,4,15,3,14,3,90,2,91,4,14,80,9,4,9,5,15,1.0
78,80,7,3,83,12,79,15,4,91,13,82,86,8,5,83,81,10,4,9,79,13,85,8,10,89,13,10,11,81,5,15,3,14,3,82,3,90,11,13,80,8,12,8,13,15,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
78,76,7,2,83,12,79,14,3,92,15,79,86,8,4,80,81,9,3,9,80,13,85,9,12,90,16,10,14,78,4,15,3,14,2,79,2,91,15,13,80,9,15,9,15,15,1.0
78,88,6,2,84,10,80,13,3,92,5,89,87,7,3,90,82,9,3,8,80,13,86,7,4,90,6,9,5,88,4,14,3,13,3,89,2,91,5,13,81,8,5,8,6,13,2.0
64,84,4,4,88,20,69,26,4,90,9,85,90,5,6,87,70,6,5,5,69,24,89,5,6,88,9,6,7,85,6,26,5,25,4,86,4,89,8,24,69,5,8,5,9,26,2.0
78,84,5,3,87,12,81,15,4,91,9,86,89,7,5,87,81,7,4,6,80,13,88,6,6,89,9,7,7,85,5,15,4,14,3,86,3,90,8,13,80,6,8,6,9,15,1.0
78,86,7,3,83,12,80,14,4,91,6,88,86,9,5,89,81,9,4,9,79,13,85,8,4,89,7,10,5,87,5,15,3,14,3,88,3,90,5,13,80,8,6,8,6,15,2.0
78,88,4,2,86,10,80,13,3,92,5,89,89,5,3,90,82,7,3,6,80,12,88,5,4,90,6,7,4,89,4,14,3,13,3,89,3,91,4,13,81,5,5,6,6,13,1.0
78,85,7,3,83,12,79,15,4,91,8,87,86,8,5,88,81,10,4,9,79,13,85,8,5,89,8,10,6,86,5,15,3,14,3,87,3,90,6,13,80,8,7,8,8,15,1.0
60,79,4,3,88,24,65,28,4,91,12,81,90,5,4,82,66,5,4,5,65,28,89,5,11,89,14,6,12,80,5,30,4,29,3,81,3,90,13,28,65,5,13,5,13,29,1.0
70,84,4,3,86,16,73,20,4,91,8,86,89,5,4,87,75,7,4,6,73,19,88,5,6,89,9,7,7,85,5,21,3,20,3,86,3,90,7,19,74,5,8,5,9,20,2.0
46,71,3,3,89,42,49,44,4,91,19,74,91,4,4,75,50,4,4,4,49,44,90,4,17,89,21,5,19,73,5,46,4,45,3,74,3,90,20,44,49,4,20,4,20,45,2.0
76,84,6,3,86,12,79,15,4,91,7,87,88,7,4,88,80,8,4,7,79,14,87,7,4,89,8,8,6,86,5,16,4,15,3,87,3,90,7,14,79,7,7,7,8,15,2.0
77,84,7,2,85,13,79,15,3,92,7,87,87,8,4,88,80,8,3,8,79,15,86,8,4,90,8,9,7,86,4,16,3,15,3,87,2,91,7,15,79,8,7,8,7,16,1.0
78,88,7,3,83,12,79,15,4,91,6,89,86,8,5,90,81,10,4,9,79,13,85,8,4,89,6,10,4,88,5,15,3,14,3,89,3,90,4,13,80,8,5,8,6,15,1.0
79,89,3,2,87,11,81,14,3,92,5,90,90,5,4,91,82,6,3,5,80,12,89,4,3,90,5,6,3,89,4,14,2,13,2,90,2,91,3,12,81,4,4,4,5,14,1.0
70,88,5,3,87,18,73,22,4,91,6,89,89,6,5,90,74,7,4,6,73,20,88,6,4,89,6,7,4,88,5,22,4,21,3,89,3,90,5,20,73,6,5,6,6,22,1.0
71,74,4,3,88,15,75,18,4,91,15,78,90,5,4,79,76,5,4,5,75,18,89,5,12,89,17,6,15,77,5,20,4,19,3,78,3,90,16,18,75,5,16,5,16,19,1.0
78,74,7,2,83,12,79,14,3,92,18,76,86,8,4,77,81,9,3,9,79,14,85,8,16,90,19,10,18,75,4,15,3,14,3,76,2,91,18,14,80,9,18,9,18,15,1.0
78,88,6,2,84,12,79,15,3,92,6,89,87,7,4,90,81,9,3,8,79,13,86,7,4,90,6,9,4,89,4,15,3,14,3,89,3,91,4,14,80,7,5,8,6,15,2.0
74,71,5,3,85,14,77,18,5,91,18,78,88,7,5,78,78,8,4,7,76,16,87,6,11,89,18,8,16,76,5,18,3,17,3,77,3,90,16,16,77,6,17,6,18,18,2.0
78,59,7,2,85,12,80,14,3,92,31,63,87,8,4,64,81,9,3,8,80,13,86,8,27,90,32,9,30,63,4,15,3,14,3,63,3,91,31,14,80,8,31,8,32,15,1.0
76,88,6,3,86,14,78,17,4,91,6,89,88,7,5,90,79,8,4,7,78,15,87,7,4,89,6,8,4,88,5,17,4,16,3,89,3,90,5,15,78,7,5,7,6,17,1.0
78,89,6,2,84,12,79,15,3,92,5,90,87,7,4,91,81,9,3,8,80,13,86,8,3,90,5,9,3,89,4,15,3,14,2,90,2,91,4,13,80,8,4,8,5,15,1.0
79,88,5,3,85,11,80,14,4,91,6,89,88,6,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
76,83,7,3,83,14,78,16,4,91,9,85,86,9,5,86,79,9,4,9,77,15,85,8,7,89,10,10,8,84,5,17,3,16,3,85,3,90,8,15,78,8,9,8,9,17,1.0
80,88,6,3,84,10,81,13,4,91,6,89,87,7,5,90,83,9,4,8,81,11,86,7,4,89,6,9,4,88,5,13,3,12,3,89,3,90,4,11,82,7,5,7,6,13,2.0
80,86,5,3,85,10,81,12,4,91,6,88,88,6,5,89,83,7,4,7,82,11,87,7,4,89,7,8,5,87,5,13,4,12,3,88,3,90,6,11,82,7,6,7,6,13,2.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
78,76,7,3,85,12,80,14,4,91,16,78,87,8,5,79,81,8,4,8,80,13,86,8,14,89,17,9,15,77,5,15,4,14,3,78,3,90,16,13,80,8,16,8,16,15,1.0
77,88,7,3,83,13,79,16,4,91,6,89,86,9,5,90,80,10,4,9,78,14,85,8,4,89,6,10,4,88,5,16,3,15,3,89,3,90,4,14,79,8,5,8,6,16,1.0
76,77,7,3,85,12,79,14,4,91,13,80,87,8,4,81,80,8,4,8,79,14,86,8,11,89,15,9,13,79,5,16,4,15,3,80,3,90,14,14,79,8,14,8,14,15,1.0
78,80,7,3,85,12,80,15,4,91,12,83,87,8,5,84,81,9,4,8,80,14,86,8,8,89,12,9,11,82,5,15,4,14,4,83,3,90,11,14,80,8,11,8,12,15,1.0
78,88,4,3,86,10,80,14,4,91,6,89,89,5,5,90,82,7,4,6,80,12,88,5,4,89,6,7,4,88,5,14,3,13,3,89,3,90,4,12,81,5,5,5,6,14,2.0
79,88,6,3,84,11,81,14,4,91,6,89,87,8,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
65,88,2,2,88,21,69,25,3,92,5,89,91,4,3,90,70,5,3,4,69,24,90,4,4,90,6,5,4,88,4,26,3,25,2,89,2,91,5,24,69,4,5,4,6,25,2.0
78,88,4,2,86,10,81,13,3,92,5,89,89,6,3,90,82,7,3,6,80,13,88,5,4,90,6,7,5,88,4,14,3,13,3,89,2,91,5,13,81,6,5,6,6,13,2.0
48,66,3,3,89,40,51,42,3,91,25,67,91,4,4,69,52,4,4,4,51,42,90,4,24,89,27,5,25,67,5,44,4,43,3,68,3,90,26,42,51,4,26,4,26,43,2.0
78,72,6,2,84,12,80,14,3,92,20,74,87,8,4,75,81,8,3,8,79,13,86,7,18,90,21,9,19,74,4,15,3,14,3,74,3,91,19,14,80,7,20,8,20,15,1.0
79,84,3,3,89,9,82,13,4,91,9,86,91,4,5,87,83,5,4,4,82,11,90,4,6,89,9,5,7,86,5,13,4,12,4,86,4,90,8,12,82,4,8,4,9,13,2.0
76,85,3,3,89,12,79,16,4,91,8,87,91,4,5,88,80,5,4,4,79,15,90,4,5,89,8,5,7,86,5,16,4,15,4,87,3,90,7,15,79,4,7,4,8,16,2.0
78,88,6,3,84,12,79,15,4,91,6,89,87,7,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,1.0
54,72,4,4,88,34,57,36,4,90,17,75,90,5,5,77,58,5,5,5,57,36,89,5,14,88,19,6,17,75,6,38,5,37,4,76,4,89,18,36,57,5,18,5,18,37,2.0
78,73,7,2,83,12,79,14,3,92,19,75,86,8,4,76,81,9,3,9,79,13,85,8,17,90,20,10,18,75,4,15,3,14,3,75,3,91,18,14,80,8,19,9,19,15,1.0
58,82,2,4,88,32,61,35,5,90,11,84,91,5,6,85,61,5,5,4,60,33,90,4,8,88,11,5,9,83,6,35,5,34,4,84,4,89,10,33,60,4,10,4,11,35,2.0
71,88,3,3,89,15,75,20,4,91,6,89,91,4,5,90,76,5,4,4,75,19,90,4,4,89,6,5,5,88,5,20,4,19,4,89,3,90,5,19,75,4,5,4,6,20,2.0
76,89,7,2,83,12,78,15,3,92,4,90,86,8,3,91,80,10,3,9,78,14,85,8,3,90,5,10,3,89,4,16,2,15,2,90,2,91,3,14,79,8,4,8,5,15,1.0
78,88,7,3,83,12,79,15,4,91,6,89,86,8,5,90,81,10,4,9,79,13,85,8,4,89,6,10,4,88,5,15,3,14,3,89,3,90,4,13,80,8,5,8,6,15,1.0
