@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMabd numeric
@attribute o2atLabd numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
3,26,1,30,4,23,6,24,5,22,25,2,27,3,26,2,27,30,0,30,0,30,0,30,0,30,0,23,6,24,5,30,0,3,25,22,6,30,0,0,30,0,30,0,30,0,30,0,24,4,30,0,9,10,18,16,12,22,8,10,19,16,12,23,7,6,22,8,24,7,11,18,23,7,15,17,10,19,17,8,22,6,17,9,21,11,16,13,17,8,17,12,16,9,11,13,23,8,10,13,11,9,11,9,22,6,22,7,17,8,21,7,21,7,15,13,11,17,9,19,17,7,22,8,0,30,0,0,30,14,16,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,8,21,10,22,9,13,17,13,15,20,15,13,16,0,30,13,8,0,30,0,8,0,16,20,8,20,8,14,15,13,8,0,16,0,8,0,30,0,30,0,16,21,8,0,17,14,10,12,16,0,30,20,9,6
0,30,0,28,3,26,5,27,4,25,30,0,30,0,30,0,30,29,0,30,0,28,0,30,0,29,1,25,3,25,3,29,1,0,30,25,4,30,0,0,30,0,30,0,30,0,29,0,26,3,30,0,10,11,17,19,10,20,9,11,18,19,10,21,9,8,20,9,22,9,12,17,21,9,19,16,11,18,20,10,20,8,20,10,19,9,19,9,21,10,19,9,20,10,11,11,21,9,11,11,12,10,12,11,20,8,20,9,20,10,19,9,19,9,19,10,12,16,10,18,19,9,20,9,0,30,0,0,30,15,14,0,30,0,30,13,30,0,30,0,30,0,30,0,30,0,30,3,26,5,27,4,14,15,15,14,25,13,14,15,0,30,15,3,0,30,0,3,0,15,25,3,25,3,15,13,15,3,0,15,0,3,0,30,0,30,0,15,26,3,0,15,15,5,13,15,0,30,25,4,4
0,30,0,26,6,23,8,24,7,22,30,0,30,0,30,0,30,26,2,28,3,26,2,30,2,27,4,22,6,22,6,26,3,0,30,22,7,30,0,0,30,0,30,0,30,0,27,2,23,6,30,0,10,11,17,22,8,22,7,11,18,22,8,23,6,6,22,7,24,6,12,17,24,7,21,16,11,18,23,8,22,6,22,8,22,7,21,7,23,7,21,7,22,8,12,9,23,7,11,9,12,8,12,8,22,6,22,6,22,7,22,6,22,6,21,8,12,16,10,18,21,6,23,7,0,30,0,0,30,13,16,0,30,0,30,11,30,0,30,0,30,0,30,0,30,0,30,4,25,6,26,5,12,17,13,16,24,15,12,17,0,30,13,4,0,30,0,4,0,17,24,4,24,4,13,15,13,4,0,17,0,4,0,30,0,30,0,17,25,4,0,17,13,6,11,17,0,30,24,5,4
0,29,0,30,4,22,6,23,5,21,29,0,29,1,30,0,30,30,0,30,0,30,0,30,0,30,0,23,7,24,5,30,0,0,29,21,6,30,0,0,30,0,30,0,30,0,30,0,24,4,30,0,0,0,30,6,23,15,14,0,30,6,22,20,10,9,14,15,21,10,0,30,16,10,5,30,0,30,7,11,19,9,7,16,12,21,6,23,7,11,7,22,6,16,0,23,16,11,0,23,0,16,0,16,19,9,19,12,7,14,14,13,13,14,5,23,0,30,0,30,7,14,14,11,7,22,5,7,22,26,5,21,10,20,8,24,8,22,9,20,21,6,23,6,23,20,8,1,28,3,29,2,25,6,24,4,27,4,24,4,21,8,24,1,7,8,20,1,20,4,27,1,27,1,25,4,24,1,7,4,20,1,20,9,7,21,20,4,28,1,22,6,26,3,24,5,5,23,27,2,2
7,22,5,30,7,20,9,21,8,19,21,6,23,7,22,6,23,30,0,30,0,30,0,30,0,30,0,20,9,21,8,30,0,7,21,19,9,30,0,0,30,0,30,0,30,0,30,0,21,7,30,0,7,8,20,13,15,21,9,8,21,13,15,22,8,7,21,9,23,8,9,20,22,8,12,19,8,21,14,9,21,7,14,10,20,14,13,16,14,9,14,15,13,10,9,16,22,9,8,16,9,10,9,10,21,7,21,8,14,9,20,8,20,8,12,16,9,19,7,21,14,8,21,9,0,30,0,0,30,20,11,2,27,2,27,18,25,3,26,1,30,0,30,0,30,3,26,4,25,6,26,5,19,12,18,10,24,10,18,10,3,25,18,4,0,27,3,4,3,10,24,4,24,4,19,10,18,4,0,10,3,4,1,27,0,30,2,10,25,4,3,12,20,6,18,11,0,30,24,5,5
6,24,4,30,0,27,3,29,1,25,23,5,25,5,23,5,24,30,0,30,0,30,0,30,0,30,0,26,1,27,0,30,0,6,23,26,2,30,0,0,30,0,30,0,30,0,30,0,28,0,30,0,3,3,25,30,0,30,0,3,25,30,0,30,0,0,30,0,30,0,5,26,30,0,30,25,4,27,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,3,0,30,0,3,0,3,0,3,0,30,0,30,0,30,0,30,0,30,0,30,0,4,25,3,26,30,0,30,0,1,27,1,2,28,3,25,2,26,3,27,3,26,2,26,2,27,1,27,2,29,3,27,19,8,21,9,20,3,25,5,26,7,25,4,26,3,26,5,20,3,28,4,21,4,27,8,21,9,20,4,25,5,21,3,27,4,21,2,27,2,27,3,27,9,19,2,25,3,21,3,26,1,28,7,21,6
7,22,5,30,4,23,6,24,5,22,21,6,23,7,22,6,23,30,0,30,0,30,0,30,0,30,0,23,6,24,5,30,0,7,21,22,6,30,0,0,30,0,30,0,30,0,30,0,24,4,30,0,9,10,18,14,14,25,5,10,19,14,14,26,4,3,25,5,27,4,11,18,26,4,13,17,10,19,15,5,25,3,15,6,24,13,14,15,15,5,15,14,14,6,11,15,26,5,10,15,11,6,11,6,25,3,25,4,15,5,24,4,24,4,13,15,11,17,9,19,15,4,25,5,0,30,0,0,30,14,16,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,10,19,12,20,11,13,17,13,15,18,15,13,16,0,30,13,10,0,30,0,10,0,16,18,10,18,10,14,15,13,10,0,16,0,10,0,30,0,30,0,16,19,10,0,17,14,12,12,16,0,30,18,11,5
7,22,5,30,0,30,0,30,0,30,21,6,23,7,22,6,23,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,7,21,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,8,9,19,17,13,17,12,9,20,17,13,18,11,11,17,12,19,11,10,19,19,12,16,18,9,20,18,13,17,11,17,13,17,12,16,12,18,12,16,12,17,13,10,14,18,12,9,14,10,13,10,13,17,11,17,11,17,12,17,11,17,11,16,13,10,18,8,20,16,11,18,12,0,30,0,0,30,18,12,0,30,0,30,14,30,0,30,0,30,0,30,0,30,0,30,0,29,2,30,1,16,14,16,11,28,10,15,12,0,30,16,0,0,30,0,0,0,12,28,0,28,0,17,10,16,0,0,12,0,0,0,30,0,30,0,12,29,0,0,14,18,2,14,13,0,30,28,1,5
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,9,20,30,0,0,30,10,19,30,0,0,30,0,30,0,0,30,30,0,8,30,0,30,10,0,30,0,10,0,30,18,9,20,10,0,10,19,9,0,0,20,30,0,0,20,0,0,0,0,30,0,30,0,10,0,30,0,30,0,8,20,0,30,0,30,10,0,30,0,9,20,7,8,20,12,16,11,17,12,18,12,17,11,17,11,19,8,21,8,21,12,18,14,14,14,14,14,12,16,14,17,14,16,13,17,12,17,14,15,9,19,13,16,13,18,15,16,16,15,13,16,14,16,9,18,13,16,11,18,9,19,12,18,15,14,11,16,12,14,12,17,7,21,14,15,6
0,30,0,30,6,22,8,23,7,21,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,21,7,22,7,30,0,0,30,21,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,2,4,25,17,13,26,4,3,26,18,11,27,3,2,26,4,28,3,4,25,27,3,15,24,3,26,19,4,26,2,19,5,25,9,16,11,19,4,17,10,17,5,4,13,27,4,3,13,4,5,4,5,26,2,26,3,19,4,25,3,25,3,15,12,4,24,2,26,17,3,26,4,0,30,0,0,30,17,14,9,21,9,20,15,19,10,20,8,30,0,30,0,30,9,19,8,21,10,22,9,16,15,15,13,20,13,15,13,10,19,15,8,0,20,9,8,9,13,20,8,20,8,16,13,15,8,0,13,9,8,8,20,0,30,9,13,21,8,10,15,17,10,15,14,0,30,20,9,4
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,5,6,22,22,8,23,7,6,23,22,8,24,6,5,23,7,25,6,7,22,24,6,21,21,6,23,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,7,9,24,7,6,9,7,8,7,8,23,5,23,6,23,7,22,6,22,6,21,8,7,21,5,23,21,6,23,7,0,30,0,0,30,14,17,9,21,9,20,12,19,10,20,8,30,0,30,0,30,9,19,12,17,14,18,13,13,18,12,16,16,16,12,16,10,19,12,12,0,20,9,12,9,16,16,12,16,12,13,16,12,12,0,16,9,12,8,20,0,30,9,16,17,12,10,18,14,14,12,17,0,30,16,13,7
0,30,0,30,3,26,5,27,4,25,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,25,3,25,3,30,0,0,30,25,4,30,0,0,30,0,30,0,30,0,30,0,26,3,30,0,8,9,19,21,9,21,8,9,20,21,9,22,7,7,21,8,23,7,10,19,23,8,20,18,9,20,22,9,21,7,21,9,21,8,20,8,22,8,20,8,21,9,10,10,22,8,9,10,10,9,10,9,21,7,21,7,21,8,21,7,21,7,20,9,10,18,8,20,20,7,22,8,0,30,0,0,30,16,15,0,30,0,30,14,30,0,30,0,30,0,30,0,30,0,30,7,22,9,23,8,15,16,14,14,21,14,14,14,0,30,14,7,0,30,0,7,0,14,21,7,21,7,15,14,14,7,0,14,0,7,0,30,0,30,0,14,22,7,0,16,16,9,14,15,0,30,21,8,6
0,30,0,30,2,25,4,26,3,24,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,25,4,26,3,30,0,0,30,24,4,30,0,0,30,0,30,0,30,0,30,0,26,2,30,0,8,9,19,16,12,21,9,9,20,16,12,22,8,7,21,9,23,8,10,19,22,8,15,18,9,20,17,9,21,7,17,10,20,11,16,13,17,9,17,12,16,10,10,13,22,9,9,13,10,10,10,10,21,7,21,8,17,9,20,8,20,8,15,13,10,18,8,20,17,8,21,9,0,30,0,0,30,20,11,0,30,0,30,18,30,0,30,0,30,0,30,0,30,0,30,7,22,9,23,8,19,12,18,10,21,10,18,10,0,30,18,7,0,30,0,7,0,10,21,7,21,7,19,10,18,7,0,10,0,7,0,30,0,30,0,10,22,7,0,12,20,9,18,11,0,30,21,8,4
9,20,7,30,0,30,0,30,0,30,19,8,21,9,20,8,21,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,9,19,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,22,9,23,7,0,30,22,8,24,6,5,23,7,25,6,0,30,24,6,21,30,0,30,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,0,9,24,7,0,9,0,8,0,8,23,5,23,6,23,7,22,6,22,6,21,8,0,30,0,30,21,6,23,7,6,24,4,5,23,14,17,11,20,10,18,12,18,12,19,10,23,5,25,5,24,10,18,13,16,15,17,14,13,18,12,16,15,16,12,16,11,18,12,13,5,18,10,13,10,16,15,13,15,13,13,16,12,13,5,16,10,13,10,19,6,23,10,16,16,13,12,18,14,15,12,17,4,24,15,14,3
3,25,3,30,0,29,0,29,0,29,25,3,25,5,26,4,27,30,0,30,0,30,0,30,0,30,0,30,1,30,0,30,0,4,25,29,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,9,20,16,14,0,30,9,19,17,13,12,16,14,18,13,0,30,17,13,8,30,0,30,10,14,16,12,10,15,15,18,9,20,10,14,10,19,9,15,0,20,17,14,0,20,0,15,0,15,16,12,16,13,10,14,15,13,15,13,8,20,0,30,0,30,10,13,16,14,0,30,0,0,30,27,4,17,13,17,12,25,11,18,12,16,30,0,30,0,30,17,11,0,29,2,30,1,26,5,25,3,28,3,25,3,18,11,25,0,0,12,17,0,17,3,28,0,28,0,26,3,25,0,0,3,17,0,16,12,0,30,17,3,29,0,18,5,27,2,25,4,0,30,28,1,3
11,18,9,30,6,21,8,22,7,20,17,10,19,11,18,10,19,30,0,30,0,30,0,30,0,30,0,21,8,22,7,30,0,11,17,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,4,6,23,11,18,24,6,5,24,11,17,25,5,4,24,6,26,5,6,23,25,5,10,22,5,24,12,6,24,4,12,7,23,16,11,18,12,6,12,17,11,7,6,18,25,6,5,18,6,7,6,7,24,4,24,5,12,6,23,5,23,5,10,18,6,22,4,24,12,5,24,6,0,30,0,0,30,20,11,13,16,13,16,18,14,14,15,12,30,0,30,0,30,14,15,8,21,10,22,9,19,12,18,10,20,10,18,10,14,14,18,8,0,16,14,8,14,10,20,8,20,8,19,10,18,8,0,10,14,8,12,16,0,30,13,10,21,8,14,12,20,10,18,11,0,30,20,9,2
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,10,11,17,17,13,18,12,11,18,17,13,19,11,10,18,12,20,11,12,17,19,11,16,16,11,18,18,12,18,10,18,13,17,12,16,12,18,12,16,12,17,13,12,14,19,12,11,14,12,13,12,13,18,10,18,11,18,12,17,11,17,11,16,13,12,16,10,18,16,11,18,12,0,30,0,0,30,10,19,0,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,5,24,7,25,6,8,21,9,18,23,17,8,20,0,30,9,5,0,30,0,5,0,20,23,5,23,5,10,18,9,5,0,20,0,5,0,30,0,30,0,20,24,5,0,21,10,7,7,20,0,30,23,6,5
0,30,0,13,27,1,27,1,27,1,30,0,30,0,30,0,30,15,14,15,14,14,15,30,13,14,15,2,29,3,28,13,15,0,30,1,28,30,0,0,30,0,30,0,30,0,15,13,2,27,30,0,4,5,23,17,13,18,12,5,24,17,13,19,11,10,18,12,20,11,6,23,19,11,16,22,5,24,18,12,18,10,18,13,17,12,16,12,18,12,16,12,17,13,6,14,19,12,5,14,6,13,6,13,18,10,18,11,18,12,17,11,17,11,16,13,6,22,4,24,16,11,18,12,15,14,13,15,14,24,7,21,10,20,8,22,8,22,9,20,13,14,15,14,15,20,8,2,27,4,28,3,23,8,22,6,26,6,22,6,21,8,22,2,15,8,20,2,20,6,26,2,26,2,23,6,22,2,15,6,20,2,20,9,15,13,20,6,27,2,22,8,24,4,22,7,13,15,26,3,1
5,25,3,21,17,12,19,13,18,11,24,4,26,4,24,4,25,24,4,25,4,22,5,30,3,23,6,11,17,11,17,22,6,5,24,11,18,30,0,0,30,0,30,0,30,0,24,3,12,17,30,0,6,6,22,13,16,20,9,6,22,14,15,30,0,0,19,10,30,0,8,23,20,0,12,22,7,24,14,0,30,0,14,10,18,14,13,16,14,0,14,15,13,10,6,16,20,0,6,16,6,10,6,10,30,0,30,8,14,9,20,9,19,10,12,16,7,22,6,23,14,10,19,0,3,25,3,4,26,5,23,4,24,5,25,5,24,4,24,4,25,3,25,4,27,5,25,18,9,20,10,19,5,23,6,24,8,23,6,24,5,24,7,19,5,26,6,20,6,25,9,19,10,19,6,23,7,20,5,25,6,20,4,25,4,25,5,25,10,18,4,23,5,20,5,24,3,26,8,20,3
2,29,0,20,21,8,23,9,22,7,28,1,30,0,28,0,28,22,7,22,7,21,8,30,6,21,8,7,21,7,21,20,8,1,28,7,22,30,0,0,30,0,30,0,30,0,22,6,8,21,30,0,16,18,13,19,12,20,10,17,14,19,11,21,9,8,20,10,22,9,16,12,21,9,18,12,16,12,20,10,20,8,20,11,19,10,18,10,20,10,18,10,19,11,18,12,21,10,17,12,18,11,18,11,20,8,20,9,20,10,19,9,19,9,18,11,17,12,16,13,18,9,20,10,3,26,1,3,26,17,14,10,19,10,19,15,17,11,18,9,25,2,27,2,27,11,18,10,19,12,20,11,16,15,15,13,18,13,15,13,11,17,15,10,3,19,11,10,11,13,18,10,18,10,16,13,15,10,3,13,11,10,9,19,3,25,10,13,19,10,11,15,17,12,15,14,1,27,18,11,4
0,30,0,17,24,5,26,6,25,4,30,0,30,0,30,0,30,19,10,19,10,18,11,30,9,18,11,4,24,4,24,17,11,0,30,4,25,30,0,0,30,0,30,0,30,0,19,9,5,24,30,0,13,14,14,17,13,18,12,14,15,17,13,19,11,10,18,12,20,11,15,14,19,11,16,13,14,15,18,12,18,10,18,13,17,12,16,12,18,12,16,12,17,13,15,14,19,12,14,14,15,13,15,13,18,10,18,11,18,12,17,11,17,11,16,13,15,13,13,15,16,11,18,12,0,30,0,0,30,18,13,14,16,14,15,16,14,15,15,13,30,0,30,0,30,14,14,10,19,12,20,11,17,14,16,12,18,12,16,12,15,14,16,10,0,15,14,10,14,12,18,10,18,10,17,12,16,10,0,12,14,10,13,15,0,30,14,12,19,10,15,14,18,12,16,13,0,30,18,11,7
0,30,0,30,2,27,4,28,3,26,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,26,2,26,2,30,0,0,30,26,3,30,0,0,30,0,30,0,30,0,30,0,27,2,30,0,8,9,19,21,8,22,7,9,20,21,8,23,7,6,22,7,24,7,10,19,23,7,21,18,9,20,22,8,22,6,22,8,21,7,21,7,23,8,21,7,22,8,9,9,23,7,9,9,10,8,10,9,22,6,22,7,22,8,21,7,21,7,21,8,10,18,8,20,21,7,22,7,0,30,0,0,30,17,14,3,26,3,26,15,24,4,25,2,30,0,30,0,30,4,25,7,22,9,23,8,16,15,15,13,21,13,15,13,4,24,15,7,0,26,4,7,4,13,21,7,21,7,16,13,15,7,0,13,4,7,2,26,0,30,3,13,22,7,4,15,17,9,15,14,0,30,21,8,6
8,21,6,23,7,22,9,23,8,21,20,7,22,8,21,7,22,24,5,25,5,23,5,30,4,24,6,21,7,21,7,23,6,8,20,21,8,30,0,0,30,0,30,0,30,0,24,4,22,7,30,0,11,12,16,17,12,24,6,12,17,18,11,25,5,4,24,6,26,5,13,16,25,5,15,15,12,17,19,6,24,4,19,7,23,9,16,11,19,6,17,10,17,7,13,13,25,6,12,13,13,7,13,7,24,4,24,5,19,6,23,5,23,5,15,12,13,15,11,17,17,5,24,6,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,13,15,15,16,14,0,30,0,30,14,30,0,30,0,30,0,13,0,30,0,14,0,30,15,14,15,13,0,30,0,14,0,30,0,14,0,30,0,30,0,30,16,13,0,30,0,15,0,30,0,30,14,14,2
4,25,2,28,4,25,6,26,5,24,24,3,26,4,25,3,26,28,0,30,1,28,0,30,0,29,2,24,4,24,4,28,1,4,24,24,5,30,0,0,30,0,30,0,30,0,29,0,25,4,30,0,7,8,20,17,13,18,12,8,21,17,13,19,10,9,18,12,20,10,9,20,19,10,16,19,8,21,18,11,19,10,18,13,17,12,16,12,18,11,16,12,17,13,9,14,19,11,8,14,9,13,9,13,18,10,18,11,18,12,17,11,17,11,16,13,9,19,7,21,16,11,18,11,0,30,0,0,30,18,12,0,30,0,30,14,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,16,14,16,11,30,10,15,12,0,30,16,0,0,30,0,0,0,12,30,0,30,0,17,10,16,0,0,12,0,0,0,30,0,30,0,12,30,0,0,14,18,0,14,13,0,30,30,0,5
0,30,0,30,7,20,9,21,8,19,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,20,9,21,8,30,0,0,30,19,9,30,0,0,30,0,30,0,30,0,30,0,21,7,30,0,9,10,18,14,14,21,9,10,19,14,14,22,8,7,21,9,23,8,11,18,22,8,13,17,10,19,15,9,21,7,15,10,20,13,14,15,15,9,15,14,14,10,11,15,22,9,10,15,11,10,11,10,21,7,21,8,15,9,20,8,20,8,13,15,11,17,9,19,15,8,21,9,0,30,0,0,30,19,11,2,27,2,27,17,25,3,26,1,30,0,30,0,30,3,26,5,24,7,25,6,18,12,18,10,23,10,18,11,3,25,18,5,0,27,3,5,3,11,23,5,23,5,19,10,18,5,0,11,3,5,1,27,0,30,2,11,24,5,3,12,19,7,17,11,0,30,23,6,5
0,30,0,30,3,26,5,27,4,25,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,25,3,25,3,30,0,0,30,25,4,30,0,0,30,0,30,0,30,0,30,0,26,3,30,0,7,8,20,22,8,22,7,8,21,22,8,23,6,6,22,7,24,6,9,20,24,7,21,19,8,21,23,8,22,6,22,8,22,7,21,7,23,7,21,7,22,8,9,9,23,7,8,9,9,8,9,8,22,6,22,6,22,7,22,6,22,6,21,8,9,19,7,21,21,6,23,7,0,30,0,0,30,12,17,0,30,0,30,10,30,0,30,0,30,0,30,0,30,0,30,5,24,7,25,6,11,18,12,17,23,16,11,18,0,30,12,5,0,30,0,5,0,18,23,5,23,5,12,16,12,5,0,18,0,5,0,30,0,30,0,18,24,5,0,18,12,7,10,18,0,30,23,6,5
0,30,0,30,8,19,10,20,9,18,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,19,10,20,9,30,0,0,30,18,10,30,0,0,30,0,30,0,30,0,30,0,20,8,30,0,6,7,21,22,8,22,7,7,22,22,8,23,6,6,22,7,24,6,8,21,24,7,21,20,7,22,23,8,22,6,22,8,22,7,21,7,23,7,21,7,22,8,8,9,23,7,7,9,8,8,8,8,22,6,22,6,22,7,22,6,22,6,21,8,8,20,6,22,21,6,23,7,0,30,0,0,30,18,13,12,19,11,17,16,17,13,18,11,30,0,30,0,30,11,17,6,23,8,24,7,17,14,16,12,22,12,16,12,12,17,16,6,0,17,11,6,11,12,22,6,22,6,17,12,16,6,0,12,11,6,11,18,0,30,11,12,23,6,13,14,18,8,16,13,0,30,22,7,7
