@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute destClass {1,2}

@data
28,75,49,59,68,37,18,18,32,63,53,42,73,22,19,76,32,63,53,41,72,22,19,76,54,23,32,42,19,63,32,23,53,22,19,63,19,23,19,42,19,41,32,22,32,41,2.0
40,66,53,51,66,38,24,25,42,53,55,40,69,27,27,68,42,53,55,40,68,26,27,68,55,27,42,40,27,53,42,27,55,26,27,53,27,27,27,40,27,40,42,26,42,40,2.0
42,69,53,46,70,37,21,20,45,50,56,39,72,23,23,72,45,49,55,39,72,23,23,72,56,23,46,40,23,50,46,23,55,23,23,49,23,23,23,40,23,39,45,23,45,39,1.0
38,66,52,53,67,39,23,25,40,55,54,41,70,26,27,68,40,55,54,41,69,25,27,68,54,26,40,41,27,55,40,26,54,25,27,55,27,26,27,41,27,41,40,25,40,41,1.0
40,65,54,51,73,35,17,18,42,53,57,38,76,20,24,71,42,53,57,38,75,19,24,71,57,20,42,38,24,53,42,20,57,19,24,53,24,20,24,38,24,38,42,19,42,38,1.0
34,73,48,55,72,39,15,18,37,58,52,43,76,19,20,75,37,58,52,43,76,19,20,75,52,19,37,43,20,58,37,19,52,19,20,58,20,19,20,43,20,43,37,19,37,43,2.0
34,68,53,57,73,35,17,21,36,59,56,39,76,19,24,71,36,59,56,38,75,19,24,71,57,20,36,39,24,59,36,20,56,19,24,59,24,20,24,39,24,38,36,19,36,38,2.0
39,66,50,51,70,39,21,23,42,54,53,42,72,23,26,69,41,53,53,42,72,23,26,69,53,23,42,42,26,54,42,23,53,23,26,53,26,23,26,42,26,42,41,23,41,42,1.0
37,78,56,50,69,32,19,15,41,54,59,36,73,22,16,79,41,54,59,35,72,22,16,79,60,23,41,36,16,54,41,23,59,22,16,54,16,23,16,36,16,35,41,22,41,35,1.0
34,78,56,57,72,32,18,15,36,59,59,36,75,20,16,79,36,59,59,35,74,20,16,79,60,21,36,36,16,59,36,21,59,20,16,59,16,21,16,36,16,35,36,20,36,35,2.0
34,75,56,56,72,32,18,16,36,59,60,35,75,21,18,77,36,58,59,35,74,20,18,77,60,21,37,36,18,59,37,21,59,20,18,58,18,21,18,36,18,35,36,20,36,35,1.0
30,75,49,57,73,37,14,18,34,61,54,42,77,18,19,76,34,61,53,41,77,18,19,76,54,18,34,42,19,61,34,18,53,18,19,61,19,18,19,42,19,41,34,18,34,41,2.0
28,72,43,61,78,43,12,19,31,64,47,48,81,14,21,74,31,64,47,47,80,14,21,74,48,15,31,48,21,64,31,15,47,14,21,64,21,15,21,48,21,47,31,14,31,47,1.0
37,67,51,52,69,38,20,22,40,55,54,41,72,23,25,70,40,55,54,41,72,23,25,70,54,23,40,41,25,55,40,23,54,23,25,55,25,23,25,41,25,41,40,23,40,41,2.0
37,71,54,54,71,34,19,20,39,56,57,38,74,21,22,73,39,56,57,37,73,21,22,73,58,22,39,38,22,56,39,22,57,21,22,56,22,22,22,38,22,37,39,21,39,37,2.0
34,70,49,57,69,40,19,21,36,59,52,43,73,23,23,72,36,59,52,43,72,22,23,72,52,23,36,43,23,59,36,23,52,22,23,59,23,23,23,43,23,43,36,22,36,43,1.0
32,78,56,54,75,32,16,15,37,59,60,36,77,18,16,79,36,58,59,35,77,18,16,79,60,18,37,36,16,59,37,18,59,18,16,58,16,18,16,36,16,35,36,18,36,35,1.0
34,70,51,57,72,38,18,21,36,59,54,41,75,21,23,72,36,59,54,41,74,20,23,72,54,21,36,41,23,59,36,21,54,20,23,59,23,21,23,41,23,41,36,20,36,41,1.0
33,77,56,53,72,32,17,16,38,58,60,36,75,20,17,78,37,57,59,35,75,20,17,78,60,20,38,36,17,58,38,20,59,20,17,57,17,20,17,36,17,35,37,20,37,35,1.0
38,67,50,51,68,39,21,22,41,54,53,42,71,24,25,70,41,54,53,42,71,24,25,70,53,24,41,42,25,54,41,24,53,24,25,54,25,24,25,42,25,42,41,24,41,42,2.0
35,70,48,54,65,41,23,21,38,57,51,44,69,27,23,72,38,57,51,44,68,26,23,72,51,27,38,44,23,57,38,27,51,26,23,57,23,27,23,44,23,44,38,26,38,44,2.0
37,69,48,52,63,41,25,22,40,55,51,44,67,29,24,71,40,55,51,44,66,28,24,71,51,29,40,44,24,55,40,29,51,28,24,55,24,29,24,44,24,44,40,28,40,44,2.0
35,71,48,54,64,41,24,20,38,57,51,44,68,28,22,73,38,57,51,44,67,27,22,73,51,28,38,44,22,57,38,28,51,27,22,57,22,28,22,44,22,44,38,27,38,44,2.0
38,66,50,53,68,39,22,25,40,55,53,42,71,25,27,68,40,55,53,42,70,24,27,68,53,25,40,42,27,55,40,25,53,24,27,55,27,25,27,42,27,42,40,24,40,42,1.0
40,77,54,49,69,34,19,14,43,52,57,38,73,22,16,79,43,52,57,37,72,22,16,79,58,23,43,38,16,52,43,23,57,22,16,52,16,23,16,38,16,37,43,22,43,37,1.0
33,71,52,58,72,36,16,20,35,60,55,40,76,19,22,73,35,60,55,39,75,19,22,73,56,20,35,40,22,60,35,20,55,19,22,60,22,20,22,40,22,39,35,19,35,39,2.0
41,70,51,50,63,40,27,21,43,52,53,42,66,30,23,72,43,52,53,42,65,29,23,72,53,30,43,42,23,52,43,30,53,29,23,52,23,30,23,42,23,42,43,29,43,42,2.0
37,69,54,52,73,35,18,20,40,55,57,38,75,20,23,72,40,55,57,38,75,20,23,72,57,20,40,38,23,55,40,20,57,20,23,55,23,20,23,38,23,38,40,20,40,38,1.0
35,69,48,54,71,41,17,22,38,57,51,44,75,21,24,71,38,57,51,44,74,20,24,71,51,21,38,44,24,57,38,21,51,20,24,57,24,21,24,44,24,44,38,20,38,44,2.0
38,66,51,53,67,40,23,25,40,55,53,42,70,26,27,68,40,55,53,42,69,25,27,68,53,26,40,42,27,55,40,26,53,25,27,55,27,26,27,42,27,42,40,25,40,42,2.0
38,79,56,49,71,32,17,14,42,53,59,36,75,20,15,80,42,53,59,35,74,20,15,80,60,21,42,36,15,53,42,21,59,20,15,53,15,21,15,36,15,35,42,20,42,35,1.0
33,71,52,58,73,36,17,20,35,60,55,40,76,19,22,73,35,60,55,39,75,19,22,73,56,20,35,40,22,60,35,20,55,19,22,60,22,20,22,40,22,39,35,19,35,39,1.0
33,77,53,55,70,35,19,16,36,59,57,38,73,22,17,78,36,58,56,38,73,22,17,78,57,22,37,39,17,59,37,22,56,22,17,58,17,22,17,39,17,38,36,22,36,38,1.0
33,77,55,56,72,34,18,16,36,59,58,37,75,21,17,78,36,59,58,37,74,20,17,78,58,21,36,37,17,59,36,21,58,20,17,59,17,21,17,37,17,37,36,20,36,37,1.0
39,78,55,48,69,33,19,15,43,52,58,37,73,22,16,79,43,52,58,36,72,22,16,79,59,23,43,37,16,52,43,23,58,22,16,52,16,23,16,37,16,36,43,22,43,36,2.0
33,74,49,56,68,38,18,19,36,59,53,42,73,23,20,75,36,59,53,42,72,22,20,75,53,23,36,42,20,59,36,23,53,22,20,59,20,23,20,42,20,42,36,22,36,42,2.0
27,73,53,64,74,36,16,18,29,66,56,39,77,19,20,75,29,66,56,39,76,18,20,75,56,19,29,39,20,66,29,19,56,18,20,66,20,19,20,39,20,39,29,18,29,39,1.0
30,73,50,59,74,36,16,18,33,62,55,41,77,19,20,75,33,62,54,40,76,18,20,75,55,19,33,41,20,62,33,19,54,18,20,62,20,19,20,41,20,40,33,18,33,40,1.0
36,71,47,53,67,42,21,20,39,56,50,45,71,25,22,73,39,56,50,45,70,24,22,73,50,25,39,45,22,56,39,25,50,24,22,56,22,25,22,45,22,45,39,24,39,45,2.0
31,76,51,56,73,35,17,17,35,60,55,40,76,19,18,77,35,60,55,39,75,19,18,77,56,20,35,40,18,60,35,20,55,19,18,60,18,20,18,40,18,39,35,19,35,39,2.0
36,69,54,53,70,35,18,20,39,56,57,38,74,22,23,72,39,56,57,38,73,21,23,72,57,22,39,38,23,56,39,22,57,21,23,56,23,22,23,38,23,38,39,21,39,38,2.0
36,70,53,55,74,35,16,19,38,57,56,39,77,18,22,73,38,57,56,38,76,18,22,73,57,19,38,39,22,57,38,19,56,18,22,57,22,19,22,39,22,38,38,18,38,38,1.0
31,74,50,59,72,34,19,17,33,62,56,39,74,21,19,76,33,61,55,39,74,21,19,76,56,21,34,40,19,62,34,21,55,21,19,61,19,21,19,40,19,39,33,21,33,39,2.0
40,79,54,47,69,34,19,14,44,51,57,38,73,22,15,80,44,51,57,37,72,22,15,80,58,23,44,38,15,51,44,23,57,22,15,51,15,23,15,38,15,37,44,22,44,37,1.0
34,78,55,53,71,33,19,15,38,57,59,37,74,22,16,79,38,57,58,36,73,21,16,79,59,22,38,37,16,57,38,22,58,21,16,57,16,22,16,37,16,36,38,21,38,36,2.0
31,72,48,58,79,35,14,19,34,61,54,41,80,15,21,74,34,61,54,41,80,15,21,74,54,15,34,41,21,61,34,15,54,15,21,61,21,15,21,41,21,41,34,15,34,41,1.0
36,77,53,54,71,36,18,15,39,57,56,39,74,21,17,79,38,56,56,39,74,21,16,78,56,21,39,39,17,57,39,21,56,21,16,56,17,21,17,39,16,39,38,21,38,39,2.0
31,81,51,54,73,34,16,12,36,59,56,39,76,19,13,82,36,59,56,39,76,19,13,82,56,19,36,39,13,59,36,19,56,19,13,59,13,19,13,39,13,39,36,19,36,39,1.0
38,66,48,53,70,43,20,25,40,55,50,45,73,23,27,68,40,55,50,45,72,22,27,68,50,23,40,45,27,55,40,23,50,22,27,55,27,23,27,45,27,45,40,22,40,45,2.0
35,75,53,53,69,36,20,16,39,57,56,39,72,23,18,77,38,56,56,39,72,23,18,77,56,23,39,39,18,57,39,23,56,23,18,56,18,23,18,39,18,39,38,23,38,39,1.0
37,72,55,54,72,33,18,19,39,56,58,37,75,20,21,74,39,56,58,36,74,20,21,74,59,21,39,37,21,56,39,21,58,20,21,56,21,21,21,37,21,36,39,20,39,36,2.0
38,66,54,51,70,34,20,23,41,54,57,38,73,22,26,69,41,54,57,37,72,22,26,69,58,23,41,38,26,54,41,23,57,22,26,54,26,23,26,38,26,37,41,22,41,37,1.0
44,65,55,45,68,34,21,22,46,48,58,36,71,24,26,69,47,48,57,37,71,23,26,69,58,24,47,37,26,48,47,24,58,24,26,48,26,24,26,37,26,37,47,24,47,37,2.0
37,78,54,53,70,35,19,14,40,56,57,38,73,22,16,80,39,55,57,38,73,22,15,79,57,22,40,38,16,56,40,22,57,22,15,55,16,22,16,38,15,38,39,22,39,38,2.0
36,71,52,55,71,36,19,20,38,57,55,40,74,21,22,73,38,57,55,39,73,21,22,73,56,22,38,40,22,57,38,22,55,21,22,57,22,22,22,40,22,39,38,21,38,39,2.0
38,71,49,51,63,40,25,20,41,54,52,43,67,29,22,73,41,54,52,43,66,28,22,73,52,29,41,43,22,54,41,29,52,28,22,54,22,29,22,43,22,43,41,28,41,43,2.0
35,71,50,54,78,37,13,20,38,57,54,41,80,15,22,73,38,57,54,41,80,15,22,73,54,15,38,41,22,57,38,15,54,15,22,57,22,15,22,41,22,41,38,15,38,41,2.0
38,79,55,49,68,33,20,14,42,53,58,37,72,23,15,80,42,53,58,36,71,23,15,80,59,24,42,37,15,53,42,24,58,23,15,53,15,24,15,37,15,36,42,23,42,36,1.0
36,67,54,55,73,34,17,22,38,57,57,38,76,19,25,70,38,57,57,37,75,19,25,70,58,20,38,38,25,57,38,20,57,19,25,57,25,20,25,38,25,37,38,19,38,37,2.0
36,65,52,55,73,35,17,24,38,57,56,39,76,20,27,68,38,57,56,39,75,19,27,68,56,20,38,39,27,57,38,20,56,19,27,57,27,20,27,39,27,39,38,19,38,39,1.0
37,76,52,53,69,36,20,16,39,56,56,39,72,23,18,78,39,55,55,39,72,23,17,77,56,23,40,40,18,56,40,23,55,23,17,55,18,23,18,40,17,39,39,23,39,39,2.0
39,66,51,52,67,40,23,25,41,54,53,42,70,26,27,68,41,54,53,42,69,25,27,68,53,26,41,42,27,54,41,26,53,25,27,54,27,26,27,42,27,42,41,25,41,42,2.0
36,73,47,51,66,42,20,16,40,55,50,45,71,25,19,76,40,55,50,45,70,24,19,76,50,25,40,45,19,55,40,25,50,24,19,55,19,25,19,45,19,45,40,24,40,45,2.0
33,74,51,56,69,36,17,19,36,59,55,40,74,22,20,75,36,59,55,40,73,21,20,75,55,22,36,40,20,59,36,22,55,21,20,59,20,22,20,40,20,40,36,21,36,40,2.0
35,77,55,55,73,34,16,15,38,58,58,37,76,19,17,79,37,57,58,37,76,19,16,78,58,19,38,37,17,58,38,19,58,19,16,57,17,19,17,37,16,37,37,19,37,37,2.0
36,69,54,55,73,34,17,22,38,57,57,38,76,19,24,71,38,57,57,37,75,19,24,71,58,20,38,38,24,57,38,20,57,19,24,57,24,20,24,38,24,37,38,19,38,37,1.0
38,67,50,53,67,39,23,24,40,55,53,42,70,26,26,69,40,55,53,42,69,25,26,69,53,26,40,42,26,55,40,26,53,25,26,55,26,26,26,42,26,42,40,25,40,42,2.0
41,75,55,48,72,33,18,16,44,51,59,37,75,21,18,77,44,51,58,36,74,20,18,77,59,21,44,37,18,51,44,21,58,20,18,51,18,21,18,37,18,36,44,20,44,36,1.0
40,71,50,51,65,41,25,20,42,53,52,43,68,28,22,73,42,53,52,43,67,27,22,73,52,28,42,43,22,53,42,28,52,27,22,53,22,28,22,43,22,43,42,27,42,43,2.0
37,66,52,54,66,37,24,25,39,56,55,40,69,27,27,68,39,56,55,40,68,26,27,68,55,27,39,40,27,56,39,27,55,26,27,56,27,27,27,40,27,40,39,26,39,40,2.0
39,67,52,52,68,39,22,24,41,54,54,41,71,25,26,69,41,54,54,41,70,24,26,69,54,25,41,41,26,54,41,25,54,24,26,54,26,25,26,41,26,41,41,24,41,41,1.0
39,79,55,48,71,33,19,14,43,52,59,37,74,22,15,80,43,52,58,36,73,21,15,80,59,22,43,37,15,52,43,22,58,21,15,52,15,22,15,37,15,36,43,21,43,36,1.0
41,64,51,49,69,39,22,25,43,52,54,41,71,24,28,67,43,51,53,41,71,24,28,67,54,24,44,42,28,52,44,24,53,24,28,51,28,24,28,42,28,41,43,24,43,41,1.0
35,77,55,52,71,33,19,16,39,56,59,37,74,22,17,78,39,56,58,36,73,21,17,78,59,22,39,37,17,56,39,22,58,21,17,56,17,22,17,37,17,36,39,21,39,36,2.0
36,66,52,53,70,37,19,23,39,56,55,40,73,22,26,69,39,56,55,40,73,22,26,69,55,22,39,40,26,56,39,22,55,22,26,56,26,22,26,40,26,40,39,22,39,40,2.0
34,73,54,56,72,32,18,18,36,59,59,36,75,21,20,75,36,58,58,36,74,20,20,75,59,21,37,37,20,59,37,21,58,20,20,58,20,21,20,37,20,36,36,20,36,36,1.0
40,66,52,51,68,39,22,25,42,53,54,41,71,25,27,68,42,53,54,41,70,24,27,68,54,25,42,41,27,53,42,25,54,24,27,53,27,25,27,41,27,41,42,24,42,41,2.0
38,67,50,53,68,39,22,24,40,55,53,42,71,25,26,69,40,55,53,42,70,24,26,69,53,25,40,42,26,55,40,25,53,24,26,55,26,25,26,42,26,42,40,24,40,42,1.0
39,70,52,52,68,39,22,21,41,54,54,41,71,25,23,72,41,54,54,41,70,24,23,72,54,25,41,41,23,54,41,25,54,24,23,54,23,25,23,41,23,41,41,24,41,41,1.0
42,70,55,49,68,36,22,21,44,51,57,38,71,25,23,72,44,51,57,38,70,24,23,72,57,25,44,38,23,51,44,25,57,24,23,51,23,25,23,38,23,38,44,24,44,38,1.0
34,78,55,56,72,34,17,14,37,59,58,37,75,20,16,80,36,58,58,37,75,20,15,79,58,20,37,37,16,59,37,20,58,20,15,58,16,20,16,37,15,37,36,20,36,37,2.0
35,71,47,54,63,42,25,20,38,57,50,45,67,29,22,73,38,57,50,45,66,28,22,73,50,29,38,45,22,57,38,29,50,28,22,57,22,29,22,45,22,45,38,28,38,45,2.0
37,71,56,52,71,33,18,18,40,55,59,36,74,21,21,74,40,55,59,36,74,21,21,74,59,21,40,36,21,55,40,21,59,21,21,55,21,21,21,36,21,36,40,21,40,36,1.0
26,72,46,65,73,40,17,19,28,67,51,45,76,20,21,74,28,67,50,44,75,19,21,74,51,20,28,45,21,67,28,20,50,19,21,67,21,20,21,45,21,44,28,19,28,44,1.0
32,72,49,59,73,35,17,19,34,61,55,41,76,20,21,74,34,61,54,40,75,19,21,74,55,20,34,41,21,61,34,20,54,19,21,61,21,20,21,41,21,40,34,19,34,40,1.0
39,66,52,52,67,39,23,25,41,54,54,41,70,26,27,68,41,54,54,41,69,25,27,68,54,26,41,41,27,54,41,26,54,25,27,54,27,26,27,41,27,41,41,25,41,41,2.0
39,68,54,52,68,37,22,23,41,54,56,39,71,25,25,70,41,54,56,39,70,24,25,70,56,25,41,39,25,54,41,25,56,24,25,54,25,25,25,39,25,39,41,24,41,39,1.0
42,68,53,49,71,36,19,21,44,51,56,39,74,22,24,71,44,51,56,39,73,21,24,71,56,22,44,39,24,51,44,22,56,21,24,51,24,22,24,39,24,39,44,21,44,39,2.0
38,70,55,53,69,36,21,21,40,55,57,38,72,24,23,72,40,55,57,38,71,23,23,72,57,24,40,38,23,55,40,24,57,23,23,55,23,24,23,38,23,38,40,23,40,38,1.0
37,68,52,54,71,36,17,23,39,56,55,40,75,20,25,70,39,56,55,39,74,20,25,70,56,21,39,40,25,56,39,21,55,20,25,56,25,21,25,40,25,39,39,20,39,39,2.0
39,71,51,50,64,40,24,20,42,53,53,42,68,28,22,73,42,53,53,42,67,27,22,73,53,28,42,42,22,53,42,28,53,27,22,53,22,28,22,42,22,42,42,27,42,42,2.0
32,73,48,57,72,41,14,18,35,60,51,44,77,19,20,75,35,60,51,44,76,18,20,75,51,19,35,44,20,60,35,19,51,18,20,60,20,19,20,44,20,44,35,18,35,44,1.0
37,66,49,54,69,42,21,25,39,56,51,44,72,24,27,68,39,56,51,44,71,23,27,68,51,24,39,44,27,56,39,24,51,23,27,56,27,24,27,44,27,44,39,23,39,44,2.0
39,67,51,52,67,40,23,24,41,54,53,42,70,26,26,69,41,54,53,42,69,25,26,69,53,26,41,42,26,54,41,26,53,25,26,54,26,26,26,42,26,42,41,25,41,42,2.0
33,77,56,54,72,32,18,16,37,58,60,36,75,21,17,78,37,58,59,35,74,20,17,78,60,21,37,36,17,58,37,21,59,20,17,58,17,21,17,36,17,35,37,20,37,35,2.0
39,66,51,52,67,40,23,25,41,54,53,42,70,26,27,68,41,54,53,42,69,25,27,68,53,26,41,42,27,54,41,26,53,25,27,54,27,26,27,42,27,42,41,25,41,42,1.0
37,66,51,54,66,38,24,25,39,56,54,41,69,27,27,68,39,56,54,41,68,26,27,68,54,27,39,41,27,56,39,27,54,26,27,56,27,27,27,41,27,41,39,26,39,41,2.0
37,67,54,54,73,35,17,22,39,56,57,38,76,20,25,70,39,56,57,38,75,19,25,70,57,20,39,38,25,56,39,20,57,19,25,56,25,20,25,38,25,38,39,19,39,38,1.0
33,74,55,57,73,33,18,17,36,60,59,37,75,20,19,76,35,59,58,36,75,20,19,76,59,20,36,37,19,60,36,20,58,20,19,59,19,20,19,37,19,36,35,20,35,36,1.0
36,67,54,55,72,35,18,22,38,57,57,38,75,21,25,70,38,57,57,38,74,20,25,70,57,21,38,38,25,57,38,21,57,20,25,57,25,21,25,38,25,38,38,20,38,38,1.0
36,70,49,55,75,40,16,21,38,57,52,43,77,18,23,72,38,57,52,43,77,18,23,72,52,18,38,43,23,57,38,18,52,18,23,57,23,18,23,43,23,43,38,18,38,43,1.0
35,77,46,54,67,41,19,16,38,57,50,45,72,24,17,78,38,57,50,45,71,23,17,78,50,24,38,45,17,57,38,24,50,23,17,57,17,24,17,45,17,45,38,23,38,45,1.0
34,76,49,55,69,40,17,17,37,58,52,43,74,22,18,77,37,58,52,43,73,21,18,77,52,22,37,43,18,58,37,22,52,21,18,58,18,22,18,43,18,43,37,21,37,43,2.0
35,70,52,54,65,39,23,21,38,57,54,41,69,27,23,72,38,57,54,41,68,26,23,72,54,27,38,41,23,57,38,27,54,26,23,57,23,27,23,41,23,41,38,26,38,41,2.0
36,70,47,53,64,42,24,21,39,56,50,45,68,28,23,72,39,56,50,45,67,27,23,72,50,28,39,45,23,56,39,28,50,27,23,56,23,28,23,45,23,45,39,27,39,45,2.0
31,76,47,57,74,41,15,17,34,61,51,44,77,18,18,77,34,60,50,44,77,18,18,77,51,18,35,45,18,61,35,18,50,18,18,60,18,18,18,45,18,44,34,18,34,44,2.0
41,77,54,48,70,34,18,14,44,51,57,38,74,21,16,79,44,51,57,37,73,21,16,79,58,22,44,38,16,51,44,22,57,21,16,51,16,22,16,38,16,37,44,21,44,37,1.0
38,68,51,53,71,40,19,23,40,55,53,42,74,22,25,70,40,55,53,42,73,21,25,70,53,22,40,42,25,55,40,22,53,21,25,55,25,22,25,42,25,42,40,21,40,42,2.0
41,77,55,48,70,33,18,14,44,51,58,37,74,21,16,79,44,51,58,36,73,21,16,79,59,22,44,37,16,51,44,22,58,21,16,51,16,22,16,37,16,36,44,21,44,36,1.0
36,70,51,55,71,37,19,21,38,57,54,41,74,21,23,72,38,57,54,40,73,21,23,72,55,22,38,41,23,57,38,22,54,21,23,57,23,22,23,41,23,40,38,21,38,40,2.0
38,70,50,51,66,41,20,21,41,54,52,43,71,25,23,72,41,54,52,43,70,24,23,72,52,25,41,43,23,54,41,25,52,24,23,54,23,25,23,43,23,43,41,24,41,43,2.0
39,67,52,52,68,37,22,24,41,54,55,40,71,25,26,69,41,54,55,40,70,24,26,69,55,25,41,40,26,54,41,25,55,24,26,54,26,25,26,40,26,40,41,24,41,40,1.0
38,72,48,51,70,43,18,21,41,54,50,45,74,22,22,73,41,54,50,45,73,21,22,73,50,22,41,45,22,54,41,22,50,21,22,54,22,22,22,45,22,45,41,21,41,45,2.0
43,67,56,48,68,35,22,24,45,50,58,37,71,25,26,69,45,50,58,37,70,24,26,69,58,25,45,37,26,50,45,25,58,24,26,50,26,25,26,37,26,37,45,24,45,37,1.0
38,76,53,50,68,36,19,16,42,54,56,39,72,23,18,78,41,53,56,39,72,23,17,77,56,23,42,39,18,54,42,23,56,23,17,53,18,23,18,39,17,39,41,23,41,39,1.0
38,76,57,51,69,31,20,15,41,54,61,35,72,23,17,78,41,54,60,34,72,23,17,78,61,23,41,35,17,54,41,23,60,23,17,54,17,23,17,35,17,34,41,23,41,34,1.0
33,73,52,57,72,32,19,18,35,60,58,37,74,21,20,75,35,59,57,37,74,21,20,75,58,21,36,38,20,60,36,21,57,21,20,59,20,21,20,38,20,37,35,21,35,37,2.0
35,70,46,54,68,44,20,19,38,57,48,47,72,23,22,73,38,57,48,46,71,23,22,73,49,24,38,47,22,57,38,24,48,23,22,57,22,24,22,47,22,46,38,23,38,46,2.0
38,68,52,53,69,36,21,23,40,55,55,40,72,23,25,70,40,55,55,39,71,23,25,70,56,24,40,40,25,55,40,24,55,23,25,55,25,24,25,40,25,39,40,23,40,39,2.0
33,75,54,57,72,32,18,16,35,60,59,36,75,21,18,77,35,59,58,36,74,20,18,77,59,21,36,37,18,60,36,21,58,20,18,59,18,21,18,37,18,36,35,20,35,36,1.0
35,76,47,54,72,42,16,15,38,57,50,45,76,20,17,78,38,57,50,45,75,19,17,78,50,20,38,45,17,57,38,20,50,19,17,57,17,20,17,45,17,45,38,19,38,45,1.0
36,68,49,53,72,40,17,21,39,56,52,43,75,20,24,71,39,56,52,43,75,20,24,71,52,20,39,43,24,56,39,20,52,20,24,56,24,20,24,43,24,43,39,20,39,43,2.0
32,81,46,57,80,41,10,12,35,60,50,45,83,13,13,82,35,60,50,45,82,12,13,82,50,13,35,45,13,60,35,13,50,12,13,60,13,13,13,45,13,45,35,12,35,45,1.0
36,71,47,53,65,42,21,20,39,56,50,45,70,26,22,73,39,56,50,45,69,25,22,73,50,26,39,45,22,56,39,26,50,25,22,56,22,26,22,45,22,45,39,25,39,45,2.0
36,71,53,55,71,35,19,20,38,57,56,39,74,21,22,73,38,57,56,38,73,21,22,73,57,22,38,39,22,57,38,22,56,21,22,57,22,22,22,39,22,38,38,21,38,38,2.0
35,70,52,54,63,39,25,21,38,57,54,41,67,29,23,72,38,57,54,41,66,28,23,72,54,29,38,41,23,57,38,29,54,28,23,57,23,29,23,41,23,41,38,28,38,41,2.0
33,75,48,56,68,39,18,18,36,59,52,43,73,23,19,76,36,59,52,43,72,22,19,76,52,23,36,43,19,59,36,23,52,22,19,59,19,23,19,43,19,43,36,22,36,43,2.0
38,66,53,53,69,35,21,25,40,55,56,39,72,23,27,68,40,55,56,38,71,23,27,68,57,24,40,39,27,55,40,24,56,23,27,55,27,24,27,39,27,38,40,23,40,38,2.0
33,70,47,56,65,42,19,21,36,59,50,45,71,25,23,72,36,59,50,45,70,24,23,72,50,25,36,45,23,59,36,25,50,24,23,59,23,25,23,45,23,45,36,24,36,45,2.0
31,74,52,59,74,36,15,18,33,62,56,39,77,18,20,76,33,61,55,39,77,18,19,75,56,18,34,40,20,62,34,18,55,18,19,61,20,18,20,40,19,39,33,18,33,39,2.0
37,67,54,54,68,37,22,24,39,56,56,39,71,25,26,69,39,56,56,39,70,24,26,69,56,25,39,39,26,56,39,25,56,24,26,56,26,25,26,39,26,39,39,24,39,39,1.0
36,68,49,53,72,40,17,21,39,56,52,43,75,20,24,71,39,56,52,43,75,20,24,71,52,20,39,43,24,56,39,20,52,20,24,56,24,20,24,43,24,43,39,20,39,43,2.0
35,69,50,54,71,39,18,20,38,57,53,42,74,21,23,72,38,57,53,42,74,21,23,72,53,21,38,42,23,57,38,21,53,21,23,57,23,21,23,42,23,42,38,21,38,42,2.0
39,66,53,52,67,38,23,25,41,54,55,40,70,26,27,68,41,54,55,40,69,25,27,68,55,26,41,40,27,54,41,26,55,25,27,54,27,26,27,40,27,40,41,25,41,40,1.0
35,71,55,54,70,34,18,18,38,57,58,37,74,22,21,74,38,57,58,37,73,21,21,74,58,22,38,37,21,57,38,22,58,21,21,57,21,22,21,37,21,37,38,21,38,37,2.0
31,73,53,57,73,33,17,18,34,61,58,37,76,20,20,75,34,60,57,37,75,19,20,75,58,20,35,38,20,61,35,20,57,19,20,60,20,20,20,38,20,37,34,19,34,37,1.0
37,76,51,50,69,37,19,15,41,54,54,41,73,22,17,78,41,54,54,40,72,22,17,78,55,23,41,41,17,54,41,23,54,22,17,54,17,23,17,41,17,40,41,22,41,40,1.0
38,74,50,53,73,38,18,17,40,55,54,42,75,20,19,76,40,55,53,41,75,20,19,76,54,20,40,42,19,55,40,20,53,20,19,55,19,20,19,42,19,41,40,20,40,41,2.0
38,68,52,53,71,36,17,23,40,55,55,40,75,20,25,70,40,55,55,39,74,20,25,70,56,21,40,40,25,55,40,21,55,20,25,55,25,21,25,40,25,39,40,20,40,39,2.0
