@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute destClass {1,-1}

@data
35,36,52,35,52,49,38,54,36,55,39,52,41,50,40,49,37,51,35,54,36,50,40,51,38,49,39,50,36,51,36,50,39,51,37,53,36,50,35,54,38,49,41,49,35,52,38,50,1
20,23,67,23,67,12,23,15,22,70,25,14,80,13,79,13,24,14,22,69,77,65,25,13,78,13,79,13,23,14,77,14,24,13,22,14,24,65,20,69,24,13,80,12,23,14,25,13,1
36,38,51,39,51,41,39,45,38,54,41,44,50,42,49,42,40,44,38,53,45,49,41,42,47,43,48,42,38,44,46,44,40,42,38,44,40,49,36,53,40,43,50,41,39,44,41,42,1
28,29,59,31,59,49,31,53,29,62,32,51,42,50,41,50,32,52,30,61,37,57,33,50,39,51,40,50,30,52,38,51,32,50,30,52,31,57,28,61,31,51,42,49,31,51,33,50,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
22,25,65,25,65,12,25,15,24,68,27,14,80,13,79,13,26,14,24,67,77,63,27,13,78,13,79,13,25,14,77,14,26,13,24,14,26,63,22,67,26,13,80,12,25,14,27,13,1
17,20,70,20,70,12,20,15,19,73,22,14,80,13,79,13,21,14,19,72,77,68,22,13,78,13,79,13,20,14,77,14,21,13,19,14,21,68,17,72,21,13,80,12,20,14,22,13,1
36,38,51,39,51,40,39,45,37,54,40,43,50,41,49,42,40,44,38,53,45,49,41,42,47,43,48,42,38,44,45,43,40,42,38,44,39,49,36,53,39,43,50,40,39,43,41,42,1
36,39,51,38,51,34,39,39,38,54,41,38,56,36,55,35,39,37,37,53,51,49,41,36,53,36,54,37,39,37,51,37,40,36,38,38,39,49,36,53,40,36,56,34,38,38,40,37,1
35,38,52,37,52,33,38,38,37,55,40,37,57,35,56,34,38,36,36,54,52,50,40,35,54,35,55,36,38,36,52,36,39,35,37,37,38,50,35,54,39,35,57,33,37,37,39,36,1
23,26,64,25,64,12,26,15,25,67,28,14,80,13,79,12,26,13,24,66,77,62,28,13,78,12,79,13,26,13,77,13,27,13,25,14,26,62,23,66,27,12,80,12,25,14,27,13,1
44,45,47,45,46,38,45,43,45,48,46,43,52,40,51,40,46,42,45,47,47,45,47,41,49,41,49,41,45,43,47,42,46,40,45,42,46,45,44,48,46,41,51,38,45,42,46,41,1
44,44,47,45,46,34,45,39,44,48,45,38,56,35,55,36,46,38,45,47,51,45,47,37,53,37,53,36,44,39,51,37,46,36,45,38,45,45,44,48,45,37,55,34,45,37,46,36,1
36,38,52,38,51,45,38,50,38,54,40,50,45,47,44,47,40,49,38,53,40,49,41,48,42,47,42,47,38,50,40,49,40,47,38,49,40,49,36,54,40,47,44,45,38,49,40,47,-1
6,15,74,13,73,0,8,5,8,80,15,5,90,2,89,2,14,4,8,79,85,69,15,2,87,3,88,5,15,4,85,4,14,2,8,4,14,73,8,80,14,3,90,0,13,4,14,5,1
20,23,67,23,67,11,23,14,22,70,25,13,81,12,80,12,24,13,22,69,78,65,25,12,79,12,80,12,23,13,78,13,24,12,22,13,24,65,20,69,24,12,81,11,23,13,25,12,1
33,35,54,36,54,43,36,48,35,57,38,47,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,42,47,37,45,35,47,37,52,33,56,37,46,47,43,36,47,38,45,1
28,31,59,31,59,10,31,13,30,62,33,12,82,11,81,11,32,12,30,61,79,57,33,11,80,11,81,11,31,12,79,12,32,11,30,12,32,57,28,61,32,11,82,10,31,12,33,11,1
38,38,53,39,52,40,39,45,38,54,39,44,50,41,49,42,40,44,39,53,45,51,41,43,47,43,47,42,38,45,45,43,40,42,39,44,39,51,38,54,39,43,49,40,39,43,40,42,-1
44,45,47,45,46,38,45,43,45,48,46,43,52,40,51,40,46,42,45,47,47,45,47,41,49,41,49,41,45,43,47,42,46,40,45,42,46,45,44,48,46,41,51,38,45,42,46,41,1
34,35,53,37,53,44,37,49,35,56,38,47,46,45,45,46,38,48,36,55,41,51,39,46,43,47,44,45,35,48,41,47,38,46,36,48,37,51,34,55,37,47,46,44,37,47,39,45,1
49,51,39,49,38,34,51,39,51,41,53,39,56,36,55,34,51,36,49,40,51,36,54,37,53,34,53,36,51,37,51,36,53,36,51,38,51,36,49,41,53,34,55,34,49,38,51,36,1
48,50,40,49,39,34,50,39,50,42,52,39,56,36,55,35,51,37,49,41,51,37,53,37,53,35,53,36,50,38,51,37,52,36,50,38,51,37,48,42,52,35,55,34,49,38,51,36,1
50,51,41,50,40,28,51,33,51,42,52,33,62,30,61,29,51,31,50,41,57,39,53,31,59,30,59,31,51,32,57,31,52,30,51,32,51,39,50,42,52,30,61,28,50,32,51,31,1
51,53,37,52,36,31,53,36,53,39,55,36,59,33,58,32,54,34,52,38,54,34,56,34,56,32,56,33,53,35,54,34,55,33,53,35,54,34,51,39,55,32,58,31,52,35,54,33,1
32,35,55,34,55,26,35,31,34,58,37,30,64,28,63,27,35,29,33,57,59,53,37,28,61,28,62,29,35,29,59,29,36,28,34,30,35,53,32,57,36,28,64,26,34,30,36,29,1
43,43,48,44,47,35,44,40,43,49,44,39,55,36,54,37,45,39,44,48,50,46,46,38,52,38,52,37,43,40,50,38,45,37,44,39,44,46,43,49,44,38,54,35,44,38,45,37,1
36,37,51,36,51,48,39,53,37,54,40,51,42,49,41,48,38,50,36,53,37,49,41,50,39,48,40,49,37,50,37,49,40,50,38,52,37,49,36,53,39,48,42,48,36,51,39,49,1
35,36,52,37,52,42,38,47,36,55,39,45,48,43,47,43,38,45,36,54,43,50,40,44,45,44,46,43,36,45,43,44,39,44,37,46,37,50,35,54,38,44,48,42,37,45,39,43,1
24,27,63,27,63,11,27,14,26,66,29,13,81,12,80,12,28,13,26,65,78,61,29,12,79,12,80,12,27,13,78,13,28,12,26,13,28,61,24,65,28,12,81,11,27,13,29,12,1
28,29,59,28,59,56,31,61,29,62,32,59,34,57,33,56,30,58,28,61,29,57,33,58,31,56,32,57,29,58,29,57,32,58,30,60,29,57,28,61,31,56,34,56,28,59,31,57,1
40,42,47,41,47,42,43,47,42,50,45,46,48,44,47,43,43,45,41,49,43,45,45,44,45,43,46,44,42,45,43,45,44,44,42,46,43,45,40,49,44,43,48,42,41,46,44,44,-1
32,34,55,35,55,27,35,32,33,58,36,30,63,28,62,29,36,31,34,57,58,53,37,29,60,30,61,29,34,31,58,30,36,29,34,31,35,53,32,57,35,30,63,27,35,30,37,29,1
31,31,56,33,56,52,34,57,31,59,34,54,38,52,37,54,35,56,33,58,33,54,36,54,35,54,36,52,31,56,33,54,35,54,33,56,33,54,31,58,33,54,38,52,33,54,36,52,1
46,48,42,46,41,37,48,42,48,44,50,42,53,39,52,37,48,39,46,43,48,39,51,40,50,37,50,39,48,40,48,39,50,39,48,41,48,39,46,44,50,37,52,37,46,41,48,39,1
42,42,49,43,48,36,43,41,42,50,43,40,54,37,53,38,44,40,43,49,49,47,45,39,51,39,51,38,42,41,49,39,44,38,43,40,43,47,42,50,43,39,53,36,43,39,44,38,1
34,36,53,36,53,47,37,52,36,56,39,51,43,49,42,49,38,51,36,55,38,51,39,49,40,49,41,49,36,51,38,51,38,49,36,51,38,51,34,55,38,49,43,47,36,51,39,49,1
41,43,46,43,46,32,44,37,43,49,46,36,58,34,57,33,44,35,42,48,53,44,46,34,55,34,56,34,43,35,53,35,45,34,43,36,44,44,41,48,45,34,58,32,43,36,45,34,1
30,32,57,33,57,22,33,27,31,60,34,25,68,23,67,24,34,26,32,59,63,55,35,24,65,25,66,24,32,26,63,25,34,24,32,26,33,55,30,59,33,25,68,22,33,25,35,24,1
35,35,52,35,52,50,38,55,35,55,38,52,40,50,39,50,37,52,35,54,35,50,40,52,37,50,38,50,35,52,35,50,39,52,37,54,35,50,35,54,37,50,40,50,35,52,38,50,1
43,44,48,43,47,35,44,40,44,49,45,40,55,37,54,36,44,38,43,48,50,46,46,38,52,37,52,38,44,39,50,38,45,37,44,39,44,46,43,49,45,37,54,35,43,39,44,38,1
31,34,56,34,56,9,34,12,33,59,36,11,83,10,82,10,35,11,33,58,80,54,36,10,81,10,82,10,34,11,80,11,35,10,33,11,35,54,31,58,35,10,83,9,34,11,36,10,-1
4,11,79,11,78,14,7,18,7,83,11,18,76,15,76,16,11,18,7,82,72,75,12,16,74,18,74,17,11,18,72,17,11,16,7,18,11,76,5,83,11,18,76,14,11,17,11,17,-1
32,35,55,35,55,45,35,48,34,58,37,47,47,46,46,46,36,47,34,57,44,53,37,46,45,46,46,46,35,47,44,47,36,46,34,47,36,53,32,57,36,46,47,45,35,47,37,46,1
39,39,52,39,51,37,40,44,39,53,40,43,51,39,50,39,40,42,39,52,45,50,42,41,47,41,47,41,39,43,45,41,41,40,40,43,39,50,39,53,40,41,50,38,39,42,40,41,-1
34,36,53,36,53,47,37,52,36,56,39,51,43,49,42,49,38,51,36,55,38,51,39,49,40,49,41,49,36,51,38,51,38,49,36,51,38,51,34,55,38,49,43,47,36,51,39,49,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
48,49,40,49,39,35,50,40,49,42,51,39,55,36,54,36,51,38,49,41,50,37,53,38,52,36,52,36,49,39,50,37,52,37,50,39,50,37,48,42,51,36,54,35,49,38,51,36,1
30,30,57,32,57,53,33,58,30,60,33,55,37,53,36,55,34,57,32,59,32,55,35,55,34,55,35,53,30,57,32,55,34,55,32,57,32,55,30,59,32,55,37,53,32,55,35,53,1
22,25,65,24,65,12,25,15,24,68,27,14,80,13,79,12,25,13,23,67,77,63,27,13,78,12,79,13,25,13,77,13,26,13,24,14,25,63,22,67,26,12,80,12,24,14,26,13,1
32,34,55,33,55,50,35,55,34,58,37,54,40,52,39,51,35,53,33,57,35,53,37,52,37,51,38,52,34,53,35,53,36,52,34,54,35,53,32,57,36,51,40,50,33,54,36,52,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
34,37,53,37,53,27,37,32,36,56,39,31,63,29,62,29,38,31,36,55,58,51,39,29,60,30,61,30,37,31,58,31,38,29,36,31,38,51,34,55,38,30,63,27,37,31,39,30,1
48,50,40,49,39,34,50,39,50,42,52,39,56,36,55,35,51,37,49,41,51,37,53,37,53,35,53,36,50,38,51,37,52,36,50,38,51,37,48,42,52,35,55,34,49,38,51,36,1
46,46,45,46,44,38,47,43,46,46,47,42,52,39,51,39,47,41,46,45,47,43,49,41,49,40,49,40,46,42,47,40,48,40,47,42,46,43,46,46,47,40,51,38,46,41,47,40,1
29,32,58,31,58,20,32,25,31,61,34,24,70,22,69,21,32,23,30,60,65,56,34,22,67,22,68,23,32,23,65,23,33,22,31,24,32,56,29,60,33,22,70,20,31,24,33,23,1
32,33,55,34,55,50,35,55,33,58,36,53,40,51,39,52,36,54,34,57,35,53,37,52,37,52,38,51,33,54,35,53,36,52,34,54,35,53,32,57,35,52,40,50,34,53,37,51,1
22,25,65,25,65,11,25,14,24,68,27,13,81,12,80,12,26,13,24,67,78,63,27,12,79,12,80,12,25,13,78,13,26,12,24,13,26,63,22,67,26,12,81,11,25,13,27,12,1
42,43,49,43,48,35,43,40,43,50,44,40,55,37,54,37,44,39,43,49,50,47,45,38,52,38,52,38,43,40,50,39,44,37,43,39,44,47,42,50,44,38,54,35,43,39,44,38,1
27,30,60,30,60,8,30,11,29,63,32,10,84,9,83,9,31,10,29,62,81,58,32,9,82,9,83,9,30,10,81,10,31,9,29,10,31,58,27,62,31,9,84,8,30,10,32,9,1
31,34,56,33,56,18,34,23,33,59,36,22,72,20,71,19,34,21,32,58,67,54,36,20,69,20,70,21,34,21,67,21,35,20,33,22,34,54,31,58,35,20,72,18,33,22,35,21,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
41,43,46,43,46,37,44,42,42,49,45,40,53,38,52,38,44,40,42,48,48,44,46,39,50,39,51,39,43,40,48,39,45,39,43,41,43,44,41,48,44,39,53,37,43,40,45,39,1
0,1,92,1,92,0,0,4,0,93,1,3,91,1,90,1,1,3,0,93,86,91,1,1,88,3,89,3,1,3,87,3,1,1,0,3,0,92,0,93,0,3,91,0,1,3,1,4,-1
33,34,54,36,54,44,36,48,34,57,37,46,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,43,46,37,45,35,47,36,52,33,56,36,46,47,44,36,46,38,45,1
36,37,51,37,51,47,39,52,37,54,40,50,43,48,42,48,39,50,37,53,38,49,41,49,40,48,41,48,37,50,38,49,40,49,38,51,38,49,36,53,39,48,43,47,37,50,40,48,1
24,27,63,27,63,9,27,12,26,66,29,11,83,10,82,10,28,11,26,65,80,61,29,10,81,10,82,10,27,11,80,11,28,10,26,11,28,61,24,65,28,10,83,9,27,11,29,10,1
33,36,54,35,54,31,36,36,35,57,38,35,59,33,58,32,36,34,34,56,54,52,38,33,56,33,57,34,36,34,54,34,37,33,35,35,36,52,33,56,37,33,59,31,35,35,37,34,1
34,35,53,37,53,43,37,48,35,56,38,46,47,44,46,45,38,47,36,55,42,51,39,45,44,46,45,44,35,47,42,46,38,45,36,47,37,51,34,55,37,46,47,43,37,46,39,44,1
24,27,63,26,63,10,27,13,26,66,29,12,82,11,81,10,27,11,25,65,79,61,29,11,80,10,81,11,27,11,79,11,28,11,26,12,27,61,24,65,28,10,82,10,26,12,28,11,1
26,29,61,28,61,10,29,13,28,64,31,12,82,11,81,10,29,11,27,63,79,59,31,11,80,10,81,11,29,11,79,11,30,11,28,12,29,59,26,63,30,10,82,10,28,12,30,11,1
33,35,54,36,54,29,36,34,34,57,37,32,61,30,60,31,37,33,35,56,56,52,38,31,58,32,59,31,35,33,56,32,37,31,35,33,36,52,33,56,36,32,61,29,36,32,38,31,1
18,21,69,20,69,11,21,14,20,72,23,13,81,12,80,11,21,12,19,71,78,67,23,12,79,11,80,12,21,12,78,12,22,12,20,13,21,67,18,71,22,11,81,11,20,13,22,12,1
34,34,53,35,53,50,37,55,34,56,37,52,40,50,39,51,37,53,35,55,35,51,39,52,37,51,38,50,34,53,35,51,38,52,36,54,35,51,34,55,36,51,40,50,35,52,38,50,1
22,25,65,24,65,12,25,15,24,68,27,14,80,13,79,12,25,13,23,67,77,63,27,13,78,12,79,13,25,13,77,13,26,13,24,14,25,63,22,67,26,12,80,12,24,14,26,13,1
41,41,46,43,46,42,44,47,41,49,44,44,48,42,47,44,45,46,43,48,43,44,46,44,45,44,46,42,41,46,43,44,45,44,43,46,43,44,41,48,43,44,48,42,43,44,46,42,-1
48,50,40,49,39,34,50,39,50,42,52,39,56,36,55,35,51,37,49,41,51,37,53,37,53,35,53,36,50,38,51,37,52,36,50,38,51,37,48,42,52,35,55,34,49,38,51,36,1
44,46,43,44,43,39,47,44,46,46,49,43,51,41,50,39,46,41,44,45,46,41,49,41,48,39,49,41,46,41,46,41,48,41,46,43,46,41,44,45,48,39,51,39,44,43,47,41,-1
24,27,63,26,63,10,27,13,26,66,29,12,82,11,81,10,27,11,25,65,79,61,29,11,80,10,81,11,27,11,79,11,28,11,26,12,27,61,24,65,28,10,82,10,26,12,28,11,1
21,24,66,23,66,11,24,14,23,69,26,13,81,12,80,11,24,12,22,68,78,64,26,12,79,11,80,12,24,12,78,12,25,12,23,13,24,64,21,68,25,11,81,11,23,13,25,12,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
26,28,61,28,61,7,29,10,27,64,30,8,85,7,84,7,29,8,27,63,82,59,31,8,83,7,84,7,28,8,82,7,30,8,28,9,28,59,26,63,29,7,85,7,28,8,30,7,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
26,29,61,29,61,9,29,12,28,64,31,11,83,10,82,10,30,11,28,63,80,59,31,10,81,10,82,10,29,11,80,11,30,10,28,11,30,59,26,63,30,10,83,9,29,11,31,10,1
48,49,40,49,39,35,50,40,49,42,51,39,55,36,54,36,51,38,49,41,50,37,53,38,52,36,52,36,49,39,50,37,52,37,50,39,50,37,48,42,51,36,54,35,49,38,51,36,1
31,33,56,33,56,46,34,50,33,59,36,49,45,47,44,46,34,48,32,58,40,54,36,47,42,47,43,47,33,48,41,48,35,47,33,49,34,54,31,58,35,47,45,46,33,49,35,47,1
49,51,39,51,38,25,51,31,51,41,53,31,63,27,63,28,53,31,51,40,57,36,54,28,60,29,60,28,51,31,57,30,53,28,51,31,53,36,49,41,53,29,63,25,51,30,53,28,1
28,30,59,31,59,48,31,52,29,62,32,50,43,49,42,49,32,51,30,61,38,57,33,49,40,50,41,50,31,51,39,50,32,49,30,51,31,57,28,61,31,50,43,48,31,50,33,50,1
34,35,53,37,53,43,37,48,35,56,38,46,47,44,46,45,38,47,36,55,42,51,39,45,44,46,45,44,35,47,42,46,38,45,36,47,37,51,34,55,37,46,47,43,37,46,39,44,1
45,46,46,46,45,36,46,41,46,47,47,41,54,38,53,38,47,40,46,46,49,44,48,39,51,39,51,39,46,41,49,40,47,38,46,40,47,44,45,47,47,39,53,36,46,40,47,39,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
23,26,64,25,64,13,26,16,25,67,28,15,79,14,78,13,26,14,24,66,76,62,28,14,77,13,78,14,26,14,76,14,27,14,25,15,26,62,23,66,27,13,79,13,25,15,27,14,1
31,34,56,34,56,9,34,12,33,59,36,11,83,10,82,10,35,11,33,58,80,54,36,10,81,10,82,10,34,11,80,11,35,10,33,11,35,54,31,58,35,10,83,9,34,11,36,10,-1
35,36,52,35,52,49,38,54,36,55,39,52,41,50,40,49,37,51,35,54,36,50,40,51,38,49,39,50,36,51,36,50,39,51,37,53,36,50,35,54,38,49,41,49,35,52,38,50,1
34,34,53,35,53,50,37,55,34,56,37,52,40,50,39,51,37,53,35,55,35,51,39,52,37,51,38,50,34,53,35,51,38,52,36,54,35,51,34,55,36,51,40,50,35,52,38,50,1
19,33,55,31,54,0,25,3,25,62,33,3,92,0,91,0,32,2,25,61,87,49,33,0,89,1,90,3,33,2,89,2,32,0,25,2,32,50,21,62,32,1,92,0,31,2,32,3,1
28,29,59,30,59,54,31,59,29,62,32,57,36,55,35,56,32,58,30,61,31,57,33,56,33,56,34,55,29,58,31,57,32,56,30,58,31,57,28,61,31,56,36,54,30,57,33,55,1
34,37,53,36,53,31,37,36,36,56,39,35,59,33,58,32,37,34,35,55,54,51,39,33,56,33,57,34,37,34,54,34,38,33,36,35,37,51,34,55,38,33,59,31,36,35,38,34,1
26,29,61,29,61,9,29,12,28,64,31,11,83,10,82,10,30,11,28,63,80,59,31,10,81,10,82,10,29,11,80,11,30,10,28,11,30,59,26,63,30,10,83,9,29,11,31,10,1
34,34,53,35,53,50,37,55,34,56,37,52,40,50,39,51,37,53,35,55,35,51,39,52,37,51,38,50,34,53,35,51,38,52,36,54,35,51,34,55,36,51,40,50,35,52,38,50,1
44,48,41,48,40,34,47,39,47,44,50,39,56,36,55,35,49,37,46,43,51,38,51,37,53,36,53,36,48,38,51,37,50,36,47,38,49,38,45,44,50,36,55,34,48,38,49,36,1
17,20,70,19,70,12,20,15,19,73,22,14,80,13,79,12,20,13,18,72,77,68,22,13,78,12,79,13,20,13,77,13,21,13,19,14,20,68,17,72,21,12,80,12,19,14,21,13,1
17,20,70,19,70,12,20,15,19,73,22,14,80,13,79,12,20,13,18,72,77,68,22,13,78,12,79,13,20,13,77,13,21,13,19,14,20,68,17,72,21,12,80,12,19,14,21,13,1
25,28,62,27,62,10,28,13,27,65,30,12,82,11,81,10,28,11,26,64,79,60,30,11,80,10,81,11,28,11,79,11,29,11,27,12,28,60,25,64,29,10,82,10,27,12,29,11,1
48,48,43,50,42,29,49,34,48,44,49,33,61,30,60,31,50,33,49,43,56,41,51,32,58,33,58,31,48,34,56,32,50,31,49,33,49,41,48,44,49,33,60,29,50,32,50,31,1
33,35,54,35,54,48,36,53,35,57,38,52,42,50,41,50,37,52,35,56,37,52,38,50,39,50,40,50,35,52,37,52,37,50,35,52,37,52,33,56,37,50,42,48,35,52,38,50,1
49,50,39,49,38,35,51,40,50,41,52,39,55,36,54,35,51,37,49,40,50,36,54,38,52,35,52,36,50,38,50,36,53,37,51,39,50,36,49,41,52,35,54,35,49,38,51,36,1
36,38,51,38,51,45,39,50,38,54,41,49,45,47,44,47,40,49,38,53,40,49,41,47,42,47,43,47,38,49,40,49,40,47,38,49,40,49,36,53,40,47,45,45,38,49,41,47,1
34,35,53,36,53,44,37,49,35,56,38,47,46,45,45,45,37,47,35,55,41,51,39,46,43,46,44,45,35,47,41,46,38,46,36,48,36,51,34,55,37,46,46,44,36,47,38,45,1
47,52,41,48,40,1,49,5,49,43,52,5,90,2,89,1,50,3,48,42,85,38,52,2,87,1,88,5,52,3,86,3,51,2,49,4,50,38,47,43,51,1,90,1,48,4,50,5,1
43,44,48,44,47,38,44,43,44,49,45,43,52,40,51,40,45,42,44,48,47,46,46,41,49,41,49,41,44,43,47,42,45,40,44,42,45,46,43,49,45,41,51,38,44,42,45,41,1
28,29,59,30,59,54,31,59,29,62,32,57,36,55,35,56,32,58,30,61,31,57,33,56,33,56,34,55,29,58,31,57,32,56,30,58,31,57,28,61,31,56,36,54,30,57,33,55,1
46,47,45,46,44,37,47,42,47,46,48,42,53,39,52,38,47,40,46,45,48,43,49,40,50,39,50,40,47,41,48,40,48,39,47,41,47,43,46,46,48,39,52,37,46,41,47,40,1
31,32,56,32,56,52,34,57,32,59,35,55,38,53,37,53,34,55,32,58,33,54,36,54,35,53,36,53,32,55,33,54,35,54,33,56,33,54,31,58,34,53,38,52,32,55,35,53,1
46,48,42,46,41,37,48,42,48,44,50,42,53,39,52,37,48,39,46,43,48,39,51,40,50,37,50,39,48,40,48,39,50,39,48,41,48,39,46,44,50,37,52,37,46,41,48,39,1
32,34,55,35,55,26,35,31,33,58,36,29,64,27,63,28,36,30,34,57,59,53,37,28,61,29,62,28,34,30,59,29,36,28,34,30,35,53,32,57,35,29,64,26,35,29,37,28,1
35,37,52,37,52,42,38,46,37,55,40,45,49,43,48,42,38,44,36,54,44,50,40,43,46,43,47,43,37,44,45,44,39,43,37,45,38,50,35,54,39,43,49,42,37,45,39,43,1
21,24,66,23,66,13,24,16,23,69,26,15,79,14,78,13,24,14,22,68,76,64,26,14,77,13,78,14,24,14,76,14,25,14,23,15,24,64,21,68,25,13,79,13,23,15,25,14,1
22,24,65,24,65,13,25,16,23,68,26,14,79,13,78,13,25,14,23,67,76,63,27,14,77,13,78,13,24,14,76,13,26,14,24,15,24,63,22,67,25,13,79,13,24,14,26,13,1
16,19,71,18,71,10,19,13,18,74,21,12,82,11,81,10,19,11,17,73,79,69,21,11,80,10,81,11,19,11,79,11,20,11,18,12,19,69,16,73,20,10,82,10,18,12,20,11,1
0,2,92,1,91,0,0,4,0,93,2,4,91,1,90,1,1,3,0,92,86,90,2,1,88,3,89,4,2,3,87,3,1,1,0,3,1,91,0,93,1,3,91,0,1,3,1,4,1
24,27,63,26,63,12,27,15,26,66,29,14,80,13,79,12,27,13,25,65,77,61,29,13,78,12,79,13,27,13,77,13,28,13,26,14,27,61,24,65,28,12,80,12,26,14,28,13,1
35,37,52,37,52,43,38,47,37,55,40,46,48,44,47,43,38,45,36,54,43,50,40,44,45,44,46,44,37,45,44,45,39,44,37,46,38,50,35,54,39,44,48,43,37,46,39,44,1
38,40,49,40,49,39,41,43,40,52,43,42,52,40,51,39,41,41,39,51,47,47,43,40,49,40,50,40,40,41,48,41,42,40,40,42,41,47,38,51,42,40,52,39,40,42,42,40,1
25,28,62,27,62,10,28,13,27,65,30,12,82,11,81,10,28,11,26,64,79,60,30,11,80,10,81,11,28,11,79,11,29,11,27,12,28,60,25,64,29,10,82,10,27,12,29,11,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
51,51,40,52,39,27,52,32,51,41,52,31,63,28,62,29,53,31,52,40,58,38,54,30,60,30,60,29,51,32,58,30,53,29,52,31,52,38,51,41,52,30,62,27,52,30,53,29,1
35,37,52,37,52,32,38,37,36,55,39,35,58,33,57,33,38,35,36,54,53,50,40,34,55,34,56,34,37,35,53,34,39,34,37,36,37,50,35,54,38,34,58,32,37,35,39,34,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,-1
32,34,55,33,55,50,35,55,34,58,37,54,40,52,39,51,35,53,33,57,35,53,37,52,37,51,38,52,34,53,35,53,36,52,34,54,35,53,32,57,36,51,40,50,33,54,36,52,1
47,49,41,48,40,35,49,40,49,43,51,40,55,37,54,36,50,38,48,42,50,38,52,38,52,36,52,37,49,39,50,38,51,37,49,39,50,38,47,43,51,36,54,35,48,39,50,37,1
46,47,45,47,44,35,47,40,47,46,48,40,55,37,54,37,48,39,47,45,50,43,49,38,52,38,52,38,47,40,50,39,48,37,47,39,48,43,46,46,48,38,54,35,47,39,48,38,1
34,37,53,36,53,28,37,33,36,56,39,32,62,30,61,29,37,31,35,55,57,51,39,30,59,30,60,31,37,31,57,31,38,30,36,32,37,51,34,55,38,30,62,28,36,32,38,31,1
0,1,94,0,93,0,0,5,0,94,1,5,90,2,89,2,0,4,0,93,85,93,1,2,87,4,88,5,1,4,85,4,0,2,0,4,0,93,0,94,0,4,90,0,0,4,0,5,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
