@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaaa numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMead numeric
@attribute o1atLead numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeac numeric
@attribute o1atLeac numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbeb numeric
@attribute o1atLbeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMdae numeric
@attribute o1atLdae numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute destClass {2.0,1.0}

@data
7,85,8,86,8,30,64,25,37,28,33,55,34,57,58,48,64,26,39,26,29,84,38,52,37,51,6,86,6,87,76,22,62,29,38,48,66,14,5,61,28,7,51,8,52,6,55,6,57,8,57,39,30,58,29,79,12,10,78,13,81,11,80,11,64,13,39,14,38,29,7,25,7,28,8,26,6,28,6,30,77,13,81,10,66,11,7,55,7,30,8,30,64,13,62,14,30,29,37,13,38,29,34,30,33,28,38,22,7,28,65,22,7,48,7,55,30,56,8,14,7,84,37,25,7,11,7,29,7,13,7,57,7,28,5,56,64,11,37,13,39,14,5,87,39,13,34,14,61,13,8,56,8,29,37,11,33,13,7,28,6,14,39,11,38,28,8,11,7,14,7,56,37,29,37,13,65,12,38,12,7,14,7,29,58,13,65,13,38,14,64,13,8,29,8,14,7,13,8,14,7,13,7,13,7,22,5,29,37,13,7,13,38,13,6,13,7,29,38,13,7,13,38,13,30,13,38,10,7,12,7,13,1.0
0,93,0,94,0,41,53,38,42,40,41,51,41,51,49,49,53,38,42,38,40,93,41,50,42,50,0,93,0,94,83,36,51,39,42,49,54,8,0,51,40,0,50,0,51,0,51,0,52,0,52,42,40,49,40,85,8,6,84,8,86,7,85,7,53,8,43,9,41,40,0,38,0,40,1,38,0,40,0,41,83,8,86,6,54,7,0,51,0,40,1,41,53,8,52,8,40,40,42,8,42,39,41,40,41,40,42,36,0,40,53,36,0,49,0,51,40,51,0,9,0,93,42,38,0,7,0,39,0,8,0,51,0,40,0,52,53,7,42,8,43,8,0,94,42,8,41,9,51,8,0,52,0,40,42,7,41,8,0,40,0,9,43,7,42,40,1,7,0,8,0,51,42,40,42,8,54,8,42,8,0,9,0,40,49,8,53,8,42,8,53,8,0,40,1,8,0,8,1,9,0,8,0,8,0,36,0,40,42,8,0,8,42,8,0,8,0,40,41,8,0,8,42,8,40,8,42,6,0,8,0,8,2.0
11,81,13,82,13,35,59,32,33,33,32,59,33,61,57,57,61,33,35,33,31,81,35,59,33,58,11,81,12,83,78,31,59,35,34,57,61,14,11,58,33,11,58,13,59,11,59,12,61,13,61,35,35,57,34,80,14,10,79,12,82,12,80,11,59,12,35,14,35,34,11,32,12,33,13,33,11,33,12,35,78,13,81,10,61,12,11,59,12,35,13,35,61,13,59,14,31,34,33,12,34,35,33,35,32,33,34,31,11,33,60,31,12,57,12,59,31,60,13,14,12,81,33,32,11,11,12,35,12,12,12,61,12,33,11,60,59,11,33,12,35,14,11,82,35,13,33,14,58,12,13,60,13,34,33,11,32,12,11,33,12,14,35,12,34,33,13,12,12,14,11,60,33,34,33,13,60,14,34,14,12,14,11,34,57,13,60,12,34,14,59,13,13,34,13,14,12,12,13,14,11,13,12,12,12,31,11,34,33,13,11,12,34,12,11,12,11,34,35,13,11,12,34,12,31,13,34,10,12,14,11,12,1.0
0,92,2,93,2,31,63,28,45,29,44,47,45,49,61,45,65,29,47,29,43,92,47,47,45,46,0,92,1,94,77,27,63,31,46,45,65,15,0,62,29,0,46,2,47,0,47,1,49,2,49,47,31,61,30,79,15,11,78,13,81,13,79,12,63,13,47,15,47,30,0,28,1,29,2,29,0,29,1,31,77,14,80,11,65,13,0,47,1,31,2,31,65,14,63,15,43,30,45,13,46,31,45,31,44,29,46,27,0,29,64,27,1,45,1,47,43,48,2,15,1,92,45,28,0,12,1,31,1,13,1,49,1,29,0,48,63,12,45,13,47,15,0,93,47,14,45,15,62,13,2,48,2,30,45,12,44,13,0,29,1,15,47,13,46,29,2,13,1,15,0,48,45,30,45,14,64,15,46,15,1,15,0,30,61,14,64,13,46,15,63,14,2,30,2,15,1,13,2,15,0,14,1,13,1,27,0,30,45,14,0,13,46,13,0,13,0,30,47,14,0,13,46,13,43,14,46,11,1,15,0,13,1.0
8,84,10,85,10,30,64,26,37,28,35,55,35,57,60,51,65,27,39,27,33,84,37,54,36,53,8,84,9,86,75,25,63,29,37,51,66,17,8,62,27,8,53,10,54,8,55,9,57,10,57,38,29,61,28,77,16,14,76,16,78,15,77,15,64,16,38,17,38,29,8,26,9,28,10,27,8,28,9,30,75,16,78,14,66,15,8,55,9,30,10,29,65,16,63,17,33,29,37,16,38,29,36,30,35,28,38,25,8,28,65,25,9,51,9,55,33,56,10,17,9,84,37,26,8,15,9,29,9,16,9,57,9,27,8,56,64,15,37,16,39,17,8,85,39,16,36,17,62,16,10,56,10,29,37,15,35,16,8,28,9,17,39,15,37,27,10,15,9,17,8,56,36,28,36,16,65,16,38,16,9,17,8,28,61,16,65,16,38,17,64,16,10,29,10,17,9,16,10,17,8,16,9,16,9,25,8,29,37,16,8,16,38,16,8,16,8,29,38,16,8,16,37,16,33,16,38,14,9,16,8,16,1.0
9,83,11,84,11,31,63,27,33,29,32,59,33,61,59,57,64,28,35,28,31,83,34,59,33,58,9,83,10,85,78,25,62,30,34,57,65,14,9,61,29,9,58,11,59,9,59,10,61,11,61,35,31,59,30,80,13,11,79,13,81,12,80,12,63,13,35,14,34,30,9,27,10,29,11,28,9,29,10,31,78,13,81,11,65,12,9,59,10,31,11,31,64,13,62,14,31,30,33,13,34,30,33,31,32,29,34,25,9,29,64,25,10,57,10,59,31,60,11,14,10,83,33,27,9,12,10,30,10,13,10,61,10,29,9,60,63,12,33,13,35,14,9,84,35,13,33,14,61,13,11,60,11,30,33,12,32,13,9,29,10,14,35,12,34,29,11,12,10,14,9,60,33,30,33,13,64,13,34,13,10,14,9,30,59,13,64,13,34,14,63,13,11,30,11,14,10,13,11,14,9,13,10,13,10,25,9,30,33,13,9,13,34,13,9,13,9,30,34,13,9,13,34,13,31,13,34,11,10,13,9,13,1.0
3,88,3,89,4,39,55,36,37,37,36,55,37,55,53,53,57,37,39,37,35,87,38,54,37,54,2,89,2,91,89,35,55,38,38,53,57,5,1,54,37,3,54,4,55,2,55,3,57,4,56,39,38,53,38,90,5,3,89,3,91,4,89,3,55,3,39,5,38,38,3,36,3,37,5,37,2,37,3,39,89,4,90,3,57,4,3,55,4,38,5,39,57,4,55,5,35,38,37,3,38,38,37,38,36,37,38,35,3,37,56,35,4,53,3,55,35,55,4,5,3,87,37,36,3,3,4,38,4,3,4,55,4,37,1,56,55,3,37,3,39,5,1,90,39,4,37,5,54,3,3,56,4,38,37,3,36,3,3,37,3,5,39,4,38,37,5,4,4,5,3,55,37,38,37,4,56,5,38,5,4,5,3,38,53,4,56,3,38,5,55,4,3,38,5,5,3,3,5,5,3,4,4,3,4,35,1,38,37,4,3,3,38,3,2,3,3,38,38,4,3,3,38,3,35,4,38,3,4,5,3,3,1.0
0,90,2,91,3,31,63,26,30,27,28,59,29,62,59,57,65,27,33,28,27,89,31,60,29,58,0,91,1,93,86,25,62,29,30,57,65,6,0,61,27,0,59,2,60,0,61,1,63,2,63,32,30,59,28,88,6,2,87,4,90,4,88,3,63,4,32,6,31,29,1,27,2,28,3,28,0,29,1,31,86,5,89,2,65,4,0,60,1,30,3,30,65,5,62,6,27,29,31,4,31,29,30,30,29,27,32,25,0,28,64,25,1,57,1,60,27,61,3,6,1,90,31,26,1,3,1,29,2,4,1,62,2,27,0,62,63,3,30,4,33,6,0,92,33,5,30,6,61,4,2,61,2,29,31,3,29,4,0,28,1,6,33,4,31,27,3,4,1,6,0,62,29,28,29,5,64,6,32,6,1,6,0,29,59,5,64,4,31,6,63,5,2,29,3,6,2,4,3,6,1,5,2,4,2,25,0,30,31,5,1,4,32,4,0,4,0,30,31,5,0,4,31,4,27,5,32,2,2,6,0,4,1.0
0,92,2,93,2,51,43,41,35,45,32,53,32,55,35,44,45,41,41,45,31,92,33,49,33,48,0,92,1,94,92,40,39,42,33,46,45,2,0,38,42,0,48,2,49,0,53,1,55,2,55,36,46,36,42,93,2,0,92,0,94,1,92,0,43,0,36,2,34,46,0,44,1,49,2,45,0,49,1,51,92,1,93,0,45,1,0,53,1,51,2,46,45,1,39,2,32,50,39,0,36,44,35,51,34,49,40,42,0,45,44,40,1,46,1,53,31,54,2,2,1,92,39,44,0,0,1,44,1,0,1,55,1,44,0,54,43,0,35,0,41,2,0,93,41,1,35,2,38,0,2,54,2,46,39,0,34,0,0,49,1,2,41,1,35,44,2,1,1,2,0,54,34,45,34,1,44,2,40,2,1,2,0,45,36,1,44,0,36,2,43,1,2,50,2,2,1,0,2,2,0,1,1,0,1,42,0,50,39,1,0,0,40,0,0,0,0,50,34,1,0,0,35,0,32,1,40,0,1,2,0,0,1.0
4,87,5,88,6,27,64,22,35,25,34,57,33,58,61,55,66,21,35,23,33,86,33,57,35,56,3,88,4,90,76,19,64,23,34,55,68,10,2,63,25,4,56,5,57,3,57,4,59,5,59,34,25,61,24,80,9,5,79,8,83,7,82,7,66,10,35,11,33,26,4,22,5,25,6,23,3,25,4,27,76,9,83,5,69,7,4,57,5,26,6,25,66,9,65,10,33,26,35,10,35,23,34,26,34,25,35,19,4,25,66,19,5,55,5,57,33,58,6,12,5,86,35,22,4,8,5,23,5,8,5,58,5,25,2,58,67,8,35,11,36,11,2,89,35,10,35,12,64,11,5,58,5,26,35,8,34,11,4,25,4,12,37,8,34,25,6,8,5,10,4,58,35,24,35,10,67,9,36,9,5,12,4,24,61,10,67,8,36,10,64,10,5,26,6,11,5,11,6,11,4,10,5,11,5,19,2,26,35,10,4,10,35,8,3,11,4,26,33,11,4,11,34,11,33,11,36,5,5,9,4,11,1.0
11,78,13,79,13,53,41,48,27,50,26,64,26,66,36,64,42,49,28,49,25,76,27,65,26,64,10,80,11,81,93,45,39,52,27,64,43,1,9,38,50,12,65,13,66,11,66,11,67,13,67,28,52,36,52,94,0,0,93,0,94,0,93,0,41,0,28,1,27,52,13,48,13,50,14,49,11,51,11,53,93,0,94,0,43,0,12,65,12,52,14,53,42,0,39,1,25,52,27,0,27,52,26,52,26,50,27,46,13,51,42,46,13,64,13,64,25,65,13,1,12,76,27,48,13,0,13,52,13,0,12,66,13,50,9,67,41,0,27,0,28,1,9,81,28,0,26,1,38,0,13,66,13,52,27,0,26,0,12,51,11,1,28,0,27,50,14,0,13,1,11,66,26,52,26,0,42,0,27,0,12,1,12,52,36,0,42,0,27,1,41,0,13,52,14,1,13,0,14,1,13,0,13,0,13,46,9,52,27,0,13,0,27,0,11,0,11,52,27,0,12,0,27,0,25,0,27,0,13,0,13,0,2.0
0,92,2,93,2,35,58,32,40,33,39,52,40,54,57,50,61,33,42,33,38,92,42,52,40,51,0,92,1,94,76,31,59,35,41,50,61,16,0,58,33,0,51,2,52,0,52,1,54,2,54,42,35,57,34,78,16,12,77,13,80,14,78,13,59,14,42,16,42,34,0,32,1,33,2,33,0,33,1,35,76,15,79,12,61,14,0,52,1,35,2,35,61,15,59,16,38,34,40,14,41,35,40,35,39,33,41,31,0,33,60,31,1,50,1,52,38,53,2,16,1,92,40,32,0,13,1,35,1,13,1,54,1,33,0,53,59,13,40,14,42,16,0,93,42,15,40,16,58,14,2,53,2,34,40,13,39,14,0,33,1,16,42,14,41,33,2,14,1,16,0,53,40,34,40,15,60,16,41,16,1,16,0,34,57,15,60,13,41,16,58,15,2,34,2,16,1,14,2,16,0,15,1,14,1,31,0,34,40,15,0,14,41,13,0,14,0,34,42,15,0,14,41,14,38,15,41,12,1,16,0,14,1.0
6,81,7,82,8,35,59,29,38,30,32,49,33,53,53,42,60,30,40,31,28,77,39,48,36,45,4,85,4,86,78,27,57,33,38,42,61,11,2,56,30,6,47,9,48,4,53,4,55,8,54,40,34,53,32,81,11,8,80,11,83,9,82,9,59,11,40,12,39,33,8,30,7,31,9,31,4,33,4,35,79,11,83,8,61,9,6,51,6,35,9,34,60,11,57,11,29,33,39,11,39,33,34,35,33,30,40,27,7,32,60,27,7,43,6,51,29,51,8,12,6,79,39,29,8,9,7,33,8,11,6,54,8,30,2,54,59,9,38,11,41,12,2,86,40,11,34,12,56,11,8,52,9,33,39,9,33,11,6,32,4,12,41,9,39,30,9,9,7,11,6,53,36,32,36,11,60,11,40,11,6,12,6,33,53,11,60,11,39,11,59,11,8,33,9,12,7,11,9,12,8,11,8,11,8,27,2,34,39,11,8,11,40,11,4,11,6,34,39,11,6,11,39,11,29,11,40,8,8,11,7,11,2.0
0,92,2,93,2,31,61,25,39,29,38,53,38,55,56,51,62,25,39,26,37,92,39,53,39,52,0,92,1,94,87,21,59,29,39,51,64,3,0,58,29,0,52,2,53,0,53,1,55,2,55,39,30,56,29,89,2,2,88,2,90,2,89,2,62,3,40,4,39,30,0,25,1,29,2,26,0,29,1,31,87,2,90,2,65,2,0,53,1,31,2,30,62,2,60,3,37,30,39,3,39,29,38,31,38,29,39,22,0,29,62,22,1,51,1,53,37,54,2,5,1,92,39,25,0,3,1,29,1,2,1,55,1,29,0,54,63,3,39,4,40,4,0,93,39,3,39,5,59,4,2,54,2,30,39,3,38,4,0,29,1,5,41,3,39,29,2,3,1,3,0,54,39,29,39,3,63,2,40,2,1,5,0,29,56,3,63,2,40,3,61,3,2,30,2,4,1,4,2,4,0,3,1,4,1,22,0,30,39,3,0,3,39,2,0,4,0,30,39,4,0,4,39,4,37,4,40,2,1,2,0,4,1.0
2,90,1,91,3,42,51,39,41,40,39,50,41,50,50,46,52,40,43,40,38,89,43,49,40,48,1,91,1,92,80,39,51,41,42,46,53,11,0,51,39,2,48,3,49,1,50,1,52,3,52,43,42,50,40,82,11,9,81,10,83,10,82,10,52,10,44,12,43,40,2,40,2,41,3,40,1,41,1,42,80,11,83,9,53,10,2,50,2,42,3,42,52,11,52,11,38,41,42,11,42,41,41,42,40,41,43,39,2,40,52,39,2,46,2,50,38,51,3,12,2,89,41,40,2,10,2,41,2,10,2,50,2,39,0,51,52,10,41,11,44,11,0,92,43,11,41,12,51,10,1,51,3,40,42,10,40,11,2,41,1,12,44,10,43,39,3,10,2,11,2,51,40,41,40,11,53,11,43,11,2,12,2,41,50,11,52,10,42,11,51,11,1,41,3,11,2,11,3,12,2,11,2,10,2,39,0,41,41,11,2,11,43,10,1,11,2,41,43,11,2,11,43,10,38,11,43,9,2,11,2,11,2.0
2,84,2,85,5,30,63,26,29,28,24,57,25,58,59,52,63,27,30,27,20,81,30,56,28,55,2,87,2,88,82,25,61,29,29,52,64,8,2,61,27,5,57,6,58,3,62,3,64,5,62,30,29,59,28,84,8,6,83,8,86,7,84,7,63,8,31,8,30,28,6,27,4,28,6,28,3,29,3,31,82,8,85,6,65,7,3,60,3,30,6,30,63,8,62,8,20,29,30,8,29,29,25,29,25,28,30,25,6,28,63,25,5,52,4,58,20,59,5,9,2,83,30,27,6,7,5,29,5,8,3,59,5,27,2,63,63,7,29,8,31,8,2,88,30,8,26,8,61,8,2,61,6,29,30,7,25,8,4,29,3,10,32,7,30,27,7,8,6,8,2,61,28,29,28,8,64,8,31,8,4,9,5,29,59,8,63,8,30,8,63,8,2,30,6,9,4,8,6,9,6,8,5,8,5,25,2,30,30,8,6,8,30,8,3,8,2,29,30,8,4,8,30,8,20,8,31,6,6,8,6,8,1.0
2,89,2,90,3,35,59,32,34,33,33,58,34,58,57,56,61,33,36,33,32,88,36,57,34,57,1,90,1,92,92,31,59,35,35,56,61,2,0,58,33,2,57,4,58,1,58,2,60,3,59,36,35,57,34,93,2,0,92,0,94,1,92,0,59,0,36,2,36,34,2,32,2,33,4,33,1,33,2,35,92,1,93,0,61,1,2,58,3,35,4,35,61,1,59,2,32,34,34,0,35,35,34,35,33,33,35,31,2,33,60,31,3,56,2,58,32,58,3,2,2,88,34,32,2,0,3,35,3,0,3,58,3,33,0,59,59,0,34,0,36,2,0,91,36,1,34,2,58,0,2,59,4,34,34,0,33,0,2,33,2,2,36,1,35,33,4,1,3,2,2,58,34,34,34,1,60,2,35,2,3,2,2,34,57,1,60,0,35,2,59,1,2,34,4,2,2,0,4,2,2,1,3,0,3,31,0,34,34,1,2,0,35,0,1,0,2,34,36,1,2,0,35,0,32,1,35,0,3,2,2,0,1.0
1,90,3,91,3,33,61,30,40,31,39,52,40,54,59,50,63,31,42,31,38,89,42,52,40,51,0,91,1,93,76,29,61,33,41,50,63,16,0,60,31,1,51,3,52,0,52,1,54,3,54,42,33,59,32,78,16,12,77,14,80,14,78,13,61,14,42,16,42,32,1,30,2,31,3,31,0,31,1,33,76,15,79,12,63,14,1,52,2,33,3,33,63,15,61,16,38,32,40,14,41,33,40,33,39,31,41,29,1,31,62,29,2,50,2,52,38,53,3,16,2,90,40,30,1,13,2,33,2,14,2,54,2,31,0,53,61,13,40,14,42,16,0,92,42,15,40,16,60,14,3,53,3,32,40,13,39,14,1,31,1,16,42,14,41,31,3,14,2,16,1,53,40,32,40,15,62,16,41,16,2,16,1,32,59,15,62,14,41,16,61,15,3,32,3,16,2,14,3,16,1,15,2,14,2,29,0,32,40,15,1,14,41,14,0,14,1,32,42,15,1,14,41,14,38,15,41,12,2,16,1,14,1.0
0,92,2,93,2,31,63,28,42,29,41,50,42,52,61,48,65,29,44,29,40,92,44,50,42,49,0,92,1,94,78,27,63,31,43,48,65,14,0,62,29,0,49,2,50,0,50,1,52,2,52,44,31,61,30,80,14,10,79,12,82,12,80,11,63,12,44,14,44,30,0,28,1,29,2,29,0,29,1,31,78,13,81,10,65,12,0,50,1,31,2,31,65,13,63,14,40,30,42,12,43,31,42,31,41,29,43,27,0,29,64,27,1,48,1,50,40,51,2,14,1,92,42,28,0,11,1,31,1,12,1,52,1,29,0,51,63,11,42,12,44,14,0,93,44,13,42,14,62,12,2,51,2,30,42,11,41,12,0,29,1,14,44,12,43,29,2,12,1,14,0,51,42,30,42,13,64,14,43,14,1,14,0,30,61,13,64,12,43,14,63,13,2,30,2,14,1,12,2,14,0,13,1,12,1,27,0,30,42,13,0,12,43,12,0,12,0,30,44,13,0,12,43,12,40,13,43,10,1,14,0,12,1.0
0,92,2,93,2,32,62,29,43,30,42,49,43,51,60,47,64,30,45,30,41,92,45,49,43,48,0,92,1,94,76,28,62,32,44,47,64,16,0,61,30,0,48,2,49,0,49,1,51,2,51,45,32,60,31,78,16,12,77,14,80,14,78,13,62,14,45,16,45,31,0,29,1,30,2,30,0,30,1,32,76,15,79,12,64,14,0,49,1,32,2,32,64,15,62,16,41,31,43,14,44,32,43,32,42,30,44,28,0,30,63,28,1,47,1,49,41,50,2,16,1,92,43,29,0,13,1,32,1,14,1,51,1,30,0,50,62,13,43,14,45,16,0,93,45,15,43,16,61,14,2,50,2,31,43,13,42,14,0,30,1,16,45,14,44,30,2,14,1,16,0,50,43,31,43,15,63,16,44,16,1,16,0,31,60,15,63,14,44,16,62,15,2,31,2,16,1,14,2,16,0,15,1,14,1,28,0,31,43,15,0,14,44,14,0,14,0,31,45,15,0,14,44,14,41,15,44,12,1,16,0,14,1.0
2,89,4,90,4,35,59,31,29,33,28,63,29,65,55,61,60,32,31,32,27,88,31,63,29,62,1,90,2,92,93,30,58,35,30,61,61,1,0,57,33,2,62,4,63,1,63,2,65,4,65,31,35,56,34,94,0,0,93,0,94,0,93,0,59,0,31,1,31,34,2,31,3,33,4,32,1,33,2,35,93,0,94,0,61,0,2,63,3,35,4,35,60,0,58,1,27,34,29,0,30,35,29,35,28,33,30,30,2,33,60,30,3,61,3,63,27,64,4,1,3,88,29,31,2,0,3,35,3,0,3,65,3,33,0,64,59,0,29,0,31,1,0,91,31,0,29,1,57,0,4,64,4,34,29,0,28,0,2,33,2,1,31,0,30,33,4,0,3,1,2,64,29,34,29,0,60,0,30,0,3,1,2,34,56,0,60,0,30,1,59,0,4,34,4,1,3,0,4,1,2,0,3,0,3,30,0,34,29,0,2,0,30,0,1,0,2,34,31,0,2,0,30,0,27,0,30,0,3,0,2,0,2.0
0,92,2,93,2,24,69,20,38,22,36,54,37,56,66,50,71,21,40,21,34,92,40,53,37,52,0,92,1,94,75,19,69,24,39,50,72,17,0,68,21,0,52,2,53,0,54,1,56,2,56,40,24,67,23,77,16,14,76,15,78,15,77,15,70,16,40,17,40,23,0,20,1,22,2,21,0,22,1,24,75,16,78,14,72,15,0,54,1,24,2,24,71,16,69,17,34,23,38,16,39,24,37,24,36,22,39,19,0,22,71,19,1,50,1,54,34,55,2,17,1,92,38,20,0,15,1,24,1,15,1,56,1,21,0,55,70,15,38,16,40,17,0,93,40,16,37,17,68,16,2,55,2,23,38,15,36,16,0,22,1,17,40,15,39,21,2,15,1,17,0,55,37,23,37,16,71,16,39,16,1,17,0,23,67,16,71,15,39,17,69,16,2,23,2,17,1,16,2,17,0,16,1,16,1,19,0,23,38,16,0,16,39,15,0,16,0,23,40,16,0,16,39,16,34,16,39,14,1,16,0,16,1.0
