@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atLcc numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,-1}

@data
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,16,14,15,16,14,16,15,13,17,13,17,14,15,15,16,14,1.0
6,20,7,22,7,24,9,21,9,21,6,23,8,22,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,19,12,18,19,12,18,12,11,20,12,19,11,19,13,18,11,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,28,2,28,2,28,2,29,2,28,2,28,3,29,3,28,2,18,12,18,19,13,18,12,12,19,12,18,12,18,13,18,12,1.0
0,24,4,30,0,31,6,25,5,25,0,30,1,26,0,25,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,15,16,14,15,16,14,16,15,16,16,15,15,15,17,14,15,1.0
20,8,20,8,20,10,22,8,21,8,20,9,22,10,21,9,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,20,9,20,21,10,20,10,9,21,9,21,9,20,10,21,10,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,28,3,27,2,28,2,29,3,27,3,28,4,28,3,27,2,25,6,24,25,6,24,6,5,26,6,25,5,25,7,24,5,1.0
5,21,7,23,6,25,9,22,8,22,6,24,7,23,6,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,16,15,15,16,15,15,15,14,17,15,16,14,16,16,15,14,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,28,3,27,2,28,2,29,3,27,3,28,4,28,3,27,2,19,12,18,19,12,18,12,11,20,12,19,11,19,13,18,11,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
20,1,28,8,22,10,29,2,29,2,21,9,22,2,21,2,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
20,6,22,8,22,10,24,8,23,6,20,9,22,8,21,7,1,31,0,29,1,29,2,30,0,31,0,31,0,30,0,29,30,8,21,22,1,22,9,0,31,0,30,0,21,9,22,0,1.0
12,14,15,16,14,18,16,15,16,14,12,17,14,15,13,15,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,18,11,12,1,12,19,0,31,0,30,0,11,19,12,0,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
12,13,16,16,14,18,17,14,17,14,13,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,17,12,13,1,13,18,0,31,0,30,0,12,18,13,0,1.0
17,7,22,11,19,13,23,8,23,8,18,12,19,8,18,8,7,31,0,22,8,23,8,23,0,31,0,31,0,23,0,23,30,6,23,24,1,24,7,0,31,0,30,0,23,7,24,0,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,12,28,2,18,13,19,12,18,3,29,2,28,2,18,3,19,25,17,12,13,5,13,18,4,26,4,26,5,12,18,13,5,1.0
6,20,8,22,7,24,10,21,9,21,7,23,8,22,7,21,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,16,15,15,16,15,15,15,14,17,15,16,14,16,16,15,14,1.0
16,11,17,12,17,14,19,12,18,11,16,13,18,13,17,12,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,1,28,29,1,29,2,0,30,0,30,1,28,2,29,1,-1.0
17,10,18,11,18,13,20,11,19,10,17,12,19,12,18,11,0,31,0,30,0,30,1,31,0,31,0,31,0,31,0,30,30,0,30,31,1,30,0,0,31,0,30,0,30,1,30,0,-1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
1,18,9,28,1,29,11,19,11,20,2,29,2,20,2,20,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,8,22,8,9,23,8,22,22,9,22,8,22,8,23,8,22,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,13,29,1,17,14,18,13,17,2,30,1,29,1,17,2,18,26,17,12,13,4,13,18,3,27,3,27,4,12,18,13,4,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,18,13,17,18,13,17,13,12,19,13,18,12,18,14,17,12,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
12,11,18,16,14,18,19,12,19,11,12,17,14,12,13,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
12,10,19,16,14,18,20,11,20,11,13,17,14,11,13,11,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,13,16,17,1,17,14,0,31,0,30,0,16,14,17,0,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,12,17,12,13,18,12,18,17,13,17,13,17,12,18,13,18,1.0
15,12,16,13,16,15,18,13,17,12,15,14,17,14,16,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
21,2,27,8,21,9,28,2,28,3,22,9,22,3,22,3,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,20,10,19,20,10,20,11,9,21,9,21,10,19,11,20,10,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,15,16,14,15,16,14,16,15,16,16,15,15,15,17,14,15,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,2,30,0,28,3,29,2,28,1,31,0,30,0,28,1,29,12,17,12,13,18,12,18,17,13,17,13,17,12,18,13,18,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,19,11,18,19,11,19,12,10,20,10,20,11,18,12,19,11,1.0
12,13,16,16,14,18,17,14,17,14,13,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,22,7,8,1,8,23,0,31,0,30,0,7,23,8,0,1.0
5,22,6,23,6,25,8,23,7,22,5,24,7,24,6,23,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,17,14,16,17,14,16,14,13,18,14,17,13,17,15,16,13,1.0
18,4,26,10,20,12,27,5,26,4,19,11,20,5,19,4,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,28,2,27,28,2,28,3,1,29,1,29,2,27,3,28,2,-1.0
6,14,13,23,6,24,15,15,15,16,7,24,7,16,7,16,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,1,30,0,1,30,0,30,29,2,30,1,29,1,31,0,29,-1.0
21,8,21,8,21,9,22,8,22,8,21,9,22,9,22,9,28,28,2,2,29,3,28,2,3,29,2,28,2,2,3,3,25,21,8,9,5,9,22,4,26,4,26,5,8,22,9,5,1.0
18,7,22,10,20,12,23,8,23,8,19,11,20,8,19,8,9,31,0,21,10,22,9,21,0,31,0,31,0,21,0,22,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
19,0,28,9,21,11,30,2,29,1,20,10,21,2,20,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,19,11,18,19,11,19,12,10,20,10,20,11,18,12,19,11,1.0
12,13,16,16,14,18,17,14,17,14,13,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,24,5,6,1,6,25,0,31,0,30,0,5,25,6,0,1.0
0,20,7,30,0,31,9,21,9,22,0,30,1,22,0,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,19,11,12,19,11,19,18,13,19,12,18,12,20,11,18,1.0
22,1,28,7,22,8,29,1,29,2,23,8,23,2,23,2,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,0,30,0,30,1,30,0,30,0,31,0,30,0,30,1,31,12,17,12,13,18,12,18,17,13,17,13,17,12,18,13,18,1.0
22,0,31,7,23,8,31,0,31,0,23,8,23,0,23,0,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,7,22,7,8,23,7,23,22,8,22,8,22,7,23,8,23,1.0
21,1,28,8,22,9,29,2,29,2,22,9,22,2,22,2,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
0,26,2,30,0,31,4,27,3,27,0,30,1,28,0,27,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,23,8,22,23,8,22,8,7,24,8,23,7,23,9,22,7,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,17,29,1,13,18,14,17,13,2,30,1,29,1,13,2,14,25,19,10,11,5,11,20,4,26,4,26,5,10,20,11,5,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,12,17,18,13,17,13,12,18,12,18,12,17,13,18,13,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,31,0,30,0,31,0,31,0,30,0,31,1,31,0,30,0,21,9,21,22,10,21,9,9,22,9,21,9,21,10,21,9,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,15,14,15,1,15,16,0,31,0,30,0,14,16,15,0,1.0
20,6,23,8,22,10,24,7,24,7,21,9,22,7,21,7,4,31,0,26,5,27,4,26,0,31,0,31,0,26,0,27,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
17,7,22,11,19,13,23,8,23,7,17,12,19,8,18,8,7,31,0,21,9,23,8,22,0,31,0,31,0,22,0,23,30,10,19,20,1,20,11,0,31,0,30,0,19,11,20,0,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,28,3,27,2,28,2,29,3,27,3,28,4,28,3,27,2,22,9,21,22,9,21,9,8,23,9,22,8,22,10,21,8,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,15,16,14,15,16,14,16,15,16,16,15,15,15,17,14,15,1.0
3,18,9,26,3,27,11,19,11,20,4,27,4,20,4,20,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,4,27,3,4,27,3,27,26,5,27,4,26,4,28,3,26,-1.0
0,1,28,30,1,31,29,2,29,2,0,30,1,2,0,2,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
20,7,21,8,21,10,23,8,22,7,20,9,22,9,21,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,15,15,14,15,15,15,16,14,16,14,16,15,14,16,15,15,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,23,30,0,5,25,7,24,6,1,31,0,30,0,6,1,7,27,19,10,11,3,11,20,2,28,2,28,3,10,20,11,3,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,7,30,0,23,8,24,7,23,1,31,0,30,0,23,1,24,26,16,13,14,4,14,17,3,27,3,27,4,13,17,14,4,1.0
0,23,4,30,0,31,6,24,6,25,0,30,1,25,0,25,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,14,17,13,14,17,13,17,16,15,17,14,16,14,18,13,16,1.0
20,0,30,8,22,10,31,1,30,0,21,9,22,1,21,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
20,0,29,8,22,10,30,1,30,1,21,9,22,1,21,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
6,0,29,22,8,24,30,1,30,1,7,23,8,1,7,1,28,14,11,1,29,2,29,2,14,17,14,17,14,2,14,2,30,17,13,14,1,13,17,0,31,1,30,0,14,18,13,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,20,9,10,1,10,21,0,31,0,30,0,9,21,10,0,1.0
0,26,2,30,0,31,4,27,3,27,0,30,1,28,0,27,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,16,14,16,17,15,16,14,14,17,14,16,14,16,15,16,14,1.0
8,17,10,19,9,21,12,18,12,18,9,21,10,19,10,19,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,2,29,1,2,29,1,29,28,3,29,2,28,2,30,1,28,-1.0
13,13,16,15,15,17,17,14,17,13,13,16,15,14,14,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,17,12,13,1,13,18,0,31,0,30,0,12,18,13,0,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
20,7,22,8,21,10,23,7,23,7,20,9,22,8,21,8,13,31,0,17,14,18,13,17,0,31,0,31,0,17,0,18,28,15,14,15,2,15,16,1,29,1,29,2,14,16,15,2,1.0
22,6,23,7,22,8,24,6,24,7,23,8,23,7,23,7,2,28,2,28,3,28,2,28,2,29,2,28,2,28,3,29,11,19,10,11,19,11,20,18,12,18,12,19,10,20,11,19,1.0
12,11,18,16,14,18,19,12,19,12,13,17,14,12,13,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,13,16,17,1,17,14,0,31,0,30,0,16,14,17,0,1.0
21,1,28,8,22,9,29,2,29,2,22,9,22,2,22,2,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
20,7,22,8,22,10,23,8,23,7,20,9,22,8,21,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,19,11,18,19,11,19,12,10,20,10,20,11,18,12,19,11,1.0
17,10,18,11,18,13,20,11,19,10,17,12,19,12,18,11,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,22,8,21,22,8,22,9,7,23,7,23,8,21,9,22,8,1.0
12,10,19,16,14,18,20,11,20,11,13,17,14,11,13,11,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
12,13,16,16,14,18,17,14,17,14,13,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,21,8,9,1,9,22,0,31,0,30,0,8,22,9,0,1.0
22,1,28,7,22,8,29,1,29,2,23,8,23,2,23,2,3,29,1,27,4,28,3,27,2,30,1,29,1,27,2,28,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
12,14,15,16,14,18,16,15,16,14,12,17,14,15,13,15,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,17,12,13,1,13,18,0,31,0,30,0,12,18,13,0,1.0
20,7,22,8,21,10,23,7,23,8,21,9,22,8,21,8,11,31,0,19,12,20,11,19,0,31,0,31,0,19,0,20,29,14,15,16,1,16,15,0,30,0,30,1,15,15,16,1,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,17,14,16,17,14,16,14,13,18,14,17,13,17,15,16,13,1.0
15,11,17,13,17,15,19,13,18,11,15,14,17,13,16,12,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
7,18,9,20,8,22,11,19,11,19,8,22,9,20,9,20,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,9,22,8,9,22,8,22,21,10,22,9,21,9,23,8,21,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,9,30,0,21,10,22,9,21,1,31,0,30,0,21,1,22,27,16,13,14,3,14,17,2,28,2,28,3,13,17,14,3,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,15,15,14,15,15,15,16,14,16,14,16,15,14,16,15,15,1.0
20,0,28,8,21,10,30,1,29,1,21,9,22,2,21,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,20,10,19,20,10,20,11,9,21,9,21,10,19,11,20,10,1.0
6,20,8,22,7,24,10,21,9,21,7,23,8,22,7,21,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,13,18,12,13,18,12,18,17,14,18,13,17,13,19,12,17,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
14,8,20,14,16,16,22,10,21,9,15,15,16,10,15,9,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,16,13,16,17,14,16,14,13,17,13,17,13,16,14,17,14,1.0
0,19,8,29,0,30,10,20,10,21,1,30,1,21,1,21,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,19,11,12,19,11,19,18,13,19,12,18,12,20,11,18,1.0
16,4,24,12,18,14,26,6,25,5,17,13,18,6,17,5,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,6,23,24,6,24,7,5,25,5,25,6,23,7,24,6,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,22,9,21,22,9,21,9,8,23,9,22,8,22,10,21,8,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,28,3,27,2,28,2,29,3,27,3,28,4,28,3,27,2,18,12,18,19,13,18,12,12,19,12,18,12,18,13,18,12,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,12,17,12,13,18,12,18,17,13,17,13,17,12,18,13,18,1.0
6,20,8,22,7,24,10,21,9,21,7,23,8,22,7,21,29,1,27,1,29,1,30,1,28,2,28,3,29,2,28,1,15,16,14,15,16,14,16,15,16,16,15,15,15,17,14,15,1.0
12,12,17,16,14,18,18,13,18,12,12,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
9,12,17,19,11,21,18,13,18,12,9,20,11,13,10,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,15,14,15,1,15,16,0,31,0,30,0,14,16,15,0,1.0
19,7,22,9,21,11,23,8,23,8,20,10,21,8,20,8,2,31,0,27,3,28,3,28,0,31,0,31,0,28,0,28,30,11,18,19,1,19,12,0,31,0,30,0,18,12,19,0,1.0
20,6,23,8,22,10,24,7,24,7,21,9,22,7,21,7,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,11,18,19,12,18,12,11,19,11,19,11,18,12,19,12,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,10,31,0,20,11,21,10,20,0,31,0,31,0,20,0,21,28,15,14,15,2,15,16,1,29,1,29,2,14,16,15,2,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
12,13,16,16,13,18,17,13,17,13,12,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,18,11,12,1,12,19,0,31,0,30,0,11,19,12,0,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
0,24,4,30,0,31,6,25,5,25,0,30,1,26,0,25,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,16,15,15,16,15,15,15,14,17,15,16,14,16,16,15,14,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,12,29,1,18,13,19,12,18,2,30,1,29,1,18,2,19,26,17,12,13,4,13,18,3,27,3,27,4,12,18,13,4,1.0
12,12,17,16,14,18,18,13,18,13,13,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,10,19,20,1,20,11,0,31,0,30,0,19,11,20,0,1.0
22,1,28,7,22,8,29,1,29,2,23,8,23,2,23,2,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,15,14,15,16,15,15,15,14,16,14,16,14,15,15,16,15,1.0
20,1,28,8,21,10,29,1,29,2,21,9,22,2,21,2,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
12,12,17,16,14,18,18,13,18,13,13,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,18,11,12,1,12,19,0,31,0,30,0,11,19,12,0,1.0
21,7,22,7,22,9,23,7,23,7,21,8,23,8,22,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
0,23,5,30,0,31,7,24,6,24,0,30,1,25,0,24,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,21,10,20,21,10,20,10,9,22,10,21,9,21,11,20,9,1.0
12,14,15,16,14,18,16,15,16,14,12,17,14,15,13,15,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
16,10,18,12,17,14,20,11,19,11,17,13,18,12,17,11,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,28,2,27,28,2,28,3,1,29,1,29,2,27,3,28,2,-1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,15,14,15,16,15,15,15,14,16,14,16,14,15,15,16,15,1.0
20,7,22,8,21,10,23,7,23,8,21,9,22,8,21,8,11,31,0,19,12,20,11,19,0,31,0,31,0,19,0,20,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
20,7,22,8,21,10,23,7,23,8,21,9,22,8,21,8,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,19,10,11,1,11,20,0,31,0,30,0,10,20,11,0,1.0
21,0,29,7,23,9,30,1,30,1,22,8,23,1,22,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,16,14,15,16,14,16,15,13,17,13,17,14,15,15,16,14,1.0
20,0,28,8,21,10,30,1,29,1,21,9,22,2,21,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,20,10,19,20,10,20,11,9,21,9,21,10,19,11,20,10,1.0
0,22,6,30,0,31,8,23,7,23,0,30,1,24,0,23,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,20,11,19,20,11,19,11,10,21,11,20,10,20,12,19,10,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,12,17,12,13,18,12,18,17,13,17,13,17,12,18,13,18,1.0
