@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {1,3,2}

@data
18,11,16,67,72,14,5,16,68,16,15,5,77,8,75,14,17,64,75,13,8,15,79,11,79,10,71,58,17,15,8,76,8,77,17,15,79,8,17,13,8,15,5,15,3.0
21,5,19,63,77,10,5,19,64,19,11,5,74,3,77,10,20,58,77,9,10,11,83,5,83,4,73,53,20,11,10,73,10,74,20,11,83,5,20,9,10,11,5,11,3.0
11,8,10,78,70,14,2,9,79,9,15,2,84,5,72,15,10,75,72,13,5,15,79,8,79,7,66,73,10,15,5,83,5,84,10,15,79,6,10,13,5,15,2,15,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,2.0
19,4,18,65,79,8,4,16,65,16,9,4,75,2,80,8,18,60,80,6,9,9,85,4,85,3,76,55,18,8,9,75,8,75,19,9,85,3,19,6,9,9,4,9,3.0
2,5,1,91,80,8,0,1,92,1,9,0,93,3,81,9,1,91,81,8,0,9,85,5,85,4,78,90,1,9,0,92,0,93,1,9,85,4,1,8,0,9,0,9,1.0
27,11,25,55,68,16,7,24,56,24,18,9,68,9,69,17,25,50,69,14,14,18,76,11,76,9,63,45,25,17,14,67,14,68,26,18,76,10,26,15,14,18,9,18,1.0
23,11,21,62,68,16,6,21,63,21,18,8,72,9,69,17,21,57,69,15,13,18,76,11,76,9,63,55,21,17,13,71,13,72,22,18,76,10,22,16,13,18,8,18,3.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,3.0
26,8,24,58,67,15,9,22,59,22,16,9,69,4,70,15,25,52,70,12,15,16,78,8,78,7,63,48,25,16,15,68,15,69,25,16,78,5,25,12,15,16,9,16,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
24,8,23,57,61,16,4,15,57,17,19,5,70,4,64,18,21,51,64,12,11,19,75,8,75,7,54,45,21,16,11,70,8,70,24,19,75,5,24,12,11,19,5,19,1.0
3,6,1,89,78,9,0,2,90,2,10,0,92,3,80,9,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
19,9,17,64,73,13,3,17,65,17,14,5,76,6,75,13,18,62,75,12,7,14,80,9,80,8,71,55,18,14,7,75,7,76,18,14,80,7,18,12,7,14,5,14,3.0
23,8,21,60,68,14,6,18,61,18,16,7,72,5,70,15,21,56,70,10,11,16,78,8,78,6,63,50,21,15,11,71,11,72,22,16,78,6,22,11,11,16,7,16,3.0
25,5,24,56,69,12,5,17,56,18,14,6,69,2,71,13,23,50,71,7,12,14,80,5,80,4,63,44,23,12,12,69,10,69,25,14,80,3,25,7,12,14,6,14,3.0
12,8,11,76,68,15,0,10,77,10,16,1,83,5,70,16,11,72,70,14,5,16,78,8,78,7,63,71,11,16,5,82,5,83,11,16,78,6,11,14,5,16,1,16,3.0
18,9,16,68,74,12,6,16,69,16,13,6,77,6,77,12,17,65,77,11,9,13,81,9,81,8,73,60,17,13,9,76,9,77,17,13,81,6,17,11,9,13,6,13,3.0
17,7,15,67,68,14,0,13,68,13,15,3,78,4,71,14,16,64,71,11,6,15,79,7,79,6,63,60,16,15,6,77,6,78,16,15,79,4,16,11,6,15,3,15,2.0
20,10,18,65,67,16,4,17,66,17,18,5,75,8,68,17,18,60,68,14,10,18,76,10,76,8,61,57,18,17,10,74,10,75,19,18,76,9,19,15,10,18,5,18,3.0
25,8,24,56,61,16,4,16,56,18,19,5,69,4,64,18,22,49,64,12,12,19,75,8,75,7,54,44,22,16,12,69,9,69,25,19,75,5,25,12,12,19,5,19,3.0
22,7,22,60,73,12,5,19,60,19,13,6,72,4,75,13,21,56,75,9,10,13,81,7,81,6,70,49,21,12,10,72,10,72,22,13,81,5,22,10,10,13,6,13,3.0
25,4,23,59,77,9,8,23,60,23,10,8,70,2,78,9,24,53,78,8,14,10,84,4,84,3,73,49,24,10,14,69,14,70,24,10,84,3,24,8,14,10,8,10,2.0
5,6,4,86,76,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,73,83,4,11,1,89,1,90,4,11,83,4,4,10,1,11,0,11,3.0
8,6,7,82,74,11,1,6,83,6,12,1,87,4,76,12,7,80,76,10,3,12,82,6,82,5,70,78,7,12,3,86,3,87,7,12,82,4,7,10,3,12,1,12,3.0
20,11,18,63,67,16,3,15,64,15,18,4,75,9,69,17,18,59,69,12,8,18,76,11,76,9,62,53,18,17,8,74,8,75,19,18,76,9,19,13,8,18,4,18,1.0
27,8,26,54,58,17,5,17,54,18,20,6,67,3,62,19,24,46,62,11,14,20,74,8,74,6,51,42,24,17,14,67,11,67,27,20,74,4,27,11,14,20,6,20,2.0
26,10,24,55,58,19,5,19,55,19,21,6,68,5,62,19,24,48,62,13,13,21,73,10,73,8,52,43,24,19,13,68,12,68,26,21,73,6,26,14,13,21,6,21,3.0
13,7,12,73,70,13,2,9,74,9,14,2,82,4,73,14,12,71,73,10,4,14,80,7,80,6,66,65,12,14,4,81,4,82,12,14,80,4,12,10,4,14,2,14,3.0
21,5,19,63,78,9,5,19,64,19,10,5,74,3,79,9,20,58,79,8,10,10,84,5,84,4,75,53,20,10,10,73,10,74,20,10,84,4,20,8,10,10,5,10,3.0
16,7,14,69,77,10,3,15,70,15,11,3,79,5,79,10,15,66,79,10,6,11,83,7,83,6,75,60,15,11,6,78,6,79,15,11,83,5,15,10,6,11,3,11,1.0
21,4,19,63,79,8,6,19,64,19,9,6,74,2,80,8,20,59,80,7,10,9,85,4,85,3,76,53,20,9,10,73,10,74,20,9,85,3,20,7,10,9,6,9,2.0
1,5,0,93,78,9,0,0,94,0,10,0,94,3,79,10,0,93,79,9,0,10,84,5,84,4,75,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,1.0
7,5,6,83,78,9,1,6,84,6,10,1,88,3,79,10,6,82,79,9,2,10,84,5,84,4,75,79,6,10,2,87,2,88,6,10,84,4,6,9,2,10,1,10,3.0
23,11,21,62,66,17,6,20,63,20,19,8,72,9,67,18,21,57,67,15,13,19,75,11,75,9,60,55,21,18,13,71,13,72,22,19,75,10,22,16,13,19,8,19,1.0
5,6,4,86,78,9,0,4,87,4,10,0,90,3,80,10,4,85,80,9,1,10,84,6,84,5,77,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,2.0
17,10,15,68,73,13,3,15,69,15,14,4,78,7,76,13,16,65,76,12,7,14,80,10,80,9,72,60,16,14,7,77,7,78,16,14,80,7,16,12,7,14,4,14,2.0
3,6,2,90,78,9,0,2,91,2,10,0,92,4,80,10,2,89,80,9,1,10,84,6,84,5,76,89,2,10,1,91,1,92,2,10,84,4,2,9,1,10,0,10,1.0
25,10,24,56,66,17,4,18,56,18,18,5,69,8,68,17,24,49,68,11,12,18,76,10,76,9,60,44,24,17,12,69,11,69,25,18,76,8,25,11,12,18,5,18,2.0
25,10,22,57,63,17,5,20,58,20,19,6,70,6,66,17,23,51,66,13,12,19,75,10,75,8,58,46,23,18,12,69,12,70,24,19,75,7,24,14,12,19,6,19,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
29,7,27,51,60,17,6,18,51,19,19,7,65,3,63,17,27,43,63,9,15,19,75,7,75,6,52,38,27,17,15,65,13,65,29,19,75,4,29,9,15,19,7,19,3.0
21,4,20,62,79,8,4,18,62,18,9,4,73,2,80,8,20,56,80,6,10,9,85,4,85,3,76,51,20,8,10,73,9,73,21,9,85,3,21,6,10,9,4,9,2.0
25,8,22,57,67,14,6,20,58,20,16,7,70,5,70,14,23,52,70,10,12,16,78,8,78,6,62,46,23,15,12,69,12,70,24,16,78,5,24,11,12,16,7,16,2.0
23,4,22,61,77,9,8,21,62,21,10,8,72,2,78,10,22,57,78,8,12,10,84,4,84,3,73,51,22,10,12,71,12,72,22,10,84,3,22,8,12,10,8,10,2.0
1,8,0,93,70,13,0,0,94,0,14,0,94,4,74,14,0,93,74,13,0,14,80,8,80,7,68,93,0,14,0,93,0,94,0,14,80,4,0,13,0,14,0,14,1.0
15,7,15,68,70,13,0,10,68,10,14,1,79,4,73,14,14,65,73,9,4,14,80,7,80,6,66,58,14,13,4,79,3,79,15,14,80,4,15,9,4,14,1,14,1.0
4,6,3,88,78,9,0,3,89,3,10,0,91,4,80,10,3,87,80,9,1,10,84,6,84,5,76,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,3.0
6,10,4,84,73,13,0,5,85,5,14,1,89,7,76,13,5,84,76,13,1,14,80,10,80,9,72,81,5,14,1,88,1,89,5,14,80,7,5,13,1,14,1,14,1.0
25,9,22,57,67,15,5,20,58,20,17,6,70,6,69,15,23,51,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,6,17,3.0
24,11,21,59,59,19,6,19,60,19,21,7,71,6,63,19,22,54,63,15,12,21,73,11,73,9,54,49,22,20,12,70,12,71,23,21,73,7,23,16,12,21,7,21,2.0
6,5,5,84,80,8,0,5,85,5,9,0,89,3,81,9,5,83,81,8,1,9,85,5,85,4,78,80,5,9,1,88,1,89,5,9,85,4,5,8,1,9,0,9,3.0
19,5,18,65,77,10,4,17,65,17,11,4,75,3,77,10,18,60,77,8,9,11,83,5,83,4,73,55,18,10,9,75,9,75,19,11,83,5,19,9,9,11,4,11,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,2.0
15,7,13,69,70,13,0,12,70,12,14,2,80,4,73,13,14,67,73,11,4,14,80,7,80,6,66,61,14,14,4,79,4,80,14,14,80,4,14,11,4,14,2,14,1.0
13,8,12,74,68,15,1,11,75,11,16,3,82,5,70,16,12,72,70,14,5,16,78,8,78,7,63,69,12,16,5,81,5,82,12,16,78,6,12,14,5,16,3,16,3.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,1.0
24,11,23,57,65,17,4,18,57,18,19,5,70,9,67,18,22,51,67,11,11,19,75,11,75,9,59,45,22,17,11,70,11,70,24,19,75,9,24,13,11,19,5,19,3.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,3.0
5,5,3,85,80,8,0,4,86,4,9,0,90,3,81,8,4,85,81,8,0,9,85,5,85,4,78,81,4,9,0,89,0,90,4,9,85,4,4,8,0,9,0,9,3.0
2,4,1,91,81,7,0,1,92,1,8,0,93,2,82,8,1,91,82,7,0,8,86,4,86,3,79,90,1,8,0,92,0,93,1,8,86,3,1,7,0,8,0,8,3.0
21,7,19,62,75,11,6,19,63,19,12,7,74,4,77,11,20,60,77,10,9,12,82,7,82,6,73,52,20,12,9,73,9,74,20,12,82,5,20,10,9,12,7,12,3.0
22,8,20,62,67,14,7,17,63,17,16,8,73,5,70,15,20,59,70,10,11,16,78,8,78,6,62,53,20,15,11,72,11,73,21,16,78,5,21,11,11,16,8,16,2.0
26,11,25,55,67,16,5,21,55,21,18,7,68,9,69,17,24,49,69,11,13,18,76,11,76,9,62,44,24,16,13,68,13,68,26,18,76,9,26,13,13,18,7,18,3.0
26,13,23,56,63,19,6,21,57,21,21,7,69,10,65,19,24,50,65,15,13,21,73,13,73,11,58,45,24,20,13,68,13,69,25,21,73,11,25,16,13,21,7,21,2.0
25,10,23,56,58,19,5,19,56,19,21,6,69,5,62,19,23,50,62,13,12,21,73,10,73,8,52,44,23,19,12,69,12,69,25,21,73,6,25,15,12,21,6,21,3.0
23,8,21,60,67,14,5,18,61,18,16,6,72,5,70,15,21,55,70,10,11,16,78,8,78,6,62,50,21,15,11,71,11,72,22,16,78,5,22,11,11,16,6,16,3.0
29,6,28,51,65,14,6,20,51,21,16,7,65,2,68,15,27,43,68,8,15,16,78,6,78,5,59,38,27,14,15,65,13,65,29,16,78,3,29,8,15,16,7,16,3.0
22,4,20,62,79,8,7,20,63,20,9,7,73,2,80,8,21,58,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,7,9,3.0
28,8,26,53,64,15,6,20,53,21,17,7,66,4,68,15,26,45,68,10,15,17,77,8,77,7,59,41,26,15,15,66,13,66,28,17,77,4,28,10,15,17,7,17,2.0
19,9,17,66,74,12,5,17,67,17,13,5,76,6,77,12,18,62,77,11,9,13,81,9,81,8,73,57,18,13,9,75,9,76,18,13,81,6,18,11,9,13,5,13,2.0
18,8,16,67,69,14,3,15,68,15,15,4,77,5,72,14,17,63,72,12,8,15,79,8,79,7,65,59,17,15,8,76,8,77,17,15,79,5,17,12,8,15,4,15,2.0
1,5,0,93,77,9,0,0,94,0,10,0,94,3,79,10,0,93,79,9,0,10,84,5,84,4,74,93,0,10,0,93,0,94,0,10,84,3,0,9,0,10,0,10,1.0
2,6,1,91,78,9,0,1,92,1,10,0,93,3,80,10,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,3.0
1,5,0,93,80,8,0,0,94,0,9,0,94,3,81,9,0,93,81,8,0,9,85,5,85,4,78,93,0,9,0,93,0,94,0,9,85,4,0,8,0,9,0,9,2.0
26,8,25,55,61,16,4,17,55,19,19,5,68,4,64,18,23,47,64,12,13,19,75,8,75,7,54,43,23,16,13,68,10,68,26,19,75,5,26,12,13,19,5,19,3.0
8,6,7,81,76,10,0,7,82,7,11,2,87,4,78,11,7,81,78,10,2,11,83,6,83,5,73,78,7,11,2,86,2,87,7,11,83,4,7,10,2,11,2,11,2.0
17,8,15,70,75,11,5,15,71,15,12,5,78,5,78,11,16,66,78,10,9,12,82,8,82,7,74,63,16,12,9,77,9,78,16,12,82,5,16,10,9,12,5,12,3.0
19,11,17,66,72,14,5,17,67,17,15,5,76,8,75,14,18,62,75,13,9,15,79,11,79,10,71,57,18,15,9,75,9,76,18,15,79,8,18,13,9,15,5,15,3.0
11,8,10,74,68,15,0,7,75,7,16,2,84,5,70,16,10,75,70,12,1,16,78,8,78,7,63,67,10,16,1,83,1,84,10,16,78,6,10,12,1,16,2,16,3.0
1,8,0,93,70,13,0,0,94,0,14,0,94,4,74,14,0,93,74,13,0,14,80,8,80,7,68,93,0,14,0,93,0,94,0,14,80,4,0,13,0,14,0,14,1.0
22,4,20,62,79,8,8,20,63,20,9,8,73,2,80,8,21,59,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,8,9,3.0
20,11,18,64,67,16,1,17,65,17,18,4,75,9,69,17,18,59,69,14,9,18,76,11,76,9,62,57,18,17,9,74,9,75,19,18,76,9,19,15,9,18,4,18,3.0
7,8,6,82,68,15,0,5,83,5,16,1,88,5,70,16,6,82,70,14,1,16,78,8,78,7,63,78,6,16,1,87,1,88,6,16,78,6,6,14,1,16,1,16,2.0
1,9,0,93,67,15,0,0,94,0,16,0,94,5,71,16,0,93,71,15,0,16,78,9,78,8,64,93,0,16,0,93,0,94,0,16,78,5,0,15,0,16,0,16,1.0
25,10,24,56,68,16,4,19,56,19,17,5,69,8,70,16,24,49,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,5,17,1.0
23,9,21,58,67,15,3,18,59,18,17,5,72,6,69,16,21,54,69,11,9,17,77,9,77,7,62,47,21,16,9,71,9,72,22,17,77,7,22,12,9,17,5,17,2.0
24,7,22,60,68,14,9,21,61,21,15,9,71,3,71,14,23,56,71,12,13,15,79,7,79,6,64,50,23,15,13,70,13,71,23,15,79,4,23,12,13,15,9,15,2.0
9,7,8,79,77,10,1,8,80,8,11,1,86,5,79,11,8,78,79,10,2,11,83,7,83,6,75,73,8,11,2,85,2,86,8,11,83,5,8,10,2,11,1,11,3.0
1,6,0,93,78,9,0,0,94,0,10,0,94,3,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,2.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
27,12,24,55,64,18,7,23,56,23,20,9,68,9,66,18,25,50,66,15,14,20,74,12,74,10,59,45,25,19,14,67,14,68,26,20,74,10,26,16,14,20,9,20,1.0
22,5,21,60,78,9,3,19,60,19,10,4,72,3,79,9,21,54,79,7,10,10,84,5,84,4,75,49,21,9,10,72,9,72,22,10,84,4,22,7,10,10,4,10,3.0
11,7,10,76,74,11,2,8,77,8,12,2,84,4,77,12,10,75,77,9,3,12,82,7,82,6,72,69,10,12,3,83,3,84,10,12,82,4,10,9,3,12,2,12,2.0
22,11,20,61,69,15,5,18,62,18,17,6,73,9,71,16,20,57,71,12,10,17,77,11,77,9,65,51,20,16,10,72,10,73,21,17,77,9,21,13,10,17,6,17,3.0
22,4,22,61,77,9,6,19,61,19,10,6,72,2,78,10,21,56,78,7,11,10,84,4,84,3,73,50,21,9,11,72,10,72,22,10,84,3,22,7,11,10,6,10,3.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,3.0
5,6,4,87,74,11,0,3,88,3,12,0,90,4,76,12,4,85,76,10,2,12,82,6,82,5,70,85,4,12,2,89,2,90,4,12,82,4,4,10,2,12,0,12,1.0
5,4,4,85,81,7,0,4,86,4,8,0,90,2,82,8,4,85,82,7,0,8,86,4,86,3,79,81,4,8,0,89,0,90,4,8,86,3,4,7,0,8,0,8,1.0
26,8,25,55,67,16,4,20,55,20,17,5,68,5,68,16,25,47,68,11,13,17,77,8,77,7,61,43,25,16,13,68,12,68,26,17,77,7,26,11,13,17,5,17,3.0
25,5,25,58,75,10,8,22,58,22,11,8,69,2,77,11,24,52,77,8,14,11,83,5,83,4,72,47,24,10,14,69,13,69,25,11,83,3,25,8,14,11,8,11,3.0
9,8,8,79,68,15,0,8,80,8,16,2,86,5,70,16,8,79,70,15,2,16,78,8,78,7,63,75,8,16,2,85,2,86,8,16,78,6,8,15,2,16,2,16,2.0
19,9,17,64,74,12,4,17,65,17,13,6,76,6,77,12,18,63,77,11,7,13,81,9,81,8,73,55,18,13,7,75,7,76,18,13,81,6,18,11,7,13,6,13,3.0
23,4,22,60,79,8,8,21,60,21,9,8,71,2,80,8,22,56,80,6,12,9,85,4,85,3,76,49,22,8,12,71,12,71,23,9,85,3,23,7,12,9,8,9,3.0
3,5,2,89,80,8,0,2,90,2,9,0,92,3,81,9,2,89,81,8,0,9,85,5,85,4,78,87,2,9,0,91,0,92,2,9,85,4,2,8,0,9,0,9,3.0
16,8,14,70,75,11,4,14,71,14,12,4,79,5,78,11,15,67,78,10,7,12,82,8,82,7,74,62,15,12,7,78,7,79,15,12,82,5,15,10,7,12,4,12,1.0
21,6,19,62,76,10,5,19,63,19,11,6,74,3,78,10,20,59,78,9,9,11,83,6,83,5,74,52,20,11,9,73,9,74,20,11,83,4,20,9,9,11,6,11,3.0
19,9,17,67,69,15,7,17,68,17,16,8,76,6,71,15,18,65,71,14,10,16,78,9,78,8,65,60,18,16,10,75,10,76,18,16,78,7,18,14,10,16,8,16,2.0
21,6,19,62,77,9,5,19,63,19,10,6,74,3,80,9,20,59,80,8,9,10,84,6,84,5,76,52,20,10,9,73,9,74,20,10,84,3,20,8,9,10,6,10,2.0
4,6,3,87,76,10,0,3,88,3,11,0,91,4,78,11,3,87,78,10,0,11,83,6,83,5,73,84,3,11,0,90,0,91,3,11,83,4,3,10,0,11,0,11,3.0
11,8,10,76,68,15,0,9,77,9,16,2,84,5,70,16,10,75,70,14,3,16,78,8,78,7,63,71,10,16,3,83,3,84,10,16,78,6,10,14,3,16,2,16,1.0
8,8,7,82,75,11,1,6,83,6,12,1,87,5,78,12,7,80,78,10,3,12,82,8,82,7,74,78,7,12,3,86,3,87,7,12,82,5,7,10,3,12,1,12,3.0
25,7,22,58,65,16,9,20,58,20,17,9,69,4,67,14,24,53,67,11,14,17,77,7,77,6,58,47,24,16,14,69,14,69,25,17,77,5,25,12,14,17,9,17,3.0
25,12,22,57,64,18,6,20,58,20,20,7,70,9,66,18,23,52,66,14,12,20,74,12,74,10,59,46,23,19,12,69,12,70,24,20,74,10,24,15,12,20,7,20,1.0
7,6,6,82,76,10,0,6,83,6,11,1,88,4,78,11,6,82,78,10,1,11,83,6,83,5,73,78,6,11,1,87,1,88,6,11,83,4,6,10,1,11,1,11,3.0
27,10,25,54,66,17,6,20,54,20,18,7,67,8,68,16,26,47,68,11,14,18,76,10,76,9,60,42,26,17,14,67,13,67,27,18,76,8,27,11,14,18,7,18,2.0
23,11,21,62,69,15,6,21,63,21,17,8,72,9,71,16,21,57,71,14,13,17,77,11,77,9,65,55,21,16,13,71,13,72,22,17,77,9,22,15,13,17,8,17,2.0
4,6,2,88,78,9,0,3,89,3,10,0,91,3,80,9,3,87,80,9,1,10,84,6,84,5,77,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,3.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,2.0
8,6,6,82,78,9,1,7,83,7,10,1,87,3,80,9,7,80,80,9,3,10,84,6,84,5,77,78,7,10,3,86,3,87,7,10,84,4,7,9,3,10,1,10,2.0
29,11,28,52,66,17,6,22,52,23,19,8,65,9,67,18,27,44,67,13,16,19,75,11,75,10,60,41,27,17,16,65,14,65,29,19,75,10,29,13,16,19,8,19,1.0
1,6,0,93,78,9,0,0,94,0,10,0,94,3,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,1.0
17,9,15,66,74,12,2,16,67,16,13,4,78,6,77,12,16,65,77,12,5,13,81,9,81,8,73,57,16,13,5,77,5,78,16,13,81,6,16,12,5,13,4,13,3.0
24,4,23,59,77,9,7,22,59,22,10,7,70,2,78,9,23,53,78,7,13,10,84,4,84,3,73,48,23,9,13,70,13,70,24,10,84,3,24,8,13,10,7,10,2.0
14,8,12,73,76,11,3,12,74,12,12,3,81,6,78,11,13,70,78,10,6,12,82,8,82,7,74,66,13,12,6,80,6,81,13,12,82,6,13,10,6,12,3,12,3.0
4,6,3,87,78,9,0,3,88,3,10,0,91,4,80,10,3,87,80,9,0,10,84,6,84,5,76,84,3,10,0,90,0,91,3,10,84,4,3,9,0,10,0,10,3.0
25,9,22,57,67,15,6,20,58,20,17,7,70,6,69,15,23,52,69,11,12,17,77,9,77,7,62,46,23,16,12,69,12,70,24,17,77,7,24,12,12,17,7,17,3.0
25,8,24,56,66,16,3,19,56,19,17,4,69,5,68,16,24,48,68,11,12,17,77,8,77,7,60,44,24,16,12,69,11,69,25,17,77,6,25,11,12,17,4,17,2.0
24,11,21,58,65,17,5,18,59,18,19,6,71,9,67,17,22,53,67,12,11,19,75,11,75,9,59,47,22,18,11,70,11,71,23,19,75,9,23,13,11,19,6,19,3.0
16,7,14,69,70,13,2,14,70,14,14,3,79,4,73,13,15,66,73,12,6,14,80,7,80,6,66,61,15,14,6,78,6,79,15,14,80,4,15,12,6,14,3,14,2.0
25,10,22,58,60,19,9,19,58,19,20,9,69,5,64,17,24,53,64,13,14,20,74,10,74,9,55,47,24,19,14,69,14,69,25,20,74,6,25,14,14,20,9,20,3.0
26,8,25,55,66,15,4,18,55,19,17,5,68,5,68,16,24,47,68,10,13,17,77,8,77,7,60,43,24,15,13,68,11,68,26,17,77,6,26,10,13,17,5,17,1.0
6,6,4,83,78,9,0,5,84,5,10,0,89,3,80,9,5,83,80,9,0,10,84,6,84,5,77,78,5,10,0,88,0,89,5,10,84,4,5,9,0,10,0,10,1.0
4,4,3,88,81,7,0,3,89,3,8,0,91,2,82,8,3,87,82,7,1,8,86,4,86,3,79,86,3,8,1,90,1,91,3,8,86,3,3,7,1,8,0,8,1.0
25,8,22,59,63,17,9,20,60,20,18,9,70,4,66,16,24,54,66,13,14,18,76,8,76,7,57,49,24,18,14,69,14,70,24,18,76,5,24,13,14,18,9,18,3.0
8,3,7,81,81,7,0,7,82,7,8,0,87,2,81,8,7,79,81,7,2,8,86,3,86,2,77,76,7,8,2,86,2,87,7,8,86,3,7,7,2,8,0,8,3.0
4,6,3,87,78,9,0,3,88,3,10,0,91,4,80,10,3,87,80,9,0,10,84,6,84,5,76,84,3,10,0,90,0,91,3,10,84,4,3,9,0,10,0,10,3.0
3,6,2,90,78,9,0,2,91,2,10,0,92,3,80,10,2,89,80,9,1,10,84,6,84,5,77,89,2,10,1,91,1,92,2,10,84,4,2,9,1,10,0,10,3.0
25,10,24,56,66,16,3,17,56,18,18,4,69,8,68,17,23,48,68,11,12,18,76,10,76,9,60,44,23,16,12,69,10,69,25,18,76,8,25,11,12,18,4,18,2.0
23,5,22,60,75,10,5,21,61,21,11,6,72,2,77,11,22,55,77,9,11,11,83,5,83,4,72,50,22,11,11,71,11,72,22,11,83,3,22,9,11,11,6,11,3.0
1,6,0,93,74,11,0,0,94,0,12,0,94,4,76,12,0,93,76,11,0,12,82,6,82,5,70,93,0,12,0,93,0,94,0,12,82,4,0,11,0,12,0,12,1.0
15,7,13,69,68,14,2,10,70,10,15,3,80,4,71,14,14,68,71,10,4,15,79,7,79,6,63,60,14,15,4,79,4,80,14,15,79,4,14,10,4,15,3,15,3.0
6,6,5,84,76,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,73,80,5,11,1,88,1,89,5,11,83,4,5,10,1,11,0,11,3.0
20,11,18,64,69,15,6,16,65,16,17,7,75,9,71,16,18,62,71,12,9,17,77,11,77,9,65,55,18,16,9,74,9,75,19,17,77,9,19,13,9,17,7,17,2.0
