@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atLkk numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute destClass {-1,1}

@data
73,28,24,67,14,84,40,54,77,15,91,3,24,66,15,79,42,49,26,59,79,4,60,15,34,50,90,3,24,65,15,79,77,15,3,28,64,23,78,8,56,48,89,11,89,3,9,86,24,69,60,32,10,34,89,3,23,69,9,85,89,3,77,4,43,32,43,16,15,67,15,51,61,3,42,16,9,79,42,50,32,57,61,16,9,80,24,67,33,50,91,3,9,52,35,5,24,60,77,3,26,58,33,57,60,32,60,3,10,5,27,50,78,3,27,50,42,33,15,69,15,67,61,4,62,4,44,4,90,3,27,4,15,69,10,5,42,4,23,67,34,4,34,17,34,33,25,51,25,33,28,17,10,17,28,5,9,68,43,4,34,33,9,61,25,16,24,60,34,16,25,51,15,60,28,33,27,16,43,4,15,60,34,4,16,5,27,33,34,5,25,4,27,4,15,51,15,33,9,70,9,69,26,5,26,33,1.0
57,46,34,65,22,80,40,55,62,33,95,0,36,60,24,70,42,54,36,56,63,1,47,32,39,53,94,0,35,58,24,70,62,32,0,39,58,27,68,10,46,52,76,27,79,15,12,83,29,66,48,48,13,48,79,15,27,66,12,82,94,12,62,16,42,48,42,33,25,60,24,53,47,0,41,32,12,70,41,53,40,56,48,33,12,71,29,60,40,54,80,0,13,54,40,1,28,55,62,15,35,55,39,55,47,47,47,15,13,16,36,54,62,0,35,53,41,47,25,66,24,59,48,16,48,1,42,1,79,0,35,15,24,66,13,1,41,15,28,59,39,15,40,33,39,47,29,54,28,47,36,33,13,33,36,1,13,60,42,16,40,48,13,56,28,32,29,56,39,32,28,53,25,56,36,48,35,32,41,0,24,55,39,0,25,1,35,47,40,16,28,15,35,0,25,54,24,47,13,67,12,66,29,1,29,48,1.0
76,33,23,71,19,81,28,67,79,13,90,4,24,70,19,74,35,59,24,68,81,4,56,14,25,59,89,4,24,70,20,74,79,14,4,25,69,21,73,11,51,52,88,10,88,4,12,83,22,71,55,38,12,39,88,4,22,72,12,82,88,4,79,4,35,38,35,14,20,70,20,59,56,5,35,14,12,74,34,58,26,68,55,14,12,75,22,70,26,59,90,4,12,60,27,5,22,68,79,5,24,68,25,68,56,37,56,5,12,6,24,59,80,5,24,59,35,37,20,72,20,70,55,5,57,5,36,5,89,4,24,5,20,72,13,6,35,5,22,70,26,5,26,14,26,38,22,59,22,38,24,14,12,15,25,5,12,71,35,5,26,38,12,69,22,14,22,68,26,14,22,59,20,68,24,38,24,14,35,5,20,68,26,5,21,5,24,38,26,5,22,5,24,5,20,59,20,38,12,73,12,72,23,5,22,38,-1.0
66,31,24,70,18,81,36,59,68,22,93,2,25,69,18,75,40,50,25,64,71,2,57,22,29,51,92,2,24,69,19,75,69,22,1,25,68,22,74,11,53,44,85,20,88,4,12,83,23,70,56,33,12,37,88,5,23,71,12,82,91,3,70,4,41,36,41,24,19,69,19,51,58,2,42,23,12,75,41,48,29,64,56,22,12,76,23,69,30,51,89,2,12,52,31,3,23,64,70,5,25,64,27,63,56,34,58,5,13,7,25,51,70,2,25,51,41,35,19,71,19,69,58,4,59,2,44,3,88,2,25,6,19,71,13,3,43,5,23,69,30,6,30,24,29,36,23,51,23,36,25,24,12,25,26,3,12,70,43,6,30,36,12,65,23,24,23,64,29,24,23,51,19,64,25,36,25,24,43,2,19,64,30,2,20,3,25,36,31,6,23,6,25,2,19,51,19,36,12,72,12,71,24,3,23,36,1.0
71,33,27,70,16,83,45,50,74,19,91,3,29,65,17,77,47,46,29,53,76,4,57,19,40,46,90,3,28,64,17,77,73,19,3,38,63,20,76,9,53,45,80,15,83,9,10,85,22,72,57,37,11,38,83,8,21,72,10,84,89,6,74,10,48,38,48,20,17,65,17,47,57,4,47,19,10,77,46,46,40,53,57,20,10,78,22,65,42,47,85,3,11,48,42,5,21,53,74,10,28,52,40,52,57,36,57,10,11,11,30,47,75,4,28,46,47,36,17,72,17,65,57,11,58,5,48,5,84,3,29,10,17,72,11,5,47,10,21,65,41,10,42,20,41,36,23,47,22,37,30,20,11,20,30,5,10,66,48,11,42,38,10,54,22,19,22,53,41,19,21,47,17,53,30,38,29,19,47,4,17,53,41,4,18,5,29,36,42,11,22,10,29,4,18,47,17,37,10,73,10,72,23,5,23,38,1.0
73,32,24,70,17,82,32,63,77,17,92,2,24,68,18,76,38,53,24,66,78,3,58,17,27,55,91,2,25,67,18,76,76,17,2,25,66,22,75,10,54,50,90,13,90,3,11,84,23,71,58,36,12,37,90,2,22,71,11,83,90,2,77,3,39,36,39,18,18,68,18,56,58,3,38,17,11,76,37,55,25,64,58,18,11,77,23,68,28,54,92,3,11,57,29,4,23,66,76,3,25,66,27,65,58,35,58,3,12,4,26,56,77,3,25,56,38,35,18,71,18,68,58,4,59,4,39,4,91,2,26,3,18,71,12,4,38,3,23,68,28,3,29,18,28,35,23,56,23,36,27,18,12,18,27,4,11,69,39,4,29,36,11,67,23,17,23,66,28,17,23,56,18,66,27,36,26,17,38,3,18,66,28,3,19,4,26,36,29,4,23,3,26,3,18,56,18,36,11,72,11,71,24,4,24,36,1.0
71,27,23,69,12,84,46,48,75,17,91,3,24,67,14,79,49,43,25,54,77,3,60,18,40,43,90,3,25,66,14,79,75,16,3,34,65,19,76,8,55,40,84,13,86,6,9,86,21,71,60,32,10,34,86,6,20,71,9,85,89,4,75,6,50,33,50,18,15,68,15,44,61,4,50,18,9,79,50,43,39,52,60,18,9,80,22,67,40,43,88,3,10,45,41,4,21,53,75,6,25,53,39,53,59,33,60,7,10,8,26,44,76,3,26,43,50,33,14,72,14,68,60,7,62,4,51,4,87,3,26,7,14,72,10,5,50,7,21,67,40,7,40,18,40,33,23,44,22,33,26,19,10,19,27,5,9,69,50,7,40,33,9,55,22,18,22,54,40,18,22,43,15,54,26,34,26,18,50,4,14,54,40,4,16,5,26,33,40,7,22,7,26,4,16,44,15,33,9,73,9,72,23,5,23,34,1.0
69,44,30,64,19,81,41,52,70,22,92,2,31,63,20,74,42,51,31,54,72,2,48,23,40,51,91,3,31,63,20,74,70,22,2,38,62,28,73,11,46,49,78,21,80,12,12,83,29,65,47,45,12,47,81,12,29,65,12,82,90,10,70,12,42,46,42,23,20,63,20,51,48,3,43,23,12,74,42,50,40,54,47,22,12,75,29,63,40,51,82,2,12,52,41,3,29,54,71,13,31,54,39,54,47,45,48,13,12,14,31,51,71,3,31,51,43,46,20,65,20,63,47,12,49,2,44,3,81,3,31,13,20,65,13,4,43,13,29,63,40,13,40,23,40,46,29,51,29,46,31,23,12,24,32,3,12,64,42,13,40,46,12,55,29,23,29,54,40,23,29,51,20,54,31,46,31,23,43,3,20,54,40,3,21,3,31,46,40,13,29,13,31,3,20,51,20,46,12,66,12,65,30,3,29,46,1.0
74,35,23,72,16,82,40,66,79,14,92,2,23,70,16,77,41,51,24,68,80,3,54,14,25,51,91,3,24,70,17,77,78,14,2,24,69,20,76,10,51,48,89,10,89,4,11,84,21,72,54,37,11,40,90,3,21,73,11,83,90,3,79,4,43,39,44,15,17,70,17,51,55,3,42,14,11,77,42,50,26,67,55,15,11,78,21,70,26,51,91,3,11,52,27,4,21,68,79,3,24,68,25,68,54,38,55,3,12,5,24,51,79,3,24,51,42,38,17,73,17,70,55,5,56,4,44,4,90,3,24,4,17,73,12,4,43,3,21,70,26,4,27,15,25,39,21,51,21,39,25,15,12,16,25,4,11,71,44,5,26,39,11,69,21,15,21,68,25,15,21,51,17,68,24,39,24,15,43,3,17,68,26,3,18,4,24,39,27,5,21,4,24,3,17,51,17,39,11,74,11,73,22,4,21,39,1.0
68,27,25,71,15,82,44,49,70,20,92,3,27,67,16,78,48,42,27,52,73,3,62,21,40,44,91,3,26,67,16,78,70,21,2,39,65,21,77,10,59,40,74,18,78,14,11,84,22,72,61,30,11,32,78,14,22,72,11,83,90,12,72,14,48,30,48,21,16,67,16,45,63,3,48,21,11,78,47,43,39,52,61,21,11,79,22,67,41,45,79,3,11,46,43,4,22,52,72,15,26,52,40,51,62,29,63,15,12,17,27,45,72,3,26,45,48,29,16,72,16,67,63,15,64,3,50,3,78,3,27,16,16,72,12,4,49,15,22,67,42,16,41,22,41,30,22,45,22,31,27,22,11,23,28,4,11,68,49,15,41,31,11,53,22,22,22,52,41,22,22,45,16,52,27,31,27,22,49,3,16,52,42,3,17,4,27,31,42,16,22,16,27,3,16,45,16,31,11,73,11,72,23,4,22,31,1.0
71,28,23,72,14,84,42,48,77,14,91,3,26,67,15,79,43,46,26,52,78,4,58,16,41,48,90,4,25,67,15,79,76,15,3,38,63,20,78,8,52,46,88,11,88,5,9,86,21,73,56,33,9,36,89,4,21,73,9,85,89,4,77,5,44,33,45,16,15,67,15,49,59,4,44,16,9,79,44,47,39,51,59,16,9,80,21,67,40,48,90,4,9,50,43,5,21,52,77,4,26,52,40,50,57,34,59,4,10,6,27,49,77,4,26,49,44,34,15,73,15,67,59,5,60,4,46,4,89,4,27,5,15,73,10,5,45,4,21,67,42,4,42,17,41,34,21,49,21,35,28,17,10,18,28,5,9,68,45,5,41,35,9,53,21,17,21,52,41,16,21,49,15,52,27,35,26,17,45,4,15,52,42,4,16,5,26,35,42,6,21,5,27,4,15,49,15,35,9,74,9,73,22,5,21,35,1.0
75,18,14,80,11,84,62,67,76,14,89,5,15,79,11,82,63,28,15,70,79,5,71,15,23,29,88,4,15,79,12,82,76,14,4,21,78,12,81,8,70,26,85,13,86,5,9,86,13,80,71,19,9,22,85,5,13,81,9,85,86,5,77,5,64,20,64,16,12,79,12,29,73,5,64,15,9,82,64,28,23,70,71,15,9,83,13,79,23,29,88,5,9,30,25,6,13,70,76,5,15,70,23,70,71,20,71,6,9,8,15,29,78,4,15,29,64,20,12,81,12,79,72,6,74,6,66,6,87,4,15,7,12,81,10,7,64,6,13,79,23,7,24,16,23,21,13,29,13,21,15,16,9,17,16,6,9,80,65,7,24,21,9,71,13,16,13,70,23,16,13,29,12,70,15,21,15,16,65,5,12,70,24,6,13,6,15,21,24,7,13,7,15,6,12,29,12,21,9,82,9,81,14,6,13,21,-1.0
69,45,30,65,18,83,41,53,75,19,91,4,31,61,19,74,43,49,31,56,76,4,47,19,37,50,90,4,31,62,19,74,75,19,3,33,60,25,72,7,45,47,87,13,88,6,9,86,26,66,47,46,10,48,88,6,27,66,9,85,89,5,75,6,44,46,44,19,19,62,20,50,47,4,44,19,9,74,42,50,36,56,47,19,9,75,26,61,36,49,89,4,9,51,38,4,27,57,75,6,32,57,37,56,47,45,47,6,10,7,31,49,75,4,32,50,44,47,19,67,20,62,47,6,48,4,45,4,88,4,32,6,20,67,10,5,44,6,27,62,37,6,37,19,37,47,26,49,27,47,32,19,10,20,33,4,9,63,44,6,37,46,9,58,27,19,26,56,37,19,27,50,19,57,32,46,32,19,44,4,20,57,37,4,21,5,32,47,37,6,27,6,32,4,19,50,20,47,9,68,9,67,28,4,27,46,-1.0
72,33,28,70,16,81,41,57,76,19,90,5,30,64,18,76,42,52,30,58,76,6,56,19,36,52,89,5,30,64,18,76,75,18,4,35,62,22,74,11,51,51,85,16,86,9,12,83,23,71,56,38,12,39,86,8,23,71,12,82,88,7,76,9,42,38,43,19,18,64,18,52,56,5,42,19,12,76,42,52,36,58,57,19,12,77,23,64,36,52,87,6,12,53,37,6,23,58,75,8,30,58,36,58,55,38,56,8,13,9,30,52,75,5,30,52,42,38,18,71,18,64,57,9,57,6,43,6,86,5,30,8,18,71,13,6,42,8,23,64,36,8,37,19,36,38,23,52,23,38,31,19,13,20,31,6,12,65,43,9,36,38,12,59,23,19,23,58,36,19,23,52,18,58,30,38,30,19,42,5,18,58,36,5,19,6,30,38,37,9,23,8,30,5,18,52,18,38,12,72,12,71,24,6,23,38,-1.0
71,31,26,65,13,83,31,62,78,13,92,3,27,65,16,77,33,60,28,64,80,3,52,15,29,59,91,3,27,64,17,77,77,11,2,28,64,23,73,9,43,57,86,7,88,5,10,85,25,67,51,40,11,42,88,4,24,68,10,84,90,4,79,5,34,41,34,15,17,66,17,60,53,3,34,15,10,77,32,58,30,63,52,15,10,78,26,65,30,60,89,3,11,61,31,3,25,64,79,5,27,63,28,63,49,39,53,6,11,7,28,60,79,3,28,59,34,40,16,68,17,66,53,6,54,3,35,3,88,3,28,6,17,68,11,4,34,6,25,66,30,6,30,15,30,41,26,60,26,41,28,15,11,16,29,3,11,67,34,6,30,41,11,65,26,15,26,64,30,15,26,60,17,65,28,41,28,15,34,3,17,64,30,3,18,4,28,41,30,6,26,6,28,3,17,61,17,41,10,69,10,68,27,3,26,41,-1.0
78,27,23,71,17,83,42,56,79,14,91,4,24,70,18,76,43,48,24,62,81,4,61,13,32,49,90,4,24,70,18,76,79,13,3,26,69,21,75,9,57,46,87,12,88,5,10,85,22,72,62,30,11,33,88,5,22,72,10,84,89,5,80,6,45,31,45,14,18,70,18,49,62,4,44,14,10,76,44,49,31,62,62,14,10,77,22,70,31,49,89,4,10,50,33,5,22,62,80,5,24,62,32,62,61,31,62,5,11,7,24,49,80,4,24,49,44,32,18,72,18,70,62,6,63,4,46,4,88,4,24,6,18,72,11,5,45,6,22,70,32,6,32,15,32,32,22,49,22,32,25,15,11,15,25,5,10,71,45,6,32,32,10,63,22,14,22,62,32,14,22,49,18,62,25,32,24,14,45,4,18,62,32,4,19,5,24,32,32,7,22,6,24,4,18,49,18,32,10,73,10,72,23,5,23,32,-1.0
64,32,23,69,19,81,39,62,71,22,92,2,24,69,20,74,41,51,24,65,72,3,57,22,29,52,91,2,23,69,20,74,71,22,2,26,69,23,73,11,52,49,90,16,90,3,12,83,23,70,56,36,13,38,90,3,23,70,12,82,90,2,71,3,42,37,42,24,20,70,20,52,57,3,42,23,12,74,40,52,28,65,57,23,12,75,24,70,29,52,92,3,12,53,30,4,24,65,71,3,24,64,29,64,56,35,57,3,13,4,24,52,71,3,24,52,41,37,20,70,20,70,57,3,58,3,43,4,91,3,24,3,20,70,13,4,42,3,23,70,29,3,30,24,29,37,24,52,24,37,25,24,13,24,25,4,12,71,42,4,30,37,12,66,24,23,24,65,29,23,24,52,20,65,25,37,24,23,42,3,20,65,29,3,21,4,24,37,30,4,24,3,24,3,20,52,20,37,12,71,12,70,25,4,25,37,1.0
62,40,31,65,18,82,45,50,67,28,90,5,32,62,19,75,46,48,32,53,68,6,53,27,41,48,89,4,32,62,19,75,67,26,4,38,61,27,74,8,52,47,85,22,87,7,10,85,28,66,54,41,11,42,86,7,28,66,10,84,88,5,67,8,47,41,47,28,19,62,19,48,53,5,46,27,10,75,46,47,41,53,54,28,10,76,28,62,41,48,88,5,10,49,42,6,28,53,67,7,32,53,40,53,52,41,53,7,11,8,32,48,67,5,32,48,46,41,19,66,19,62,54,8,54,6,47,6,87,5,32,7,19,66,11,6,46,7,28,62,41,7,42,28,41,41,28,48,28,41,33,28,11,28,33,6,10,63,47,8,42,41,10,54,28,27,28,53,41,27,28,48,19,53,33,41,32,27,46,5,19,53,41,5,20,6,32,41,42,8,28,7,32,5,19,48,19,41,10,67,10,66,29,6,29,41,-1.0
63,42,32,63,20,83,35,58,68,26,92,3,33,62,23,72,36,58,33,60,69,3,50,26,34,58,91,2,33,61,22,72,68,26,2,34,60,29,70,9,48,57,86,21,88,6,10,85,31,65,50,44,11,45,87,6,30,64,10,84,90,4,68,6,36,44,36,26,23,62,22,58,50,3,36,26,10,72,35,57,35,59,50,26,11,73,31,62,35,58,89,3,11,59,36,3,30,59,68,6,33,59,34,59,50,43,50,6,11,7,33,59,68,3,33,58,36,43,23,65,22,61,50,6,51,3,37,3,88,3,33,6,22,64,11,4,36,6,30,61,35,6,35,26,35,44,31,59,30,44,33,27,11,27,34,4,11,62,36,6,35,44,11,60,30,26,31,60,35,26,30,58,23,60,33,45,33,26,36,3,22,59,35,3,23,4,33,44,35,6,30,6,33,3,23,59,22,44,11,65,10,64,31,4,31,45,-1.0
78,30,29,72,17,83,39,61,80,13,90,5,30,64,18,76,40,54,30,62,81,5,58,14,32,54,89,5,30,64,18,76,80,13,4,31,63,20,75,9,52,53,86,12,87,7,10,85,21,73,57,36,10,37,87,7,21,73,10,84,88,6,80,7,40,36,41,14,18,64,18,54,58,5,40,14,10,76,40,54,32,62,58,14,10,77,21,64,32,54,88,5,10,55,33,6,21,62,80,7,30,62,32,62,57,36,58,7,11,8,30,54,80,5,30,54,40,36,18,73,18,64,58,8,59,6,41,6,87,5,30,7,18,73,11,6,40,7,21,64,32,7,33,14,32,36,21,54,21,36,31,14,11,15,31,6,10,65,41,8,32,36,10,63,21,14,21,62,32,14,21,54,18,62,30,36,30,14,40,5,18,62,32,5,19,6,30,36,33,8,21,7,30,5,18,54,18,36,10,74,10,73,22,6,21,36,-1.0
78,18,15,79,12,82,34,74,80,11,93,2,15,78,12,81,39,53,16,76,83,2,71,11,17,53,92,1,16,78,13,81,81,11,1,16,77,13,80,10,66,46,88,8,90,2,11,84,14,79,70,21,11,24,89,3,14,80,11,83,91,2,82,3,40,23,40,12,13,78,13,53,71,2,41,11,11,81,39,52,18,75,70,11,11,82,14,78,18,53,91,2,11,54,19,3,14,76,81,4,16,76,17,76,70,21,71,4,12,5,16,53,82,2,16,53,40,22,13,80,13,78,71,3,72,2,42,3,90,1,16,4,13,80,12,3,41,4,14,78,18,4,18,12,17,23,14,53,14,23,16,12,11,13,17,3,11,79,41,4,18,23,11,77,14,12,14,76,18,12,14,53,13,76,16,23,16,12,41,2,13,76,18,2,14,3,16,23,19,4,14,4,16,2,13,53,13,23,11,81,11,80,15,3,14,23,-1.0
67,33,30,64,15,85,46,47,68,25,91,3,30,63,16,77,47,45,31,50,70,4,57,24,44,46,90,3,30,62,16,77,68,24,3,41,62,24,75,7,55,44,83,23,84,8,8,87,27,66,58,35,9,37,84,8,26,66,8,86,89,7,68,9,48,35,48,25,17,63,17,46,58,3,47,25,8,77,47,46,43,49,58,25,8,78,27,63,43,46,86,3,8,47,45,5,27,49,68,8,31,49,44,49,57,35,57,8,9,10,31,46,69,3,31,46,47,36,17,67,16,63,58,9,59,4,49,4,85,3,31,9,16,67,9,5,47,9,26,62,44,9,44,26,44,36,27,46,27,36,32,26,9,26,32,5,8,64,48,9,44,36,8,51,27,25,27,50,44,25,27,46,17,50,32,36,31,25,48,4,17,50,44,4,18,5,31,36,44,10,27,9,31,4,17,46,17,36,8,68,8,67,28,5,28,36,1.0
62,36,29,65,18,84,49,48,67,25,93,1,33,60,20,72,51,41,33,53,69,2,54,25,41,42,92,2,31,61,19,72,67,25,1,38,57,23,70,2,52,41,78,20,81,11,5,89,25,67,54,39,7,40,82,11,26,66,5,88,91,8,67,12,52,39,52,27,22,62,21,43,55,2,50,25,5,73,50,42,40,52,55,27,6,74,27,61,42,43,83,1,7,44,43,3,26,52,68,11,32,52,41,50,54,38,55,11,7,13,34,44,68,2,32,43,50,38,21,68,21,61,55,13,56,3,52,3,82,2,33,12,21,67,7,3,51,11,26,61,42,11,43,27,41,38,27,44,26,39,34,27,7,27,34,3,7,62,52,13,43,40,7,53,26,26,27,53,41,25,26,43,22,53,34,40,32,26,51,2,21,52,42,2,22,3,32,39,43,13,26,12,33,2,22,44,21,39,7,69,6,68,27,3,27,40,1.0
73,28,30,64,22,92,48,60,75,17,87,7,31,63,23,71,50,44,31,61,77,9,63,18,32,44,86,7,31,63,23,71,76,17,6,32,62,28,70,0,60,42,82,15,83,9,1,94,29,65,62,31,1,32,83,10,29,65,1,93,84,8,76,10,50,31,50,18,23,63,23,44,63,8,50,18,1,71,49,43,33,61,63,18,1,72,29,63,33,44,85,8,1,45,34,9,29,61,76,10,31,61,32,61,62,30,63,10,2,11,31,44,76,8,31,44,50,30,23,65,23,63,64,10,64,9,51,9,84,8,31,10,23,65,2,9,50,10,29,63,33,10,33,18,33,31,29,44,29,31,31,18,1,19,32,9,1,64,51,10,33,31,1,62,29,18,29,61,33,18,29,44,23,61,31,31,31,18,50,8,23,61,33,8,24,9,31,31,34,10,29,10,31,8,23,44,23,31,1,66,1,65,30,9,29,31,-1.0
65,42,34,64,18,84,42,56,67,27,89,6,35,59,20,74,44,50,35,57,69,7,51,26,37,50,88,6,35,59,20,74,68,26,5,36,58,28,72,8,50,48,85,23,86,7,9,86,29,65,52,43,10,44,86,8,29,65,9,85,87,7,68,9,45,43,45,27,20,59,20,50,51,6,44,26,9,74,44,50,37,57,52,27,9,75,29,59,37,50,87,6,9,51,38,7,29,57,68,8,35,57,37,57,51,43,51,8,10,9,35,50,68,6,35,50,44,43,20,65,20,59,52,9,52,7,45,7,86,6,35,8,20,65,10,7,44,8,29,59,37,8,38,27,37,43,29,50,29,43,36,27,10,27,36,7,9,60,45,9,38,43,9,58,29,26,29,57,37,26,29,50,20,57,36,43,35,26,44,6,20,57,37,6,21,7,35,43,38,9,29,8,35,6,20,50,20,43,9,66,9,65,30,7,30,43,-1.0
60,40,33,64,22,87,46,51,65,29,91,4,35,58,24,70,47,47,36,53,66,5,51,28,41,47,90,4,35,58,23,70,65,27,3,39,55,28,68,3,48,46,87,24,88,6,5,90,29,65,51,43,5,44,88,6,29,64,5,89,89,5,65,7,47,43,48,29,24,58,24,47,51,4,47,29,5,70,46,47,41,52,52,29,5,71,29,58,41,47,89,4,5,48,42,5,29,53,65,6,36,53,41,52,49,42,51,6,6,7,36,47,65,4,36,47,46,43,24,65,24,58,52,7,52,5,48,5,88,4,36,6,24,65,6,5,47,6,29,58,41,6,42,29,41,43,29,47,29,43,37,29,6,30,37,5,5,59,48,7,41,43,5,54,29,29,29,53,41,29,29,47,24,53,36,43,36,29,47,4,24,53,41,4,25,5,36,43,42,7,29,6,36,4,24,47,24,43,5,66,5,65,30,5,29,43,-1.0
