@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2,3,4,1}

@data
77,17,63,62,12,13,23,70,80,14,69,23,14,81,15,25,25,16,12,70,70,14,69,22,22,68,79,14,15,71,25,25,71,16,15,16,24,14,23,22,12,80,16,78,13,24,14,15,1
73,21,63,60,17,17,26,65,76,18,67,25,17,76,20,27,28,20,19,67,68,18,67,24,25,66,75,18,19,68,27,26,69,19,20,20,27,19,26,26,18,75,20,73,19,26,19,19,2
73,19,65,61,17,17,25,67,76,19,70,24,17,76,20,25,26,20,17,69,70,17,68,22,23,67,75,17,19,70,26,24,71,20,20,20,25,17,23,22,17,75,17,73,17,24,19,19,1
73,18,56,60,16,17,25,68,76,18,65,27,18,77,19,29,27,20,16,68,66,17,64,26,24,66,75,17,19,69,26,29,67,19,19,20,26,17,24,26,16,76,18,74,16,28,18,19,1
74,17,67,61,16,16,24,67,77,17,71,21,16,77,18,23,26,18,18,69,72,18,70,22,25,68,76,16,17,70,25,21,73,18,19,19,25,18,25,22,17,76,17,74,18,22,18,18,4
71,21,51,58,20,19,28,64,74,19,60,32,20,73,22,33,29,21,22,66,62,20,60,30,26,64,73,19,22,67,28,32,63,21,23,22,28,21,27,32,20,72,20,70,22,32,22,21,4
79,16,56,55,11,11,27,64,82,12,66,25,12,82,14,28,30,14,12,65,67,13,67,24,26,64,81,13,13,66,29,27,68,13,14,14,29,13,29,26,12,81,19,79,13,27,13,13,2
74,18,66,62,15,16,24,69,77,17,70,22,18,77,19,24,26,19,17,69,71,17,69,22,24,66,76,16,18,70,25,23,72,18,19,19,25,17,24,22,15,76,18,73,17,23,18,18,1
73,21,59,62,17,19,24,68,75,20,66,26,19,76,19,29,27,20,18,68,66,19,65,26,24,66,74,19,19,69,26,28,67,20,20,21,26,19,25,27,17,75,20,73,18,28,19,20,2
74,18,62,61,16,16,25,67,77,16,67,25,16,77,18,26,26,18,18,69,69,18,69,25,25,68,76,18,18,70,25,25,70,18,19,19,25,18,25,25,17,76,17,74,18,25,18,18,4
79,17,51,53,12,11,27,62,82,12,63,27,12,81,14,31,31,13,13,64,64,12,62,24,24,63,81,11,13,65,30,29,65,13,15,14,30,12,29,29,13,80,19,78,13,30,14,13,2
70,25,61,60,20,20,26,65,73,20,63,28,20,73,22,30,28,22,21,67,65,21,64,28,26,65,72,21,22,68,26,29,66,21,23,23,27,21,26,28,20,72,20,70,21,29,22,22,3
75,20,62,59,15,15,26,65,78,16,67,25,15,78,18,27,28,18,16,67,68,15,66,24,25,66,77,15,18,68,28,27,69,18,18,18,27,16,25,25,16,77,19,75,16,26,17,17,1
72,23,57,57,17,18,29,64,75,20,64,29,19,76,20,31,31,21,19,64,64,19,63,29,29,64,74,19,20,65,30,31,65,20,20,21,30,20,29,30,19,75,23,73,19,30,19,20,3
79,19,53,56,12,11,24,67,82,12,63,27,14,81,14,31,28,13,13,67,64,13,63,26,23,66,81,12,14,68,26,30,65,12,15,14,27,13,27,29,13,80,16,78,14,30,14,13,4
77,17,59,59,13,13,21,68,80,14,67,22,14,80,16,27,26,16,14,69,68,14,66,25,24,68,79,13,15,70,25,26,69,15,16,16,25,14,24,25,14,79,15,77,14,26,15,15,3
77,15,61,66,14,13,20,71,80,13,68,23,14,79,15,25,22,14,16,73,70,15,68,24,21,71,79,13,15,74,20,23,71,14,17,16,21,15,21,24,14,78,14,76,16,24,16,15,4
75,18,56,58,13,13,24,66,79,15,65,25,14,80,16,29,28,17,15,67,66,16,64,25,24,67,78,14,14,68,27,27,67,16,16,17,27,16,27,28,15,79,18,77,15,28,15,16,4
78,14,56,56,12,12,26,66,81,12,66,24,14,81,15,27,29,15,13,66,68,13,67,23,25,65,80,13,14,67,28,26,69,14,15,15,28,14,27,25,13,80,18,78,14,26,14,14,3
75,16,64,62,14,15,24,69,78,15,69,22,16,79,17,24,26,18,16,69,71,17,70,23,25,69,77,16,17,70,24,24,72,16,17,18,25,17,25,23,16,78,18,76,16,23,16,17,4
73,23,59,62,19,19,26,65,75,20,65,28,19,74,21,30,28,20,21,67,65,20,65,28,26,67,74,20,20,68,27,28,66,20,22,21,27,20,27,29,21,73,22,71,21,29,21,20,4
76,15,63,57,13,14,24,67,79,14,69,21,14,80,16,24,27,17,13,68,71,14,69,18,21,66,78,14,15,69,26,23,72,16,16,17,26,14,24,21,13,79,15,77,13,23,15,16,1
72,18,58,55,17,18,30,63,75,18,65,27,18,76,20,28,31,21,18,64,67,18,65,24,27,63,74,18,20,65,30,28,68,20,20,21,30,19,28,26,18,75,21,73,18,27,19,20,2
80,13,57,64,11,10,23,72,83,12,69,26,13,82,14,26,23,13,11,72,69,10,67,22,19,70,82,10,14,73,23,26,70,13,14,13,22,10,20,23,11,81,14,79,11,25,13,12,1
74,18,56,58,17,16,28,64,77,16,64,28,17,76,20,29,29,19,18,66,66,17,65,23,23,64,76,17,20,67,28,29,67,18,20,19,28,17,27,27,17,75,20,73,18,28,19,18,2
75,18,58,65,14,15,21,70,78,15,65,26,14,79,17,28,23,18,16,72,67,17,65,26,21,70,77,15,16,73,23,27,68,18,17,18,22,17,22,27,14,78,15,76,16,27,16,17,1
72,20,58,62,18,18,25,67,75,18,64,28,18,75,21,29,26,21,19,69,66,19,65,27,24,67,74,19,21,70,25,29,67,20,21,21,25,19,24,27,18,74,18,72,19,28,20,20,2
74,20,66,62,16,16,26,69,77,17,69,25,18,77,19,25,26,19,16,69,70,18,70,22,23,67,76,18,19,70,26,25,71,19,19,19,25,18,25,22,16,76,18,74,18,24,18,18,1
79,16,58,64,13,11,20,69,82,13,68,23,13,80,16,27,24,14,14,71,68,12,66,24,21,70,81,11,14,72,23,25,69,13,16,14,23,12,22,25,14,79,16,77,14,26,15,13,2
71,20,64,58,19,19,27,64,74,19,67,23,20,74,21,26,30,21,21,65,69,21,67,25,29,63,73,19,21,66,28,25,70,20,22,22,29,21,29,25,19,73,22,71,21,25,21,21,4
77,14,54,60,15,13,24,67,80,13,65,25,16,78,17,28,27,15,17,68,67,15,66,24,23,66,79,14,17,69,25,27,68,14,18,16,26,15,26,27,15,77,18,75,17,27,17,15,4
74,20,60,66,17,16,23,69,77,17,66,27,17,76,20,28,24,19,18,71,67,18,67,25,21,70,76,18,19,72,24,27,68,19,20,19,23,18,23,26,18,75,18,73,19,27,19,18,3
76,17,59,55,14,14,27,65,79,14,66,25,15,79,17,27,29,17,15,66,68,15,67,24,26,65,78,15,17,67,28,27,69,16,17,17,28,15,27,25,15,78,17,76,15,26,16,16,3
72,19,63,58,18,18,27,66,75,19,68,24,20,75,21,26,29,21,19,66,69,19,67,24,27,64,74,18,20,67,28,25,70,20,21,21,28,19,27,24,18,74,20,72,19,25,20,20,4
73,20,64,58,16,17,27,66,76,18,68,24,18,77,19,26,29,20,17,66,69,18,68,23,26,65,75,18,19,67,28,26,70,19,19,20,28,19,27,24,17,76,20,74,18,25,18,19,1
72,20,60,56,18,18,28,64,75,19,66,27,18,75,21,28,29,21,19,66,67,20,66,25,26,64,74,19,21,67,29,28,68,21,21,21,28,20,28,26,18,74,18,72,20,27,20,20,1
76,14,68,55,13,14,27,64,79,14,72,19,13,80,16,21,29,17,14,66,74,15,72,19,27,65,78,14,16,67,29,21,75,17,16,17,28,15,27,19,14,79,17,77,14,20,15,16,3
72,21,55,58,19,18,27,65,75,18,62,29,20,74,22,31,29,21,20,66,64,19,63,28,26,64,74,19,21,67,28,30,65,20,22,21,28,19,27,29,19,73,20,71,20,30,21,20,3
77,18,60,64,14,13,23,69,80,14,67,26,14,79,16,27,24,15,16,71,68,14,66,25,22,70,79,13,16,72,23,26,69,15,17,16,23,15,22,26,15,78,16,76,16,26,16,15,2
73,23,51,57,18,17,26,64,76,18,60,29,20,75,21,34,31,20,19,64,61,18,60,31,28,63,75,18,20,65,30,33,62,19,21,20,30,18,29,32,19,74,23,72,19,33,20,19,2
73,20,56,53,17,17,31,60,76,18,64,28,17,76,20,30,33,20,18,62,65,18,63,27,30,60,75,17,19,63,33,29,66,20,20,20,32,18,31,28,17,75,23,73,18,29,19,19,1
80,14,58,60,10,10,22,67,83,11,68,23,10,82,14,26,25,13,12,70,69,12,68,24,23,67,82,11,13,71,24,25,70,12,14,13,24,12,24,24,10,81,14,78,13,25,13,12,1
77,20,66,59,14,13,26,67,80,15,70,24,15,79,17,25,27,16,15,68,70,15,70,21,23,67,79,15,17,69,26,25,71,15,17,16,26,15,26,23,15,78,17,76,16,24,16,15,3
72,18,66,59,18,18,27,65,75,18,69,23,18,75,20,24,28,20,19,67,71,18,69,21,25,66,74,18,20,68,27,23,72,20,21,21,27,19,25,22,19,74,19,72,19,23,20,20,3
78,15,59,61,10,10,24,70,82,12,68,25,12,83,13,26,25,14,11,70,69,13,68,24,23,69,81,12,13,71,24,26,70,13,13,14,24,13,24,24,11,82,15,80,12,25,12,13,3
74,19,59,58,16,16,27,66,77,16,65,27,17,77,18,28,28,18,17,67,67,18,66,25,25,66,76,17,18,68,27,27,68,18,19,19,27,18,27,26,17,76,18,74,18,27,18,18,3
80,13,57,58,10,10,24,68,83,10,67,24,11,83,12,26,26,12,11,69,69,12,69,23,23,68,82,12,12,70,25,25,70,12,13,13,25,12,25,24,11,82,14,80,12,25,12,12,2
78,18,56,57,14,12,26,65,81,13,65,26,15,79,16,29,29,14,15,66,66,12,64,23,23,65,80,12,15,67,28,27,67,14,17,15,28,13,26,27,15,78,19,76,15,28,16,14,3
79,16,58,63,12,11,21,71,82,12,67,25,13,81,14,27,23,13,14,72,68,13,67,25,21,70,81,12,14,73,22,26,69,13,15,14,22,13,22,26,12,80,13,78,14,26,14,13,2
77,15,63,58,13,13,26,66,80,14,70,23,13,80,16,24,27,16,13,68,71,14,70,20,23,66,79,14,16,69,26,24,72,15,16,16,26,14,25,21,13,79,16,77,14,23,15,15,1
78,14,56,57,12,12,26,66,81,12,66,25,13,81,14,27,28,14,14,67,68,13,66,23,24,66,80,12,14,68,26,26,69,13,15,15,27,14,26,26,13,80,17,78,14,26,14,14,2
73,19,63,66,17,17,23,69,76,19,69,25,17,76,20,26,24,20,19,71,69,18,67,23,21,70,75,17,19,72,24,25,70,20,20,20,23,19,22,25,18,75,18,73,19,25,19,19,3
76,20,56,59,13,14,23,68,79,16,65,26,15,80,16,30,27,17,14,68,65,15,64,27,24,66,78,15,15,69,27,29,66,17,16,17,26,16,25,28,13,79,17,77,15,29,15,16,3
80,10,62,64,10,10,21,71,83,10,71,20,11,83,13,22,23,13,11,72,73,11,71,20,21,71,82,10,13,73,23,22,74,13,13,13,22,11,21,20,11,82,14,80,11,21,12,12,3
80,14,62,54,10,10,28,65,83,11,70,23,11,83,12,24,29,12,12,66,71,12,70,23,28,64,82,11,12,67,28,23,72,12,13,13,28,12,28,23,10,82,16,80,12,23,12,12,3
75,15,57,61,14,15,24,69,78,15,66,26,15,79,17,27,25,18,16,70,68,17,66,26,24,68,77,15,17,71,24,27,69,17,17,18,24,17,24,26,14,78,15,76,16,26,16,17,3
74,19,61,62,16,16,25,67,77,17,67,26,16,77,19,27,26,19,17,69,68,17,66,25,24,67,76,16,18,70,26,26,69,19,19,19,25,17,24,25,16,76,18,74,17,26,18,18,2
77,14,60,63,13,13,22,71,80,13,68,23,15,80,16,25,24,16,13,71,70,14,69,20,19,69,79,14,16,72,23,25,71,15,16,16,23,14,22,22,13,79,15,77,14,24,15,15,1
78,15,63,66,13,12,19,71,81,12,69,21,13,80,14,24,22,13,15,73,71,14,70,23,21,71,80,13,14,74,19,22,72,12,16,15,21,14,21,23,13,79,14,77,15,23,15,14,4
76,15,65,65,13,14,23,69,79,15,71,22,13,80,16,23,24,17,14,71,72,15,70,20,21,69,78,14,15,72,24,22,73,17,16,17,23,15,22,21,13,79,17,77,14,22,15,16,1
71,24,58,61,18,19,28,67,74,21,64,31,20,75,21,31,28,22,19,67,64,20,62,29,26,65,73,19,21,68,28,31,65,22,21,22,27,20,26,29,18,74,21,72,19,30,20,21,1
76,20,58,64,14,14,22,69,79,15,65,27,14,79,16,29,24,16,15,71,66,16,64,27,22,69,78,14,16,72,23,28,67,16,17,17,23,16,23,27,14,78,16,76,16,28,16,16,2
71,20,58,54,19,19,30,62,74,20,65,27,20,74,22,29,32,22,21,63,66,21,64,26,29,62,73,19,21,64,31,28,67,21,22,22,31,21,31,28,20,73,22,71,21,28,21,21,4
74,18,60,62,17,16,24,67,77,17,67,24,18,76,19,27,27,18,19,68,68,18,66,24,24,67,76,16,18,69,26,25,69,18,20,19,26,18,26,26,18,75,20,73,19,26,19,18,4
77,18,58,60,13,13,24,67,80,15,67,26,13,80,16,28,26,16,14,69,67,14,66,24,22,67,79,14,15,70,26,27,68,16,16,16,25,14,24,26,13,79,16,77,14,27,15,15,3
73,18,66,60,19,17,26,64,76,18,70,21,19,74,21,24,29,19,21,66,71,19,69,23,28,65,75,17,20,67,28,22,72,19,22,20,28,19,28,23,20,73,22,71,21,23,21,19,4
76,16,64,60,14,14,24,69,79,14,69,22,16,79,17,24,26,17,16,69,71,16,70,21,23,67,78,15,17,70,24,24,72,15,17,17,25,16,25,23,14,78,16,76,16,23,16,16,4
77,16,58,61,14,13,23,67,80,13,66,24,14,79,15,27,26,14,16,69,68,15,67,25,24,69,79,14,15,70,24,25,69,14,17,16,25,15,25,26,16,78,17,76,16,26,16,15,4
73,21,59,60,17,17,28,65,76,18,65,29,17,76,20,29,28,20,17,67,66,18,65,26,25,65,75,18,20,68,28,29,67,20,20,20,27,18,26,26,17,75,20,73,18,28,19,19,2
76,16,58,72,13,14,19,75,79,15,67,27,14,80,16,27,19,17,14,76,68,15,66,25,17,74,78,14,16,77,19,27,69,17,16,17,18,15,17,25,13,79,14,77,14,26,15,16,1
74,19,59,62,16,16,24,67,77,17,66,26,16,77,19,28,26,19,16,69,67,17,66,25,23,67,76,17,19,70,26,28,68,19,19,19,25,17,24,25,16,76,18,74,17,27,18,18,1
75,19,65,62,16,15,24,67,78,16,69,23,16,77,18,25,26,17,18,69,70,17,69,24,25,67,77,16,17,70,25,23,71,17,19,18,25,17,25,24,16,76,18,74,18,24,18,17,4
68,24,60,60,20,22,28,64,71,23,64,28,21,73,22,30,30,24,20,65,65,22,63,27,27,63,70,22,22,66,29,29,66,24,23,25,29,22,27,27,20,72,24,70,20,29,22,24,1
76,14,64,62,14,14,24,67,79,14,70,21,14,79,17,23,26,17,15,69,72,15,70,21,24,67,78,14,17,70,25,23,73,16,17,17,25,15,24,21,14,78,18,76,15,22,16,16,3
70,22,60,66,20,20,25,68,73,21,65,28,21,73,23,29,26,23,21,69,66,21,65,26,23,68,72,21,23,70,26,29,67,23,23,23,25,22,24,27,21,72,22,70,22,28,22,22,1
78,14,58,64,12,12,19,70,81,12,67,22,12,81,14,26,23,14,13,72,69,12,67,23,20,70,80,12,14,73,22,25,70,14,15,15,22,13,20,24,12,80,14,78,13,25,14,14,2
76,18,58,62,16,14,23,68,79,15,66,25,17,77,18,28,26,16,17,69,67,16,66,25,23,68,78,15,17,70,25,26,68,16,19,17,25,16,25,26,17,76,18,74,18,27,18,16,4
73,19,63,61,18,17,26,65,76,18,68,24,18,75,21,26,28,20,20,67,69,18,68,24,26,66,75,18,20,68,28,25,70,20,21,20,27,19,26,25,19,74,21,72,20,25,20,19,4
77,17,57,65,14,13,23,69,80,13,65,26,15,79,17,28,25,16,16,70,67,15,66,26,23,70,79,14,17,71,24,28,68,15,17,16,24,15,24,27,16,78,19,76,16,27,16,15,4
74,17,61,67,16,16,22,70,77,16,67,25,16,77,18,26,23,18,17,72,69,16,67,23,20,71,76,16,18,73,22,25,70,18,19,19,22,17,20,24,17,76,17,74,17,25,18,18,3
70,21,61,58,20,20,28,64,73,20,65,26,21,73,23,28,30,23,21,65,67,20,65,24,26,64,72,20,23,66,29,28,68,22,23,23,29,21,27,26,21,72,22,70,21,27,22,22,2
75,18,66,64,16,17,23,69,77,17,70,22,17,77,19,24,25,19,17,70,71,17,70,22,23,69,76,17,19,71,24,24,72,18,19,19,24,17,23,22,17,76,18,74,17,23,18,18,2
75,17,63,62,15,15,24,68,78,16,69,24,15,78,17,25,25,17,16,70,70,16,69,23,23,68,77,16,17,71,24,24,71,17,18,18,24,16,23,23,15,77,16,75,16,24,17,17,2
77,16,52,52,11,13,28,63,80,14,64,28,11,82,14,30,30,16,12,65,65,13,63,26,26,64,79,13,13,66,30,29,66,16,14,16,29,14,27,28,12,81,16,79,12,29,13,15,1
73,21,57,63,17,17,24,67,76,17,63,28,17,76,19,30,26,19,19,69,65,19,64,27,23,69,75,18,19,70,25,29,66,19,20,20,25,19,25,29,19,75,19,73,19,29,19,19,4
75,18,64,63,16,15,24,68,78,16,69,24,16,77,18,25,25,17,17,70,70,17,69,22,22,69,77,16,18,71,24,24,71,17,19,18,24,17,24,23,17,76,17,74,18,24,18,17,3
78,15,57,58,11,12,26,68,81,14,68,26,13,82,14,27,27,15,11,68,68,12,66,22,22,66,80,12,14,69,26,27,69,14,14,15,26,12,24,24,11,81,16,79,11,26,13,14,1
72,19,61,61,18,18,27,67,75,19,67,27,19,75,21,27,27,21,18,68,68,18,66,24,24,66,74,18,21,69,27,27,69,21,21,21,26,18,24,24,18,74,19,72,18,26,20,20,1
77,17,59,59,12,13,24,68,80,13,66,25,13,81,15,27,26,16,13,69,68,14,67,22,21,68,79,14,15,70,25,27,69,15,15,16,25,15,24,25,13,80,15,78,14,26,14,15,1
74,18,66,65,15,16,24,70,77,17,70,24,16,78,18,24,24,19,16,71,71,17,69,22,22,69,76,16,18,72,24,24,72,19,18,19,23,17,22,22,15,77,17,75,16,23,17,18,1
71,20,62,62,20,19,26,65,74,19,66,25,20,73,22,27,28,21,21,67,68,20,66,25,26,65,73,19,22,68,26,26,69,20,23,22,27,20,26,25,20,72,22,70,21,26,22,21,3
71,20,58,61,18,19,25,66,74,19,64,27,18,75,20,29,27,21,19,68,66,20,65,26,24,67,73,20,20,69,26,28,67,21,21,22,26,20,25,27,19,74,19,72,19,28,20,21,3
79,14,60,60,12,11,21,68,82,11,68,21,12,81,13,25,25,12,14,70,70,13,69,24,24,70,81,12,12,71,22,22,71,11,15,14,24,13,24,24,14,80,14,78,14,24,14,13,4
73,20,66,65,17,17,24,69,76,19,70,25,17,76,20,25,24,20,18,71,70,19,69,23,22,69,75,18,20,72,24,25,71,20,20,20,23,19,23,23,17,75,17,73,19,24,19,19,1
75,18,62,60,16,15,25,66,78,15,67,24,16,77,18,26,27,17,18,68,69,17,68,25,26,66,77,16,17,69,26,24,70,17,19,18,26,17,26,25,16,76,18,74,18,25,18,17,3
79,16,60,60,12,13,24,68,81,14,69,24,13,81,14,26,26,14,13,69,69,13,68,23,23,68,80,13,14,70,25,25,70,14,15,15,25,13,24,24,13,80,16,78,13,25,14,14,3
73,20,58,62,17,17,23,67,76,18,65,26,17,76,19,29,26,19,18,69,66,19,65,27,24,67,75,18,17,70,25,26,67,19,20,20,25,19,25,27,17,75,18,73,19,28,19,19,3
74,17,59,65,15,16,22,70,77,16,66,25,16,78,17,27,24,18,16,71,68,17,66,25,22,69,76,16,17,72,22,26,69,17,18,19,23,17,22,25,15,77,17,75,16,26,17,18,1
73,17,63,68,16,17,23,71,76,17,68,24,18,77,19,25,24,20,18,71,70,17,68,22,21,71,75,17,19,72,23,25,71,19,19,20,23,19,21,24,18,76,20,74,18,24,18,19,1
77,17,57,58,14,13,26,67,80,14,66,26,16,79,16,28,28,15,16,67,67,15,66,25,25,66,79,14,16,68,26,27,68,14,17,16,27,15,27,27,15,78,18,76,16,27,16,15,2
75,17,71,61,14,15,26,69,78,16,73,21,16,79,17,21,26,18,15,69,74,16,72,18,23,67,77,15,17,70,26,21,75,18,17,18,25,16,24,19,14,78,17,76,15,20,16,17,1
73,23,61,62,17,17,25,68,76,19,66,28,18,76,20,29,26,20,17,69,66,17,64,26,23,67,75,17,19,70,26,28,67,20,20,20,25,17,23,26,17,75,18,73,17,28,19,19,1
76,17,55,52,12,14,25,64,79,14,64,24,13,81,15,29,30,17,13,65,66,15,65,25,26,63,78,15,14,66,28,28,67,15,15,17,29,15,28,27,12,80,16,78,13,28,14,16,3
74,17,61,57,15,16,28,64,77,16,67,24,16,78,18,26,30,19,16,65,69,16,67,23,27,64,76,16,18,66,29,26,70,18,18,19,29,17,27,24,16,77,21,75,16,25,17,18,1
76,15,61,62,14,14,25,69,79,14,68,24,16,79,17,25,26,17,14,69,70,14,68,19,20,67,78,14,17,70,26,25,71,17,17,17,25,15,23,22,14,78,18,76,15,24,16,16,2
75,22,58,58,15,15,29,63,78,15,63,29,15,78,17,30,30,17,17,65,65,17,64,28,28,65,77,16,17,66,29,29,66,17,18,18,29,17,29,29,17,77,22,75,17,29,17,17,4
74,19,53,59,15,16,24,68,77,16,62,28,17,78,18,31,27,19,15,68,64,17,63,28,24,66,76,17,18,69,26,31,65,18,18,19,26,17,25,28,15,77,17,75,16,30,17,18,1
74,19,61,61,16,16,24,67,77,17,67,25,16,77,19,27,26,19,17,69,68,17,67,23,22,67,76,17,18,70,26,26,69,19,19,19,25,17,24,25,16,76,17,74,17,26,18,18,2
72,18,62,60,19,18,26,65,75,18,67,24,19,74,21,26,28,20,20,67,69,18,67,23,25,66,74,18,21,68,27,25,70,20,22,21,27,19,25,24,20,73,20,71,20,25,21,20,2
76,21,59,58,15,14,24,66,79,15,65,25,16,78,18,29,28,17,17,67,66,16,65,28,27,65,78,15,16,68,27,27,67,16,18,17,27,16,27,28,15,77,18,75,17,28,17,16,4
74,19,63,57,15,16,26,66,77,16,67,24,16,78,17,26,28,18,16,67,69,17,68,22,24,65,76,17,17,68,27,25,70,18,18,19,27,17,26,24,15,77,17,75,16,25,17,18,3
72,18,68,62,15,18,25,68,75,18,70,22,16,78,18,23,26,21,16,69,72,18,70,20,23,68,74,18,18,70,25,23,73,20,18,21,25,19,23,21,16,77,18,75,16,22,17,20,1
78,17,57,66,12,12,20,71,81,12,65,26,12,81,13,28,22,13,14,73,67,13,66,26,20,73,80,13,13,74,20,26,68,13,15,15,21,14,20,27,14,80,14,78,14,27,14,14,4
72,19,61,57,17,18,29,63,75,18,66,25,18,76,19,27,31,20,19,64,68,20,66,25,29,64,74,18,19,65,30,26,69,20,20,21,30,20,30,26,19,75,23,73,19,26,19,20,4
78,17,63,60,13,14,23,68,80,15,70,22,13,81,14,25,26,15,13,69,70,14,69,21,22,68,79,14,14,70,25,24,71,15,15,16,25,14,24,23,13,80,16,79,13,24,14,15,3
81,16,56,58,11,9,23,67,84,11,67,25,11,82,14,28,26,12,12,69,67,10,66,24,22,67,83,10,13,70,26,27,68,12,14,12,25,10,24,26,11,81,14,79,12,27,13,11,3
76,16,66,60,14,14,25,68,79,15,71,22,15,79,17,23,26,17,16,69,72,16,70,22,25,68,78,14,17,70,25,23,73,16,17,17,25,16,25,22,15,78,16,76,16,22,16,16,4
75,18,62,59,15,15,27,64,78,15,67,24,15,78,17,26,29,17,17,66,69,17,68,23,26,66,77,16,17,67,28,25,70,17,18,18,28,17,28,25,17,77,21,75,17,25,17,17,4
73,20,62,62,17,17,25,67,76,18,67,25,18,76,20,27,27,20,18,68,68,18,66,25,25,66,75,17,19,69,26,26,69,19,20,20,26,18,25,25,17,75,20,73,18,26,19,19,3
72,20,56,52,16,18,31,61,75,18,63,29,16,77,19,30,32,21,17,63,65,19,63,26,28,61,74,18,19,64,32,30,66,21,19,21,31,19,30,28,16,76,20,74,17,29,18,20,1
76,18,60,58,15,14,25,66,79,16,68,25,15,78,18,27,27,17,15,68,68,15,66,24,24,66,78,14,16,69,27,25,69,17,18,17,26,15,25,24,15,77,16,75,16,26,17,16,2
79,13,55,58,11,11,25,68,82,11,66,26,12,82,14,27,26,14,11,69,68,12,67,22,21,67,81,12,14,70,26,27,69,14,14,14,25,12,24,24,11,81,14,79,12,26,13,13,1
72,19,65,58,17,18,28,66,75,18,68,24,19,76,20,25,29,21,17,66,70,19,69,22,26,64,74,19,20,67,28,25,71,20,20,21,28,19,27,22,17,75,20,73,18,24,19,20,1
74,19,61,57,17,16,27,64,77,17,67,25,17,76,19,27,29,18,19,66,68,18,66,24,26,65,76,16,18,67,28,25,69,18,20,19,28,18,28,26,18,75,19,73,19,26,19,18,4
76,16,58,64,13,14,21,70,79,14,66,24,14,80,15,27,24,16,14,71,68,16,67,24,21,70,78,15,15,72,22,26,69,15,16,17,23,16,23,25,14,79,16,77,15,26,15,16,3
73,19,61,64,18,17,24,68,76,18,67,25,19,75,21,27,26,20,20,69,68,19,67,25,24,68,75,18,20,70,25,26,69,19,21,20,25,19,25,26,19,74,20,72,20,26,20,19,4
75,18,56,56,14,15,24,66,78,16,65,25,15,79,17,29,28,18,14,67,66,15,64,25,24,65,77,15,17,68,28,29,67,18,17,18,27,15,25,26,14,78,16,76,14,28,16,17,1
73,20,58,62,17,17,24,67,76,18,65,27,17,76,20,29,26,20,18,69,66,18,64,26,23,68,75,17,18,70,26,27,67,20,20,20,25,18,24,27,18,75,18,73,18,28,19,19,2
75,18,58,67,16,15,22,70,78,16,66,26,17,77,18,28,24,17,18,71,67,17,66,27,23,70,77,16,18,72,22,27,68,16,19,18,23,17,23,27,17,76,19,74,18,27,18,17,4
74,19,61,55,16,16,27,64,77,16,66,24,17,77,19,27,30,19,17,65,68,17,67,23,26,64,76,17,19,66,29,27,69,18,19,19,29,17,28,25,17,76,19,74,17,26,18,18,2
78,13,61,55,13,12,25,65,81,12,69,21,13,80,15,24,28,14,15,67,71,13,70,21,25,65,80,13,14,68,27,22,72,14,16,15,27,14,26,23,13,79,15,77,15,23,15,14,4
72,20,62,62,18,18,24,67,75,18,66,25,18,75,20,27,26,20,20,69,68,19,67,25,24,67,74,19,19,70,25,25,69,20,21,21,25,20,24,26,18,74,18,72,20,26,20,20,4
80,18,50,55,13,10,20,67,83,12,63,25,13,81,15,32,27,13,13,68,63,11,61,27,22,67,82,10,14,69,27,31,64,13,15,13,26,11,25,30,13,80,13,79,13,31,14,12,3
77,16,58,63,14,13,24,69,80,14,67,26,15,79,17,27,25,16,15,70,68,14,66,23,21,69,79,13,16,71,25,26,69,16,17,16,24,14,23,25,15,78,17,76,15,26,16,15,3
75,17,57,58,16,15,26,65,78,15,65,25,17,77,18,28,29,17,18,66,67,17,65,27,28,66,77,15,18,67,27,27,68,16,19,18,28,17,28,27,18,76,20,74,18,27,18,17,4
