@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute destClass {1.0,2.0}

@data
4,81,3,6,1,73,78,78,6,76,14,76,13,73,15,2,91,3,86,8,80,76,8,2,8,84,7,5,83,7,75,16,75,14,81,12,86,6,85,6,2,8,2,84,6,80,2,88,3,9,78,8,77,7,4,14,1,16,2,86,77,12,2,16,2,90,2,14,3,84,8,16,4,15,1,86,2,15,6,82,8,8,1,85,1,90,4,84,7,9,1,8,6,15,2,15,2,8,76,8,7,8,2,8,1,81,73,8,6,8,82,8,78,7,3,8,8,6,76,8,3,14,2,15,8,8,3,17,4,16,4,15,77,6,75,7,2,85,8,14,8,15,86,5,1.0
4,86,3,7,1,74,83,79,7,78,13,77,12,74,14,2,91,3,88,7,85,77,9,2,8,85,8,6,84,7,76,16,76,13,83,11,86,7,85,7,3,8,3,85,4,84,2,88,4,9,79,8,78,8,4,13,1,15,2,88,78,11,2,15,2,90,3,13,4,86,7,16,4,14,1,87,2,14,5,83,7,9,1,86,1,90,2,86,5,9,1,8,4,14,2,14,2,8,77,8,6,8,2,8,1,85,74,8,4,8,83,8,79,8,3,8,6,7,78,8,4,13,2,14,7,8,4,16,4,16,2,14,78,7,76,8,2,87,7,13,7,14,86,6,1.0
4,89,3,6,1,77,87,82,6,79,10,78,10,77,12,2,91,3,90,5,88,80,9,2,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,2,7,3,87,3,87,2,88,3,9,81,7,80,7,4,10,2,12,2,90,79,9,2,12,2,90,2,10,3,88,5,13,4,12,2,89,2,12,4,87,5,9,2,88,1,90,2,88,4,9,2,8,3,12,2,12,3,8,79,7,3,7,2,8,2,88,78,8,3,8,82,7,81,7,3,7,4,6,80,7,3,11,2,12,5,7,3,13,4,13,2,12,81,6,79,7,2,89,5,10,5,12,86,5,2.0
4,82,3,7,1,75,79,80,7,79,12,78,11,75,13,2,91,3,84,11,81,78,9,2,8,85,8,6,84,7,77,15,77,12,83,10,86,7,85,7,3,8,7,81,8,80,6,88,8,9,80,8,79,8,4,12,1,14,2,84,79,10,2,14,3,90,3,12,8,83,11,15,4,13,1,83,2,13,9,79,11,9,1,82,1,90,6,82,9,9,1,8,8,13,2,13,2,8,78,8,10,8,2,8,1,81,75,8,8,8,83,8,80,8,3,8,10,7,79,8,8,12,3,13,11,8,8,15,4,15,6,13,79,7,77,8,3,83,11,12,11,13,86,6,1.0
4,72,3,7,1,75,70,80,7,77,12,76,12,75,13,2,91,3,74,19,71,78,9,2,9,83,8,6,82,7,76,14,76,13,80,11,85,7,84,7,2,8,17,73,18,72,16,88,18,10,79,8,78,8,4,12,2,14,2,74,77,11,2,14,2,90,2,12,17,72,19,14,4,13,2,74,2,13,18,70,20,9,2,74,2,90,16,73,19,9,2,9,18,14,2,14,3,8,77,8,19,8,3,9,2,72,76,8,19,9,81,8,79,8,3,8,20,7,78,8,17,13,2,14,20,8,17,15,4,14,16,14,79,7,77,8,2,74,19,12,19,13,85,6,1.0
4,72,4,5,2,60,69,69,5,66,19,67,19,60,23,3,90,4,76,17,71,64,7,3,7,85,6,4,84,5,62,23,64,23,82,15,87,5,86,5,3,6,13,74,16,71,12,87,14,8,68,6,69,6,5,20,2,24,3,76,67,16,3,25,3,89,3,20,14,74,17,23,4,24,2,76,3,24,16,71,17,7,2,75,2,89,13,74,17,8,2,7,16,23,3,24,3,7,67,6,17,6,3,7,2,72,60,7,16,7,83,6,69,6,4,7,18,5,67,7,14,23,3,24,18,6,14,24,4,24,13,23,69,5,64,6,3,75,18,19,17,23,87,4,2.0
5,86,4,6,2,77,83,82,6,79,10,78,10,77,11,3,90,4,88,7,85,80,9,3,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,3,7,3,85,4,84,3,87,4,9,81,7,80,7,5,10,2,12,3,88,79,9,2,12,3,89,2,10,4,86,7,13,5,11,2,87,2,11,5,84,7,9,2,86,2,89,3,86,5,9,3,8,4,11,2,11,3,7,79,7,5,7,3,7,2,85,78,7,5,7,82,7,81,7,3,7,6,6,80,7,3,11,3,11,7,7,4,13,5,13,3,11,81,6,79,7,3,87,7,10,7,11,86,5,2.0
5,70,4,5,2,50,67,65,5,64,21,64,21,54,28,3,90,5,74,22,70,57,7,3,6,87,6,4,86,6,56,30,56,28,85,17,88,5,87,5,4,6,16,70,18,68,14,87,18,7,65,6,64,6,5,21,3,29,3,74,64,19,3,29,4,89,4,21,18,73,22,30,5,28,2,72,3,28,20,67,22,7,2,71,2,89,15,72,20,7,3,6,19,28,3,28,3,6,64,6,20,6,3,6,2,69,54,6,19,6,85,6,65,6,4,6,20,5,64,6,17,28,4,28,22,6,18,30,5,30,15,28,64,5,56,6,4,72,22,21,22,28,88,4,2.0
5,88,4,5,2,74,86,81,5,78,10,78,9,75,12,3,90,4,89,6,87,78,8,3,7,85,5,3,84,5,76,14,76,11,82,8,87,4,86,4,2,6,3,86,3,86,3,87,4,8,80,6,79,5,5,10,2,13,3,89,78,8,2,13,3,89,2,10,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,78,5,3,5,3,6,2,87,75,6,3,6,82,5,80,5,3,6,5,4,78,6,3,11,3,12,6,6,4,14,5,14,3,12,80,4,77,5,3,88,6,10,6,12,87,3,2.0
4,73,3,7,1,74,71,79,7,78,13,77,12,74,14,2,91,3,75,18,72,77,8,2,8,85,8,6,84,7,76,15,76,13,83,11,86,7,85,7,3,8,16,73,17,72,15,88,17,9,79,8,78,8,4,13,1,15,2,75,78,11,2,15,3,90,3,13,16,74,18,15,4,14,1,75,2,14,17,71,19,8,1,74,1,90,15,73,18,8,1,8,17,14,2,14,2,8,77,8,19,8,2,8,1,73,74,8,17,8,83,8,79,8,3,8,19,7,78,8,17,13,3,14,19,8,16,16,4,15,15,14,78,7,76,8,3,74,18,13,18,14,86,6,1.0
5,84,4,4,2,67,82,75,4,74,15,73,14,67,18,3,90,4,86,7,83,71,5,3,5,88,5,3,87,4,70,19,70,17,86,11,89,4,88,4,4,5,5,84,6,83,4,87,6,6,75,5,74,5,5,15,2,19,3,86,74,12,3,19,3,89,4,15,5,84,7,19,5,18,2,86,3,18,6,82,8,5,2,85,2,89,4,84,7,5,2,5,6,18,3,18,3,5,73,5,8,5,3,5,2,84,67,5,6,5,86,5,75,5,4,5,8,4,74,5,6,17,3,18,8,5,5,20,5,19,4,18,74,4,70,5,3,85,7,15,7,18,89,3,2.0
5,85,4,6,2,76,83,81,6,80,11,79,10,76,12,3,90,4,87,6,84,79,7,3,7,86,7,5,85,6,78,13,78,11,84,9,87,6,86,6,4,7,4,85,5,84,3,87,5,8,81,7,80,7,5,11,2,13,3,87,80,9,3,13,3,89,4,11,4,85,6,13,5,12,2,87,3,12,5,83,7,7,2,86,2,89,3,85,6,7,2,7,5,12,3,12,3,7,79,7,7,7,3,7,2,85,76,7,5,7,84,7,81,7,4,7,7,6,80,7,5,11,3,12,7,7,4,14,5,13,3,12,80,6,78,7,3,86,6,11,6,12,87,5,2.0
4,72,3,6,1,74,70,79,6,77,13,76,12,74,14,2,91,3,74,19,71,77,8,2,8,84,7,5,83,6,76,15,76,13,81,11,86,6,85,6,2,8,17,72,18,71,16,88,18,9,79,8,78,7,4,13,1,15,2,74,78,11,2,15,2,90,2,13,17,72,19,15,4,14,1,74,2,14,18,70,20,8,1,73,1,90,16,72,19,8,1,8,18,14,2,14,2,8,76,8,19,8,2,8,1,72,74,8,18,8,82,8,79,7,3,8,20,6,77,8,18,13,2,14,20,8,17,16,4,15,16,14,78,6,76,7,2,73,19,13,19,14,86,5,1.0
5,88,4,7,2,75,86,80,7,79,12,78,11,75,13,3,90,4,89,6,87,78,9,3,8,85,8,6,84,7,77,15,77,12,83,10,86,7,85,7,4,8,3,86,3,86,3,87,4,9,80,8,79,8,5,12,2,14,3,89,79,10,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,3,13,3,8,78,8,5,8,3,8,2,87,75,8,3,8,83,8,80,8,4,8,5,7,79,8,4,12,3,13,6,8,4,15,5,15,3,13,79,7,77,8,3,88,6,12,6,13,86,6,2.0
5,82,4,6,2,68,79,77,6,74,13,74,12,69,16,3,90,4,85,8,81,73,8,3,8,84,7,5,83,6,71,17,72,15,81,10,86,6,85,6,3,7,5,83,7,81,4,87,6,9,76,7,76,7,5,13,2,17,3,85,75,10,3,17,3,89,3,13,5,83,8,17,5,16,2,85,3,16,7,80,9,8,2,84,2,89,4,83,8,8,2,8,7,16,3,16,3,8,74,7,8,7,3,8,2,82,69,8,7,8,82,7,77,7,4,8,9,6,75,8,6,15,3,16,9,7,5,18,5,17,4,16,76,6,72,7,3,84,8,13,8,16,86,5,2.0
5,88,4,6,2,74,86,79,6,78,13,77,13,75,15,3,90,4,89,6,87,77,8,3,7,86,7,5,85,6,76,16,76,14,84,12,87,6,86,6,4,7,4,86,4,86,3,87,4,8,79,7,78,7,5,13,3,15,3,89,78,12,3,15,3,89,4,13,4,87,6,16,5,15,3,88,4,15,5,86,6,8,3,87,2,89,3,87,5,8,3,7,4,15,3,15,4,7,77,7,5,7,3,7,3,87,75,7,4,7,84,7,79,7,4,7,5,6,78,7,4,14,3,15,6,7,4,16,5,16,3,15,78,6,76,7,3,88,6,13,6,15,87,5,1.0
4,88,3,7,1,75,86,80,7,77,12,76,12,75,13,2,91,3,89,6,87,78,10,2,9,83,8,6,82,7,76,15,76,13,80,11,85,7,84,7,2,8,3,87,3,87,3,88,4,10,79,8,78,8,4,12,2,14,2,89,77,11,2,14,2,90,2,12,4,87,6,15,4,13,2,88,2,13,4,86,6,10,2,88,2,90,3,88,4,10,2,9,3,14,2,14,3,8,77,8,4,8,3,9,2,87,76,8,4,9,81,8,79,8,3,8,5,7,78,8,3,13,2,14,6,8,4,15,4,15,3,14,79,7,77,8,2,89,6,12,6,13,85,6,1.0
5,88,4,5,2,73,86,80,5,77,11,77,10,73,13,3,90,4,89,6,87,77,8,3,7,85,6,4,84,5,75,15,76,12,82,8,87,5,86,5,3,6,3,86,3,86,3,87,4,8,79,6,79,6,5,11,2,14,3,89,78,8,3,14,3,89,3,11,4,87,6,15,5,13,2,88,3,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,3,13,3,7,77,6,4,6,3,7,2,87,73,7,3,7,83,6,80,6,4,7,5,5,78,7,4,12,3,13,6,6,4,15,5,15,3,13,79,5,76,6,3,88,6,11,6,13,87,4,2.0
4,55,3,7,1,74,54,79,7,78,13,78,13,75,14,2,91,4,58,36,55,77,9,2,8,85,8,6,84,8,76,15,76,14,83,12,86,7,85,7,3,8,33,55,34,54,32,88,35,9,79,8,78,8,4,13,2,14,2,58,78,12,2,15,3,90,3,13,34,57,37,15,4,14,2,56,3,14,35,54,37,9,2,56,2,90,33,57,36,9,2,8,35,14,3,15,3,8,78,8,36,8,3,8,2,54,75,8,35,8,83,8,79,8,3,8,36,7,78,8,34,14,3,15,38,8,35,16,4,15,34,15,78,7,76,8,3,57,38,13,37,14,86,6,1.0
4,88,3,6,1,76,86,81,6,78,11,78,11,76,13,2,91,3,89,6,87,79,9,2,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,2,7,4,86,4,86,3,88,4,9,80,7,79,7,4,11,2,13,2,89,78,10,2,13,3,90,2,11,4,88,6,14,4,13,2,88,2,13,5,86,6,9,2,87,1,90,3,87,5,9,2,8,4,13,2,13,3,8,79,7,4,7,2,8,2,87,77,8,4,8,82,7,80,7,3,7,5,6,79,7,4,12,3,13,6,7,4,14,4,14,3,13,80,6,78,7,3,88,6,11,6,13,86,5,2.0
3,88,3,6,1,75,86,81,6,78,10,78,10,76,12,2,91,3,89,5,87,78,9,2,8,84,7,5,83,6,76,13,77,12,81,9,86,6,85,6,2,7,4,86,4,86,3,88,4,9,80,7,80,7,4,10,2,12,2,89,78,9,2,13,3,90,2,10,4,88,5,13,4,13,2,88,2,13,5,86,5,9,2,87,1,90,3,87,5,9,2,8,4,12,2,13,3,8,79,7,4,7,2,8,2,87,77,8,4,8,82,7,80,7,3,7,5,6,79,7,4,12,3,13,6,7,4,13,3,13,3,12,81,6,78,7,3,88,6,10,6,12,86,5,2.0
5,86,4,4,2,68,83,78,4,77,11,77,11,72,16,3,90,4,88,7,85,73,6,3,5,88,5,3,87,5,72,17,72,15,86,10,89,4,88,4,4,5,4,85,5,84,3,87,4,6,78,5,77,5,5,11,3,16,3,88,77,11,3,16,3,89,4,11,4,86,7,17,5,16,3,87,4,16,6,84,7,6,3,86,2,89,3,86,6,6,3,5,5,16,3,16,4,5,77,5,6,5,3,5,3,85,72,5,5,5,86,5,78,5,4,5,6,4,77,5,4,15,3,16,7,5,4,17,5,17,3,16,77,4,72,5,3,87,7,11,7,16,89,3,2.0
5,79,4,5,2,65,76,71,5,71,22,69,20,65,23,3,90,4,81,13,78,68,7,3,6,87,7,4,86,6,68,24,67,21,85,19,88,5,87,5,4,6,10,78,11,77,9,87,11,7,71,7,69,6,5,22,2,24,3,81,70,19,3,23,3,89,4,21,11,79,14,25,5,23,2,80,3,22,12,76,14,7,2,79,2,89,9,79,12,7,2,6,11,23,3,22,3,6,69,6,13,6,3,6,2,78,65,6,11,6,85,6,70,7,4,6,13,5,71,6,11,21,3,23,14,7,11,25,5,25,9,23,69,5,67,6,3,80,14,22,13,23,88,4,2.0
5,82,4,7,2,75,79,80,7,77,12,76,11,75,13,3,90,4,86,8,81,78,9,3,9,83,7,5,82,6,76,14,76,12,80,10,85,6,84,6,2,8,3,84,6,81,3,87,4,10,79,8,78,7,5,12,2,14,3,86,77,10,2,14,3,89,2,12,4,84,8,14,5,13,2,86,2,13,6,82,8,9,2,85,2,89,4,84,7,10,2,9,6,13,2,13,3,8,76,7,6,7,3,8,2,82,75,8,6,8,80,7,79,7,3,8,8,6,77,8,3,12,3,13,8,8,4,15,5,14,4,13,79,6,77,7,3,85,8,12,8,13,85,5,1.0
5,88,4,5,2,75,86,80,5,79,12,79,11,75,13,3,90,4,89,6,87,78,7,3,6,87,6,4,86,6,77,15,77,12,85,10,88,5,87,5,4,6,3,86,3,86,3,87,4,7,80,6,79,6,5,12,2,14,3,89,79,10,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,7,2,87,2,89,3,87,4,7,2,6,3,13,3,13,3,6,79,6,5,6,3,6,2,87,75,6,3,6,85,6,80,6,4,6,5,5,79,6,4,12,3,13,6,6,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,88,4,2.0
5,76,4,7,2,76,74,81,7,80,11,79,11,77,13,2,90,3,77,15,74,79,8,3,8,85,8,6,84,7,78,13,78,12,83,10,86,7,85,7,4,8,14,76,15,75,12,87,14,9,81,8,80,8,5,11,3,13,3,78,80,10,3,13,2,89,4,11,13,75,15,13,5,13,3,78,4,13,15,74,16,8,3,77,2,89,12,75,16,8,3,8,15,13,3,13,4,8,79,8,16,8,3,8,3,76,77,8,15,8,83,8,81,8,4,8,16,7,80,8,14,12,2,13,16,8,13,14,5,13,12,13,80,7,78,8,2,77,15,11,15,13,86,6,1.0
5,85,4,6,2,75,82,80,6,79,12,78,12,76,13,3,90,4,87,8,84,78,8,3,7,86,7,5,85,6,77,15,77,13,84,11,87,6,86,6,4,7,4,84,5,83,3,87,5,8,80,7,79,7,5,12,3,14,3,87,79,11,3,14,3,89,4,12,5,85,8,15,5,13,2,86,3,13,6,82,8,8,2,85,2,89,3,85,6,8,3,7,6,13,3,13,3,7,78,7,7,7,3,7,2,84,76,7,6,7,84,7,80,7,4,7,7,6,79,7,5,13,3,13,8,7,5,15,5,15,3,13,79,6,77,7,3,86,8,12,8,13,87,5,1.0
4,76,3,6,1,75,74,80,6,78,12,76,12,75,14,2,91,3,78,15,75,78,8,2,8,84,7,5,83,6,77,14,76,13,81,10,86,6,85,6,2,8,14,76,15,75,12,88,14,9,80,8,78,7,4,12,2,14,2,78,78,10,2,14,2,90,2,12,13,76,15,14,4,14,2,78,2,14,15,74,16,8,2,77,1,90,12,76,16,8,2,8,15,14,2,14,3,8,77,8,15,8,2,8,2,76,75,8,15,8,82,7,79,7,3,7,16,6,78,7,14,13,2,14,16,8,13,15,4,14,12,14,79,6,77,7,2,77,15,12,15,14,86,5,1.0
4,88,4,3,2,60,86,69,3,68,19,69,20,62,23,3,90,4,89,5,87,64,5,3,4,89,4,2,88,4,63,24,64,24,87,17,90,3,89,3,4,4,3,86,3,86,3,87,4,5,69,4,69,4,5,20,3,24,3,89,68,18,3,25,3,89,4,20,4,87,5,24,4,24,2,88,3,24,4,86,5,5,2,87,2,89,3,87,4,5,3,4,4,23,3,24,3,4,69,4,5,4,3,4,2,87,62,4,4,4,87,4,69,4,4,4,5,3,68,4,4,24,3,24,6,4,4,24,4,25,3,23,69,3,64,4,3,88,6,19,5,23,90,2,2.0
3,87,3,4,1,63,85,71,4,68,18,69,18,63,21,2,91,3,88,6,86,67,7,2,6,86,4,2,85,4,65,22,66,21,83,15,88,3,87,3,2,5,4,86,4,86,4,88,5,7,70,5,70,4,4,19,2,22,2,88,68,15,2,23,3,90,2,19,5,87,6,22,3,22,2,87,2,22,5,85,6,7,2,87,2,90,4,87,5,7,2,6,4,22,2,23,3,5,69,4,4,5,3,6,2,86,63,5,4,6,83,4,70,4,3,5,6,4,68,5,4,22,3,23,7,5,5,22,3,23,4,22,71,3,67,4,3,88,7,18,6,21,88,2,2.0
4,78,3,7,1,75,76,80,7,79,12,78,12,76,13,2,91,3,80,13,77,78,8,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,11,79,12,78,10,88,12,9,80,8,79,8,4,12,2,14,2,80,79,11,2,14,2,90,3,12,11,78,13,14,4,13,2,80,3,13,12,76,14,8,2,80,2,90,10,79,13,8,2,8,13,14,3,14,3,8,78,8,14,8,3,8,2,78,76,8,13,8,83,8,80,8,3,8,14,7,79,8,12,13,2,14,14,8,11,15,4,14,10,14,79,7,77,8,2,80,13,12,13,13,86,6,1.0
4,78,3,3,1,72,76,79,3,76,12,76,11,72,14,2,91,3,80,13,77,76,5,2,5,87,3,1,86,3,74,15,74,13,84,9,89,2,88,2,1,4,11,78,12,77,10,88,12,6,78,4,77,3,4,12,1,15,2,80,76,9,1,15,3,90,1,12,11,79,13,15,4,14,1,80,1,14,12,76,14,5,1,79,1,90,10,78,13,5,1,5,12,14,1,14,2,4,76,3,12,3,2,4,1,78,72,4,12,4,84,3,78,3,2,4,14,2,76,4,11,13,3,14,14,4,11,16,4,15,10,14,78,2,75,3,3,79,13,12,13,14,89,1,1.0
5,85,4,6,2,78,82,83,6,80,9,79,9,78,10,3,90,4,87,8,84,81,9,3,8,84,7,5,83,6,79,12,79,10,81,8,86,6,85,6,3,7,4,85,5,84,4,87,5,9,82,7,81,7,5,9,3,11,3,87,80,8,3,11,3,89,3,9,5,85,8,12,5,10,3,86,3,10,6,83,8,9,3,86,3,89,4,86,6,9,3,8,5,11,3,11,4,7,80,7,6,7,4,8,3,84,79,7,6,8,82,7,82,7,4,7,7,6,81,7,4,10,3,11,8,7,5,12,5,12,4,11,82,6,80,7,3,87,8,9,8,10,86,5,2.0
4,88,3,6,1,77,86,82,6,79,10,78,10,77,11,2,91,3,89,6,87,80,9,2,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,2,7,3,87,3,87,3,88,4,9,81,7,80,7,4,10,2,12,2,89,79,9,2,12,2,90,2,10,4,87,6,13,4,11,2,88,2,11,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,12,2,12,3,7,79,7,4,7,3,8,2,87,78,7,4,8,82,7,81,7,3,7,5,6,80,7,3,11,2,12,6,7,4,13,4,13,3,12,81,6,79,7,2,89,6,10,6,11,86,5,2.0
4,88,3,6,1,77,86,82,6,79,10,78,10,77,12,2,91,3,89,6,87,80,9,2,8,84,7,5,83,6,78,13,78,11,81,9,86,6,85,6,2,7,4,86,4,86,3,88,4,9,81,7,80,7,4,10,2,12,2,89,79,9,2,12,3,90,2,10,4,88,6,13,4,12,2,88,2,12,5,86,6,9,2,87,1,90,3,87,5,9,2,8,4,12,2,12,3,8,79,7,4,7,2,8,2,87,78,8,4,8,82,7,81,7,3,7,5,6,80,7,4,11,3,12,6,7,4,13,4,13,3,12,81,6,79,7,3,88,6,10,6,12,86,5,2.0
3,89,3,4,1,75,87,81,4,79,10,79,10,76,12,2,91,3,90,4,88,78,7,2,6,86,5,3,85,5,77,13,77,12,83,8,88,4,87,4,2,6,3,87,3,87,2,88,3,7,81,6,80,5,4,10,2,12,2,90,79,8,2,13,2,90,2,10,3,88,4,13,4,13,2,89,2,13,4,87,4,7,2,88,1,90,2,88,4,7,2,6,3,12,2,13,3,6,80,6,3,6,2,6,2,88,76,6,3,6,84,5,80,5,3,5,4,4,79,5,3,12,2,13,5,6,3,13,3,13,2,12,81,4,78,5,2,89,5,10,5,12,88,3,2.0
4,86,3,3,1,72,84,79,3,77,12,76,12,72,15,2,91,3,88,5,85,76,5,2,5,87,4,2,86,4,75,15,74,14,84,9,89,3,88,3,2,5,4,86,5,85,2,88,4,6,79,5,77,4,4,12,2,15,2,88,77,9,2,15,2,90,2,12,3,86,5,15,4,15,2,88,2,15,5,84,6,5,2,87,1,90,2,86,6,5,2,5,5,15,2,15,3,5,77,5,5,5,2,5,2,86,72,5,5,5,85,4,78,4,3,4,6,3,77,4,4,14,2,15,6,5,3,16,4,15,2,15,78,3,75,4,2,87,5,12,5,15,89,2,2.0
5,88,4,6,2,76,86,81,6,78,11,78,11,76,12,3,90,4,89,6,87,79,9,3,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,3,7,3,86,3,86,3,87,4,9,80,7,79,7,5,11,2,13,3,89,78,10,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,9,2,87,2,89,3,87,4,9,3,8,3,12,2,12,3,7,79,7,4,7,3,7,2,87,77,7,4,7,82,7,80,7,3,7,5,6,79,7,3,12,3,12,6,7,4,14,5,14,3,12,80,6,78,7,3,88,6,11,6,12,86,5,2.0
5,88,4,5,2,75,86,80,5,79,12,78,12,76,14,3,90,4,89,6,87,78,7,3,6,87,6,4,86,5,77,15,77,14,85,11,88,5,87,5,4,6,4,86,5,86,3,87,4,7,80,6,79,6,5,12,4,14,3,89,79,11,3,14,3,89,4,12,4,87,6,15,5,14,3,88,4,14,5,86,6,7,3,87,2,89,3,87,5,7,4,6,5,14,3,14,4,6,78,6,5,6,3,6,4,87,76,6,5,6,85,6,80,6,4,6,5,5,79,6,4,14,3,14,6,6,4,15,5,15,3,14,79,5,77,6,3,88,6,12,6,14,88,4,1.0
3,86,3,6,1,75,83,81,6,78,10,78,10,76,11,2,91,3,88,6,85,78,9,2,8,84,7,5,83,6,76,13,77,12,81,9,86,6,85,6,2,7,3,86,4,85,3,88,4,9,80,7,80,7,4,10,2,12,2,88,78,9,2,13,2,90,2,10,4,86,6,13,4,12,2,87,2,12,5,84,6,9,2,87,2,90,3,87,5,9,2,8,4,12,2,13,3,7,79,7,5,7,3,8,2,85,77,7,5,8,82,7,80,7,3,7,6,6,79,7,3,12,2,13,7,7,4,13,3,13,3,12,81,6,78,7,2,88,7,10,7,11,86,5,2.0
