@relation 'Sax dominant'

@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMfed numeric
@attribute o1atLfed numeric
@attribute o1atMeee numeric
@attribute o1atLeee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMggg numeric
@attribute o1atLggg numeric
@attribute o1atMhgf numeric
@attribute o1atLhgf numeric
@attribute o1atMfgg numeric
@attribute o1atLfgg numeric
@attribute o1atMggf numeric
@attribute o1atLggf numeric
@attribute o1atMfee numeric
@attribute o1atLfee numeric
@attribute o1atMdeg numeric
@attribute o1atLdeg numeric
@attribute o1atMegh numeric
@attribute o1atLegh numeric
@attribute o1atMeef numeric
@attribute o1atLeef numeric
@attribute o1atMhij numeric
@attribute o1atLhij numeric
@attribute o1atMjih numeric
@attribute o1atLjih numeric
@attribute o1atLkkk numeric
@attribute o1atMjkk numeric
@attribute o1atLjkk numeric
@attribute o1atMkkj numeric
@attribute o1atLkkj numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMeff numeric
@attribute o1atLeff numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMffg numeric
@attribute o1atLffg numeric
@attribute o1atMfff numeric
@attribute o1atLfff numeric
@attribute o1atMgfe numeric
@attribute o1atLgfe numeric
@attribute o1atMijj numeric
@attribute o1atLijj numeric
@attribute o1atMjji numeric
@attribute o1atLjji numeric
@attribute o1atMghi numeric
@attribute o1atLghi numeric
@attribute o1atMihg numeric
@attribute o1atLihg numeric
@attribute o1atMjjk numeric
@attribute o1atLjjk numeric
@attribute o1atMkjj numeric
@attribute o1atLkjj numeric
@attribute o1atMjjj numeric
@attribute o1atLjjj numeric
@attribute o1atMceg numeric
@attribute o1atLceg numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMegj numeric
@attribute o1atLegj numeric
@attribute o1atMiih numeric
@attribute o1atLiih numeric
@attribute o1atMhgg numeric
@attribute o1atLhgg numeric
@attribute o1atMggh numeric
@attribute o1atLggh numeric
@attribute o1atMjii numeric
@attribute o1atLjii numeric
@attribute o1atMhhg numeric
@attribute o1atLhhg numeric
@attribute o1atMgff numeric
@attribute o1atLgff numeric
@attribute o1atMghh numeric
@attribute o1atLghh numeric
@attribute o1atMihh numeric
@attribute o1atLihh numeric
@attribute o1atMgjk numeric
@attribute o1atLgjk numeric
@attribute o1atMhhh numeric
@attribute o1atLhhh numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdef numeric
@attribute o1atLdef numeric
@attribute o1atMgii numeric
@attribute o1atLgii numeric
@attribute o1atMiii numeric
@attribute o1atLiii numeric
@attribute o1atMfgi numeric
@attribute o1atLfgi numeric
@attribute o1atMiij numeric
@attribute o1atLiij numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMffe numeric
@attribute o1atLffe numeric
@attribute o1atMefg numeric
@attribute o1atLefg numeric
@attribute o1atMijk numeric
@attribute o1atLijk numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMceh numeric
@attribute o1atLceh numeric
@attribute o1atMhkk numeric
@attribute o1atLhkk numeric
@attribute o1atMehk numeric
@attribute o1atLehk numeric
@attribute o1atMdgi numeric
@attribute o1atLdgi numeric
@attribute o1atMgik numeric
@attribute o1atLgik numeric
@attribute o1atMikk numeric
@attribute o1atLikk numeric
@attribute o1atMcdg numeric
@attribute o1atLcdg numeric
@attribute o1atMhgh numeric
@attribute o1atLhgh numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbdg numeric
@attribute o1atLbdg numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMghg numeric
@attribute o1atLghg numeric
@attribute o1atMgij numeric
@attribute o1atLgij numeric
@attribute o1atMcdf numeric
@attribute o1atLcdf numeric
@attribute o1atMdfg numeric
@attribute o1atLdfg numeric
@attribute o1atMfef numeric
@attribute o1atLfef numeric
@attribute o1atMefe numeric
@attribute o1atLefe numeric
@attribute o1atMegi numeric
@attribute o1atLegi numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcei numeric
@attribute o1atLcei numeric
@attribute o1atMeik numeric
@attribute o1atLeik numeric
@attribute o1atMehj numeric
@attribute o1atLehj numeric
@attribute o1atMhjk numeric
@attribute o1atLhjk numeric
@attribute o1atMghj numeric
@attribute o1atLghj numeric
@attribute o1atMdgj numeric
@attribute o1atLdgj numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdh numeric
@attribute o1atLbdh numeric
@attribute o1atMdhj numeric
@attribute o1atLdhj numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdhk numeric
@attribute o1atLdhk numeric
@attribute o1atMdeh numeric
@attribute o1atLdeh numeric
@attribute o1atMfgf numeric
@attribute o1atLfgf numeric
@attribute o1atMdfh numeric
@attribute o1atLdfh numeric
@attribute o1atMfhk numeric
@attribute o1atLfhk numeric
@attribute o1atMgfg numeric
@attribute o1atLgfg numeric
@attribute o1atMihi numeric
@attribute o1atLihi numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMfik numeric
@attribute o1atLfik numeric
@attribute o1atMdfi numeric
@attribute o1atLdfi numeric
@attribute o1atMfgh numeric
@attribute o1atLfgh numeric
@attribute o1atMhjj numeric
@attribute o1atLhjj numeric
@attribute o1atMefh numeric
@attribute o1atLefh numeric
@attribute o1atMfhj numeric
@attribute o1atLfhj numeric
@attribute o1atMhhi numeric
@attribute o1atLhhi numeric
@attribute o1atMbdf numeric
@attribute o1atLbdf numeric
@attribute o1atMhii numeric
@attribute o1atLhii numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMgge numeric
@attribute o1atLgge numeric
@attribute o1atMgee numeric
@attribute o1atLgee numeric
@attribute o1atMcef numeric
@attribute o1atLcef numeric
@attribute o1atMfhi numeric
@attribute o1atLfhi numeric
@attribute o1atMfhh numeric
@attribute o1atLfhh numeric
@attribute o1atMbcf numeric
@attribute o1atLbcf numeric
@attribute o1atMcfi numeric
@attribute o1atLcfi numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMfij numeric
@attribute o1atLfij numeric
@attribute o1atMfjk numeric
@attribute o1atLfjk numeric
@attribute o1atMcfj numeric
@attribute o1atLcfj numeric
@attribute o1atMcfh numeric
@attribute o1atLcfh numeric
@attribute o1atMgfd numeric
@attribute o1atLgfd numeric
@attribute o1atMfdd numeric
@attribute o1atLfdd numeric
@attribute o1atMbcg numeric
@attribute o1atLbcg numeric
@attribute o1atMcgj numeric
@attribute o1atLcgj numeric
@attribute o1atMcdh numeric
@attribute o1atLcdh numeric
@attribute o1atMddf numeric
@attribute o1atLddf numeric
@attribute o1atMdfj numeric
@attribute o1atLdfj numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMkji numeric
@attribute o1atLkji numeric
@attribute o1atMeeg numeric
@attribute o1atLeeg numeric
@attribute o1atMjkj numeric
@attribute o1atLjkj numeric
@attribute o1atMkjk numeric
@attribute o1atLkjk numeric
@attribute o1atMhih numeric
@attribute o1atLhih numeric
@attribute o1atMffh numeric
@attribute o1atLffh numeric
@attribute o1atMjig numeric
@attribute o1atLjig numeric
@attribute o1atMigf numeric
@attribute o1atLigf numeric
@attribute o1atMefi numeric
@attribute o1atLefi numeric
@attribute o1atMfdc numeric
@attribute o1atLfdc numeric
@attribute o1atMhge numeric
@attribute o1atLhge numeric
@attribute o1atMggi numeric
@attribute o1atLggi numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMhik numeric
@attribute o1atLhik numeric
@attribute o1atMiig numeric
@attribute o1atLiig numeric
@attribute o1atMfeg numeric
@attribute o1atLfeg numeric
@attribute o1atMegg numeric
@attribute o1atLegg numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMfec numeric
@attribute o1atLfec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMacf numeric
@attribute o1atLacf numeric
@attribute o1atMiji numeric
@attribute o1atLiji numeric
@attribute o1atMehi numeric
@attribute o1atLehi numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMged numeric
@attribute o1atLged numeric
@attribute o1atMjij numeric
@attribute o1atLjij numeric
@attribute o1atMihf numeric
@attribute o1atLihf numeric
@attribute o1atMhfe numeric
@attribute o1atLhfe numeric
@attribute o1atMdgh numeric
@attribute o1atLdgh numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
25,85,6,65,7,86,6,86,52,29,62,36,52,38,27,65,26,64,52,38,67,25,67,25,66,25,66,26,63,29,53,26,64,25,63,29,70,19,71,20,15,77,15,77,16,29,63,6,87,6,87,27,63,5,94,63,28,49,41,49,40,46,61,28,41,29,41,7,85,66,25,65,27,64,27,72,19,74,19,68,22,69,23,76,15,76,17,75,18,29,27,7,42,65,20,71,22,68,24,67,24,73,20,69,24,66,27,67,24,70,23,69,16,69,23,0,0,94,0,94,52,29,68,22,72,21,67,22,72,19,0,94,0,87,64,28,64,26,73,16,27,41,52,36,29,25,71,16,65,17,53,23,69,17,74,16,28,27,68,23,0,94,7,27,6,65,67,25,68,20,28,30,53,26,64,27,62,29,65,23,28,61,29,23,65,17,65,20,71,16,68,20,53,20,0,65,7,25,53,20,47,41,53,17,53,25,65,26,53,25,67,17,67,25,71,21,7,65,0,94,67,17,53,23,66,24,70,19,64,25,67,20,70,21,7,30,70,21,5,87,64,26,63,27,28,30,67,22,66,24,7,30,29,23,25,65,67,20,67,16,29,20,29,25,52,27,49,29,7,27,29,20,28,25,49,29,53,20,0,42,0,87,74,17,64,26,75,16,77,15,69,22,66,24,69,20,67,23,64,23,29,29,64,25,68,22,7,41,71,16,69,22,65,25,64,26,0,87,29,29,7,41,0,30,72,20,65,22,0,94,52,27,73,18,67,23,64,25,53,25,7.0
31,71,21,61,21,72,21,72,40,45,43,50,40,52,32,61,32,61,39,52,55,35,54,34,53,36,52,37,45,45,40,40,48,34,45,46,63,24,63,25,3,89,4,89,4,33,60,20,73,20,73,33,60,19,83,46,44,38,54,38,54,36,59,33,54,33,54,21,71,52,37,50,41,47,39,68,23,69,23,59,30,59,31,88,4,88,5,87,21,33,40,21,54,49,25,62,29,57,32,57,33,67,24,57,32,52,38,57,32,61,29,60,5,59,30,7,8,85,8,85,39,47,59,29,65,27,55,30,67,24,9,84,9,73,46,43,47,39,69,5,32,54,40,50,33,35,63,4,49,5,40,31,60,5,69,4,33,40,59,30,9,84,21,40,20,61,55,34,60,25,33,47,40,39,47,41,43,46,49,31,33,59,33,31,49,5,49,25,63,5,59,25,40,25,9,61,21,35,40,25,36,54,40,5,40,35,50,38,40,35,55,5,54,35,63,27,21,61,9,83,55,5,40,31,54,33,63,23,48,35,55,25,61,28,21,47,62,28,19,73,47,37,45,39,33,47,55,30,54,32,21,47,33,31,31,61,55,25,55,5,33,25,33,35,40,39,38,45,21,40,33,25,33,35,38,47,40,25,9,54,8,73,69,5,46,39,87,5,89,3,59,30,53,33,59,25,54,31,48,31,33,45,47,34,58,30,21,54,63,5,59,29,48,37,47,37,9,73,33,45,21,54,9,47,65,25,49,30,7,85,40,39,69,21,54,31,47,34,40,34,1.0
25,87,5,65,5,88,4,88,51,37,52,41,51,42,27,65,27,64,49,42,70,22,69,22,68,23,69,23,53,37,50,25,56,21,53,36,73,16,74,17,11,81,11,81,12,29,63,4,89,4,89,28,63,3,94,55,34,50,43,49,42,49,61,28,43,29,43,5,87,68,23,67,32,56,24,75,16,77,16,71,18,72,20,80,11,80,13,79,15,29,25,5,43,57,17,74,19,71,22,70,20,76,17,72,21,68,24,70,20,73,20,72,12,72,20,0,0,94,0,94,50,37,71,18,75,18,69,19,75,16,0,94,0,89,56,34,56,24,76,12,27,43,50,41,29,22,74,12,57,13,51,19,72,12,77,12,29,25,71,20,0,94,5,25,4,65,70,21,71,16,29,38,50,25,56,34,53,37,57,19,29,61,29,20,57,13,57,17,74,12,71,16,51,17,0,65,5,22,51,17,49,43,51,13,50,22,67,24,50,22,69,13,69,22,74,18,5,65,0,94,70,13,51,20,68,21,73,16,56,21,69,17,73,18,5,38,73,18,3,89,56,23,53,24,29,37,69,19,68,21,5,38,29,20,25,65,69,17,70,12,29,17,29,22,51,24,50,37,5,25,29,17,29,22,50,37,51,17,0,43,0,89,77,13,53,24,79,12,81,11,72,19,68,21,72,17,69,20,57,19,29,37,56,22,71,18,5,43,74,12,72,19,56,23,56,23,0,89,29,37,5,43,0,38,75,17,57,19,0,94,51,24,76,15,69,20,56,22,50,21,4.0
24,83,8,66,9,84,8,84,36,44,44,54,35,56,26,66,25,65,35,55,69,24,65,22,65,25,65,25,46,43,35,28,49,22,46,45,73,15,75,16,11,81,11,81,12,28,64,8,85,8,84,26,64,7,86,48,43,34,58,34,56,32,62,27,57,28,58,9,83,63,27,61,40,48,27,76,14,78,15,71,18,71,19,80,11,80,13,79,14,27,29,9,58,49,16,75,18,70,22,71,21,77,16,71,21,63,26,71,20,74,19,72,12,73,20,4,5,88,5,88,35,45,71,18,76,17,66,18,76,14,6,87,6,85,47,42,48,28,77,11,26,57,36,54,28,23,75,12,50,13,36,19,72,12,78,11,27,29,72,20,5,87,9,29,8,66,69,21,71,15,27,46,35,28,48,40,44,45,49,19,27,62,28,19,50,12,49,16,74,12,71,15,36,16,6,66,9,23,36,16,32,57,36,13,36,22,62,27,36,22,67,12,65,24,74,17,9,66,6,86,67,12,36,19,66,21,73,15,49,22,66,15,73,18,9,46,73,18,7,85,48,25,46,27,27,46,66,18,66,20,9,46,28,19,24,66,66,15,67,12,28,16,28,22,36,27,34,44,9,29,28,16,27,23,34,45,36,16,6,58,5,85,78,13,46,28,79,12,81,11,73,19,64,21,71,16,65,19,49,19,28,44,48,22,71,18,9,57,74,12,71,18,48,27,48,26,6,85,28,44,9,58,6,46,76,15,49,19,4,88,36,27,77,14,65,19,48,22,36,22,5.0
12,84,7,77,8,85,6,85,57,30,62,35,57,37,14,78,14,76,53,36,67,26,66,25,65,26,66,27,63,30,54,27,63,24,62,28,71,16,72,18,10,82,11,82,11,16,76,7,86,6,86,15,75,6,89,62,28,55,39,53,36,53,74,15,36,16,39,7,84,65,26,64,28,64,28,75,16,76,17,67,21,69,22,81,11,81,12,80,16,16,27,7,37,64,17,72,21,68,25,67,24,75,18,69,24,65,28,67,24,71,22,69,12,70,23,1,2,91,2,91,53,29,67,21,74,20,65,21,75,16,3,90,3,86,64,29,63,26,76,11,14,36,55,35,16,25,72,11,64,12,54,22,68,12,76,11,16,27,68,23,3,90,8,28,7,78,67,25,68,17,15,29,54,27,63,28,62,29,63,21,16,74,16,22,64,12,64,17,72,11,68,17,55,18,3,78,8,25,55,17,53,38,55,12,54,25,64,27,54,25,66,12,66,26,71,20,8,78,3,89,66,12,54,22,65,24,71,16,63,24,66,17,70,20,7,30,70,20,6,86,64,27,63,28,15,29,65,21,65,24,7,30,16,22,12,77,66,17,66,12,16,18,16,25,57,28,55,30,7,28,16,18,16,25,53,29,54,18,3,37,2,86,76,12,63,26,80,12,82,10,70,21,65,24,69,18,66,22,63,21,16,30,64,25,67,21,7,37,71,11,69,21,64,26,63,26,3,86,16,30,8,39,3,30,74,17,63,21,1,91,57,28,76,16,66,22,64,25,54,25,6.0
30,83,8,60,9,84,8,84,47,43,49,45,47,46,32,60,31,59,46,45,71,28,62,20,61,29,62,30,50,43,47,31,50,19,49,42,78,11,78,13,8,84,9,84,9,34,58,8,85,8,85,32,58,7,94,49,42,46,47,46,45,45,56,33,46,34,47,9,83,60,30,58,41,51,32,80,11,81,12,72,14,75,15,83,9,83,10,82,11,34,32,9,47,51,13,78,14,73,20,71,18,80,13,74,18,60,32,71,17,77,14,74,10,76,16,0,0,94,0,94,46,42,72,14,79,13,61,15,80,11,0,94,0,85,51,42,50,31,81,9,32,46,47,45,34,19,79,9,51,10,47,16,73,10,81,9,33,32,73,16,0,94,9,32,8,60,71,19,73,12,33,43,47,31,50,41,49,43,50,16,33,56,34,16,51,10,51,12,79,9,73,12,47,13,0,60,9,19,47,12,45,46,47,10,47,19,58,31,47,19,62,10,62,28,78,13,9,60,0,94,62,10,47,16,61,18,78,11,50,19,62,12,77,13,9,43,77,13,7,85,51,30,50,32,33,43,61,14,61,17,9,43,34,16,30,60,62,12,62,10,34,13,34,19,47,32,46,43,9,32,34,13,33,19,46,42,47,13,0,47,0,85,81,10,50,31,82,10,84,8,76,14,60,18,75,13,62,15,50,16,34,43,51,20,72,15,9,46,78,9,75,14,51,30,50,30,0,85,34,43,9,47,0,43,79,12,50,14,0,94,47,32,81,11,62,15,51,20,47,19,4.0
26,80,11,64,12,81,11,81,46,45,47,46,46,47,28,64,27,63,44,46,55,40,51,35,50,41,51,41,48,45,45,42,48,34,48,43,69,16,70,17,10,82,10,82,11,30,62,11,82,11,81,28,62,10,83,48,43,45,48,44,46,44,60,28,47,30,48,12,80,50,42,50,43,49,42,75,16,77,16,58,22,59,24,81,10,81,12,80,15,29,43,11,48,49,17,70,23,57,35,56,33,76,17,59,33,50,42,57,32,69,24,59,11,68,31,7,8,85,8,85,45,43,58,22,75,22,51,23,75,16,9,84,9,82,49,44,48,42,76,11,27,47,45,46,29,35,70,11,49,12,46,23,59,11,77,11,29,43,58,31,8,84,12,43,11,64,55,34,58,16,29,44,45,42,49,43,47,44,49,23,29,60,29,24,49,12,49,17,70,11,58,16,46,17,9,64,12,35,46,17,44,47,46,12,45,34,50,42,45,34,51,12,51,41,70,22,12,64,9,83,52,12,46,23,50,34,69,16,48,34,51,17,69,22,12,44,69,22,10,82,49,41,48,42,29,44,51,23,50,33,12,45,30,24,26,64,51,17,52,11,30,17,29,35,46,42,45,45,12,43,30,17,29,35,45,43,46,17,9,48,8,82,77,12,48,42,80,11,82,10,68,23,50,34,59,17,51,24,49,23,30,45,49,35,57,22,11,47,70,11,59,23,49,42,48,41,9,82,30,45,12,48,9,45,75,17,49,23,7,85,46,42,76,15,51,24,49,35,45,34,5.0
23,81,11,67,11,82,10,82,49,36,54,39,48,41,25,67,25,66,48,42,65,31,59,26,60,32,59,32,55,35,50,34,57,26,55,35,69,21,69,22,15,77,16,77,16,27,65,10,83,10,82,25,65,9,85,56,35,47,43,47,43,45,63,26,45,27,43,11,81,59,33,57,34,56,33,71,21,72,21,67,24,67,25,76,16,76,17,75,20,27,34,11,45,58,22,69,24,66,26,66,26,71,22,66,25,58,32,66,25,68,24,68,17,67,24,5,6,87,6,87,49,37,67,24,70,23,61,24,71,21,7,86,7,83,55,35,57,33,72,17,25,45,49,39,27,27,69,16,58,17,51,25,68,17,72,16,27,35,67,24,6,86,11,35,10,67,65,26,68,22,26,38,50,34,56,34,54,36,58,24,27,63,27,25,58,17,58,22,69,17,67,22,51,22,7,67,11,27,51,22,45,44,51,17,50,27,57,33,50,27,61,17,60,31,69,23,11,67,7,85,61,17,50,25,60,26,69,21,57,26,61,22,68,23,11,38,68,23,9,83,56,32,55,33,26,37,61,24,60,25,11,38,27,25,23,67,61,22,61,17,27,22,27,27,49,33,47,36,11,35,27,22,27,27,47,37,50,22,7,45,6,83,72,17,56,33,75,17,77,15,67,24,59,26,67,22,59,25,57,24,27,36,56,26,67,24,11,45,69,17,67,24,57,33,57,32,7,83,27,36,11,43,7,38,70,22,58,24,5,87,49,33,72,20,59,25,56,26,50,27,4.0
17,85,7,73,7,86,6,86,42,24,65,46,41,49,19,73,19,72,40,49,73,20,72,19,71,20,72,21,67,23,41,21,69,18,67,23,75,15,76,16,12,80,12,80,13,21,71,6,87,6,87,20,71,5,90,68,21,39,52,38,51,36,69,20,52,21,52,7,85,71,20,70,21,69,22,76,15,78,15,74,17,75,18,79,12,79,14,78,14,21,21,7,52,70,16,75,17,74,19,73,18,77,15,74,18,71,21,73,18,75,17,75,13,74,17,0,1,92,1,92,40,24,74,17,76,16,72,17,76,15,2,91,2,87,68,22,69,20,77,13,19,52,41,46,21,19,76,13,70,14,42,18,75,14,78,13,21,22,74,17,2,91,7,22,6,73,73,19,74,16,20,25,41,21,69,21,66,23,70,17,21,69,21,18,70,14,70,16,76,13,74,16,42,16,2,73,7,19,42,16,36,52,42,14,41,19,70,21,41,19,72,14,72,20,76,16,7,73,2,90,72,14,41,18,71,18,75,15,69,18,72,16,75,16,7,25,75,16,5,87,69,21,67,22,20,24,72,17,71,18,7,25,21,18,17,73,72,16,72,13,21,16,21,19,42,22,39,24,7,22,21,16,21,19,38,24,41,16,2,52,1,87,78,14,68,20,78,13,80,12,74,17,71,18,75,16,72,18,69,17,21,24,69,19,74,17,7,52,76,13,75,17,70,20,69,20,2,87,21,24,7,52,2,25,76,16,70,17,0,92,42,22,77,14,72,18,69,19,41,19,3.0
26,86,6,64,6,87,5,87,60,31,61,31,59,32,28,62,29,63,60,32,64,28,64,28,63,28,63,29,62,30,61,30,63,28,61,30,69,22,69,22,15,77,16,77,16,30,60,5,88,5,88,31,61,4,94,61,30,59,33,60,33,58,58,32,34,30,33,6,86,63,28,62,29,63,30,71,21,72,21,66,25,66,25,76,16,76,17,75,20,32,30,6,34,63,22,69,24,65,27,65,27,71,22,66,27,63,29,65,27,68,25,66,17,67,26,0,0,94,0,94,60,31,66,24,70,23,64,25,71,21,0,94,0,88,62,30,62,29,72,17,29,34,61,31,32,28,69,16,63,17,61,25,66,17,72,16,32,30,66,26,0,94,6,30,5,64,64,28,66,22,32,31,61,29,62,29,61,31,63,25,31,58,32,25,63,17,63,22,69,17,66,22,61,22,0,64,6,28,61,22,58,33,61,17,61,28,62,29,61,28,64,17,64,28,69,23,6,62,0,94,64,17,61,25,64,27,69,21,62,28,64,22,68,24,6,31,68,24,4,88,63,29,62,30,32,31,64,25,64,27,6,31,32,25,26,63,64,22,64,17,32,22,32,28,60,30,59,31,6,30,32,22,32,28,60,31,61,22,0,34,0,88,72,17,62,29,75,17,77,15,67,25,63,27,66,22,64,25,62,25,30,31,63,28,65,25,6,34,69,17,66,24,63,28,62,29,0,88,30,31,6,33,0,31,70,22,63,25,0,94,60,30,72,20,64,25,63,28,61,28,1.0
21,83,8,68,9,84,7,84,42,31,59,46,42,49,23,69,23,67,40,49,70,21,69,21,69,23,68,22,61,31,41,25,62,21,61,29,73,16,74,17,13,79,13,79,14,25,67,8,85,7,85,24,66,7,88,62,28,39,52,38,51,36,65,24,51,25,52,8,83,68,24,67,27,63,23,75,16,77,16,72,18,72,20,78,13,78,15,77,15,25,25,8,52,63,17,74,19,71,20,71,20,76,17,71,20,68,22,71,19,73,19,73,14,72,19,2,3,90,3,90,41,30,72,18,75,18,70,19,75,16,4,89,4,85,62,29,62,24,76,14,23,51,41,46,25,22,74,14,63,15,42,19,73,14,77,14,25,25,72,19,4,89,9,25,8,69,70,20,72,16,25,30,41,25,63,27,59,30,63,19,25,65,25,20,63,15,63,17,74,14,72,16,42,17,4,69,9,22,42,17,36,52,42,15,41,22,67,24,41,22,70,15,69,21,74,18,9,69,4,88,71,15,42,20,69,21,73,16,62,21,70,17,73,18,9,31,73,18,7,85,63,22,61,23,25,30,70,19,69,20,8,31,25,20,21,68,70,17,71,14,25,17,25,22,42,23,39,31,8,25,25,17,25,22,39,30,42,17,4,52,3,85,77,15,61,24,77,14,79,13,72,19,68,21,72,17,69,20,63,19,25,31,63,21,72,18,8,52,74,14,72,19,63,24,62,23,4,85,25,31,9,52,4,31,75,17,63,19,2,90,42,23,76,15,69,20,63,21,41,21,2.0
23,78,12,67,12,80,11,80,36,32,58,54,35,56,25,67,25,66,35,56,72,22,68,20,69,23,67,23,60,31,36,26,61,20,59,31,74,15,75,17,12,80,13,80,13,27,65,10,82,10,82,26,65,8,94,60,30,34,58,34,57,32,63,27,58,27,58,12,78,68,24,66,28,62,24,76,15,77,16,72,18,74,19,79,13,79,14,78,15,27,26,12,58,62,17,75,18,73,19,72,19,76,17,73,19,67,24,72,19,74,18,74,14,73,18,0,0,94,0,94,35,32,72,18,75,17,69,18,76,15,0,94,0,82,62,30,61,25,77,13,25,58,36,54,27,20,75,13,62,14,36,19,73,14,77,13,27,26,73,18,0,94,12,26,10,67,72,20,73,16,27,32,36,25,61,28,58,32,61,19,27,63,27,19,62,14,62,16,75,13,73,16,36,17,0,67,12,20,36,16,32,58,36,14,36,20,66,24,36,20,70,14,69,22,74,17,12,67,0,94,70,14,36,19,69,19,74,15,61,20,70,16,73,17,12,32,73,17,8,82,62,23,60,24,27,32,69,18,69,19,12,32,27,19,23,67,70,16,70,14,27,17,27,20,36,24,34,32,12,26,27,17,27,20,34,32,36,17,0,58,0,82,77,14,60,25,78,14,80,12,73,18,68,19,74,17,68,19,61,19,27,32,62,20,72,18,12,58,74,13,74,18,62,24,61,24,0,82,27,32,12,58,0,32,75,16,61,18,0,94,36,24,77,15,68,19,62,20,36,20,2.0
19,76,16,73,16,77,15,77,32,48,40,58,32,60,20,73,20,72,30,60,66,29,59,26,59,30,59,31,42,48,31,34,45,25,42,48,69,19,70,20,7,83,8,83,9,21,72,15,78,15,77,20,72,14,83,44,46,30,62,29,61,28,71,20,62,21,62,16,76,57,33,54,44,44,34,72,19,74,19,67,23,68,24,81,9,81,11,79,18,21,34,16,62,46,20,70,23,67,26,66,25,73,20,68,25,56,34,66,25,69,24,68,10,68,24,7,8,85,8,85,30,49,67,23,72,22,60,23,72,19,9,84,9,78,44,46,45,33,73,10,20,62,31,58,21,26,70,9,46,11,32,24,68,11,74,9,21,35,67,24,8,84,16,35,15,73,66,26,67,20,20,50,31,34,44,44,40,48,46,23,21,71,21,24,46,11,46,20,70,10,67,20,32,20,9,73,16,26,32,20,28,62,32,11,31,26,55,33,31,26,60,11,60,30,70,22,16,73,9,83,60,11,31,24,59,25,69,19,45,25,60,20,69,22,16,50,69,22,14,78,44,31,42,34,20,49,60,23,59,25,16,50,21,24,19,73,60,20,60,10,21,20,21,26,32,34,30,48,16,35,21,20,21,26,29,49,31,20,9,62,8,78,74,11,43,33,79,10,83,7,68,23,57,25,68,20,59,24,45,23,21,48,44,26,67,23,16,62,70,10,68,23,45,33,45,30,9,78,21,48,16,62,9,50,72,20,46,23,7,85,32,34,73,18,59,24,44,26,31,26,6.0
