@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute destClass {1.0,2.0}

@data
27,28,66,27,65,40,59,44,46,44,46,30,61,30,62,46,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,43,9,42,48,81,44,85,8,83,8,42,48,31,47,33,9,31,11,30,50,45,9,29,9,31,49,27,61,28,11,29,47,29,61,28,63,28,50,31,48,44,9,32,10,29,49,32,10,27,48,31,46,27,61,27,48,27,60,30,48,29,50,44,8,42,9,1.0
27,29,66,27,65,43,61,47,44,47,43,31,61,32,63,49,10,28,67,31,65,27,65,29,63,32,62,31,61,82,10,8,81,10,46,12,45,46,80,41,84,9,82,9,45,45,33,44,33,10,32,12,32,47,48,11,29,10,33,47,27,61,28,12,29,44,29,62,28,63,28,47,31,45,47,10,33,11,29,47,33,12,27,45,31,43,27,61,27,45,27,61,31,45,29,47,47,9,45,10,2.0
19,23,71,21,70,51,56,51,39,53,38,33,58,34,60,55,17,21,73,32,69,20,71,23,60,36,58,34,57,75,15,15,74,17,53,19,51,41,73,37,77,15,75,16,52,39,36,39,36,17,34,19,34,41,53,17,23,17,36,41,21,58,21,19,23,39,23,58,21,60,21,41,34,39,53,17,36,17,23,41,36,19,21,39,34,38,20,58,21,39,21,57,33,39,23,41,53,16,52,17,2.0
17,21,70,21,69,45,55,51,41,49,41,34,57,34,57,51,15,19,73,33,67,19,71,22,58,35,56,35,56,75,18,12,74,16,48,18,48,43,72,39,78,15,76,14,47,43,37,42,37,15,35,18,35,45,51,18,23,15,36,44,21,57,20,18,23,42,23,57,20,59,20,45,35,43,49,16,37,18,23,44,36,18,21,43,35,41,19,57,21,43,21,56,34,43,22,45,49,14,47,16,2.0
7,9,83,9,82,68,41,68,25,68,24,45,45,46,45,70,20,8,85,43,81,8,83,10,46,49,43,47,43,72,20,18,71,20,69,22,68,26,70,24,74,19,72,19,68,24,49,25,49,20,46,22,46,26,69,21,11,20,49,26,9,45,9,22,11,25,11,44,9,47,9,26,47,24,68,20,49,21,11,26,49,22,9,24,47,24,8,45,9,24,9,43,45,24,10,26,68,19,68,20,1.0
16,20,71,19,70,56,43,58,31,60,30,40,48,41,49,62,17,18,74,37,68,18,72,21,50,44,46,43,46,75,15,15,74,17,59,19,57,33,73,28,77,15,75,16,58,32,45,31,45,17,41,19,41,34,60,17,22,17,45,34,20,49,19,19,22,31,22,47,19,51,19,34,43,32,60,17,45,17,22,34,45,19,20,32,43,30,18,49,20,32,20,46,40,32,21,34,60,16,58,17,1.0
27,28,66,27,65,36,59,38,53,38,53,30,61,30,62,40,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,38,9,37,54,81,52,85,8,83,8,37,54,31,54,33,9,31,11,30,56,39,9,29,9,31,55,27,61,28,11,29,54,29,61,28,63,28,56,31,54,38,9,32,10,29,55,32,10,27,54,31,53,27,61,27,54,27,60,30,54,29,56,38,8,37,9,1.0
21,25,69,23,68,38,61,42,49,42,48,31,61,32,63,44,13,23,71,31,67,22,69,25,63,32,62,31,61,79,13,11,78,13,41,15,40,51,77,46,81,12,79,12,40,50,33,49,33,13,32,15,32,52,43,14,25,13,33,52,23,61,23,15,25,49,25,62,23,63,23,52,31,50,42,13,33,14,25,52,33,15,23,50,31,48,22,61,23,50,23,61,31,50,25,52,42,12,40,13,2.0
19,23,71,21,70,50,61,52,39,52,39,31,61,31,63,54,13,21,73,31,69,20,71,23,63,31,62,31,61,79,13,11,78,13,52,15,51,40,77,38,81,12,79,12,51,40,33,40,33,13,32,15,32,42,53,14,23,13,32,41,21,61,21,15,23,40,23,62,21,63,21,42,31,40,52,13,33,14,23,41,32,15,21,40,31,39,20,61,21,40,21,61,31,40,23,42,52,12,51,13,2.0
9,13,78,13,77,61,39,67,24,65,25,47,43,46,43,67,18,11,81,45,75,11,79,13,44,47,41,49,41,76,19,17,75,17,64,19,64,25,75,23,77,18,75,17,63,27,51,25,51,18,48,19,48,27,67,19,15,18,49,26,13,43,12,19,15,26,13,42,11,45,12,29,49,27,65,17,51,19,14,27,49,19,13,27,49,25,11,43,13,27,13,41,47,27,14,28,65,17,63,17,2.0
7,9,83,8,82,70,50,70,19,72,19,33,55,33,56,74,15,8,85,30,81,8,83,9,57,36,53,36,53,76,14,14,75,16,72,16,70,20,74,18,78,14,76,15,71,20,36,19,38,15,34,16,33,20,72,15,11,16,36,20,9,56,9,18,9,20,9,54,8,58,8,22,36,20,72,16,37,15,9,21,37,16,9,20,36,19,8,56,9,20,9,53,33,20,9,21,72,15,71,16,2.0
22,26,68,24,67,51,56,55,35,55,35,33,58,33,60,57,15,24,70,32,66,23,68,26,60,33,58,34,57,76,16,14,75,16,54,16,53,36,74,33,78,15,76,15,53,37,34,36,36,16,34,18,33,39,56,16,26,16,34,38,24,58,24,18,26,36,26,58,24,60,24,39,34,37,55,16,35,17,26,38,35,17,24,37,34,35,23,58,24,37,24,57,33,37,26,39,55,15,53,16,2.0
27,28,66,27,65,36,64,38,54,38,53,28,64,29,65,40,8,28,67,28,65,27,65,29,66,30,65,28,64,82,9,5,81,9,38,11,37,56,79,52,85,7,83,7,37,54,30,54,30,8,29,11,29,56,39,10,29,8,30,56,27,64,28,11,29,54,29,65,28,66,28,56,28,54,38,9,30,10,29,56,30,11,27,54,28,53,27,64,27,54,27,64,28,54,29,56,38,7,37,9,1.0
15,17,75,17,74,55,42,59,34,57,34,44,46,44,46,59,14,16,77,42,73,16,75,18,47,45,44,46,44,78,16,12,77,14,57,16,57,34,76,33,80,14,78,13,56,35,48,35,48,14,45,16,45,37,59,16,19,14,47,36,17,46,17,16,19,35,19,45,17,48,17,37,46,35,57,14,48,16,19,36,47,16,17,35,46,34,16,46,17,35,17,44,44,35,18,37,57,13,56,14,1.0
21,25,69,23,68,45,61,49,41,49,41,31,61,31,63,51,13,23,71,31,67,22,69,25,63,31,62,31,61,79,13,11,78,13,48,15,47,43,77,39,81,12,79,12,47,43,33,42,33,13,32,15,32,45,50,14,25,13,32,44,23,61,23,15,25,42,25,62,23,63,23,45,31,43,49,13,33,14,25,44,32,15,23,43,31,41,22,61,23,43,23,61,31,43,25,45,49,12,47,13,2.0
19,23,71,21,70,44,59,48,42,48,42,30,61,30,63,50,13,21,73,29,69,20,71,23,63,31,61,31,60,76,15,11,75,15,47,15,46,44,73,40,79,13,77,13,46,44,31,43,33,14,31,17,30,46,49,15,23,14,31,45,21,61,21,17,23,43,23,61,21,63,21,46,31,44,48,15,32,16,23,45,32,16,21,44,31,42,20,61,21,44,21,60,30,44,23,46,48,13,46,15,1.0
21,21,69,23,68,56,58,62,26,62,27,28,62,27,60,64,16,21,71,26,67,22,69,21,62,28,59,29,60,76,16,14,75,16,60,18,59,28,74,24,78,15,76,15,59,29,32,26,32,16,29,18,29,28,63,17,25,16,30,28,23,62,23,18,25,28,21,61,21,64,23,32,30,30,62,16,32,17,23,30,30,18,23,30,30,27,22,62,23,30,23,60,28,30,23,30,62,15,59,16,2.0
21,25,69,23,68,41,61,45,45,45,45,31,61,31,63,47,13,23,71,31,67,22,69,25,63,31,62,31,61,79,13,11,78,13,44,15,43,47,77,43,81,12,79,12,43,47,33,46,33,13,32,15,32,49,46,14,25,13,32,48,23,61,23,15,25,46,25,62,23,63,23,49,31,47,45,13,33,14,25,48,32,15,23,47,31,45,22,61,23,47,23,61,31,47,25,49,45,12,43,13,2.0
27,28,66,27,65,40,59,42,49,42,49,30,61,30,62,44,3,28,67,29,65,27,65,29,63,31,61,31,60,88,4,2,87,4,42,4,41,50,86,48,90,3,88,3,41,50,31,50,33,4,31,6,30,52,43,4,29,4,31,51,27,61,28,6,29,50,29,61,28,63,28,52,31,50,42,4,32,5,29,51,32,5,27,50,31,49,27,61,27,50,27,60,30,50,29,52,42,3,41,4,1.0
22,25,68,24,67,48,59,52,38,52,38,30,61,30,62,54,14,24,70,29,66,23,68,26,63,31,61,31,60,75,16,12,74,16,51,16,50,40,72,36,78,14,76,14,50,40,31,39,33,15,31,18,30,42,53,16,26,15,31,41,24,61,24,18,26,39,26,61,24,63,24,42,31,40,52,16,32,17,26,41,32,17,24,40,31,38,23,61,24,40,24,60,30,40,26,42,52,14,50,16,1.0
15,17,75,17,74,55,56,59,32,59,31,30,60,31,60,61,17,16,77,28,73,16,75,18,61,34,58,32,58,75,17,15,74,17,58,19,57,35,73,29,77,16,75,16,57,33,34,32,34,17,31,19,31,35,60,18,19,17,34,35,17,60,17,19,19,32,19,59,17,62,17,35,32,33,59,17,34,18,19,35,34,19,17,33,32,31,16,60,17,33,17,58,30,33,18,35,59,16,57,17,1.0
27,28,66,27,65,36,59,38,53,38,53,30,61,30,62,40,2,28,67,29,65,27,65,29,63,31,61,31,60,91,2,2,90,2,38,2,37,54,90,52,92,2,90,2,37,54,31,54,33,3,31,4,30,56,39,2,29,3,31,55,27,61,28,4,29,54,29,61,28,63,28,56,31,54,38,2,32,3,29,55,32,3,27,54,31,53,27,61,27,54,27,60,30,54,29,56,38,2,37,2,1.0
22,25,68,24,67,48,59,53,35,54,35,30,61,30,62,56,17,24,70,29,66,23,68,26,63,31,61,31,60,72,18,15,71,19,52,19,51,38,69,32,75,17,73,17,51,38,31,36,33,18,31,21,30,40,55,19,26,18,31,39,24,61,24,21,26,36,26,61,24,63,24,40,31,38,54,19,32,20,26,39,32,20,24,38,31,35,23,61,24,38,24,60,30,38,26,40,54,17,51,19,1.0
22,26,68,24,67,45,61,49,41,49,41,31,61,31,63,51,13,24,70,31,66,23,68,26,63,31,62,31,61,79,13,11,78,13,48,15,47,43,77,39,81,12,79,12,47,43,33,42,33,13,32,15,32,45,50,14,26,13,32,44,24,61,24,15,26,42,26,62,24,63,24,45,31,43,49,13,33,14,26,44,32,15,24,43,31,41,23,61,24,43,24,61,31,43,26,45,49,12,47,13,2.0
7,9,83,9,82,70,44,74,19,72,19,42,48,42,48,74,14,8,85,40,81,8,83,9,49,44,46,44,46,80,15,13,79,13,72,15,72,20,79,18,81,14,79,13,71,20,46,19,46,14,43,15,43,20,74,15,11,14,45,20,9,48,9,15,11,20,9,47,8,50,9,22,44,20,72,13,46,15,10,21,45,15,9,20,44,19,8,48,9,20,9,46,42,20,10,21,72,13,71,13,2.0
19,23,71,21,70,50,59,56,33,56,33,30,61,30,63,58,15,21,73,29,69,20,71,23,63,31,61,31,60,76,16,14,75,16,54,16,53,36,74,30,78,15,76,15,53,36,31,34,33,16,31,18,30,38,57,16,23,16,31,37,21,61,21,18,23,34,23,61,21,63,21,38,31,36,56,16,32,17,23,37,32,17,21,36,31,33,20,61,21,36,21,60,30,36,23,38,56,15,53,16,2.0
23,27,67,25,66,48,61,50,42,50,41,31,61,32,63,52,13,25,69,31,65,24,67,27,63,32,62,31,61,79,13,11,78,13,50,15,49,43,77,40,81,12,79,12,49,42,33,42,33,13,32,15,32,44,51,14,27,13,33,44,25,61,25,15,27,42,27,62,25,63,25,44,31,42,50,13,33,14,27,44,33,15,25,42,31,41,24,61,25,42,25,61,31,42,27,44,50,12,49,13,2.0
22,25,68,24,67,42,59,46,44,46,44,30,61,30,62,48,18,24,70,29,66,23,68,26,63,31,61,31,60,71,20,16,70,20,45,20,44,46,68,42,74,18,72,18,44,46,31,45,33,19,31,22,30,48,47,20,26,19,31,47,24,61,24,22,26,45,26,61,24,63,24,48,31,46,46,20,32,21,26,47,32,21,24,46,31,44,23,61,24,46,24,60,30,46,26,48,46,18,44,20,1.0
18,22,72,20,71,52,50,56,38,54,37,36,54,37,56,56,17,20,74,34,70,19,72,22,56,38,53,38,52,75,19,15,74,17,54,19,54,38,73,36,77,17,75,16,53,38,40,38,40,17,37,19,37,40,56,19,22,17,40,40,20,54,20,19,22,38,22,53,20,56,20,40,38,38,54,17,40,19,22,40,40,19,20,38,38,37,19,54,20,38,20,52,36,38,22,40,54,16,53,17,1.0
22,26,68,24,67,48,52,48,41,50,41,34,56,34,58,52,11,24,70,32,66,23,68,26,58,36,55,36,54,78,11,9,77,13,50,13,48,42,75,40,81,10,79,11,49,42,36,42,38,12,35,15,34,44,50,12,26,12,36,43,24,56,24,15,26,42,26,55,24,58,24,44,36,42,50,13,37,13,26,43,37,14,24,42,36,41,23,56,24,42,24,54,34,42,26,44,50,11,49,13,2.0
21,25,69,23,68,46,61,50,41,50,40,31,61,32,63,52,13,23,71,31,67,22,69,25,63,32,62,31,61,79,13,11,78,13,49,15,48,43,77,38,81,12,79,12,48,42,33,41,33,13,32,15,32,44,51,14,25,13,33,44,23,61,23,15,25,41,25,62,23,63,23,44,31,42,50,13,33,14,25,44,33,15,23,42,31,40,22,61,23,42,23,61,31,42,25,44,50,12,48,13,2.0
22,26,68,24,67,48,61,50,42,50,41,31,61,32,63,52,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,50,15,49,43,77,40,81,12,79,12,49,42,33,42,33,13,32,15,32,44,51,14,26,13,33,44,24,61,24,15,26,42,26,62,24,63,24,44,31,42,50,13,33,14,26,44,33,15,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,12,49,13,2.0
13,17,74,17,73,59,49,63,31,61,30,37,53,38,53,63,14,15,77,35,71,15,75,18,54,41,51,39,51,80,15,13,79,13,61,15,61,33,79,29,81,14,79,13,60,31,41,31,41,14,38,15,38,33,63,15,19,14,41,33,17,53,16,15,19,31,19,52,16,55,16,33,39,31,61,13,41,15,19,33,41,15,17,31,39,30,15,53,17,31,17,51,37,31,18,33,61,13,60,13,2.0
15,15,75,17,74,54,57,60,32,58,32,29,61,29,59,60,14,15,77,27,73,16,75,16,61,31,58,31,59,80,15,13,79,13,57,15,57,34,79,30,81,14,79,13,56,34,33,32,33,14,30,15,30,34,60,15,19,14,32,34,17,61,17,15,19,33,17,60,16,63,17,36,31,34,58,13,33,15,18,35,32,15,17,34,31,32,16,61,17,34,17,59,29,34,17,35,58,13,56,13,2.0
22,26,68,24,67,38,56,42,48,42,48,33,58,33,60,44,11,24,70,32,66,23,68,26,60,33,58,34,57,78,13,9,77,13,41,13,40,49,75,46,81,11,79,11,40,50,34,49,36,12,34,15,33,52,43,13,26,12,34,51,24,58,24,15,26,49,26,58,24,60,24,52,34,50,42,13,35,14,26,51,35,14,24,50,34,48,23,58,24,50,24,57,33,50,26,52,42,11,40,13,1.0
22,26,68,24,67,47,56,49,41,49,42,33,58,32,60,51,15,24,70,32,66,23,68,26,60,32,58,34,57,74,17,13,73,17,49,17,48,41,71,41,77,15,75,15,48,43,34,43,36,16,34,19,33,45,50,17,26,16,33,43,24,58,24,19,26,43,26,58,24,60,24,45,34,43,49,17,35,18,26,43,34,18,24,43,34,42,23,58,24,43,24,57,33,43,26,45,49,15,48,17,2.0
18,22,72,20,71,51,52,55,36,55,35,37,54,38,56,57,15,20,74,36,70,19,72,22,56,38,54,38,53,75,16,12,74,16,54,18,53,37,72,33,78,14,76,14,53,37,40,36,40,15,38,18,38,39,56,17,22,15,40,39,20,54,20,18,22,36,22,54,20,56,20,39,38,37,55,16,40,17,22,39,40,18,20,37,38,35,19,54,20,37,20,53,37,37,22,39,55,14,53,16,1.0
25,27,65,27,64,51,61,53,39,53,38,31,61,32,61,55,14,26,67,31,63,26,65,28,62,33,61,31,61,78,14,12,77,14,53,16,52,41,76,37,80,13,78,13,52,39,33,39,33,14,32,16,32,41,54,15,29,14,33,41,27,61,27,16,29,39,29,62,27,63,27,41,31,39,53,14,33,15,29,41,33,16,27,39,31,38,26,61,27,39,27,61,31,39,28,41,53,13,52,14,2.0
19,25,68,23,67,45,53,48,41,49,41,36,55,36,57,51,11,22,71,35,65,21,69,25,57,36,55,37,54,79,11,8,78,12,48,13,47,42,76,39,82,10,80,10,47,43,38,42,39,11,37,14,37,45,50,12,25,11,38,44,23,55,22,14,25,42,25,55,22,57,22,45,37,43,49,12,39,13,25,44,38,14,23,43,37,41,21,55,23,43,23,54,36,43,25,45,49,10,47,12,2.0
11,15,76,15,75,59,42,61,31,61,30,44,46,45,46,63,16,13,79,42,73,13,77,16,47,48,44,46,44,76,16,14,75,16,61,18,60,33,74,29,78,15,76,15,60,31,48,31,48,16,45,18,45,33,62,17,17,16,48,33,15,46,14,18,17,31,17,45,14,48,14,33,46,31,61,16,48,17,17,33,48,18,15,31,46,30,13,46,15,31,15,44,44,31,16,33,61,15,60,16,1.0
23,27,67,25,66,48,56,52,37,52,38,33,58,32,60,54,12,25,69,32,65,24,67,27,60,32,58,34,57,79,13,11,78,13,51,13,50,38,77,36,81,12,79,12,50,40,34,39,36,13,34,15,33,42,53,13,27,13,33,40,25,58,25,15,27,39,27,58,25,60,25,42,34,40,52,13,35,14,27,40,34,14,25,40,34,38,24,58,25,40,25,57,33,40,27,42,52,12,50,13,2.0
12,14,75,16,74,59,45,63,31,61,30,38,51,39,49,63,14,13,78,35,72,14,76,16,51,43,47,41,48,78,16,12,77,14,61,16,61,33,76,29,80,14,78,13,60,31,43,31,43,14,39,16,39,33,63,16,18,14,43,33,16,51,15,16,18,31,18,49,15,53,15,33,41,31,61,14,43,16,18,33,43,16,16,31,41,30,14,51,16,31,16,48,38,31,16,33,61,13,60,14,1.0
22,26,68,24,67,47,56,50,39,51,39,33,58,33,60,53,15,24,70,32,66,23,68,26,60,34,58,34,57,76,15,14,75,16,50,16,49,41,74,37,78,15,76,15,49,41,34,40,36,16,34,18,33,43,52,16,26,16,34,42,24,58,24,18,26,40,26,58,24,60,24,43,34,41,51,16,35,17,26,42,35,17,24,41,34,39,23,58,24,41,24,57,33,41,26,43,51,15,49,16,2.0
22,25,68,24,67,50,64,52,40,52,39,28,64,29,65,54,12,24,70,28,66,23,68,26,66,30,65,28,64,78,13,9,77,13,52,15,51,42,75,38,81,11,79,11,51,40,30,40,30,12,29,15,29,42,53,14,26,12,30,42,24,64,24,15,26,40,26,65,24,66,24,42,28,40,52,13,30,14,26,42,30,15,24,40,28,39,23,64,24,40,24,64,28,40,26,42,52,11,51,13,2.0
21,25,69,23,68,51,56,51,38,53,38,33,58,33,60,55,18,23,71,32,67,22,69,25,60,34,58,34,57,71,18,16,70,20,53,20,51,39,68,37,74,17,72,18,52,39,34,39,36,19,34,22,33,41,53,19,25,19,34,40,23,58,23,22,25,39,25,58,23,60,23,41,34,39,53,20,35,20,25,40,35,21,23,39,34,38,22,58,23,39,23,57,33,39,25,41,53,18,52,20,2.0
27,28,66,27,65,42,59,47,41,48,41,30,61,30,62,50,14,28,67,29,65,27,65,29,63,31,61,31,60,75,15,12,74,16,46,16,45,44,72,38,78,14,76,14,45,44,31,42,33,15,31,18,30,46,49,16,29,15,31,45,27,61,28,18,29,42,29,61,28,63,28,46,31,44,48,16,32,17,29,45,32,17,27,44,31,41,27,61,27,44,27,60,30,44,29,46,48,14,45,16,1.0
24,26,69,24,68,40,58,42,49,42,49,31,60,31,62,44,2,25,70,30,68,24,68,26,62,32,60,32,59,91,2,2,90,2,42,2,41,50,90,48,92,2,90,2,41,50,32,50,34,3,32,4,31,52,43,2,26,3,32,51,24,60,25,4,26,50,26,60,25,62,25,52,32,50,42,2,33,3,26,51,33,3,24,50,32,49,24,60,24,50,24,59,31,50,26,52,42,2,41,2,1.0
22,26,68,24,67,50,56,51,40,52,39,33,58,34,60,54,17,24,70,32,66,23,68,26,60,36,58,34,57,75,16,15,74,17,52,19,51,42,73,38,77,16,75,16,51,40,36,40,36,17,34,19,34,42,53,18,26,17,36,42,24,58,24,19,26,40,26,58,24,60,24,42,34,40,52,17,36,18,26,42,36,19,24,40,34,39,23,58,24,40,24,57,33,40,26,42,52,16,51,17,2.0
15,19,75,17,74,52,59,54,34,56,34,30,61,30,63,58,14,17,77,29,73,16,75,19,63,31,61,31,60,75,14,12,74,16,55,16,53,36,72,32,78,13,76,14,54,36,31,35,33,15,31,18,30,38,56,15,19,15,31,37,17,61,17,18,19,35,19,61,17,63,17,38,31,36,56,16,32,16,19,37,32,17,17,36,31,34,16,61,17,36,17,60,30,36,19,38,56,14,54,16,1.0
22,26,68,24,67,51,61,53,38,53,38,31,61,31,63,55,16,24,70,31,66,23,68,26,63,31,62,31,61,76,16,14,75,16,53,18,52,39,74,37,78,15,76,15,52,39,33,39,33,16,32,18,32,41,54,17,26,16,32,40,24,61,24,18,26,39,26,62,24,63,24,41,31,39,53,16,33,17,26,40,32,18,24,39,31,38,23,61,24,39,24,61,31,39,26,41,53,15,52,16,2.0
19,23,71,21,70,42,56,46,43,46,44,33,58,32,60,48,12,21,73,32,69,20,71,23,60,32,58,34,57,79,13,11,78,13,45,13,44,44,77,42,81,12,79,12,44,46,34,45,36,13,34,15,33,48,47,13,23,13,33,46,21,58,21,15,23,45,23,58,21,60,21,48,34,46,46,13,35,14,23,46,34,14,21,46,34,44,20,58,21,46,21,57,33,46,23,48,46,12,44,13,2.0
27,28,66,27,65,37,59,39,52,39,52,30,61,30,62,41,8,28,67,29,65,27,65,29,63,31,61,31,60,83,9,7,82,9,39,9,38,53,81,51,85,8,83,8,38,53,31,53,33,9,31,11,30,55,40,9,29,9,31,54,27,61,28,11,29,53,29,61,28,63,28,55,31,53,39,9,32,10,29,54,32,10,27,53,31,52,27,61,27,53,27,60,30,53,29,55,39,8,38,9,1.0
18,22,72,20,71,49,57,53,38,53,37,35,57,36,59,55,17,20,74,35,70,19,72,22,59,37,58,35,57,75,17,15,74,17,52,19,51,41,73,35,77,16,75,16,51,39,37,38,37,17,36,19,36,41,54,18,22,17,37,41,20,57,20,19,22,38,22,58,20,59,20,41,35,39,53,17,37,18,22,41,37,19,20,39,35,37,19,57,20,39,20,57,35,39,22,41,53,16,51,17,1.0
27,28,66,27,65,37,59,41,49,41,49,30,61,30,62,43,12,28,67,29,65,27,65,29,63,31,61,31,60,79,13,11,78,13,40,13,39,51,77,47,81,12,79,12,39,51,31,50,33,13,31,15,30,53,42,13,29,13,31,52,27,61,28,15,29,50,29,61,28,63,28,53,31,51,41,13,32,14,29,52,32,14,27,51,31,49,27,61,27,51,27,60,30,51,29,53,41,12,39,13,1.0
19,23,71,21,70,49,58,53,37,53,37,31,60,31,62,55,8,21,73,30,69,20,71,23,62,32,60,32,59,83,9,7,82,9,52,9,51,39,81,35,85,8,83,8,51,39,32,38,34,9,32,11,31,41,54,9,23,9,32,40,21,60,21,11,23,38,23,60,21,62,21,41,32,39,53,9,33,10,23,40,33,10,21,39,32,37,20,60,21,39,21,59,31,39,23,41,53,8,51,9,1.0
22,26,68,24,67,38,56,42,47,42,48,33,58,32,60,44,8,24,70,32,66,23,68,26,60,32,58,34,57,83,9,7,82,9,41,9,40,48,81,46,85,8,83,8,40,50,34,49,36,9,34,11,33,52,43,9,26,9,33,50,24,58,24,11,26,49,26,58,24,60,24,52,34,50,42,9,35,10,26,50,34,10,24,50,34,48,23,58,24,50,24,57,33,50,26,52,42,8,40,9,1.0
18,21,72,20,71,53,59,55,34,57,33,30,61,31,62,59,19,20,74,29,70,19,72,22,63,33,61,31,60,71,18,16,70,20,56,22,54,37,68,31,74,17,72,18,55,35,33,34,33,19,31,22,31,37,57,20,22,19,33,37,20,61,20,22,22,34,22,61,20,63,20,37,31,35,57,20,33,20,22,37,33,22,20,35,31,33,19,61,20,35,20,60,30,35,22,37,57,18,55,20,1.0
22,22,68,24,67,56,62,60,28,61,27,27,64,28,62,64,18,22,70,26,66,23,68,24,64,30,62,28,63,72,17,15,71,18,60,21,59,32,69,24,75,17,73,17,59,30,30,28,30,18,28,21,28,32,63,20,26,18,30,32,24,64,24,21,26,28,26,64,24,66,24,32,28,30,62,19,30,20,26,32,30,21,24,30,28,27,23,64,24,30,24,63,27,30,24,32,62,17,59,19,2.0
23,27,67,25,66,45,61,47,45,47,44,31,61,32,63,49,9,25,69,31,65,24,67,27,63,32,62,31,61,83,9,7,82,9,47,11,46,46,81,43,85,8,83,8,46,45,33,45,33,9,32,11,32,47,48,10,27,9,33,47,25,61,25,11,27,45,27,62,25,63,25,47,31,45,47,9,33,10,27,47,33,11,25,45,31,44,24,61,25,45,25,61,31,45,27,47,47,8,46,9,2.0
19,23,71,21,70,36,56,38,52,38,53,33,58,32,60,40,12,21,73,32,69,20,71,23,60,32,58,34,57,77,14,10,76,14,38,14,37,52,74,52,80,12,78,12,37,54,34,54,36,13,34,16,33,56,39,14,23,13,33,54,21,58,21,16,23,54,23,58,21,60,21,56,34,54,38,14,35,15,23,54,34,15,21,54,34,53,20,58,21,54,21,57,33,54,23,56,38,12,37,14,1.0
17,22,70,21,69,48,55,51,38,52,38,34,57,34,58,54,15,20,73,33,67,19,71,23,59,35,57,35,56,75,15,12,74,16,51,17,50,40,72,36,78,14,76,14,50,40,36,39,37,15,35,18,35,42,53,16,23,15,36,41,21,57,20,18,23,39,23,57,20,59,20,42,35,40,52,16,37,17,23,41,36,18,21,40,35,38,19,57,21,40,21,56,34,40,23,42,52,14,50,16,2.0
