@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
23,13,6,17,18,14,24,7,24,7,17,13,17,7,18,7,8,19,31,0,0,31,21,10,0,31,21,10,0,10,0,10,22,18,6,24,7,11,11,19,12,19,12,7,23,7,12,8,1.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,4,26,31,0,0,31,27,5,0,31,26,4,0,4,0,5,25,20,3,27,5,10,11,21,10,20,10,4,26,4,11,5,1.0
25,23,5,7,8,24,26,6,25,5,7,23,7,5,8,6,21,9,23,7,7,23,10,22,8,24,9,21,7,21,8,22,29,15,1,30,2,15,16,16,15,15,15,1,29,1,16,2,2.0
18,27,12,3,4,28,19,13,18,12,3,27,3,12,4,13,3,25,31,0,0,31,27,5,0,31,26,4,0,4,0,5,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
21,15,8,13,14,17,22,8,22,9,14,16,14,9,15,9,4,25,31,0,0,31,26,5,0,31,26,5,0,5,0,5,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
23,18,7,12,13,19,24,8,23,7,12,18,12,7,13,8,28,2,31,0,0,31,3,29,0,31,2,28,0,28,0,29,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
25,14,5,16,17,15,26,6,25,5,16,14,16,5,17,6,13,15,31,0,0,31,17,15,0,31,16,14,0,14,0,15,24,13,6,25,7,16,17,14,17,14,17,6,24,6,17,7,1.0
16,28,9,1,2,29,19,12,19,12,2,29,2,12,2,12,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,2.0
21,13,7,15,17,15,23,9,22,8,16,14,16,8,17,9,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,21,14,9,22,9,15,15,15,16,15,16,9,21,9,16,10,1.0
1,30,29,0,1,31,2,30,1,29,0,30,0,29,1,30,8,20,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,4,0,31,1,25,26,5,26,5,26,0,30,0,26,1,2.0
19,16,11,14,15,17,20,12,19,11,14,16,14,11,15,12,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,22,28,8,23,9,1,2,29,2,29,2,8,22,8,2,9,1.0
25,23,5,5,7,25,26,6,25,5,6,24,6,5,7,6,12,16,31,0,0,31,18,14,0,31,17,13,0,13,0,14,28,28,2,29,3,1,2,29,2,29,2,2,28,2,2,3,1.0
21,20,9,10,11,21,22,10,21,9,10,20,10,9,11,10,25,5,27,3,3,27,6,26,4,28,5,25,3,25,4,26,30,18,0,31,1,8,11,21,10,20,10,0,30,0,11,1,2.0
31,28,0,2,3,29,31,0,31,0,2,28,2,0,3,0,22,7,31,0,0,31,8,23,0,31,8,23,0,23,0,23,27,8,1,29,2,19,20,10,21,10,21,2,28,2,21,3,2.0
20,21,7,7,9,23,22,9,22,9,8,22,8,9,9,9,0,29,29,0,1,30,30,1,1,30,30,1,1,1,1,1,28,15,2,29,3,14,15,16,15,16,15,2,28,2,15,3,1.0
21,13,8,17,18,14,22,9,22,9,17,13,17,9,18,9,5,22,31,0,0,31,24,7,0,31,24,7,0,7,0,7,21,15,9,22,9,14,14,16,15,16,15,9,21,9,15,10,1.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,14,15,28,1,2,29,16,14,1,29,16,15,2,15,2,15,29,25,1,30,2,1,4,28,3,27,3,1,29,1,4,2,2.0
3,29,27,1,2,30,4,28,3,27,1,29,1,27,2,28,7,23,28,1,2,29,24,8,2,29,23,7,2,7,2,8,30,28,0,31,1,1,2,29,2,29,2,0,30,0,2,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,10,5,26,6,19,20,11,20,11,20,5,25,5,20,6,1.0
19,14,9,16,17,15,21,11,20,10,16,14,16,10,17,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,21,15,9,22,9,14,14,16,15,16,15,9,21,9,15,10,1.0
20,18,10,10,12,20,21,11,20,10,11,19,11,10,12,11,8,22,28,1,2,29,23,9,2,29,22,8,2,8,2,9,30,14,0,31,1,15,16,15,16,15,16,0,30,0,16,1,1.0
25,22,5,6,8,24,26,6,25,5,7,23,7,5,8,6,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,26,31,2,28,4,0,0,31,0,31,0,3,27,3,0,4,1.0
18,15,12,15,16,16,19,13,18,12,15,15,15,12,16,13,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,18,19,12,19,13,10,11,20,11,20,11,12,18,12,11,13,1.0
19,29,11,1,2,30,20,12,19,11,1,29,1,11,2,12,7,23,25,3,4,26,24,8,5,27,23,7,4,7,5,8,30,15,0,31,0,2,8,22,9,22,9,0,30,0,9,1,1.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,2,26,31,0,0,31,28,4,0,31,27,3,0,3,0,4,30,11,0,31,0,16,17,13,18,13,18,0,30,0,18,1,2.0
19,29,11,1,2,30,20,12,19,11,1,29,1,11,2,12,2,28,26,1,3,28,29,3,3,28,28,2,3,2,3,3,28,28,2,29,3,1,2,29,2,29,2,2,28,2,2,3,1.0
19,25,9,3,5,27,21,11,20,9,3,26,4,10,5,11,1,29,29,0,1,30,30,2,1,30,29,1,1,1,1,2,25,31,3,27,5,0,0,31,0,31,0,4,26,4,0,5,1.0
27,24,3,6,7,25,28,4,27,3,6,24,6,3,7,4,19,11,22,8,8,22,12,20,9,23,11,19,8,19,9,20,29,16,1,30,2,14,15,17,14,16,14,1,29,1,15,2,2.0
11,27,15,1,2,29,14,17,13,16,1,28,2,17,3,18,5,25,25,2,4,27,26,6,4,27,25,5,4,5,4,6,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,2.0
19,19,11,11,12,20,20,12,19,11,11,19,11,11,12,12,6,22,29,0,0,30,24,8,1,30,23,6,1,7,1,8,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
17,14,11,16,17,15,19,13,18,12,16,14,16,12,17,13,7,23,29,0,1,30,24,8,1,30,23,7,1,7,1,8,29,17,1,30,2,10,12,19,12,19,12,1,29,1,12,2,1.0
19,15,11,13,15,17,20,12,19,11,14,16,14,11,15,12,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
25,26,2,2,4,28,27,4,27,4,3,27,3,4,4,4,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,25,31,5,26,6,0,0,31,0,31,0,5,25,5,0,6,1.0
17,14,13,16,17,15,18,14,17,13,16,14,16,13,17,14,5,23,31,0,0,31,25,7,0,31,24,6,0,6,0,7,30,12,0,31,1,13,16,15,16,15,16,0,30,0,16,1,2.0
20,16,8,12,14,18,22,10,21,9,13,17,13,9,14,10,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,27,14,1,29,3,15,16,15,15,15,16,2,28,1,16,3,1.0
20,23,10,7,8,24,21,11,20,10,7,23,7,10,8,11,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,30,13,0,31,1,16,17,14,17,14,17,0,30,0,17,1,2.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,13,15,26,3,4,27,17,15,4,27,16,14,4,14,4,15,29,14,1,30,2,13,15,16,15,16,15,1,29,1,15,2,1.0
21,13,9,17,18,14,22,10,21,9,17,13,17,9,18,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,8,21,28,1,2,29,22,9,2,29,22,9,2,9,2,9,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
20,30,7,0,1,31,22,9,22,9,0,30,0,9,1,9,3,24,31,0,0,31,26,5,0,31,26,5,0,5,0,5,28,10,2,29,3,19,20,11,20,11,20,2,28,2,20,3,1.0
18,30,12,0,1,31,19,13,18,12,0,30,0,12,1,13,11,17,29,0,1,30,19,13,1,30,18,12,1,12,1,13,30,8,0,31,0,21,21,9,22,9,22,0,30,0,22,1,2.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,22,8,31,0,0,31,9,23,0,31,8,22,0,22,0,23,29,10,1,30,2,19,20,11,20,11,20,1,29,1,20,2,2.0
21,13,9,17,18,14,22,10,21,9,17,13,17,9,18,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,23,10,7,24,8,19,20,11,20,11,20,7,23,7,20,8,1.0
17,30,11,0,1,31,19,13,18,12,0,30,0,12,1,13,13,17,24,6,6,24,18,14,7,25,17,13,6,13,7,14,26,16,4,27,5,14,15,17,14,16,14,4,26,4,15,5,2.0
18,18,12,10,12,20,19,13,18,12,11,19,11,12,12,13,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
16,30,14,0,1,31,17,15,16,14,0,30,0,14,1,15,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,29,3,1,30,2,26,27,4,27,4,27,1,29,1,27,2,2.0
25,20,5,10,11,21,26,6,25,5,10,20,10,5,11,6,25,5,30,0,0,30,6,26,1,31,5,25,0,25,1,26,29,11,1,30,2,19,20,12,19,11,19,1,29,1,20,2,2.0
10,23,18,5,7,25,12,20,11,18,5,24,6,19,7,20,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,2.0
18,15,12,15,16,16,19,13,18,12,15,15,15,12,16,13,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,29,20,1,30,2,9,10,21,10,21,10,1,29,1,10,2,1.0
22,19,8,9,11,21,23,9,22,8,10,20,10,8,11,9,26,4,27,3,3,27,5,27,4,28,4,26,3,26,4,27,25,6,5,26,6,24,25,7,24,6,24,5,25,5,25,6,2.0
20,16,10,14,15,17,21,11,20,10,14,16,14,10,15,11,14,14,31,0,0,31,16,16,0,31,15,15,0,15,0,16,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
14,29,12,1,2,30,17,15,16,14,1,29,1,14,2,15,20,10,30,0,0,30,11,21,1,31,10,20,0,20,1,21,29,4,1,30,2,26,27,5,26,4,26,1,29,1,27,2,2.0
20,20,10,8,10,22,21,11,20,10,9,21,9,10,10,11,14,16,25,5,5,25,17,15,6,26,16,14,5,14,6,15,23,17,7,24,8,13,14,18,13,17,13,7,23,7,14,8,2.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,8,20,31,0,0,31,22,10,0,31,21,9,0,9,0,10,26,16,4,27,5,13,14,17,14,17,14,4,26,4,14,5,1.0
25,19,4,11,12,20,26,5,26,5,11,19,11,5,12,5,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,30,10,0,31,0,19,19,11,20,11,20,0,30,0,20,1,2.0
24,15,6,15,16,16,25,7,24,6,15,15,15,6,16,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,28,17,2,29,3,12,13,18,13,18,13,2,28,2,13,3,1.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,22,17,8,23,9,12,13,18,13,18,13,8,22,8,13,9,1.0
22,27,6,1,3,29,24,8,23,6,1,28,2,7,3,8,4,24,31,0,0,31,26,6,0,31,25,5,0,5,0,6,29,18,1,30,2,9,11,20,11,20,11,1,29,1,11,2,1.0
21,11,9,19,20,12,22,10,21,9,19,11,19,9,20,10,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,24,17,6,25,7,12,13,18,13,18,13,6,24,6,13,7,1.0
16,15,14,15,16,16,17,15,16,14,15,15,15,14,16,15,22,8,24,6,6,24,9,23,7,25,8,22,6,22,7,23,30,14,0,31,1,14,16,16,15,15,15,0,30,0,16,1,2.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,8,22,29,1,1,29,23,9,2,30,22,8,1,8,2,9,22,10,8,23,9,20,21,11,20,10,20,8,22,8,21,9,1.0
20,28,9,0,2,30,21,10,21,9,0,29,1,10,2,10,14,16,26,2,3,27,17,15,4,28,16,14,3,14,4,15,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
21,15,9,15,16,16,22,10,21,9,15,15,15,9,16,10,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,25,12,5,26,6,18,19,13,18,12,18,5,25,5,19,6,1.0
21,13,9,17,18,14,22,10,21,9,17,13,17,9,18,10,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,25,11,5,26,6,19,20,12,19,11,19,5,25,5,20,6,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,30,20,0,31,1,9,10,21,10,21,10,0,30,0,10,1,2.0
2,28,26,0,2,30,4,28,3,26,0,29,1,27,2,28,2,28,31,0,0,31,29,3,0,31,28,2,0,2,0,3,30,8,0,31,1,21,22,9,22,9,22,0,30,0,22,1,2.0
17,16,13,12,13,18,18,13,17,13,13,17,13,13,14,14,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
18,15,12,13,15,17,19,13,18,12,14,16,14,12,15,13,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
17,24,13,4,5,26,18,13,17,13,5,25,5,13,6,14,6,24,28,1,2,29,25,7,2,29,24,6,2,6,2,7,27,16,1,29,3,11,13,18,13,18,13,2,28,2,13,3,1.0
22,23,5,3,5,26,24,6,24,6,4,25,5,7,6,7,4,25,29,1,2,30,26,5,1,29,26,5,2,5,1,5,28,31,2,29,3,0,0,31,0,31,0,2,28,2,0,3,1.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,25,10,5,26,6,19,20,11,20,11,20,5,25,5,20,6,1.0
17,24,9,6,7,25,20,12,19,11,6,24,6,11,7,12,22,8,31,0,0,31,9,23,0,31,8,22,0,22,0,23,29,7,1,30,2,21,23,9,22,8,22,1,29,1,23,2,2.0
9,29,20,1,2,30,10,21,10,21,1,29,1,21,2,21,12,17,26,1,3,28,18,13,3,28,18,13,3,13,3,13,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
23,29,6,1,2,30,24,7,24,7,1,29,1,7,2,7,1,28,31,0,0,31,29,2,0,31,29,2,0,2,0,2,27,13,1,29,3,16,17,14,17,14,17,2,28,2,17,3,1.0
23,27,6,1,3,29,24,7,24,6,1,28,2,7,3,7,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,30,17,0,31,1,12,13,18,13,18,13,0,30,0,13,1,2.0
22,11,8,17,19,13,23,9,22,8,18,12,18,8,19,9,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,23,16,7,24,8,13,14,17,14,17,14,7,23,7,14,8,1.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
21,28,9,0,2,30,22,10,21,9,1,29,1,9,2,10,15,15,26,4,4,26,16,16,5,27,15,15,4,15,5,16,24,14,6,25,7,16,17,15,16,14,16,6,24,6,17,7,2.0
21,12,9,16,18,14,22,10,21,9,17,13,17,9,18,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,21,13,9,22,9,16,16,14,17,14,17,9,21,9,17,10,1.0
28,29,1,1,2,30,29,2,29,2,1,29,1,2,2,2,27,3,31,0,0,31,3,27,0,31,4,28,0,28,0,27,29,6,1,30,2,23,24,7,24,7,24,1,29,1,24,2,2.0
10,30,18,0,1,31,12,20,11,19,0,30,0,19,1,20,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,6,0,31,0,23,23,7,24,7,24,0,30,0,24,1,2.0
19,23,11,5,7,25,20,12,19,11,6,24,6,11,7,12,5,23,28,0,1,29,25,7,2,30,24,6,1,6,2,7,25,11,3,27,5,17,19,13,18,12,18,4,26,4,19,5,1.0
21,24,9,6,7,25,22,10,21,9,6,24,6,9,7,10,12,16,31,0,0,31,18,14,0,31,17,13,0,13,0,14,30,9,0,31,0,20,20,10,21,10,21,0,30,0,21,1,2.0
21,14,9,14,16,16,22,10,21,9,15,15,15,9,16,10,11,19,30,0,0,30,20,12,1,31,19,11,0,11,1,12,26,11,4,27,5,19,20,12,19,11,19,4,26,4,20,5,1.0
20,18,9,10,12,20,21,10,21,10,11,19,11,10,12,10,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,23,22,7,24,8,7,8,23,8,23,8,7,23,7,8,8,1.0
22,23,8,7,8,24,23,9,22,8,7,23,7,8,8,9,27,3,28,2,2,28,4,28,3,29,3,27,2,27,3,28,29,10,1,30,2,16,19,13,18,12,18,1,29,1,19,2,2.0
17,15,13,13,15,17,18,14,17,13,14,16,14,13,15,14,5,21,31,0,0,31,24,8,0,31,23,7,0,7,0,8,30,11,0,31,1,15,18,14,17,13,17,0,30,0,18,1,2.0
13,17,15,11,12,19,15,16,14,16,12,18,12,16,13,17,26,4,26,4,4,26,5,26,4,27,4,26,4,26,5,27,18,13,12,19,13,17,18,14,17,13,17,12,18,12,18,13,2.0
17,29,10,1,2,30,19,12,19,12,1,29,1,12,2,12,3,24,31,0,0,31,26,5,0,31,26,5,0,5,0,5,29,8,1,30,2,19,21,10,21,10,21,1,29,1,21,2,1.0
24,23,5,3,6,26,25,6,25,6,5,25,5,6,6,6,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,16,2,28,4,13,14,17,14,17,14,3,27,3,14,4,1.0
19,15,11,13,15,17,20,12,19,11,14,16,14,11,15,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
14,30,12,0,1,31,17,15,16,14,0,30,0,14,1,15,14,16,30,0,0,30,17,15,1,31,16,14,0,14,1,15,29,9,1,30,2,21,22,10,21,9,21,1,29,1,22,2,2.0
18,14,12,16,17,15,19,13,18,12,16,14,16,12,17,13,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,1.0
23,17,7,13,14,18,24,8,23,7,13,17,13,7,14,8,12,18,30,0,0,30,19,13,1,31,18,12,0,12,1,13,27,12,3,28,4,18,19,13,18,12,18,3,27,3,19,4,1.0
23,19,7,11,12,20,24,8,23,7,11,19,11,7,12,8,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,21,0,31,1,8,9,22,9,22,9,0,30,0,9,1,1.0
17,16,13,14,15,17,18,14,17,13,14,16,14,13,15,14,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,29,20,1,30,2,9,10,21,10,21,10,1,29,1,10,2,1.0
23,19,6,9,11,21,24,7,24,7,10,20,10,7,11,7,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,1.0
29,13,1,17,18,14,30,2,29,1,17,13,17,1,18,2,21,9,26,4,4,26,10,22,5,27,9,21,4,21,5,22,21,20,9,22,10,10,11,21,10,20,10,9,21,9,11,10,2.0
19,26,11,2,4,28,20,12,19,11,3,27,3,11,4,12,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,25,9,5,26,6,21,22,10,21,9,21,5,25,5,22,6,1.0
4,30,24,0,1,31,6,26,5,25,0,30,0,25,1,26,3,23,24,1,3,27,26,5,3,27,25,4,4,5,4,6,30,4,0,31,1,25,26,5,26,5,26,0,30,0,26,1,2.0
22,15,8,13,15,17,23,9,22,8,14,16,14,8,15,9,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,25,20,5,26,6,9,10,21,10,21,10,5,25,5,10,6,1.0
6,29,20,1,2,30,9,23,8,22,1,29,1,22,2,23,0,30,31,0,0,31,31,1,0,31,30,0,0,0,0,1,29,3,1,30,2,26,27,4,27,4,27,1,29,1,27,2,2.0
16,22,12,6,8,24,18,14,17,13,7,23,7,13,8,14,12,16,31,0,0,31,18,14,0,31,17,13,0,13,0,14,30,12,0,31,1,15,17,14,17,14,17,0,30,0,17,1,2.0
21,14,7,14,16,16,23,9,22,8,15,15,15,8,16,9,3,23,31,0,0,31,26,6,0,31,25,5,0,5,0,6,24,13,6,25,7,16,17,14,17,14,17,6,24,6,17,7,1.0
27,30,2,0,1,31,28,3,28,3,0,30,0,3,1,3,25,5,26,4,4,26,6,26,5,27,5,25,4,25,5,26,25,7,5,26,6,23,24,8,23,7,23,5,25,5,24,6,2.0
18,13,11,15,17,15,19,12,19,12,16,14,16,12,17,12,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,21,14,9,22,10,15,16,15,16,15,16,9,21,9,16,10,1.0
22,16,7,14,15,17,23,8,23,8,14,16,14,8,15,8,14,16,29,0,1,30,16,14,1,30,17,15,1,15,1,14,30,18,0,31,1,9,11,20,11,20,11,0,30,0,11,1,1.0
24,30,4,0,1,31,26,6,25,5,0,30,0,5,1,6,19,11,28,2,2,28,12,20,3,29,11,19,2,19,3,20,29,13,1,30,2,17,18,14,17,13,17,1,29,1,18,2,2.0
22,11,6,17,18,13,24,7,23,7,18,12,18,7,19,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,23,20,3,26,5,9,9,21,10,21,10,5,25,5,10,6,1.0
20,13,8,17,18,14,22,10,21,9,17,13,17,9,18,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,25,21,3,27,5,8,9,22,9,22,9,4,26,4,9,5,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,16,13,30,0,0,30,14,17,1,31,14,17,0,17,1,17,29,30,1,30,2,0,1,31,0,30,0,1,29,1,1,2,2.0
21,13,9,17,18,14,22,10,21,9,17,13,17,9,18,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,24,10,6,25,7,20,21,11,20,10,20,6,24,6,21,7,1.0
27,29,3,1,2,30,28,4,27,3,1,29,1,3,2,4,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,22,8,28,2,2,28,9,23,3,29,8,22,2,22,3,23,30,2,0,31,1,26,28,4,27,3,27,0,30,0,28,1,2.0
21,16,7,12,14,18,23,9,22,8,13,17,13,8,14,9,8,22,28,1,2,29,23,9,2,29,22,8,2,8,2,9,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
27,13,1,17,18,14,29,3,28,2,17,13,17,2,18,3,14,14,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
30,29,0,1,2,30,31,1,30,0,1,29,1,0,2,1,19,11,23,7,7,23,12,20,8,24,11,19,7,19,8,20,29,11,1,30,2,17,19,13,18,12,18,1,29,1,19,2,2.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,24,1,30,2,3,5,26,5,26,5,1,29,1,5,2,2.0
16,15,14,15,16,16,17,15,16,14,15,15,15,14,16,15,2,26,29,0,1,30,28,4,1,30,27,3,1,3,1,4,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
31,20,0,6,9,23,31,0,31,0,8,22,8,0,9,0,28,2,31,0,0,31,3,29,0,31,2,28,0,28,0,29,29,6,1,30,2,23,24,7,24,7,24,1,29,1,24,2,2.0
19,14,8,16,16,15,21,9,21,10,16,14,16,10,17,10,3,26,31,0,0,31,27,4,0,31,27,4,0,4,0,4,22,14,6,24,8,15,16,15,16,15,16,7,23,7,16,8,1.0
20,11,10,19,20,12,21,11,20,10,19,11,19,10,20,11,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,22,16,8,23,8,13,13,17,14,17,14,8,22,8,14,9,1.0
17,25,13,3,5,27,18,14,17,13,4,26,4,13,5,14,1,29,29,1,1,29,30,2,2,30,29,1,1,1,2,2,25,14,3,27,5,14,16,16,15,15,15,4,26,4,16,5,1.0
19,13,9,17,18,14,21,11,20,10,17,13,17,10,18,11,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,22,16,8,23,9,13,14,17,14,17,14,8,22,8,14,9,1.0
24,20,6,10,11,21,25,7,24,6,10,20,10,6,11,7,25,5,30,0,0,30,6,26,1,31,5,25,0,25,1,26,29,11,1,30,2,19,20,12,19,11,19,1,29,1,20,2,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,15,12,28,1,1,29,14,16,1,29,14,16,2,17,2,17,29,17,1,30,2,12,13,18,13,18,13,1,29,1,13,2,2.0
7,29,23,1,2,30,8,24,7,23,1,29,1,23,2,24,11,19,21,7,8,22,20,12,9,23,19,11,8,11,9,12,30,1,0,31,1,27,29,3,28,2,28,0,30,0,29,1,2.0
10,30,18,0,1,31,12,20,11,19,0,30,0,19,1,20,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,12,0,31,0,17,17,13,18,13,18,0,30,0,18,1,2.0
19,30,11,0,1,31,20,12,19,11,0,30,0,11,1,12,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,30,10,0,31,0,19,19,11,20,11,20,0,30,0,20,1,2.0
20,18,10,12,13,19,21,11,20,10,12,18,12,10,13,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,27,17,1,29,2,12,12,18,13,18,13,2,28,2,13,3,1.0
4,28,22,0,1,30,7,24,6,24,1,29,1,24,2,25,12,18,13,17,17,13,19,13,18,14,18,12,17,12,18,13,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,1.0
19,27,11,3,4,28,20,12,19,11,3,27,3,11,4,12,6,24,18,10,11,19,25,7,12,20,24,6,11,6,12,7,24,21,4,26,5,5,7,24,7,23,7,5,25,5,8,6,1.0
