@relation 'Sax dominant'

@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute destClass {1.0,2.0}

@data
33,56,16,76,14,17,77,35,56,36,57,55,36,55,36,49,52,33,75,38,54,37,54,15,77,15,78,70,21,16,70,21,52,39,67,33,52,39,38,52,73,18,73,18,55,21,38,39,37,39,68,21,16,56,55,21,55,18,73,16,36,39,17,54,16,75,55,21,14,78,17,57,15,57,38,36,55,33,52,21,49,39,38,39,55,18,16,21,15,56,36,21,15,21,37,21,17,39,38,21,15,39,15,39,16,21,16,56,17,21,37,18,38,16,38,39,55,21,16,21,37,36,35,39,37,39,17,36,37,21,35,21,2.0
27,58,12,80,11,13,80,31,57,31,58,56,33,55,33,46,48,27,79,34,53,34,53,12,81,12,81,73,18,12,73,17,51,36,70,28,51,36,36,49,76,15,76,15,56,18,36,38,36,38,70,18,13,58,56,18,56,15,76,12,31,38,13,53,13,79,56,18,11,81,13,58,12,58,36,33,56,28,51,18,46,38,34,38,56,15,13,18,12,58,31,18,12,18,36,18,13,38,36,18,12,38,12,38,13,18,13,57,13,18,36,15,36,12,36,36,56,18,13,18,36,33,31,38,34,38,13,33,36,18,31,18,1.0
36,54,27,65,23,27,65,38,54,38,54,50,42,50,42,46,50,36,63,40,52,40,52,25,67,25,67,70,22,17,70,21,48,44,68,40,48,44,40,50,73,20,72,19,50,22,40,44,40,44,68,22,27,54,50,22,50,20,72,17,38,44,27,52,27,63,50,21,23,67,27,54,25,54,40,42,50,40,48,22,46,44,40,44,50,19,27,21,25,54,38,22,25,22,40,21,27,44,40,22,25,44,25,44,27,21,27,54,27,22,40,19,40,17,40,44,50,22,27,22,40,42,38,44,40,44,27,42,40,21,38,21,2.0
32,56,18,74,14,18,74,35,56,35,56,55,36,55,36,49,50,32,72,38,53,38,53,16,76,16,76,68,23,17,68,23,52,39,66,33,52,39,38,50,71,20,71,20,55,23,38,39,38,39,66,23,18,56,55,23,55,20,71,18,35,39,18,53,18,72,55,23,14,76,18,56,16,56,38,36,55,33,52,23,49,39,38,39,55,20,18,23,16,56,35,23,16,23,38,23,18,39,38,23,16,39,16,39,18,23,18,56,18,23,38,20,38,18,38,39,55,23,18,23,38,36,35,39,38,39,18,36,38,23,35,23,1.0
35,55,21,71,17,21,71,37,55,37,55,57,33,58,32,52,51,35,69,39,53,39,53,19,73,19,73,72,18,16,72,20,55,36,70,29,55,35,39,51,74,17,74,18,57,20,39,36,39,35,70,19,21,55,58,20,59,18,74,16,37,36,21,53,21,69,58,20,17,73,21,55,19,55,39,33,58,29,55,20,52,36,39,36,58,18,21,20,19,55,37,20,19,20,39,20,21,36,39,20,19,35,19,36,21,20,21,55,21,20,39,18,39,16,39,36,58,18,21,20,39,32,37,35,39,36,21,33,39,20,37,20,2.0
36,53,26,65,20,26,65,38,53,38,53,57,34,57,33,51,47,36,63,41,50,41,50,23,68,23,68,70,21,18,70,22,54,37,68,30,54,36,41,48,72,19,72,20,57,22,41,37,41,36,68,21,26,53,57,22,58,20,72,18,38,37,26,50,26,63,57,22,21,68,26,53,23,53,41,34,57,30,54,22,51,37,41,37,57,20,26,22,23,53,38,22,23,22,41,22,26,37,41,22,23,36,23,37,26,22,26,53,26,22,41,20,41,18,41,37,57,21,26,22,41,33,38,36,41,37,26,34,41,22,38,22,1.0
41,47,26,64,18,26,64,44,48,43,47,57,33,56,34,52,42,41,60,45,44,46,45,22,68,22,68,67,23,18,68,22,55,35,65,31,54,36,46,42,70,21,71,20,57,23,46,35,46,37,65,23,26,48,57,23,57,21,70,18,44,36,26,44,26,60,57,23,18,68,26,47,22,47,46,33,57,31,55,23,52,36,45,36,58,21,26,24,22,48,44,23,22,23,47,24,26,36,46,23,22,37,22,36,26,23,26,48,26,23,47,21,47,18,47,35,57,23,26,23,46,34,44,37,46,36,26,33,47,23,44,24,2.0
34,55,15,77,13,16,78,36,55,37,56,56,35,56,35,50,51,34,76,39,53,38,53,14,78,14,79,69,22,16,69,22,53,38,66,32,53,38,39,51,72,19,72,19,56,22,39,38,38,38,66,22,15,55,56,22,56,19,72,16,37,38,16,53,15,76,56,22,13,79,16,56,14,56,39,35,56,32,53,22,50,38,39,38,56,19,15,22,14,55,37,22,14,22,38,22,16,38,39,22,14,38,14,38,15,22,15,55,16,22,38,19,39,16,39,38,56,22,15,22,38,35,36,38,38,38,16,35,38,22,36,22,2.0
34,56,22,70,18,22,70,36,56,36,56,54,36,55,35,49,52,34,68,38,54,38,54,20,72,20,72,71,19,17,71,21,52,39,69,32,52,38,38,52,73,18,73,19,54,21,38,39,38,38,69,20,22,56,55,21,56,19,73,17,36,39,22,54,22,68,55,21,18,72,22,56,20,56,38,36,55,32,52,21,49,39,38,39,55,19,22,21,20,56,36,21,20,21,38,21,22,39,38,21,20,38,20,39,22,21,22,56,22,21,38,19,38,17,38,39,55,19,22,21,38,35,36,38,38,39,22,36,38,21,36,21,2.0
35,53,22,70,18,22,70,38,53,38,53,52,39,52,39,46,47,35,68,40,50,40,50,20,72,20,72,63,28,21,63,27,49,41,60,36,49,41,41,47,67,25,66,24,52,28,41,42,41,42,60,28,22,53,52,28,52,25,66,21,38,42,22,50,22,68,52,27,18,72,22,53,20,53,41,39,52,36,49,28,46,42,40,42,52,24,22,27,20,53,38,28,20,28,41,27,22,42,41,28,20,42,20,42,22,27,22,53,22,28,41,24,41,21,41,41,52,28,22,28,41,39,38,42,40,42,22,39,41,27,38,27,2.0
32,56,21,70,18,22,70,35,55,35,56,54,36,54,36,46,50,32,68,38,53,37,53,20,72,20,72,78,14,10,78,14,50,40,76,32,50,39,38,50,80,12,80,12,54,14,38,40,38,40,76,14,22,56,54,14,54,12,80,10,35,40,22,53,22,68,54,14,18,72,22,56,20,56,38,36,54,32,50,14,46,40,38,40,54,12,22,14,20,56,35,14,20,14,38,14,22,40,38,14,20,40,20,40,22,14,22,55,22,14,38,12,38,10,38,40,54,14,22,14,38,36,35,40,37,40,22,36,38,14,35,14,2.0
34,52,15,78,13,15,78,38,52,38,52,58,33,58,32,52,44,34,77,42,48,42,48,14,79,14,79,68,22,17,68,23,55,36,65,29,55,35,42,44,71,19,71,20,58,23,42,36,42,35,65,22,15,52,58,23,59,20,71,17,38,36,15,48,15,77,58,23,13,79,15,52,14,52,42,33,58,29,55,23,52,36,42,36,58,20,15,23,14,52,38,23,14,23,42,23,15,36,42,23,14,35,14,36,15,23,15,52,15,23,42,20,42,17,42,36,58,22,15,23,42,32,38,35,42,36,15,33,42,23,38,23,1.0
34,56,25,66,19,25,66,36,56,36,56,56,34,57,33,51,52,34,64,38,54,38,54,22,69,22,69,73,17,15,73,19,54,37,71,30,54,36,38,52,75,16,75,17,56,19,38,37,38,36,71,18,25,56,57,19,58,17,75,15,36,37,25,54,25,64,57,19,20,69,25,56,22,56,38,34,57,30,54,19,51,37,38,37,57,17,25,19,22,56,36,19,22,19,38,19,25,37,38,19,22,36,22,37,25,19,25,56,25,19,38,17,38,15,38,37,57,17,25,19,38,33,36,36,38,37,25,34,38,19,36,19,2.0
34,56,27,64,21,27,64,36,56,36,56,56,34,56,34,49,52,34,61,38,54,38,54,24,67,24,67,73,19,14,73,18,52,38,71,30,52,38,38,52,76,17,75,16,56,19,38,38,38,38,71,19,27,56,56,19,56,17,75,14,36,38,27,54,27,61,56,18,21,67,27,56,24,56,38,34,56,31,52,19,49,38,38,38,56,16,27,18,24,56,36,19,24,19,38,18,27,38,38,19,24,38,24,38,27,18,27,56,27,19,38,16,38,14,38,38,56,19,27,19,38,34,36,38,38,38,27,34,38,18,36,18,1.0
34,55,17,75,15,18,76,36,55,36,56,55,36,54,36,48,51,34,74,37,53,38,53,16,76,16,77,68,23,17,68,23,52,38,65,33,51,39,38,51,71,20,71,20,55,23,39,39,38,39,65,23,17,55,55,23,55,20,71,17,37,40,18,53,17,74,54,23,15,77,18,56,16,56,39,36,55,33,52,23,48,39,37,39,54,20,17,23,16,55,37,23,16,23,38,23,18,40,39,23,16,39,16,40,17,23,17,55,18,23,38,20,39,17,39,38,55,23,17,23,38,36,36,39,38,39,18,36,38,23,36,23,2.0
37,53,27,65,23,27,65,39,53,39,53,53,39,53,39,49,49,37,63,41,51,41,51,25,67,25,67,67,25,20,67,24,51,41,65,37,51,41,41,49,70,23,69,22,53,25,41,41,41,41,65,25,27,53,53,25,53,23,69,20,39,41,27,51,27,63,53,24,23,67,27,53,25,53,41,39,53,37,51,25,49,41,41,41,53,22,27,24,25,53,39,25,25,25,41,24,27,41,41,25,25,41,25,41,27,24,27,53,27,25,41,22,41,20,41,41,53,25,27,25,41,39,39,41,41,41,27,39,41,24,39,24,2.0
32,54,19,72,13,19,72,36,54,36,54,50,41,50,41,44,46,32,69,38,50,38,50,16,75,16,75,66,24,15,66,23,47,42,62,38,47,42,40,46,71,20,70,19,50,24,40,44,40,44,62,24,19,54,50,24,50,20,70,15,36,44,19,50,19,69,50,23,13,75,19,54,16,54,40,41,50,38,47,24,44,44,38,44,50,19,19,23,16,54,36,24,16,24,40,23,19,44,40,24,16,44,16,44,19,23,19,54,19,24,40,19,40,15,40,42,50,24,19,24,40,41,36,44,38,44,19,41,40,23,36,23,2.0
30,58,19,73,18,20,73,33,57,33,58,55,35,55,35,47,52,30,72,36,55,35,55,19,74,19,74,69,21,12,69,20,51,39,65,31,51,38,36,52,74,17,73,16,55,21,36,39,36,39,65,21,20,58,55,21,55,17,73,12,33,39,20,55,20,72,55,20,18,74,20,58,19,58,36,35,55,31,51,21,47,39,36,39,55,16,20,20,19,58,33,21,19,21,36,20,20,39,36,21,19,39,19,39,20,20,20,57,20,21,36,16,36,12,36,39,55,21,20,21,36,35,33,39,35,39,20,35,36,20,33,20,2.0
32,57,16,76,14,17,77,34,57,35,58,57,34,57,34,51,53,32,75,37,55,36,55,15,77,15,78,72,19,14,72,19,54,37,69,31,54,37,37,53,75,16,75,16,57,19,37,37,36,37,70,19,16,57,57,19,57,16,75,14,35,37,17,55,16,75,57,19,14,78,17,58,15,58,37,34,57,31,54,19,51,37,37,37,57,16,16,19,15,57,35,19,15,19,36,19,17,37,37,19,15,37,15,37,16,19,16,57,17,19,36,16,37,14,37,37,57,19,16,19,36,34,34,37,36,37,17,34,36,19,34,19,2.0
34,56,24,68,20,24,68,36,56,36,56,57,34,57,33,51,52,34,66,38,54,38,54,22,70,22,70,73,18,15,73,19,54,37,71,30,54,36,38,52,75,16,75,17,57,19,38,37,38,36,71,18,24,56,57,19,58,17,75,15,36,37,24,54,24,66,57,19,20,70,24,56,22,56,38,34,57,30,54,19,51,37,38,37,57,17,24,19,22,56,36,19,22,19,38,19,24,37,38,19,22,36,22,37,24,19,24,56,24,19,38,17,38,15,38,37,57,18,24,19,38,33,36,36,38,37,24,34,38,19,36,19,1.0
36,54,26,66,22,26,66,38,54,38,54,53,38,53,38,47,50,36,64,40,52,40,52,24,68,24,68,67,25,20,67,24,50,41,65,35,50,41,40,50,70,23,69,22,53,25,40,41,40,41,65,25,26,54,53,25,53,23,69,20,38,41,26,52,26,64,53,24,22,68,26,54,24,54,40,38,53,35,50,25,47,41,40,41,53,22,26,24,24,54,38,25,24,25,40,24,26,41,40,25,24,41,24,41,26,24,26,54,26,25,40,22,40,20,40,41,53,25,26,25,40,38,38,41,40,41,26,38,40,24,38,24,2.0
38,50,18,74,14,18,74,41,50,41,50,59,33,58,32,52,44,38,72,44,47,44,47,16,76,16,76,72,21,16,71,20,55,36,69,29,55,35,44,44,74,18,73,18,59,20,44,36,44,35,69,20,18,50,59,21,59,18,74,16,41,36,18,47,18,72,58,20,14,76,18,50,16,50,44,33,58,29,55,21,52,36,44,36,58,18,18,20,16,50,41,21,16,21,44,20,18,36,44,21,16,35,16,36,18,20,18,50,18,21,44,18,44,16,44,36,58,21,18,21,44,32,41,35,44,36,18,33,44,20,41,20,1.0
38,52,22,70,18,22,70,40,52,40,52,52,40,52,40,48,48,38,68,42,50,42,50,20,72,20,72,65,27,22,65,26,50,42,63,38,50,42,42,48,68,25,67,24,52,27,42,42,42,42,63,27,22,52,52,27,52,25,67,22,40,42,22,50,22,68,52,26,18,72,22,52,20,52,42,40,52,38,50,27,48,42,42,42,52,24,22,26,20,52,40,27,20,27,42,26,22,42,42,27,20,42,20,42,22,26,22,52,22,27,42,24,42,22,42,42,52,27,22,27,42,40,40,42,42,42,22,40,42,26,40,26,2.0
35,55,27,65,23,27,65,37,55,37,55,55,36,55,36,49,51,35,63,39,53,39,53,25,67,25,67,66,26,21,66,25,52,39,64,34,52,39,39,51,69,24,68,23,55,26,39,39,39,39,64,26,27,55,55,26,55,24,68,21,37,39,27,53,27,63,55,25,23,67,27,55,25,55,39,36,55,34,52,26,50,39,39,39,55,23,27,25,25,55,37,26,25,26,39,25,27,39,39,26,25,39,25,39,27,25,27,55,27,26,39,23,39,21,39,39,55,26,27,26,39,36,37,39,39,39,27,36,39,25,37,25,2.0
37,53,26,66,22,26,66,39,53,39,53,54,38,54,38,50,49,37,64,41,51,41,51,24,68,24,68,68,24,19,68,23,52,40,66,36,52,40,41,49,71,22,70,21,54,24,41,40,41,40,66,24,26,53,54,24,54,22,70,19,39,40,26,51,26,64,54,23,22,68,26,53,24,53,41,38,54,36,52,24,50,40,41,40,54,21,26,23,24,53,39,24,24,24,41,23,26,40,41,24,24,40,24,40,26,23,26,53,26,24,41,21,41,19,41,40,54,24,26,24,41,38,39,40,41,40,26,38,41,23,39,23,1.0
35,51,15,78,13,15,78,39,51,39,51,59,33,58,32,52,43,35,77,43,47,43,47,14,79,14,79,71,22,16,70,20,55,36,68,29,55,35,43,43,74,19,72,18,59,21,43,36,43,35,68,21,15,51,59,22,59,19,73,16,39,36,15,47,15,77,58,20,13,79,15,51,14,51,43,33,58,29,55,22,52,36,43,36,58,18,15,20,14,51,39,22,14,22,43,20,15,36,43,22,14,35,14,36,15,20,15,51,15,22,43,18,43,16,43,36,58,22,15,22,43,32,39,35,43,36,15,33,43,20,39,20,1.0
39,51,28,63,22,28,63,41,51,40,51,53,39,52,39,48,47,39,61,41,49,43,49,25,66,25,66,68,24,20,68,24,51,40,66,37,50,41,42,47,70,22,70,22,53,24,43,41,43,41,66,24,28,51,53,24,53,22,70,20,41,42,28,49,28,61,52,24,23,66,28,51,25,51,43,39,53,37,51,24,48,41,41,41,52,22,28,24,25,51,41,24,25,24,43,24,28,42,43,24,25,41,25,42,28,24,28,51,28,24,43,22,43,20,43,40,53,24,28,24,43,39,41,41,43,41,28,39,43,24,41,24,1.0
31,55,17,76,15,17,76,35,55,35,55,59,33,58,32,52,47,31,75,38,51,38,51,16,77,16,77,71,22,17,70,21,55,35,68,29,55,34,39,47,73,19,72,19,59,21,39,36,39,35,68,21,17,55,59,22,59,19,73,17,35,36,17,51,17,75,58,21,15,77,17,55,16,55,39,33,58,29,55,22,52,36,38,36,58,19,17,21,16,55,35,22,16,22,39,21,17,36,39,22,16,35,16,36,17,21,17,55,17,22,39,19,39,17,39,35,58,22,17,22,39,32,35,35,38,36,17,33,39,21,35,21,2.0
33,55,26,65,20,26,65,36,55,36,55,55,36,55,36,49,49,33,62,39,52,39,52,23,68,23,68,70,21,15,70,21,52,39,67,33,52,39,39,49,73,18,73,18,55,21,39,39,39,39,67,21,26,55,55,21,55,18,73,15,36,39,26,52,26,62,55,21,20,68,26,55,23,55,39,36,55,33,52,21,49,39,39,39,55,18,26,21,23,55,36,21,23,21,39,21,26,39,39,21,23,39,23,39,26,21,26,55,26,21,39,18,39,15,39,39,55,21,26,21,39,36,36,39,39,39,26,36,39,21,36,21,2.0
32,58,20,72,16,20,72,34,57,34,58,58,32,58,31,51,53,32,70,36,56,35,55,18,74,18,74,72,20,16,71,20,54,36,69,29,54,34,36,53,74,18,73,18,58,20,36,36,36,35,69,20,20,57,59,21,59,18,74,16,34,36,20,56,20,70,58,20,16,74,20,58,18,58,37,32,58,30,54,21,53,35,37,36,58,18,20,20,18,57,34,21,18,21,36,20,20,36,37,21,18,35,18,36,20,20,20,57,20,21,36,18,36,16,36,36,58,20,20,21,36,31,34,35,35,35,20,32,36,20,34,20,1.0
38,52,27,65,23,27,65,40,52,40,52,54,38,54,38,50,48,38,63,42,50,42,50,25,67,25,67,68,24,19,68,23,52,40,66,36,52,40,42,48,71,22,70,21,54,24,42,40,42,40,66,24,27,52,54,24,54,22,70,19,40,40,27,50,27,63,54,23,23,67,27,52,25,52,42,38,54,36,52,24,50,40,42,40,54,21,27,23,25,52,40,24,25,24,42,23,27,40,42,24,25,40,25,40,27,23,27,52,27,24,42,21,42,19,42,40,54,24,27,24,42,38,40,40,42,40,27,38,42,23,40,23,2.0
36,54,26,66,22,26,66,38,54,38,54,53,38,53,38,48,50,36,64,40,52,40,52,24,68,24,68,68,24,19,68,23,50,41,66,35,50,41,40,50,71,22,70,21,53,24,40,41,40,41,66,24,26,54,53,24,53,22,70,19,38,41,26,52,26,64,53,23,22,68,26,54,24,54,40,38,53,36,50,24,48,41,40,41,53,21,26,23,24,54,38,24,24,24,40,23,26,41,40,24,24,41,24,41,26,23,26,54,26,24,40,21,40,19,40,41,53,24,26,24,40,38,38,41,40,41,26,38,40,23,38,23,1.0
37,53,23,69,19,23,69,39,53,39,53,54,38,54,38,50,49,37,67,41,51,41,51,21,71,21,71,68,24,19,68,23,52,40,66,36,52,40,41,49,71,22,70,21,54,24,41,40,41,40,66,24,23,53,54,24,54,22,70,19,39,40,23,51,23,67,54,23,19,71,23,53,21,53,41,38,54,36,52,24,50,40,41,40,54,21,23,23,21,53,39,24,21,24,41,23,23,40,41,24,21,40,21,40,23,23,23,53,23,24,41,21,41,19,41,40,54,24,23,24,41,38,39,40,41,40,23,38,41,23,39,23,1.0
40,50,23,69,19,23,69,42,50,42,50,57,35,57,35,53,46,40,67,44,48,44,48,21,71,21,71,68,24,19,68,23,55,37,66,33,55,37,44,46,71,22,70,21,57,24,44,37,44,37,66,24,23,50,57,24,57,22,70,19,42,37,23,48,23,67,57,23,19,71,23,50,21,50,44,35,57,33,55,24,53,37,44,37,57,21,23,23,21,50,42,24,21,24,44,23,23,37,44,24,21,37,21,37,23,23,23,50,23,24,44,21,44,19,44,37,57,24,23,24,44,35,42,37,44,37,23,35,44,23,42,23,1.0
31,58,15,77,13,16,78,33,58,34,59,57,34,57,34,51,54,31,76,36,56,35,56,14,78,14,79,71,20,14,71,20,54,37,68,31,54,37,36,54,74,17,74,17,57,20,36,37,35,37,68,20,15,58,57,20,57,17,74,14,34,37,16,56,15,76,57,20,13,79,16,59,14,59,36,34,57,31,54,20,51,37,36,37,57,17,15,20,14,58,34,20,14,20,35,20,16,37,36,20,14,37,14,37,15,20,15,58,16,20,35,17,36,14,36,37,57,20,15,20,35,34,33,37,35,37,16,34,35,20,33,20,2.0
32,56,22,70,18,22,70,35,56,35,56,50,41,50,41,44,50,32,68,36,53,38,53,20,72,20,72,63,28,21,63,27,47,42,60,38,47,44,38,50,67,25,66,24,50,28,38,44,38,44,60,28,22,56,50,28,50,25,66,21,35,44,22,53,22,68,50,27,18,72,22,56,20,56,38,41,50,38,47,28,44,44,36,44,50,24,22,27,20,56,35,28,20,28,38,27,22,44,38,28,20,44,20,44,22,27,22,56,22,28,38,24,38,21,38,42,50,28,22,28,38,41,35,44,38,44,22,41,38,27,35,27,2.0
34,54,21,70,15,21,70,37,54,37,54,59,32,59,32,53,48,34,67,40,51,40,51,18,73,18,73,71,20,15,71,20,56,35,68,29,56,35,40,48,74,17,74,17,59,20,40,35,40,35,69,20,21,54,59,20,59,17,74,15,37,35,21,51,21,67,59,20,15,73,21,54,18,54,40,32,59,29,56,20,53,35,40,35,59,17,21,20,18,54,37,20,18,20,40,20,21,35,40,20,18,35,18,35,21,20,21,54,21,20,40,17,40,15,40,35,59,20,21,20,40,32,37,35,40,35,21,32,40,20,37,20,1.0
24,66,20,71,17,20,71,26,65,26,65,50,40,50,39,42,62,24,69,28,64,27,64,19,73,19,73,73,19,14,72,18,46,44,70,35,46,42,28,62,76,17,74,16,50,19,28,44,28,43,70,19,21,66,51,20,51,17,75,14,26,44,21,64,21,69,50,18,17,73,21,66,19,66,28,40,50,35,46,20,42,44,28,44,50,16,21,18,19,66,26,20,19,20,28,18,21,44,28,20,19,43,19,44,21,18,21,65,21,20,28,16,28,14,28,44,50,19,21,20,28,39,26,43,27,44,21,40,28,18,26,18,1.0
30,60,21,71,17,21,71,32,60,32,60,55,35,54,34,44,56,30,69,34,58,33,58,19,73,19,73,73,20,15,72,19,49,40,70,30,49,38,34,56,75,17,74,17,55,19,34,40,34,39,70,19,21,60,55,20,55,17,75,15,32,40,21,58,21,69,54,19,17,73,21,60,19,60,34,35,54,30,49,20,45,40,34,40,54,17,21,19,19,60,32,20,19,20,34,19,21,40,34,20,19,39,19,40,21,19,21,60,21,20,34,17,34,15,34,40,54,20,21,20,34,34,32,39,33,40,21,35,34,19,32,19,1.0
37,53,27,65,23,27,65,39,53,39,53,54,38,54,38,50,49,37,63,41,51,41,51,25,67,25,67,67,25,20,67,24,52,40,65,36,52,40,41,49,70,23,69,22,54,25,41,40,41,40,65,25,27,53,54,25,54,23,69,20,39,40,27,51,27,63,54,24,23,67,27,53,25,53,41,38,54,36,52,25,50,40,41,40,54,22,27,24,25,53,39,25,25,25,41,24,27,40,41,25,25,40,25,40,27,24,27,53,27,25,41,22,41,20,41,40,54,25,27,25,41,38,39,40,41,40,27,38,41,24,39,24,2.0
37,53,25,67,21,25,67,39,53,39,53,56,36,56,36,52,49,37,65,41,51,41,51,23,69,23,69,68,24,19,68,23,54,38,66,34,54,38,41,49,71,22,70,21,56,24,41,38,41,38,66,24,25,53,56,24,56,22,70,19,39,38,25,51,25,65,56,23,21,69,25,53,23,53,41,36,56,34,54,24,52,38,41,38,56,21,25,23,23,53,39,24,23,24,41,23,25,38,41,24,23,38,23,38,25,23,25,53,25,24,41,21,41,19,41,38,56,24,25,24,41,36,39,38,41,38,25,36,41,23,39,23,1.0
40,50,24,67,18,24,67,42,50,42,50,56,35,56,35,50,46,40,65,44,48,44,48,21,70,21,70,71,21,17,71,21,53,38,69,32,53,38,44,46,73,19,73,19,56,21,44,38,44,38,69,21,24,50,56,21,56,19,73,17,42,38,24,48,24,65,56,21,19,70,24,50,21,50,44,35,56,32,53,21,50,38,44,38,56,19,24,21,21,50,42,21,21,21,44,21,24,38,44,21,21,38,21,38,24,21,24,50,24,21,44,19,44,17,44,38,56,21,24,21,44,35,42,38,44,38,24,35,44,21,42,21,2.0
36,54,23,69,19,23,69,38,54,38,54,57,35,57,35,53,50,36,67,40,52,40,52,21,71,21,71,69,23,18,69,22,55,37,67,33,55,37,40,50,72,21,71,20,57,23,40,37,40,37,67,23,23,54,57,23,57,21,71,18,38,37,23,52,23,67,57,22,19,71,23,54,21,54,40,35,57,33,55,23,53,37,40,37,57,20,23,22,21,54,38,23,21,23,40,22,23,37,40,23,21,37,21,37,23,22,23,54,23,23,40,20,40,18,40,37,57,23,23,23,40,35,38,37,40,37,23,35,40,22,38,22,1.0
35,55,25,67,21,25,67,37,55,37,55,54,36,55,35,49,51,35,65,39,53,39,53,23,69,23,69,71,18,15,71,20,52,39,68,32,52,38,39,51,74,16,74,17,54,20,39,39,39,38,69,19,25,55,55,20,56,17,74,15,37,39,25,53,25,65,55,20,21,69,25,55,23,55,39,36,55,32,52,20,49,39,39,39,55,17,25,20,23,55,37,20,23,20,39,20,25,39,39,20,23,38,23,39,25,20,25,55,25,20,39,17,39,15,39,39,55,18,25,20,39,35,37,38,39,39,25,36,39,20,37,20,2.0
37,52,22,70,18,22,70,39,52,39,52,53,39,53,39,49,47,36,68,42,49,42,49,20,72,20,72,64,27,20,64,26,51,41,61,37,51,41,42,47,68,24,67,23,53,27,42,41,42,41,61,27,22,52,53,27,53,24,67,20,39,41,22,49,22,68,53,26,18,72,22,52,20,52,42,39,53,37,51,27,49,41,42,41,53,23,22,26,20,52,39,27,20,27,42,26,22,41,42,27,20,41,20,41,22,26,22,52,22,27,42,23,42,20,42,41,53,27,22,27,42,39,39,41,42,41,22,39,42,26,39,26,2.0
