@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {2,3,4,1}

@data
17,72,16,71,12,69,17,13,71,16,72,18,16,69,68,67,13,75,13,76,18,19,76,15,74,14,17,17,18,15,19,16,14,18,14,20,75,13,17,16,17,18,12,76,16,18,17,18,18,13,12,19,3
20,73,17,72,17,65,22,18,67,21,68,23,19,71,64,71,17,73,19,75,21,24,71,20,70,19,18,22,19,20,21,20,18,23,19,24,71,18,20,21,20,22,17,74,17,23,19,23,20,18,17,23,2
23,63,20,62,13,66,17,13,68,17,69,19,21,59,63,56,15,69,16,70,24,20,74,14,73,14,22,18,24,15,25,15,17,20,17,21,74,13,23,17,23,18,14,70,21,19,22,19,24,13,14,20,3
17,75,16,74,13,68,19,13,70,18,71,19,17,72,66,72,15,76,15,77,18,20,75,15,74,15,17,19,17,15,18,15,15,19,15,20,75,13,17,18,17,19,13,77,16,19,17,19,17,13,13,19,2
22,65,22,64,17,62,22,17,64,21,65,22,22,62,59,59,19,69,18,70,24,24,70,18,69,18,23,23,24,19,25,19,19,24,19,25,70,17,23,22,22,23,17,70,22,23,23,22,24,17,17,24,4
13,75,15,74,9,74,14,10,75,14,76,13,14,72,72,70,11,78,10,79,15,15,80,11,78,11,15,14,15,11,16,12,11,14,11,16,79,10,14,14,13,15,9,79,15,14,15,13,15,10,9,15,4
16,72,16,71,12,69,16,12,71,16,72,16,16,70,67,68,13,75,13,76,18,18,76,13,75,13,17,17,18,14,19,14,14,18,14,19,76,12,17,16,16,17,13,76,16,17,17,16,18,12,13,18,3
18,75,15,74,13,68,19,13,70,17,71,20,17,72,66,72,15,76,15,77,18,20,75,15,74,15,17,19,17,15,18,15,15,19,15,20,75,13,17,17,18,19,13,77,15,19,17,20,17,13,13,19,1
21,68,19,67,14,65,21,15,67,19,68,22,20,66,63,63,15,72,16,73,22,23,73,18,71,16,20,20,21,17,22,18,16,21,16,23,72,15,21,19,21,21,15,73,19,22,20,22,21,15,15,22,3
18,72,18,72,14,67,21,16,69,20,70,20,18,70,66,69,16,75,16,75,19,21,73,18,72,18,19,21,19,18,19,18,16,21,16,22,73,16,18,20,18,21,14,75,18,21,19,21,19,16,14,21,3
14,73,15,72,10,64,16,9,66,18,67,16,14,69,58,68,12,76,11,77,16,18,75,9,74,11,16,18,17,11,18,11,13,19,13,20,75,9,15,18,14,18,10,77,16,17,16,16,17,9,10,19,4
22,67,18,66,12,69,17,12,71,15,72,19,20,64,67,61,14,72,15,73,22,19,76,14,75,13,20,17,21,14,22,14,15,18,15,19,76,12,21,15,22,17,13,73,18,18,20,19,21,12,13,18,1
23,68,22,67,20,63,23,20,65,23,66,24,22,65,62,65,21,69,21,70,24,25,69,21,68,21,23,24,24,22,25,22,22,25,22,26,69,20,23,23,23,24,20,70,22,24,23,24,24,20,20,25,2
18,75,14,74,13,65,19,12,68,17,69,21,16,72,63,72,14,76,15,77,18,21,74,15,73,14,16,19,17,15,18,15,15,20,15,21,74,12,17,17,18,19,13,77,14,20,16,21,17,12,13,20,1
16,72,15,72,14,66,19,15,68,17,69,19,16,70,64,69,15,75,14,75,18,20,73,16,72,16,18,20,19,17,19,17,16,21,16,22,73,15,17,17,16,20,14,75,15,20,18,19,19,15,14,21,1
19,70,19,69,16,64,22,16,66,21,67,21,20,67,62,66,17,72,18,73,22,24,72,19,70,18,20,21,21,18,22,19,18,22,18,24,71,16,21,21,19,22,16,73,20,23,20,21,21,16,16,23,4
17,73,17,72,13,65,20,13,66,20,67,20,17,70,61,69,15,75,14,76,18,21,73,14,72,15,18,21,18,15,19,15,15,21,15,22,73,14,17,20,17,21,13,76,17,20,18,20,18,14,13,21,2
18,69,16,68,10,68,16,11,71,15,72,17,17,65,67,62,12,74,12,75,19,18,76,13,75,13,18,17,19,14,20,14,13,18,13,19,76,11,18,15,18,17,10,75,16,17,18,17,19,11,10,18,2
14,70,17,69,12,67,16,11,69,17,69,14,17,67,63,64,14,74,12,75,17,17,75,11,75,13,19,19,19,13,20,13,14,19,14,19,75,11,17,17,15,19,12,75,17,16,19,14,19,11,12,19,4
16,71,13,70,9,67,16,12,69,15,70,18,14,69,64,65,9,76,11,77,17,19,75,14,74,12,15,17,17,14,18,14,11,19,11,20,75,12,16,15,17,17,10,77,13,18,15,19,17,12,10,19,1
19,74,14,73,14,67,19,16,69,17,70,22,16,71,66,71,14,75,16,76,19,22,73,18,72,16,16,19,18,18,19,18,16,21,16,22,73,16,18,17,19,19,14,76,14,21,16,22,18,16,14,21,1
16,73,16,72,13,67,18,14,69,18,70,18,16,70,65,69,14,75,14,76,18,20,74,15,73,15,17,19,18,16,19,16,15,20,15,21,74,14,17,18,16,19,13,76,16,19,17,18,18,14,13,20,4
21,66,23,65,18,65,22,19,66,23,67,21,22,63,64,61,20,69,18,70,23,23,70,19,69,21,24,24,24,21,25,21,20,24,20,25,70,20,22,23,21,24,18,70,23,22,24,21,24,20,18,24,4
19,72,17,71,16,63,21,16,65,20,66,22,18,69,60,69,17,73,17,74,20,23,71,17,70,17,19,22,20,18,21,18,18,23,18,24,71,16,19,20,19,22,16,74,17,22,19,22,20,16,16,23,3
18,72,16,71,14,68,19,15,70,17,71,19,18,69,67,68,15,74,16,75,20,21,74,17,73,16,18,19,19,17,20,17,16,20,16,21,74,15,19,17,18,19,14,75,16,20,18,19,19,15,14,20,1
22,68,22,67,19,67,21,17,68,21,69,21,22,66,66,64,20,70,19,71,23,22,72,18,71,19,23,22,23,19,24,19,20,22,20,23,72,18,22,21,22,22,19,71,22,21,23,21,23,18,19,22,3
18,73,14,72,13,65,19,14,67,17,68,21,16,70,62,69,13,75,15,76,19,22,73,16,72,14,16,19,18,16,19,16,15,21,15,22,73,14,18,17,18,19,13,76,14,21,16,21,18,14,13,21,1
17,72,15,71,12,70,15,11,72,13,73,16,16,69,68,67,13,75,14,76,19,18,77,13,76,11,16,15,18,13,19,13,14,17,14,18,77,11,18,14,17,15,12,76,15,17,16,16,18,11,12,17,3
15,72,18,71,12,69,16,11,71,18,71,15,17,69,66,67,14,75,13,76,17,17,76,12,76,13,18,18,18,13,19,13,14,18,14,18,76,11,17,18,16,18,12,76,18,16,18,15,18,11,12,18,4
19,74,14,73,14,68,18,15,70,16,71,21,16,71,67,71,14,75,16,76,19,21,74,17,73,15,16,18,18,17,19,17,16,20,16,21,74,15,18,16,19,18,14,76,14,20,16,21,18,15,14,20,1
16,73,14,72,11,66,17,11,68,16,69,18,15,70,62,68,12,76,12,77,17,19,75,12,74,12,16,18,17,13,18,13,13,19,13,20,75,11,16,16,16,18,11,77,14,18,16,18,17,11,11,19,3
24,65,18,64,16,65,18,16,67,16,68,22,20,61,63,59,17,69,19,70,25,23,72,18,71,16,20,18,24,18,25,18,19,22,19,23,72,16,24,18,24,18,16,70,20,22,20,22,24,16,16,22,1
20,67,20,66,15,69,17,14,71,17,72,17,20,64,68,61,16,71,16,72,22,19,75,15,74,15,21,18,22,16,23,16,17,19,17,20,75,14,21,17,20,18,15,72,20,18,21,17,22,14,15,19,4
20,71,16,70,15,66,21,17,68,18,69,22,19,68,65,67,16,73,17,74,21,23,72,19,71,18,19,21,20,19,21,19,17,22,17,23,72,17,20,18,20,21,15,74,16,22,19,22,20,17,15,22,1
21,70,21,69,18,68,20,17,70,20,71,20,21,67,68,67,20,71,19,72,22,21,73,18,72,19,22,21,22,19,23,19,20,21,20,22,73,17,21,20,21,21,18,72,21,20,22,20,22,17,18,21,2
22,71,18,70,17,66,21,17,68,19,69,23,20,68,65,68,18,72,19,73,22,23,72,19,71,18,20,21,21,19,22,19,19,22,19,23,72,17,21,19,22,21,17,73,18,22,20,23,21,17,17,22,1
15,73,16,72,11,72,16,12,73,15,74,15,16,70,70,68,13,76,12,77,17,17,78,13,76,13,17,16,17,13,18,14,13,16,13,18,77,12,16,15,15,17,11,77,16,16,17,15,17,12,11,17,4
22,69,21,68,17,67,21,16,69,20,70,21,22,67,66,66,19,71,19,72,23,22,73,18,72,18,22,21,22,18,23,18,19,21,19,22,73,16,22,20,22,21,18,72,21,21,22,21,22,16,18,21,3
21,69,19,68,15,71,18,15,72,17,73,19,20,67,71,65,16,72,17,73,22,20,75,17,74,16,20,18,21,17,22,17,17,19,17,20,75,16,21,17,21,18,16,73,19,19,20,19,21,16,16,19,3
16,71,15,70,9,73,13,8,75,11,76,13,16,70,71,66,11,76,11,77,18,15,80,10,79,9,16,13,17,10,18,10,11,14,11,15,80,8,17,12,16,13,11,77,15,14,16,13,17,8,11,14,3
17,75,13,74,11,69,17,12,71,15,72,19,15,72,67,71,12,77,13,78,17,19,76,14,75,13,15,17,16,14,17,14,13,18,13,19,76,12,16,15,17,17,11,78,13,18,15,19,16,12,11,18,1
17,74,13,73,12,69,16,12,71,14,72,18,15,71,67,70,12,76,14,77,18,19,76,14,75,12,15,16,17,14,18,14,14,18,14,19,76,12,17,14,17,16,12,77,13,18,15,18,17,12,12,18,1
20,71,16,70,12,65,21,14,68,19,69,22,19,68,64,66,14,74,15,76,20,22,73,17,72,17,18,21,18,17,20,17,14,21,15,22,73,14,19,19,20,21,12,75,16,21,19,22,19,14,12,21,1
16,75,14,74,11,68,18,11,68,17,69,19,15,72,64,71,12,77,13,78,17,20,75,13,74,12,15,18,16,13,17,13,13,19,13,20,75,13,16,17,16,18,11,78,14,19,15,19,16,13,11,19,2
19,71,17,70,13,71,17,14,73,16,74,18,18,68,71,66,14,74,15,75,20,19,76,16,75,15,18,17,19,16,20,16,15,18,15,19,76,14,19,16,19,17,13,75,17,18,18,18,19,14,13,18,3
18,70,22,69,18,67,21,19,68,22,69,19,20,67,66,67,20,71,18,72,21,22,72,19,70,20,22,22,22,20,23,21,20,22,20,24,71,19,20,22,18,23,18,72,22,21,22,19,22,19,18,23,4
17,74,13,73,12,69,16,11,70,14,71,18,15,71,66,70,12,76,14,77,18,19,76,13,75,11,15,16,17,13,18,13,14,18,14,19,76,12,17,14,17,16,12,77,13,18,15,18,17,12,12,18,1
20,72,18,71,16,70,20,19,71,19,72,21,19,69,70,69,17,73,18,74,21,22,73,20,72,19,19,20,20,20,21,20,18,21,18,22,73,19,20,19,20,20,16,74,18,21,19,21,20,19,16,21,2
15,73,16,72,10,67,17,9,69,17,69,16,17,69,62,68,13,76,13,77,17,18,76,11,76,11,17,18,17,11,18,11,13,18,13,18,76,9,17,17,16,18,10,77,16,17,17,16,17,9,10,18,3
19,71,21,70,17,67,20,16,69,21,70,19,20,69,66,69,19,72,18,73,21,21,73,17,72,18,21,21,21,18,22,18,19,21,19,22,73,16,20,21,19,21,18,73,21,20,21,19,21,16,18,21,4
16,73,14,73,13,69,17,14,71,15,72,18,15,71,68,70,13,76,14,76,18,19,75,16,74,14,16,17,18,16,18,16,15,19,15,20,75,14,17,15,16,17,13,76,14,19,16,18,18,14,13,19,1
23,67,21,66,17,67,21,18,69,20,70,22,22,64,67,62,18,70,19,71,24,23,72,20,71,19,22,21,23,20,24,20,19,22,19,23,72,18,23,20,23,21,17,71,21,22,22,22,23,18,17,22,3
18,72,16,71,12,72,16,13,74,15,75,17,17,69,72,67,13,75,14,76,19,18,77,15,76,14,17,16,18,15,19,15,14,17,14,18,77,13,18,15,18,16,12,76,16,17,17,17,18,13,12,17,3
22,68,21,67,18,65,21,18,67,21,68,22,21,65,64,64,19,70,19,71,23,23,71,19,70,19,22,22,23,20,24,20,20,23,20,24,71,18,22,21,22,22,18,71,21,22,22,22,23,18,18,23,3
20,70,19,69,16,68,19,17,70,19,71,20,19,67,68,66,17,72,17,73,21,21,73,18,72,18,20,20,21,19,22,19,18,21,18,22,73,17,20,19,20,20,16,73,19,20,20,20,21,17,16,21,3
17,74,16,73,14,66,19,15,68,19,69,20,16,71,64,71,15,75,15,76,18,21,73,16,72,16,17,20,18,17,19,17,16,21,16,22,73,15,17,19,17,20,14,76,16,20,17,20,18,15,14,21,3
15,74,14,74,14,67,18,16,69,17,70,19,14,72,66,72,14,76,14,76,17,20,73,17,72,16,16,19,18,18,18,18,16,21,16,22,73,16,16,17,15,19,14,76,14,20,16,19,18,16,14,21,1
15,77,14,76,11,66,19,11,68,18,69,19,15,74,62,74,13,78,13,79,16,20,75,13,74,13,15,19,15,13,16,13,13,19,13,20,75,11,15,18,15,19,11,79,14,19,15,19,15,11,11,19,3
18,71,17,70,13,67,19,14,69,18,70,19,18,68,65,66,14,74,15,75,20,21,74,16,73,15,18,19,19,16,20,16,15,20,15,21,74,14,19,18,18,19,13,75,17,20,18,19,19,14,13,20,2
23,67,22,66,19,65,21,18,67,21,68,22,22,64,64,63,20,69,20,70,24,23,71,19,70,19,23,22,24,20,25,20,21,23,21,24,71,18,23,21,23,22,19,70,22,22,23,22,24,18,19,23,3
17,72,11,71,9,70,14,9,73,10,74,16,15,68,69,66,10,76,12,77,18,17,78,12,77,10,15,14,17,12,18,12,12,16,12,17,78,9,17,10,17,14,9,77,11,16,15,16,17,9,9,16,1
18,70,18,69,14,68,18,14,69,18,70,18,18,67,66,65,15,73,15,74,20,20,74,15,73,15,19,19,20,16,21,16,16,20,16,21,74,15,19,18,18,19,14,74,18,19,19,18,20,15,14,20,2
19,71,18,70,15,64,21,15,67,20,68,21,19,69,63,68,16,73,17,74,21,23,72,18,71,17,19,21,20,18,21,18,17,22,17,23,72,15,20,20,19,21,16,74,18,22,19,21,20,15,16,22,2
17,74,16,73,14,72,16,14,74,16,74,16,17,71,72,71,15,75,16,76,18,18,76,15,76,15,17,17,18,16,19,16,16,18,16,18,76,14,18,16,17,17,14,76,16,17,17,16,18,14,14,18,3
18,72,16,71,14,66,19,15,68,18,69,21,17,69,64,68,15,74,15,75,19,21,73,17,72,16,18,20,19,17,20,17,16,21,16,22,73,15,18,18,19,20,14,75,16,20,18,21,19,15,14,21,1
19,67,19,66,13,70,17,14,72,17,72,16,20,64,69,60,15,72,14,73,20,18,75,14,75,16,21,19,21,16,22,16,15,19,15,19,75,14,20,17,19,19,13,73,19,17,21,16,21,14,13,19,3
19,70,21,69,16,69,19,16,71,20,72,18,20,67,69,66,18,72,17,73,21,20,74,17,73,18,21,20,21,18,22,18,18,20,18,21,74,16,20,20,19,20,16,73,21,19,21,18,21,16,16,20,4
22,67,17,66,13,67,18,14,69,16,70,21,19,65,65,61,13,72,15,73,22,21,74,16,73,14,19,18,21,16,22,16,15,20,15,21,74,14,21,16,22,18,14,73,17,20,19,21,21,14,14,20,1
21,70,17,69,16,65,20,16,67,18,68,22,19,67,63,66,16,72,18,73,22,23,72,18,71,16,19,20,21,18,22,18,18,22,18,23,72,16,21,18,21,20,16,73,17,22,19,22,21,16,16,22,1
19,71,18,70,15,71,16,14,73,16,74,17,18,68,71,67,16,73,16,74,20,18,76,15,75,15,19,17,20,16,21,16,17,18,17,19,76,14,19,16,19,17,15,74,18,17,19,17,20,14,15,18,3
15,73,14,72,9,67,17,10,68,17,69,17,14,71,64,68,10,77,11,78,16,19,75,12,74,12,15,18,16,13,17,13,11,19,11,20,75,12,15,17,15,18,10,78,14,18,15,18,16,12,10,19,2
18,73,18,72,15,70,18,15,72,18,73,18,18,71,70,71,17,74,16,75,19,19,75,16,74,17,19,19,19,17,20,17,17,19,17,20,75,15,18,18,18,19,16,75,18,18,19,18,19,15,16,19,3
15,77,13,76,11,71,15,10,73,14,74,16,14,74,69,74,12,78,13,79,16,17,78,12,77,11,14,15,15,12,16,12,13,16,13,17,78,10,15,14,15,15,11,79,13,16,14,16,15,10,11,16,2
21,68,24,67,20,67,20,18,69,22,70,19,22,65,67,65,22,69,20,70,23,21,72,18,71,20,24,22,24,20,25,20,22,22,22,23,72,18,22,22,21,22,20,70,24,20,24,19,24,18,20,22,4
21,72,16,71,16,68,19,17,70,17,71,22,18,69,68,69,16,73,18,74,21,22,73,19,72,17,18,19,20,19,21,19,18,21,18,22,73,17,20,17,21,19,16,74,16,21,18,22,20,17,16,21,1
21,68,19,67,17,64,20,14,66,19,67,21,20,66,62,63,17,71,17,72,22,22,72,16,71,16,21,21,22,17,23,17,18,22,18,23,72,15,21,19,21,21,17,72,19,21,21,21,22,15,17,22,3
17,72,17,71,14,68,19,16,69,18,70,19,17,69,66,68,15,74,15,75,19,21,74,17,72,16,18,19,19,17,20,18,16,20,16,22,73,16,18,18,17,20,14,75,17,20,18,19,19,16,14,21,3
19,73,15,72,13,71,16,12,73,14,74,18,17,70,70,69,14,75,15,76,19,18,77,14,76,13,17,16,18,14,19,14,15,17,15,18,77,12,18,14,19,16,13,76,15,17,17,18,18,12,13,17,1
16,71,17,71,13,70,17,14,71,17,72,17,16,69,69,67,14,75,13,75,18,18,75,15,74,15,18,18,19,16,19,16,15,19,15,20,75,15,17,17,16,18,13,75,17,18,18,17,19,15,13,19,2
18,73,16,72,16,61,20,14,64,19,65,22,16,71,58,70,16,74,16,75,19,23,71,16,70,15,17,21,19,17,20,17,17,23,17,24,71,14,18,20,18,21,16,75,16,22,17,22,19,14,16,23,3
19,73,16,72,15,65,21,16,67,19,68,22,18,70,63,70,16,74,17,75,20,23,72,18,71,17,18,21,19,18,20,18,17,22,17,23,72,16,19,19,19,21,15,75,16,22,18,22,19,16,15,22,2
20,67,19,67,13,67,19,14,69,18,70,19,19,65,65,61,14,73,15,73,21,20,74,16,73,15,20,19,21,16,21,16,15,20,15,21,74,14,20,18,20,19,13,73,19,20,20,20,21,14,13,20,2
23,65,21,64,17,64,21,16,65,20,66,22,22,63,61,60,18,69,18,70,24,23,71,17,70,17,23,22,24,18,25,18,19,23,19,24,71,17,23,20,23,22,18,70,21,22,23,22,24,17,18,23,2
23,66,22,65,18,62,23,17,64,22,65,23,23,63,59,61,19,69,20,70,25,25,70,19,69,18,23,23,24,19,25,19,20,24,20,25,70,17,24,22,23,23,18,70,22,24,23,23,24,17,18,24,3
19,65,19,64,12,64,17,10,66,17,67,18,19,61,60,57,14,71,13,72,21,19,74,12,73,12,21,19,22,13,23,13,15,20,15,21,74,11,20,17,20,19,12,72,19,18,21,18,22,11,12,20,2
19,68,21,67,14,69,17,12,71,18,72,16,20,65,67,62,16,72,15,73,21,18,76,13,75,14,21,18,21,14,22,14,16,18,16,19,76,12,20,18,19,18,14,73,21,17,21,16,21,12,14,18,4
15,72,17,71,12,74,12,11,76,13,77,12,15,69,74,67,14,75,12,76,17,14,79,11,78,12,17,14,18,13,19,13,14,15,14,16,79,11,16,14,15,14,12,76,17,13,17,12,18,11,12,15,4
16,75,16,74,16,67,18,14,69,18,70,18,16,73,65,73,16,75,16,76,18,20,74,15,73,15,17,19,18,16,19,16,17,20,17,21,74,14,17,18,16,19,16,76,16,19,17,18,18,14,16,20,3
24,65,21,64,14,65,21,14,67,19,68,22,23,62,62,59,17,70,17,71,24,22,73,16,72,16,23,21,23,16,24,16,17,21,17,22,73,14,23,19,24,21,15,71,21,21,23,22,23,14,15,21,1
19,71,18,70,15,69,17,14,71,17,72,18,18,68,68,67,16,73,16,74,20,19,75,15,74,15,19,18,20,16,21,16,17,19,17,20,75,14,19,17,19,18,15,74,18,18,19,18,20,14,15,19,2
17,75,15,74,13,69,18,13,70,17,71,19,16,72,67,72,14,76,15,77,18,20,75,15,74,14,16,18,17,15,18,15,15,19,15,20,75,14,17,17,17,18,13,77,15,19,16,19,17,14,13,19,2
15,73,11,72,9,67,14,10,69,13,70,17,12,70,63,67,9,77,10,78,16,18,76,11,75,10,13,15,16,12,17,12,11,18,11,19,76,10,15,14,15,15,9,78,12,17,13,17,16,10,9,18,2
18,71,20,70,15,65,21,15,66,22,67,20,19,68,62,67,17,73,16,74,20,22,72,16,71,17,20,22,20,17,21,17,17,22,17,23,72,16,19,22,18,22,15,74,20,21,20,20,20,16,15,22,4
20,70,20,69,18,65,21,18,67,21,68,21,20,67,64,67,19,71,19,72,22,23,71,19,70,19,21,22,22,20,23,20,20,23,20,24,71,18,21,21,20,22,18,72,20,22,21,21,22,18,18,23,3
21,70,21,69,18,63,23,18,65,23,66,23,21,67,61,67,20,71,19,72,22,24,70,19,69,20,22,24,22,20,23,20,20,24,20,25,70,18,21,23,21,24,18,72,21,23,22,23,22,18,18,24,2
19,72,18,71,16,67,19,16,69,19,70,20,18,69,66,69,17,73,17,74,20,21,73,17,72,17,19,20,20,18,21,18,18,21,18,22,73,16,19,19,19,20,16,74,18,20,19,20,20,16,16,21,2
14,75,14,74,9,72,14,9,74,14,75,14,14,72,70,70,11,78,10,79,15,15,79,10,78,11,15,15,15,11,16,11,11,15,11,16,79,9,14,14,14,15,9,79,14,14,15,14,15,9,9,15,3
16,71,15,71,11,69,17,12,72,15,73,17,16,70,69,67,12,76,12,76,18,18,76,15,75,14,17,17,18,15,18,15,13,18,13,19,76,12,17,15,16,17,12,76,15,18,17,17,18,12,12,18,1
20,69,20,68,15,70,17,13,72,17,73,17,20,68,69,66,17,72,16,73,21,18,76,14,75,15,21,18,21,15,22,15,17,18,17,19,76,13,20,17,20,18,17,73,20,17,21,17,21,13,17,18,2
16,73,12,72,9,72,13,9,74,11,75,15,14,70,70,67,9,77,11,78,17,16,79,11,78,9,14,13,16,11,17,11,11,15,11,16,79,9,16,11,16,13,9,78,12,15,14,15,16,9,9,15,1
18,71,15,70,13,68,18,13,70,15,71,18,18,68,66,66,14,74,15,75,20,20,75,15,74,14,18,18,19,15,20,15,15,19,15,20,75,13,19,15,18,18,13,75,15,19,18,18,19,13,13,19,1
17,73,19,72,15,69,17,12,71,18,72,16,18,70,67,70,17,74,16,75,19,18,76,13,75,14,19,18,19,14,20,14,17,18,17,19,76,12,18,18,17,18,15,75,19,17,19,16,19,12,15,18,4
20,71,16,70,13,67,19,14,69,17,70,21,18,69,65,67,14,74,15,75,20,21,74,16,73,15,18,19,19,16,20,16,15,20,15,21,74,14,19,17,20,19,14,75,16,20,18,21,19,14,14,20,1
21,66,20,65,14,68,18,13,70,17,71,18,21,63,66,59,15,71,16,72,23,20,75,15,74,14,21,18,22,15,23,15,16,19,16,20,75,13,22,17,21,18,14,72,20,19,21,18,22,13,14,19,2
20,71,16,70,15,68,19,17,70,17,71,21,18,68,68,67,15,73,17,74,21,22,73,19,72,17,18,19,20,19,21,19,17,21,17,22,73,17,20,17,20,19,15,74,16,21,18,21,20,17,15,21,1
17,72,17,71,14,67,17,12,69,17,70,17,17,69,64,68,15,74,15,75,19,19,75,13,74,13,18,18,19,14,20,14,16,19,16,20,75,12,18,17,17,18,14,75,17,18,18,17,19,12,14,19,4
17,70,20,69,14,69,17,14,71,19,72,16,18,67,68,65,16,73,14,74,19,18,75,14,74,16,20,19,20,16,21,16,16,19,16,20,75,14,18,19,17,19,14,74,20,17,20,16,20,14,14,19,4
20,69,19,68,13,71,18,14,73,17,74,18,20,66,71,63,15,73,15,74,21,19,76,16,75,16,20,18,20,16,21,16,15,18,15,19,76,14,20,17,20,18,13,74,19,18,20,18,20,14,13,18,3
18,72,17,71,14,75,14,14,76,14,77,15,17,69,75,68,15,74,15,75,19,16,78,14,77,14,18,15,19,15,20,15,16,16,16,17,78,14,18,14,18,15,14,75,17,15,18,15,19,14,14,16,2
22,68,18,67,16,70,17,15,72,15,73,19,20,65,70,63,16,71,18,72,23,20,75,17,74,15,20,17,22,17,23,17,18,19,18,20,75,15,22,15,22,17,16,72,18,19,20,19,22,15,16,19,1
20,70,19,69,16,70,17,15,72,17,73,18,19,68,70,67,17,72,17,73,21,19,75,16,74,16,20,18,21,17,22,17,18,19,18,20,75,15,20,17,20,18,17,73,19,18,20,18,21,15,17,19,3
14,72,15,71,10,68,15,10,70,16,70,14,15,69,64,66,12,76,11,77,15,16,76,10,76,12,17,18,17,12,18,12,12,18,12,18,76,10,15,16,15,18,10,77,15,15,17,15,17,10,10,18,3
12,73,14,72,9,68,15,8,69,15,70,13,14,71,63,68,10,77,10,78,16,17,77,9,76,9,15,16,16,10,17,10,11,17,11,18,77,9,15,15,12,16,10,78,14,16,15,13,16,9,10,17,4
19,68,16,67,12,71,14,11,73,12,74,16,17,65,70,61,12,73,13,74,20,17,78,13,76,11,18,14,20,13,21,14,14,16,14,18,77,11,19,12,19,15,12,74,16,16,18,16,20,11,12,17,1
16,71,18,70,13,70,15,12,71,16,72,15,16,69,68,67,15,74,13,75,18,17,76,12,75,13,18,17,19,14,20,14,15,18,15,19,76,13,17,17,16,17,14,75,18,16,18,15,19,13,14,18,4
18,73,18,72,15,67,20,16,69,20,70,20,18,70,66,70,17,74,16,75,19,21,73,17,72,18,19,21,19,18,20,18,17,21,17,22,73,16,18,20,18,21,15,75,18,20,19,20,19,16,15,21,2
17,75,12,74,11,67,17,12,69,15,70,20,14,72,64,71,11,77,13,78,17,20,75,14,74,12,14,17,16,14,17,14,13,19,13,20,75,12,16,15,17,17,11,78,12,19,14,20,16,12,11,19,1
15,75,16,74,11,73,16,11,74,15,75,15,16,72,71,71,13,77,13,78,17,17,79,13,77,12,16,15,16,12,17,13,13,15,13,17,78,11,16,15,15,16,11,78,16,16,16,15,16,11,11,16,4
18,69,21,68,15,69,18,14,71,19,72,16,20,66,68,64,17,72,16,73,21,19,75,15,74,16,21,19,21,16,22,16,17,19,17,20,75,14,20,19,18,19,15,73,21,18,21,16,21,14,15,19,4
15,76,14,75,12,71,14,10,73,14,74,15,14,73,69,73,13,77,13,78,16,16,78,11,77,11,15,15,16,12,17,12,14,16,14,17,78,10,15,14,15,15,12,78,14,15,15,15,16,10,12,16,3
20,72,15,71,14,68,18,15,70,16,71,21,17,69,67,68,14,74,16,75,20,21,74,17,73,15,17,18,19,17,20,17,16,20,16,21,74,15,19,16,20,18,14,75,15,20,17,21,19,15,14,20,1
18,73,14,72,13,69,17,13,71,14,72,19,16,71,68,69,13,75,15,77,19,20,76,16,74,13,15,16,17,15,19,16,14,18,15,20,75,13,18,15,18,17,13,76,14,19,16,19,18,13,13,19,2
21,68,20,68,16,68,21,17,70,19,71,21,21,66,68,64,18,72,17,72,22,21,73,19,72,19,22,21,22,19,22,19,18,21,18,22,73,17,21,19,21,21,16,72,20,21,22,21,22,17,16,21,1
20,69,20,68,17,69,17,14,71,17,72,17,20,66,68,65,18,71,18,72,22,19,75,15,74,15,21,18,22,16,23,16,19,19,19,20,75,14,21,17,20,18,17,72,20,18,21,17,22,14,17,19,2
