@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atLccc numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atLbcc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMaaa numeric
@attribute o3atMacb numeric
@attribute o3atLacb numeric
@attribute o4atMbba numeric
@attribute o4atLbba numeric
@attribute o4atMabb numeric
@attribute o4atLabb numeric
@attribute o4atMaaa numeric
@attribute o4atMaba numeric
@attribute o4atLaba numeric
@attribute o4atMbab numeric
@attribute o4atLbab numeric
@attribute o4atMbbb numeric
@attribute o4atLbbb numeric
@attribute o4atMbaa numeric
@attribute o4atLbaa numeric
@attribute o4atMaab numeric
@attribute o4atLaab numeric
@attribute o4atMabc numeric
@attribute o4atLabc numeric
@attribute o4atLbbc numeric
@attribute o4atMcbb numeric
@attribute o4atLcbb numeric
@attribute o4atMbcb numeric
@attribute o4atLbcb numeric
@attribute o4atMcba numeric
@attribute o4atLcba numeric
@attribute o5atMbba numeric
@attribute o5atLbba numeric
@attribute o5atMabb numeric
@attribute o5atLabb numeric
@attribute o5atMbcb numeric
@attribute o5atLbcb numeric
@attribute o5atMbab numeric
@attribute o5atLbab numeric
@attribute o5atMbbc numeric
@attribute o5atLbbc numeric
@attribute o5atMcbb numeric
@attribute o5atLcbb numeric
@attribute o5atMaac numeric
@attribute o5atLaac numeric
@attribute o5atMbbb numeric
@attribute o5atLbbb numeric
@attribute o5atMbaa numeric
@attribute o5atMcbc numeric
@attribute o5atLcbc numeric
@attribute o5atMbcc numeric
@attribute o5atLbcc numeric
@attribute o5atMccb numeric
@attribute o5atLccb numeric
@attribute o5atMbac numeric
@attribute o5atLbac numeric
@attribute o5atLccc numeric
@attribute o5atMcba numeric
@attribute o5atLcba numeric
@attribute destClass {1,3,2}

@data
4,0,1,13,0,17,0,2,13,18,0,17,0,16,13,3,0,17,0,16,0,2,0,17,0,2,0,3,14,1,14,2,15,1,2,0,1,15,4,0,2,1,2,1,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,18,18,0,0,18,18,0,18,0,0,0,0,18,18,18,0,18,0,0,0,0,0,18,0,18,0,0,18,0,0,0,0,18,0,18,0,0,18,0,18,18,18,0,18,0,18,0,0,0,18,0,18,0,0,0,0,14,0,14,13,0,0,14,14,1,13,0,0,1,13,14,0,14,0,14,0,13,0,0,1,0,0,0,1
1,8,0,17,5,5,11,0,17,8,8,7,7,2,17,0,10,7,5,4,9,0,9,2,10,0,11,0,18,0,17,0,18,0,0,10,0,18,0,11,0,11,0,11,10,4,0,18,0,0,18,11,4,0,18,0,4,0,18,8,18,0,18,14,1,14,1,0,4,11,4,0,18,0,0,1,0,4,0,18,14,2,0,18,14,2,14,2,0,2,0,18,12,18,0,18,0,2,0,2,0,18,0,16,0,0,18,0,0,2,0,18,0,18,0,0,18,0,18,18,18,0,18,0,18,0,0,0,18,0,18,0,0,0,0,14,0,14,10,1,0,14,11,2,11,2,0,2,9,14,0,13,0,12,0,12,0,0,2,0,0,2,1
5,4,3,12,2,11,5,4,11,13,4,12,3,9,11,4,5,12,2,10,4,4,4,9,5,4,6,4,13,3,13,3,14,2,3,5,2,14,4,6,3,6,2,6,18,0,4,11,0,4,11,18,0,1,14,4,0,1,14,18,8,4,10,18,0,18,0,4,0,18,0,0,14,0,4,0,1,0,1,16,18,0,1,16,18,0,18,0,0,0,0,17,18,15,0,17,1,0,1,0,1,16,0,18,0,0,17,0,1,0,8,8,7,7,4,4,10,8,7,18,5,5,11,5,10,7,0,0,18,0,18,0,8,0,0,14,0,14,4,6,0,14,6,7,6,7,0,7,4,14,0,8,4,7,5,7,5,0,7,4,0,7,1
3,3,2,13,2,12,5,2,13,14,3,13,2,10,11,2,4,13,2,11,3,2,3,11,4,2,5,2,14,0,15,0,16,0,0,4,0,16,2,5,0,5,0,5,18,0,5,10,1,5,10,18,0,2,13,5,0,2,13,18,7,5,9,18,0,18,0,5,0,18,0,1,13,0,5,0,2,0,3,11,18,0,4,12,18,0,18,0,1,0,1,14,18,10,1,15,3,0,4,0,4,12,0,18,0,1,14,0,3,0,4,11,4,11,0,0,14,4,10,18,8,1,14,1,14,4,0,0,18,0,18,0,4,0,0,14,0,14,6,5,0,14,8,6,7,5,0,6,6,14,0,9,3,9,4,8,4,0,6,3,0,5,3
1,5,0,17,3,10,7,0,17,12,5,11,4,8,17,0,6,11,3,9,5,0,5,8,6,0,7,0,18,0,17,0,18,0,0,6,0,18,0,7,0,7,0,7,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,18,18,0,0,18,18,0,18,0,0,0,0,18,18,18,0,18,0,0,0,0,0,18,0,18,0,0,18,0,0,0,0,18,0,18,0,0,18,0,18,18,18,0,18,0,18,0,0,0,18,0,18,0,0,0,0,14,0,14,9,2,0,14,9,3,9,3,0,3,7,14,0,12,1,11,0,11,0,0,3,0,0,3,1
1,8,0,17,5,5,11,0,17,8,8,7,7,3,17,0,10,7,6,4,9,0,9,3,10,0,11,0,18,0,17,0,18,0,0,10,0,18,0,11,0,11,0,11,14,2,0,16,0,1,16,14,1,0,17,1,2,0,17,12,15,1,16,16,0,16,0,1,2,14,2,0,17,0,1,0,0,2,3,13,16,1,3,13,16,1,16,1,1,1,1,15,15,11,1,15,3,1,3,1,3,12,0,17,0,0,15,0,3,1,8,6,7,6,0,1,10,8,3,17,3,4,10,4,10,8,1,0,17,0,17,0,8,0,0,14,0,14,11,1,0,14,12,2,11,1,0,2,10,14,0,13,0,13,0,12,0,0,2,0,0,1,3
2,4,1,15,2,9,7,1,15,12,4,11,3,6,14,1,6,11,2,8,5,1,5,7,6,1,7,1,16,0,16,0,17,0,0,6,0,17,1,7,0,7,0,7,18,0,4,10,1,6,11,18,0,3,14,6,0,2,12,18,8,5,9,18,0,18,0,4,0,18,0,1,13,0,6,0,3,0,4,13,18,0,2,12,18,0,18,0,1,0,1,16,18,10,0,14,4,0,2,0,3,12,0,18,0,0,15,0,4,0,11,5,10,4,7,7,7,11,4,18,2,8,8,8,7,10,0,0,18,0,18,0,11,0,0,14,0,14,9,2,0,14,9,3,9,3,0,3,7,14,0,12,1,11,0,11,0,0,3,0,0,3,2
3,6,1,13,3,7,8,2,13,10,6,9,5,4,11,2,8,9,3,6,5,2,5,4,8,2,9,0,14,0,15,0,16,0,0,8,0,16,0,9,0,9,0,9,14,2,6,8,2,5,9,14,2,4,12,7,2,4,11,12,6,7,7,16,0,16,0,6,2,14,0,2,11,0,7,0,4,2,2,11,14,1,3,11,14,1,14,1,2,2,1,14,12,9,2,14,3,1,4,2,4,10,0,16,0,0,13,0,3,2,7,7,7,7,1,2,11,7,6,18,4,3,11,3,11,7,0,0,18,0,18,0,7,0,3,10,1,9,9,2,2,9,9,2,9,3,1,3,7,8,1,12,1,11,0,11,0,3,2,0,3,3,2
3,4,1,14,2,11,5,2,13,13,4,12,3,9,13,2,5,12,2,10,4,2,4,9,5,2,6,2,15,1,15,1,16,0,1,5,0,16,2,6,1,6,0,6,18,0,4,10,1,5,11,18,0,2,14,5,0,2,13,18,8,5,10,18,0,18,0,4,0,18,0,1,13,0,5,0,2,0,3,12,18,0,3,12,18,0,18,0,1,0,1,15,18,10,1,15,3,0,3,0,4,12,0,18,0,0,14,0,3,0,10,6,9,5,6,6,8,10,5,18,3,7,9,7,8,9,0,0,18,0,18,0,10,0,0,14,0,14,9,2,0,14,9,3,9,3,0,3,7,14,0,12,1,11,0,11,0,0,3,0,0,3,3
2,10,1,15,8,5,12,1,15,7,10,6,9,3,14,1,11,6,8,4,9,1,9,3,11,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,14,2,6,8,2,6,9,14,2,5,12,8,2,4,10,12,6,7,6,16,0,16,0,6,2,14,0,2,11,0,8,0,5,2,4,11,14,2,3,11,14,1,14,1,3,2,3,14,12,9,2,13,5,2,4,2,5,9,0,16,0,0,13,0,4,2,9,5,9,5,2,3,9,9,3,18,2,5,9,5,9,9,0,0,18,0,18,0,9,0,3,10,1,9,11,1,2,9,12,1,11,1,1,2,10,8,1,13,0,13,0,12,0,3,1,0,3,1,3
5,4,3,12,2,11,5,4,11,13,4,12,3,9,11,4,5,12,2,10,4,4,4,9,5,4,6,4,13,3,13,3,14,2,3,5,2,14,4,6,3,6,2,6,18,0,4,10,0,4,10,18,0,0,14,4,0,0,14,18,7,4,11,18,0,18,0,4,0,18,0,1,14,0,4,0,0,0,2,13,18,0,3,14,18,0,18,0,1,0,1,15,18,12,1,16,2,0,3,0,3,13,0,18,0,0,15,0,2,0,6,9,5,8,1,2,12,6,9,18,6,2,13,2,12,5,0,0,18,0,18,0,6,0,0,14,0,14,4,6,0,14,6,7,6,7,0,7,4,14,0,8,4,7,5,7,5,0,7,4,0,7,3
2,8,1,15,5,5,11,1,15,8,8,7,7,3,14,1,10,7,6,4,8,1,8,3,10,1,11,0,16,0,16,0,17,0,0,10,0,17,0,11,0,11,0,11,14,2,6,8,2,6,9,14,2,5,12,8,2,4,10,12,6,7,6,16,0,16,0,6,2,14,0,2,11,0,8,0,5,2,3,12,13,2,2,11,14,1,13,1,2,3,2,15,11,9,1,13,5,3,3,2,4,10,0,15,0,0,14,0,3,2,8,6,8,6,2,3,10,8,5,18,3,4,10,4,10,8,0,0,18,0,18,0,8,0,3,10,1,9,11,1,2,9,12,1,11,1,1,2,10,8,1,13,0,13,0,12,0,3,1,0,3,1,3
2,6,1,15,3,7,9,1,15,10,6,9,5,4,14,1,8,9,3,6,6,1,6,4,8,1,9,0,16,0,16,0,17,0,0,8,0,17,0,9,0,9,0,9,14,2,6,8,2,5,9,14,2,4,12,7,2,4,11,12,6,7,7,16,0,16,0,6,2,14,0,2,11,0,7,0,4,2,3,10,12,2,4,10,13,2,13,2,3,3,2,13,11,8,3,13,4,2,5,3,5,9,1,15,1,1,12,1,4,3,7,7,7,7,1,2,11,7,6,18,4,3,11,3,11,7,0,0,18,0,18,0,7,0,3,10,1,9,9,2,2,9,9,2,9,3,1,3,7,8,1,12,1,11,0,11,0,3,2,0,3,3,1
1,5,0,17,3,10,7,0,17,12,5,11,4,8,17,0,6,11,3,9,5,0,5,8,6,0,7,0,18,0,17,0,18,0,0,6,0,18,0,7,0,7,0,7,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,1,16,18,0,1,16,18,0,18,0,0,0,0,17,18,15,0,17,1,0,1,0,1,16,0,18,0,0,17,0,1,0,3,12,3,12,0,0,15,3,12,18,9,0,15,0,15,3,0,0,18,0,18,0,3,0,0,14,0,14,8,3,0,14,9,4,8,3,0,4,7,14,0,11,1,11,1,10,1,0,4,0,0,3,3
4,4,2,13,2,11,5,3,12,13,4,12,3,9,12,3,5,12,2,10,4,3,4,9,5,3,6,3,14,2,14,2,15,1,2,5,1,15,3,6,2,6,1,6,18,0,4,10,1,5,11,18,0,2,14,5,0,2,13,18,8,5,10,18,0,18,0,4,0,18,0,1,13,0,5,0,2,0,3,12,18,0,3,12,18,0,18,0,1,0,1,15,18,10,1,15,3,0,3,0,4,12,0,18,0,0,14,0,3,0,9,6,8,5,4,5,9,9,6,18,3,5,10,5,9,8,0,0,18,0,18,0,9,0,0,14,0,14,5,5,0,14,6,6,6,6,0,6,4,14,0,9,3,8,3,8,3,0,6,2,0,6,2
2,12,1,15,10,3,14,0,15,5,12,4,10,1,14,0,12,4,10,2,10,1,11,1,12,1,14,0,16,0,16,0,17,0,0,13,0,17,0,14,0,14,0,14,12,3,5,9,2,5,9,13,2,4,12,7,3,3,11,11,6,6,7,15,1,15,1,6,3,13,1,2,12,0,7,1,4,3,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,11,3,11,3,3,4,7,11,0,18,0,7,7,7,7,11,0,0,18,0,18,0,11,0,1,12,1,12,10,2,1,12,10,3,9,2,0,3,8,11,0,12,1,12,0,11,0,1,3,0,1,2,3
2,9,1,15,6,4,12,0,15,7,9,6,7,2,14,0,10,6,7,3,8,1,9,2,10,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,14,2,6,7,3,7,8,14,1,6,11,9,2,5,9,12,5,8,5,16,0,16,0,7,2,14,0,3,10,0,9,0,6,2,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,9,5,9,5,3,4,9,9,4,18,2,5,9,5,9,9,0,0,18,0,18,0,9,0,1,12,1,12,11,1,1,12,12,2,11,1,0,2,10,11,0,13,0,13,0,12,0,1,2,0,1,1,3
1,5,0,17,3,10,7,0,17,12,5,11,4,8,17,0,6,11,3,9,5,0,5,8,6,0,7,0,18,0,17,0,18,0,0,6,0,18,0,7,0,7,0,7,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,18,18,0,0,18,18,0,18,0,0,0,0,18,18,18,0,18,0,0,0,0,0,18,0,18,0,0,18,0,0,0,1,16,1,16,0,0,17,1,16,18,15,0,17,0,17,1,0,0,18,0,18,0,1,0,0,14,0,14,8,3,0,14,9,4,8,3,0,4,7,14,0,11,1,11,1,10,1,0,4,0,0,3,3
1,6,0,17,4,7,9,0,17,10,6,9,5,4,17,0,8,9,4,6,7,0,7,5,8,0,9,0,18,0,17,0,18,0,0,8,0,18,0,9,0,9,0,9,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,1,16,18,0,1,16,18,0,18,0,0,0,0,17,18,15,0,17,1,0,1,0,1,16,0,18,0,0,17,0,1,0,2,14,2,14,0,0,16,2,14,18,12,0,16,0,16,2,0,0,18,0,18,0,2,0,0,14,0,14,11,1,0,14,12,2,11,1,0,2,10,14,0,13,0,13,0,12,0,0,2,0,0,1,3
2,12,1,15,10,3,14,0,15,5,12,4,10,1,14,0,12,4,10,2,10,1,11,1,12,1,14,0,16,0,16,0,17,0,0,13,0,17,0,14,0,14,0,14,12,3,5,9,2,5,9,13,2,4,12,7,3,3,11,11,6,6,7,15,1,15,1,6,3,13,1,2,12,0,7,1,4,3,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,10,4,10,4,3,4,8,10,2,18,1,6,8,6,8,10,0,0,18,0,18,0,10,0,1,12,1,12,10,2,1,12,10,3,9,2,0,3,8,11,0,12,1,12,0,11,0,1,3,0,1,2,3
1,6,0,17,4,7,9,0,17,10,6,9,5,4,17,0,8,9,4,6,7,0,7,5,8,0,9,0,18,0,17,0,18,0,0,8,0,18,0,9,0,9,0,9,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,18,18,0,0,18,18,0,18,0,0,0,0,18,18,18,0,18,0,0,0,0,0,18,0,18,0,0,18,0,0,0,2,14,2,14,0,0,16,2,14,18,12,0,16,0,16,2,0,0,18,0,18,0,2,0,0,14,0,14,11,1,0,14,12,2,11,1,0,2,10,14,0,13,0,13,0,12,0,0,2,0,0,1,3
2,11,1,15,9,4,13,0,15,6,11,5,9,2,14,0,11,5,9,3,9,1,10,2,11,1,13,0,16,0,16,0,17,0,0,12,0,17,0,13,0,13,0,13,14,2,6,8,2,6,9,14,2,5,12,8,2,4,10,12,6,7,6,16,0,16,0,6,2,14,0,2,11,0,8,0,5,2,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,8,6,8,6,2,3,10,8,5,18,3,4,10,4,10,8,0,0,18,0,18,0,8,0,2,11,1,10,11,1,1,11,12,1,11,1,0,2,10,9,0,13,0,13,0,12,0,2,2,0,2,1,3
2,5,1,15,2,8,8,1,15,11,5,10,4,5,14,1,7,10,2,7,5,1,5,5,7,1,8,0,16,0,16,0,17,0,0,7,0,17,0,8,0,8,0,8,16,1,6,8,2,6,9,16,1,4,12,7,1,4,11,15,6,7,7,17,0,17,0,6,1,16,0,2,11,0,7,0,4,1,4,11,14,2,4,11,15,2,15,2,2,2,2,14,14,9,2,14,4,2,4,2,5,10,1,16,1,0,13,0,4,2,7,7,7,7,1,2,11,7,6,18,4,3,11,3,11,7,0,0,18,0,18,0,7,0,2,12,0,11,9,2,1,11,9,2,9,3,1,3,7,11,1,12,1,11,0,11,0,2,2,0,2,3,2
2,10,1,15,8,5,12,1,15,7,10,6,9,3,14,1,11,6,8,4,9,1,9,3,11,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,14,2,6,8,2,6,9,14,2,5,12,8,2,4,10,12,6,7,6,16,0,16,0,6,2,14,0,2,11,0,8,0,5,2,4,11,14,2,3,11,14,1,14,1,3,2,3,14,12,9,2,13,5,2,4,2,5,9,0,16,0,0,13,0,4,2,7,7,7,7,1,2,11,7,6,18,4,3,11,3,11,7,0,0,18,0,18,0,7,0,3,10,1,9,11,1,2,9,12,1,11,1,1,2,10,8,1,13,0,13,0,12,0,3,1,0,3,1,1
4,4,2,13,2,11,5,3,12,13,4,12,3,9,12,3,5,12,2,10,4,3,4,9,5,3,6,3,14,2,14,2,15,1,2,5,1,15,3,6,2,6,1,6,18,0,3,11,0,4,12,18,0,1,15,4,0,1,14,18,9,4,11,18,0,18,0,3,0,18,0,0,14,0,4,0,1,0,3,12,18,0,4,13,18,0,18,0,2,0,2,14,18,11,2,15,3,0,4,0,4,11,0,18,0,0,14,0,3,0,9,7,8,6,5,5,9,9,6,18,4,6,10,6,9,8,0,0,18,0,18,0,9,0,2,12,0,11,9,2,1,11,9,2,9,3,1,3,7,11,1,12,1,11,0,11,0,2,2,0,2,3,3
2,6,1,15,3,7,9,1,15,10,6,9,5,4,14,1,8,9,3,6,6,1,6,4,8,1,9,0,16,0,16,0,17,0,0,8,0,17,0,9,0,9,0,9,14,2,4,9,2,6,10,14,1,4,13,7,2,3,11,12,7,6,8,16,0,16,0,5,2,14,1,2,12,0,7,0,4,2,5,12,16,1,3,11,16,1,16,1,2,1,2,15,15,9,1,13,5,1,3,1,4,10,0,17,0,0,14,0,5,1,11,5,10,4,7,7,7,11,4,18,2,8,8,8,7,10,0,0,18,0,18,0,11,0,1,13,0,12,9,2,0,13,9,2,9,3,0,3,7,12,0,12,1,11,0,11,0,1,3,0,1,3,2
2,10,1,15,8,5,12,1,15,7,10,6,9,3,14,1,11,6,8,4,9,1,9,3,11,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,14,2,6,7,3,7,8,14,1,6,11,9,2,5,9,12,5,8,5,16,0,16,0,7,2,14,0,3,10,0,9,0,6,2,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,8,6,8,6,2,3,10,8,5,18,3,4,10,4,10,8,0,0,18,0,18,0,8,0,3,10,1,9,11,1,2,9,12,1,11,1,1,2,10,8,1,13,0,13,0,12,0,3,1,0,3,1,3
1,6,0,17,4,7,9,0,17,10,6,9,5,4,17,0,8,9,4,6,7,0,7,5,8,0,9,0,18,0,17,0,18,0,0,8,0,18,0,9,0,9,0,9,16,1,0,18,0,0,18,16,1,0,18,0,1,0,18,15,18,0,18,17,0,17,0,0,1,16,1,0,18,0,0,0,0,1,1,16,18,0,1,16,18,0,18,0,0,0,0,17,18,15,0,17,1,0,1,0,1,16,0,18,0,0,17,0,1,0,3,13,3,13,0,0,15,3,12,18,11,1,15,1,15,3,0,0,18,0,18,0,3,0,0,14,0,14,11,1,0,14,12,2,11,1,0,2,10,14,0,13,0,13,0,12,0,0,2,0,0,1,3
1,6,0,17,4,7,9,0,17,10,6,9,5,4,17,0,8,9,4,6,7,0,7,5,8,0,9,0,18,0,17,0,18,0,0,8,0,18,0,9,0,9,0,9,16,1,0,18,0,0,18,16,1,0,18,0,1,0,18,15,18,0,18,17,0,17,0,0,1,16,1,0,18,0,0,0,0,1,0,18,18,0,0,18,18,0,18,0,0,0,0,18,18,18,0,18,0,0,0,0,0,18,0,18,0,0,18,0,0,0,3,13,3,13,0,0,15,3,12,18,11,1,15,1,15,3,0,0,18,0,18,0,3,0,0,14,0,14,11,1,0,14,12,2,11,1,0,2,10,14,0,13,0,13,0,12,0,0,2,0,0,1,3
4,5,2,13,3,10,5,3,12,12,5,12,4,9,12,3,6,11,3,10,5,3,5,9,6,3,6,3,14,2,14,2,15,1,2,6,1,15,3,7,2,6,1,7,18,0,3,11,0,4,12,18,0,1,15,4,0,1,14,18,9,4,11,18,0,18,0,3,0,18,0,0,14,0,4,0,1,0,2,13,18,0,3,14,18,0,18,0,1,0,1,15,18,12,1,16,2,0,3,0,3,13,0,18,0,0,15,0,2,0,8,8,7,7,4,4,10,8,7,18,5,5,11,5,10,7,0,0,18,0,18,0,8,0,0,14,0,14,5,5,0,14,6,6,6,6,0,6,4,14,0,9,3,8,3,8,3,0,6,2,0,6,3
6,4,4,11,2,11,5,5,10,13,4,12,3,9,10,5,5,12,2,10,4,5,4,9,5,5,6,5,12,4,12,4,13,3,4,5,3,13,5,6,4,6,3,6,18,0,3,12,0,3,12,18,0,0,15,3,0,0,15,18,10,3,13,18,0,18,0,3,0,18,0,1,15,0,3,0,0,0,3,11,18,0,4,12,18,0,18,0,1,0,1,14,18,9,1,15,3,0,4,0,4,11,0,18,0,0,14,0,3,0,6,10,5,9,2,2,12,6,9,18,7,3,13,3,12,5,0,0,18,0,18,0,6,0,0,14,0,14,5,5,0,14,6,6,6,6,0,6,4,14,0,9,3,8,3,8,3,0,6,2,0,6,3
2,9,1,15,6,4,12,0,15,7,9,6,7,1,14,0,10,6,6,3,8,1,9,1,10,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,10,4,4,9,2,4,10,11,3,4,13,7,4,3,11,8,7,6,8,14,1,14,1,5,4,11,1,2,12,0,7,1,4,4,4,12,12,3,2,11,13,2,13,2,2,3,2,15,11,9,1,13,5,3,3,3,4,10,1,15,1,0,14,0,4,3,9,5,9,5,3,4,9,9,4,18,2,5,9,5,9,9,0,0,18,0,18,0,9,0,1,12,1,12,9,2,1,12,9,3,9,3,0,3,7,11,0,12,1,11,0,11,0,1,3,0,1,3,3
3,4,1,14,2,11,5,2,13,13,4,12,3,9,13,2,5,12,2,10,4,2,4,9,5,2,6,2,15,1,15,1,16,0,1,5,0,16,2,6,1,6,0,6,18,0,3,11,0,4,12,18,0,1,15,4,0,1,14,18,9,4,11,18,0,18,0,3,0,18,0,0,14,0,4,0,1,0,4,11,18,0,4,11,18,0,18,0,2,0,2,14,18,9,2,14,4,0,4,0,5,10,0,18,0,0,13,0,4,0,9,7,8,6,5,5,9,9,6,18,4,6,10,6,9,8,0,0,18,0,18,0,9,0,1,13,0,12,9,2,0,13,9,2,9,3,0,3,7,12,0,12,1,11,0,11,0,1,3,0,1,3,3
1,5,0,17,3,10,7,0,17,12,5,11,4,8,17,0,6,11,3,9,5,0,5,8,6,0,7,0,18,0,17,0,18,0,0,6,0,18,0,7,0,7,0,7,18,0,0,18,0,0,18,18,0,0,18,0,0,0,18,18,18,0,18,18,0,18,0,0,0,18,0,0,18,0,0,0,0,0,1,16,18,0,1,16,18,0,18,0,0,0,0,17,18,15,0,17,1,0,1,0,1,16,0,18,0,0,17,0,1,0,2,14,2,14,0,0,16,2,14,18,12,0,16,0,16,2,0,0,18,0,18,0,2,0,0,14,0,14,10,2,0,14,10,3,9,2,0,3,8,14,0,12,1,12,0,11,0,0,3,0,0,2,2
2,9,1,15,6,4,12,0,15,7,9,6,7,2,14,0,10,6,7,3,8,1,9,2,10,1,12,0,16,0,16,0,17,0,0,11,0,17,0,12,0,12,0,12,14,2,6,7,3,6,8,14,1,5,11,8,2,5,10,12,5,8,6,16,0,16,0,7,2,14,0,3,10,0,8,0,5,2,4,12,14,2,2,11,14,1,14,1,2,2,2,15,12,9,1,13,5,2,3,2,4,10,0,16,0,0,14,0,4,2,9,5,8,5,3,4,9,9,4,17,2,5,9,5,9,9,1,0,17,0,17,0,9,0,1,12,1,12,11,1,1,12,12,2,11,1,0,2,10,11,0,13,0,13,0,12,0,1,2,0,1,1,3
