@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute destClass {1.0,2.0}

@data
36,61,63,33,48,45,82,17,14,88,39,56,51,41,84,11,17,78,66,29,32,55,39,55,51,43,84,11,66,29,17,78,43,52,30,75,55,40,72,26,9,5,32,63,59,36,44,48,75,20,6,89,32,56,46,43,59,29,47,37,32,63,58,36,46,48,75,20,6,89,52,29,51,36,46,43,52,36,75,11,39,48,66,20,52,20,32,49,47,29,59,20,40,44,59,11,66,11,58,29,39,49,17,56,17,63,17,49,66,20,32,44,40,37,17,63,46,36,32,11,51,20,32,48,17,20,39,43,58,20,40,29,58,11,32,37,51,29,17,29,17,29,40,11,17,55,46,20,6,78,40,20,39,11,75,11,51,11,32,20,17,37,66,11,39,36,47,20,39,29,1.0
31,65,61,37,43,53,89,20,20,80,32,62,46,49,92,4,22,73,63,31,28,62,33,62,46,49,91,3,63,31,22,73,36,60,26,71,51,46,70,29,1,11,28,67,54,41,39,55,73,22,13,82,28,62,39,49,54,32,39,41,28,67,54,40,39,56,72,22,13,82,46,32,46,40,39,49,46,41,73,4,33,56,64,22,46,23,28,56,39,32,55,23,33,49,55,4,64,4,54,31,33,56,22,62,22,67,22,56,63,22,28,49,33,41,22,67,39,40,28,4,46,22,28,56,22,23,33,49,54,22,33,32,54,3,28,41,46,31,22,32,22,31,33,4,22,62,39,22,13,73,33,23,33,3,72,3,46,3,28,23,22,41,63,3,33,40,39,23,33,31,2.0
38,61,57,40,48,48,87,17,19,82,40,55,49,45,89,6,21,74,60,35,31,55,40,55,50,45,88,6,60,35,21,74,43,53,28,72,51,43,71,32,5,9,31,64,53,41,45,50,74,21,11,84,31,55,45,45,53,35,45,42,31,64,53,42,45,50,74,20,11,84,50,35,50,42,45,45,50,42,75,7,40,50,60,21,50,21,31,50,45,35,53,21,40,45,53,7,60,7,53,35,40,50,21,55,21,64,21,50,60,20,31,45,40,42,21,64,45,42,31,7,50,20,31,50,21,21,40,45,53,20,40,35,53,6,31,42,50,35,21,35,21,35,40,7,21,55,45,20,11,74,40,21,40,6,74,6,50,6,31,21,21,42,60,6,40,42,45,21,40,35,2.0
24,72,65,33,47,51,84,16,17,82,26,68,50,45,86,9,18,77,68,27,21,68,26,68,50,44,86,9,68,27,18,77,37,66,20,76,55,41,75,24,7,11,21,74,59,36,41,54,77,18,12,83,21,69,41,45,59,27,41,37,21,73,58,36,40,54,77,18,12,83,51,27,50,36,40,44,51,37,77,9,26,54,68,18,51,18,22,55,41,27,59,18,27,45,59,9,68,9,58,27,27,54,18,69,18,74,18,55,68,18,22,45,27,37,18,73,40,36,22,9,50,18,21,54,18,18,26,44,58,18,27,27,58,9,22,37,50,27,18,27,18,27,27,9,18,68,40,18,12,77,27,18,26,9,77,9,50,9,22,18,18,37,68,9,26,36,41,18,26,27,2.0
39,58,59,36,50,45,84,19,21,87,41,54,52,41,86,9,24,71,61,34,34,53,41,53,52,42,86,9,61,34,24,71,45,51,31,68,54,40,70,32,7,4,34,61,57,38,46,47,73,22,6,89,34,54,47,42,57,34,48,39,34,61,56,38,47,47,73,22,6,89,53,34,52,38,47,42,53,38,73,9,41,47,61,22,53,22,34,48,48,34,57,22,42,43,57,9,61,9,56,34,41,48,24,54,24,61,24,48,61,22,34,43,42,39,24,61,47,38,34,9,52,22,34,47,24,22,41,42,56,22,42,34,56,9,34,39,52,34,24,34,24,34,42,9,24,53,47,22,6,71,42,22,41,9,73,9,52,9,34,22,24,39,61,9,41,38,48,22,41,34,1.0
33,66,56,40,46,49,89,16,20,81,35,59,48,47,91,4,22,73,58,37,27,59,36,59,48,46,90,4,58,36,22,73,42,56,25,71,51,45,70,34,3,10,27,68,53,42,44,50,74,20,12,83,27,59,44,47,53,37,44,42,27,68,53,42,43,51,74,20,12,83,48,37,48,42,44,47,48,42,75,4,36,51,58,21,48,21,27,51,44,37,53,21,36,47,53,5,59,5,53,36,36,51,22,59,22,68,22,51,58,20,27,47,36,42,22,68,44,42,27,5,48,20,27,51,22,21,36,47,53,20,36,37,53,4,27,42,48,36,22,37,22,36,36,5,22,59,44,20,12,73,36,21,36,4,74,4,48,4,27,21,22,42,58,4,36,42,44,21,36,36,2.0
35,60,64,32,49,51,83,19,19,84,37,58,52,43,86,9,21,74,66,29,33,58,37,58,52,43,85,9,66,28,21,74,40,56,31,72,59,40,71,26,7,7,33,62,61,34,42,53,73,21,9,86,33,58,42,43,61,29,42,34,33,62,61,34,42,53,73,21,9,86,52,29,52,34,42,43,52,34,74,9,37,53,66,22,52,22,33,53,42,29,61,22,37,43,61,10,67,10,61,28,37,53,21,58,21,62,21,53,66,21,33,43,37,34,21,62,42,34,33,10,52,21,33,53,21,22,37,43,61,21,37,29,61,9,33,34,52,28,21,29,21,28,37,10,21,58,42,21,9,74,37,22,37,9,73,9,52,9,33,22,21,34,66,9,37,34,42,22,37,28,1.0
29,66,63,36,42,52,89,11,13,84,32,62,45,48,91,5,14,81,68,27,26,63,32,62,46,48,90,4,67,26,14,81,37,60,23,80,51,45,79,21,3,9,25,69,55,39,39,55,82,13,10,85,26,63,40,49,55,27,40,40,25,69,55,40,39,55,81,12,10,85,46,27,46,40,40,49,46,40,82,5,32,55,69,14,46,14,26,55,40,27,55,14,32,49,55,5,69,5,55,26,32,55,14,63,14,69,14,55,68,13,26,49,32,40,14,69,40,40,26,5,46,13,26,55,14,14,32,49,55,13,32,27,55,4,26,40,46,26,14,27,14,26,32,5,14,63,40,13,10,81,32,14,32,4,81,4,46,4,26,14,14,40,68,4,32,40,40,14,32,26,1.0
31,66,67,30,48,48,86,16,19,86,33,62,51,44,87,8,21,74,69,24,27,62,33,62,51,44,87,8,70,24,21,74,41,60,25,72,58,41,74,21,7,7,27,68,61,34,44,51,77,17,8,87,27,62,44,44,61,25,44,34,27,68,61,33,44,51,76,18,8,87,51,25,51,33,44,44,51,34,77,8,33,51,71,18,51,19,27,51,44,25,62,19,33,44,62,8,71,8,61,24,33,51,21,62,21,68,21,51,70,18,27,44,33,34,21,68,44,33,27,8,51,18,27,51,21,19,33,44,61,18,33,25,61,8,27,34,51,24,21,25,21,24,33,8,21,62,44,18,8,74,33,19,33,8,76,8,51,8,27,19,21,34,70,8,33,33,44,19,33,24,1.0
29,65,54,41,44,53,90,12,21,78,31,64,46,47,91,5,23,72,57,38,28,64,31,63,46,48,90,4,57,36,23,72,36,62,26,70,48,45,74,34,4,13,28,67,51,43,38,56,79,16,15,80,28,64,39,48,51,38,39,44,27,67,50,43,39,56,78,16,15,80,47,38,47,44,39,48,47,44,79,5,31,56,58,17,47,17,28,56,39,38,51,17,31,48,51,5,58,5,51,37,31,56,23,64,23,67,23,56,57,16,28,48,31,44,23,67,39,44,28,5,47,16,28,56,23,17,31,48,51,16,31,38,51,4,28,44,47,37,23,38,23,37,31,5,23,64,39,16,15,72,31,17,31,4,78,4,47,4,28,17,23,44,57,4,31,44,39,17,31,37,2.0
31,66,61,38,43,52,88,14,19,80,33,61,46,49,90,5,21,74,63,32,27,61,34,61,46,49,89,5,63,31,21,74,37,58,25,72,51,46,74,29,4,11,27,68,54,41,40,54,77,17,13,82,27,61,40,49,54,32,40,41,27,68,54,41,40,55,77,17,13,82,46,32,46,41,40,49,46,41,78,5,34,55,63,18,46,18,27,55,40,32,54,18,34,49,54,6,64,6,54,31,34,55,21,61,21,68,21,55,63,17,27,49,34,41,21,68,40,41,27,6,46,17,27,55,21,18,34,49,54,17,34,32,54,5,27,41,46,31,21,32,21,31,34,6,21,61,40,17,13,74,34,18,34,5,77,5,46,5,27,18,21,41,63,5,34,41,40,18,34,31,2.0
35,61,69,28,51,50,85,16,18,87,37,58,54,41,86,9,22,73,71,22,32,58,37,58,54,41,86,9,72,22,22,73,39,56,30,69,58,38,74,19,8,6,32,63,62,33,42,53,77,17,7,88,32,58,42,41,62,23,42,33,32,63,62,32,42,53,76,18,7,88,54,23,54,32,42,41,54,33,77,9,37,53,73,18,54,19,32,53,42,23,63,19,37,41,63,9,73,9,62,22,37,53,22,58,22,63,22,53,72,18,32,41,37,33,22,63,42,32,32,9,54,18,32,53,22,19,37,41,62,18,37,23,62,9,32,33,54,22,22,23,22,22,37,9,22,58,42,18,7,73,37,19,37,9,76,9,54,9,32,19,22,33,72,9,37,32,42,19,37,22,2.0
32,64,65,33,48,52,86,16,18,86,34,61,51,44,87,8,20,75,67,26,29,61,34,61,51,43,87,8,68,26,20,75,37,59,27,73,55,40,74,23,7,7,29,66,58,36,40,55,77,17,8,87,29,61,40,44,58,26,40,37,29,66,58,36,40,55,76,18,8,87,51,27,51,36,40,43,51,37,77,8,34,55,69,18,52,19,29,55,40,27,59,18,34,44,59,8,69,8,58,26,34,55,20,61,20,66,20,55,68,18,29,44,34,37,20,66,40,36,29,8,51,18,29,55,20,19,34,43,58,18,34,27,58,8,29,37,51,26,20,27,20,26,34,8,20,61,40,18,8,75,34,19,34,8,76,8,51,8,29,19,20,37,68,8,34,36,40,19,34,26,1.0
32,66,70,29,50,47,83,17,14,86,35,60,53,42,85,10,15,80,71,22,27,60,35,60,53,42,85,10,72,22,15,80,42,57,25,79,59,39,73,20,8,7,27,68,62,33,45,50,76,18,8,87,27,60,45,42,62,23,45,33,27,68,62,32,45,50,75,19,8,87,53,23,53,32,45,42,53,33,76,10,35,50,73,19,53,20,27,50,45,23,63,20,35,42,63,10,73,10,62,22,35,50,15,60,15,68,15,50,72,19,27,42,35,33,15,68,45,32,27,10,53,19,27,50,15,20,35,42,62,19,35,23,62,10,27,33,53,22,15,23,15,22,35,10,15,60,45,19,8,80,35,20,35,10,75,10,53,10,27,20,15,33,72,10,35,32,45,20,35,22,2.0
36,64,63,33,50,50,81,20,21,87,38,57,53,42,84,11,23,72,65,30,29,57,38,57,53,42,83,11,65,29,23,72,41,55,27,70,58,39,70,27,9,6,29,66,60,35,43,52,72,22,7,88,29,57,43,42,60,30,43,35,29,66,60,35,43,52,72,22,7,88,53,30,53,35,43,42,53,35,73,11,38,52,65,23,53,23,29,52,43,30,60,23,38,42,60,12,66,12,60,29,38,52,23,57,23,66,23,52,65,22,29,42,38,35,23,66,43,35,29,12,53,22,29,52,23,23,38,42,60,22,38,30,60,11,29,35,53,29,23,30,23,29,38,12,23,57,43,22,7,72,38,23,38,11,72,11,53,11,29,23,23,35,65,11,38,35,43,23,38,29,2.0
36,60,57,41,45,51,87,16,25,86,38,57,47,48,89,6,27,68,59,35,33,57,38,57,47,48,88,6,60,35,27,68,40,55,31,66,50,46,74,32,5,5,33,62,52,43,42,53,76,18,7,88,33,57,42,48,52,35,42,43,33,62,52,43,42,53,76,18,7,88,47,35,47,43,42,48,47,43,77,7,38,53,60,19,47,19,33,53,42,35,52,19,38,48,52,7,60,7,52,35,38,53,27,57,27,62,27,53,60,18,33,48,38,43,27,62,42,43,33,7,47,18,33,53,27,19,38,48,52,18,38,35,52,6,33,43,47,35,27,35,27,35,38,7,27,57,42,18,7,68,38,19,38,6,76,6,47,6,33,19,27,43,60,6,38,43,42,19,38,35,1.0
35,61,63,34,47,48,80,19,23,82,37,58,49,46,83,12,25,70,65,30,32,58,37,58,49,46,82,12,65,29,25,70,43,56,30,68,57,44,71,27,10,9,32,63,59,36,45,50,73,21,11,84,32,58,45,46,59,30,45,36,32,63,59,36,45,50,73,21,11,84,49,30,49,36,45,46,49,36,74,12,37,50,65,22,49,22,32,50,45,30,59,22,37,46,59,13,66,13,59,29,37,50,25,58,25,63,25,50,65,21,32,46,37,36,25,63,45,36,32,13,49,21,32,50,25,22,37,46,59,21,37,30,59,12,32,36,49,29,25,30,25,29,37,13,25,58,45,21,11,70,37,22,37,12,73,12,49,12,32,22,25,36,65,12,37,36,45,22,37,29,1.0
37,59,60,37,48,47,81,16,21,85,40,55,50,45,83,11,23,71,64,31,33,55,40,55,50,45,83,12,64,30,24,71,44,52,30,68,54,43,72,26,10,6,33,61,56,39,46,49,75,19,8,87,33,55,46,45,56,31,46,39,33,62,56,39,46,49,75,19,8,87,50,31,50,39,46,45,50,39,76,11,40,49,64,20,50,20,33,49,46,31,56,20,40,45,56,12,65,12,56,30,40,49,24,55,24,62,24,49,64,19,33,45,40,39,24,62,46,39,33,12,50,19,33,49,24,20,40,45,56,19,40,31,56,12,33,39,50,30,24,31,24,30,40,12,24,55,46,19,8,71,40,20,40,12,75,12,50,12,33,20,24,39,64,12,40,39,46,20,40,30,2.0
26,68,67,29,48,48,82,17,15,83,28,67,52,42,85,10,16,79,70,24,25,66,28,65,52,42,85,10,69,25,16,79,38,64,23,78,59,38,74,23,7,10,25,70,61,32,42,52,76,19,11,84,25,67,43,42,63,26,43,33,24,70,62,32,42,52,76,19,11,84,53,26,52,32,42,42,53,33,76,10,28,52,70,19,53,19,25,53,43,26,63,19,29,43,63,10,70,10,62,25,28,53,16,67,16,70,16,53,69,19,25,43,29,33,16,70,42,32,25,10,52,19,25,52,16,19,28,42,62,19,29,26,62,10,25,33,52,25,16,26,16,25,29,10,16,66,42,19,11,79,29,19,28,10,76,10,52,10,25,19,16,33,69,10,28,32,43,19,28,25,2.0
30,67,68,28,46,52,85,15,15,84,32,63,51,44,86,9,16,79,71,24,26,63,32,63,50,43,86,9,70,24,16,79,36,61,24,78,62,40,76,22,8,9,26,69,64,31,39,56,78,17,10,85,26,63,40,45,65,25,40,31,26,69,64,30,38,55,78,17,10,85,51,25,50,30,39,44,51,31,78,9,32,55,71,17,51,17,26,56,40,25,65,17,32,45,65,9,71,9,64,24,32,56,16,63,16,69,16,56,70,17,26,45,32,31,16,69,39,30,26,9,50,17,26,55,16,17,32,44,64,17,32,25,64,9,26,31,50,24,16,25,16,24,32,9,16,63,39,17,10,79,32,17,32,9,78,9,50,9,26,17,16,31,70,9,32,30,40,17,32,24,1.0
34,62,66,30,47,48,82,18,21,83,36,59,50,45,84,11,23,72,68,26,31,59,36,59,50,45,84,11,68,26,23,72,41,57,29,70,58,42,72,24,9,8,31,64,61,34,44,51,75,20,10,85,31,59,44,45,61,27,44,34,31,64,61,33,44,51,74,20,10,85,50,27,50,33,44,45,50,34,75,11,36,51,69,20,50,21,31,51,44,27,62,21,36,45,62,11,69,11,61,26,36,51,23,59,23,64,23,51,68,20,31,45,36,34,23,64,44,33,31,11,50,20,31,51,23,21,36,45,61,20,36,27,61,11,31,34,50,26,23,27,23,26,36,11,23,59,44,20,10,72,36,21,36,11,74,11,50,11,31,21,23,34,68,11,36,33,44,21,36,26,2.0
30,70,67,31,47,47,82,18,15,84,33,61,51,43,84,11,16,79,69,26,23,61,34,61,51,42,84,11,69,25,16,79,39,57,21,78,57,39,72,23,9,9,23,72,61,34,43,51,75,20,10,85,23,61,43,44,61,26,44,35,23,72,60,34,42,51,74,20,10,85,52,26,51,34,43,43,52,34,75,11,34,51,70,21,52,21,23,52,44,26,61,21,34,44,61,11,70,11,60,25,34,52,16,61,16,72,16,52,69,20,23,44,34,35,16,72,43,34,23,11,51,20,23,51,16,21,34,43,60,20,34,26,60,11,23,35,51,25,16,26,16,25,34,11,16,61,43,20,10,79,34,21,34,11,74,11,51,11,23,21,16,35,69,11,34,34,44,21,34,25,2.0
36,64,65,31,49,50,79,17,14,84,38,57,53,42,82,12,15,80,67,28,28,57,38,57,53,42,81,13,67,27,15,80,41,55,25,79,60,38,73,25,11,9,28,67,62,33,43,52,74,19,10,85,28,57,43,42,62,28,43,33,28,67,62,33,43,52,75,19,10,85,53,28,53,33,43,42,53,33,76,13,38,52,67,20,53,20,28,52,43,28,62,20,38,42,62,14,68,14,62,27,38,52,15,57,15,67,15,52,67,19,28,42,38,33,15,67,43,33,28,14,53,19,28,52,15,20,38,42,62,19,38,28,62,13,28,33,53,27,15,28,15,27,38,14,15,57,43,19,10,80,38,20,38,13,75,13,53,13,28,20,15,33,67,13,38,33,43,20,38,27,1.0
34,62,66,33,47,50,82,20,22,86,36,59,50,45,84,11,24,71,67,26,31,59,36,59,50,44,84,11,68,26,24,71,41,57,29,69,55,41,70,24,9,7,31,64,58,36,43,52,73,21,8,87,31,59,43,45,58,26,43,37,31,64,58,36,43,52,72,22,8,87,50,27,50,36,43,44,50,37,73,11,36,52,69,22,51,23,31,52,43,27,59,22,36,45,59,11,69,11,58,26,36,52,24,59,24,64,24,52,68,22,31,45,36,37,24,64,43,36,31,11,50,22,31,52,24,23,36,44,58,22,36,27,58,11,31,37,50,26,24,27,24,26,36,11,24,59,43,22,8,71,36,23,36,11,72,11,50,11,31,23,24,37,68,11,36,36,43,23,36,26,2.0
34,62,68,29,49,48,85,16,18,87,36,59,52,43,86,9,22,73,70,23,31,59,36,59,52,42,86,9,71,23,22,73,41,57,29,69,57,39,74,20,8,6,31,64,61,33,44,51,77,17,7,88,31,59,44,43,61,23,44,34,31,64,61,33,44,51,76,18,7,88,52,24,52,33,44,42,52,34,77,9,36,51,72,18,53,19,31,51,44,24,62,18,36,43,62,9,72,9,61,23,36,51,22,59,22,64,22,51,71,18,31,43,36,34,22,64,44,33,31,9,52,18,31,51,22,19,36,42,61,18,36,24,61,9,31,34,52,23,22,24,22,23,36,9,22,59,44,18,7,73,36,19,36,9,76,9,52,9,31,19,22,34,71,9,36,33,44,19,36,23,2.0
37,59,62,37,50,48,82,21,23,84,39,56,52,43,85,10,25,70,64,31,34,56,39,56,52,43,84,10,64,30,25,70,43,54,32,68,54,41,69,28,8,7,34,61,56,39,45,50,71,23,9,86,34,56,45,43,56,31,45,39,34,61,56,39,45,50,71,23,9,86,52,31,52,39,45,43,52,39,72,10,39,50,64,24,52,24,34,50,45,31,56,24,39,43,56,11,65,11,56,30,39,50,25,56,25,61,25,50,64,23,34,43,39,39,25,61,45,39,34,11,52,23,34,50,25,24,39,43,56,23,39,31,56,10,34,39,52,30,25,31,25,30,39,11,25,56,45,23,9,70,39,24,39,10,71,10,52,10,34,24,25,39,64,10,39,39,45,24,39,30,2.0
30,66,56,41,43,51,93,18,20,80,33,61,46,48,94,2,22,73,60,35,27,62,32,62,45,48,93,1,60,34,22,73,38,59,25,71,48,46,68,30,1,11,26,68,51,44,40,54,73,22,13,82,27,62,41,49,51,35,41,44,27,68,51,43,40,53,72,22,13,82,46,35,46,44,41,49,46,44,73,2,33,54,61,23,46,23,27,54,41,35,51,23,33,49,51,2,61,2,51,34,33,54,22,62,22,68,22,54,60,22,27,49,33,44,22,68,41,44,27,2,46,22,27,54,22,23,33,49,51,22,33,35,51,1,27,44,46,34,22,35,22,34,33,2,22,62,41,22,13,73,33,23,33,1,72,1,46,1,27,23,22,44,60,1,33,44,41,23,33,34,2.0
31,67,67,28,47,52,82,17,15,85,33,62,53,42,84,11,16,79,70,25,26,61,33,61,52,41,84,11,69,25,16,79,36,59,24,78,60,37,74,23,9,8,26,69,63,32,39,55,76,19,9,86,26,62,40,42,64,26,40,32,26,69,63,31,38,55,76,19,9,86,53,26,52,31,39,42,53,32,76,11,33,55,70,19,53,19,26,56,40,26,64,19,34,43,64,11,70,11,63,25,33,56,16,62,16,69,16,56,69,19,26,43,34,32,16,69,39,31,26,11,52,19,26,55,16,19,33,42,63,19,34,26,63,11,26,32,52,25,16,26,16,25,34,11,16,61,39,19,9,79,34,19,33,11,76,11,52,11,26,19,16,32,69,11,33,31,40,19,33,25,1.0
35,59,62,37,47,49,82,19,21,83,37,56,49,46,84,11,23,72,64,30,33,57,37,57,49,46,84,11,65,30,23,71,41,55,31,69,54,44,72,27,9,8,32,61,56,39,44,51,74,20,10,85,33,57,44,46,56,30,44,39,33,61,56,39,43,51,74,21,10,85,49,30,49,39,43,46,49,39,74,11,37,51,65,21,49,21,34,52,44,30,56,21,38,46,56,11,65,11,56,30,38,51,24,58,23,62,24,52,65,21,34,46,38,39,23,61,43,39,34,11,49,21,33,51,24,21,37,46,56,21,38,30,56,11,34,39,49,30,24,30,23,30,38,11,23,57,43,21,10,72,38,21,37,11,74,11,49,11,34,21,24,39,65,11,37,39,44,21,37,30,2.0
27,72,69,30,50,47,82,17,16,82,29,65,53,42,84,11,17,78,71,24,21,65,29,65,53,41,84,11,71,24,17,78,41,63,20,77,58,38,74,22,9,11,21,74,62,33,45,50,76,19,12,83,21,66,45,42,62,24,45,34,21,73,61,33,44,50,76,19,12,83,54,24,53,33,44,41,54,34,76,11,29,50,71,19,54,19,22,51,45,24,62,19,30,42,62,11,71,11,61,24,30,50,17,66,17,74,17,51,71,19,22,42,30,34,17,73,44,33,22,11,53,19,21,50,17,19,29,41,61,19,30,24,61,11,22,34,53,24,17,24,17,24,30,11,17,65,44,19,12,78,30,19,29,11,76,11,53,11,22,19,17,34,71,11,29,33,45,19,29,24,2.0
35,61,62,33,46,49,81,19,22,83,37,58,48,47,84,11,24,71,64,31,32,58,37,58,48,47,83,11,64,30,24,71,42,56,30,69,58,45,71,28,9,8,32,63,60,35,44,51,73,21,10,85,32,58,44,47,60,31,44,35,32,63,60,35,44,51,73,21,10,85,48,31,48,35,44,47,48,35,74,11,37,51,64,22,48,22,32,51,44,31,60,22,37,47,60,12,65,12,60,30,37,51,24,58,24,63,24,51,64,21,32,47,37,35,24,63,44,35,32,12,48,21,32,51,24,22,37,47,60,21,37,31,60,11,32,35,48,30,24,31,24,30,37,12,24,58,44,21,10,71,37,22,37,11,73,11,48,11,32,22,24,35,64,11,37,35,44,22,37,30,1.0
28,67,53,41,37,58,95,13,19,78,29,65,40,54,95,0,21,74,59,36,26,65,29,65,40,53,95,0,58,35,21,74,30,63,24,72,47,51,76,31,0,13,26,69,50,44,33,61,79,16,15,80,26,65,33,55,51,37,34,45,26,69,49,44,32,60,79,16,15,80,41,37,40,44,33,54,41,44,79,0,30,61,59,16,41,16,26,62,34,37,51,16,30,55,51,0,59,0,50,36,30,62,21,65,21,69,21,62,58,16,26,55,30,45,21,69,33,44,26,0,40,16,26,61,21,16,30,54,50,16,30,37,50,0,26,45,40,36,21,37,21,36,30,0,21,65,33,16,15,74,30,16,30,0,79,0,40,0,26,16,21,45,58,0,30,44,34,16,30,36,1.0
38,59,63,34,52,44,84,19,18,88,41,54,53,40,85,10,21,74,66,29,33,53,41,53,54,40,85,10,66,29,21,74,44,50,30,71,56,38,72,26,9,3,33,62,59,35,47,47,74,21,5,90,33,54,47,40,59,29,48,36,33,62,58,36,47,47,74,21,5,90,55,29,54,36,47,40,55,36,74,10,41,47,66,21,55,21,33,48,48,29,59,21,41,41,59,10,66,10,58,29,41,48,21,54,21,62,21,48,66,21,33,41,42,37,21,62,47,36,33,10,54,21,33,47,21,21,41,40,58,21,42,29,58,10,33,37,54,29,21,29,21,29,42,10,21,53,47,21,5,74,42,21,41,10,74,10,54,10,33,21,21,37,66,10,41,36,48,21,41,29,1.0
