@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
8,85,6,8,85,67,29,60,31,61,33,67,24,69,24,61,30,59,84,7,86,7,86,62,31,71,20,20,71,22,67,24,72,20,72,21,68,25,69,21,63,22,70,23,62,29,62,25,63,21,61,25,8,33,68,21,67,25,8,84,7,33,8,25,68,23,59,32,8,25,62,24,72,20,61,25,70,21,6,86,69,22,68,21,7
22,71,20,22,71,52,45,42,49,42,50,56,35,56,35,44,47,40,70,21,72,21,72,44,48,67,24,21,67,25,55,37,69,23,69,23,54,37,57,23,45,25,65,33,44,45,45,38,45,25,42,38,22,50,57,25,52,37,22,70,21,50,22,38,57,33,40,50,22,38,45,35,69,21,44,37,65,25,20,72,56,25,55,25,1
13,79,9,13,79,70,40,51,42,51,42,71,21,72,21,52,41,50,77,11,81,11,81,51,41,76,16,15,76,17,71,21,77,16,77,16,71,22,72,16,52,17,75,20,52,40,52,22,52,17,51,22,13,42,72,17,70,22,13,77,11,42,13,22,72,20,50,42,13,22,52,21,77,15,52,22,75,17,9,81,72,17,71,17,4
18,74,14,17,74,66,48,38,52,39,53,69,24,68,23,40,50,36,72,16,76,16,76,41,51,76,16,15,76,17,68,25,77,16,77,16,67,24,70,16,42,17,75,22,41,48,42,26,42,17,39,26,18,54,70,17,66,25,18,72,16,54,18,26,69,22,36,53,18,26,42,24,77,15,40,24,75,17,14,76,68,17,68,17,5
9,84,7,8,84,65,30,59,34,57,32,66,25,67,26,61,32,57,83,8,85,8,85,58,32,74,18,17,74,19,66,25,75,18,75,18,66,27,67,18,59,19,73,25,59,30,59,26,60,19,58,26,8,33,67,18,65,26,9,83,8,33,9,26,67,25,57,34,9,27,59,26,75,17,61,27,73,19,7,85,67,19,66,18,6
10,83,8,10,83,65,42,49,44,48,44,68,22,69,23,50,43,48,82,9,84,9,84,48,43,80,12,11,80,13,67,23,81,12,81,12,67,25,69,12,49,13,79,21,49,42,49,24,50,13,49,25,10,44,69,12,65,24,10,82,9,44,10,24,69,21,48,44,10,25,49,23,81,11,50,25,79,13,8,84,69,13,67,12,4
13,80,11,12,80,52,45,46,47,46,46,55,36,56,36,47,46,45,79,12,81,12,81,46,46,74,18,17,74,19,54,37,75,18,75,18,54,38,56,18,47,19,73,34,47,45,47,38,47,19,46,38,13,47,56,19,52,38,13,79,12,47,13,38,56,34,45,47,13,38,47,36,75,17,47,38,73,19,11,81,56,19,54,19,5
11,82,9,11,82,61,37,49,41,50,43,64,29,63,28,51,39,47,81,10,83,10,83,52,40,71,21,20,71,22,63,30,72,21,72,21,62,29,65,21,53,22,70,27,52,37,53,31,53,22,50,31,11,43,65,22,61,30,11,81,10,43,11,31,64,27,47,42,11,31,53,29,72,20,51,29,70,22,9,83,63,22,63,22,4
8,85,6,8,85,72,38,47,44,47,44,72,19,74,19,50,41,44,84,7,86,7,86,49,41,76,15,15,76,17,72,19,77,15,77,16,73,20,74,16,50,17,75,18,50,38,49,20,50,16,47,20,8,44,73,16,72,20,8,84,7,44,8,20,73,18,44,44,8,20,49,19,77,15,50,20,75,16,6,86,74,17,73,16,3
7,86,5,7,86,64,31,59,33,60,34,65,27,66,27,60,32,58,85,6,87,6,87,61,32,70,22,21,70,23,65,28,71,22,71,22,65,28,66,22,61,23,69,26,61,31,61,28,61,23,60,28,7,34,66,23,64,28,7,85,6,34,7,28,66,26,58,33,7,28,61,27,71,21,60,28,69,23,5,87,66,23,65,23,1
9,84,7,8,84,69,34,51,40,51,39,72,21,71,20,54,37,48,83,8,85,8,85,53,37,76,16,15,76,17,71,22,77,16,77,16,70,21,73,16,54,17,75,19,54,34,54,23,54,17,51,23,9,40,73,17,69,22,9,83,8,40,9,23,72,19,48,40,9,23,54,21,77,15,54,21,75,17,7,85,71,17,71,17,2
18,74,14,17,74,70,38,47,44,47,43,72,20,72,20,50,41,44,72,16,76,16,76,49,41,75,17,16,75,18,72,21,76,17,76,17,71,21,73,17,50,18,74,19,50,38,50,22,50,18,47,22,18,44,73,18,70,21,18,72,16,44,18,22,73,19,44,44,18,22,50,20,76,16,50,21,74,18,14,76,72,18,72,18,2
18,75,16,17,75,64,49,36,55,36,54,66,26,66,26,39,52,33,74,17,76,17,76,38,52,72,20,19,72,21,66,27,73,20,73,20,65,27,67,20,39,21,71,25,39,49,39,28,39,21,36,28,18,55,67,21,64,27,18,74,17,55,18,28,67,25,33,55,18,28,39,26,73,19,39,27,71,21,16,76,66,21,66,21,6
12,81,10,12,81,66,32,56,36,56,36,68,25,68,25,58,34,54,80,11,82,11,82,57,34,71,22,20,71,22,67,25,72,21,72,21,67,26,68,21,58,22,70,24,58,32,58,26,58,22,56,26,12,36,68,22,66,26,12,80,11,36,12,26,68,24,54,36,12,26,58,25,72,20,58,26,70,22,10,82,68,22,67,22,4
14,79,12,14,79,67,43,42,49,42,49,68,24,69,24,45,46,39,78,13,80,13,80,44,46,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,45,21,71,23,45,43,45,25,45,21,42,25,14,49,69,21,67,25,14,78,13,49,14,25,69,23,39,49,14,25,45,24,73,19,45,25,71,21,12,80,69,21,68,21,6
8,85,6,7,85,68,37,51,41,51,40,69,23,70,23,53,39,49,84,7,86,7,86,52,39,72,20,19,72,21,69,23,73,20,73,20,69,24,70,20,53,21,71,22,53,37,53,24,53,21,51,24,8,41,70,21,68,24,8,84,7,41,8,24,70,22,49,41,8,24,53,23,73,19,53,24,71,21,6,86,70,21,69,21,6
13,79,13,15,80,71,37,50,41,51,42,73,20,73,20,52,39,48,79,13,79,14,81,52,39,78,15,13,78,15,72,20,79,14,79,14,72,21,73,14,53,15,77,19,53,37,53,21,53,15,51,21,15,42,73,15,71,21,14,79,14,42,15,21,73,19,48,41,15,21,53,20,79,13,52,21,77,15,13,80,73,15,72,15,2
13,79,9,12,79,62,42,49,44,49,43,65,28,64,27,50,43,48,77,11,81,11,81,49,43,80,12,11,80,13,64,29,81,12,81,12,63,28,66,12,50,13,79,26,50,42,50,30,50,13,49,30,13,44,66,13,62,29,13,77,11,44,13,30,65,26,48,44,13,30,50,28,81,11,50,28,79,13,9,81,64,13,64,13,2
8,85,6,7,85,68,37,51,41,51,40,69,23,70,23,53,39,49,84,7,86,7,86,52,39,72,20,19,72,21,69,23,73,20,73,20,69,24,70,20,53,21,71,22,53,37,53,24,53,21,51,24,8,41,70,21,68,24,8,84,7,41,8,24,70,22,49,41,8,24,53,23,73,19,53,24,71,21,6,86,70,21,69,21,6
10,83,8,9,83,58,53,35,57,35,56,60,30,62,30,37,55,33,82,9,84,9,84,36,55,73,15,13,74,18,59,31,76,14,77,15,60,32,62,15,37,17,71,28,37,53,36,32,37,16,35,32,10,57,61,16,58,32,10,82,9,57,10,32,61,28,33,57,10,32,36,30,76,13,37,32,72,17,8,84,62,18,60,16,1
11,81,7,11,81,68,43,45,47,45,47,70,20,72,20,47,45,43,79,9,83,9,83,46,45,77,14,14,77,16,69,21,78,14,78,15,70,22,72,15,47,16,76,19,47,43,46,22,47,15,45,22,11,47,71,15,69,22,11,79,9,47,11,22,71,19,43,47,11,22,46,20,78,14,47,22,76,15,7,83,72,16,70,15,3
15,77,11,14,77,63,44,48,44,49,45,66,25,66,25,48,44,48,75,13,79,13,79,49,45,74,18,17,74,19,65,27,75,18,75,18,64,27,67,18,50,19,73,23,49,44,50,28,50,19,49,28,15,46,67,19,63,27,15,75,13,46,15,28,67,24,48,45,15,28,50,25,75,17,48,27,73,19,11,79,66,19,65,19,4
19,72,17,21,73,70,46,46,46,47,48,71,21,72,21,46,46,46,71,18,73,19,75,47,47,77,15,14,77,16,71,21,78,15,78,15,71,22,72,15,48,16,76,20,47,46,48,22,48,16,47,22,21,48,72,16,70,22,20,71,19,48,21,22,72,20,46,47,21,22,48,21,78,14,46,22,76,16,17,74,72,16,71,16,4
17,75,13,17,75,70,43,43,47,44,49,70,21,72,21,45,45,41,73,15,77,15,77,46,46,75,16,16,75,18,70,21,76,16,76,17,71,22,72,17,47,18,74,20,46,43,46,22,47,17,44,22,17,49,71,17,70,22,17,73,15,49,17,22,71,20,41,48,17,22,46,21,76,16,45,22,74,17,13,77,72,18,71,17,3
9,84,7,9,84,67,40,51,42,51,42,70,23,69,22,52,41,50,83,8,85,8,85,51,41,75,17,16,75,18,69,24,76,17,76,17,68,23,71,17,52,18,74,21,52,40,52,25,52,18,51,25,9,42,71,18,67,24,9,83,8,42,9,25,70,21,50,42,9,25,52,23,76,16,52,23,74,18,7,85,69,18,69,18,4
10,82,6,10,82,70,35,53,39,53,39,71,21,72,21,55,37,51,80,8,84,8,84,54,37,76,16,15,76,17,71,21,77,16,77,16,71,22,72,16,55,17,75,20,55,35,55,22,55,17,53,22,10,39,72,17,70,22,10,80,8,39,10,22,72,20,51,39,10,22,55,21,77,15,55,22,75,17,6,84,72,17,71,17,4
10,83,8,9,83,60,45,46,47,46,46,63,28,64,28,47,46,45,82,9,84,9,84,46,46,80,12,11,80,13,62,29,81,12,81,12,62,30,64,12,47,13,79,26,47,45,47,30,47,13,46,30,10,47,64,13,60,30,10,82,9,47,10,30,64,26,45,47,10,30,47,28,81,11,47,30,79,13,8,84,64,13,62,13,1
16,77,14,15,77,55,52,36,56,36,55,58,33,59,33,38,54,34,76,15,78,15,78,37,54,70,22,21,70,23,57,34,71,22,71,22,57,35,59,22,38,23,69,31,38,52,38,35,38,23,36,35,16,56,59,23,55,35,16,76,15,56,16,35,59,31,34,56,16,35,38,33,71,21,38,35,69,23,14,78,59,23,57,23,7
19,73,15,19,73,68,43,42,49,41,49,70,21,70,22,45,46,39,71,17,75,17,75,43,46,74,18,17,74,19,70,22,75,18,75,18,69,23,71,18,44,19,73,21,44,43,44,23,45,19,42,24,19,49,71,18,68,22,19,71,17,49,19,23,71,21,39,49,19,24,44,22,75,17,45,23,73,19,15,75,70,19,70,18,4
18,74,14,17,74,64,54,33,58,34,58,66,27,66,27,35,56,31,72,16,76,16,76,35,56,70,23,21,70,23,65,27,71,22,71,22,65,28,66,22,36,23,69,26,36,54,36,28,36,23,34,28,18,59,66,23,64,28,18,72,16,59,18,28,66,26,31,58,18,28,36,27,71,21,35,28,69,23,14,76,66,23,65,23,3
17,75,13,17,75,68,39,50,41,51,43,70,22,70,22,51,40,50,73,15,77,15,77,52,41,74,18,17,74,19,70,23,75,18,75,18,69,23,71,18,53,19,73,21,52,40,53,24,53,19,51,24,17,43,71,19,68,23,17,73,15,43,17,24,71,21,50,42,17,24,53,22,75,17,51,23,73,19,13,77,70,19,70,19,4
16,76,12,16,76,67,38,47,44,47,44,68,24,69,24,50,41,44,74,14,78,14,78,49,41,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,50,21,71,23,50,38,50,25,50,21,47,25,16,44,69,21,67,25,16,74,14,44,16,25,69,23,44,44,16,25,50,24,73,19,50,25,71,21,12,78,69,21,68,21,5
8,85,6,8,85,62,42,50,43,49,44,65,27,64,27,50,42,49,84,7,86,7,86,49,43,78,14,13,78,15,64,28,79,14,79,14,63,28,66,14,50,15,77,26,50,42,50,29,51,15,50,30,8,44,66,14,62,28,8,84,7,44,8,29,65,26,49,43,8,30,50,28,79,13,50,28,77,15,6,86,64,15,64,14,6
15,77,11,15,77,67,26,66,26,67,28,68,26,67,25,66,26,66,75,13,79,13,79,67,27,69,25,24,68,24,68,26,70,25,68,24,67,25,69,25,68,26,68,25,67,26,68,27,68,26,67,27,15,28,69,26,67,26,15,75,13,28,15,27,68,25,66,27,15,27,68,26,69,24,66,25,68,25,11,79,67,24,68,26,6
16,77,14,16,77,65,43,45,47,45,47,68,25,67,25,47,45,43,76,15,78,15,78,46,45,72,21,19,72,21,67,26,73,20,73,20,66,26,68,20,47,21,71,24,47,43,47,27,47,21,45,27,16,47,68,21,65,26,16,76,15,47,16,27,68,24,43,47,16,27,47,25,73,19,47,26,71,21,14,78,67,21,67,21,3
7,86,5,7,86,72,35,54,37,55,39,72,19,74,19,55,36,53,85,6,87,6,87,56,37,76,15,15,76,17,72,19,77,15,77,16,73,20,74,16,57,17,75,18,56,35,56,20,57,16,55,20,7,39,73,16,72,20,7,85,6,39,7,20,73,18,53,38,7,20,56,19,77,15,55,20,75,16,5,87,74,17,73,16,2
13,80,11,12,80,60,45,46,47,46,46,63,28,64,28,47,46,45,79,12,81,12,81,46,46,74,18,17,74,19,62,29,75,18,75,18,62,30,64,18,47,19,73,26,47,45,47,30,47,19,46,30,13,47,64,19,60,30,13,79,12,47,13,30,64,26,45,47,13,30,47,28,75,17,47,30,73,19,11,81,64,19,62,19,4
21,72,19,21,72,57,54,34,58,34,58,60,31,61,31,36,56,32,71,20,73,20,73,35,56,70,22,21,70,23,59,32,71,22,71,22,59,33,61,22,36,23,69,29,36,54,36,33,36,23,34,33,21,58,61,23,57,33,21,71,20,58,21,33,61,29,32,58,21,33,36,31,71,21,36,33,69,23,19,73,61,23,59,23,4
14,78,10,14,78,65,35,53,39,53,39,67,23,69,23,55,37,51,76,12,80,12,80,54,37,77,14,14,77,16,66,24,78,14,78,15,67,25,69,15,55,16,76,21,55,35,54,25,55,15,53,25,14,39,68,15,65,25,14,76,12,39,14,25,68,21,51,39,14,25,54,23,78,14,55,25,76,15,10,80,69,16,67,15,3
2,91,0,2,91,69,29,62,31,62,31,70,22,71,22,63,30,61,90,1,92,1,92,62,30,76,16,15,76,17,70,22,77,16,77,16,70,23,71,16,63,17,75,21,63,29,63,23,63,17,62,23,2,31,71,17,69,23,2,90,1,31,2,23,71,21,61,31,2,23,63,22,77,15,63,23,75,17,0,92,71,17,70,17,3
16,76,12,16,76,69,39,49,42,49,43,70,22,71,22,51,40,47,74,14,78,14,78,51,41,76,16,15,76,17,70,22,77,16,77,16,70,23,71,16,52,17,75,21,51,39,52,23,52,17,49,23,16,43,71,17,69,23,16,74,14,43,16,23,71,21,48,43,16,23,52,22,77,15,51,23,75,17,12,78,71,17,70,17,4
20,72,16,20,72,57,47,40,51,41,52,60,31,61,31,42,49,38,70,18,74,18,74,42,49,70,22,21,70,23,59,32,71,22,71,22,59,33,61,22,43,23,69,29,43,47,43,33,43,23,41,33,20,52,61,23,57,33,20,70,18,52,20,33,61,29,38,51,20,33,43,31,71,21,42,33,69,23,16,74,61,23,59,23,3
16,77,14,15,77,54,49,40,53,40,51,57,34,58,34,42,51,38,76,15,78,15,78,40,50,72,20,19,72,21,56,35,73,20,73,20,56,36,58,20,41,21,71,32,42,49,41,36,41,21,40,36,16,52,58,21,54,36,16,76,15,52,16,36,58,32,38,52,16,36,41,34,73,19,42,36,71,21,14,78,58,21,56,21,6
10,83,8,9,83,66,30,58,34,58,33,67,25,68,25,60,32,56,82,9,84,9,84,59,32,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,60,22,70,24,60,30,60,26,60,22,58,26,10,34,68,22,66,26,10,82,9,34,10,26,68,24,56,34,10,26,60,25,72,20,60,26,70,22,8,84,68,22,67,22,6
12,81,10,11,81,66,28,62,30,63,30,67,25,68,25,63,29,61,80,11,82,11,82,63,29,72,20,19,72,21,67,25,73,20,73,20,67,26,68,20,64,21,71,24,64,28,64,26,64,21,63,26,12,31,68,21,66,26,12,80,11,31,12,26,68,24,61,30,12,26,64,25,73,19,63,26,71,21,10,82,68,21,67,21,7
20,71,15,20,71,53,43,48,45,47,45,56,34,57,35,49,44,47,69,17,74,17,74,47,44,75,19,18,74,18,55,35,76,19,74,18,55,37,57,19,48,20,74,33,48,43,48,36,49,20,48,37,20,45,57,19,53,36,20,70,17,45,20,36,57,33,47,45,20,37,48,35,75,18,49,37,74,19,16,74,57,18,55,19,5
10,83,8,9,83,69,33,55,37,55,36,71,21,71,20,57,35,53,82,9,84,9,84,56,35,75,16,16,75,18,70,22,76,16,76,17,70,21,73,17,57,18,74,19,57,33,56,23,57,17,55,23,10,37,72,17,69,22,10,82,9,37,10,23,71,19,53,37,10,23,56,21,76,16,57,21,74,17,8,84,71,18,71,17,4
13,80,11,12,80,58,40,51,42,51,41,60,30,62,30,52,41,50,79,12,81,12,81,51,41,73,18,18,73,20,59,31,74,18,74,19,60,32,62,19,52,20,72,28,52,40,51,32,52,19,51,32,13,42,61,19,58,32,13,79,12,42,13,32,61,28,50,42,13,32,51,30,74,18,52,32,72,19,11,81,62,20,60,19,4
26,65,22,26,65,47,49,39,53,39,52,50,41,51,41,41,51,37,63,24,67,25,68,40,51,73,18,15,73,19,49,42,75,17,75,17,49,43,51,17,41,19,71,39,41,49,41,43,41,19,39,43,27,53,51,19,47,43,27,63,25,53,27,43,51,39,37,53,27,43,41,41,75,15,41,43,71,19,22,67,51,19,49,19,1
8,85,6,7,85,67,37,52,41,51,39,68,23,69,24,54,39,50,84,7,86,7,86,51,38,76,16,15,76,17,68,23,77,16,77,16,68,25,69,16,52,17,75,23,53,37,52,24,53,17,52,24,7,40,69,16,67,24,8,84,7,40,8,24,69,23,50,40,8,25,52,24,77,15,54,25,75,17,6,86,69,17,68,16,6
3,90,1,3,90,71,36,55,38,55,38,72,20,73,20,56,37,54,89,2,91,2,91,55,37,77,15,14,77,16,72,20,78,15,78,15,72,21,73,15,56,16,76,19,56,36,56,21,56,16,55,21,3,38,73,16,71,21,3,89,2,38,3,21,73,19,54,38,3,21,56,20,78,14,56,21,76,16,1,91,73,16,72,16,3
18,74,14,17,74,61,43,48,45,48,44,64,27,65,26,49,44,47,72,16,76,16,76,48,44,78,13,13,78,15,62,28,79,13,79,14,63,28,66,14,49,15,77,24,49,43,48,29,49,14,48,29,18,45,65,14,61,29,18,72,16,45,18,29,64,24,47,45,18,29,48,27,79,13,49,28,77,14,14,76,65,15,63,14,5
14,78,10,13,78,71,38,47,44,47,43,72,20,73,20,50,41,44,76,12,80,12,80,49,41,79,13,12,79,14,72,20,80,13,80,13,72,21,73,13,50,14,78,19,50,38,50,21,50,14,47,21,14,44,73,14,71,21,14,76,12,44,14,21,73,19,44,44,14,21,50,20,80,12,50,21,78,14,10,80,73,14,72,14,7
24,69,22,24,69,64,47,41,51,41,51,66,27,66,27,43,49,39,68,23,70,23,70,42,49,70,23,21,70,23,65,27,71,22,71,22,65,28,66,22,43,23,69,26,43,47,43,28,43,23,41,28,24,51,66,23,64,28,24,68,23,51,24,28,66,26,39,51,24,28,43,27,71,21,43,28,69,23,22,70,66,23,65,23,2
12,81,10,12,81,56,41,50,43,50,43,61,31,60,30,51,42,49,80,11,82,11,82,50,42,72,20,19,72,21,59,33,73,20,73,20,58,32,62,20,51,21,71,28,51,41,51,34,51,21,50,34,12,43,62,21,56,33,12,80,11,43,12,34,61,28,49,43,12,34,51,31,73,19,51,32,71,21,10,82,60,21,59,21,1
16,77,14,15,77,52,53,35,57,35,56,56,35,56,35,37,55,33,76,15,78,15,78,36,55,71,21,20,71,22,55,37,72,21,72,21,54,37,57,21,37,22,70,33,37,53,37,38,37,22,35,38,16,57,57,22,52,37,16,76,15,57,16,38,57,33,33,57,16,38,37,35,72,20,37,37,70,22,14,78,56,22,55,22,4
22,71,20,21,71,65,48,39,52,39,52,66,26,67,26,41,50,37,70,21,72,21,72,41,51,70,22,21,70,23,66,26,71,22,71,22,66,27,67,22,42,23,69,25,41,48,42,27,42,23,39,27,22,53,67,23,65,27,22,70,21,53,22,27,67,25,37,53,22,27,42,26,71,21,41,27,69,23,20,72,67,23,66,23,4
22,70,18,21,70,47,56,33,59,33,59,53,38,52,37,34,57,31,68,20,72,20,72,34,58,71,21,20,71,22,50,41,72,21,72,21,49,40,54,21,35,22,70,35,35,56,35,42,35,22,33,42,22,60,54,22,48,41,22,68,20,60,22,42,53,36,31,59,22,42,35,38,72,20,34,40,70,22,18,72,52,22,50,22,2
15,78,13,14,78,56,47,41,51,41,50,59,34,58,33,43,49,39,77,14,79,14,79,42,49,73,19,18,73,20,58,35,74,19,74,19,57,34,60,19,43,20,72,32,43,47,43,36,43,20,41,36,15,51,60,20,56,35,15,77,14,51,15,36,59,32,39,51,15,36,43,34,74,18,43,34,72,20,13,79,58,20,58,20,5
8,85,6,8,85,68,36,51,40,52,41,69,23,70,23,53,38,49,84,7,86,7,86,53,38,72,20,19,72,21,69,23,73,20,73,20,69,24,70,20,54,21,71,22,54,36,54,24,54,21,52,24,8,41,70,21,68,24,8,84,7,41,8,24,70,22,49,40,8,24,54,23,73,19,53,24,71,21,6,86,70,21,69,21,6
8,85,6,8,85,67,27,64,29,64,29,68,24,69,24,65,28,63,84,7,86,7,86,64,28,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,65,21,71,23,65,27,65,25,65,21,64,25,8,29,69,21,67,25,8,84,7,29,8,25,69,23,63,29,8,25,65,24,73,19,65,25,71,21,6,86,69,21,68,21,5
10,83,8,9,83,63,43,48,45,48,44,66,25,67,25,49,44,47,82,9,84,9,84,48,44,79,13,12,79,14,65,26,80,13,80,13,65,27,67,13,49,14,78,23,49,43,49,27,49,14,48,27,10,45,67,14,63,27,10,82,9,45,10,27,67,23,47,45,10,27,49,25,80,12,49,27,78,14,8,84,67,14,65,14,5
13,80,11,12,80,55,48,40,52,40,51,56,36,57,36,42,50,38,79,12,81,12,81,41,50,69,23,22,69,24,56,36,70,23,70,23,56,37,57,23,42,24,68,35,42,48,42,37,42,24,40,37,13,52,57,24,55,37,13,79,12,52,13,37,57,35,38,52,13,37,42,36,70,22,42,37,68,24,11,81,57,24,56,24,2
18,74,14,17,74,62,40,51,42,51,41,64,28,64,27,52,41,50,72,16,76,16,76,51,41,78,13,13,78,15,63,29,79,13,79,14,63,28,66,14,52,15,77,26,52,40,51,30,52,14,51,30,18,42,65,14,62,29,18,72,16,42,18,30,64,26,50,42,18,30,51,28,79,13,52,28,77,14,14,76,64,15,64,14,6
13,80,11,12,80,54,46,45,48,45,47,57,34,58,34,46,47,44,79,12,81,12,81,45,47,72,21,19,71,21,56,35,73,20,72,20,56,36,58,20,46,22,70,32,46,46,46,36,46,22,45,36,13,48,58,22,54,36,13,79,12,48,13,36,58,32,44,48,13,36,46,34,73,19,46,36,70,21,11,81,58,21,56,22,1
14,78,10,13,78,65,50,38,54,38,53,68,25,67,24,40,52,36,76,12,80,12,80,39,52,76,16,15,76,17,67,26,77,16,77,16,66,25,69,16,40,17,75,23,40,50,40,27,40,17,38,27,14,54,69,17,65,26,14,76,12,54,14,27,68,23,36,54,14,27,40,25,77,15,40,25,75,17,10,80,67,17,67,17,5
22,71,20,22,71,62,50,35,55,35,56,63,29,64,29,38,52,32,70,21,72,21,72,38,53,67,25,24,67,26,63,29,68,25,68,25,63,30,64,25,39,26,66,28,38,50,39,30,39,26,35,30,22,56,64,26,62,30,22,70,21,56,22,30,64,28,33,56,22,30,39,29,68,24,38,30,66,26,20,72,64,26,63,26,5
14,77,12,16,78,66,39,49,43,49,43,67,25,68,25,51,41,47,76,13,78,14,80,50,41,76,16,15,76,17,67,25,77,16,77,16,67,26,68,16,51,17,75,24,51,39,51,26,51,17,49,26,16,43,68,17,66,26,15,76,14,43,16,26,68,24,47,43,16,26,51,25,77,15,51,26,75,17,12,79,68,17,67,17,7
14,79,12,13,79,55,49,39,53,38,52,60,31,59,31,41,51,37,78,13,80,13,80,39,51,74,18,17,74,19,58,33,75,18,75,18,57,33,61,18,40,19,73,29,40,49,40,34,41,19,39,34,13,53,61,18,55,33,14,78,13,53,14,34,60,29,37,53,14,35,40,32,75,17,41,33,73,19,12,80,59,19,58,18,4
11,82,9,11,82,68,39,48,43,49,44,69,23,70,23,50,41,46,81,10,83,10,83,50,41,73,19,18,73,20,69,23,74,19,74,19,69,24,70,19,51,20,72,22,51,39,51,24,51,20,49,24,11,44,70,20,68,24,11,81,10,44,11,24,70,22,46,43,11,24,51,23,74,18,50,24,72,20,9,83,70,20,69,20,5
16,77,14,15,77,60,41,50,43,50,42,62,28,64,28,51,42,49,76,15,78,15,78,50,42,76,16,15,75,17,61,29,77,15,76,16,62,30,64,16,51,18,74,27,51,41,50,30,51,17,50,30,16,43,63,17,61,30,16,76,15,43,16,30,63,27,49,43,16,30,50,28,77,15,51,30,74,16,14,78,64,17,62,17,5
16,77,14,15,77,55,52,36,56,36,55,57,33,59,33,38,54,34,76,15,78,15,78,37,54,72,19,19,72,21,56,34,73,19,73,20,57,35,59,20,38,21,71,31,38,52,37,35,38,20,36,35,16,56,58,20,55,35,16,76,15,56,16,35,58,31,34,56,16,35,37,33,73,19,38,35,71,20,14,78,59,21,57,20,7
11,82,9,10,82,67,39,49,43,49,42,69,23,69,22,51,41,47,81,10,83,10,83,50,41,79,12,12,79,14,68,24,80,12,80,13,68,23,71,13,51,14,78,21,51,39,50,25,51,13,49,25,11,43,70,13,67,24,11,81,10,43,11,25,69,21,47,43,11,25,50,23,80,12,51,23,78,13,9,83,69,14,69,13,3
8,83,4,8,83,66,27,63,29,64,30,68,25,68,25,64,28,62,81,5,86,5,86,64,28,72,21,19,72,21,67,25,73,20,73,20,67,26,68,20,65,21,71,24,65,27,65,26,65,21,64,26,8,30,68,21,66,26,8,83,5,30,8,26,68,24,62,29,8,26,65,25,73,19,64,26,71,21,5,86,68,21,67,21,4
13,80,11,12,80,58,41,50,43,50,42,61,32,60,31,51,42,49,79,12,81,12,81,50,42,71,21,20,71,22,60,33,72,21,72,21,59,32,62,21,51,22,70,30,51,41,51,34,51,22,50,34,13,43,62,22,58,33,13,79,12,43,13,34,61,30,49,43,13,34,51,32,72,20,51,32,70,22,11,81,60,22,60,22,2
