@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
72,20,44,47,52,34,21,69,54,24,55,20,23,38,36,18,20,71,69,18,22,38,35,35,68,19,53,33,20,71,25,68,18,17,64,26,32,56,35,38,20,56,18,75,70,18,37,20,20,39,20,26,35,24,20,58,55,24,31,55,23,56,23,19,75,17,67,21,18,75,18,72,21,20,20,58,35,18,20,74,20,58,68,22,75,18,21,20,20,71,75,17,20,71,18,74,18,75,36,25,20,59,22,19,18,75,55,20,74,18,18,69,76,18,20,21,68,18,20,72,21,21,24,20,35,19,20,25,20,39,57,20,76,17,20,38,20,20,22,25,56,18,20,38,20,38,20,19,23,25,20,25,20,58,20,19,73,18,20,19,20,57,73,18,20,26,22,20,24,20,18,73,37,20,20,20,55,19,20,72,18,70,68,18,37,20,20,25,55,18,20,20,20,38,20,19,73,18,68,18,72,19,18,72,20,20,20,72,18,73,20,20,20,25,20,19,18,73,73,18,24,20,21,20,21,20,73,17,73,17,21,20,72,18,18,72,18,72,20,19,3.0
77,14,35,46,49,31,17,72,53,17,53,14,19,38,35,13,14,74,75,13,20,39,34,38,74,14,50,32,15,72,22,68,12,11,70,21,26,56,33,38,14,57,12,79,76,12,34,13,12,41,12,20,35,19,15,58,53,18,27,54,18,57,20,13,81,12,74,14,12,80,12,75,17,12,14,59,35,14,14,78,18,57,73,15,80,12,16,12,14,74,80,13,14,73,14,79,12,81,34,18,12,60,20,14,13,81,53,13,79,13,14,72,81,11,12,16,75,14,14,77,14,14,21,12,35,15,14,19,14,39,55,12,82,11,14,40,12,15,20,19,54,13,16,39,15,38,14,14,19,18,15,18,14,59,15,13,78,12,14,13,13,58,77,13,14,18,20,15,19,13,13,79,34,14,14,14,54,15,14,76,13,73,74,14,36,12,16,19,54,14,16,15,15,40,16,13,77,14,74,13,78,13,14,76,15,15,14,78,13,78,14,15,15,19,16,14,13,77,78,13,19,14,15,13,15,14,79,12,79,13,14,13,79,13,14,78,14,77,15,14,4.0
76,14,42,46,52,34,17,72,53,15,53,15,20,40,34,14,14,75,77,14,18,37,33,37,76,15,53,34,14,72,20,70,14,12,74,28,28,58,32,40,17,59,14,78,78,13,33,16,16,41,16,18,33,16,14,58,53,16,28,55,19,59,19,14,80,12,75,15,14,79,15,76,18,15,14,60,34,15,14,77,16,57,75,16,79,13,17,15,14,73,79,13,14,73,14,78,14,79,33,18,15,61,19,15,14,79,53,14,78,13,16,73,80,13,16,17,76,15,14,75,17,17,20,15,34,15,16,17,17,40,55,13,81,13,16,40,16,16,18,16,54,14,16,38,18,40,16,15,20,18,18,18,14,58,16,14,78,13,16,14,16,60,77,13,17,18,19,15,20,16,14,77,33,17,16,15,54,15,14,74,15,74,75,15,35,15,16,17,54,15,17,16,16,38,17,14,76,14,76,14,77,14,14,75,16,16,14,75,14,77,16,16,16,17,17,15,14,76,77,14,20,17,18,16,18,17,78,13,77,14,17,16,77,14,14,76,14,76,16,15,2.0
75,15,47,46,58,25,16,70,59,16,59,15,20,33,33,15,15,72,75,14,21,32,31,31,73,15,57,26,17,70,18,66,13,14,71,19,25,55,30,29,18,59,14,77,76,15,32,16,15,34,15,20,32,18,17,61,59,17,26,56,18,59,22,15,78,14,73,16,14,79,14,73,19,17,15,61,32,16,15,76,20,59,73,15,78,15,17,17,16,72,77,14,16,72,15,78,14,80,31,17,15,62,21,16,13,79,60,15,77,14,16,70,78,15,15,18,73,15,16,76,16,17,23,17,32,16,15,19,16,33,62,15,79,15,15,33,16,18,21,18,61,15,17,33,18,33,15,17,21,19,18,19,16,61,16,16,76,15,15,16,16,60,76,15,16,19,21,16,22,17,14,77,31,16,16,17,59,16,16,74,14,71,73,15,34,16,17,19,59,16,17,17,16,33,18,16,75,15,74,15,75,15,16,74,16,17,16,76,14,77,15,17,16,19,17,17,14,75,75,15,21,17,19,17,18,17,76,15,75,15,17,17,75,15,16,76,16,76,16,17,3.0
73,14,48,38,56,25,18,69,60,19,60,16,21,33,39,14,12,71,72,13,21,31,34,29,70,13,54,25,17,68,22,63,11,13,64,20,31,50,36,31,16,55,12,79,73,14,39,14,13,34,14,23,37,20,14,54,57,17,31,49,21,55,23,14,80,13,69,17,12,81,13,72,17,15,13,55,38,14,12,78,19,52,68,15,78,14,15,15,13,70,79,13,13,70,12,80,12,82,38,20,13,56,22,14,11,81,61,14,77,13,16,69,80,13,14,18,70,13,13,77,15,18,24,15,38,16,13,22,14,33,62,14,80,13,13,33,14,16,22,21,61,14,15,33,16,33,13,15,22,22,17,22,14,54,14,15,78,13,13,15,14,55,76,14,15,22,22,16,23,16,12,79,38,16,14,15,59,15,15,75,14,70,71,16,40,14,15,22,59,14,15,17,14,33,16,15,75,14,72,14,75,13,14,76,14,17,13,77,12,79,13,17,14,22,15,15,12,77,77,13,22,18,17,16,17,18,78,13,77,13,15,16,75,13,13,78,13,78,14,15,2.0
73,20,43,49,54,31,17,70,55,22,55,19,22,38,32,18,17,72,71,18,21,37,31,36,71,20,54,33,18,70,19,67,16,16,68,25,25,57,31,36,19,60,16,76,72,17,31,19,18,39,18,24,32,22,18,60,56,22,27,58,20,60,22,18,76,17,70,21,16,76,16,73,20,18,17,62,32,19,17,75,20,60,71,21,75,17,20,18,17,71,75,17,17,70,17,75,16,77,31,23,18,63,22,19,17,76,55,18,74,18,17,70,76,17,18,21,71,19,17,73,19,20,23,18,32,20,18,23,19,38,57,17,77,16,17,38,18,20,22,22,56,18,18,37,19,38,18,19,22,23,19,23,18,61,19,18,73,18,18,18,19,60,73,18,19,23,22,20,22,19,17,74,31,20,19,19,56,20,17,73,17,70,70,19,33,18,19,22,56,19,19,20,18,37,19,18,73,19,70,18,73,20,17,73,19,20,17,74,17,73,18,20,19,22,19,19,17,73,73,19,22,20,19,19,19,20,74,17,74,18,19,19,73,19,17,74,17,73,19,19,2.0
74,19,48,48,57,29,18,70,61,23,61,19,22,32,36,16,14,72,71,16,20,31,34,30,71,17,57,27,19,70,26,67,14,14,67,20,32,54,36,31,17,57,16,77,72,17,37,18,17,34,17,24,35,21,16,56,60,21,30,55,20,56,22,16,78,14,71,19,16,78,16,73,19,17,14,58,36,17,14,76,19,56,70,19,77,17,18,17,15,70,77,15,16,70,14,77,15,79,37,23,17,59,22,17,14,78,62,18,76,16,16,71,78,15,17,19,71,17,16,74,18,19,23,17,36,17,15,23,18,34,62,17,79,15,14,33,17,18,21,21,61,16,16,31,18,33,16,17,23,23,19,24,15,56,17,16,76,15,16,16,17,58,75,17,18,24,22,17,23,18,15,76,37,19,17,17,61,17,17,74,16,72,71,18,37,17,17,21,61,17,18,17,15,31,18,16,74,18,72,17,75,17,16,75,17,17,15,74,16,76,16,18,16,21,18,17,16,76,75,16,23,19,19,18,19,19,76,15,75,16,18,18,75,17,15,75,16,75,17,17,1.0
74,17,45,47,56,31,19,70,57,20,57,17,22,35,34,17,18,71,73,17,23,35,33,35,71,17,56,30,21,70,21,67,16,15,69,21,30,56,33,33,19,60,18,76,74,15,33,17,19,36,19,22,34,21,19,60,58,20,29,58,21,59,23,17,77,16,71,18,17,77,18,72,20,18,18,60,34,18,17,75,23,60,71,18,77,15,19,18,18,70,76,16,19,70,16,76,16,77,33,20,19,61,23,18,16,76,57,17,76,16,18,71,77,15,19,19,72,17,18,73,19,19,24,17,34,18,18,21,19,36,60,16,78,15,18,35,19,19,23,21,59,17,19,35,19,36,18,18,22,21,19,22,18,60,18,17,74,16,18,17,19,60,74,16,19,22,23,18,22,18,16,74,33,17,19,18,58,18,19,73,18,71,71,16,35,16,19,21,59,18,19,18,18,35,19,17,74,16,71,16,74,16,18,74,18,18,17,73,17,74,18,18,18,21,19,18,18,74,74,16,22,18,19,19,19,19,75,16,75,16,19,19,75,16,16,74,17,74,18,18,4.0
73,17,46,46,54,29,17,71,56,19,57,19,20,34,35,17,16,73,73,16,20,35,33,34,72,17,54,30,18,72,22,69,15,15,69,24,28,55,33,33,16,57,16,77,74,16,35,17,17,37,18,22,34,20,17,58,56,19,29,56,18,57,21,17,77,15,71,17,16,77,16,74,19,17,16,59,35,17,16,76,19,58,71,17,76,16,19,18,17,72,77,16,17,72,15,76,16,78,35,20,16,60,21,17,15,77,57,17,75,16,16,71,78,16,18,20,72,16,17,74,18,20,22,17,35,18,16,21,17,35,59,17,78,15,16,36,18,18,20,20,58,17,17,35,17,34,17,17,21,20,18,20,17,58,18,17,75,16,17,17,16,58,74,16,18,21,21,18,21,17,16,75,35,19,18,18,57,18,17,74,16,72,72,17,36,17,17,20,57,17,18,18,17,35,18,17,74,17,72,16,74,17,16,74,18,18,17,74,16,75,17,19,17,20,18,17,16,75,75,17,21,19,18,17,18,19,75,15,75,16,18,18,74,16,16,74,16,74,18,17,2.0
74,16,49,43,58,32,18,71,59,19,59,18,22,35,37,17,16,72,75,17,21,33,35,33,73,17,58,27,19,71,23,67,15,16,72,23,35,53,37,33,18,57,16,78,76,17,37,18,18,35,18,20,36,18,16,56,59,17,30,54,21,57,22,17,76,16,73,17,15,78,17,73,18,19,16,57,36,17,16,77,21,56,73,17,77,16,18,19,16,71,76,16,16,71,15,77,15,78,37,19,18,58,21,17,15,77,59,18,76,16,17,71,77,16,18,19,73,17,16,75,18,19,23,19,36,17,16,19,18,35,61,18,77,16,16,34,18,19,21,18,60,17,16,33,18,35,16,18,22,20,18,20,16,56,17,17,74,16,17,18,18,57,74,16,18,20,21,17,22,19,15,75,37,18,18,19,59,17,17,75,17,71,73,17,38,18,16,18,59,17,16,17,16,33,17,17,74,16,73,17,74,16,16,75,16,17,16,75,15,75,16,18,16,18,16,17,16,75,74,16,22,19,18,19,18,19,74,16,74,16,18,19,74,16,15,75,15,75,16,17,2.0
71,20,48,54,55,33,22,66,56,23,56,20,25,36,32,19,20,68,70,19,25,36,31,36,70,21,56,35,22,67,24,63,19,17,66,28,28,58,31,34,21,62,20,73,71,19,32,19,21,38,21,25,32,23,21,61,57,23,30,58,23,61,26,19,75,17,68,22,20,74,21,69,23,20,20,62,32,20,20,72,25,61,69,23,74,18,22,20,20,67,74,18,21,67,19,73,19,74,31,23,21,63,26,20,19,73,57,19,73,19,21,67,75,18,21,22,70,20,21,70,21,21,27,19,32,21,21,24,21,37,58,19,76,18,20,37,22,21,26,23,57,19,21,36,21,37,21,20,25,23,21,24,20,61,21,19,73,18,21,19,21,62,72,18,21,24,26,21,26,19,19,71,31,20,22,20,57,21,21,70,21,67,68,20,33,19,22,23,57,20,22,21,20,36,22,19,71,19,69,19,72,20,20,71,21,21,20,70,20,71,21,21,21,23,22,20,20,71,72,19,25,20,22,20,21,21,73,18,72,19,22,20,72,20,19,71,20,71,21,20,2.0
77,14,41,48,51,32,18,68,54,20,55,14,24,38,35,13,14,70,73,13,24,39,34,37,73,14,52,35,18,69,24,61,12,11,66,25,28,53,34,35,14,57,12,80,74,13,35,14,14,40,14,22,35,21,15,59,54,20,31,53,20,57,24,13,81,11,71,17,12,80,12,71,16,14,14,59,35,13,13,79,22,59,72,18,80,12,16,14,15,69,81,12,15,69,13,79,12,81,34,21,13,60,24,13,13,80,55,13,79,13,13,68,82,12,15,16,73,13,14,77,16,15,25,14,35,15,14,21,15,38,56,13,82,11,14,39,15,14,24,21,55,13,15,39,15,38,14,13,24,21,15,21,15,59,15,13,79,12,14,13,14,57,78,12,15,21,24,15,25,14,13,78,35,15,15,14,55,15,15,77,13,68,72,14,36,14,15,21,55,13,15,15,15,39,15,13,78,13,72,13,78,14,13,77,15,15,14,78,13,77,14,15,15,21,15,13,13,77,79,13,25,15,16,14,16,15,79,11,79,12,16,14,78,13,13,78,13,77,15,13,4.0
72,19,41,43,55,30,17,70,55,22,56,20,22,36,37,16,17,72,72,16,21,37,35,37,71,18,53,31,19,70,23,67,15,15,69,23,29,52,37,34,17,56,16,76,73,17,38,18,17,39,17,23,36,21,18,57,54,20,30,54,18,55,22,16,77,15,70,21,16,78,16,73,20,18,17,57,36,16,16,75,21,56,70,19,75,17,18,18,17,71,77,16,18,71,16,77,15,78,37,22,16,58,21,16,15,77,56,18,74,16,17,71,78,17,18,21,71,16,17,74,18,20,23,18,36,19,17,22,17,37,57,18,78,15,17,38,18,18,21,21,56,16,18,38,19,37,17,17,22,22,19,22,17,57,17,17,75,17,17,17,16,56,74,17,17,22,21,19,23,18,15,75,38,20,18,18,55,19,17,73,16,71,72,19,38,18,18,22,55,16,18,20,17,38,19,17,74,18,72,17,73,18,17,74,17,20,16,74,16,75,17,20,17,22,18,17,16,74,75,18,23,20,20,18,20,20,75,15,75,16,18,18,73,16,16,75,17,75,17,17,2.0
73,18,47,45,56,28,18,72,59,22,59,20,21,35,34,18,17,73,71,18,20,34,33,34,69,18,55,31,18,71,19,70,16,17,66,23,27,57,33,34,19,59,17,76,72,19,35,20,17,36,18,24,33,22,18,59,58,22,30,57,20,59,21,18,76,17,70,20,16,77,17,74,20,19,17,60,33,18,17,75,20,58,69,19,76,18,19,19,17,72,75,17,17,72,17,76,16,77,35,23,17,61,20,18,16,77,60,20,75,17,18,72,76,17,18,20,69,18,17,74,19,20,22,19,33,18,17,23,18,35,60,19,76,17,17,35,18,20,20,22,59,18,18,34,19,35,17,19,22,23,20,23,17,59,18,18,74,17,18,19,18,60,74,18,19,23,20,18,22,20,16,75,35,20,18,19,58,18,18,73,17,73,70,19,35,19,18,22,58,18,18,18,17,34,19,18,73,18,71,19,73,17,18,73,17,18,17,74,16,75,17,19,17,22,18,18,17,74,73,17,22,20,20,20,20,20,74,17,73,17,19,20,73,17,17,74,17,74,17,18,3.0
74,15,49,43,54,31,18,71,58,19,59,17,22,36,36,15,13,71,73,15,22,33,34,32,71,16,56,31,17,68,21,64,12,14,67,25,32,53,34,34,17,59,15,79,74,16,36,17,15,36,15,22,35,20,14,56,58,19,32,52,22,58,23,15,78,14,71,16,12,80,15,72,17,17,13,58,35,15,13,78,20,55,70,18,78,15,16,17,13,70,78,14,13,69,13,79,12,81,36,20,15,59,22,15,13,80,59,16,77,14,16,72,79,14,15,18,71,15,13,76,16,18,24,17,35,16,14,21,16,36,60,16,79,14,14,35,15,17,22,20,59,15,15,33,17,36,14,16,24,22,17,22,13,57,15,16,76,14,14,16,16,59,75,15,16,22,22,16,24,17,13,78,36,18,15,17,58,16,16,75,16,72,72,16,37,17,15,20,58,15,15,16,14,34,16,15,75,15,72,16,75,14,16,76,14,17,13,77,13,77,14,17,14,21,15,15,16,76,76,14,24,18,17,17,17,18,76,14,76,14,16,17,75,14,13,78,13,77,14,16,1.0
77,13,46,46,57,28,14,75,58,18,58,15,17,32,36,13,13,77,76,11,17,34,34,34,74,13,55,29,16,75,24,72,11,11,71,20,30,55,36,32,12,56,12,81,77,13,37,15,13,35,13,19,35,18,14,58,58,16,31,57,15,56,17,13,82,11,74,15,12,81,12,78,15,13,13,58,35,15,11,80,17,58,74,13,80,13,15,13,14,75,79,11,14,75,11,80,12,82,36,18,12,59,17,15,11,81,61,15,79,11,12,75,80,13,13,16,74,13,12,78,14,15,18,13,35,15,13,18,14,33,61,13,82,13,13,34,14,16,17,18,60,12,14,34,14,32,13,15,17,18,14,18,14,58,14,13,80,13,13,13,12,57,80,13,14,18,17,15,18,15,12,79,36,15,14,13,58,14,12,78,12,76,74,13,37,13,14,18,58,14,14,15,14,34,14,13,77,13,77,13,77,13,12,78,14,15,12,78,12,79,13,15,14,18,14,15,12,79,77,13,17,15,15,15,14,15,80,13,77,13,15,15,77,13,12,78,12,78,14,15,3.0
72,16,39,42,51,34,19,69,53,20,53,18,23,39,39,14,13,71,73,14,20,38,35,33,71,16,50,30,16,69,26,63,13,13,68,25,33,51,38,39,16,55,15,78,74,15,40,17,16,41,16,22,36,18,15,53,51,17,29,48,22,54,23,14,80,14,70,18,15,79,16,72,18,15,13,55,38,15,13,77,16,53,70,17,76,15,17,15,14,69,77,14,15,69,13,78,14,80,38,21,16,56,22,15,13,79,55,16,75,14,16,70,78,15,16,20,72,15,15,75,16,20,24,15,37,16,13,21,16,41,55,15,80,14,13,40,16,18,20,19,54,14,15,38,17,40,14,17,23,21,17,21,14,53,16,14,77,16,15,15,16,56,76,16,16,22,21,17,24,17,14,77,38,19,16,15,52,16,15,75,16,71,72,18,40,15,15,19,53,15,15,17,14,38,17,14,74,16,74,16,73,16,15,76,14,17,14,75,15,77,13,19,14,19,16,15,15,77,75,16,23,19,18,17,17,19,78,15,76,15,17,18,74,15,14,76,15,76,15,15,1.0
79,11,42,45,51,28,13,74,56,17,56,11,17,35,33,10,11,76,74,10,15,34,29,32,73,11,53,27,13,73,17,70,10,9,65,20,25,56,30,32,13,60,12,81,75,10,32,12,13,37,13,21,31,17,12,60,56,16,24,56,14,60,18,10,83,9,72,13,11,82,12,77,15,12,11,61,32,11,10,80,14,59,72,15,82,10,14,12,12,74,82,10,12,74,10,81,11,83,31,19,12,62,17,11,10,82,57,10,81,10,13,75,83,10,13,14,73,11,11,78,14,14,19,12,32,11,11,20,14,36,59,10,84,10,11,36,13,13,16,19,58,10,13,35,15,35,11,12,18,21,15,21,12,60,13,10,81,10,12,11,12,61,80,10,14,21,17,12,18,13,11,80,31,13,13,12,57,11,12,77,12,76,72,11,34,11,13,19,57,11,13,12,12,35,14,10,79,11,73,10,80,11,12,78,12,12,11,78,11,80,11,13,12,19,13,11,12,79,80,11,18,14,15,13,15,14,81,10,80,11,14,13,80,11,11,79,11,79,12,11,3.0
74,19,47,41,56,33,17,72,57,22,58,19,19,36,43,18,15,75,72,17,19,37,43,37,71,18,56,32,18,72,33,72,14,17,69,27,39,49,43,36,18,50,15,76,73,19,44,19,16,38,16,23,43,22,19,50,56,22,38,50,18,49,19,18,76,17,71,21,15,77,16,76,20,19,16,51,43,18,15,75,19,50,71,21,76,18,19,19,17,74,76,17,18,73,15,76,15,79,43,22,16,52,19,18,15,78,58,19,75,17,17,73,77,18,17,20,71,17,16,73,19,19,20,19,43,19,16,22,18,37,58,19,77,17,16,37,17,19,19,22,57,18,19,37,19,36,16,18,19,22,19,22,18,50,18,18,75,18,16,18,17,51,75,18,18,22,19,19,20,19,16,76,44,19,17,19,56,19,16,72,17,74,72,19,44,19,19,22,56,18,19,19,18,37,19,18,75,18,72,19,74,18,16,73,18,19,16,74,16,75,16,19,18,22,19,18,16,74,75,18,20,19,20,19,20,19,75,17,75,17,19,19,74,17,16,75,16,74,18,18,2.0
74,16,47,53,58,31,19,71,58,17,58,17,20,33,32,17,19,73,76,17,21,35,32,34,74,17,58,32,20,72,23,71,17,15,74,23,28,60,31,33,18,61,18,75,77,16,31,17,19,36,19,19,32,18,20,62,58,18,29,61,19,60,21,17,77,16,74,17,18,76,18,74,21,17,19,62,32,18,18,74,20,62,74,17,77,15,20,17,19,72,76,16,20,72,17,75,17,76,31,17,18,63,21,18,17,75,58,17,76,16,18,72,77,15,19,19,75,17,19,72,19,18,22,16,32,18,19,18,19,34,60,16,78,15,19,35,19,19,21,18,59,17,20,35,19,34,19,18,20,17,19,18,19,62,19,17,74,16,19,17,18,61,74,16,19,18,21,18,20,17,17,73,31,17,20,18,58,18,19,72,18,72,74,17,33,16,20,18,59,18,20,18,19,35,20,17,74,16,74,17,74,16,18,73,19,18,18,72,18,73,19,18,19,18,20,18,18,73,74,16,20,17,19,18,19,18,75,16,75,16,19,18,75,16,17,73,18,73,19,18,4.0
74,17,41,46,51,35,19,72,54,20,54,19,21,40,36,16,16,74,72,15,19,39,33,37,70,16,50,31,18,73,24,71,14,15,67,25,32,57,34,40,19,58,16,77,73,17,37,19,17,40,17,23,34,21,18,58,53,19,28,56,21,58,20,17,77,15,71,18,16,77,17,75,19,18,16,58,34,17,15,76,18,58,70,17,77,17,19,18,18,73,76,15,18,73,14,76,16,79,37,23,17,59,19,18,14,78,55,19,76,15,18,72,77,16,17,19,70,16,17,74,19,19,21,18,34,17,16,22,19,40,56,18,78,16,16,39,17,19,19,22,55,15,18,39,19,40,16,18,21,23,19,23,18,58,18,17,75,16,16,17,19,59,75,17,19,23,19,18,21,19,16,76,37,19,17,18,53,16,17,74,18,74,71,17,37,18,18,22,53,16,18,18,18,39,18,17,74,17,72,17,74,16,16,74,18,18,17,74,16,76,16,18,18,22,18,18,16,76,74,16,21,19,19,19,19,19,75,16,74,16,19,19,74,16,16,74,16,74,18,18,1.0
75,15,45,49,56,30,17,72,58,21,58,17,21,35,34,16,16,74,73,15,20,35,33,35,71,15,53,32,19,72,23,70,15,14,67,21,29,57,34,35,18,59,15,77,74,15,34,18,18,36,18,22,33,21,18,59,57,20,31,59,20,59,20,16,78,15,71,18,15,77,16,75,19,17,17,60,33,17,16,76,20,59,71,15,78,14,19,17,17,73,77,15,17,72,16,76,15,78,34,22,17,61,20,17,16,77,58,17,77,15,17,72,78,14,18,18,72,15,16,74,19,18,21,17,33,17,17,21,19,35,60,16,79,14,17,35,18,18,20,21,59,15,18,35,19,35,17,17,21,22,19,22,18,59,18,16,75,15,17,16,18,59,75,15,19,22,20,17,21,18,16,75,34,18,18,17,57,16,16,74,17,72,71,16,35,17,18,21,58,16,18,17,18,35,18,16,75,15,71,16,75,15,16,74,18,17,16,75,16,74,17,17,18,21,18,17,16,74,75,15,21,18,19,18,19,18,76,15,76,15,19,18,76,15,16,75,16,74,18,17,4.0
