@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atLee numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o3atLee numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,12,18,17,19,12,20,11,10,13,18,19,13,20,12,21,11,20,11,13,18,20,10,19,12,18,12,13,13,19,11,7,23,24,4,31,0,31,0,0,31,0,31,24,8,6,26,0,31,0,31,5,25,5,7,23,7,0,25,5.0
31,2,27,31,0,28,3,0,31,0,31,31,0,31,0,31,0,28,3,31,0,0,31,0,10,16,19,17,14,18,13,12,11,20,17,15,18,14,19,13,18,13,11,20,18,12,17,14,16,14,11,15,17,13,8,22,15,14,23,6,31,0,0,31,7,24,23,9,15,16,7,24,0,31,15,16,15,8,22,8,7,16,4.0
31,8,21,31,0,22,9,0,31,0,31,31,0,31,0,31,0,22,9,31,0,0,31,0,7,15,22,23,14,23,7,7,8,23,16,15,23,8,24,7,24,8,8,23,23,7,16,8,16,15,8,15,23,7,8,22,11,19,18,11,31,0,0,31,12,19,23,9,20,12,12,19,0,31,19,11,19,8,22,8,12,11,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,14,23,16,16,17,14,13,7,24,15,17,17,15,18,14,17,14,7,24,17,13,15,15,14,16,7,17,16,14,8,22,12,18,15,14,31,0,0,31,15,16,23,9,19,13,15,16,0,31,18,12,18,8,22,8,15,12,1.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,8,17,21,24,11,25,6,5,9,22,19,13,25,7,26,6,25,6,9,22,25,5,19,7,18,12,9,13,24,6,10,20,14,15,22,7,31,0,0,31,8,23,21,11,16,15,8,23,0,31,16,15,16,10,20,10,8,15,2.0
31,2,28,19,10,29,3,11,20,11,20,31,0,31,0,31,0,28,2,31,0,0,31,0,6,15,23,21,13,22,9,8,7,24,17,15,22,10,23,9,22,9,7,24,22,8,17,10,16,14,7,15,21,9,8,22,10,19,26,3,31,0,0,31,4,27,23,9,20,11,4,27,0,31,20,11,20,8,22,8,4,11,2.0
31,15,13,31,0,15,17,0,31,0,31,31,0,31,0,31,0,14,16,31,0,0,31,0,17,20,12,21,10,22,9,8,18,13,21,11,22,10,23,9,22,9,18,13,22,8,21,10,20,10,18,11,21,9,11,19,16,13,27,2,31,0,0,31,3,28,20,12,14,17,3,28,0,31,14,17,14,11,19,11,3,17,6.0
31,0,31,18,11,31,0,12,19,12,19,31,0,31,0,31,0,31,0,31,0,0,31,0,0,12,31,20,16,22,10,8,0,31,14,18,21,11,23,9,21,9,0,31,22,8,14,11,13,17,0,18,20,10,12,18,14,16,17,13,31,0,0,31,13,17,19,13,17,15,14,18,0,31,16,14,16,12,18,12,13,14,4.0
31,18,10,31,0,12,20,0,31,0,31,31,0,31,0,31,0,11,19,31,0,0,31,0,13,22,16,23,8,24,7,6,14,17,23,9,24,8,25,7,24,7,14,17,24,6,23,8,22,8,14,9,23,7,13,17,16,14,20,9,31,0,0,31,10,21,18,14,15,17,10,21,0,31,14,16,14,13,17,13,10,16,6.0
31,6,24,31,0,24,6,0,31,0,31,31,0,31,0,31,0,25,7,31,0,0,31,0,7,16,22,23,13,24,7,6,8,23,17,14,24,8,25,7,24,7,8,23,24,6,17,8,17,14,8,14,23,7,13,17,15,15,18,12,31,0,0,31,12,18,18,14,16,16,13,19,0,31,15,15,15,13,17,13,12,15,6.0
31,1,29,16,14,29,1,14,16,15,17,31,0,31,0,31,0,30,2,31,0,0,31,0,0,5,31,17,24,19,13,11,0,31,6,25,18,14,20,12,18,12,0,31,19,11,6,14,6,25,0,25,17,13,2,28,6,24,12,17,31,0,0,31,18,13,29,3,25,7,18,13,0,31,24,6,24,2,28,2,18,6,2.0
31,2,28,26,3,29,3,4,27,4,27,31,0,31,0,31,0,28,2,31,0,0,31,0,8,20,21,21,10,22,9,8,9,22,21,11,22,10,23,9,22,9,9,22,22,8,21,10,20,10,9,11,21,9,3,27,18,11,31,0,31,0,0,31,0,31,28,4,12,19,0,31,0,31,12,19,12,3,27,3,0,19,2.0
31,6,24,31,0,24,6,0,31,0,31,31,0,31,0,31,0,25,7,31,0,0,31,0,7,16,22,23,13,24,7,6,8,23,17,14,24,8,25,7,24,7,8,23,24,6,17,8,17,14,8,14,23,7,13,17,15,15,18,12,31,0,0,31,12,18,18,14,16,16,13,19,0,31,15,15,15,13,17,13,12,15,6.0
25,10,19,31,0,20,11,0,31,0,31,29,5,25,5,26,6,20,11,30,1,0,30,1,9,16,20,22,13,22,8,8,10,21,17,14,22,9,23,8,23,9,10,21,22,8,17,9,17,14,10,14,22,8,6,22,17,12,31,0,31,0,0,31,0,31,24,8,13,18,0,31,0,31,13,18,13,7,23,7,0,18,1.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,4,13,25,18,15,18,12,12,5,26,15,17,18,13,19,12,19,13,5,26,18,12,15,13,14,16,5,17,18,12,2,28,7,21,29,1,31,0,0,31,1,29,29,3,23,9,2,30,0,31,22,8,22,2,28,2,1,8,3.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,8,17,21,18,13,19,12,11,9,22,18,14,19,13,20,12,19,12,9,22,19,11,18,13,17,13,9,14,18,12,6,24,12,15,31,0,31,0,0,31,0,31,25,7,17,14,0,31,0,31,17,14,17,6,24,6,0,14,4.0
31,0,31,16,14,31,0,14,16,15,17,31,0,31,0,31,0,31,0,31,0,0,31,0,5,15,24,16,15,17,14,13,6,25,16,16,17,15,18,14,17,14,6,25,17,13,16,15,15,15,6,16,16,14,1,29,6,24,31,0,31,0,0,31,0,31,30,2,25,7,0,31,0,31,24,6,24,1,29,1,0,6,4.0
31,3,27,20,9,27,3,10,21,10,21,31,0,31,0,31,0,28,4,31,0,0,31,0,6,13,23,20,16,20,10,10,7,24,14,17,20,11,21,10,21,11,7,24,20,10,14,11,14,17,7,17,20,10,6,24,10,20,25,4,31,0,0,31,5,26,25,7,21,11,5,26,0,31,20,10,20,6,24,6,5,10,3.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,8,22,21,23,8,24,7,6,9,22,23,9,24,8,25,7,24,7,9,22,24,6,23,8,22,8,9,9,23,7,10,20,15,14,31,0,31,0,0,31,0,31,21,11,15,16,0,31,0,31,15,16,15,10,20,10,0,16,4.0
31,2,28,24,5,28,2,6,25,6,25,31,0,31,0,31,0,29,3,31,0,0,31,0,3,9,26,14,20,15,16,15,4,27,10,21,15,17,16,16,15,16,4,27,15,15,10,17,10,21,4,21,14,16,0,30,4,26,13,17,31,0,0,31,17,13,31,1,27,5,18,14,0,31,26,4,26,0,30,0,17,4,4.0
25,8,22,31,0,23,9,0,31,0,31,31,5,25,5,26,6,22,8,31,0,0,31,0,9,23,20,24,7,25,6,5,10,21,24,8,25,7,26,6,25,6,10,21,25,5,24,7,23,7,10,8,24,6,6,24,17,12,31,0,31,0,0,31,0,31,25,7,13,18,0,31,0,31,13,18,13,6,24,6,0,18,1.0
21,25,4,31,0,5,26,0,31,0,31,31,8,22,9,22,9,5,26,31,0,0,31,0,15,18,14,19,12,20,11,10,16,15,19,13,20,12,21,11,20,11,16,15,20,10,19,12,18,12,16,13,19,11,11,19,13,17,16,13,31,0,0,31,14,17,20,12,18,14,14,17,0,31,17,13,17,11,19,11,14,13,7.0
31,5,24,20,9,25,6,10,21,10,21,31,0,31,0,31,0,25,6,31,0,0,31,0,8,15,21,21,14,22,9,8,9,22,15,15,22,9,23,9,22,9,9,22,22,8,16,10,16,15,9,15,21,9,9,21,12,17,26,3,31,0,0,31,4,27,22,10,18,13,4,27,0,31,18,13,18,9,21,9,4,13,4.0
31,26,3,31,0,4,27,0,31,0,31,31,0,31,0,31,0,4,27,31,0,0,31,0,14,22,15,23,8,25,7,5,15,16,23,9,24,8,26,6,24,6,15,16,25,5,23,8,22,8,15,9,23,7,16,14,19,11,21,8,27,2,3,28,9,22,15,17,12,20,9,22,3,28,11,19,11,16,14,16,9,19,3.0
31,0,31,21,8,31,0,9,22,9,22,31,0,31,0,31,0,31,0,31,0,0,31,0,7,19,22,20,11,21,10,9,8,23,20,12,21,11,22,10,21,10,8,23,21,9,20,11,19,11,8,12,20,10,8,22,11,18,29,0,31,0,0,31,1,30,23,9,19,12,1,30,0,31,19,12,19,8,22,8,1,12,4.0
31,4,24,21,8,25,5,9,22,9,22,31,0,31,0,31,0,26,6,31,0,0,31,0,6,13,23,24,16,25,6,5,7,24,14,17,25,7,26,6,25,6,7,24,25,5,14,7,14,17,7,17,24,6,14,16,17,13,19,10,31,0,0,31,11,20,17,15,14,18,11,20,0,31,13,17,13,14,16,14,11,17,5.0
31,0,30,31,0,31,1,0,31,0,31,31,0,31,0,31,0,30,0,31,0,0,31,0,7,19,22,19,11,20,11,10,8,23,19,12,20,11,21,11,20,11,8,23,20,10,20,12,19,11,8,12,19,11,3,27,16,13,31,0,31,0,0,31,0,31,28,4,14,17,0,31,0,31,14,17,14,3,27,3,0,17,6.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,6,31,24,31,0,31,0,0,6,24,31,0,31,0,31,0,31,0,7,25,31,0,31,0,31,0,6,0,31,0,25,5,26,4,27,3,29,1,2,30,4,28,5,25,4,26,3,27,1,29,5,27,5,26,6,26,4,27,6.0
31,10,20,31,0,21,11,0,31,0,31,31,0,31,0,31,0,20,10,31,0,0,31,0,15,17,15,18,13,20,12,10,16,16,18,14,19,13,21,11,19,11,15,15,20,10,18,13,17,13,16,14,18,12,9,21,12,17,22,7,31,0,0,31,8,23,22,10,18,13,8,23,0,31,18,13,18,9,21,9,8,13,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,19,23,20,11,20,10,10,7,24,20,12,20,11,21,10,21,11,7,24,20,10,20,11,19,11,7,12,20,10,5,25,8,22,25,4,31,0,0,31,5,26,26,6,23,9,5,26,0,31,22,8,22,5,25,5,5,8,2.0
26,10,20,31,0,21,11,0,31,0,31,31,3,27,4,27,4,20,10,31,0,0,31,0,12,25,17,26,5,27,4,3,13,18,26,6,27,5,28,4,27,4,13,18,27,3,26,5,25,5,13,6,26,4,14,16,20,10,31,0,31,0,0,31,0,31,17,15,11,21,0,31,0,31,10,20,10,14,16,14,0,20,4.0
24,25,5,29,1,6,26,2,30,1,29,31,5,25,6,25,6,5,25,31,0,0,31,0,18,20,12,21,10,22,9,8,19,13,21,11,22,10,23,9,22,9,18,12,22,8,21,10,20,10,19,11,21,9,13,17,16,14,21,8,31,0,0,31,9,22,18,14,15,17,9,22,0,31,14,16,14,13,17,13,9,16,4.0
31,0,30,21,8,30,0,9,22,9,22,31,0,31,0,31,0,31,1,31,0,0,31,0,4,9,25,14,20,21,14,9,5,26,10,21,15,16,22,9,16,10,5,26,21,9,10,16,10,21,5,21,15,15,5,25,8,22,15,15,31,0,0,31,15,15,26,6,23,9,16,16,0,31,22,8,22,5,25,5,15,8,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,1,15,28,16,15,17,14,13,2,29,16,16,17,15,18,14,17,14,2,29,17,13,16,15,15,15,2,16,16,14,2,28,7,23,14,16,31,0,0,31,16,14,29,3,24,8,17,15,0,31,23,7,23,2,28,2,16,7,3.0
31,0,29,18,11,30,1,12,19,12,19,31,0,31,0,31,0,30,1,31,0,0,31,0,3,19,26,31,9,31,0,0,4,27,21,11,31,0,31,0,31,0,4,27,31,0,21,0,20,10,4,11,31,0,16,13,22,8,31,0,31,0,0,31,0,31,14,17,9,23,0,31,0,31,8,22,8,17,14,17,0,22,4.0
23,20,9,31,0,10,21,0,31,0,31,31,6,24,7,24,7,10,21,31,0,0,31,0,14,16,16,17,14,18,13,12,15,17,17,15,18,14,19,13,18,13,14,16,18,12,17,14,16,14,15,15,17,13,9,21,11,19,14,15,25,4,5,26,16,15,22,10,20,12,16,15,5,26,19,11,19,9,21,9,16,11,3.0
21,20,10,31,0,11,21,0,31,0,31,31,8,22,9,22,9,10,20,31,0,0,31,0,15,19,14,20,11,21,10,9,16,15,20,12,21,11,22,10,21,10,16,15,21,9,20,11,19,11,16,12,20,10,10,20,15,15,19,10,31,0,0,31,11,20,21,11,16,16,11,20,0,31,15,15,15,10,20,10,11,15,6.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,9,13,20,14,17,15,16,15,10,21,14,18,15,17,16,16,15,16,10,21,15,15,14,17,13,17,10,18,14,16,5,25,8,22,14,14,31,0,0,31,15,15,26,6,23,9,16,16,0,31,22,8,22,5,25,5,15,8,6.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,11,22,18,23,8,24,7,6,12,19,23,9,24,8,25,7,24,7,12,19,24,6,23,8,22,8,12,9,23,7,13,17,17,13,20,9,31,0,0,31,10,21,18,14,14,18,10,21,0,31,13,17,13,13,17,13,10,17,7.0
12,25,5,31,0,6,26,0,31,0,31,31,16,13,17,14,18,5,25,31,0,0,31,0,8,31,18,31,0,31,0,0,10,20,31,0,31,0,31,0,31,0,11,21,31,0,31,0,31,0,10,0,31,0,19,11,20,10,20,10,22,8,9,23,10,21,11,19,10,20,10,20,8,22,11,20,11,20,12,20,11,21,5.0
31,1,29,31,0,30,2,0,31,0,31,31,0,31,0,31,0,29,1,31,0,0,31,0,9,20,20,21,10,21,9,9,10,21,21,11,21,10,22,9,22,10,10,21,21,9,21,10,20,10,10,11,21,9,7,23,11,18,24,5,31,0,0,31,6,25,24,8,19,12,6,25,0,31,19,12,19,7,23,7,6,12,4.0
27,7,23,31,0,24,8,0,31,0,31,31,2,28,3,28,3,23,7,31,0,0,31,0,12,27,17,28,3,28,2,2,13,18,28,4,28,3,29,2,29,3,13,18,28,2,28,3,27,3,13,4,28,2,16,14,25,5,31,0,31,0,0,31,0,31,15,17,6,26,0,31,0,31,5,25,5,16,14,16,0,25,4.0
12,23,7,27,3,7,23,3,27,4,28,23,18,13,19,12,18,8,24,24,7,6,24,7,3,8,26,11,21,19,18,11,4,27,9,22,12,19,20,12,12,12,4,27,19,11,9,19,9,22,4,22,12,19,0,31,3,27,5,25,10,19,20,11,25,5,31,0,28,4,26,6,20,11,27,3,27,0,31,0,25,3,1.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,7,20,22,20,10,21,10,9,8,23,20,11,21,10,22,10,21,10,8,23,21,9,21,11,20,10,8,11,20,10,6,24,13,17,25,4,31,0,0,31,5,26,25,7,18,14,5,26,0,31,17,13,17,6,24,6,5,13,6.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,2,14,27,15,16,16,15,14,3,28,15,17,16,16,17,15,16,15,3,28,16,14,15,16,14,16,3,17,15,15,0,30,4,26,20,10,31,0,0,31,10,20,31,1,27,5,11,21,0,31,26,4,26,0,30,0,10,4,3.0
28,6,24,22,7,25,7,8,23,8,23,31,1,29,2,29,2,24,6,31,0,0,31,0,9,23,20,24,7,24,6,6,10,21,24,8,24,7,25,6,25,7,10,21,24,6,24,7,23,7,10,8,24,6,7,23,19,10,31,0,31,0,0,31,0,31,24,8,11,20,0,31,0,31,11,20,11,7,23,7,0,20,5.0
31,6,24,22,7,24,6,8,23,8,23,31,0,31,0,31,0,25,7,31,0,0,31,0,5,9,24,14,20,16,16,13,6,25,10,21,15,17,17,14,15,14,6,25,17,14,10,17,10,21,6,21,14,16,0,31,3,27,13,15,31,0,0,31,16,14,31,0,28,4,17,15,0,31,27,3,27,0,31,0,16,3,7.0
31,17,13,24,6,14,18,7,25,6,24,31,0,31,0,31,0,13,17,31,0,0,31,0,16,18,14,19,12,21,11,9,17,15,19,13,20,12,22,10,20,10,16,14,21,9,19,12,18,12,17,13,19,11,12,18,15,15,20,9,31,0,0,31,10,21,19,13,16,16,10,21,0,31,15,15,15,12,18,12,10,15,2.0
24,9,21,31,0,22,10,0,31,0,31,31,5,25,6,25,6,21,9,31,0,0,31,0,11,28,18,29,2,30,1,0,12,19,29,3,30,2,31,1,30,1,12,19,30,0,29,2,28,2,12,3,29,1,19,11,24,5,31,0,31,0,0,31,0,31,12,20,6,25,0,31,0,31,6,25,6,19,11,19,0,25,1.0
21,22,8,31,0,9,23,0,31,0,31,31,8,22,9,22,9,8,22,31,0,0,31,0,15,18,14,19,12,20,11,10,16,15,19,13,20,12,21,11,20,11,16,15,20,10,19,12,18,12,16,13,19,11,10,20,15,14,21,8,31,0,0,31,9,22,21,11,15,16,9,22,0,31,15,16,15,10,20,10,9,16,4.0
31,18,11,26,4,12,19,5,27,4,26,31,0,31,0,31,0,12,19,31,0,0,31,0,16,17,14,18,13,19,12,11,17,15,18,14,19,13,20,12,19,12,16,14,19,11,18,13,17,13,17,14,18,12,10,20,13,17,19,10,31,0,0,31,11,20,21,11,18,14,11,20,0,31,17,13,17,10,20,10,11,13,4.0
26,10,19,20,9,20,11,10,21,10,21,31,4,27,5,26,4,20,11,31,0,0,31,0,11,14,18,17,15,22,12,8,12,19,15,16,18,13,23,9,18,9,12,19,22,8,15,13,15,16,12,16,18,13,12,18,20,7,31,0,31,0,0,31,0,31,19,13,9,22,0,31,0,31,9,22,9,12,18,12,0,22,2.0
31,9,20,31,0,21,10,0,31,0,31,31,0,31,0,31,0,21,10,31,0,0,31,0,14,21,15,23,8,24,7,6,15,16,22,9,24,8,25,7,24,7,15,16,24,6,22,8,22,9,15,9,23,7,12,18,26,3,31,0,31,0,0,31,0,31,19,13,4,27,0,31,0,31,4,27,4,12,18,12,0,27,5.0
31,6,24,31,0,24,6,0,31,0,31,31,0,31,0,31,0,25,7,31,0,0,31,0,7,15,22,21,14,22,9,8,8,23,16,15,22,10,23,9,22,9,8,23,22,8,16,10,16,15,8,15,21,9,11,19,13,17,16,13,31,0,0,31,14,17,20,12,18,14,14,17,0,31,17,13,17,11,19,11,14,13,6.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,24,22,25,6,26,5,4,8,23,25,7,26,6,27,5,26,5,8,23,26,4,25,6,24,6,8,7,25,5,15,15,18,12,21,9,31,0,0,31,9,21,16,16,13,19,10,22,0,31,12,18,12,15,15,15,9,18,5.0
28,5,25,31,0,26,6,0,31,0,31,31,2,28,2,29,3,25,5,31,0,0,31,0,9,22,20,23,8,24,7,6,10,21,23,9,24,8,25,7,24,7,10,21,24,6,23,8,22,8,10,9,23,7,6,24,16,13,31,0,31,0,0,31,0,31,25,7,14,17,0,31,0,31,14,17,14,6,24,6,0,17,5.0
20,15,15,31,0,16,16,0,31,0,31,31,10,20,10,21,11,15,15,31,0,0,31,0,10,21,20,31,8,31,0,0,10,20,22,9,31,0,31,0,31,0,11,21,31,0,22,0,22,9,10,9,31,0,23,6,27,3,28,2,29,1,2,30,3,29,7,24,3,27,2,28,1,29,4,28,4,24,7,24,3,28,2.0
31,1,29,20,9,30,2,10,21,10,21,31,0,31,0,31,0,29,1,31,0,0,31,0,7,21,22,22,9,22,8,8,8,23,22,10,22,9,23,8,23,9,8,23,22,8,22,9,21,9,8,10,22,8,5,25,19,10,31,0,31,0,0,31,0,31,26,6,11,20,0,31,0,31,11,20,11,5,25,5,0,20,6.0
27,7,23,31,0,24,8,0,31,0,31,31,3,27,3,28,4,23,7,31,0,0,31,0,12,21,17,22,9,23,8,7,13,18,22,10,23,9,24,8,23,8,13,18,23,7,22,9,21,9,13,10,22,8,12,17,23,6,31,0,31,0,0,31,0,31,18,13,7,24,0,31,0,31,7,24,7,13,18,13,0,24,1.0
31,5,24,26,3,25,6,4,27,4,27,31,0,31,0,31,0,25,6,31,0,0,31,0,9,14,20,21,15,22,9,8,10,21,15,16,22,10,23,9,22,9,10,21,22,8,15,10,15,16,10,16,21,9,7,23,15,14,31,0,31,0,0,31,0,31,24,8,15,16,0,31,0,31,15,16,15,7,23,7,0,16,5.0
31,15,12,24,6,14,17,7,25,6,24,31,0,31,0,31,0,14,17,31,0,0,31,0,14,16,16,17,14,18,13,12,15,17,17,15,18,14,19,13,18,13,14,16,18,12,17,14,16,14,15,15,17,13,12,18,15,15,23,6,31,0,0,31,7,24,19,13,16,16,7,24,0,31,15,15,15,12,18,12,7,15,5.0
31,6,24,18,12,24,6,12,18,13,19,31,0,31,0,31,0,25,7,31,0,0,31,0,2,8,27,13,21,14,17,16,3,28,9,22,14,18,15,17,14,17,3,28,14,16,9,18,9,22,3,22,13,17,0,31,7,23,12,18,31,0,0,31,18,12,31,0,24,8,19,13,0,31,23,7,23,0,31,0,18,7,7.0
24,12,18,31,0,19,13,0,31,0,31,31,5,25,6,25,6,18,12,31,0,0,31,0,13,20,16,31,9,31,0,0,14,17,21,10,31,0,31,0,31,0,14,17,31,0,21,0,21,10,14,10,31,0,18,11,27,2,31,0,31,0,0,31,0,31,12,19,3,28,0,31,0,31,3,28,3,19,12,19,0,28,4.0
31,12,18,31,0,18,12,0,31,0,31,31,0,31,0,31,0,19,13,31,0,0,31,0,10,18,19,21,11,22,9,8,11,20,19,12,22,10,23,9,22,9,11,20,22,8,19,10,19,12,11,12,21,9,10,20,13,17,16,13,31,0,0,31,14,17,21,11,18,14,14,17,0,31,17,13,17,10,20,10,14,13,5.0
18,23,7,31,0,8,24,0,31,0,31,31,10,19,11,20,12,7,23,31,0,0,31,0,5,31,25,31,0,31,0,0,5,25,31,0,31,0,31,0,31,0,6,26,31,0,31,0,31,0,5,0,31,0,16,12,19,11,20,10,21,9,10,22,11,21,13,17,11,19,10,20,9,21,11,20,12,18,14,17,11,20,5.0
20,25,4,31,0,5,26,0,31,0,31,31,9,21,10,21,10,5,26,31,0,0,31,0,15,22,14,23,8,23,7,7,16,15,23,9,23,8,24,7,24,8,16,15,23,7,23,8,22,8,16,9,23,7,12,18,16,14,20,10,31,0,0,31,10,20,19,13,15,17,11,21,0,31,14,16,14,12,18,12,10,16,7.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,10,21,19,22,9,22,8,8,11,20,22,10,22,9,23,8,23,9,11,20,22,8,22,9,21,9,11,10,22,8,4,26,14,15,28,1,31,0,0,31,2,29,27,5,16,15,2,29,0,31,16,15,16,4,26,4,2,15,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,5,20,24,21,10,23,9,7,6,25,21,11,22,10,24,8,22,8,6,25,23,7,21,10,20,10,6,11,21,9,12,18,15,15,17,12,27,0,2,29,13,18,19,13,16,16,13,18,2,29,15,15,15,12,18,12,13,15,4.0
22,17,13,31,0,14,18,0,31,0,31,31,7,23,8,23,8,13,17,31,0,0,31,0,8,31,22,31,0,31,0,0,8,22,31,0,31,0,31,0,31,0,9,23,31,0,31,0,31,0,8,0,31,0,21,8,25,5,26,4,27,3,4,28,5,27,9,22,5,25,4,26,3,27,6,26,6,22,9,22,5,26,2.0
21,25,5,31,0,6,26,0,31,0,31,31,8,22,9,22,9,5,25,31,0,0,31,0,16,22,13,23,8,25,7,5,17,14,23,9,24,8,26,6,24,6,17,14,25,5,23,8,22,8,17,9,23,7,11,19,17,13,21,8,31,0,0,31,9,22,20,12,14,18,9,22,0,31,13,17,13,11,19,11,9,17,5.0
31,7,23,24,5,23,7,6,25,6,25,31,0,31,0,31,0,24,8,31,0,0,31,0,6,11,23,22,18,23,8,7,7,24,11,19,23,8,24,8,23,8,7,24,23,7,12,9,12,19,7,19,22,8,7,23,11,19,17,13,31,0,0,31,13,17,24,8,20,12,14,18,0,31,19,11,19,7,23,7,13,11,5.0
31,0,31,30,0,31,0,0,30,1,31,31,0,31,0,31,0,31,0,31,0,0,31,0,1,29,29,31,0,31,0,0,1,29,30,1,31,0,31,0,31,0,2,30,31,0,30,0,30,1,1,1,31,0,21,9,22,8,23,7,25,5,6,26,8,24,9,21,8,22,7,23,5,25,9,23,9,22,10,22,8,23,6.0
31,5,22,28,2,24,7,3,29,2,28,31,0,31,0,31,0,24,7,31,0,0,31,0,1,25,29,31,4,31,0,0,2,30,26,5,31,0,31,0,31,0,1,29,31,0,26,0,26,5,2,5,31,0,19,11,20,10,21,9,25,4,5,26,10,22,11,19,10,20,9,21,5,26,11,21,11,20,12,20,10,21,6.0
24,18,9,31,0,11,20,0,31,0,31,31,5,25,6,25,6,11,20,31,0,0,31,0,13,17,16,18,13,19,12,11,14,17,18,14,19,13,20,12,19,12,14,17,19,11,18,13,17,13,14,14,18,12,10,20,12,18,15,12,31,0,0,31,14,17,21,11,19,13,14,17,0,31,18,12,18,10,20,10,14,12,7.0
31,0,31,21,8,31,0,9,22,9,22,31,0,31,0,31,0,31,0,31,0,0,31,0,0,9,31,19,19,20,11,10,0,31,11,21,20,12,21,11,20,11,0,31,20,10,11,12,10,20,0,21,19,11,3,27,7,23,19,10,31,0,0,31,11,20,28,4,24,8,11,20,0,31,23,7,23,3,27,3,11,7,2.0
28,6,24,31,0,25,7,0,31,0,31,31,2,28,2,29,3,24,6,31,0,0,31,0,8,23,21,24,7,25,6,5,9,22,24,8,25,7,26,6,25,6,9,22,25,5,24,7,23,7,9,8,24,6,7,23,13,16,31,0,31,0,0,31,0,31,24,8,17,14,0,31,0,31,17,14,17,7,23,7,0,14,3.0
