@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute destClass {1,2}

@data
24,32,68,48,62,79,42,13,26,70,33,63,50,45,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
25,32,67,50,62,79,42,13,27,69,33,63,51,44,81,14,52,15,26,68,80,14,51,43,32,62,33,44,33,15,27,15,27,63,27,44,32,43,26,62,51,14,2.0
20,31,72,55,61,71,35,19,22,74,32,63,57,37,74,21,58,21,21,73,73,21,57,37,32,62,32,38,33,22,22,22,22,63,22,38,32,37,21,62,57,21,1.0
25,35,69,42,57,91,50,3,26,70,36,59,43,51,92,3,44,3,25,69,91,3,43,51,36,58,36,52,37,4,26,4,26,59,26,52,36,51,25,58,43,3,1.0
24,32,68,41,60,75,51,15,26,70,33,62,42,52,78,17,43,17,25,69,77,17,42,52,33,61,33,53,34,18,26,18,26,62,26,53,33,52,25,61,42,17,1.0
13,34,79,59,54,80,31,14,14,81,37,57,62,33,81,15,62,15,14,80,80,14,61,32,36,57,38,33,38,15,15,15,14,58,15,34,37,33,14,57,61,14,2.0
24,34,68,42,58,79,48,13,26,70,35,60,44,50,81,14,45,14,25,69,80,14,44,50,35,59,35,51,36,15,26,15,26,60,26,51,35,50,25,59,44,14,2.0
24,34,68,42,58,79,50,13,26,70,35,60,43,51,81,14,44,14,25,69,80,14,43,51,35,59,35,52,36,15,26,15,26,60,26,52,35,51,25,59,43,14,1.0
28,32,66,45,60,83,45,9,29,67,33,62,47,47,85,10,48,10,28,66,84,10,47,47,33,61,33,48,34,11,29,11,29,62,29,48,33,47,28,61,47,10,1.0
20,32,72,55,58,80,35,14,21,74,34,60,58,37,81,15,58,15,21,73,80,14,57,37,34,60,35,37,35,15,22,15,21,61,22,38,34,37,21,60,57,14,2.0
24,31,68,44,61,79,46,13,26,70,32,63,46,48,81,14,47,14,25,69,80,14,46,48,32,62,32,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,1.0
24,35,68,49,57,76,43,16,26,70,35,59,50,43,78,17,51,17,25,69,77,17,50,44,36,58,36,45,37,18,26,18,26,59,26,45,36,44,25,58,50,17,2.0
24,32,68,50,62,79,42,13,26,70,33,63,51,44,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
23,32,69,53,62,75,39,17,25,71,33,63,53,41,77,17,55,19,24,70,76,18,54,40,32,62,33,41,33,19,25,19,25,63,25,41,32,40,24,62,54,18,2.0
24,34,68,38,58,82,54,10,26,70,34,60,39,54,84,11,40,11,25,69,83,11,39,55,35,59,35,56,36,12,26,12,26,60,26,56,35,55,25,59,39,11,1.0
23,34,67,49,58,75,41,17,25,70,35,59,50,43,77,17,52,19,25,69,76,18,51,43,35,59,36,44,36,19,26,19,26,60,26,44,35,43,25,59,51,18,2.0
13,41,79,62,49,78,30,14,14,81,44,51,64,32,80,16,64,16,14,80,79,15,63,31,43,51,44,32,44,16,15,16,15,52,15,32,43,31,14,51,63,15,2.0
23,34,69,52,58,74,38,16,25,71,34,60,54,39,77,18,55,18,24,70,76,18,54,40,35,59,35,41,36,19,25,19,25,60,25,41,35,40,24,59,54,18,1.0
24,32,68,42,60,82,50,8,26,70,33,62,43,51,85,10,44,10,25,69,84,10,43,51,33,61,33,52,34,11,26,11,26,62,26,52,33,51,25,61,43,10,1.0
23,31,69,53,61,77,37,13,25,71,32,63,55,39,80,15,56,15,24,70,79,15,55,39,32,62,32,40,33,16,25,16,25,63,25,40,32,39,24,62,55,15,1.0
20,39,72,59,53,70,31,20,22,74,40,55,60,33,73,21,62,23,21,73,72,22,61,33,40,54,41,34,41,23,22,23,22,55,22,34,40,33,21,54,61,22,2.0
23,29,69,68,61,75,22,17,23,71,32,62,69,25,77,17,71,19,24,70,76,18,70,24,31,63,32,25,32,19,25,19,25,64,25,25,31,24,24,63,70,18,2.0
24,32,68,44,60,75,46,15,26,70,33,62,46,48,78,17,47,17,25,69,77,17,46,48,33,61,33,49,34,18,26,18,26,62,26,49,33,48,25,61,46,17,1.0
25,32,69,42,60,79,48,11,26,70,33,62,44,50,82,13,45,13,25,69,81,13,44,50,33,61,33,51,34,14,26,14,26,62,26,51,33,50,25,61,44,13,1.0
21,34,71,48,58,79,42,13,23,73,34,60,50,43,81,14,51,14,22,72,80,14,50,44,35,59,35,45,36,15,23,15,23,60,23,45,35,44,22,59,50,14,2.0
13,28,79,60,64,83,30,11,13,81,29,64,63,32,84,12,63,12,14,80,83,11,62,32,29,65,30,32,30,12,15,12,14,66,15,33,29,32,14,65,62,11,2.0
24,32,68,41,60,86,51,6,26,70,33,62,42,52,88,7,43,7,25,69,87,7,42,52,33,61,33,53,34,8,26,8,26,62,26,53,33,52,25,61,42,7,1.0
21,34,71,42,58,79,48,13,23,73,35,60,44,50,81,14,45,14,22,72,80,14,44,50,35,59,35,51,36,15,23,15,23,60,23,51,35,50,22,59,44,14,2.0
24,32,68,43,60,79,47,11,26,70,33,62,45,49,82,13,46,13,25,69,81,13,45,49,33,61,33,50,34,14,26,14,26,62,26,50,33,49,25,61,45,13,1.0
23,32,69,52,58,74,38,16,25,71,34,61,54,40,77,18,55,18,24,70,76,18,54,40,34,60,34,41,35,19,25,19,25,61,25,41,34,40,24,60,54,18,1.0
24,32,68,49,62,79,43,13,26,70,32,63,50,44,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
20,36,72,55,58,75,35,17,22,74,37,59,57,38,77,18,58,19,21,73,76,18,57,37,36,58,37,38,37,19,22,19,22,59,22,38,36,37,21,58,57,18,1.0
23,40,69,50,50,78,42,14,25,71,42,53,51,43,80,15,52,15,24,70,79,15,51,43,42,52,42,44,43,16,25,16,25,53,25,44,42,43,24,52,51,15,2.0
21,35,67,55,55,80,33,14,22,71,38,55,58,37,81,14,59,15,24,70,80,14,58,36,37,57,38,37,38,15,25,15,25,58,25,37,37,36,24,57,58,14,2.0
24,31,68,46,61,79,44,13,26,70,32,63,48,46,81,14,49,14,25,69,80,14,48,46,32,62,32,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
28,29,66,47,65,79,43,13,29,67,30,66,49,46,81,14,50,15,28,66,80,14,49,45,29,65,30,46,30,15,29,15,29,66,29,46,29,45,28,65,49,14,2.0
20,32,70,49,58,75,41,17,22,73,34,60,50,43,77,17,52,19,22,72,76,18,51,43,34,60,35,44,35,19,23,19,23,61,23,44,34,43,22,60,51,18,2.0
24,29,68,41,65,82,49,10,26,70,30,66,43,52,84,11,44,12,25,69,83,11,43,51,29,65,30,52,30,12,26,12,26,66,26,52,29,51,25,65,43,11,2.0
23,27,69,67,65,76,23,16,23,71,29,65,68,26,78,16,70,18,24,70,77,17,69,25,28,66,29,26,29,18,25,18,25,67,25,26,28,25,24,66,69,17,2.0
24,32,68,39,60,83,53,9,26,70,33,62,40,54,85,10,41,10,25,69,84,10,40,54,33,61,33,55,34,11,26,11,26,62,26,55,33,54,25,61,40,10,1.0
24,32,68,47,62,83,45,9,26,70,33,63,48,47,85,10,49,11,25,69,84,10,48,46,32,62,33,47,33,11,26,11,26,63,26,47,32,46,25,62,48,10,2.0
21,32,71,52,62,79,40,13,23,73,33,63,53,42,81,14,54,15,22,72,80,14,53,41,32,62,33,42,33,15,23,15,23,63,23,42,32,41,22,62,53,14,2.0
28,32,66,45,62,80,45,12,29,67,33,63,47,48,82,13,48,14,28,66,81,13,47,47,32,62,33,48,33,14,29,14,29,63,29,48,32,47,28,62,47,13,1.0
17,48,75,61,42,76,31,16,18,77,51,44,62,33,78,17,63,18,18,76,77,17,62,32,50,44,51,33,51,18,19,18,19,45,19,33,50,32,18,44,62,17,1.0
24,34,68,49,58,82,41,10,26,70,35,60,51,43,84,11,52,11,25,69,83,11,51,43,35,59,35,44,36,12,26,12,26,60,26,44,35,43,25,59,51,11,2.0
24,36,68,50,54,76,42,16,26,70,38,57,51,43,78,17,52,17,25,69,77,17,51,43,38,56,38,44,39,18,26,18,26,57,26,44,38,43,25,56,51,17,2.0
28,32,66,43,60,79,49,13,29,67,33,62,44,50,81,14,45,14,28,66,80,14,44,50,33,61,33,51,34,15,29,15,29,62,29,51,33,50,28,61,44,14,1.0
24,31,68,47,61,79,43,13,26,70,32,63,49,45,81,14,50,14,25,69,80,14,49,45,32,62,32,46,33,15,26,15,26,63,26,46,32,45,25,62,49,14,2.0
24,31,68,44,61,78,46,12,26,70,32,63,46,48,81,14,47,14,25,69,80,14,46,48,32,62,32,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,1.0
17,47,75,62,43,71,28,19,19,77,49,46,63,30,74,20,65,22,18,76,73,21,64,30,49,45,50,31,50,22,19,22,19,46,19,31,49,30,18,45,64,21,2.0
24,32,68,42,60,76,50,14,26,70,33,62,43,51,79,16,44,16,25,69,78,16,43,51,33,61,33,52,34,17,26,17,26,62,26,52,33,51,25,61,43,16,1.0
24,32,68,52,62,82,40,10,26,70,33,63,53,42,84,11,54,12,25,69,83,11,53,41,32,62,33,42,33,12,26,12,26,63,26,42,32,41,25,62,53,11,2.0
17,38,75,60,52,74,30,16,18,77,41,54,62,33,77,18,63,19,18,76,76,18,62,32,40,54,41,33,41,19,19,19,19,55,19,33,40,32,18,54,62,18,2.0
28,32,66,42,60,87,50,5,29,67,33,62,43,51,89,6,44,6,28,66,88,6,43,51,33,61,33,52,34,7,29,7,29,62,29,52,33,51,28,61,43,6,1.0
17,44,75,53,46,79,37,13,18,77,46,48,56,39,81,15,56,15,18,76,80,14,55,39,46,48,47,39,47,15,19,15,18,49,19,40,46,39,18,48,55,14,2.0
23,31,69,56,61,71,34,19,25,71,32,63,58,36,74,21,59,21,24,70,73,21,58,36,32,62,32,37,33,22,25,22,25,63,25,37,32,36,24,62,58,21,1.0
24,32,68,50,62,79,42,13,26,70,33,63,51,44,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
23,32,69,52,62,76,38,16,25,71,33,63,54,41,78,17,55,18,24,70,77,17,54,40,32,62,33,41,33,18,25,18,25,63,25,41,32,40,24,62,54,17,1.0
28,35,66,43,57,91,49,3,29,67,36,59,44,50,92,3,45,3,28,66,91,3,44,50,36,58,36,51,37,4,29,4,29,59,29,51,36,50,28,58,44,3,1.0
24,32,68,46,62,79,44,13,26,70,33,63,48,47,81,14,49,15,25,69,80,14,48,46,32,62,33,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
20,36,70,46,58,79,44,13,23,73,36,59,48,46,81,14,49,15,22,72,80,14,48,46,36,58,37,47,37,15,23,15,23,59,23,47,36,46,22,58,48,14,2.0
28,31,66,39,61,82,53,8,29,67,32,63,40,54,85,10,41,10,28,66,84,10,40,54,32,62,32,55,33,11,29,11,29,63,29,55,32,54,28,62,40,10,1.0
24,31,68,39,61,75,53,15,26,70,32,63,40,54,78,17,41,17,25,69,77,17,40,54,32,62,32,55,33,18,26,18,26,63,26,55,32,54,25,62,40,17,1.0
28,31,66,39,61,78,53,12,29,67,32,63,40,54,81,14,41,14,28,66,80,14,40,54,32,62,32,55,33,15,29,15,29,63,29,55,32,54,28,62,40,14,1.0
24,34,68,48,58,76,42,16,26,70,34,60,50,43,78,17,51,17,25,69,77,17,50,44,35,59,35,45,36,18,26,18,26,60,26,45,35,44,25,59,50,17,2.0
23,32,69,43,60,75,49,15,25,71,33,62,44,50,78,17,45,17,24,70,77,17,44,50,33,61,33,51,34,18,25,18,25,62,25,51,33,50,24,61,44,17,1.0
24,31,68,41,61,79,49,11,26,70,32,63,43,51,82,13,44,13,25,69,81,13,43,51,32,62,32,52,33,14,26,14,26,63,26,52,32,51,25,62,43,13,1.0
28,32,66,39,62,82,53,10,29,67,33,63,40,55,84,11,41,12,28,66,83,11,40,54,32,62,33,55,33,12,29,12,29,63,29,55,32,54,28,62,40,11,2.0
17,45,75,56,47,75,36,17,19,77,46,49,58,37,77,19,58,19,18,76,76,18,57,37,46,48,47,38,47,19,19,19,19,49,19,38,46,37,18,48,57,18,1.0
24,29,68,48,65,79,42,13,26,70,30,66,50,45,81,14,51,15,25,69,80,14,50,44,29,65,30,45,30,15,26,15,26,66,26,45,29,44,25,65,50,14,1.0
28,32,66,42,60,79,50,11,29,67,33,62,43,51,82,13,44,13,28,66,81,13,43,51,33,61,33,52,34,14,29,14,29,62,29,52,33,51,28,61,43,13,1.0
24,34,68,46,58,78,44,12,26,70,35,60,48,46,81,14,49,14,25,69,80,14,48,46,35,59,35,47,36,15,26,15,26,60,26,47,35,46,25,59,48,14,1.0
24,45,68,50,47,76,42,16,26,70,46,49,51,43,78,17,52,17,25,69,77,17,51,43,46,48,46,44,47,18,26,18,26,49,26,44,46,43,25,48,51,17,2.0
19,38,71,57,52,76,33,16,21,74,40,54,59,35,78,17,60,18,21,73,77,17,59,35,40,54,41,35,41,18,22,18,21,55,22,36,40,35,21,54,59,17,2.0
17,41,73,57,49,72,35,20,19,76,44,51,58,37,74,21,59,22,19,75,73,21,58,36,43,51,44,37,44,22,20,22,20,52,20,37,43,36,19,51,58,21,1.0
20,38,70,59,52,71,33,19,21,73,40,53,61,34,74,22,61,22,22,72,73,21,60,34,40,54,41,35,41,22,23,22,23,55,23,35,40,34,22,54,60,21,2.0
24,29,68,44,65,79,46,13,26,70,30,66,46,49,81,14,47,15,25,69,80,14,46,48,29,65,30,49,30,15,26,15,26,66,26,49,29,48,25,65,46,14,1.0
25,31,69,38,61,83,54,9,26,70,32,63,39,55,85,10,40,10,25,69,84,10,39,55,32,62,32,56,33,11,26,11,26,63,26,56,32,55,25,62,39,10,1.0
23,34,67,49,58,75,41,17,25,70,35,59,51,43,77,18,52,19,25,69,76,18,51,43,35,59,36,44,36,19,26,19,26,60,26,44,35,43,25,59,51,18,2.0
24,34,68,44,58,82,46,8,26,70,34,60,46,47,85,10,47,10,25,69,84,10,46,48,35,59,35,49,36,11,26,11,26,60,26,49,35,48,25,59,46,10,1.0
24,34,68,42,58,82,48,10,26,70,35,60,44,50,84,11,45,11,25,69,83,11,44,50,35,59,35,51,36,12,26,12,26,60,26,51,35,50,25,59,44,11,1.0
23,31,69,54,61,67,36,23,25,71,32,63,56,38,70,25,57,25,24,70,69,25,56,38,32,62,32,39,33,26,25,26,25,63,25,39,32,38,24,62,56,25,1.0
24,32,68,39,62,85,53,7,26,70,33,63,40,55,87,8,41,9,25,69,86,8,40,54,32,62,33,55,33,9,26,9,26,63,26,55,32,54,25,62,40,8,2.0
24,29,68,48,65,79,42,13,26,70,30,66,50,45,81,14,51,15,25,69,80,14,50,44,29,65,30,45,30,15,26,15,26,66,26,45,29,44,25,65,50,14,2.0
21,35,71,53,57,76,39,16,23,73,37,59,54,41,78,17,55,18,22,72,77,17,54,40,36,58,37,41,37,18,23,18,23,59,23,41,36,40,22,58,54,17,2.0
20,30,72,59,58,74,31,16,21,74,33,61,61,33,77,18,62,18,21,73,76,18,61,33,33,61,33,34,34,19,22,19,22,62,22,34,33,33,21,61,61,18,1.0
24,35,68,40,57,78,52,10,26,70,36,59,41,53,82,13,42,13,25,69,81,13,41,53,36,58,36,54,37,14,26,14,26,59,26,54,36,53,25,58,41,13,1.0
24,34,68,40,58,81,50,9,26,70,34,60,42,51,84,11,43,11,25,69,83,11,42,52,35,59,35,53,36,12,26,12,26,60,26,53,35,52,25,59,42,11,1.0
23,34,67,49,58,80,41,12,25,70,35,59,51,43,82,13,52,14,25,69,81,13,51,43,35,59,36,44,36,14,26,14,26,60,26,44,35,43,25,59,51,13,2.0
24,32,68,42,60,79,50,11,26,70,33,62,43,51,82,13,44,13,25,69,81,13,43,51,33,61,33,52,34,14,26,14,26,62,26,52,33,51,25,61,43,13,1.0
16,41,76,61,49,77,31,17,17,78,44,51,63,33,78,18,63,18,17,77,77,17,62,32,43,51,44,33,44,18,18,18,18,52,18,33,43,32,17,51,62,17,1.0
24,32,68,46,62,79,44,13,26,70,33,63,48,47,81,14,49,15,25,69,80,14,48,46,32,62,33,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
24,32,68,48,62,79,42,13,26,70,32,63,50,44,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
24,34,68,39,58,79,53,13,26,70,35,60,40,54,81,14,41,14,25,69,80,14,40,54,35,59,35,55,36,15,26,15,26,60,26,55,35,54,25,59,40,14,2.0
28,29,66,39,65,86,53,6,29,67,30,66,40,55,88,7,41,8,28,66,87,7,40,54,29,65,30,55,30,8,29,8,29,66,29,55,29,54,28,65,40,7,2.0
28,31,66,41,61,88,51,4,29,67,32,63,42,52,90,5,43,5,28,66,89,5,42,52,32,62,32,53,33,6,29,6,29,63,29,53,32,52,28,62,42,5,1.0
24,31,68,42,61,91,50,3,26,70,32,63,43,51,92,3,44,3,25,69,91,3,43,51,32,62,32,52,33,4,26,4,26,63,26,52,32,51,25,62,43,3,1.0
28,29,66,44,65,78,46,12,29,67,30,66,46,49,81,14,47,15,28,66,80,14,46,48,29,65,30,49,30,15,29,15,29,66,29,49,29,48,28,65,46,14,1.0
19,42,73,57,50,76,35,16,21,75,43,52,59,36,78,18,59,18,20,74,77,17,58,36,43,51,44,37,44,18,21,18,21,52,21,37,43,36,20,51,58,17,1.0
24,29,68,40,65,78,50,12,26,70,30,66,42,53,81,14,43,15,25,69,80,14,42,52,29,65,30,53,30,15,26,15,26,66,26,53,29,52,25,65,42,14,1.0
24,35,68,42,57,78,50,12,26,70,36,59,43,51,81,14,44,14,25,69,80,14,43,51,36,58,36,52,37,15,26,15,26,59,26,52,36,51,25,58,43,14,1.0
24,29,68,38,65,79,54,11,26,70,30,66,39,56,82,13,40,14,25,69,81,13,39,55,29,65,30,56,30,14,26,14,26,66,26,56,29,55,25,65,39,13,1.0
20,32,70,52,58,76,38,16,22,73,35,60,54,41,78,17,55,18,22,72,77,17,54,40,34,60,35,41,35,18,23,18,23,61,23,41,34,40,22,60,54,17,2.0
24,30,68,48,62,79,42,13,26,70,32,64,50,45,81,14,51,15,25,69,80,14,50,44,31,63,32,45,32,15,26,15,26,64,26,45,31,44,25,63,50,14,2.0
24,32,68,41,62,81,49,9,26,70,33,63,43,52,84,11,44,12,25,69,83,11,43,51,32,62,33,52,33,12,26,12,26,63,26,52,32,51,25,62,43,11,1.0
17,38,75,62,52,72,28,18,18,77,41,54,64,31,75,20,65,21,18,76,74,20,64,30,40,54,41,31,41,21,19,21,19,55,19,31,40,30,18,54,64,20,2.0
9,35,83,67,53,80,23,12,10,85,38,56,69,25,82,13,70,13,10,84,81,13,69,25,38,56,38,25,39,13,11,14,10,57,10,26,38,25,10,56,69,13,2.0
23,32,69,55,62,79,35,13,25,71,33,63,57,38,81,14,58,15,24,70,80,14,57,37,32,62,33,38,33,15,25,15,25,63,25,38,32,37,24,62,57,14,1.0
24,32,68,43,62,79,47,13,26,70,33,63,45,50,81,14,46,15,25,69,80,14,45,49,32,62,33,50,33,15,26,15,26,63,26,50,32,49,25,62,45,14,2.0
23,31,69,50,61,76,40,16,25,71,32,63,52,42,78,17,53,17,24,70,77,17,52,42,32,62,32,43,33,18,25,18,25,63,25,43,32,42,24,62,52,17,2.0
21,31,71,52,61,74,38,16,22,73,33,62,54,41,77,18,55,19,22,72,76,18,54,40,32,62,33,41,33,19,23,19,23,63,23,41,32,40,22,62,54,18,1.0
20,35,72,52,57,76,40,16,22,74,37,59,53,42,78,17,54,18,21,73,77,17,53,41,36,58,37,42,37,18,22,18,22,59,22,42,36,41,21,58,53,17,2.0
21,36,71,52,58,75,38,17,23,73,37,59,54,41,77,18,55,19,22,72,76,18,54,40,36,58,37,41,37,19,23,19,23,59,23,41,36,40,22,58,54,18,1.0
24,32,68,50,62,74,38,16,26,70,33,63,53,42,77,18,54,19,25,69,76,18,53,41,32,62,33,42,33,19,26,19,26,63,26,42,32,41,25,62,53,18,2.0
21,32,71,53,62,76,39,16,23,73,32,63,54,40,78,17,55,18,22,72,77,17,54,40,32,62,33,41,33,18,23,18,23,63,23,41,32,40,22,62,54,17,2.0
24,35,68,40,57,80,52,12,26,70,36,59,41,53,82,13,42,13,25,69,81,13,41,53,36,58,36,54,37,14,26,14,26,59,26,54,36,53,25,58,41,13,2.0
24,31,68,45,61,79,47,13,26,70,32,63,46,48,81,14,47,14,25,69,80,14,46,48,32,62,32,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,1.0
24,31,68,41,61,79,51,11,26,70,32,63,42,52,82,13,43,13,25,69,81,13,42,52,32,62,32,53,33,14,26,14,26,63,26,53,32,52,25,62,42,13,1.0
13,40,79,60,50,71,30,19,15,81,42,53,61,32,74,20,63,21,14,80,73,21,62,32,42,52,42,33,43,22,15,22,15,53,15,33,42,32,14,52,62,21,1.0
24,34,68,42,58,82,50,8,26,70,35,60,43,51,85,10,44,10,25,69,84,10,43,51,35,59,35,52,36,11,26,11,26,60,26,52,35,51,25,59,43,10,1.0
17,40,75,57,50,75,35,17,19,77,42,53,57,36,77,17,59,18,18,76,76,18,58,36,42,52,42,37,43,19,19,19,19,53,19,37,42,36,18,52,58,18,2.0
20,32,72,57,60,72,35,18,21,74,34,61,59,37,75,21,59,21,21,73,74,20,58,36,33,61,34,37,34,21,22,21,22,62,22,37,33,36,21,61,58,20,1.0
24,31,68,47,61,78,43,12,26,70,32,63,49,45,81,14,50,14,25,69,80,14,49,45,32,62,32,46,33,15,26,15,26,63,26,46,32,45,25,62,49,14,1.0
20,34,72,57,58,75,33,17,22,74,35,60,59,35,77,18,60,18,21,73,76,18,59,35,35,59,35,36,36,19,22,19,22,60,22,36,35,35,21,59,59,18,2.0
24,30,68,52,60,79,38,13,25,70,32,62,54,40,81,14,55,14,25,69,80,14,54,40,32,62,32,41,33,15,26,15,26,63,26,41,32,40,25,62,54,14,1.0
24,32,68,45,60,83,47,9,26,70,33,62,46,48,85,10,47,10,25,69,84,10,46,48,33,61,33,49,34,11,26,11,26,62,26,49,33,48,25,61,46,10,1.0
24,29,68,41,65,79,49,13,26,70,30,66,43,52,81,14,44,15,25,69,80,14,43,51,29,65,30,52,30,15,26,15,26,66,26,52,29,51,25,65,43,14,1.0
24,32,68,44,60,80,46,10,26,70,33,62,46,48,83,12,47,12,25,69,82,12,46,48,33,61,33,49,34,13,26,13,26,62,26,49,33,48,25,61,46,12,1.0
24,32,68,51,62,79,39,13,26,70,33,63,53,42,81,14,54,15,25,69,80,14,53,41,32,62,33,42,33,15,26,15,26,63,26,42,32,41,25,62,53,14,2.0
24,32,68,43,60,83,47,9,26,70,33,62,45,49,85,10,46,10,25,69,84,10,45,49,33,61,33,50,34,11,26,11,26,62,26,50,33,49,25,61,45,10,1.0
20,39,72,51,53,79,41,13,22,74,41,55,52,43,81,14,53,15,21,73,80,14,52,42,40,54,41,43,41,15,22,15,22,55,22,43,40,42,21,54,52,14,2.0
24,32,68,47,62,79,45,13,25,70,33,62,48,47,81,14,49,15,25,69,80,14,48,46,32,62,33,47,33,15,26,15,26,63,26,47,32,46,25,62,48,14,2.0
28,32,66,39,62,81,53,9,29,67,33,63,40,55,84,11,41,12,28,66,83,11,40,54,32,62,33,55,33,12,29,12,29,63,29,55,32,54,28,62,40,11,1.0
25,32,69,38,62,82,54,8,26,70,32,63,39,55,85,10,40,11,25,69,84,10,39,55,32,62,33,56,33,11,26,11,26,63,26,56,32,55,25,62,39,10,1.0
24,31,68,48,61,78,42,12,26,70,32,63,50,44,81,14,51,14,25,69,80,14,50,44,32,62,32,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,1.0
23,34,69,53,58,79,37,13,25,71,36,60,55,40,81,14,56,15,24,70,80,14,55,39,35,59,36,40,36,15,25,15,25,60,25,40,35,39,24,59,55,14,1.0
24,32,68,41,62,82,49,10,26,70,33,63,43,52,84,11,44,12,25,69,83,11,43,51,32,62,33,52,33,12,26,12,26,63,26,52,32,51,25,62,43,11,1.0
23,31,69,41,61,77,49,13,25,71,32,63,43,51,80,15,44,15,24,70,79,15,43,51,32,62,32,52,33,16,25,16,25,63,25,52,32,51,24,62,43,15,1.0
24,35,68,44,57,78,46,12,26,70,36,59,46,48,81,14,47,14,25,69,80,14,46,48,36,58,36,49,37,15,26,15,26,59,26,49,36,48,25,58,46,14,1.0
25,32,67,41,62,87,51,5,27,69,33,63,42,53,89,6,43,7,26,68,88,6,42,52,32,62,33,53,33,7,27,7,27,63,27,53,32,52,26,62,42,6,2.0
24,32,68,44,62,79,46,13,26,70,32,63,46,48,81,14,47,15,25,69,80,14,46,48,32,62,33,49,33,15,26,15,26,63,26,49,32,48,25,62,46,14,2.0
24,35,68,42,57,81,50,11,26,70,36,59,43,51,83,12,44,12,25,69,82,12,43,51,36,58,36,52,37,13,26,13,26,59,26,52,36,51,25,58,43,12,1.0
28,29,66,38,65,87,54,5,29,67,30,66,39,56,89,6,40,7,28,66,88,6,39,55,29,65,30,56,30,7,29,7,29,66,29,56,29,55,28,65,39,6,1.0
20,33,72,58,57,71,32,19,22,74,35,60,60,34,74,21,61,21,21,73,73,21,60,34,35,59,35,35,36,22,22,22,22,60,22,35,35,34,21,59,60,21,1.0
13,45,77,61,45,80,29,14,15,80,47,47,64,31,81,15,64,15,15,79,80,14,63,31,47,47,48,31,48,15,16,15,15,48,16,32,47,31,15,47,63,14,2.0
20,34,72,55,56,71,35,19,22,74,36,59,57,37,74,21,58,21,21,73,73,21,57,37,36,58,36,38,37,22,22,22,22,59,22,38,36,37,21,58,57,21,1.0
24,32,68,50,62,82,42,10,26,70,32,63,51,43,84,11,52,12,25,69,83,11,51,43,32,62,33,44,33,12,26,12,26,63,26,44,32,43,25,62,51,11,2.0
20,42,72,54,50,76,38,16,22,74,44,52,56,40,78,18,56,18,21,73,77,17,55,39,43,51,44,40,44,18,22,18,22,52,22,40,43,39,21,51,55,17,1.0
21,30,71,56,60,72,34,18,22,73,33,62,58,37,75,20,59,21,22,72,74,20,58,36,32,62,33,37,33,21,23,21,23,63,23,37,32,36,22,62,58,20,1.0
20,32,72,60,62,79,30,13,22,74,33,63,62,33,81,14,63,15,21,73,80,14,62,32,32,62,33,33,33,15,22,15,22,63,22,33,32,32,21,62,62,14,1.0
24,31,68,40,61,82,50,10,26,70,32,63,42,52,84,11,43,11,25,69,83,11,42,52,32,62,32,53,33,12,26,12,26,63,26,53,32,52,25,62,42,11,1.0
19,38,71,54,54,72,36,20,21,74,40,55,56,39,74,21,57,22,21,73,73,21,56,38,39,55,40,39,40,22,22,22,22,56,22,39,39,38,21,55,56,21,2.0
