@relation 'Sax dominant'

@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1,3,2}

@data
8,78,69,5,83,12,15,80,16,13,82,12,15,79,15,12,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
6,78,85,3,84,11,6,89,7,12,83,11,6,88,6,11,2
5,79,69,7,85,9,15,79,17,11,84,10,16,78,16,10,3
12,60,57,11,72,22,23,71,25,24,71,23,24,70,24,23,3
8,68,62,12,78,16,21,73,23,18,77,17,22,72,22,17,3
7,71,67,7,80,14,16,78,18,16,79,15,17,77,17,15,1
5,79,63,11,85,9,20,74,22,11,84,10,21,73,21,10,1
8,68,55,13,78,15,24,69,27,18,77,17,26,68,26,17,1
4,80,60,14,86,9,24,71,25,10,85,9,24,70,24,9,3
6,78,94,0,84,11,0,95,1,12,83,11,0,94,0,11,1
4,82,94,0,87,8,0,95,1,9,86,8,0,94,0,8,2
7,65,57,11,77,15,21,71,25,19,76,18,24,70,24,18,2
7,79,71,7,84,11,15,80,16,12,83,11,15,79,15,11,1
11,65,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
4,78,60,12,85,9,22,72,24,11,84,10,23,71,23,10,3
9,77,67,7,82,13,17,78,18,14,81,13,17,77,17,13,3
11,69,57,11,77,17,23,71,25,19,76,18,24,70,24,18,2
11,69,55,13,77,16,24,69,27,19,76,18,26,68,26,18,1
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
8,70,75,5,79,15,11,83,13,17,78,16,12,82,12,16,1
9,67,58,12,77,17,23,71,25,19,76,18,24,70,24,18,1
10,68,56,12,77,16,23,70,26,19,76,18,25,69,25,18,2
8,64,56,12,76,17,23,70,26,20,75,19,25,69,25,19,3
8,72,69,7,80,15,16,79,17,16,79,15,16,78,16,15,2
6,80,86,0,85,10,4,91,5,11,84,10,4,90,4,10,1
7,71,59,13,80,14,23,71,25,16,79,15,24,70,24,15,2
5,79,63,11,85,10,21,74,22,11,84,10,21,73,21,10,3
4,80,62,12,86,9,22,73,23,10,85,9,22,72,22,9,3
8,76,57,11,82,12,23,71,25,14,81,13,24,70,24,13,1
5,79,69,5,85,10,15,80,16,11,84,10,15,79,15,10,3
7,69,60,10,79,15,21,73,23,17,78,16,22,72,22,16,1
8,70,67,9,79,15,17,77,19,17,78,16,18,76,18,16,3
10,64,55,13,75,19,25,69,27,21,74,20,26,68,26,20,3
6,78,90,0,84,11,2,93,3,12,83,11,2,92,2,11,3
7,73,73,3,81,14,12,83,13,15,80,14,12,82,12,14,3
11,65,58,12,75,19,23,71,25,21,74,20,24,70,24,20,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
4,80,60,10,86,8,21,73,23,10,85,9,22,72,22,9,3
6,78,83,3,84,11,7,88,8,12,83,11,7,87,7,11,2
7,79,66,8,84,11,18,77,19,12,83,11,18,76,18,11,1
6,80,85,1,85,10,5,90,6,11,84,10,5,89,5,10,2
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,3
4,80,62,10,86,8,20,74,22,10,85,9,21,73,21,9,2
6,80,87,1,85,10,4,91,5,11,84,10,4,90,4,10,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,2
8,72,69,7,80,15,16,79,17,16,79,15,16,78,16,15,3
10,68,56,12,77,16,23,70,26,19,76,18,25,69,25,18,2
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,3
4,80,59,13,86,8,23,71,25,10,85,9,24,70,24,9,3
8,68,56,12,78,16,24,70,26,18,77,17,25,69,25,17,3
5,77,57,11,84,10,23,71,25,12,83,11,24,70,24,11,3
5,79,66,8,85,9,17,77,19,11,84,10,18,76,18,10,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
8,78,74,6,83,12,13,82,14,13,82,12,13,81,13,12,3
7,79,65,9,84,11,19,76,20,12,83,11,19,75,19,11,3
10,68,56,12,77,17,24,70,26,19,76,18,25,69,25,18,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
7,71,77,1,80,15,9,86,10,16,79,15,9,85,9,15,2
10,76,87,1,81,14,4,91,5,15,80,14,4,90,4,14,1
8,70,81,5,79,16,9,86,10,17,78,16,9,85,9,16,1
10,62,61,11,74,20,21,73,23,22,73,21,22,72,22,21,1
1,89,93,1,92,4,2,94,2,4,91,3,1,93,1,3,1
6,80,89,1,85,10,3,92,4,11,84,10,3,91,3,10,3
10,62,61,11,74,20,21,73,23,22,73,21,22,72,22,21,2
8,78,78,2,83,12,9,86,10,13,82,12,9,85,9,12,1
7,79,67,7,84,11,17,78,18,12,83,11,17,77,17,11,2
5,73,56,10,82,12,23,71,25,14,81,13,24,70,24,13,1
5,79,63,11,85,10,21,74,22,11,84,10,21,73,21,10,3
10,66,54,14,76,18,26,68,28,20,75,19,27,67,27,19,2
6,80,86,2,85,10,5,90,6,11,84,10,5,89,5,10,3
10,66,53,15,76,18,27,67,29,20,75,19,28,66,28,19,3
6,80,82,2,85,10,7,88,8,11,84,10,7,87,7,10,3
8,66,58,14,77,17,24,70,26,19,76,18,25,69,25,18,3
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,2
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,3
10,64,60,14,75,20,24,71,25,21,74,20,24,70,24,20,3
10,64,59,11,75,19,22,72,24,21,74,20,23,71,23,20,1
8,66,60,14,77,18,24,71,25,19,76,18,24,70,24,18,2
9,67,57,13,77,17,24,70,26,19,76,18,25,69,25,18,2
8,72,77,5,80,15,11,84,12,16,79,15,11,83,11,15,3
4,80,63,9,86,9,20,75,21,10,85,9,20,74,20,9,3
5,79,81,3,85,10,8,87,9,11,84,10,8,86,8,10,1
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
12,66,58,12,75,19,23,71,25,21,74,20,24,70,24,20,1
9,65,59,15,76,19,25,70,26,20,75,19,25,69,25,19,3
5,79,66,8,85,9,17,77,19,11,84,10,18,76,18,10,3
4,80,86,0,86,9,4,91,5,10,85,9,4,90,4,9,3
6,76,84,2,83,12,6,89,7,13,82,12,6,88,6,12,3
8,70,67,7,79,16,17,78,18,17,78,16,17,77,17,16,3
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,3
7,71,81,1,80,15,7,88,8,16,79,15,7,87,7,15,3
9,77,67,9,82,13,18,77,19,14,81,13,18,76,18,13,3
7,73,74,4,81,14,12,83,13,15,80,14,12,82,12,14,3
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,3
7,75,79,3,82,13,9,86,10,14,81,13,9,85,9,13,3
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,2
9,67,61,11,77,17,21,73,23,19,76,18,22,72,22,18,3
10,64,60,12,75,19,22,72,24,21,74,20,23,71,23,20,2
2,90,94,0,92,3,0,95,1,4,91,3,0,94,0,3,1
4,80,68,6,86,9,16,79,17,10,85,9,16,78,16,9,2
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,2
13,65,54,14,74,19,25,68,28,22,73,21,27,67,27,21,3
10,66,59,13,76,18,23,71,25,20,75,19,24,70,24,19,3
11,69,57,11,77,16,22,71,25,19,76,18,24,70,24,18,1
11,67,57,11,76,17,22,71,25,20,75,19,24,70,24,19,3
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
7,79,63,9,84,11,20,75,21,12,83,11,20,74,20,11,3
6,80,87,1,85,10,4,91,5,11,84,10,4,90,4,10,3
5,77,57,13,84,10,24,70,26,12,83,11,25,69,25,11,3
5,81,90,0,86,9,2,93,3,10,85,9,2,92,2,9,3
7,79,67,9,84,11,18,77,19,12,83,11,18,76,18,11,2
11,71,57,13,78,16,24,70,26,18,77,17,25,69,25,17,3
2,90,94,0,92,3,0,95,1,4,91,3,0,94,0,3,1
9,63,55,13,75,17,23,69,27,21,74,20,26,68,26,20,1
9,71,94,0,79,16,0,95,1,17,78,16,0,94,0,16,1
8,70,79,1,79,16,8,87,9,17,78,16,8,86,8,16,1
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,2
8,70,60,12,79,15,22,72,24,17,78,16,23,71,23,16,3
9,77,65,9,82,13,19,76,20,14,81,13,19,75,19,13,3
10,70,72,6,78,17,14,81,15,18,77,17,14,80,14,17,1
5,79,63,11,85,9,20,74,22,11,84,10,21,73,21,10,2
11,69,59,11,77,17,22,72,24,19,76,18,23,71,23,18,3
8,78,75,3,83,12,11,84,12,13,82,12,11,83,11,12,1
6,78,83,1,84,11,6,89,7,12,83,11,6,88,6,11,2
10,76,69,9,81,14,17,78,18,15,80,14,17,77,17,14,1
8,78,69,7,83,12,16,79,17,13,82,12,16,78,16,12,2
10,70,53,15,78,15,26,67,29,18,77,17,28,66,28,17,1
8,68,55,11,78,16,24,70,26,18,77,17,25,69,25,17,1
8,78,78,2,83,12,9,86,10,13,82,12,9,85,9,12,1
7,75,61,13,82,13,23,72,24,14,81,13,23,71,23,13,3
8,70,66,10,79,15,18,76,20,17,78,16,19,75,19,16,3
11,69,59,11,77,17,22,72,24,19,76,18,23,71,23,18,3
11,69,56,12,77,16,23,70,26,19,76,18,25,69,25,18,3
6,78,59,13,84,10,23,71,25,12,83,11,24,70,24,11,1
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,3
11,65,59,11,75,19,22,72,24,21,74,20,23,71,23,20,3
8,68,61,11,78,16,21,73,23,18,77,17,22,72,22,17,2
11,69,56,12,77,16,23,70,26,19,76,18,25,69,25,18,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
10,76,68,10,81,14,18,77,19,15,80,14,18,76,18,14,3
4,82,85,1,87,8,5,90,6,9,86,8,5,89,5,8,2
8,78,67,5,83,12,16,79,17,13,82,12,16,78,16,12,2
6,76,87,1,83,12,4,91,5,13,82,12,4,90,4,12,3
5,77,67,9,84,11,18,77,19,12,83,11,18,76,18,11,3
10,66,55,13,76,17,24,69,27,20,75,19,26,68,26,19,3
4,80,59,9,86,8,21,73,23,10,85,9,22,72,22,9,3
5,79,62,12,85,10,22,73,23,11,84,10,22,72,22,10,2
10,66,59,11,76,17,21,72,24,20,75,19,23,71,23,19,3
5,79,68,8,85,9,16,78,18,11,84,10,17,77,17,10,1
5,83,90,0,87,8,2,93,3,9,86,8,2,92,2,8,3
9,67,55,13,77,17,25,69,27,19,76,18,26,68,26,18,3
3,87,94,0,90,5,0,95,1,6,89,5,0,94,0,5,1
5,79,67,3,85,10,15,80,16,11,84,10,15,79,15,10,3
11,61,59,11,73,21,22,72,24,23,72,22,23,71,23,22,3
4,82,87,1,87,8,4,91,5,9,86,8,4,90,4,8,3
11,71,58,12,78,16,23,71,25,18,77,17,24,70,24,17,1
8,68,55,13,78,16,25,69,27,18,77,17,26,68,26,17,1
8,70,82,0,79,16,6,89,7,17,78,16,6,88,6,16,2
7,79,64,10,84,11,20,75,21,12,83,11,20,74,20,11,1
9,71,60,12,79,15,22,72,24,17,78,16,23,71,23,16,1
9,65,57,13,76,18,24,70,26,20,75,19,25,69,25,19,3
11,71,59,11,78,16,22,72,24,18,77,17,23,71,23,17,2
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,2
9,67,60,12,77,17,22,72,24,19,76,18,23,71,23,18,2
10,66,59,11,76,18,22,72,24,20,75,19,23,71,23,19,3
8,76,66,8,82,13,18,77,19,14,81,13,18,76,18,13,3
8,70,78,6,79,16,11,84,12,17,78,16,11,83,11,16,3
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,2
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
0,94,91,3,95,1,4,92,4,1,94,0,3,91,3,0,1
11,61,59,11,73,21,22,72,24,23,72,22,23,71,23,22,3
6,78,86,2,84,11,5,90,6,12,83,11,5,89,5,11,3
7,81,84,0,85,10,5,90,6,11,84,10,5,89,5,10,3
9,67,57,11,77,16,22,71,25,19,76,18,24,70,24,18,2
8,72,62,10,80,15,21,74,22,16,79,15,21,73,21,15,1
6,66,57,11,78,14,21,71,25,18,77,17,24,70,24,17,3
5,81,94,0,86,9,0,95,1,10,85,9,0,94,0,9,2
5,77,61,9,84,10,20,74,22,12,83,11,21,73,21,11,2
5,77,64,10,84,11,20,75,21,12,83,11,20,74,20,11,3
10,68,54,14,77,17,26,68,28,19,76,18,27,67,27,18,2
7,77,67,9,83,12,18,77,19,13,82,12,18,76,18,12,3
10,68,56,12,77,16,23,70,26,19,76,18,25,69,25,18,1
9,77,69,9,82,13,17,78,18,14,81,13,17,77,17,13,1
9,77,70,8,82,13,16,79,17,14,81,13,16,78,16,13,3
6,78,90,0,84,11,2,93,3,12,83,11,2,92,2,11,3
5,77,64,10,84,11,20,75,21,12,83,11,20,74,20,11,3
11,67,58,12,76,18,23,71,25,20,75,19,24,70,24,19,3
4,82,92,0,87,8,1,94,2,9,86,8,1,93,1,8,3
7,71,58,8,80,14,21,73,23,16,79,15,22,72,22,15,3
8,70,84,0,79,16,5,90,6,17,78,16,5,89,5,16,2
9,69,58,14,78,16,24,70,26,18,77,17,25,69,25,17,3
7,79,64,8,84,11,19,76,20,12,83,11,19,75,19,11,3
11,61,59,11,73,21,22,72,24,23,72,22,23,71,23,22,2
4,80,60,10,86,8,21,73,23,10,85,9,22,72,22,9,3
11,69,64,10,77,17,19,75,21,19,76,18,20,74,20,18,3
8,78,66,8,83,12,18,77,19,13,82,12,18,76,18,12,2
11,71,62,12,78,16,21,73,23,18,77,17,22,72,22,17,2
9,67,55,13,77,17,25,69,27,19,76,18,26,68,26,18,3
5,79,68,8,85,9,16,78,18,11,84,10,17,77,17,10,3
9,69,56,12,78,15,23,70,26,18,77,17,25,69,25,17,3
12,66,55,13,75,19,25,69,27,21,74,20,26,68,26,20,2
4,82,94,0,87,8,0,95,1,9,86,8,0,94,0,8,1
9,69,57,13,78,16,24,70,26,18,77,17,25,69,25,17,1
7,69,58,12,79,15,23,71,25,17,78,16,24,70,24,16,3
8,78,69,7,83,12,16,79,17,13,82,12,16,78,16,12,1
8,70,77,5,79,16,11,84,12,17,78,16,11,83,11,16,3
5,79,62,12,85,9,21,73,23,11,84,10,22,72,22,10,3
6,76,87,1,83,12,4,91,5,13,82,12,4,90,4,12,3
7,67,56,12,78,15,23,70,26,18,77,17,25,69,25,17,3
10,66,55,13,76,18,25,69,27,20,75,19,26,68,26,19,3
7,67,55,11,78,14,22,70,26,18,77,17,25,69,25,17,2
5,81,92,0,86,9,1,94,2,10,85,9,1,93,1,9,2
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,2
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
10,76,68,10,81,14,18,77,19,15,80,14,18,76,18,14,3
5,79,64,10,85,10,20,75,21,11,84,10,20,74,20,10,3
8,70,63,9,79,15,19,75,21,17,78,16,20,74,20,16,2
0,92,90,2,94,1,3,92,4,2,93,0,2,91,3,1,1
9,69,60,10,78,16,21,73,23,18,77,17,22,72,22,17,3
8,70,60,12,79,15,22,72,24,17,78,16,23,71,23,16,3
12,66,56,14,75,19,25,69,27,21,74,20,26,68,26,20,3
5,77,67,9,84,11,18,77,19,12,83,11,18,76,18,11,3
7,79,69,9,84,11,17,78,18,12,83,11,17,77,17,11,3
5,69,53,13,80,13,25,68,28,16,79,15,27,67,27,15,3
5,81,73,1,86,9,11,84,12,10,85,9,11,83,11,9,2
8,74,94,0,81,14,0,95,1,15,80,14,0,94,0,14,1
4,78,58,14,85,9,24,70,26,11,84,10,25,69,25,10,2
11,71,57,13,78,16,24,70,26,18,77,17,25,69,25,17,3
6,78,79,3,84,11,9,86,10,12,83,11,9,85,9,11,2
6,78,87,1,84,11,4,91,5,12,83,11,4,90,4,11,3
6,76,61,11,83,12,22,73,23,13,82,12,22,72,22,12,1
0,92,92,0,94,1,1,94,2,2,93,1,1,93,1,1,1
4,80,75,5,86,9,12,83,13,10,85,9,12,82,12,9,3
4,80,64,10,86,9,20,75,21,10,85,9,20,74,20,9,2
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,1
9,67,57,11,77,17,23,71,25,19,76,18,24,70,24,18,1
13,65,57,13,74,20,24,70,26,22,73,21,25,69,25,21,2
8,78,67,9,83,12,18,77,19,13,82,12,18,76,18,12,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,2
12,66,54,14,75,19,26,68,28,21,74,20,27,67,27,20,1
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
11,71,59,11,78,16,22,72,24,18,77,17,23,71,23,17,2
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,3
11,67,52,16,76,17,27,66,30,20,75,19,29,65,29,19,1
7,67,57,11,78,15,22,71,25,18,77,17,24,70,24,17,2
8,70,65,9,79,15,18,76,20,17,78,16,19,75,19,16,1
4,80,64,10,86,8,19,75,21,10,85,9,20,74,20,9,3
11,63,56,14,74,20,25,69,27,22,73,21,26,68,26,21,3
8,66,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,1
6,78,86,2,84,11,5,90,6,12,83,11,5,89,5,11,2
5,81,88,0,86,9,3,92,4,10,85,9,3,91,3,9,3
6,78,90,0,84,11,2,93,3,12,83,11,2,92,2,11,3
4,80,63,9,86,9,20,75,21,10,85,9,20,74,20,9,3
10,70,54,14,78,16,26,68,28,18,77,17,27,67,27,17,3
7,65,55,11,77,15,22,70,26,19,76,18,25,69,25,18,3
5,79,68,8,85,9,16,78,18,11,84,10,17,77,17,10,2
6,80,89,1,85,10,3,92,4,11,84,10,3,91,3,10,3
8,78,65,9,83,12,19,76,20,13,82,12,19,75,19,12,2
8,70,58,12,79,15,23,71,25,17,78,16,24,70,24,16,1
10,68,56,12,77,17,24,70,26,19,76,18,25,69,25,18,2
2,90,94,0,92,3,0,95,1,4,91,3,0,94,0,3,1
7,75,83,3,82,13,7,88,8,14,81,13,7,87,7,13,3
11,71,60,14,78,16,23,71,25,18,77,17,24,70,24,17,3
6,78,87,1,84,11,4,91,5,12,83,11,4,90,4,11,3
7,79,67,7,84,11,17,78,18,12,83,11,17,77,17,11,3
10,76,70,4,81,14,14,81,15,15,80,14,14,80,14,14,2
6,78,77,3,84,11,10,85,11,12,83,11,10,84,10,11,2
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
5,77,64,10,84,11,20,75,21,12,83,11,20,74,20,11,3
8,70,61,11,79,15,21,73,23,17,78,16,22,72,22,16,3
10,76,71,9,81,14,16,79,17,15,80,14,16,78,16,14,2
4,80,61,9,86,8,20,74,22,10,85,9,21,73,21,9,3
5,79,94,0,85,10,0,95,1,11,84,10,0,94,0,10,3
13,65,54,14,74,19,25,68,28,22,73,21,27,67,27,21,3
9,65,62,10,76,17,19,74,22,20,75,19,21,73,21,19,1
11,69,61,13,77,17,22,72,24,19,76,18,23,71,23,18,3
11,69,58,12,77,17,23,71,25,19,76,18,24,70,24,18,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,3
5,77,61,9,84,10,20,74,22,12,83,11,21,73,21,11,2
6,80,94,0,85,10,0,95,1,11,84,10,0,94,0,10,3
7,79,67,5,84,11,16,79,17,12,83,11,16,78,16,11,2
6,80,86,0,85,10,4,91,5,11,84,10,4,90,4,10,2
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,2
4,80,61,11,86,8,21,73,23,10,85,9,22,72,22,9,3
7,77,71,9,83,12,16,79,17,13,82,12,16,78,16,12,3
6,80,87,1,85,10,4,91,5,11,84,10,4,90,4,10,3
9,67,60,14,77,18,24,71,25,19,76,18,24,70,24,18,2
9,69,59,11,78,16,22,72,24,18,77,17,23,71,23,17,3
7,65,56,12,77,16,23,70,26,19,76,18,25,69,25,18,3
8,64,55,13,76,16,23,69,27,20,75,19,26,68,26,19,3
5,79,67,5,85,9,15,79,17,11,84,10,16,78,16,10,1
7,79,65,9,84,11,19,76,20,12,83,11,19,75,19,11,3
5,81,86,0,86,9,4,91,5,10,85,9,4,90,4,9,3
8,72,62,8,80,14,19,75,21,16,79,15,20,74,20,15,3
4,82,87,1,87,8,4,91,5,9,86,8,4,90,4,8,1
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,3
13,65,56,14,74,20,25,69,27,22,73,21,26,68,26,21,3
6,76,84,2,83,12,6,89,7,13,82,12,6,88,6,12,1
6,76,61,11,83,12,22,73,23,13,82,12,22,72,22,12,3
8,70,67,7,79,16,17,78,18,17,78,16,17,77,17,16,3
9,69,56,10,78,15,22,71,25,18,77,17,24,70,24,17,2
8,78,79,3,83,12,9,86,10,13,82,12,9,85,9,12,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
9,63,56,12,75,17,22,70,26,21,74,20,25,69,25,20,3
11,69,57,13,77,17,24,70,26,19,76,18,25,69,25,18,1
5,79,64,10,85,10,20,75,21,11,84,10,20,74,20,10,1
8,78,67,9,83,12,18,77,19,13,82,12,18,76,18,12,1
5,81,86,0,86,9,4,91,5,10,85,9,4,90,4,9,3
5,79,60,12,85,9,22,72,24,11,84,10,23,71,23,10,3
10,76,69,9,81,14,17,78,18,15,80,14,17,77,17,14,2
8,78,69,7,83,12,16,79,17,13,82,12,16,78,16,12,3
4,82,90,0,87,8,2,93,3,9,86,8,2,92,2,8,3
5,81,89,1,86,9,3,92,4,10,85,9,3,91,3,9,2
5,81,87,1,86,9,4,91,5,10,85,9,4,90,4,9,2
9,61,55,13,74,19,24,69,27,22,73,21,26,68,26,21,2
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,1
11,71,64,10,78,16,19,75,21,18,77,17,20,74,20,17,2
10,76,68,8,81,14,17,78,18,15,80,14,17,77,17,14,2
6,78,86,0,84,11,4,91,5,12,83,11,4,90,4,11,3
7,65,52,18,77,16,28,65,31,19,76,18,30,64,30,18,1
5,79,84,2,85,10,6,89,7,11,84,10,6,88,6,10,2
5,79,61,9,85,9,20,74,22,11,84,10,21,73,21,10,3
10,64,60,12,75,19,22,72,24,21,74,20,23,71,23,20,3
7,81,68,8,85,10,17,78,18,11,84,10,17,77,17,10,1
7,79,65,9,84,11,19,76,20,12,83,11,19,75,19,11,3
6,80,90,0,85,10,2,93,3,11,84,10,2,92,2,10,3
5,79,65,9,85,10,19,76,20,11,84,10,19,75,19,10,2
7,77,70,8,83,12,16,79,17,13,82,12,16,78,16,12,1
10,66,56,14,76,18,25,69,27,20,75,19,26,68,26,19,3
4,78,59,13,85,9,23,71,25,11,84,10,24,70,24,10,2
11,69,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
10,64,60,12,75,19,22,72,24,21,74,20,23,71,23,20,1
10,70,65,7,78,16,17,77,19,18,77,17,18,76,18,17,1
4,82,75,3,87,8,11,84,12,9,86,8,11,83,11,8,2
8,72,62,10,80,14,20,74,22,16,79,15,21,73,21,15,2
5,77,65,9,84,11,19,76,20,12,83,11,19,75,19,11,3
6,78,84,2,84,11,6,89,7,12,83,11,6,88,6,11,1
10,68,56,12,77,16,23,70,26,19,76,18,25,69,25,18,2
5,79,61,11,85,9,21,73,23,11,84,10,22,72,22,10,3
5,81,88,0,86,9,3,92,4,10,85,9,3,91,3,9,3
6,80,92,0,85,10,1,94,2,11,84,10,1,93,1,10,2
8,72,70,6,80,14,14,80,16,16,79,15,15,79,15,15,1
13,65,57,13,74,20,24,70,26,22,73,21,25,69,25,21,2
10,64,59,13,75,19,23,71,25,21,74,20,24,70,24,20,2
9,69,58,12,78,16,23,71,25,18,77,17,24,70,24,17,3
10,70,77,3,78,17,10,85,11,18,77,17,10,84,10,17,1
8,78,76,2,83,12,10,85,11,13,82,12,10,84,10,12,3
5,79,66,8,85,9,17,77,19,11,84,10,18,76,18,10,3
5,79,88,0,85,10,3,92,4,11,84,10,3,91,3,10,3
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,3
10,62,60,12,74,21,23,72,24,22,73,21,23,71,23,21,2
11,69,62,10,77,17,20,74,22,19,76,18,21,73,21,18,3
10,68,55,13,77,16,24,69,27,19,76,18,26,68,26,18,2
6,80,85,1,85,10,5,90,6,11,84,10,5,89,5,10,3
9,63,55,13,75,17,23,69,27,21,74,20,26,68,26,20,1
10,64,57,11,75,19,23,71,25,21,74,20,24,70,24,20,3
8,76,85,1,82,13,5,90,6,14,81,13,5,89,5,13,3
10,70,62,8,78,16,19,75,21,18,77,17,20,74,20,17,3
9,65,57,13,76,18,24,70,26,20,75,19,25,69,25,19,3
7,79,72,6,84,11,14,81,15,12,83,11,14,80,14,11,2
8,72,63,9,80,13,18,75,21,16,79,15,20,74,20,15,1
10,70,55,13,78,16,25,69,27,18,77,17,26,68,26,17,3
4,78,58,12,85,9,23,71,25,11,84,10,24,70,24,10,3
5,79,64,8,85,10,19,76,20,11,84,10,19,75,19,10,2
4,82,87,1,87,8,4,91,5,9,86,8,4,90,4,8,1
11,69,57,13,77,17,24,70,26,19,76,18,25,69,25,18,2
10,64,59,13,75,19,23,71,25,21,74,20,24,70,24,20,1
10,64,59,13,75,19,23,71,25,21,74,20,24,70,24,20,2
4,80,63,11,86,9,21,74,22,10,85,9,21,73,21,9,2
6,78,81,3,84,11,8,87,9,12,83,11,8,86,8,11,3
4,82,87,1,87,8,4,91,5,9,86,8,4,90,4,8,3
6,78,92,0,84,11,1,94,2,12,83,11,1,93,1,11,1
7,79,67,5,84,11,16,79,17,12,83,11,16,78,16,11,2
11,69,55,13,77,16,24,69,27,19,76,18,26,68,26,18,3
10,64,59,11,75,19,22,72,24,21,74,20,23,71,23,20,1
11,63,60,12,74,20,22,72,24,22,73,21,23,71,23,21,2
11,69,57,11,77,16,22,71,25,19,76,18,24,70,24,18,2
6,78,86,0,84,11,4,91,5,12,83,11,4,90,4,11,3
11,69,59,13,77,17,23,71,25,19,76,18,24,70,24,18,2
7,71,81,1,80,15,7,88,8,16,79,15,7,87,7,15,3
3,87,94,0,90,5,0,95,1,6,89,5,0,94,0,5,1
7,79,72,6,84,11,14,81,15,12,83,11,14,80,14,11,3
8,68,61,11,78,16,21,73,23,18,77,17,22,72,22,17,2
6,78,83,3,84,11,7,88,8,12,83,11,7,87,7,11,3
8,70,74,6,79,16,13,82,14,17,78,16,13,81,13,16,3
9,69,60,14,78,17,24,71,25,18,77,17,24,70,24,17,3
10,70,74,6,78,17,13,82,14,18,77,17,13,81,13,17,1
10,64,58,12,75,19,23,71,25,21,74,20,24,70,24,20,3
7,75,86,0,82,13,4,91,5,14,81,13,4,90,4,13,3
5,81,83,1,86,9,6,89,7,10,85,9,6,88,6,9,3
5,81,88,0,86,9,3,92,4,10,85,9,3,91,3,9,3
11,69,61,9,77,17,20,74,22,19,76,18,21,73,21,18,3
11,67,59,11,76,18,22,72,24,20,75,19,23,71,23,19,3
8,70,62,12,79,15,21,73,23,17,78,16,22,72,22,16,3
8,64,57,11,76,16,21,71,25,20,75,19,24,70,24,19,1
6,78,85,1,84,11,5,90,6,12,83,11,5,89,5,11,3
12,66,57,13,75,19,24,70,26,21,74,20,25,69,25,20,3
10,70,56,12,78,16,24,70,26,18,77,17,25,69,25,17,1
10,64,61,11,75,20,22,73,23,21,74,20,22,72,22,20,1
11,71,60,10,78,16,21,73,23,18,77,17,22,72,22,17,3
